,group,variable,month,TOTAL 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTAL 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
POSTRER VALLE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,1,0,1,1
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,37,1,37,1,38
PRESTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,4,0,4,4
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,6,0,6,6
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,1,1,1,2
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,6,0,6,6
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,2,0,2,2
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,20,485,20,485,505
PUNA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,44,25,44,25,69
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,12,14,12,14,26
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,10,7,10,7,17
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,85,0,85,85
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,0,2,0,2
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,1,0,1,1
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,6,1,6,1,7
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,97,0,97,0,97
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,24,46,24,46,70
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,1,0,1,1
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,3,0,3,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,0,4,0,4
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,0,3,0,3
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,1,2,1,3
SAN ANDRES DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,11,0,11,11
SAN ANTONIO DE ESMORUCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,4,0,4,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,1,0,1,1
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,7,40,7,40,47
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,14,8,14,8,22
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,5,1,5,1,6
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,8,10,8,10,18
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,19,1,19,20
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,12,6,12,6,18
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,40,0,40,40
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,46,1,46,47
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,11,3,11,14
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,2,2,2,4
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,5,26,5,26,31
SAN LORENZO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,5,0,5,0,5
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,3,4,3,7
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,12,14,12,14,26
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,1,4,1,5
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,6,9,6,9,15
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,108,1,108,109
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,0,4,0,4
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,6,3,6,9
SAN PEDRO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,18,0,18,18
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,0,2,0,2
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,0,4,0,4
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,3,1,3,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,305,393,305,393,698
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,0,2,0,2
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,64,1,64,65
SANTIAGO DE CALLAPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,1,2,1,3
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,1,0,1,1
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,2,0,2,2
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,0,2,0,2
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,10,32,10,32,42
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,0,4,0,4
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,11,6,11,6,17
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,2,1,2,3
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,3,0,3,3
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,49,289,49,289,338
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,1,1,1,2
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,21,1,21,22
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,6,2,6,8
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,19,27,19,27,46
TARACO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,18,0,18,18
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,206,3,206,209
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,97,98,97,98,195
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,7,142,7,142,149
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,3,0,3,3
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,24,1,24,25
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,3,0,3,3
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,5,2,5,7
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,7,1,7,8
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,4,2,4,6
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,1,0,1,1
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,15,0,15,15
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,42,3,42,45
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,5,0,5,5
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,3,13,3,13,16
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,27,199,27,199,226
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,21,30,21,30,51
TURCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
UMALA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,2,1,2,3
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,1,2,1,3
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,12,4,12,16
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,59,56,59,56,115
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,9,1,9,10
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,7,0,7,0,7
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,16,8,16,8,24
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,1,0,1,1
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,14,8,14,8,22
VILLA NUEVA (LOMA ALTA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,6,0,6,6
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,1,2,1,3
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,17,153,17,153,170
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,39,2,39,41
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,7,3,7,3,10
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,15,3,15,3,18
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,24,36,24,36,60
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,1,0,1,1
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,13,1,13,1,14
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,16,2,16,18
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,5,0,5,5
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,4,34,4,34,38
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,2,40,2,40,42
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-11-01,0,3,0,3,3
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,1,2,1,3
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,5,0,5,0,5
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,1,2,1,3
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,3,0,3,3
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,0,2,0,2
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,3,2,3,5
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,6,0,6,0,6
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,18,5,18,5,23
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
AYATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
AYO AYO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,5,2,5,7
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,7,2,7,9
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,8,1,8,9
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,4,2,4,2,6
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,0,2,0,2
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,1,1,1,2
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,1,0,1,1
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,4,2,4,2,6
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,19,2,19,21
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,1,0,1,1
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,0,2,0,2
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,4,0,4,0,4
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,0,2,0,2
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,9,2,9,2,11
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,3,1,3,1,4
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,3,2,3,5
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,10,3,10,3,13
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,3,6,3,6,9
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,2,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,3,0,3,0,3
CHACARILLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,3,2,3,5
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,6,0,6,0,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,2,0,2,2
CKOCHAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,50,1,50,1,51
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,5,2,5,7
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,19,2,19,2,21
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,1,0,1,1
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,112,44,112,44,156
COIPASA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,1,0,1,1
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,21,7,21,7,28
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,9,11,9,11,20
COLLANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,5,0,5,0,5
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,1,0,1,1
COLQUENCHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,3,0,3,0,3
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,2,2,2,4
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,5,1,5,6
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,20,1,20,21
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,14,17,14,17,31
CRUZ DE MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,5,1,5,6
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,4,0,4,4
DESAGUADERO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,1,1,1,2
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,241,131,241,131,372
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,4,0,4,0,4
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,9,6,9,6,15
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,4,5,4,5,9
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,12,2,12,2,14
ESCOMA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
EUCALIPTUS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,12,1,12,1,13
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,2,0,2,2
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,3,1,3,4
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,3,13,3,13,16
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,7,43,7,43,50
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,3,3,3,3,6
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,27,2,27,29
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,3,0,3,0,3
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,5,0,5,0,5
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,0,2,0,2
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,0,2,0,2
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,22,8,22,8,30
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,175,33,175,33,208
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,4,0,4,4
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,3,0,3,0,3
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,1,0,1,1
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,10,54,10,54,64
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,24,37,24,37,61
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,3,0,3,3
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,2,1,2,3
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,1,2,1,3
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,0,2,0,2
MOJINETE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,5,0,5,5
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,16,6,16,6,22
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,21,16,21,16,37
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,2,0,2,2
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,6,0,6,0,6
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,5,2,5,7
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,102,10,102,10,112
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,4,2,4,2,6
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,45,0,45,0,45
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,0,2,0,2
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,4,1,4,1,5
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,2,0,2,0,2
PAPEL PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-12-01,1,0,1,0,1
