,group,variable,month,TOTAL 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTAL 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
TORO TORO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,1,0,1,1
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,14,23,14,23,37
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,68,1779,68,1779,1847
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,31,50,31,50,81
TURCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,75,0,75,75
UMALA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,5,7,5,7,12
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,0,1,0,1
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,6,41,6,41,47
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,34,2,34,36
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,10,1,10,11
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,9,4,9,13
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,19,2,19,2,21
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,30,705,30,705,735
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,2,46,2,46,48
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,95,63,95,63,158
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,36,21,36,21,57
VILLA NUEVA (LOMA ALTA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,10,0,10,10
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,10,2,10,2,12
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,48,79,48,79,127
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,27,147,27,147,174
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,8,123,8,123,131
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,63,21,63,21,84
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,33,1,33,1,34
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,98,518,98,518,616
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,47,0,47,47
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,31,49,31,49,80
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,7,97,7,97,104
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,4,58,4,58,62
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,13,90,13,90,103
YOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,0,32,0,32,32
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,7,71,7,71,78
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,6,64,6,64,70
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-11-01,1,124,1,124,125
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,8,0,8,0,8
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,20,4,20,24
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,1,0,1,1
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,1,4,1,5
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,0,1,0,1
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,5,4,5,9
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,8,1,8,1,9
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,1,0,1,1
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,6,2,6,8
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,14,1,14,15
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,3,2,3,5
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,1,1,1,2
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,6,0,6,0,6
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,7,27,7,27,34
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,12,0,12,0,12
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,30,10,30,10,40
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,3,2,3,5
AYATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,0,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,6,21,6,21,27
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,1,0,1,1
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,22,2,22,24
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,1,1,1,2
BELEN DE ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,0,1,0,1
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,6,34,6,34,40
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,8,5,8,5,13
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,16,1,16,1,17
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,7,1,7,8
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,1,0,1,1
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,0,4,0,4
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,9,3,9,12
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,5,18,5,18,23
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,7,8,7,8,15
"CAIZA ""D""",otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,0,2,0,2
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,7,2,7,2,9
CALACOTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,1,2,1,3
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,12,2,12,14
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,1,4,1,5
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,29,13,29,13,42
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,15,4,15,19
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,3,4,3,7
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,26,2,26,2,28
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,11,11,11,11,22
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,4,2,4,6
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,6,0,6,0,6
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,6,164,6,164,170
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,5,0,5,0,5
CHAYANTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,2,3,2,5
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,19,4,19,4,23
CHIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,0,1,0,1
CHOQUE COTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,0,1,0,1
CHUA COCANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,165,0,165,165
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,5,3,5,3,8
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,2,3,2,5
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,12,0,12,12
CKOCHAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,3,0,3,3
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,15,8,15,8,23
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,52,7,52,7,59
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,5,1,5,6
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,340,183,340,183,523
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,58,26,58,26,84
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,4,2,4,6
COLLANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,0,3,0,3
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,12,181,12,181,193
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,0,4,0,4
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,10,2,10,2,12
COLQUENCHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,0,2,0,2
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,1,3,1,4
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,6,1,6,1,7
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,4,4,4,8
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,1,2,1,3
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,132,0,132,132
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,29,4,29,33
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,0,2,0,2
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,8,3,8,11
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,68,36,68,36,104
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,13,5,13,5,18
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,4,1,4,5
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,0,2,0,2
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,553,327,553,327,880
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,6,0,6,0,6
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,1,4,1,5
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,57,85,57,85,142
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,3,1,3,4
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,8,35,8,35,43
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,53,153,53,153,206
ESCOMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,0,3,0,3
ESMERALDA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,1,0,1,1
EUCALIPTUS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,0,1,0,1
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,5,0,5,5
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,36,10,36,10,46
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,6,0,6,6
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,13,0,13,13
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,3,1,3,4
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,10,47,10,47,57
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,28,0,28,28
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,27,141,27,141,168
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,0,3,0,3
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,5,3,5,8
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,2,0,2,2
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,17,66,17,66,83
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,4,1,4,5
HUATAJATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,3,0,3,3
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,0,2,0,2
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,0,1,0,1
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,5,2,5,2,7
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,6,2,6,8
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,0,2,0,2
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,0,1,0,1
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,13,0,13,0,13
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,40,17,40,17,57
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,414,146,414,146,560
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,9,36,9,36,45
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,14,1,14,1,15
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,50,224,50,224,274
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,82,38,82,38,120
LURIBAY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,0,3,0,3
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,0,2,0,2
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,5,2,5,7
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,6,4,6,10
MALLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,14,0,14,14
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,11,4,11,4,15
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,0,2,0,2
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,6,3,6,3,9
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,11,5,11,5,16
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,1,2,1,3
MOJINETE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,29,4,29,33
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,0,1,0,1
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,10,8,10,8,18
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,42,21,42,21,63
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,0,1,0,1
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,3,2,3,5
NAZACARA DE PACAJES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,0,1,0,1
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,9,0,9,9
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,0,3,0,3
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,3,2,3,5
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,176,27,176,27,203
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,25,15,25,15,40
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,11,16,11,16,27
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,100,0,100,0,100
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,3,4,3,7
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,7,4,7,4,11
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,5,9,5,9,14
PAPEL PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,7,0,7,0,7
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,1,3,1,4
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,7,0,7,0,7
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,0,3,0,3
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,6,24,6,24,30
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,7,1,7,8
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,13,29,13,29,42
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,0,3,0,3
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,12,8,12,8,20
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,2,4,2,6
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,22,0,22,0,22
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,73,1,73,74
POSTRER VALLE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,1,0,1,1
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,91,26,91,26,117
PRESTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,21,2,21,23
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,39,2,39,41
PUERTO ACOSTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,1,1,1,2
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,1,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,6,6,6,6,12
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,4,1,4,5
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,0,2,0,2
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,0,4,0,4
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,55,15,55,15,70
PUNA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,21,2,21,23
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,43,5,43,5,48
QUIABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,2,0,2,0,2
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,34,372,34,372,406
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,0,1,0,1
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,21,1,21,22
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,3,1,3,4
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,29,0,29,0,29
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,6,0,6,0,6
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,8,6,8,6,14
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,116,60,116,60,176
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,1,1,1,2
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,13,27,13,27,40
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,0,2,0,2,2
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,14,1,14,1,15
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,3,24,3,24,27
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,0,1,0,1
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,10,71,10,71,81
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,23,56,23,56,79
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,1,6,1,6,7
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,14,6,14,6,20
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,6,0,6,0,6
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,44,6,44,6,50
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,13,1,13,1,14
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,0,4,0,4
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-12-01,4,0,4,0,4
