municipality,group,variable,month,TOTAL 5.11 PÍLDORA: USUARIAS CONTINUAS  Grupo Edad: (CANTIDAD),TOTAL
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,8,8
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,3,3
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,7,7
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,17,17
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,4,4
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,3,3
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,10,10
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,10,10
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,2,2
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,26,26
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,4,4
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,31,31
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,8,8
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,7,7
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,2,2
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,247,247
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,9,9
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,8,8
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,51,51
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,8,8
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,41,41
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,9,9
ESCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,3,3
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,33,33
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,21,21
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,21,21
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,2,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,13,13
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,2,2
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,30,30
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
HUMANATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,2,2
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,6,6
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,2,2
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,7,7
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,2,2
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,13,13
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,10,10
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,2,2
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,13,13
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,27,27
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,74,74
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,7,7
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,4,4
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,4,4
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,6,6
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,5,5
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,9,9
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,9,9
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,19,19
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,54,54
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,7,7
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,3,3
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,3,3
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,55,55
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,5,5
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,8,8
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,19,19
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,69,69
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,5,5
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,38,38
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,3,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,80,80
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,30,30
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,16,16
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,29,29
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,20,20
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,4,4
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,2,2
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,2,2
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,4,4
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,4,4
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,7,7
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,7,7
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,2,2
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,2,2
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,6,6
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,10,10
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,20,20
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,16,16
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,2,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,80,80
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,4,4
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,11,11
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,17,17
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,24,24
PUERTO SILES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,10,10
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,10,10
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,27,27
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,7,7
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
QUIABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,16,16
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,14,14
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,17,17
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,29,29
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,24,24
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,17,17
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,2,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,32,32
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,5,5
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,5,5
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,11,11
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,5,5
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,10,10
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,41,41
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,59,59
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,4,4
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,23,23
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,113,113
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,66,66
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,7,7
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,19,19
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,3,3
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,19,19
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,6,6
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,12,12
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,1,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,26,26
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2014-12-01,7,7
