,group,variable,month,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,5,6,1,1,6,7,13
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,9,15,8,7,17,22,39
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,10,6,3,9,13,22
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,23,26,0,0,23,26,49
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,5,2,2,1,7,3,10
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,6,3,0,0,6,3,9
AYATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,5,1,1,4,6,10
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,5,5,0,0,5,5,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,10,8,9,9,19,17,36
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,2,0,1,3,3,6
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,6,7,1,2,7,9,16
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,3,0,0,1,3,4
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,1,0,1,1,2,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,0,5,2,7,2,9
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,25,22,5,6,30,28,58
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,21,13,7,6,28,19,47
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,0,1,1,2,1,3
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,1,3,0,4,1,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,6,1,1,3,7,10
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,11,8,3,1,14,9,23
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,15,9,12,4,27,13,40
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,5,7,1,1,6,8,14
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,7,7,3,2,10,9,19
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,5,4,0,0,5,4,9
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,0,0,0,1,0,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,6,7,0,0,6,7,13
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,8,5,1,2,9,7,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,0,1,1,0,1,1,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,17,17,0,0,17,17,34
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,9,10,2,3,11,13,24
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,6,2,0,5,6,11
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,9,6,4,7,13,13,26
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,41,51,4,4,45,55,100
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,13,10,0,1,13,11,24
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,3,1,2,3,5,8
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,3,5,9,6,12,18
CATACORA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,0,0,2,1,2,1,3
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,0,2,1,3,1,4
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,19,14,5,3,24,17,41
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,6,2,0,0,6,2,8
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,7,8,8,8,15,16,31
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,1,1,2,3,3,6
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,8,6,4,0,12,6,18
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,17,12,3,1,20,13,33
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,0,1,0,3,0,3
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,9,6,1,1,10,7,17
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,4,1,2,2,6,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,4,3,6,4,10,7,17
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,9,2,0,2,9,4,13
CLIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,10,15,11,6,21,21,42
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,35,44,9,16,44,60,104
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,5,6,7,8,12,14,26
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,442,411,4,8,446,419,865
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,36,33,6,5,42,38,80
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,4,5,3,1,7,6,13
COLLANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,1,0,0,3,1,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,9,13,0,0,9,13,22
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,4,10,1,0,5,10,15
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,8,5,5,10,13,15,28
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,13,6,0,1,13,7,20
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,1,3,3,6,4,10
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,0,0,1,1,1,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,6,17,0,1,6,18,24
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,16,14,4,8,20,22,42
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,8,5,2,2,10,7,17
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,7,13,0,0,7,13,20
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,4,3,1,5,5,10
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,5,3,4,4,9,7,16
CORQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,3,0,1,1,4,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,7,12,2,7,9,19,28
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,27,38,3,2,30,40,70
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,12,17,5,0,17,17,34
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,1,2,0,3,1,4
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,2,1,2,2,4,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,8,6,4,1,12,7,19
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,3,0,0,1,3,4
CURVA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,2,0,0,1,2,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,4,1,1,0,5,1,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,340,371,154,147,494,518,1012
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,1,0,0,1,1,2
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,5,6,1,4,6,10,16
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,5,8,3,2,8,10,18
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,48,41,3,5,51,46,97
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,1,0,0,3,1,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,16,15,3,9,19,24,43
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,19,13,6,2,25,15,40
ESCARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,0,1,0,0,0,1,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,0,2,0,0,0,2,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,0,3,0,0,0,3,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,7,11,4,3,11,14,25
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,1,1,1,3,2,5
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,12,9,1,4,13,13,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,1,0,4,3,5,8
GUANAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,8,6,4,2,12,8,20
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,2,1,0,2,2,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,27,19,20,23,47,42,89
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,8,5,1,1,9,6,15
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,6,1,3,4,9,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,0,2,0,0,0,2,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,3,2,4,5,7,12
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,3,0,0,3,3,6
HUARINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,2,2,2,5,4,9
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,0,0,0,2,0,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,0,1,0,0,0,1,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,0,1,1,3,1,4,5
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,1,1,1,2,2,4
ICLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,4,4,2,6,6,12
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,4,1,10,6,14,7,21
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,2,0,0,1,2,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,9,7,0,0,9,7,16
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,6,9,5,2,11,11,22
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,8,2,3,5,11,16
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,7,12,1,0,8,12,20
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,22,25,0,1,22,26,48
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,91,99,3,2,94,101,195
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,391,384,5,7,396,391,787
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,0,0,0,1,0,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,10,2,2,3,12,15
LAJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,15,10,0,1,15,11,26
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,0,0,2,1,2,1,3
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,1,0,0,1,1,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,16,13,12,14,28,27,55
LLICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,1,0,0,1,1,2
LORETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,1,0,2,3,3,6
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,4,4,0,0,4,4,8
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,2,0,0,2,2,4
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,1,2,0,4,1,5
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,13,18,0,0,13,18,31
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,7,10,0,2,7,12,19
MALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,0,1,2,2,2,4
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,15,15,0,0,15,15,30
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,7,8,1,0,8,8,16
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,19,12,3,0,22,12,34
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,14,15,4,1,18,16,34
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,4,5,1,7,5,12
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,4,0,2,0,6,0,6
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,23,18,2,0,25,18,43
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,103,113,14,6,117,119,236
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,1,9,5,11,6,17
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,0,2,1,3,1,5,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,2,0,0,1,2,3
OCURI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,4,4,1,3,5,7,12
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,14,11,1,3,15,14,29
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,1,5,0,8,1,9
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,161,162,22,34,183,196,379
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,6,12,1,0,7,12,19
PADILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,9,1,4,4,13,17
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,11,16,14,22,25,38,63
PALCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,11,10,3,2,14,12,26
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,13,23,5,2,18,25,43
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,0,1,0,2,0,3,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,5,7,1,3,6,10,16
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,4,0,1,1,5,6
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,3,1,0,2,3,5
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,6,8,2,2,8,10,18
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,3,1,1,2,4,6
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,7,1,0,4,7,11
POCOATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,7,4,3,7,10,17
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,4,6,2,2,6,8,14
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,7,6,1,1,8,7,15
POOPO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,7,4,0,0,7,4,11
PORCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,16,8,2,2,18,10,28
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,5,5,3,3,8,8,16
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,9,10,4,5,13,15,28
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,23,10,1,1,24,11,35
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,4,6,1,1,5,7,12
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,116,106,48,30,164,136,300
PRESTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,5,1,1,5,6,6,12
PUCARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,1,0,0,1,1,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,8,9,7,9,15,18,33
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,4,0,2,3,6,9
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,4,8,5,11,9,20
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,1,3,1,6,2,8
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,0,0,1,1,1,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,9,13,3,3,12,16,28
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,5,0,0,3,5,8
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,0,1,1,1,1,2,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,16,10,19,16,35,26,61
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,28,32,7,14,35,46,81
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,5,3,6,5,11,8,19
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,13,15,1,5,14,20,34
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,3,0,1,2,4,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,24,22,11,10,35,32,67
QUIME,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,6,1,1,1,7,2,9
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,0,6,1,0,1,6,7
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,4,6,2,4,6,10,16
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,3,5,0,0,3,5,8
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,56,41,1,1,57,42,99
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,12,16,0,0,12,16,28
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,21,11,1,4,22,15,37
SABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,4,0,0,0,4,0,4
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,100,91,36,21,136,112,248
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,1,2,2,3,3,6
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,3,8,8,10,11,21
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,11,6,4,3,15,9,24
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,1,3,3,0,4,3,7
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,7,8,0,1,7,9,16
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,9,8,5,4,14,12,26
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,0,0,1,0,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-11-01,2,1,2,0,4,1,5
