municipality,group,variable,month,Nro de Primeras visitas Familares realizadas,TOTAL
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,43,43
PAMPA GRANDE,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,38,38
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,62,62
PASORAPA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,46,46
PATACAMAYA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,2,2
PAZÑA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,55,55
PELECHUCO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,12,12
POCOATA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,125,125
POCONA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,102,102
POJO (CBBA),actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,125,125
POOPO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,93,93
PORCO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,24,24
POROMA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,65,65
PORONGO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,44,44
PORTACHUELO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,26,26
POTOSI,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,670,670
PRESTO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,3,3
PUCARANI,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,365,365
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,24,24
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,40,40
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,159,159
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,139,139
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,41,41
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,74,74
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,100,100
PUNA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,216,216
PUNATA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,401,401
QUIABAYA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,122,122
QUILLACOLLO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,1601,1601
QUIME,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,35,35
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,145,145
RAVELO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,71,71
REYES,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,122,122
RIBERALTA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,668,668
ROBORE,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,76,76
RURRENABAQUE,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,102,102
SABAYA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,112,112
SACABA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,1057,1057
SACABAMBA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,33,33
SACACA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,242,242
SAIPINA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,438,438
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,5,5
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,47,47
SAN ANDRES,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,22,22
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,20,20
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,10,10
SAN BENITO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,82,82
SAN BORJA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,213,213
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,43,43
SAN CARLOS,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,249,249
SAN IGNACIO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,56,56
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,434,434
SAN JOAQUIN,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,25,25
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,118,118
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,352,352
SAN JULIAN,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,2048,2048
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,22,22
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,561,561
SAN LUCAS,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,65,65
SAN MATIAS,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,14,14
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,13,13
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,95,95
SAN PEDRO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,542,542
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,125,125
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,36,36
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,182,182
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,25,25
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,103,103
SAN RAMON BENI,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,20,20
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,124,124
SANTA ANA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,4,4
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,369,369
SANTA ROSA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,15,15
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,5,5
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,78,78
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,27,27
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,56,56
SANTIVAÑES,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,274,274
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,69,69
SAPAHAQUI,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,86,86
SENA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,3526,3526
SHINAOTA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,85,85
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,221,221
SICAYA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,176,176
SIPE SIPE,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,720,720
SOPACHUY,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,82,82
SORACACHI,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,462,462
SORATA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,171,171
SUCRE,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,714,714
TACACHI,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,31,31
TACACOMA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,40,40
TACOBAMBA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,17,17
TACOPAYA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,25,25
TAHUA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,12,12
TAPACARI,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,52,52
TARACO,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,9,9
TARATA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,218,218
TARIJA,actividades del establecimiento y con la comunidad,nro de primeras visitas familares realizadas,2024-10-01,3584,3584
