municipality,group,variable,month,9.25 Nro de Terceras visitas Familiares,TOTAL
HUACARETA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,158,158
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,7,7
HUARINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,47,47
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,67,67
HUMANATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,5,5
ICLA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,66,66
INCAHUASI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,210,210
INQUISIVI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,2,2
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,27,27
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,15,15
LA ASUNTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,86,86
LA PAZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,70,70
LLICA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,62,62
LORETO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,9,9
LURIBAY,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,6,6
MACHARETI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,43,43
MAIRANA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,28,28
MIZQUE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,37,37
MOCOMOCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,134,134
MOJINETE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,11,11
MOJOCOYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,45,45
MONTEAGUDO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,167,167
MONTERO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,5,5
MORO MORO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,1,1
MOROCHATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,73,73
OCURI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,3,3
PADCAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,111,111
PADILLA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,33,33
PAILON,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,79,79
PELECHUCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,11,11
POCOATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,305,305
POJO (CBBA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,30,30
PORCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,47,47
POROMA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,142,142
POTOSI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,222,222
PRESTO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,9,9
PUCARANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,18,18
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,62,62
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,68,68
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,2,2
PUNA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,43,43
PUNATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,243,243
QUILLACOLLO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,1,1
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,16,16
RAVELO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,93,93
REYES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,72,72
RIBERALTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,18,18
ROBORE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,20,20
RURRENABAQUE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,6,6
SACABA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,113,113
SACABAMBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,60,60
SACACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,7,7
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,87,87
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,20,20
SAN ANDRES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,14,14
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,11,11
SAN BORJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,154,154
SAN CARLOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,13,13
SAN IGNACIO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,21,21
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,12,12
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,37,37
SAN LUCAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,269,269
SAN MATIAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,24,24
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,83,83
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,5,5
SANTA ROSA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,50,50
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,150,150
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,99,99
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,15,15
SANTIVAÑES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,127,127
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,76,76
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,20,20
SICAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,40,40
SIPE SIPE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,9,9
SOPACHUY,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,7,7
SUCRE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,419,419
TACOPAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,19,19
TAHUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,26,26
TAPACARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,12,12
TARABUCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,105,105
TARATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,10,10
TARIJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,336,336
TARVITA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,238,238
TINGUIPAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,55,55
TIQUIPAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,754,754
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,7,7
TOCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,78,78
TOMINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,31,31
TOTORA(ORR),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,32,32
TRINIDAD,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,66,66
TUPIZA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,92,92
UMALA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,21,21
UNCIA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,33,33
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,24,24
UYUNI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,34,34
VACAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,11,11
VALLEGRANDE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,158,158
VIACHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,19,19
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,7,7
VILLA MONTES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,115,115
VILLA RIVERO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,2,2
VILLA SERRANO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,35,35
VILLA TUNARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,95,95
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,53,53
VILLAZON,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,34,34
VINTO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,792,792
VITICHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,64,64
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,12,12
WARNES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,19,19
YACUIBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,187,187
YAMPARAEZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,70,70
YANACACHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,68,68
YAPACANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-12-01,104,104
