municipality,group,variable,month,N°de beneficiarios(as) con promoción en Salud Oral,TOTAL
CAPINOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,57,57
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,71,71
CARACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,63,63
CARANAVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,96,96
CARAPARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,31,31
CARIPUYO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,39,39
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,27,27
CHALLAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,731,731
CHARAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,68,68
CHAYANTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,278,278
CHIMORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,230,230
CHOQUE COTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,40,40
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,71,71
CKOCHAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,190,190
COBIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,708,708
COCAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,453,453
COCHABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,740,740
COIPASA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,25,25
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,340,340
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,277,277
COLLANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,28,28
COLQUECHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,337,337
COLQUENCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,99,99
COLQUIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,168,168
CONCEPCION,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,34,34
COROICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,115,115
COTAGAITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,42,42
COTOCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,36,36
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,164,164
CUEVO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,64,64
CULPINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,42,42
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,141,141
CURVA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,44,44
EL ALTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,515,515
EL CHORO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,3,3
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,141,141
EL TORNO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,87,87
EL VILLAR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,73,73
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,55,55
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,60,60
EUCALIPTUS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,90,90
FILADELFIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,73,73
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,25,25
GUANAY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,147,147
GUAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,35,35
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,370,370
HUACARETA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,7,7
HUACHACALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,35,35
HUANUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,9,9
HUARINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,39,39
HUATAJATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,77,77
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,122,122
ICLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,132,132
INCAHUASI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,135,135
INQUISIVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,75,75
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,59,59
IXIAMAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,29,29
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,7,7
LA ASUNTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,153,153
LA GUARDIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,705,705
LA PAZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,3212,3212
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,3,3
LAJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,70,70
LURIBAY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,25,25
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,180,180
MACHARETI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,75,75
MAGDALENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,12,12
MALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,40,40
MOCOMOCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,286,286
MOJINETE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,23,23
MOJOCOYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,72,72
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,130,130
MONTERO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,130,130
MOROCHATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,34,34
OCURI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,81,81
ORURO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,42,42
PADILLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,67,67
PALCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,421,421
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,99,99
PAMPA GRANDE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,38,38
PAZÑA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,27,27
PELECHUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,3,3
POCOATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,173,173
POOPO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,78,78
POROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,265,265
PORONGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,53,53
PORVENIR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,60,60
POTOSI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,334,334
PRESTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,221,221
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,67,67
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,10,10
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,32,32
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,155,155
PUERTO RICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,114,114
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,617,617
PUNA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,14,14
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,83,83
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,120,120
RAVELO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,79,79
RIBERALTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,87,87
ROBORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,50,50
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,24,24
SABAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,22,22
SACABA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,1091,1091
SACACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,15,15
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,62,62
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,16,16
SAN ANDRES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-11-01,16,16
