municipality,group,variable,month,N°de beneficiarios(as) con educación en Salud Oral,TOTAL
BOLIVAR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,16,16
CAIROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,23,23
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,43,43
CAJUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,75,75
CALACOTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,67,67
CALAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,128,128
CAMARGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,74,74
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,6,6
CAPINOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,41,41
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,30,30
CARACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,92,92
CARANAVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,49,49
CARAPARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,16,16
CARIPUYO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,13,13
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,79,79
CATACORA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,6,6
CHALLAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,46,46
CHIMORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,107,107
CHOQUE COTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,35,35
CHUMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,27,27
COBIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,242,242
COCAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,16,16
COCHABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,403,403
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,230,230
COLLANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,46,46
COLQUECHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,25,25
COLQUENCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,73,73
COLQUIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,184,184
CORO CORO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,109,109
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,17,17
CULPINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,42,42
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,82,82
EL ALTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,1343,1343
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,82,82
EL TORNO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,77,77
EL VILLAR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,308,308
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,71,71
EUCALIPTUS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,341,341
FILADELFIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,43,43
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,19,19
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,229,229
HUACARETA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,10,10
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,4,4
HUACHACALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,82,82
HUANUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,7,7
HUARINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,48,48
HUATAJATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,95,95
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,24,24
HUMANATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,1,1
ICLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,80,80
INCAHUASI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,81,81
INQUISIVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,108,108
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,74,74
LA ASUNTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,54,54
LA GUARDIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,643,643
LA PAZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,998,998
LAJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,29,29
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,29,29
LICOMA PAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,16,16
LLALLAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,52,52
LURIBAY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,51,51
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,65,65
MACHARETI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,60,60
MAGDALENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,12,12
MAIRANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,55,55
MOCOMOCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,52,52
MOJOCOYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,77,77
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,172,172
MONTERO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,367,367
MOROCHATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,122,122
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,10,10
ORURO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,37,37
PADCAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,15,15
PADILLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,168,168
PALCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,80,80
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,78,78
PASORAPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,44,44
POOPO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,71,71
POROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,72,72
PORONGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,59,59
POTOSI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,813,813
PRESTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,135,135
PUCARANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,23,23
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,5,5
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,74,74
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,288,288
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,535,535
PUNA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,195,195
QUIABAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,24,24
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,1089,1089
REYES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,10,10
RIBERALTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,25,25
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,37,37
SACABA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,323,323
SACABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,11,11
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,45,45
SAN ANDRES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,44,44
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,23,23
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,57,57
SAN BENITO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,27,27
SAN BORJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,69,69
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,10,10
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,223,223
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,26,26
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-12-01,193,193
