,group,variable,month,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
CARMEN RIVERO TORREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,19.0,0.0,5.0,0.0,24.0,24.0
CHARAGUA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,2.0,0.0,4.0,0.0,6.0,6.0
COBIJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,35.0,0.0,16.0,0.0,51.0,51.0
COCAPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
COLCAPIRHUA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,20.0,0.0,20.0,20.0
COLOMI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
CONCEPCION,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,3.0,0.0,3.0,0.0,6.0,6.0
COPACABANA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
CORQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
COTOCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
CUEVO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
DESAGUADERO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,9.0,0.0,0.0,0.0,9.0,9.0
EL ALTO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,135.0,0.0,20.0,0.0,155.0,155.0
EL PUENTE(STC),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
ENTRE RIOS TRJ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
EUREKA (SANTOS MERCADO),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
FILADELFIA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
GUANAY,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
GUTIERREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
HUANUNI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
HUARACAJE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
INQUISIVI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
LA GUARDIA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,28.0,0.0,6.0,0.0,34.0,34.0
LA PAZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,311.0,0.0,308.0,0.0,619.0,619.0
LAGUNILLAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
MAGDALENA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
MAPIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
MOCOMOCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
MONTERO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,139.0,0.0,2.0,0.0,141.0,141.0
ORURO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,95.0,0.0,31.0,0.0,126.0,126.0
PAILON,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,9.0,0.0,9.0,9.0
PALOS BLANCOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PAMPA AULLAGAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,3.0,0.0,2.0,0.0,5.0,5.0
PAZÑA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
POJO (CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PORVENIR,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,7.0,0.0,2.0,0.0,9.0,9.0
POTOSI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
PUERTO GONZALO MORENO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,3.0,0.0,1.0,0.0,4.0,4.0
PUERTO QUIJARRO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PUERTO RICO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
PUERTO SUAREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
ROBORE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,3.0,0.0,3.0,0.0,6.0,6.0
RURRENABAQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
SABAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
SACABA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,17.0,0.0,309.0,0.0,326.0,326.0
SAN BUENA VENTURA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
SAN CARLOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,5.0,0.0,5.0,0.0,10.0,10.0
SAN IGNACIO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,70.0,0.0,2.0,0.0,72.0,72.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,6.0,0.0,3.0,0.0,9.0,9.0
SAN LORENZO(PND),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,3.0,0.0,1.0,0.0,4.0,4.0
SAN MATIAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN PEDRO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
SAN PEDRO DE TIQUINA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
SAN RAMON BENI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
SANTA ANA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,329.0,0.0,38.0,0.0,367.0,367.0
SANTA ROSA DEL SARA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SENA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
SORATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,5.0,0.0,5.0,5.0
TARIJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,1.0,0.0,6.0,0.0,7.0,7.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
TOTORA(CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
TRINIDAD,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,31.0,0.0,25.0,0.0,56.0,56.0
URUBICHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
VILLA MONTES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,20.0,0.0,4.0,0.0,24.0,24.0
WARNES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,58.0,0.0,32.0,0.0,90.0,90.0
YACUIBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,29.0,0.0,27.0,0.0,56.0,56.0
ACHOCALLA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AIQUILE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
ANDAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
ARBIETO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,2.0,0.0,5.0,0.0,7.0,7.0
ATOCHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
BELLA FLOR,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
CABEZAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,0.0,0.0,4.0,0.0,4.0,4.0
CAMIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
CARMEN RIVERO TORREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
CHALLAPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,0.0,0.0,7.0,0.0,7.0,7.0
CHARAGUA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
CHUMA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
COBIJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,35.0,0.0,1.0,0.0,36.0,36.0
COLLANA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
COLOMI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
CONCEPCION,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,7.0,0.0,0.0,0.0,7.0,7.0
COPACABANA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
COTOCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
EL ALTO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,58.0,0.0,26.0,0.0,84.0,84.0
ENTRE RIOS TRJ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
GUANAY,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
HUANUNI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,16.0,0.0,3.0,0.0,19.0,19.0
LA GUARDIA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
LA PAZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,97.0,0.0,0.0,0.0,97.0,97.0
LAGUNILLAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
MONTERO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,42.0,0.0,2.0,0.0,44.0,44.0
ORURO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,23.0,0.0,22.0,0.0,45.0,45.0
PALOS BLANCOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PORVENIR,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,7.0,0.0,1.0,0.0,8.0,8.0
POTOSI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,9.0,0.0,0.0,0.0,9.0,9.0
PUERTO RICO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PUERTO SUAREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,13.0,0.0,0.0,0.0,13.0,13.0
QUILLACOLLO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,0.0,0.0,4.0,0.0,4.0,4.0
RAVELO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
ROBORE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
SACABA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,7.0,0.0,0.0,0.0,7.0,7.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN BUENA VENTURA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
SAN CARLOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
SAN IGNACIO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,0.0,0.0,4.0,0.0,4.0,4.0
SAN LORENZO(PND),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,7.0,0.0,4.0,0.0,11.0,11.0
SAN PEDRO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SAN PEDRO DE TIQUINA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,3.0,0.0,1.0,0.0,4.0,4.0
SAN RAMON BENI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,166.0,0.0,2.0,0.0,168.0,168.0
SENA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
TACOBAMBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
TOLATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
TOTORA(CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,2.0,0.0,3.0,0.0,5.0,5.0
TRINIDAD,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,0.0,0.0,17.0,0.0,17.0,17.0
URUBICHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,8.0,0.0,11.0,0.0,19.0,19.0
VALLEGRANDE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
VILLA MONTES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
VILLA TUNARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
WARNES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-12-01,0.0,24.0,0.0,9.0,0.0,33.0,33.0
