,group,variable,month,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
MAIRANA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,0,0,5,3,5,8
MALLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,1,3,1,3,4
MAPIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,8,20,30,48,38,68,106
MECAPACA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,17,12,16,15,33,48
MIZQUE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,10,21,19,30,29,51,80
MOCOMOCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,9,6,5,7,14,21
MOJOCOYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,1,4,0,6,1,7
MONTEAGUDO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,21,9,22,20,43,29,72
MONTERO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,35,280,62,85,97,365,462
MORO MORO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,0,0,0,3,0,3
MOROCHATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,6,22,27,25,33,58
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,5,8,5,8,13
NAZACARA DE PACAJES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
OCURI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,10,2,20,3,30,33
OKINAWA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,8,11,49,30,57,41,98
OMEREQUE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,2,15,2,18,4,22
ORURO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,178,351,185,288,363,639,1002
PADCAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,21,23,6,11,27,34,61
PADILLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,1,3,2,4,3,7
PAILON,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,15,7,37,23,52,30,82
PALCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,5,30,49,67,54,97,151
PALOS BLANCOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,57,26,33,32,90,58,148
PAMPA AULLAGAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,2,1,1,1,3,4
PAMPA GRANDE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,10,17,10,21,20,41
PAPEL PAMPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,8,1,0,2,8,10
PASORAPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
PATACAMAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,31,0,0,3,31,34
PAZÑA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,8,12,8,14,16,30
PELECHUCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,7,4,2,4,9,13
POCOATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,6,2,13,2,19,21
POCONA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,12,10,17,17,29,27,56
POJO (CBBA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,46,26,46,26,72
POOPO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,0,5,6,7,6,13
PORCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,7,16,5,16,12,32,44
POROMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,9,13,8,17,17,34
PORONGO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,6,3,6,3,9
PORTACHUELO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,18,1,4,5,22,27
PORVENIR,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,11,95,95,101,106,207
POSTRER VALLE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,7,2,0,0,7,2,9
POTOSI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,76,402,110,187,186,589,775
PRESTO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,0,0,3,1,3,4
PUCARANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,15,19,38,22,53,75
PUERTO ACOSTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,4,10,10,12,14,26
PUERTO CARABUCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,3,11,2,11,5,16
PUERTO GONZALO MORENO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,4,6,10,9,14,23
PUERTO PEREZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,12,4,6,5,18,23
PUERTO QUIJARRO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,27,33,150,106,177,139,316
PUERTO RICO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,9,13,8,9,17,22,39
PUERTO SILES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,2,0,0,1,2,3
PUERTO SUAREZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,48,27,3,10,51,37,88
PUERTO VILLARROEL,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,34,69,106,93,140,162,302
PUNA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,28,26,45,30,73,103
PUNATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,24,27,8,12,32,39,71
QUIABAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,3,2,0,2,3,5
QUILLACOLLO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,38,46,183,150,221,196,417
QUIME,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,10,18,15,24,25,49
QUIRUSILLAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,0,14,4,18,4,22
RAVELO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,11,14,18,16,29,45
REYES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,7,20,5,25,12,45,57
RIBERALTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,13,182,18,63,31,245,276
ROBORE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,5,8,10,10,15,25
RURRENABAQUE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,7,5,0,25,7,30,37
SABAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,3,0,0,2,3,5
SACABA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,55,204,474,565,529,769,1298
SACABAMBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,4,8,6,9,10,19
SACACA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,35,0,15,3,50,53
SAIPINA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,5,0,3,1,8,9
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,7,4,4,6,11,17
SAMAIPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,3,8,1,10,4,14
SAN AGUSTIN,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,1,0,0,3,1,4
SAN ANDRES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,16,15,22,19,38,57
SAN ANTONIO DE ESMORUCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,2,3,3,4,5,9
SAN BENITO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,7,23,26,29,33,62
SAN BORJA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,16,57,100,109,116,166,282
SAN BUENA VENTURA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,7,13,6,16,13,29
SAN CARLOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,14,10,16,42,30,52,82
SAN IGNACIO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,23,48,44,71,67,119,186
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,39,58,114,84,153,142,295
SAN JAVIER(BNI),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,1,6,1,6,7
SAN JAVIER(STC),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,7,3,1,9,8,17
SAN JOAQUIN,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,17,0,0,0,17,17
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,6,64,77,66,83,149
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,12,17,28,16,40,33,73
SAN JULIAN,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,26,21,14,23,40,63
SAN LORENZO(PND),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,3,0,22,1,25,26
SAN LORENZO(TJA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,11,33,9,32,20,65,85
SAN LUCAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,17,48,45,25,62,73,135
SAN MATIAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,12,39,54,42,66,108
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,36,85,80,89,116,205
SAN PABLO DE LIPEZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,10,5,17,7,27,34
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,16,0,72,0,88,88
SAN PEDRO DE CURAHUARA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,15,3,1,9,16,25
SAN PEDRO DE QUEMES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,1,0,0,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,2,11,0,12,2,14
SAN PEDRO(PND),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,2,4,13,5,15,20
SAN RAFAEL,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,2,52,13,52,15,67
SAN RAMON BENI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,3,57,35,58,38,96
SAN RAMON SCZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,6,1,1,5,7,12
SANTA ANA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,27,32,13,8,40,40,80
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1150,2250,2104,2094,3254,4344,7598
SANTA ROSA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,2,0,4,6,6,12
SANTA ROSA DEL SARA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,45,30,87,80,132,110,242
SANTIAGO DE CALLAPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,0,12,6,16,6,22
SANTIAGO DE HUARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,1,5,9,6,10,16
SANTIAGO DE HUATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,12,9,13,11,25,36
SANTIAGO DE MACHACA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,1,2,5,2,6,8
SANTIVAÑES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,4,34,24,35,28,63
SANTUARIO DE QUILLACAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,5,5,11,5,16,21
SAPAHAQUI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,21,9,10,15,31,46
SENA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,30,1,3,2,33,35
SHINAOTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,7,17,42,14,49,31,80
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,7,8,9,9,16,25
SICAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,5,6,11,10,16,26
SIPE SIPE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,8,21,14,9,22,30,52
SOPACHUY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,76,75,0,1,76,76,152
SORACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,5,0,7,2,12,14
SORATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,8,97,36,98,44,142
SUCRE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,138,409,337,256,475,665,1140
TACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
TACACOMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,1,1,1,1,2
TACOBAMBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,14,3,16,5,30,35
TACOPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,4,18,15,20,19,39
TAHUA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,0,4,0,4,4
TAPACARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,25,78,83,84,108,192
TARABUCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,15,16,3,8,18,24,42
TARACO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,3,1,0,3,3,6
TARATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,5,8,12,11,17,28
TARIJA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,198,505,505,480,703,985,1688
TARVITA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,4,11,12,17,16,33
TEOPONTE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,7,8,49,32,56,40,96
TIAWANACU,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,10,3,26,4,36,40
TINGUIPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,37,32,55,33,92,125
TIPUANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,9,12,5,15,14,29
TIQUIPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,14,40,251,226,265,266,531
TIRAQUE (CBBA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,22,15,21,17,43,60
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,1,2,1,2,3
TOCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,4,12,8,13,12,25
TOLATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,4,3,4,3,7
TOLEDO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,2,0,0,1,2,3
TOMAVE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,3,3,9,5,12,17
TORO TORO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,8,12,83,4,91,16,107
TOTORA(CBBA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,8,9,50,26,58,35,93
TOTORA(ORR),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,8,0,11,1,19,20
TRIGAL,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,0,6,2,8,2,10
TRINIDAD,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,40,259,147,144,187,403,590
TUPIZA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,43,56,14,18,57,74,131
TURCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,3,0,1,0,4,4
UMALA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,5,16,1,19,6,35,41
UNCIA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,25,22,35,25,60,85
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,13,20,3,16,16,36,52
URUBICHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,25,33,4,33,29,66,95
UYUNI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,44,106,97,7,141,113,254
VACAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,4,4,1,1,5,5,10
VALLEGRANDE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,7,26,18,5,25,31,56
VIACHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,18,98,280,179,298,277,575
VILA VILA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,0,3,2,4,2,6
VILLA CHARCAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,28,23,0,0,28,23,51
VILLA MONTES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,92,61,57,81,149,142,291
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,5,3,0,2,5,5,10
VILLA RIVERO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,9,14,16,37,25,51,76
VILLA SERRANO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,3,7,2,2,5,9,14
VILLA TUNARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,34,44,201,166,235,210,445
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,8,1,2,7,10,17
VILLAZON,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,25,56,120,122,145,178,323
VINTO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,28,105,191,228,219,333,552
VITICHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,19,3,5,4,24,28
WALDO BALLIVIAN,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,1,0,0,2,1,3
WARNES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,58,88,115,77,173,165,338
YACO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,7,3,4,4,11,15
YACUIBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,81,197,146,147,227,344,571
YAMPARAEZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,1,2,5,2,6,4,10
YANACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,5,6,51,38,56,44,100
YAPACANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,24,7,24,31,48,38,86
YOCALLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,6,12,15,14,21,26,47
YOTALA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,2,2,5,4,7,11
YUNCHARA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,2,3,11,10,13,13,26
ZUDAÑEZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-11-01,0,0,1,0,1,0,1
ACACIO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,0,7,1,14,1,21,22
ACHACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,8,37,29,36,37,73,110
ACHOCALLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,3,20,0,12,3,32,35
AIQUILE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,8,15,21,25,29,40,69
ALALAY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,0,0,4,10,4,10,14
ALTO BENI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,14,5,12,5,26,10,36
ANCORAIMES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,0,15,0,7,0,22,22
ANDAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,0,4,0,3,0,7,7
ANTEQUERA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,1,0,3,0,4,0,4
ANZALDO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,1,8,22,27,23,35,58
APOLO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,5,6,7,7,12,13,25
ARAMPAMPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,2,9,16,16,18,25,43
ARANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,0,0,2,6,2,6,8
ARBIETO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,10,14,26,43,36,57,93
ARQUE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,1,2,4,5,5,7,12
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,18,24,4,7,22,31,53
ATOCHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,8,15,3,4,11,19,30
AUCAPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,0,11,0,0,0,11,11
AYATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,3,6,2,1,5,7,12
AYO AYO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,13,13,4,18,17,31,48
AZURDUY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,0,1,0,0,0,1,1
BATALLAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,4,5,18,17,22,22,44
BELEN DE ANDAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,0,0,1,4,1,4,5
BELEN DE URMIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,0,0,1,0,1,0,1
BELLA FLOR,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,0,4,6,4,6,8,14
BERMEJO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,32,68,46,24,78,92,170
BETANZOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,8,15,11,17,19,32,51
BOLIVAR,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,2,1,3,14,5,15,20
BOLPEBRA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,0,0,1,0,1,0,1
BUENA VISTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,1,15,0,7,1,22,23
CABEZAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,15,14,40,59,55,73,128
CAIROMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,7,14,0,1,7,15,22
"CAIZA ""D""",otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,4,16,9,25,13,41,54
CAJUATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,1,1,1,1,2,2,4
CALACOTO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,0,3,11,45,11,48,59
CALAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,2,13,9,7,11,20,31
CAMARGO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,7,11,0,5,7,16,23
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,22,28,7,8,29,36,65
CAPINOTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,0,0,4,4,4,4,8
CAQUIAVIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,3,5,1,1,4,6,10
CARACOLLO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,6,7,9,12,15,19,34
CARANAVI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,16,93,54,81,70,174,244
CARAPARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-12-01,12,19,24,17,36,36,72
