,group,variable,month,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
YOTALA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,1,14,18,14,19,33
YUNCHARA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,0,2,4,18,4,20,24
ZUDAÑEZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-11-01,1,0,0,0,1,0,1
ACACIO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,4,0,1,0,5,5
ACHACACHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,25,22,32,26,57,83
ACHOCALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,16,1,8,2,24,26
AIQUILE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,18,13,19,16,37,53
ALALAY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,1,0,1,0,2,2
ALCALA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,1,0,0,1,1,2
ALTO BENI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,5,8,3,0,8,8,16
ANCORAIMES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,14,8,3,8,17,25
ANDAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,0,0,0,4,0,4
ANTEQUERA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,1,6,2,7,3,10
ANZALDO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,3,11,31,11,34,45
APOLO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,5,3,3,5,8,13
ARAMPAMPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,1,7,11,9,12,21
ARANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,2,3,6,3,8,11
ARBIETO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,5,7,16,30,21,37,58
ARQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,5,0,6,2,11,2,13
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,15,40,1,0,16,40,56
ATOCHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,6,15,0,4,6,19,25
AUCAPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,8,3,3,0,11,3,14
AYATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,9,0,2,1,11,12
AYO AYO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,1,1,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,10,4,18,7,28,35
BATALLAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,6,2,3,3,9,12
BAURES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,3,2,0,3,3,6
BELEN DE ANDAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,1,0,1,0,2,2
BELEN DE URMIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,0,1,4,1,4,5
BELLA FLOR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,2,5,9,5,11,16
BERMEJO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,12,54,8,13,20,67,87
BETANZOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,9,4,4,6,13,19
BOLIVAR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,0,4,0,5,0,5
BOLPEBRA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,0,0,0,1,0,1
BOYUIBE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,3,0,1,2,4,6
BUENA VISTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,21,2,4,3,25,28
CABEZAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,10,66,53,70,63,133
CAIROMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,7,12,1,2,8,14,22
"CAIZA ""D""",otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,8,0,7,3,15,18
CAJUATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,0,0,1,1,1,2
CALACOTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,1,0,4,0,5,5
CALAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,4,0,0,0,4,4
CAMARGO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,13,1,3,5,16,21
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,0,0,0,2,0,2
CAMIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,21,6,10,48,31,54,85
CAPINOTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,6,6,5,6,11,17
CAQUIAVIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,1,14,7,15,8,23
CARACOLLO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,10,11,16,12,26,38
CARANAVI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,6,75,11,51,17,126,143
CARAPARI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,8,12,13,7,21,19,40
CARIPUYO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,2,0,8,0,10,10
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,10,0,0,3,10,13
CATACORA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,4,14,7,16,11,27
CHALLAPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,17,8,21,11,38,49
CHAQUI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,9,0,1,0,10,10
CHARAGUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,12,25,52,29,64,93
CHARAÑA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,6,0,5,5,11,5,16
CHAYANTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,13,0,5,3,18,21
CHIMORE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,16,46,41,57,57,103,160
CHIPAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,2,0,0,0,2,2
CHOQUE COTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,4,0,0,0,4,4
CHUA COCANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,3,1,33,2,36,38
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,19,1,9,5,28,33
CHUMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,3,1,2,1,5,6
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,3,0,37,1,40,41
CKOCHAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,1,3,13,3,14,17
CLIZA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,11,17,28,21,39,60
COBIJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,20,78,25,25,45,103,148
COCAPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,10,26,47,30,57,87
COCHABAMBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,111,638,83,129,194,767,961
COIPASA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,1,0,0,0,1,1
COLCAPIRHUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,10,42,20,43,30,85,115
"COLCHA ""K""",otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,93,3,0,5,93,8,101
COLLANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,13,20,3,8,16,28,44
COLOMI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,20,0,2,3,22,25
COLPA BELGICA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,12,0,0,4,12,16
COLQUECHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,19,5,9,5,28,33
COLQUENCHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,9,4,6,5,15,20
COLQUIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,4,0,0,0,4,4
COMANCHE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,3,0,0,0,3,3
COMARAPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,3,0,7,2,10,12
COMBAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,13,4,9,8,22,30
CONCEPCION,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,0,0,2,0,2,2
COPACABANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,4,1,2,3,6,9
CORIPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,9,21,0,0,9,21,30
CORO CORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,5,9,13,11,18,29
COROICO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,5,6,1,5,6,11,17
CORQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,2,0,0,0,2,2
COTAGAITA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,11,21,28,23,39,62
COTOCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,7,51,10,30,17,81,98
CUATRO CAÑADAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,13,96,162,96,175,271
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,0,0,2,0,2,2
CUEVO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,2,0,0,0,2,2
CULPINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,6,3,9,6,15,21
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,2,2,8,2,10,12
DESAGUADERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,4,0,0,3,4,7
EL ALTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,114,948,243,638,357,1586,1943
EL CHORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,1,0,10,0,11,11
EL PUENTE(STC),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,5,0,0,1,5,6
EL PUENTE(TJA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,8,0,3,4,11,15
EL VILLAR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,4,0,1,3,5,8
ENTRE RIOS TRJ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,8,6,13,10,21,16,37
ENTRE RIOS CBBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,20,90,9,3,29,93,122
ESCOMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,4,9,9,9,13,22
EUCALIPTUS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,3,0,0,0,3,3
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,1,12,4,12,5,17
EXALTACION,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,2,0,0,0,2,2
FILADELFIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,1,6,7,7,8,15
GENERAL SAAVEDRA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,4,0,26,1,30,31
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,2,0,4,0,6,6
GUANAY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,5,24,5,15,10,39,49
GUAQUI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,1,1,3,1,4,5
GUAYARAMERIN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,11,52,22,14,33,66,99
GUTIERREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,4,15,12,18,16,34
HUACARETA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,0,1,0,5,0,5
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,2,1,1,2,3,5
HUACHACALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,17,29,22,51,39,80,119
HUARACAJE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,1,0,0,0,1,1
HUARINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,4,1,0,1,4,5
HUATAJATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,0,2,0,3,0,3
HUAYLLAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,7,8,3,4,10,12,22
HUMANATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,6,0,1,0,7,7
ICHOCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,4,0,2,0,6,6
INCAHUASI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,6,8,2,5,8,13,21
INGAVI (HUMAITA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,0,10,9,10,9,19
INQUISIVI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,1,10,10,11,11,22
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,0,4,3,4,3,7
IXIAMAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,5,53,47,55,52,107
JESUS DE MACHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,11,0,1,1,12,13
LA ASUNTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,5,20,6,4,11,24,35
LA GUARDIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,12,25,74,78,86,103,189
LA PAZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,206,823,223,446,429,1269,1698
LAGUNILLAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,9,10,0,1,9,11,20
LAJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,17,4,17,6,34,40
LICOMA PAMPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,5,0,0,0,5,5
LLALLAGUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,26,6,8,10,34,44
LLICA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,2,0,0,1,2,3
LORETO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,4,0,14,1,18,19
LURIBAY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,0,0,33,0,33,33
MACHACAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,6,0,0,3,6,9
MACHARETI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,5,7,0,0,5,7,12
MAGDALENA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,4,0,20,0,24,24
MAIRANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,3,0,0,0,3,3
MALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,0,5,2,5,2,7
MAPIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,12,15,21,17,33,50
MECAPACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,7,0,0,1,7,8
MIZQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,16,2,6,5,22,27
MOCOMOCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,7,4,9,7,16,23
MOJOCOYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,1,0,0,2,1,3
MONTEAGUDO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,9,12,3,3,12,15,27
MONTERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,13,179,3,31,16,210,226
MORO MORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,0,0,0,1,0,1
MOROCHATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,2,6,22,7,24,31
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,0,16,21,16,21,37
NAZACARA DE PACAJES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,2,0,0,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,1,0,0,1,1,2
OCURI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,3,8,14,8,17,25
OKINAWA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,10,2,3,4,13,17
OMEREQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,5,9,3,9,8,17
ORURO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,84,326,118,96,202,422,624
PADCAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,5,11,0,1,5,12,17
PADILLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,8,0,1,4,9,13
PAILON,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,14,10,15,31,29,41,70
PALCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,12,4,20,4,32,36
PALOS BLANCOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,15,2,1,2,16,18
PAMPA AULLAGAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,0,10,4,10,4,14
PAMPA GRANDE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,4,1,1,2,5,7
PAPEL PAMPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,3,0,0,0,3,3
PATACAMAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,18,0,0,0,18,18
PAZÑA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,1,2,1,2,2,4
POCOATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,3,1,11,1,14,15
POCONA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,4,1,4,3,8,11
POJO (CBBA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,7,7,6,1,13,8,21
POOPO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,0,2,4,2,4,6
PORCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,6,38,9,40,15,55
POROMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,5,5,0,9,5,14
PORONGO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,5,0,0,0,5,5
PORTACHUELO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,23,0,0,3,23,26
PORVENIR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,3,0,2,2,5,7
POSTRER VALLE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,4,6,1,1,5,7,12
POTOSI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,26,281,46,137,72,418,490
PRESTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,2,0,1,1,3,4
PUCARANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,8,11,11,13,19,32
PUERTO ACOSTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,9,1,5,1,14,2,16
PUERTO CARABUCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,7,25,32,25,39,64
PUERTO GONZALO MORENO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,2,5,9,5,11,16
PUERTO PEREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,2,1,4,1,6,7
PUERTO QUIJARRO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,20,0,1,1,21,22
PUERTO RICO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,5,14,3,4,8,18,26
PUERTO SILES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,1,0,0,1,1,2
PUERTO SUAREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,8,25,0,1,8,26,34
PUERTO VILLARROEL,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,23,74,65,53,88,127,215
PUNA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,15,0,35,1,50,51
PUNATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,14,30,55,122,69,152,221
QUIABAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,0,0,1,0,1,1
QUILLACOLLO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,8,46,41,85,49,131,180
QUIME,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,3,7,15,8,18,26
QUIRUSILLAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,2,0,0,3,2,5
RAVELO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,10,15,23,15,33,48
REYES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,0,16,45,16,45,61
RIBERALTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,7,109,0,4,7,113,120
ROBORE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,4,3,5,4,9,13
RURRENABAQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,5,0,0,0,5,5
SACABA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,17,136,8,24,25,160,185
SACABAMBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,3,4,5,4,8,12
SACACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,11,6,21,7,32,39
SAIPINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,2,0,0,1,2,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,1,3,11,3,12,15
SAMAIPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,4,1,6,2,10,12
SAN ANDRES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,3,8,3,8,6,14
SAN ANDRES DE MACHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,1,0,0,1,1,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,1,0,2,0,3,3
SAN BENITO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,7,31,18,34,25,59
SAN BORJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,15,79,18,56,33,135,168
SAN BUENA VENTURA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,9,0,0,1,9,10
SAN CARLOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,3,11,1,0,4,11,15
SAN IGNACIO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,9,27,24,16,33,43,76
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,11,34,0,11,11,45,56
SAN JAVIER(BNI),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,2,5,3,6,5,11
SAN JAVIER(STC),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,5,2,4,2,9,11
SAN JOAQUIN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,12,0,0,0,12,12
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,2,8,31,50,33,58,91
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,10,4,4,4,14,18
SAN JULIAN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,9,31,4,8,13,39,52
SAN LORENZO(PND),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,0,8,2,40,2,48,50
SAN LORENZO(TJA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,9,29,6,9,15,38,53
SAN LUCAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-12-01,1,7,4,6,5,13,18
