,group,variable,month,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTALES,TOTALES,TOTALES
TRINIDAD,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,3.0,5.0,20.0,30.0,23.0,35.0,58.0
UYUNI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,11.0,8.0,4.0,6.0,15.0,14.0,29.0
VALLEGRANDE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,5.0,3.0,6.0,7.0,11.0,10.0,21.0
VIACHA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,31.0,31.0,130.0,137.0,161.0,168.0,329.0
VILA VILA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
VILLA MONTES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,1.0,0.0,1.0,1.0,2.0,1.0,3.0
VILLA TUNARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,1.0,0.0,4.0,0.0,5.0,0.0,5.0
WARNES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,13.0,14.0,5.0,4.0,18.0,18.0,36.0
YACUIBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,3.0,2.0,1.0,2.0,4.0,4.0,8.0
YANACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-10-01,0.0,0.0,6.0,4.0,6.0,4.0,10.0
ACHACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,5.0,5.0,5.0,5.0,10.0
AIQUILE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,6.0,4.0,6.0,4.0,10.0
ANDAMARCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,1.0,1.0,1.0,1.0,2.0,2.0,4.0
APOLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,5.0,4.0,5.0,4.0,9.0
ARBIETO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,4.0,13.0,7.0,10.0,11.0,23.0,34.0
AUCAPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,5.0,2.0,2.0,0.0,7.0,2.0,9.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,8.0,6.0,8.0,6.0,14.0
BATALLAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,2.0,4.0,24.0,22.0,26.0,26.0,52.0
BELLA FLOR,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
BOYUIBE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,2.0,8.0,7.0,8.0,9.0,17.0
BUENA VISTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,3.0,1.0,3.0,1.0,4.0
CAMIRI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
CARACOLLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,1.0,4.0,14.0,8.0,15.0,12.0,27.0
CARMEN RIVERO TORREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,1.0,2.0,2.0,2.0,3.0,4.0,7.0
CHARAGUA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,1.0,0.0,6.0,2.0,7.0,2.0,9.0
CHUMA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,3.0,1.0,19.0,23.0,22.0,24.0,46.0
COBIJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,4.0,3.0,5.0,8.0,9.0,11.0,20.0
COCAPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,3.0,4.0,3.0,4.0,7.0
COCHABAMBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,75.0,80.0,0.0,0.0,75.0,80.0,155.0
COLCAPIRHUA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,40.0,20.0,40.0,20.0,60.0
COLOMI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,7.0,9.0,5.0,9.0,12.0,21.0
COLPA BELGICA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,2.0,2.0,2.0,2.0,4.0
COLQUENCHA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,1.0,7.0,0.0,0.0,1.0,7.0,8.0
CONCEPCION,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,1.0,2.0,28.0,22.0,29.0,24.0,53.0
COPACABANA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,5.0,3.0,4.0,5.0,9.0,8.0,17.0
CORQUE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,1.0,0.0,5.0,10.0,6.0,10.0,16.0
EL ALTO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,62.0,85.0,113.0,135.0,175.0,220.0,395.0
EL PUENTE(STC),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,2.0,17.0,15.0,17.0,17.0,34.0
ENTRE RIOS TRJ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,2.0,0.0,2.0,0.0,2.0
EUCALIPTUS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,2.0,1.0,2.0,1.0,3.0
FILADELFIA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,1.0,4.0,1.0,4.0,5.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,1.0,3.0,19.0,12.0,20.0,15.0,35.0
GUANAY,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
GUAQUI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,103.0,93.0,103.0,93.0,196.0
GUTIERREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,7.0,43.0,7.0,43.0,50.0
HUANUNI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,3.0,3.0,1.0,3.0,4.0,6.0,10.0
HUARACAJE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,1.0,2.0,1.0,2.0,3.0
INQUISIVI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,26.0,6.0,26.0,6.0,32.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,18.0,10.0,18.0,10.0,28.0
LA GUARDIA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,10.0,10.0,6.0,6.0,16.0,16.0,32.0
LA PAZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,228.0,311.0,277.0,453.0,505.0,764.0,1269.0
LAGUNILLAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
LURIBAY,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,30.0,18.0,30.0,18.0,48.0
MACHACAMARCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,2.0,4.0,2.0,4.0,6.0
MAGDALENA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,1.0,35.0,43.0,35.0,44.0,79.0
MAPIRI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,5.0,12.0,5.0,12.0,17.0
MOCOMOCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,7.0,7.0,7.0,7.0,14.0
MONTERO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,14.0,10.0,50.0,64.0,64.0,74.0,138.0
MOROCHATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,2.0,0.0,6.0,2.0,8.0,2.0,10.0
OKINAWA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,2.0,11.0,5.0,11.0,7.0,18.0
ORURO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,26.0,36.0,59.0,44.0,85.0,80.0,165.0
PAILON,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,40.0,56.0,40.0,56.0,96.0
PALCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,6.0,0.0,3.0,1.0,9.0,1.0,10.0
PALOS BLANCOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
POJO (CBBA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,1.0,1.0,1.0,1.0,2.0,3.0
PORTACHUELO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,4.0,6.0,0.0,0.0,4.0,6.0,10.0
PORVENIR,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,1.0,0.0,23.0,18.0,24.0,18.0,42.0
POTOSI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,5.0,8.0,5.0,8.0,13.0
PUERTO CARABUCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,13.0,14.0,13.0,14.0,27.0
PUERTO GONZALO MORENO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PUERTO QUIJARRO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PUERTO RICO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,6.0,3.0,6.0,3.0,9.0
QUILLACOLLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,10.0,9.0,6.0,3.0,16.0,12.0,28.0
QUIRUSILLAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,4.0,0.0,4.0,0.0,4.0
ROBORE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,1.0,22.0,70.0,22.0,71.0,93.0
RURRENABAQUE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,1.0,2.0,3.0,2.0,4.0,4.0,8.0
SABAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,3.0,4.0,3.0,4.0,7.0
SACABA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,17.0,18.0,94.0,136.0,111.0,154.0,265.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,2.0,4.0,2.0,4.0,6.0
SAN ANDRES DE MACHACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,6.0,4.0,6.0,4.0,10.0
SAN BORJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,3.0,4.0,2.0,6.0,5.0,10.0,15.0
SAN BUENA VENTURA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,5.0,5.0,1.0,4.0,6.0,9.0,15.0
SAN CARLOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,8.0,3.0,46.0,26.0,54.0,29.0,83.0
SAN IGNACIO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,14.0,30.0,5.0,6.0,19.0,36.0,55.0
SAN IGNACIO DE VELASCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,2.0,3.0,1.0,4.0,3.0,7.0,10.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,1.0,2.0,11.0,10.0,12.0,12.0,24.0
SAN LORENZO(PND),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SAN MATIAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,3.0,4.0,0.0,0.0,3.0,4.0,7.0
SAN PEDRO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,1.0,0.0,4.0,2.0,5.0,2.0,7.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,4.0,6.0,0.0,0.0,4.0,6.0,10.0
SAN PEDRO DE TIQUINA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,4.0,4.0,2.0,1.0,6.0,5.0,11.0
SAN PEDRO(PND),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
SAN RAMON BENI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SANTA ANA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,2.0,1.0,2.0,1.0,3.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,104.0,124.0,72.0,96.0,176.0,220.0,396.0
SANTA ROSA DEL SARA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,5.0,6.0,8.0,6.0,13.0,12.0,25.0
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,14.0,19.0,14.0,19.0,33.0
SENA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
SORACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,8.0,8.0,8.0,8.0,16.0
SORATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,1.0,56.0,55.0,56.0,56.0,112.0
TAPACARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,3.0,2.0,13.0,12.0,16.0,14.0,30.0
TARIJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
TIQUIPAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,2.0,0.0,2.0,0.0,2.0
TOLEDO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,1.0,3.0,2.0,3.0,3.0,6.0
TOTORA(CBBA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,5.0,2.0,11.0,12.0,16.0,14.0,30.0
TRINIDAD,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,19.0,20.0,7.0,18.0,26.0,38.0,64.0
URIONDO (A. CONCEPCION),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,2.0,1.0,7.0,7.0,9.0,8.0,17.0
URUBICHA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,1.0,5.0,0.0,0.0,1.0,5.0,6.0
VALLEGRANDE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,2.0,4.0,0.0,0.0,2.0,4.0,6.0
VILA VILA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
VILLA MONTES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,0.0,1.0,6.0,8.0,6.0,9.0,15.0
WARNES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,8.0,14.0,13.0,15.0,21.0,29.0,50.0
YACUIBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-11-01,9.0,12.0,34.0,29.0,43.0,41.0,84.0
ACHACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,9.0,11.0,9.0,11.0,20.0
ACHOCALLA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,4.0,3.0,4.0,3.0,7.0
AIQUILE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,1.0,13.0,4.0,13.0,5.0,18.0
ANDAMARCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,2.0,0.0,10.0,8.0,12.0,8.0,20.0
APOLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
ARBIETO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,1.0,5.0,7.0,5.0,8.0,13.0
BOYUIBE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
"CAIZA ""D""",otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,4.0,6.0,4.0,6.0,10.0
CARACOLLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,1.0,1.0,17.0,30.0,18.0,31.0,49.0
CARMEN RIVERO TORREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,2.0,1.0,2.0,1.0,3.0
CHALLAPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,1.0,4.0,5.0,4.0,6.0,10.0
CHARAGUA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,5.0,5.0,5.0,5.0,10.0
CHUMA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,3.0,4.0,0.0,0.0,3.0,4.0,7.0
COBIJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,12.0,11.0,2.0,1.0,14.0,12.0,26.0
COLLANA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
COLOMI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,6.0,4.0,0.0,0.0,6.0,4.0,10.0
COLQUENCHA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,3.0,4.0,0.0,0.0,3.0,4.0,7.0
CONCEPCION,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,15.0,10.0,4.0,2.0,19.0,12.0,31.0
COPACABANA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,6.0,18.0,12.0,18.0,18.0,36.0
CUATRO CAÑADAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
EL ALTO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,30.0,34.0,23.0,30.0,53.0,64.0,117.0
EL PUENTE(TJA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,3.0,3.0,3.0,3.0,6.0
ENTRE RIOS TRJ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,0.0,5.0,0.0,5.0,5.0
FILADELFIA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,7.0,5.0,11.0,5.0,18.0,23.0
GUANAY,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,7.0,6.0,15.0,6.0,22.0,12.0,34.0
HUANUNI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,4.0,7.0,17.0,17.0,21.0,24.0,45.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,5.0,4.0,5.0,4.0,9.0
IXIAMAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,5.0,3.0,5.0,3.0,8.0
LA GUARDIA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,3.0,0.0,5.0,10.0,8.0,10.0,18.0
LA PAZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,85.0,115.0,77.0,92.0,162.0,207.0,369.0
MACHACAMARCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,4.0,4.0,0.0,0.0,4.0,4.0,8.0
MAGDALENA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,6.0,8.0,6.0,8.0,14.0
MONTERO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,6.0,2.0,11.0,27.0,17.0,29.0,46.0
MOROCHATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,1.0,5.0,1.0,5.0,6.0
ORURO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,33.0,36.0,106.0,71.0,139.0,107.0,246.0
PAILON,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,24.0,22.0,24.0,22.0,46.0
PALOS BLANCOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,17.0,9.0,2.0,1.0,19.0,10.0,29.0
PAZÑA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
PORTACHUELO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,15.0,15.0,0.0,0.0,15.0,15.0,30.0
PORVENIR,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,5.0,3.0,0.0,0.0,5.0,3.0,8.0
POSTRER VALLE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,3.0,2.0,4.0,4.0,7.0,6.0,13.0
POTOSI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
PUERTO RICO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,1.0,2.0,0.0,2.0,1.0,3.0
PUERTO SUAREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
QUILLACOLLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,21.0,23.0,31.0,22.0,52.0,45.0,97.0
RAVELO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,9.0,12.0,9.0,9.0,18.0,21.0,39.0
ROBORE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
SABAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,14.0,28.0,14.0,28.0,42.0
SACABA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,18.0,17.0,40.0,30.0,58.0,47.0,105.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,8.0,14.0,11.0,19.0,19.0,33.0,52.0
SAN BORJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SAN CARLOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,3.0,1.0,0.0,0.0,3.0,1.0,4.0
SAN LORENZO(PND),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,8.0,6.0,8.0,6.0,14.0
SAN LORENZO(TJA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
SAN LUCAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,5.0,5.0,0.0,0.0,5.0,5.0,10.0
SAN PEDRO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,1.0,3.0,1.0,3.0,2.0,5.0
SAN RAMON BENI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,10.0,10.0,10.0,10.0,20.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,29.0,42.0,9.0,21.0,38.0,63.0,101.0
SANTUARIO DE QUILLACAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,49.0,28.0,0.0,0.0,49.0,28.0,77.0
SORATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,2.0,1.0,54.0,32.0,56.0,33.0,89.0
TACOBAMBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,33.0,32.0,33.0,32.0,65.0
TIQUIPAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-12-01,1.0,0.0,1.0,0.0,2.0,0.0,2.0
