,group,variable,month,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
CAMARGO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,3,7,17,8,20,28
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,1,2,1,2,3
CAMIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,9,1,12,1,21,22
CAPINOTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,3,8,32,9,35,44
CARACOLLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,2,0,2,2
CARANAVI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,4,0,0,0,4,4
CARANGAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,1,1,1,1,2
CARAPARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,2,0,0,30,2,30,32
CARIPUYO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,1,1,1,2,3
CHACARILLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,2,2,2,2,4
CHALLAPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,1,8,1,11,12
CHARAGUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,2,2,2,3,5
CHIMORE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,4,0,6,1,10,11
CLIZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,4,4,11,4,15,19
COBIJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,8,4,12,4,20,24
COCHABAMBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,14,89,8,21,22,110,132
COLCAPIRHUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,9,13,23,14,32,46
"COLCHA ""K""",otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,2,2,4,2,6,4,10
COLOMI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,6,12,9,12,15,27
COLPA BELGICA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,3,0,3,0,3
COLQUENCHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,1,0,1,1,2,3
COLQUIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
COMANCHE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,2,0,2,2
COMARAPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,43,66,43,69,112
CONCEPCION,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,4,2,11,2,15,17
COPACABANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
CORIPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,0,1,0,3,3
CORQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
COTAGAITA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,29,26,29,29,58
COTOCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,3,7,33,77,36,84,120
CUATRO CAÑADAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
CUEVO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,4,0,1,1,5,6
CULPINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,4,8,4,9,13
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,1,0,1,0,1
CURVA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,2,0,2,2
DESAGUADERO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,14,199,142,303,156,502,658
EL CHORO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,4,6,18,7,22,29
EL PUENTE(TJA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,0,3,0,6,6
EL TORNO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,9,29,268,383,277,412,689
ENTRE RIOS TRJ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,2,29,2,31,33
ENTRE RIOS CBBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,11,47,47,47,58,105
GUAYARAMERIN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,3,18,3,20,23
GUTIERREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,18,27,18,27,45
HUACARETA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,2,5,39,27,41,32,73
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,3,4,3,6,9
HUACHACALLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,0,0,1,1,1,2
HUANUNI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,7,0,5,0,12,12
HUAYLLAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
ICLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,1,0,1,1
INCAHUASI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,1,4,1,5,6
INGAVI (HUMAITA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,1,0,1,1
INQUISIVI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,3,7,3,7,10
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,7,3,7,3,10
IXIAMAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,0,2,0,3,0,3
JESUS DE MACHACA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,13,3,13,6,19
LA ASUNTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,0,2,0,4,4
LA GUARDIA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,3,22,111,196,114,218,332
LA PAZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,12,107,41,114,53,221,274
LAGUNILLAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,1,14,1,14,15
LAJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,0,0,0,2,2
LLALLAGUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,11,5,11,5,16
MACHARETI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,1,0,1,1
MAGDALENA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,4,1,4,1,5
MAPIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,0,2,0,5,5
MIZQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,0,1,0,3,3
MOCOMOCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,1,0,1,1
MOJINETE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,5,0,5,5
MOJOCOYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,13,6,9,6,22,12,34
MONTEAGUDO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,7,7,113,132,120,139,259
MONTERO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,24,45,53,45,77,122
MORO MORO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,3,0,7,2,10,2,12
MOROCHATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
OKINAWA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,6,1,31,2,37,39
OMEREQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,45,35,45,35,80
ORURO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,8,16,10,19,18,35,53
PADCAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,1,0,4,1,5,6
PADILLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,6,5,1,3,7,8,15
PAILON,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,2,20,22,21,24,45
PALOS BLANCOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,4,0,4,0,8,8
PAMPA AULLAGAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
PAMPA GRANDE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,8,1,21,1,29,30
PAZÑA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,2,0,2,1,4,5
PELECHUCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,0,0,0,1,0,1
POCONA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,3,8,16,9,19,28
POJO (CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,5,0,5,5
POOPO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,0,1,0,4,4
POROMA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,14,7,14,7,21
PORONGO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,2,11,27,78,29,89,118
PORTACHUELO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,10,0,0,1,10,11
PORVENIR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,12,0,12,12
POSTRER VALLE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,13,131,21,132,34,166
PRESTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,37,32,37,33,70
PUERTO GONZALO MORENO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
PUERTO PEREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
PUERTO RICO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,1,0,1,1
PUERTO SUAREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,5,3,0,0,5,3,8
PUERTO VILLARROEL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,13,318,269,319,282,601
PUNATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,4,0,3,0,7,7
QUILLACOLLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,2,7,20,20,22,27,49
QUIRUSILLAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
RAVELO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,0,5,0,6,0,6
REYES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,3,0,4,4
RIBERALTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,3,1,1,2,4,3,7
ROBORE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,6,0,2,1,8,9
SACABA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,14,11,28,12,42,54
SACABAMBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,4,8,0,0,4,8,12
SACACA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
SAIPINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,2,0,3,3
SAMAIPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,5,0,5,5
SAN ANDRES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,0,3,0,5,5
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,2,0,2,2
SAN BENITO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,12,15,12,17,29
SAN BORJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,1,5,1,8,9
SAN BUENA VENTURA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,1,3,1,6,7
SAN CARLOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,9,19,21,20,30,50
SAN IGNACIO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,16,12,27,30,43,42,85
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,20,14,18,15,38,53
SAN JAVIER(BNI),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,10,0,10,10
SAN JAVIER(STC),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,0,2,0,4,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,11,89,65,89,76,165
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,39,36,39,39,78
SAN JULIAN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,1,7,1,10,11
SAN LORENZO(TJA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,2,0,2,2,4
SAN LUCAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,9,65,93,66,102,168
SAN MATIAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,2,4,2,6,8
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,2,7,15,9,17,16,33
SAN PEDRO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,77,44,77,46,123
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,3,0,3,3
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,1,0,1,0,1
SAN RAFAEL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,1,1,1,1,2
SAN RAMON BENI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,2,0,2,2
SAN RAMON SCZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,4,0,8,1,12,13
SANTA ANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,55,201,118,220,173,421,594
SANTA ROSA DEL SARA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,4,54,61,54,65,119
SANTIVAÑES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,3,3,3,3,6
SENA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,1,0,0,1,1,2
SHINAOTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,23,23,23,26,49
SIPE SIPE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,0,0,0,3,3
SORACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
SORATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,15,33,170,140,185,173,358
TACOPAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,8,0,8,8
TAPACARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
TARABUCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,4,0,7,3,11,3,14
TARACO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,2,11,9,12,11,23
TARIJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,10,43,80,135,90,178,268
TARVITA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,4,3,27,23,31,26,57
TEOPONTE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,2,1,4,8,6,9,15
TIAWANACU,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,56,48,56,49,105
TIQUIPAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,4,1,9,1,13,14
TIRAQUE (CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,0,2,0,4,4
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,1,0,2,2
TOCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,7,8,7,10,17
TOLATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,3,0,4,4
TOMAVE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,3,35,3,35,38
TOMINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,4,5,0,5,4,10,14
TOTORA(CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,6,10,6,11,17
TOTORA(ORR),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,4,0,4,4
TRIGAL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,7,15,133,75,140,90,230
TUPIZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,3,6,4,6,7,13
UNCIA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,4,15,4,15,19
URUBICHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,1,2,1,3,4
UYUNI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,7,7,0,19,7,26,33
VACAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,9,0,2,1,11,12
VIACHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,3,16,4,7,7,23,30
VILLA CHARCAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,2,14,64,65,66,79,145
VILLA MONTES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,4,5,3,8,7,13,20
VILLA RIVERO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,1,0,0,2,1,2,3
VILLA SERRANO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,13,10,13,10,23
VILLA TUNARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,13,18,113,121,126,139,265
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,20,9,20,9,29
VILLAZON,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,14,2,15,2,29,31
VINTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,11,2,4,2,15,17
VITICHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,5,5,5,5,10
WARNES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,9,46,10,44,19,90,109
YACO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,8,10,38,16,46,26,72
YACUIBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,5,2,3,4,8,6,14
YAMPARAEZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,14,8,9,21,23,29,52
YANACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,1,3,1,3,4
YAPACANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,11,7,6,7,17,24
YOTALA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,0,4,4,4,4,8
YUNCHARA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,1,0,0,0,1,1
ZUDAÑEZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-11-01,0,2,40,33,40,35,75
ACHOCALLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,1,0,0,1,1,1,2
AIQUILE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,3,4,4,2,7,6,13
ALTO BENI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,2,2,1,2,3,5
ANCORAIMES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,1,0,0,0,1,1
ANDAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,1,3,0,0,1,3,4
ANTEQUERA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,2,2,0,2,2,4
ARAMPAMPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,3,0,1,0,4,4
ARBIETO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,1,1,0,6,1,7,8
ARQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,0,0,4,0,4,4
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,11,0,2,0,13,13
AYATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,0,0,53,0,53,53
BELLA FLOR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,0,0,2,0,2,2
BERMEJO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,3,0,0,0,3,3
BOLIVAR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,0,0,1,0,1,1
BOYUIBE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,0,2,3,2,3,5
BUENA VISTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,1,0,4,0,5,5
CABEZAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,2,3,6,13,8,16,24
CALAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,2,13,0,5,2,18,20
CAMIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,2,6,0,0,2,6,8
CAPINOTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,2,0,0,0,2,0,2
CAQUIAVIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,0,0,1,0,1,1
CARANAVI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,2,0,7,0,9,9
CARAPARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,2,1,1,0,3,1,4
CARIPUYO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,0,0,1,0,1,1
CHARAGUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,3,2,2,1,5,3,8
CHIMORE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,1,3,0,7,1,10,11
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,2,0,0,0,2,0,2
CLIZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,0,4,2,2,2,6,8
COBIJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-12-01,1,4,2,3,3,7,10
