,group,variable,month,TOTAL 23.1 N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTAL 23.1 N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
ACHOCALLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
AIQUILE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,7,12,19
ALCALA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,5,8,13
ALTO BENI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,8,10
ANCORAIMES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,0,4
ANDAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,3,5
ANTEQUERA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,0,4
ANZALDO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,0,1
APOLO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,3,6
ARAMPAMPA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,2,3
ARANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,1,2
ARBIETO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
ARQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,1,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,6,4,10
ATOCHA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,2,3
AUCAPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,1,4
AYATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,6,5,11
AYO AYO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,5,8,13
AZURDUY,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,7,8,15
BATALLAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,6,9
BELEN DE ANDAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,1,2
BELEN DE URMIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,0,1
BERMEJO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,15,17,32
BETANZOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,6,3,9
BOLIVAR,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,0,4
BOLPEBRA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
BUENA VISTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,3,6
CABEZAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,6,8
"CAIZA ""D""",tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,5,2,7
CAJUATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,7,11
CALACOTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,1,2
CALAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,2,3
CAMARGO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,5,5,10
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,3,5
CAMIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,7,8,15
CAPINOTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,4,8
CAQUIAVIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,0,1
CARACOLLO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,12,15
CARANAVI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,43,24,67
CARAPARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,14,18
CARIPUYO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,5,5,10
CATACORA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,0,1
CHALLAPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,5,6,11
CHAQUI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,5,7
CHARAGUA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,12,8,20
CHAYANTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,5,3,8
CHIMORE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,13,8,21
CHUA COCANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,12,7,19
CHUMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,4,7
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,4,7
CKOCHAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,0,2
CLIZA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,5,8
COBIJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,69,21,90
COCAPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,8,12
COCHABAMBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,90,75,165
COLCAPIRHUA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,10,7,17
"COLCHA ""K""",tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,3,4
COLLANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,2,2
COLOMI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,3,7
COLPA BELGICA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,5,6
COLQUECHACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,11,15,26
COLQUIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,2,3
COMARAPA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,5,7
COMBAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
CONCEPCION,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
COPACABANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,2,2
CORIPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,6,1,7
CORO CORO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,0,2
COROICO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,11,12,23
CORQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,1,3
COTAGAITA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,5,5,10
COTOCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,30,33,63
CUATRO CAÑADAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,15,12,27
CUEVO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,2,4
CULPINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,5,10,15
CURVA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,8,3,11
DESAGUADERO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,2,5
EL ALTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,262,297,559
EL PUENTE(STC),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,2,2
EL PUENTE(TJA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,6,10
EL TORNO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,29,27,56
EL VILLAR,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,1,4
ENTRE RIOS TRJ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,24,18,42
ESCOMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,5,4,9
GENERAL SAAVEDRA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,6,9,15
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,1,3
GUANAY,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,8,7,15
GUAQUI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,2,3
GUAYARAMERIN,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,31,5,36
HUACARETA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,5,9
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,0,1
HUACHACALLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,0,1
HUANUNI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,35,7,42
HUARINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,1,2
HUMANATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
ICLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,6,13,19
INCAHUASI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,10,13
INQUISIVI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,6,10
IXIAMAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,2,5
JESUS DE MACHACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,9,7,16
LA ASUNTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,19,31,50
LA GUARDIA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,39,47,86
LA PAZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,206,189,395
LAJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,5,5
LAS CARRERAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,2,2
LICOMA PAMPA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
LLALLAGUA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,15,6,21
MACHACAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,1,2
MACHARETI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,6,1,7
MAGDALENA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,1,2
MAIRANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,1,3
MAPIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,21,8,29
MECAPACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
MINEROS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,7,7,14
MIZQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,8,3,11
MOCOMOCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,1,3
MOJINETE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,0,1
MOJOCOYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,5,7,12
MONTEAGUDO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,31,33,64
MONTERO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,40,45,85
MOROCHATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,4,8
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
OCURI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,9,4,13
OKINAWA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,0,1
OMEREQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,5,2,7
ORURO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,108,76,184
PADCAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,6,7,13
PADILLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,6,8
PAILON,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,8,5,13
PALCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,6,4,10
PALOS BLANCOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,26,19,45
PAMPA AULLAGAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,0,1
PAMPA GRANDE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,2,3
PASORAPA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,1,2
PATACAMAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,6,4,10
PAZÑA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,0,3
POCOATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,7,8,15
POCONA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,0,3
POJO (CBBA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
POOPO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,0,2
PORCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,5,9
POROMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,5,9
PORONGO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,2,3
PORTACHUELO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,10,7,17
PORVENIR,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,0,2
POSTRER VALLE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
POTOSI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,86,33,119
PRESTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,9,10,19
PUCARANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,4,8
PUERTO CARABUCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,2,5
PUERTO GONZALO MORENO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,1,3
PUERTO QUIJARRO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,6,4,10
PUERTO RICO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,1,3
PUERTO SUAREZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,1,4
PUERTO VILLARROEL,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,44,31,75
PUNA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,3,5
PUNATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,8,8,16
QUILLACOLLO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,39,38,77
QUIME,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,1,4
RAVELO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,7,11
REYES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,0,1
RIBERALTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,47,43,90
ROBORE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,8,8,16
RURRENABAQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,7,5,12
SACABA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,27,38,65
SACABAMBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,1,3
SACACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,9,5,14
SAIPINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,0,3
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,1,2
SAMAIPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
SAN AGUSTIN,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,2,3
SAN ANDRES DE MACHACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,2,4
SAN BENITO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
SAN BORJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,14,9,23
SAN BUENA VENTURA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,4,6
SAN CARLOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,21,11,32
SAN IGNACIO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,9,8,17
SAN IGNACIO DE VELASCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,13,6,19
SAN JAVIER(BNI),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,1,2
SAN JAVIER(STC),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,4,8
SAN JOAQUIN,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,1,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,8,1,9
SAN JUAN DE YAPACANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,1,2
SAN JULIAN,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,23,22,45
SAN LORENZO(TJA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,2,3
SAN LUCAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,16,31,47
SAN MATIAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,17,1,18
SAN MIGUEL DE VELASCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,6,9
SAN PABLO DE LIPEZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,0,1
SAN PEDRO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,8,5,13
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,6,8,14
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,1,2
SAN PEDRO DE TIQUINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,2,3
SAN RAFAEL,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,1,2
SAN RAMON BENI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,2,3
SAN RAMON SCZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,4,8
SANTA ANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,9,8,17
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,340,313,653
SANTA ROSA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,2,2,4
SANTA ROSA DEL SARA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,5,5,10
SANTIAGO DE HUARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,3,6
SANTIAGO DE HUATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,0,1
SANTUARIO DE QUILLACAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,1,1
SAPAHAQUI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,1,2
SHINAOTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,14,12,26
SICA SICA (VILLA AROMA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,1,2
SICAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,0,1
SIPE SIPE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,8,20,28
SOPACHUY,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,1,4,5
SORACACHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,3,0,3
SORATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,10,9,19
SUCRE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,176,200,376
TACACOMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,0,4
TACOBAMBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,4,3,7
TACOPAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,5,6,11
TAPACARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,0,3,3
TARABUCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-11-01,12,14,26
