,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES,TOTALES,TOTALES
EL PUENTE(TJA),atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
EL TORNO,atencion odontologica,consulta repetida,2015-11-01,55,21,13,25,19,36,17,42,9,6,0,6,0,11,113,147,260
EL VILLAR,atencion odontologica,consulta repetida,2015-11-01,0,0,0,1,3,3,8,13,2,0,0,0,0,1,13,18,31
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2015-11-01,3,0,1,3,3,3,5,31,0,0,0,0,0,1,12,38,50
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2015-11-01,13,17,6,1,0,1,1,10,0,0,0,2,0,3,20,34,54
ESMERALDA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
EUCALIPTUS,atencion odontologica,consulta repetida,2015-11-01,1,5,2,10,0,0,2,18,1,0,0,0,0,1,6,34,40
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2015-11-01,3,1,19,19,4,5,1,11,1,6,0,1,0,0,28,43,71
FILADELFIA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
GUANAY,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,3
GUAYARAMERIN,atencion odontologica,consulta repetida,2015-11-01,31,21,31,35,31,50,107,127,5,9,0,27,0,2,205,271,476
GUTIERREZ,atencion odontologica,consulta repetida,2015-11-01,2,2,1,5,2,3,2,11,3,4,0,2,0,2,10,29,39
HUACARETA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,2,1,1,1,1,0,0,0,0,0,0,2,4,6
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2015-11-01,0,0,1,0,1,0,1,17,0,0,0,3,0,0,3,20,23
HUACHACALLA,atencion odontologica,consulta repetida,2015-11-01,0,0,5,5,0,6,12,5,1,0,0,0,0,0,18,16,34
HUANUNI,atencion odontologica,consulta repetida,2015-11-01,33,65,46,55,13,20,59,68,6,7,0,6,0,9,157,230,387
HUARINA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,1,0,1,4,1,0,0,4,0,1,3,9,12
HUATAJATA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
HUAYLLAMARCA,atencion odontologica,consulta repetida,2015-11-01,3,1,0,5,1,2,15,14,5,2,0,1,0,0,24,25,49
HUMANATA,atencion odontologica,consulta repetida,2015-11-01,3,0,0,0,0,0,0,0,5,4,0,1,0,0,8,5,13
ICLA,atencion odontologica,consulta repetida,2015-11-01,1,0,0,1,2,0,1,2,0,0,0,1,0,0,4,4,8
INCAHUASI,atencion odontologica,consulta repetida,2015-11-01,2,7,0,1,4,2,3,7,0,1,0,0,0,0,9,18,27
INQUISIVI,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2015-11-01,1,2,0,1,3,0,0,1,0,0,0,0,0,1,4,5,9
IXIAMAS,atencion odontologica,consulta repetida,2015-11-01,0,0,1,0,0,0,2,36,2,0,0,1,0,9,5,46,51
JESUS DE MACHACA,atencion odontologica,consulta repetida,2015-11-01,2,0,3,0,1,2,0,4,0,0,0,1,0,0,6,7,13
LA ASUNTA,atencion odontologica,consulta repetida,2015-11-01,6,6,6,3,3,10,7,30,6,0,0,7,0,13,28,69,97
LA GUARDIA,atencion odontologica,consulta repetida,2015-11-01,6,24,0,0,0,0,1,1,0,3,0,1,0,0,7,29,36
LA PAZ,atencion odontologica,consulta repetida,2015-11-01,981,639,527,635,360,394,887,1672,251,241,0,93,0,73,3006,3747,6753
LAJA,atencion odontologica,consulta repetida,2015-11-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
LAS CARRERAS,atencion odontologica,consulta repetida,2015-11-01,0,6,1,1,3,1,3,26,0,2,0,1,0,1,7,38,45
LLALLAGUA,atencion odontologica,consulta repetida,2015-11-01,4,13,17,24,14,11,33,89,20,20,0,2,0,8,88,167,255
LLICA,atencion odontologica,consulta repetida,2015-11-01,0,2,1,1,0,1,3,7,1,0,0,0,0,0,5,11,16
LURIBAY,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MACHACAMARCA,atencion odontologica,consulta repetida,2015-11-01,0,2,4,3,0,0,0,6,3,3,0,1,0,0,7,15,22
MACHARETI,atencion odontologica,consulta repetida,2015-11-01,1,1,0,1,0,1,5,10,1,2,0,5,0,0,7,20,27
MAGDALENA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,2,6,0,1,0,0,0,0,0,5,2,12,14
MAIRANA,atencion odontologica,consulta repetida,2015-11-01,3,1,2,1,0,0,1,0,4,0,0,0,0,0,10,2,12
MAPIRI,atencion odontologica,consulta repetida,2015-11-01,0,1,0,0,1,3,4,4,0,0,0,1,0,2,5,11,16
MIZQUE,atencion odontologica,consulta repetida,2015-11-01,8,1,1,8,0,4,2,11,6,4,0,1,0,3,17,32,49
MOCOMOCO,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,2,2,1,0,0,0,0,0,3,2,5
MOJOCOYA,atencion odontologica,consulta repetida,2015-11-01,2,2,5,3,5,11,8,17,0,0,0,1,0,7,20,41,61
MONTEAGUDO,atencion odontologica,consulta repetida,2015-11-01,41,21,1,7,6,9,13,44,1,0,0,5,0,13,62,99,161
MONTERO,atencion odontologica,consulta repetida,2015-11-01,3,2,1,0,3,2,1,5,1,0,0,1,0,0,9,10,19
MORO MORO,atencion odontologica,consulta repetida,2015-11-01,0,0,1,0,1,3,5,9,0,0,0,0,0,0,7,12,19
MOROCHATA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
OCURI,atencion odontologica,consulta repetida,2015-11-01,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
OKINAWA,atencion odontologica,consulta repetida,2015-11-01,4,2,0,2,0,5,0,10,4,0,0,1,0,0,8,20,28
OMEREQUE,atencion odontologica,consulta repetida,2015-11-01,1,4,2,1,0,0,4,7,0,0,0,0,0,0,7,12,19
ORURO,atencion odontologica,consulta repetida,2015-11-01,279,265,233,210,122,171,407,711,100,78,0,36,0,55,1141,1526,2667
PADCAYA,atencion odontologica,consulta repetida,2015-11-01,4,1,1,2,8,5,9,21,4,0,0,0,0,0,26,29,55
PADILLA,atencion odontologica,consulta repetida,2015-11-01,4,9,6,6,0,7,11,21,9,2,0,11,0,7,30,63,93
PAILON,atencion odontologica,consulta repetida,2015-11-01,5,7,2,2,2,3,4,3,5,7,0,5,0,7,18,34,52
PALCA,atencion odontologica,consulta repetida,2015-11-01,6,2,0,0,0,3,1,1,1,1,0,0,0,0,8,7,15
PALOS BLANCOS,atencion odontologica,consulta repetida,2015-11-01,0,0,1,0,1,0,0,2,0,0,0,0,0,1,2,3,5
PAMPA AULLAGAS,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
PAPEL PAMPA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PASORAPA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
PATACAMAYA,atencion odontologica,consulta repetida,2015-11-01,19,10,2,5,0,7,6,12,0,2,0,0,0,7,27,43,70
PAZÑA,atencion odontologica,consulta repetida,2015-11-01,3,9,7,7,0,2,2,17,9,9,0,3,0,3,21,50,71
POCOATA,atencion odontologica,consulta repetida,2015-11-01,0,4,0,0,0,2,1,5,0,0,0,0,0,1,1,12,13
POCONA,atencion odontologica,consulta repetida,2015-11-01,0,1,0,2,6,7,4,4,2,1,0,4,0,0,12,19,31
POJO (CBBA),atencion odontologica,consulta repetida,2015-11-01,3,0,2,6,0,7,6,10,1,5,0,0,0,0,12,28,40
POOPO,atencion odontologica,consulta repetida,2015-11-01,13,8,6,4,1,0,11,23,0,3,0,0,0,5,31,43,74
PORCO,atencion odontologica,consulta repetida,2015-11-01,1,3,1,2,0,2,0,3,0,0,0,1,0,3,2,14,16
POROMA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,8,8
PORTACHUELO,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
PORVENIR,atencion odontologica,consulta repetida,2015-11-01,6,0,2,1,5,0,3,6,2,0,0,3,0,3,18,13,31
POTOSI,atencion odontologica,consulta repetida,2015-11-01,238,238,259,244,225,372,479,911,61,60,0,68,0,94,1262,1987,3249
PRESTO,atencion odontologica,consulta repetida,2015-11-01,0,2,0,0,0,4,3,1,0,0,0,0,0,2,3,9,12
PUCARA,atencion odontologica,consulta repetida,2015-11-01,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,4,5
PUCARANI,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO CARABUCO,atencion odontologica,consulta repetida,2015-11-01,8,4,4,0,5,10,7,19,8,2,0,0,0,0,32,35,67
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,4
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2015-11-01,14,1,0,0,0,0,2,13,2,0,0,11,0,0,18,25,43
PUERTO RICO,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,11,1,10,6,0,1,0,0,0,0,21,8,29
PUERTO SUAREZ,atencion odontologica,consulta repetida,2015-11-01,7,2,0,0,0,0,1,18,0,0,0,13,0,6,8,39,47
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2015-11-01,35,19,1,7,1,20,5,33,8,0,0,10,0,24,50,113,163
PUNA,atencion odontologica,consulta repetida,2015-11-01,3,1,3,2,0,3,6,7,3,2,0,1,0,1,15,17,32
PUNATA,atencion odontologica,consulta repetida,2015-11-01,17,28,24,34,1,26,13,69,6,13,0,5,0,9,61,184,245
QUIABAYA,atencion odontologica,consulta repetida,2015-11-01,1,5,1,1,0,0,0,6,0,0,0,0,0,3,2,15,17
QUILLACOLLO,atencion odontologica,consulta repetida,2015-11-01,59,55,41,19,6,22,48,100,22,27,0,2,0,21,176,246,422
QUIME,atencion odontologica,consulta repetida,2015-11-01,0,4,0,1,2,8,5,13,2,1,0,4,0,1,9,32,41
RAVELO,atencion odontologica,consulta repetida,2015-11-01,0,0,0,1,0,1,0,5,1,2,0,0,0,0,1,9,10
REYES,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
RIBERALTA,atencion odontologica,consulta repetida,2015-11-01,15,16,51,63,58,86,79,84,50,5,0,3,0,4,253,261,514
RURRENABAQUE,atencion odontologica,consulta repetida,2015-11-01,0,0,1,0,2,3,2,4,0,0,0,2,0,1,5,10,15
SABAYA,atencion odontologica,consulta repetida,2015-11-01,3,2,0,1,0,0,3,4,0,3,0,1,0,0,6,11,17
SACABA,atencion odontologica,consulta repetida,2015-11-01,29,32,143,206,61,133,32,42,9,18,0,2,0,4,274,437,711
SACABAMBA,atencion odontologica,consulta repetida,2015-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SACACA,atencion odontologica,consulta repetida,2015-11-01,2,0,0,2,0,0,1,5,1,0,0,1,0,0,4,8,12
SAIPINA,atencion odontologica,consulta repetida,2015-11-01,12,1,3,7,0,4,0,17,3,1,0,0,0,3,18,33,51
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2015-11-01,1,1,1,1,0,2,2,1,0,1,0,1,0,0,4,7,11
SAMAIPATA,atencion odontologica,consulta repetida,2015-11-01,2,0,0,0,0,0,0,7,4,2,0,0,0,1,6,10,16
SAN AGUSTIN,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2015-11-01,1,0,3,1,0,3,1,5,2,0,0,0,0,1,7,10,17
SAN BENITO,atencion odontologica,consulta repetida,2015-11-01,5,8,3,3,0,4,1,10,1,2,0,1,0,11,10,39,49
SAN BORJA,atencion odontologica,consulta repetida,2015-11-01,10,1,4,5,10,11,12,41,2,5,0,2,0,9,38,74,112
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2015-11-01,0,1,0,1,1,0,0,3,0,1,0,0,0,0,1,6,7
SAN CARLOS,atencion odontologica,consulta repetida,2015-11-01,1,3,1,2,0,4,1,4,4,0,0,0,0,0,7,13,20
SAN IGNACIO,atencion odontologica,consulta repetida,2015-11-01,5,0,4,4,3,2,2,8,0,2,0,6,0,2,14,24,38
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2015-11-01,7,15,4,20,2,24,12,25,2,8,0,0,0,0,27,92,119
SAN JAVIER(BNI),atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN JAVIER(STC),atencion odontologica,consulta repetida,2015-11-01,3,1,4,1,0,1,0,1,1,0,0,3,0,4,8,11,19
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2015-11-01,0,1,4,3,0,7,10,10,1,1,0,0,0,0,15,22,37
SAN JUAN DE YAPACANI,atencion odontologica,consulta repetida,2015-11-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,3
SAN JULIAN,atencion odontologica,consulta repetida,2015-11-01,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,2,4
SAN LORENZO(PND),atencion odontologica,consulta repetida,2015-11-01,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,5,5
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2015-11-01,5,2,15,15,24,20,39,138,2,6,0,0,0,0,85,181,266
SAN LUCAS,atencion odontologica,consulta repetida,2015-11-01,1,1,3,5,0,2,4,19,1,0,0,0,0,0,9,27,36
SAN MATIAS,atencion odontologica,consulta repetida,2015-11-01,10,20,3,5,4,22,4,8,8,0,0,5,0,0,29,60,89
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2015-11-01,3,4,9,0,0,1,10,14,0,3,0,0,0,5,22,27,49
SAN PEDRO,atencion odontologica,consulta repetida,2015-11-01,0,0,4,4,10,3,6,14,1,3,0,2,0,2,21,28,49
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2015-11-01,0,4,0,0,3,1,5,8,0,0,0,2,0,5,8,20,28
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2015-11-01,0,0,1,0,0,0,5,1,1,1,0,1,0,4,7,7,14
SAN PEDRO DE QUEMES,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN RAFAEL,atencion odontologica,consulta repetida,2015-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN RAMON BENI,atencion odontologica,consulta repetida,2015-11-01,0,0,0,1,5,1,1,12,0,0,0,0,0,0,6,14,20
SAN RAMON SCZ,atencion odontologica,consulta repetida,2015-11-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SANTA ANA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2015-11-01,383,291,408,495,353,499,551,793,233,197,0,154,0,74,1928,2503,4431
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2015-11-01,2,4,0,0,1,2,4,11,0,0,0,4,0,1,7,22,29
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2015-11-01,4,7,23,1,6,2,6,31,9,9,0,0,0,2,48,52,100
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2015-11-01,0,1,1,3,5,2,2,6,0,1,0,0,0,0,8,13,21
SANTIVAÑES,atencion odontologica,consulta repetida,2015-11-01,0,0,0,1,1,0,4,7,0,1,0,0,0,0,5,9,14
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2015-11-01,2,1,0,1,0,0,0,4,0,4,0,1,0,0,2,11,13
SAPAHAQUI,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,8,8
SENA,atencion odontologica,consulta repetida,2015-11-01,2,0,0,1,0,1,0,0,0,0,0,0,0,2,2,4,6
SHINAOTA,atencion odontologica,consulta repetida,2015-11-01,2,0,0,0,0,2,0,1,0,0,0,2,0,1,2,6,8
SICA SICA (VILLA AROMA),atencion odontologica,consulta repetida,2015-11-01,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,3
SICAYA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
SIPE SIPE,atencion odontologica,consulta repetida,2015-11-01,7,5,0,0,0,0,0,7,1,1,0,0,0,5,8,18,26
SOPACHUY,atencion odontologica,consulta repetida,2015-11-01,6,1,6,4,11,4,7,24,0,0,0,0,0,6,30,39,69
SORACACHI,atencion odontologica,consulta repetida,2015-11-01,5,5,8,7,4,4,4,10,3,0,0,1,0,3,24,30,54
SORATA,atencion odontologica,consulta repetida,2015-11-01,0,0,1,2,0,0,1,4,0,0,0,2,0,2,2,10,12
SUCRE,atencion odontologica,consulta repetida,2015-11-01,308,315,292,405,149,400,601,1302,138,47,0,141,0,141,1488,2751,4239
TACACHI,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TACACOMA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,2,6
TACOPAYA,atencion odontologica,consulta repetida,2015-11-01,6,10,0,1,1,7,3,11,2,4,0,0,0,9,12,42,54
TAPACARI,atencion odontologica,consulta repetida,2015-11-01,3,0,0,0,4,6,1,5,2,1,0,0,0,5,10,17,27
TARABUCO,atencion odontologica,consulta repetida,2015-11-01,2,0,2,1,0,2,2,4,0,0,0,0,0,1,6,8,14
TARATA,atencion odontologica,consulta repetida,2015-11-01,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,6,6
TARIJA,atencion odontologica,consulta repetida,2015-11-01,45,45,225,273,156,218,522,885,100,70,0,11,0,3,1048,1505,2553
TARVITA,atencion odontologica,consulta repetida,2015-11-01,1,6,0,5,5,5,0,11,0,0,0,1,0,0,6,28,34
TIAWANACU,atencion odontologica,consulta repetida,2015-11-01,2,1,0,5,1,9,4,22,0,0,0,1,0,2,7,40,47
TINGUIPAYA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,3,0,4,1,6,0,2,0,0,1,15,16
TIPUANI,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
TIQUIPAYA,atencion odontologica,consulta repetida,2015-11-01,24,30,6,12,1,18,12,47,4,4,0,14,0,30,47,155,202
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2015-11-01,3,10,0,4,3,10,1,22,0,0,0,0,0,14,7,60,67
TOCO,atencion odontologica,consulta repetida,2015-11-01,0,1,0,0,0,1,1,5,0,0,0,1,0,1,1,9,10
TOLATA,atencion odontologica,consulta repetida,2015-11-01,3,8,0,1,0,1,0,10,4,1,0,1,0,1,7,23,30
TOLEDO,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,12,0,0,0,1,0,2,0,15,15
TOMAVE,atencion odontologica,consulta repetida,2015-11-01,0,1,1,2,0,0,0,6,0,2,0,2,0,0,1,13,14
TOMINA,atencion odontologica,consulta repetida,2015-11-01,6,6,4,11,2,8,11,47,0,0,0,7,0,16,23,95,118
TORO TORO,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,2,1,1,1,0,3,0,5,3,10,13
TOTORA(CBBA),atencion odontologica,consulta repetida,2015-11-01,3,1,1,1,2,0,1,8,1,0,0,0,0,0,8,10,18
TRIGAL,atencion odontologica,consulta repetida,2015-11-01,0,0,0,1,0,0,1,12,0,0,0,1,0,8,1,22,23
TRINIDAD,atencion odontologica,consulta repetida,2015-11-01,35,26,45,75,37,72,134,115,32,28,0,1,0,4,283,321,604
TUPIZA,atencion odontologica,consulta repetida,2015-11-01,4,5,13,13,4,22,21,48,0,11,0,14,0,27,42,140,182
TURCO,atencion odontologica,consulta repetida,2015-11-01,0,0,1,1,0,2,2,10,0,0,0,1,0,2,3,16,19
UMALA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,4,0,0,1,1,0,0,0,0,0,5,1,6
UNCIA,atencion odontologica,consulta repetida,2015-11-01,19,25,3,5,1,2,2,13,2,0,0,3,0,2,27,50,77
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2015-11-01,8,2,19,12,17,33,44,95,0,2,0,0,0,0,88,144,232
URUBICHA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,3,5
UYUNI,atencion odontologica,consulta repetida,2015-11-01,0,0,3,0,0,2,2,4,0,1,0,0,0,2,5,9,14
VACAS,atencion odontologica,consulta repetida,2015-11-01,2,0,0,0,0,2,0,2,0,1,0,0,0,0,2,5,7
VALLEGRANDE,atencion odontologica,consulta repetida,2015-11-01,6,1,11,3,20,28,24,37,2,4,0,1,0,6,63,80,143
VIACHA,atencion odontologica,consulta repetida,2015-11-01,94,58,15,7,11,18,16,97,7,7,0,13,0,66,143,266,409
VILA VILA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,0,0,5,0,1,0,4,0,0,0,10,10
VILLA CHARCAS,atencion odontologica,consulta repetida,2015-11-01,0,0,0,1,0,0,0,1,3,0,0,0,0,0,3,2,5
VILLA MONTES,atencion odontologica,consulta repetida,2015-11-01,7,19,17,20,1,19,28,66,5,1,0,3,0,1,58,129,187
VILLA RIVERO,atencion odontologica,consulta repetida,2015-11-01,12,4,2,1,3,2,3,5,0,2,0,0,0,0,20,14,34
VILLA SERRANO,atencion odontologica,consulta repetida,2015-11-01,25,35,0,0,1,0,4,0,0,1,0,2,0,3,30,41,71
VILLA TUNARI,atencion odontologica,consulta repetida,2015-11-01,6,4,9,13,1,3,35,33,9,3,0,0,0,1,60,57,117
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2015-11-01,2,0,1,0,0,5,4,5,0,0,0,0,0,0,7,10,17
VILLAZON,atencion odontologica,consulta repetida,2015-11-01,29,21,29,33,23,52,38,126,9,25,0,14,0,13,128,284,412
VINTO,atencion odontologica,consulta repetida,2015-11-01,4,1,0,0,0,0,1,0,1,0,0,0,0,0,6,1,7
VITICHI,atencion odontologica,consulta repetida,2015-11-01,0,0,0,0,0,2,2,9,3,2,0,2,0,2,5,17,22
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2015-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WARNES,atencion odontologica,consulta repetida,2015-11-01,10,9,3,0,5,3,5,25,0,0,0,0,0,0,23,37,60
YACUIBA,atencion odontologica,consulta repetida,2015-11-01,23,5,56,35,18,44,85,158,16,7,0,0,0,0,198,249,447
YAMPARAEZ,atencion odontologica,consulta repetida,2015-11-01,60,46,9,14,4,7,2,25,4,1,0,9,0,2,79,104,183
YANACACHI,atencion odontologica,consulta repetida,2015-11-01,2,0,1,2,0,1,2,6,2,0,0,0,0,1,7,10,17
YAPACANI,atencion odontologica,consulta repetida,2015-11-01,8,7,2,9,9,14,6,21,1,0,0,4,0,13,26,68,94
YOCALLA,atencion odontologica,consulta repetida,2015-11-01,2,0,3,2,2,1,1,1,2,1,0,1,0,0,10,6,16
YOTALA,atencion odontologica,consulta repetida,2015-11-01,3,1,3,5,5,9,10,26,0,1,0,6,0,5,21,53,74
YUNCHARA,atencion odontologica,consulta repetida,2015-11-01,0,0,0,1,1,3,3,2,1,0,0,0,0,0,5,6,11
ZUDAÑEZ,atencion odontologica,consulta repetida,2015-11-01,0,0,1,1,1,0,1,3,1,0,0,3,0,0,4,7,11
ACACIO,atencion odontologica,consulta repetida,2015-12-01,0,0,0,0,0,1,0,1,3,0,0,0,0,0,3,2,5
ACHACACHI,atencion odontologica,consulta repetida,2015-12-01,16,5,2,6,8,14,19,35,16,16,0,2,0,9,61,87,148
ACHOCALLA,atencion odontologica,consulta repetida,2015-12-01,2,4,2,1,0,0,2,7,0,0,0,4,0,3,6,19,25
AIQUILE,atencion odontologica,consulta repetida,2015-12-01,16,36,31,8,8,7,7,6,4,7,0,1,0,12,66,77,143
ALALAY,atencion odontologica,consulta repetida,2015-12-01,0,0,0,1,0,0,1,6,4,1,0,0,0,6,5,14,19
ALCALA,atencion odontologica,consulta repetida,2015-12-01,0,0,0,0,1,20,8,21,5,0,0,0,0,2,14,43,57
ALTO BENI,atencion odontologica,consulta repetida,2015-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ANCORAIMES,atencion odontologica,consulta repetida,2015-12-01,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,3
ANDAMARCA,atencion odontologica,consulta repetida,2015-12-01,2,0,0,2,0,0,3,1,3,0,0,0,0,0,8,3,11
ANTEQUERA,atencion odontologica,consulta repetida,2015-12-01,1,2,1,3,1,0,3,8,0,4,0,1,0,1,6,19,25
APOLO,atencion odontologica,consulta repetida,2015-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ARAMPAMPA,atencion odontologica,consulta repetida,2015-12-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
ARANI,atencion odontologica,consulta repetida,2015-12-01,6,7,2,0,0,6,0,3,0,3,0,0,0,1,8,20,28
ARBIETO,atencion odontologica,consulta repetida,2015-12-01,8,1,0,1,0,0,2,3,4,1,0,0,0,0,14,6,20
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2015-12-01,5,2,0,1,0,4,1,5,0,0,0,4,0,8,6,24,30
ATOCHA,atencion odontologica,consulta repetida,2015-12-01,14,12,18,23,16,25,47,43,0,0,0,3,0,2,95,108,203
AYATA,atencion odontologica,consulta repetida,2015-12-01,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2015-12-01,16,8,6,11,2,9,16,37,1,2,0,6,0,12,41,85,126
AZURDUY,atencion odontologica,consulta repetida,2015-12-01,4,0,13,11,0,15,2,36,0,0,0,8,0,21,19,91,110
BAURES,atencion odontologica,consulta repetida,2015-12-01,0,0,0,3,1,0,6,3,1,0,0,0,0,1,8,7,15
