,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES,TOTALES,TOTALES
MIZQUE,atencion odontologica,restauraciones,2015-11-01,10,13,4,9,2,7,4,24,4,2,0,0,0,0,24,55,79
MOCOMOCO,atencion odontologica,restauraciones,2015-11-01,0,1,4,4,1,8,9,4,3,0,0,0,0,0,17,17,34
MOJOCOYA,atencion odontologica,restauraciones,2015-11-01,9,11,10,13,2,29,8,14,4,0,0,0,0,0,33,67,100
MONTEAGUDO,atencion odontologica,restauraciones,2015-11-01,43,46,7,12,14,16,48,138,0,3,0,0,0,0,112,215,327
MONTERO,atencion odontologica,restauraciones,2015-11-01,96,80,106,85,30,102,61,237,33,4,0,0,0,0,326,508,834
MORO MORO,atencion odontologica,restauraciones,2015-11-01,2,1,2,0,6,8,6,3,1,0,0,0,0,0,17,12,29
MOROCHATA,atencion odontologica,restauraciones,2015-11-01,15,35,2,3,6,18,4,52,7,10,0,0,0,0,34,118,152
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,restauraciones,2015-11-01,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4
OCURI,atencion odontologica,restauraciones,2015-11-01,2,1,1,0,2,0,2,11,0,0,0,0,0,0,7,12,19
OKINAWA,atencion odontologica,restauraciones,2015-11-01,2,2,0,0,0,7,0,10,0,0,0,0,0,0,2,19,21
OMEREQUE,atencion odontologica,restauraciones,2015-11-01,12,2,0,4,0,5,4,5,0,0,0,0,0,0,16,16,32
ORURO,atencion odontologica,restauraciones,2015-11-01,504,570,227,298,169,220,679,1222,169,116,0,0,0,0,1748,2426,4174
PADCAYA,atencion odontologica,restauraciones,2015-11-01,5,6,12,18,26,29,20,53,6,1,0,0,0,0,69,107,176
PADILLA,atencion odontologica,restauraciones,2015-11-01,14,21,8,9,2,21,7,75,9,2,0,0,0,0,40,128,168
PAILON,atencion odontologica,restauraciones,2015-11-01,24,23,10,11,10,11,19,37,12,12,0,0,0,0,75,94,169
PALCA,atencion odontologica,restauraciones,2015-11-01,25,14,63,62,0,5,2,21,3,1,0,0,0,0,93,103,196
PALOS BLANCOS,atencion odontologica,restauraciones,2015-11-01,31,36,15,9,10,15,10,50,5,8,0,0,0,0,71,118,189
PAMPA AULLAGAS,atencion odontologica,restauraciones,2015-11-01,4,0,0,0,0,2,2,12,0,12,0,0,0,0,6,26,32
PAMPA GRANDE,atencion odontologica,restauraciones,2015-11-01,3,12,0,0,0,1,0,11,0,0,0,0,0,0,3,24,27
PAPEL PAMPA,atencion odontologica,restauraciones,2015-11-01,3,3,1,2,0,1,1,21,12,4,0,0,0,0,17,31,48
PASORAPA,atencion odontologica,restauraciones,2015-11-01,0,1,5,2,3,2,1,9,5,0,0,0,0,0,14,14,28
PATACAMAYA,atencion odontologica,restauraciones,2015-11-01,45,43,0,4,2,18,0,37,1,8,0,0,0,0,48,110,158
PAZÑA,atencion odontologica,restauraciones,2015-11-01,4,5,5,1,1,1,3,22,5,4,0,0,0,0,18,33,51
PELECHUCO,atencion odontologica,restauraciones,2015-11-01,27,7,0,0,0,0,0,4,0,0,0,0,0,0,27,11,38
POCOATA,atencion odontologica,restauraciones,2015-11-01,32,40,0,2,0,7,1,56,2,0,0,0,0,0,35,105,140
POCONA,atencion odontologica,restauraciones,2015-11-01,15,21,3,8,7,11,14,24,0,0,0,0,0,0,39,64,103
POJO (CBBA),atencion odontologica,restauraciones,2015-11-01,3,16,46,48,2,11,5,13,1,0,0,0,0,0,57,88,145
POOPO,atencion odontologica,restauraciones,2015-11-01,33,33,25,36,7,4,33,43,2,14,0,0,0,0,100,130,230
PORCO,atencion odontologica,restauraciones,2015-11-01,3,8,0,3,0,8,3,22,0,0,0,0,0,0,6,41,47
POROMA,atencion odontologica,restauraciones,2015-11-01,3,7,23,22,6,9,11,26,2,4,0,0,0,0,45,68,113
PORONGO,atencion odontologica,restauraciones,2015-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PORTACHUELO,atencion odontologica,restauraciones,2015-11-01,2,7,1,12,0,3,4,17,4,0,0,0,0,0,11,39,50
PORVENIR,atencion odontologica,restauraciones,2015-11-01,9,17,2,0,1,3,14,9,0,0,0,0,0,0,26,29,55
POSTRER VALLE,atencion odontologica,restauraciones,2015-11-01,9,13,0,1,0,6,1,7,0,0,0,0,0,0,10,27,37
POTOSI,atencion odontologica,restauraciones,2015-11-01,187,147,169,195,192,356,393,811,30,23,0,0,0,0,971,1532,2503
PRESTO,atencion odontologica,restauraciones,2015-11-01,2,3,9,14,6,21,2,20,0,0,0,0,0,0,19,58,77
PUCARA,atencion odontologica,restauraciones,2015-11-01,0,0,0,0,0,11,1,7,0,0,0,0,0,0,1,18,19
PUCARANI,atencion odontologica,restauraciones,2015-11-01,33,31,3,4,3,13,11,45,2,1,0,0,0,0,52,94,146
PUERTO ACOSTA,atencion odontologica,restauraciones,2015-11-01,2,3,2,0,1,1,5,12,6,1,0,0,0,0,16,17,33
PUERTO CARABUCO,atencion odontologica,restauraciones,2015-11-01,11,11,4,1,5,14,14,28,4,0,0,0,0,0,38,54,92
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2015-11-01,42,25,12,12,4,11,4,7,0,2,0,0,0,0,62,57,119
PUERTO PEREZ,atencion odontologica,restauraciones,2015-11-01,1,5,0,1,0,3,2,1,1,1,0,0,0,0,4,11,15
PUERTO QUIJARRO,atencion odontologica,restauraciones,2015-11-01,2,5,1,5,1,1,5,12,1,6,0,0,0,0,10,29,39
PUERTO RICO,atencion odontologica,restauraciones,2015-11-01,6,7,8,3,4,9,11,13,0,0,0,0,0,0,29,32,61
PUERTO SUAREZ,atencion odontologica,restauraciones,2015-11-01,7,8,0,0,0,1,1,32,3,1,0,0,0,0,11,42,53
PUERTO VILLARROEL,atencion odontologica,restauraciones,2015-11-01,91,70,19,20,8,82,37,196,1,6,0,0,0,0,156,374,530
PUNA,atencion odontologica,restauraciones,2015-11-01,21,12,1,5,1,13,7,47,2,4,0,0,0,0,32,81,113
PUNATA,atencion odontologica,restauraciones,2015-11-01,52,50,54,59,4,25,32,118,14,18,0,0,0,0,156,270,426
QUIABAYA,atencion odontologica,restauraciones,2015-11-01,8,15,0,3,0,0,2,13,0,0,0,0,0,0,10,31,41
QUILLACOLLO,atencion odontologica,restauraciones,2015-11-01,270,222,95,111,36,85,129,370,57,54,0,0,0,0,587,842,1429
QUIME,atencion odontologica,restauraciones,2015-11-01,80,75,16,9,2,17,28,41,3,4,0,0,0,0,129,146,275
QUIRUSILLAS,atencion odontologica,restauraciones,2015-11-01,4,2,0,0,0,0,4,7,0,0,0,0,0,0,8,9,17
RAVELO,atencion odontologica,restauraciones,2015-11-01,11,41,0,3,0,11,4,16,3,3,0,0,0,0,18,74,92
REYES,atencion odontologica,restauraciones,2015-11-01,0,9,9,8,0,7,18,40,1,2,0,0,0,0,28,66,94
RIBERALTA,atencion odontologica,restauraciones,2015-11-01,19,27,6,8,16,38,25,56,4,1,0,0,0,0,70,130,200
ROBORE,atencion odontologica,restauraciones,2015-11-01,0,0,0,0,0,2,0,0,15,0,0,0,0,0,15,2,17
RURRENABAQUE,atencion odontologica,restauraciones,2015-11-01,11,12,22,20,20,24,25,53,6,4,0,0,0,0,84,113,197
SABAYA,atencion odontologica,restauraciones,2015-11-01,4,9,10,18,1,6,10,17,10,11,0,0,0,0,35,61,96
SACABA,atencion odontologica,restauraciones,2015-11-01,182,236,500,645,219,361,152,327,36,45,0,0,0,0,1089,1614,2703
SACABAMBA,atencion odontologica,restauraciones,2015-11-01,0,7,2,0,0,5,0,13,0,2,0,0,0,0,2,27,29
SACACA,atencion odontologica,restauraciones,2015-11-01,13,6,0,0,0,0,1,5,1,0,0,0,0,0,15,11,26
SAIPINA,atencion odontologica,restauraciones,2015-11-01,9,8,1,4,0,15,4,18,0,2,0,0,0,0,14,47,61
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2015-11-01,22,30,42,69,6,17,19,37,11,24,0,0,0,0,100,177,277
SAMAIPATA,atencion odontologica,restauraciones,2015-11-01,3,0,2,1,0,2,2,3,0,1,0,0,0,0,7,7,14
SAN AGUSTIN,atencion odontologica,restauraciones,2015-11-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,3
SAN ANDRES,atencion odontologica,restauraciones,2015-11-01,3,1,6,14,2,13,15,32,1,0,0,0,0,0,27,60,87
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2015-11-01,8,0,12,11,5,4,5,9,5,0,0,0,0,0,35,24,59
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2015-11-01,0,3,0,1,0,4,0,12,0,0,0,0,0,0,0,20,20
SAN BENITO,atencion odontologica,restauraciones,2015-11-01,22,20,0,7,0,7,1,19,2,1,0,0,0,0,25,54,79
SAN BORJA,atencion odontologica,restauraciones,2015-11-01,31,26,5,12,9,21,9,68,14,9,0,0,0,0,68,136,204
SAN BUENA VENTURA,atencion odontologica,restauraciones,2015-11-01,8,9,5,11,2,2,8,31,1,0,0,0,0,0,24,53,77
SAN CARLOS,atencion odontologica,restauraciones,2015-11-01,60,58,17,16,16,23,26,46,15,6,0,0,0,0,134,149,283
SAN IGNACIO,atencion odontologica,restauraciones,2015-11-01,25,28,24,47,17,39,28,115,1,4,0,0,0,0,95,233,328
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2015-11-01,45,60,3,7,1,4,5,9,1,0,0,0,0,0,55,80,135
SAN JAVIER(BNI),atencion odontologica,restauraciones,2015-11-01,7,0,5,0,0,0,1,3,0,0,0,0,0,0,13,3,16
SAN JAVIER(STC),atencion odontologica,restauraciones,2015-11-01,5,7,6,3,1,3,2,6,0,1,0,0,0,0,14,20,34
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2015-11-01,19,38,2,5,8,19,9,39,2,1,0,0,0,0,40,102,142
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2015-11-01,15,13,0,3,1,1,0,18,0,0,0,0,0,0,16,35,51
SAN JULIAN,atencion odontologica,restauraciones,2015-11-01,35,34,0,2,3,0,2,71,7,0,0,0,0,0,47,107,154
SAN LORENZO(PND),atencion odontologica,restauraciones,2015-11-01,2,0,2,0,0,7,0,8,0,0,0,0,0,0,4,15,19
SAN LORENZO(TJA),atencion odontologica,restauraciones,2015-11-01,10,30,68,84,54,45,63,126,3,1,0,0,0,0,198,286,484
SAN LUCAS,atencion odontologica,restauraciones,2015-11-01,9,14,1,9,0,17,9,43,8,0,0,0,0,0,27,83,110
SAN MATIAS,atencion odontologica,restauraciones,2015-11-01,8,9,2,7,10,24,9,9,1,2,0,0,0,0,30,51,81
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2015-11-01,0,3,9,0,1,5,4,19,0,3,0,0,0,0,14,30,44
SAN PABLO DE LIPEZ,atencion odontologica,restauraciones,2015-11-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAN PEDRO,atencion odontologica,restauraciones,2015-11-01,18,19,55,50,37,62,16,64,8,8,0,0,0,0,134,203,337
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2015-11-01,11,11,43,51,2,6,6,54,1,3,0,0,0,0,63,125,188
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2015-11-01,2,1,11,0,1,16,5,19,12,15,0,0,0,0,31,51,82
SAN PEDRO DE QUEMES,atencion odontologica,restauraciones,2015-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2015-11-01,13,2,4,0,2,0,8,9,3,3,0,0,0,0,30,14,44
SAN RAFAEL,atencion odontologica,restauraciones,2015-11-01,14,3,1,0,0,6,1,4,0,0,0,0,0,0,16,13,29
SAN RAMON BENI,atencion odontologica,restauraciones,2015-11-01,0,0,2,6,0,3,6,13,4,0,0,0,0,0,12,22,34
SAN RAMON SCZ,atencion odontologica,restauraciones,2015-11-01,9,14,3,2,4,3,9,8,1,1,0,0,0,0,26,28,54
SANTA ANA,atencion odontologica,restauraciones,2015-11-01,1,2,16,25,0,23,20,47,6,14,0,0,0,0,43,111,154
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2015-11-01,906,903,257,305,158,449,831,2573,355,286,0,0,0,0,2507,4516,7023
SANTA ROSA,atencion odontologica,restauraciones,2015-11-01,2,0,1,7,1,2,0,0,0,0,0,0,0,0,4,9,13
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2015-11-01,14,9,4,5,2,35,7,28,3,0,0,0,0,0,30,77,107
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2015-11-01,4,2,0,0,0,4,0,2,0,0,0,0,0,0,4,8,12
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2015-11-01,33,34,80,35,16,5,30,87,9,8,0,0,0,0,168,169,337
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2015-11-01,13,4,2,1,1,4,7,29,8,6,0,0,0,0,31,44,75
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2015-11-01,2,9,2,3,4,8,0,21,0,0,0,0,0,0,8,41,49
SANTIVAÑES,atencion odontologica,restauraciones,2015-11-01,6,7,2,0,5,7,5,20,3,7,0,0,0,0,21,41,62
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2015-11-01,8,24,2,3,0,1,4,23,4,9,0,0,0,0,18,60,78
SAPAHAQUI,atencion odontologica,restauraciones,2015-11-01,5,4,5,4,0,4,6,19,4,8,0,0,0,0,20,39,59
SENA,atencion odontologica,restauraciones,2015-11-01,5,6,0,0,0,1,3,25,0,0,0,0,0,0,8,32,40
SHINAOTA,atencion odontologica,restauraciones,2015-11-01,23,41,0,2,0,7,0,30,2,0,0,0,0,0,25,80,105
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2015-11-01,9,12,3,2,0,2,0,13,9,5,0,0,0,0,21,34,55
SICAYA,atencion odontologica,restauraciones,2015-11-01,0,0,1,0,0,2,1,12,3,0,0,0,0,0,5,14,19
SIPE SIPE,atencion odontologica,restauraciones,2015-11-01,38,68,13,13,12,18,7,127,8,27,0,0,0,0,78,253,331
SOPACHUY,atencion odontologica,restauraciones,2015-11-01,0,2,14,6,15,11,8,32,2,0,0,0,0,0,39,51,90
SORACACHI,atencion odontologica,restauraciones,2015-11-01,24,33,128,141,26,47,6,21,4,0,0,0,0,0,188,242,430
SORATA,atencion odontologica,restauraciones,2015-11-01,23,18,2,3,0,5,9,41,6,2,0,0,0,0,40,69,109
SUCRE,atencion odontologica,restauraciones,2015-11-01,689,706,596,702,318,689,1207,2387,126,97,0,0,0,0,2936,4581,7517
TACACHI,atencion odontologica,restauraciones,2015-11-01,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,3,4
TACACOMA,atencion odontologica,restauraciones,2015-11-01,11,9,7,1,2,2,9,19,0,0,0,0,0,0,29,31,60
TACOBAMBA,atencion odontologica,restauraciones,2015-11-01,2,1,1,0,0,0,0,2,0,0,0,0,0,0,3,3,6
TACOPAYA,atencion odontologica,restauraciones,2015-11-01,4,5,0,4,4,11,4,26,15,10,0,0,0,0,27,56,83
TAPACARI,atencion odontologica,restauraciones,2015-11-01,22,13,4,1,4,22,9,67,30,10,0,0,0,0,69,113,182
TARABUCO,atencion odontologica,restauraciones,2015-11-01,18,19,0,0,2,4,7,43,5,0,0,0,0,0,32,66,98
TARATA,atencion odontologica,restauraciones,2015-11-01,9,22,5,8,9,11,11,22,3,6,0,0,0,0,37,69,106
TARIJA,atencion odontologica,restauraciones,2015-11-01,136,125,387,460,208,395,722,1416,116,78,0,0,0,0,1569,2474,4043
TARVITA,atencion odontologica,restauraciones,2015-11-01,15,9,0,1,4,23,8,22,0,0,0,0,0,0,27,55,82
TEOPONTE,atencion odontologica,restauraciones,2015-11-01,5,2,1,1,3,11,8,23,0,0,0,0,0,0,17,37,54
TIAWANACU,atencion odontologica,restauraciones,2015-11-01,5,4,0,2,5,7,2,18,0,0,0,0,0,0,12,31,43
TINGUIPAYA,atencion odontologica,restauraciones,2015-11-01,9,3,0,0,0,1,0,29,15,3,0,0,0,0,24,36,60
TIPUANI,atencion odontologica,restauraciones,2015-11-01,1,4,0,0,1,4,9,9,3,1,0,0,0,0,14,18,32
TIQUIPAYA,atencion odontologica,restauraciones,2015-11-01,275,233,57,77,4,95,17,267,47,24,0,0,0,0,400,696,1096
TIRAQUE (CBBA),atencion odontologica,restauraciones,2015-11-01,14,29,0,1,1,15,1,23,0,0,0,0,0,0,16,68,84
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2015-11-01,0,2,1,0,0,0,3,2,0,1,0,0,0,0,4,5,9
TOCO,atencion odontologica,restauraciones,2015-11-01,18,13,0,1,1,19,1,12,1,5,0,0,0,0,21,50,71
TOLATA,atencion odontologica,restauraciones,2015-11-01,25,17,15,3,0,6,4,22,3,3,0,0,0,0,47,51,98
TOLEDO,atencion odontologica,restauraciones,2015-11-01,1,2,8,12,1,4,0,22,4,0,0,0,0,0,14,40,54
TOMAVE,atencion odontologica,restauraciones,2015-11-01,5,23,7,6,0,5,3,15,0,3,0,0,0,0,15,52,67
TOMINA,atencion odontologica,restauraciones,2015-11-01,3,17,5,8,0,7,4,25,0,0,0,0,0,0,12,57,69
TORO TORO,atencion odontologica,restauraciones,2015-11-01,0,2,4,6,4,2,10,49,1,3,0,0,0,0,19,62,81
TOTORA(CBBA),atencion odontologica,restauraciones,2015-11-01,10,14,39,25,11,11,4,20,4,1,0,0,0,0,68,71,139
TOTORA(ORR),atencion odontologica,restauraciones,2015-11-01,14,12,2,2,5,3,8,16,0,6,0,0,0,0,29,39,68
TRIGAL,atencion odontologica,restauraciones,2015-11-01,3,2,6,4,5,0,2,33,8,2,0,0,0,0,24,41,65
TRINIDAD,atencion odontologica,restauraciones,2015-11-01,20,47,94,116,46,71,203,330,51,32,0,0,0,0,414,596,1010
TUPIZA,atencion odontologica,restauraciones,2015-11-01,25,20,15,23,8,38,63,74,12,24,0,0,0,0,123,179,302
TURCO,atencion odontologica,restauraciones,2015-11-01,4,0,4,0,1,2,1,16,7,5,0,0,0,0,17,23,40
UMALA,atencion odontologica,restauraciones,2015-11-01,14,7,1,0,1,0,0,10,0,2,0,0,0,0,16,19,35
UNCIA,atencion odontologica,restauraciones,2015-11-01,13,28,6,3,3,17,8,29,0,3,0,0,0,0,30,80,110
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2015-11-01,18,8,21,34,80,67,64,181,2,1,0,0,0,0,185,291,476
URUBICHA,atencion odontologica,restauraciones,2015-11-01,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,7,7
UYUNI,atencion odontologica,restauraciones,2015-11-01,9,16,5,1,4,7,11,27,4,8,0,0,0,0,33,59,92
VACAS,atencion odontologica,restauraciones,2015-11-01,7,13,3,3,7,13,8,22,0,0,0,0,0,0,25,51,76
VALLEGRANDE,atencion odontologica,restauraciones,2015-11-01,34,35,25,14,20,45,52,136,13,8,0,0,0,0,144,238,382
VIACHA,atencion odontologica,restauraciones,2015-11-01,204,167,18,19,8,25,16,156,6,4,0,0,0,0,252,371,623
VILA VILA,atencion odontologica,restauraciones,2015-11-01,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,7,7
VILLA CHARCAS,atencion odontologica,restauraciones,2015-11-01,2,16,3,0,2,2,1,18,1,1,0,0,0,0,9,37,46
VILLA MONTES,atencion odontologica,restauraciones,2015-11-01,18,10,51,73,49,74,83,246,5,1,0,0,0,0,206,404,610
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2015-11-01,1,0,6,1,0,0,0,4,0,0,0,0,0,0,7,5,12
VILLA RIVERO,atencion odontologica,restauraciones,2015-11-01,15,26,1,0,0,12,5,30,2,1,0,0,0,0,23,69,92
VILLA SERRANO,atencion odontologica,restauraciones,2015-11-01,50,31,0,0,1,3,9,42,2,0,0,0,0,0,62,76,138
VILLA TUNARI,atencion odontologica,restauraciones,2015-11-01,124,120,20,29,11,35,84,313,31,30,0,0,0,0,270,527,797
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2015-11-01,9,3,0,1,2,5,20,24,2,1,0,0,0,0,33,34,67
VILLAZON,atencion odontologica,restauraciones,2015-11-01,27,38,15,26,39,83,10,79,4,17,0,0,0,0,95,243,338
VINTO,atencion odontologica,restauraciones,2015-11-01,88,55,5,4,2,11,5,107,13,3,0,0,0,0,113,180,293
VITICHI,atencion odontologica,restauraciones,2015-11-01,1,6,0,1,2,1,0,28,8,2,0,0,0,0,11,38,49
WALDO BALLIVIAN,atencion odontologica,restauraciones,2015-11-01,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4,4
WARNES,atencion odontologica,restauraciones,2015-11-01,38,65,4,4,4,5,5,81,1,1,0,0,0,0,52,156,208
YACO,atencion odontologica,restauraciones,2015-11-01,2,5,0,0,1,1,0,3,0,0,0,0,0,0,3,9,12
YACUIBA,atencion odontologica,restauraciones,2015-11-01,64,35,133,89,56,194,268,550,30,18,0,0,0,0,551,886,1437
YAMPARAEZ,atencion odontologica,restauraciones,2015-11-01,9,20,1,0,2,9,1,12,1,0,0,0,0,0,14,41,55
YANACACHI,atencion odontologica,restauraciones,2015-11-01,11,17,4,9,1,5,11,13,2,1,0,0,0,0,29,45,74
YAPACANI,atencion odontologica,restauraciones,2015-11-01,198,155,15,17,40,19,7,104,19,8,0,0,0,0,279,303,582
YOCALLA,atencion odontologica,restauraciones,2015-11-01,7,2,2,0,2,6,5,9,0,0,0,0,0,0,16,17,33
YOTALA,atencion odontologica,restauraciones,2015-11-01,18,10,4,5,9,13,16,32,0,0,0,0,0,0,47,60,107
YUNCHARA,atencion odontologica,restauraciones,2015-11-01,8,4,50,42,11,27,24,43,2,2,0,0,0,0,95,118,213
ZUDAÑEZ,atencion odontologica,restauraciones,2015-11-01,3,4,1,4,0,1,6,13,1,0,0,0,0,0,11,22,33
ACACIO,atencion odontologica,restauraciones,2015-12-01,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,4
ACHACACHI,atencion odontologica,restauraciones,2015-12-01,72,95,3,37,21,47,19,119,43,42,0,0,0,0,158,340,498
ACHOCALLA,atencion odontologica,restauraciones,2015-12-01,18,44,9,6,6,4,3,31,1,0,0,0,0,0,37,85,122
AIQUILE,atencion odontologica,restauraciones,2015-12-01,47,67,45,7,35,50,75,24,10,2,0,0,0,0,212,150,362
ALALAY,atencion odontologica,restauraciones,2015-12-01,6,6,0,1,0,0,1,9,1,0,0,0,0,0,8,16,24
ALCALA,atencion odontologica,restauraciones,2015-12-01,12,4,1,3,5,7,7,7,0,0,0,0,0,0,25,21,46
ALTO BENI,atencion odontologica,restauraciones,2015-12-01,12,18,4,3,0,4,2,11,3,2,0,0,0,0,21,38,59
ANCORAIMES,atencion odontologica,restauraciones,2015-12-01,7,6,1,1,0,2,2,4,1,0,0,0,0,0,11,13,24
ANDAMARCA,atencion odontologica,restauraciones,2015-12-01,10,7,4,26,0,6,5,13,9,13,0,0,0,0,28,65,93
ANTEQUERA,atencion odontologica,restauraciones,2015-12-01,1,3,0,4,1,0,1,5,0,1,0,0,0,0,3,13,16
ANZALDO,atencion odontologica,restauraciones,2015-12-01,0,1,0,0,1,2,9,3,0,1,0,0,0,0,10,7,17
APOLO,atencion odontologica,restauraciones,2015-12-01,8,4,1,4,2,11,4,17,0,0,0,0,0,0,15,36,51
ARAMPAMPA,atencion odontologica,restauraciones,2015-12-01,11,5,0,2,1,1,5,4,0,0,0,0,0,0,17,12,29
ARANI,atencion odontologica,restauraciones,2015-12-01,26,19,4,12,1,10,8,25,0,6,0,0,0,0,39,72,111
ARBIETO,atencion odontologica,restauraciones,2015-12-01,25,28,6,13,2,13,5,27,3,3,0,0,0,0,41,84,125
ARQUE,atencion odontologica,restauraciones,2015-12-01,8,16,2,0,0,10,3,12,6,2,0,0,0,0,19,40,59
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2015-12-01,17,36,2,0,0,12,2,42,1,1,0,0,0,0,22,91,113
ATOCHA,atencion odontologica,restauraciones,2015-12-01,6,4,11,14,17,28,22,20,0,0,0,0,0,0,56,66,122
AUCAPATA,atencion odontologica,restauraciones,2015-12-01,1,0,1,7,0,2,10,12,0,1,0,0,0,0,12,22,34
AYATA,atencion odontologica,restauraciones,2015-12-01,4,16,2,0,1,10,3,19,1,0,0,0,0,0,11,45,56
AYO AYO,atencion odontologica,restauraciones,2015-12-01,4,0,0,0,0,0,0,4,0,1,0,0,0,0,4,5,9
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2015-12-01,58,36,65,67,15,56,51,109,8,7,0,0,0,0,197,275,472
AZURDUY,atencion odontologica,restauraciones,2015-12-01,0,4,11,7,0,23,6,43,2,0,0,0,0,0,19,77,96
BATALLAS,atencion odontologica,restauraciones,2015-12-01,9,13,6,2,0,3,0,0,0,0,0,0,0,0,15,18,33
BAURES,atencion odontologica,restauraciones,2015-12-01,3,1,2,4,2,3,13,13,1,0,0,0,0,0,21,21,42
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2015-12-01,7,4,0,0,0,2,2,2,6,1,0,0,0,0,15,9,24
BELEN DE URMIRI,atencion odontologica,restauraciones,2015-12-01,2,0,0,0,2,0,1,2,0,0,0,0,0,0,5,2,7
BELLA FLOR,atencion odontologica,restauraciones,2015-12-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
BERMEJO,atencion odontologica,restauraciones,2015-12-01,14,13,60,89,92,170,131,302,29,30,0,0,0,0,326,604,930
BETANZOS,atencion odontologica,restauraciones,2015-12-01,12,16,10,13,4,20,17,37,4,5,0,0,0,0,47,91,138
BOLIVAR,atencion odontologica,restauraciones,2015-12-01,0,2,2,2,1,2,6,8,0,0,0,0,0,0,9,14,23
BOYUIBE,atencion odontologica,restauraciones,2015-12-01,0,0,1,1,1,9,0,13,1,0,0,0,0,0,3,23,26
BUENA VISTA,atencion odontologica,restauraciones,2015-12-01,30,44,5,15,18,30,7,37,4,5,0,0,0,0,64,131,195
CABEZAS,atencion odontologica,restauraciones,2015-12-01,12,23,2,3,9,3,6,24,6,4,0,0,0,0,35,57,92
CAIROMA,atencion odontologica,restauraciones,2015-12-01,5,7,4,6,7,5,31,16,0,0,0,0,0,0,47,34,81
"CAIZA ""D""",atencion odontologica,restauraciones,2015-12-01,9,3,1,3,6,5,14,21,10,1,0,0,0,0,40,33,73
CAJUATA,atencion odontologica,restauraciones,2015-12-01,2,20,8,3,10,2,1,2,1,0,0,0,0,0,22,27,49
CALACOTO,atencion odontologica,restauraciones,2015-12-01,0,3,2,3,2,2,5,8,5,7,0,0,0,0,14,23,37
CALAMARCA,atencion odontologica,restauraciones,2015-12-01,28,14,8,3,0,24,6,44,5,5,0,0,0,0,47,90,137
CAMARGO,atencion odontologica,restauraciones,2015-12-01,5,10,0,0,2,1,4,25,1,0,0,0,0,0,12,36,48
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2015-12-01,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,7
