,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES,TOTALES,TOTALES
CORIPATA,atencion odontologica,consulta nueva,2015-11-01,50,48,30,33,11,26,30,84,12,2,0,1,0,6,133,200,333
CORO CORO,atencion odontologica,consulta nueva,2015-11-01,27,10,9,8,5,1,6,47,1,11,0,5,0,30,48,112,160
COROICO,atencion odontologica,consulta nueva,2015-11-01,15,15,17,16,12,18,24,7,18,12,0,1,0,10,86,79,165
CORQUE,atencion odontologica,consulta nueva,2015-11-01,24,24,5,10,2,4,8,39,21,21,0,3,0,18,60,119,179
COTAGAITA,atencion odontologica,consulta nueva,2015-11-01,41,38,18,20,20,27,75,131,46,40,0,11,0,7,200,274,474
COTOCA,atencion odontologica,consulta nueva,2015-11-01,432,460,19,29,5,8,8,236,9,27,0,189,0,18,473,967,1440
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2015-11-01,86,109,25,17,6,30,14,132,32,12,0,42,0,76,163,418,581
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2015-11-01,7,0,0,0,0,0,0,4,6,13,0,3,0,0,13,20,33
CUEVO,atencion odontologica,consulta nueva,2015-11-01,6,3,14,8,4,11,7,42,3,6,0,3,0,1,34,74,108
CULPINA,atencion odontologica,consulta nueva,2015-11-01,45,43,28,32,11,29,29,86,11,17,0,41,0,10,124,258,382
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2015-11-01,6,5,85,53,44,40,8,20,0,8,0,1,0,13,143,140,283
CURVA,atencion odontologica,consulta nueva,2015-11-01,17,21,4,2,0,4,12,10,5,7,0,2,0,3,38,49,87
DESAGUADERO,atencion odontologica,consulta nueva,2015-11-01,7,8,6,2,1,2,4,34,3,2,0,9,0,13,21,70,91
EL ALTO,atencion odontologica,consulta nueva,2015-11-01,2698,2618,4982,5222,1653,2282,839,2118,225,227,0,508,0,715,10397,13690,24087
EL CHORO,atencion odontologica,consulta nueva,2015-11-01,52,51,7,6,1,6,3,18,0,15,0,7,0,10,63,113,176
EL PUENTE(STC),atencion odontologica,consulta nueva,2015-11-01,16,8,11,9,6,7,11,27,2,4,0,13,0,0,46,68,114
EL PUENTE(TJA),atencion odontologica,consulta nueva,2015-11-01,31,18,59,85,14,70,52,199,7,18,0,7,0,1,163,398,561
EL TORNO,atencion odontologica,consulta nueva,2015-11-01,246,288,73,83,46,137,52,335,47,49,0,126,0,124,464,1142,1606
EL VILLAR,atencion odontologica,consulta nueva,2015-11-01,17,8,19,20,8,8,16,27,5,2,0,5,0,4,65,74,139
ENTRE RIOS TRJ,atencion odontologica,consulta nueva,2015-11-01,43,79,746,796,249,278,94,199,9,6,0,28,0,5,1141,1391,2532
ENTRE RIOS CBBA,atencion odontologica,consulta nueva,2015-11-01,72,90,15,14,0,10,6,123,3,4,0,37,0,44,96,322,418
ESCOMA,atencion odontologica,consulta nueva,2015-11-01,5,22,1,2,1,3,0,4,9,15,0,0,0,6,16,52,68
ESMERALDA,atencion odontologica,consulta nueva,2015-11-01,2,0,0,0,0,0,0,3,23,17,0,0,0,0,25,20,45
EUCALIPTUS,atencion odontologica,consulta nueva,2015-11-01,8,24,39,29,3,9,12,31,3,4,0,5,0,2,65,104,169
FERNANDEZ ALONSO,atencion odontologica,consulta nueva,2015-11-01,4,11,13,14,2,2,1,20,1,2,0,2,0,4,21,55,76
FILADELFIA,atencion odontologica,consulta nueva,2015-11-01,10,12,6,2,3,11,4,8,5,2,0,6,0,1,28,42,70
GENERAL SAAVEDRA,atencion odontologica,consulta nueva,2015-11-01,17,16,1,2,4,18,4,33,8,4,0,15,0,77,34,165,199
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta nueva,2015-11-01,25,12,5,7,12,18,29,59,8,28,0,3,0,12,79,139,218
GUANAY,atencion odontologica,consulta nueva,2015-11-01,46,41,26,32,3,4,11,16,7,8,0,3,0,0,93,104,197
GUAQUI,atencion odontologica,consulta nueva,2015-11-01,10,6,13,5,17,15,25,42,24,27,0,8,0,6,89,109,198
GUAYARAMERIN,atencion odontologica,consulta nueva,2015-11-01,76,92,100,77,49,81,88,128,12,15,0,63,0,37,325,493,818
GUTIERREZ,atencion odontologica,consulta nueva,2015-11-01,13,22,68,78,4,10,15,47,7,10,0,11,0,9,107,187,294
HUACARETA,atencion odontologica,consulta nueva,2015-11-01,13,14,3,4,6,15,11,69,8,15,0,25,0,15,41,157,198
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta nueva,2015-11-01,52,61,6,5,1,3,8,40,0,0,0,12,0,2,67,123,190
HUACHACALLA,atencion odontologica,consulta nueva,2015-11-01,1,0,5,2,0,5,8,16,0,2,0,6,0,2,14,33,47
HUANUNI,atencion odontologica,consulta nueva,2015-11-01,165,126,104,118,36,65,106,189,31,32,0,42,0,25,442,597,1039
HUARINA,atencion odontologica,consulta nueva,2015-11-01,13,36,5,7,4,4,9,40,28,7,0,3,0,10,59,107,166
HUATAJATA,atencion odontologica,consulta nueva,2015-11-01,10,35,8,8,4,10,17,48,26,14,0,2,0,15,65,132,197
HUAYLLAMARCA,atencion odontologica,consulta nueva,2015-11-01,21,13,17,47,1,13,29,41,11,13,0,4,0,3,79,134,213
HUMANATA,atencion odontologica,consulta nueva,2015-11-01,9,8,0,1,1,1,0,2,30,29,0,3,0,4,40,48,88
ICLA,atencion odontologica,consulta nueva,2015-11-01,122,98,34,54,26,24,14,48,3,0,0,28,0,5,199,257,456
INCAHUASI,atencion odontologica,consulta nueva,2015-11-01,71,39,16,15,9,18,16,75,3,1,0,23,0,25,115,196,311
INQUISIVI,atencion odontologica,consulta nueva,2015-11-01,37,35,26,17,8,28,20,30,23,12,0,44,0,5,114,171,285
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta nueva,2015-11-01,137,163,49,48,9,19,34,102,36,17,0,27,0,19,265,395,660
IXIAMAS,atencion odontologica,consulta nueva,2015-11-01,12,8,19,24,5,20,19,43,2,0,0,1,0,10,57,106,163
JESUS DE MACHACA,atencion odontologica,consulta nueva,2015-11-01,15,15,13,15,7,14,14,33,11,11,0,2,0,5,60,95,155
LA ASUNTA,atencion odontologica,consulta nueva,2015-11-01,62,60,37,58,16,30,77,154,12,13,0,8,0,60,204,383,587
LA GUARDIA,atencion odontologica,consulta nueva,2015-11-01,100,142,1,6,1,12,5,68,41,32,0,30,0,54,148,344,492
LA PAZ,atencion odontologica,consulta nueva,2015-11-01,3418,3418,1393,1513,671,963,2042,4159,580,626,0,749,0,611,8104,12039,20143
LAGUNILLAS,atencion odontologica,consulta nueva,2015-11-01,1,1,16,12,8,22,6,72,0,1,0,1,0,1,31,110,141
LAJA,atencion odontologica,consulta nueva,2015-11-01,46,42,11,19,10,31,22,100,29,64,0,19,0,24,118,299,417
LAS CARRERAS,atencion odontologica,consulta nueva,2015-11-01,5,3,5,13,9,15,12,46,4,9,0,23,0,9,35,118,153
LICOMA PAMPA,atencion odontologica,consulta nueva,2015-11-01,20,5,0,5,2,3,0,16,1,4,0,1,0,1,23,35,58
LLALLAGUA,atencion odontologica,consulta nueva,2015-11-01,136,157,40,39,14,47,38,148,6,27,0,43,0,74,234,535,769
LLICA,atencion odontologica,consulta nueva,2015-11-01,14,10,11,15,4,5,18,32,9,1,0,0,0,1,56,64,120
LURIBAY,atencion odontologica,consulta nueva,2015-11-01,15,17,10,4,5,14,12,37,3,6,0,1,0,7,45,86,131
MACHACAMARCA,atencion odontologica,consulta nueva,2015-11-01,19,19,15,14,8,10,11,72,46,41,0,40,0,5,99,201,300
MACHARETI,atencion odontologica,consulta nueva,2015-11-01,51,31,5,9,6,15,23,78,15,9,0,57,0,3,100,202,302
MAGDALENA,atencion odontologica,consulta nueva,2015-11-01,10,19,19,12,8,18,4,33,1,0,0,6,0,7,42,95,137
MAIRANA,atencion odontologica,consulta nueva,2015-11-01,56,48,20,23,13,26,22,63,27,12,0,13,0,16,138,201,339
MALLA,atencion odontologica,consulta nueva,2015-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
MAPIRI,atencion odontologica,consulta nueva,2015-11-01,31,27,24,26,4,17,23,87,8,22,0,24,0,28,90,231,321
MECAPACA,atencion odontologica,consulta nueva,2015-11-01,128,68,15,39,13,27,15,77,7,11,0,12,0,21,178,255,433
MINEROS,atencion odontologica,consulta nueva,2015-11-01,0,2,1,1,0,0,0,2,0,1,0,0,0,0,1,6,7
MIZQUE,atencion odontologica,consulta nueva,2015-11-01,27,35,16,31,4,18,8,70,14,22,0,13,0,47,69,236,305
MOCOMOCO,atencion odontologica,consulta nueva,2015-11-01,19,15,24,29,4,28,38,49,23,11,0,0,0,2,108,134,242
MOJOCOYA,atencion odontologica,consulta nueva,2015-11-01,40,45,35,55,9,40,36,51,12,1,0,12,0,12,132,216,348
MONTEAGUDO,atencion odontologica,consulta nueva,2015-11-01,127,120,24,30,28,37,76,245,20,30,0,79,0,57,275,598,873
MONTERO,atencion odontologica,consulta nueva,2015-11-01,198,188,262,231,36,163,127,333,44,17,0,101,0,39,667,1072,1739
MORO MORO,atencion odontologica,consulta nueva,2015-11-01,14,9,6,2,9,11,12,16,5,5,0,1,0,2,46,46,92
MOROCHATA,atencion odontologica,consulta nueva,2015-11-01,53,74,7,11,5,44,9,99,29,41,0,33,0,59,103,361,464
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,consulta nueva,2015-11-01,4,0,1,0,0,0,3,1,1,0,0,0,0,0,9,1,10
OCURI,atencion odontologica,consulta nueva,2015-11-01,22,29,6,5,11,9,20,65,17,7,0,14,0,14,76,143,219
OKINAWA,atencion odontologica,consulta nueva,2015-11-01,4,4,1,3,1,5,2,5,4,0,0,3,0,2,12,22,34
OMEREQUE,atencion odontologica,consulta nueva,2015-11-01,29,9,2,13,0,8,9,24,1,5,0,0,0,3,41,62,103
ORURO,atencion odontologica,consulta nueva,2015-11-01,1208,1199,495,642,219,362,1189,2005,329,284,0,441,0,148,3440,5081,8521
PADCAYA,atencion odontologica,consulta nueva,2015-11-01,11,24,67,60,78,71,51,147,15,7,0,4,0,1,222,314,536
PADILLA,atencion odontologica,consulta nueva,2015-11-01,26,28,23,14,2,15,18,87,16,6,0,29,0,22,85,201,286
PAILON,atencion odontologica,consulta nueva,2015-11-01,28,27,18,19,12,27,30,50,18,14,0,28,0,27,106,192,298
PALCA,atencion odontologica,consulta nueva,2015-11-01,123,137,77,84,5,21,36,78,18,13,0,14,0,20,259,367,626
PALOS BLANCOS,atencion odontologica,consulta nueva,2015-11-01,65,76,21,25,21,25,20,112,19,10,0,20,0,52,146,320,466
PAMPA AULLAGAS,atencion odontologica,consulta nueva,2015-11-01,4,8,4,0,0,28,4,21,0,13,0,22,0,13,12,105,117
PAMPA GRANDE,atencion odontologica,consulta nueva,2015-11-01,60,44,0,1,0,3,0,29,4,1,0,16,0,13,64,107,171
PAPEL PAMPA,atencion odontologica,consulta nueva,2015-11-01,19,11,2,5,1,5,10,35,32,11,0,1,0,2,64,70,134
PASORAPA,atencion odontologica,consulta nueva,2015-11-01,2,4,14,6,4,5,9,22,17,6,0,0,0,0,46,43,89
PATACAMAYA,atencion odontologica,consulta nueva,2015-11-01,178,216,24,13,3,37,11,116,5,19,0,0,0,65,221,466,687
PAZÑA,atencion odontologica,consulta nueva,2015-11-01,12,18,219,229,3,11,11,39,11,4,0,8,0,6,256,315,571
PELECHUCO,atencion odontologica,consulta nueva,2015-11-01,38,10,1,1,1,3,4,7,0,1,0,0,0,4,44,26,70
POCOATA,atencion odontologica,consulta nueva,2015-11-01,74,124,11,14,2,6,25,49,18,28,0,46,0,55,130,322,452
POCONA,atencion odontologica,consulta nueva,2015-11-01,50,61,18,25,10,28,30,55,5,9,0,17,0,14,113,209,322
POJO (CBBA),atencion odontologica,consulta nueva,2015-11-01,10,20,114,121,7,13,18,35,5,6,0,6,0,16,154,217,371
POOPO,atencion odontologica,consulta nueva,2015-11-01,44,40,60,60,6,9,49,55,35,37,0,8,0,20,194,229,423
PORCO,atencion odontologica,consulta nueva,2015-11-01,20,32,3,16,3,24,12,51,1,3,0,11,0,42,39,179,218
POROMA,atencion odontologica,consulta nueva,2015-11-01,66,85,71,59,16,29,38,131,19,26,0,45,0,16,210,391,601
PORONGO,atencion odontologica,consulta nueva,2015-11-01,13,15,25,27,0,2,3,5,5,4,0,2,0,0,46,55,101
PORTACHUELO,atencion odontologica,consulta nueva,2015-11-01,5,10,4,19,2,5,14,13,13,1,0,15,0,0,38,63,101
PORVENIR,atencion odontologica,consulta nueva,2015-11-01,42,50,34,22,13,18,41,60,25,10,0,13,0,13,155,186,341
POSTRER VALLE,atencion odontologica,consulta nueva,2015-11-01,33,31,4,17,2,9,12,35,3,11,0,4,0,0,54,107,161
POTOSI,atencion odontologica,consulta nueva,2015-11-01,591,568,344,310,218,317,421,1066,118,176,0,202,0,286,1692,2925,4617
PRESTO,atencion odontologica,consulta nueva,2015-11-01,32,41,20,37,19,28,8,81,0,2,0,20,0,22,79,231,310
PUCARA,atencion odontologica,consulta nueva,2015-11-01,8,3,1,1,3,10,2,33,8,0,0,4,0,0,22,51,73
PUCARANI,atencion odontologica,consulta nueva,2015-11-01,84,54,27,30,21,57,40,149,54,39,0,29,0,29,226,387,613
PUERTO ACOSTA,atencion odontologica,consulta nueva,2015-11-01,6,5,8,4,8,10,11,25,19,17,0,9,0,3,52,73,125
PUERTO CARABUCO,atencion odontologica,consulta nueva,2015-11-01,5,6,3,1,6,12,8,23,9,2,0,0,0,0,31,44,75
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2015-11-01,62,54,64,101,22,28,14,28,19,20,0,10,0,2,181,243,424
PUERTO PEREZ,atencion odontologica,consulta nueva,2015-11-01,12,14,6,5,0,10,8,17,20,19,0,5,0,0,46,70,116
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2015-11-01,59,38,5,5,151,178,4,42,2,13,0,29,0,4,221,309,530
PUERTO RICO,atencion odontologica,consulta nueva,2015-11-01,83,48,62,74,30,17,28,25,3,1,0,10,0,7,206,182,388
PUERTO SUAREZ,atencion odontologica,consulta nueva,2015-11-01,9,11,5,0,3,1,4,38,5,5,0,34,0,10,26,99,125
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2015-11-01,237,165,29,44,15,131,54,267,27,27,0,54,0,192,362,880,1242
PUNA,atencion odontologica,consulta nueva,2015-11-01,59,40,25,55,6,37,39,99,10,26,0,14,0,45,139,316,455
PUNATA,atencion odontologica,consulta nueva,2015-11-01,107,118,94,133,9,73,70,226,40,73,0,31,0,45,320,699,1019
QUIABAYA,atencion odontologica,consulta nueva,2015-11-01,19,20,14,7,1,8,17,45,4,1,0,8,0,5,55,94,149
QUILLACOLLO,atencion odontologica,consulta nueva,2015-11-01,831,674,192,196,60,147,161,489,116,89,0,95,0,164,1360,1854,3214
QUIME,atencion odontologica,consulta nueva,2015-11-01,146,178,55,30,15,54,47,151,48,51,0,133,0,66,311,663,974
QUIRUSILLAS,atencion odontologica,consulta nueva,2015-11-01,7,4,1,1,0,0,5,15,0,0,0,0,0,4,13,24,37
RAVELO,atencion odontologica,consulta nueva,2015-11-01,71,67,4,8,6,18,25,56,59,72,0,27,0,26,165,274,439
REYES,atencion odontologica,consulta nueva,2015-11-01,1,0,1,1,0,1,1,6,1,1,0,0,0,0,4,9,13
RIBERALTA,atencion odontologica,consulta nueva,2015-11-01,99,121,75,52,41,105,55,256,25,10,0,166,0,95,295,805,1100
RURRENABAQUE,atencion odontologica,consulta nueva,2015-11-01,17,22,24,29,29,32,38,62,10,12,0,16,0,7,118,180,298
SABAYA,atencion odontologica,consulta nueva,2015-11-01,15,14,115,132,68,95,14,35,23,15,0,13,0,1,235,305,540
SACABA,atencion odontologica,consulta nueva,2015-11-01,313,386,1357,1464,421,533,194,401,69,109,0,108,0,118,2354,3119,5473
SACABAMBA,atencion odontologica,consulta nueva,2015-11-01,3,12,20,1,0,9,2,30,5,9,0,10,0,6,30,77,107
SACACA,atencion odontologica,consulta nueva,2015-11-01,43,32,5,16,6,9,18,61,11,8,0,16,0,5,83,147,230
SAIPINA,atencion odontologica,consulta nueva,2015-11-01,48,26,3,8,0,14,9,26,6,5,0,4,0,15,66,98,164
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2015-11-01,101,104,130,201,22,40,38,69,41,83,0,36,0,17,332,550,882
SAMAIPATA,atencion odontologica,consulta nueva,2015-11-01,12,3,7,3,1,2,4,1,8,0,0,0,0,3,32,12,44
SAN AGUSTIN,atencion odontologica,consulta nueva,2015-11-01,6,5,2,4,5,2,5,11,1,4,0,0,0,0,19,26,45
SAN ANDRES,atencion odontologica,consulta nueva,2015-11-01,13,8,14,13,1,13,15,56,1,1,0,2,0,15,44,108,152
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2015-11-01,16,2,47,38,7,9,8,38,30,17,0,6,0,6,108,116,224
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2015-11-01,2,4,2,5,0,0,3,5,6,1,0,14,0,11,13,40,53
SAN BENITO,atencion odontologica,consulta nueva,2015-11-01,61,86,15,41,0,17,12,71,20,9,0,33,0,130,108,387,495
SAN BORJA,atencion odontologica,consulta nueva,2015-11-01,57,63,13,14,9,34,22,82,44,34,0,18,0,20,145,265,410
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2015-11-01,8,5,5,10,3,4,14,40,9,6,0,4,0,7,39,76,115
SAN CARLOS,atencion odontologica,consulta nueva,2015-11-01,56,59,10,8,6,24,4,44,12,9,0,8,0,15,88,167,255
SAN IGNACIO,atencion odontologica,consulta nueva,2015-11-01,30,39,106,110,26,60,66,144,10,6,0,29,0,24,238,412,650
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2015-11-01,91,69,1,3,11,18,10,23,18,9,0,9,0,14,131,145,276
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2015-11-01,9,1,8,1,1,1,2,11,0,0,0,1,0,0,20,15,35
SAN JAVIER(STC),atencion odontologica,consulta nueva,2015-11-01,8,11,11,8,2,7,12,14,8,4,0,5,0,3,41,52,93
SAN JOAQUIN,atencion odontologica,consulta nueva,2015-11-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2015-11-01,25,40,11,12,15,22,15,48,11,8,0,23,0,4,77,157,234
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2015-11-01,27,23,5,5,1,2,0,24,2,1,0,10,0,2,35,67,102
SAN JULIAN,atencion odontologica,consulta nueva,2015-11-01,37,31,1,0,0,5,1,63,11,21,0,12,0,45,50,177,227
SAN LORENZO(PND),atencion odontologica,consulta nueva,2015-11-01,7,6,2,5,0,14,2,21,1,0,0,22,0,2,12,70,82
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2015-11-01,35,58,197,227,86,90,99,273,21,15,0,2,0,0,438,665,1103
SAN LUCAS,atencion odontologica,consulta nueva,2015-11-01,24,27,26,49,10,49,30,200,27,5,0,90,0,19,117,439,556
SAN MATIAS,atencion odontologica,consulta nueva,2015-11-01,4,8,2,3,4,3,5,8,5,2,0,4,0,0,20,28,48
SAN MIGUEL DE VELASCO,atencion odontologica,consulta nueva,2015-11-01,10,18,13,3,3,9,14,47,16,21,0,1,0,10,56,109,165
SAN PABLO DE LIPEZ,atencion odontologica,consulta nueva,2015-11-01,0,1,9,4,31,30,7,12,1,1,0,2,0,1,48,51,99
SAN PEDRO,atencion odontologica,consulta nueva,2015-11-01,26,28,86,91,52,76,27,112,24,19,0,23,0,14,215,363,578
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta nueva,2015-11-01,23,20,163,177,40,39,19,94,6,9,0,10,0,52,251,401,652
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta nueva,2015-11-01,17,7,5,4,3,2,5,15,28,28,0,8,0,23,58,87,145
SAN PEDRO DE QUEMES,atencion odontologica,consulta nueva,2015-11-01,0,0,1,0,0,0,0,7,0,1,0,1,0,3,1,12,13
SAN PEDRO DE TIQUINA,atencion odontologica,consulta nueva,2015-11-01,20,20,9,13,6,16,17,28,9,13,0,6,0,0,61,96,157
SAN RAFAEL,atencion odontologica,consulta nueva,2015-11-01,30,21,2,1,1,17,6,20,2,0,0,12,0,0,41,71,112
SAN RAMON BENI,atencion odontologica,consulta nueva,2015-11-01,0,0,4,1,0,1,0,9,0,0,0,0,0,0,4,11,15
SAN RAMON SCZ,atencion odontologica,consulta nueva,2015-11-01,54,97,86,115,20,18,6,13,7,7,0,9,0,2,173,261,434
SANTA ANA,atencion odontologica,consulta nueva,2015-11-01,43,32,96,80,7,40,51,118,27,22,0,4,0,0,224,296,520
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta nueva,2015-11-01,2981,2823,490,516,354,888,1399,3953,793,753,0,2076,0,753,6017,11762,17779
SANTA ROSA,atencion odontologica,consulta nueva,2015-11-01,13,11,32,49,5,10,8,14,4,0,0,2,0,0,62,86,148
SANTA ROSA DEL SARA,atencion odontologica,consulta nueva,2015-11-01,39,34,55,46,12,18,25,59,12,4,0,28,0,33,143,222,365
SANTIAGO DE CALLAPA,atencion odontologica,consulta nueva,2015-11-01,6,4,5,2,1,6,3,6,3,2,0,4,0,3,18,27,45
SANTIAGO DE HUARI,atencion odontologica,consulta nueva,2015-11-01,58,70,180,168,35,23,66,104,47,59,0,20,0,8,386,452,838
SANTIAGO DE HUATA,atencion odontologica,consulta nueva,2015-11-01,17,19,5,4,6,14,16,58,33,44,0,4,0,9,77,152,229
SANTIAGO DE MACHACA,atencion odontologica,consulta nueva,2015-11-01,9,12,12,6,10,11,7,37,12,11,0,5,0,5,50,87,137
SANTIVAÑES,atencion odontologica,consulta nueva,2015-11-01,9,9,11,5,9,18,12,59,12,8,0,2,0,44,53,145,198
SANTUARIO DE QUILLACAS,atencion odontologica,consulta nueva,2015-11-01,22,47,8,4,1,3,10,37,13,30,0,8,0,9,54,138,192
SAPAHAQUI,atencion odontologica,consulta nueva,2015-11-01,18,38,25,24,11,18,36,66,18,29,0,26,0,6,108,207,315
SENA,atencion odontologica,consulta nueva,2015-11-01,17,26,12,5,1,23,11,60,3,0,0,17,0,18,44,149,193
SHINAOTA,atencion odontologica,consulta nueva,2015-11-01,62,111,0,3,0,12,0,43,8,6,0,27,0,24,70,226,296
SICA SICA (VILLA AROMA),atencion odontologica,consulta nueva,2015-11-01,27,23,10,9,2,14,14,56,18,14,0,6,0,2,71,124,195
SICAYA,atencion odontologica,consulta nueva,2015-11-01,2,4,2,7,1,3,2,20,3,1,0,2,0,7,10,44,54
SIPE SIPE,atencion odontologica,consulta nueva,2015-11-01,128,129,46,49,10,41,11,208,18,54,0,84,0,103,213,668,881
SOPACHUY,atencion odontologica,consulta nueva,2015-11-01,22,12,46,32,77,53,17,48,8,4,0,8,0,30,170,187,357
SORACACHI,atencion odontologica,consulta nueva,2015-11-01,35,55,393,357,95,88,15,42,10,13,0,16,0,5,548,576,1124
SORATA,atencion odontologica,consulta nueva,2015-11-01,79,56,6,13,2,16,21,70,9,12,0,39,0,74,117,280,397
SUCRE,atencion odontologica,consulta nueva,2015-11-01,2220,2005,1037,1162,384,908,1407,3195,224,215,0,1090,0,714,5272,9289,14561
TACACHI,atencion odontologica,consulta nueva,2015-11-01,0,0,3,0,0,0,3,4,0,7,0,0,0,0,6,11,17
TACACOMA,atencion odontologica,consulta nueva,2015-11-01,7,11,8,5,6,9,18,24,4,1,0,7,0,0,43,57,100
TACOBAMBA,atencion odontologica,consulta nueva,2015-11-01,10,11,3,1,1,0,6,9,0,2,0,0,0,4,20,27,47
TACOPAYA,atencion odontologica,consulta nueva,2015-11-01,10,11,3,4,5,13,16,35,16,9,0,5,0,8,50,85,135
TAPACARI,atencion odontologica,consulta nueva,2015-11-01,63,59,13,12,6,32,20,135,53,40,0,10,0,39,155,327,482
TARABUCO,atencion odontologica,consulta nueva,2015-11-01,207,212,6,6,7,28,43,171,37,35,0,61,0,69,300,582,882
TARACO,atencion odontologica,consulta nueva,2015-11-01,15,12,7,5,2,12,8,22,41,20,0,4,0,8,73,83,156
TARATA,atencion odontologica,consulta nueva,2015-11-01,16,25,7,13,9,8,16,19,10,13,0,8,0,15,58,101,159
TARIJA,atencion odontologica,consulta nueva,2015-11-01,277,252,1094,1197,499,778,1117,2083,221,159,0,86,0,21,3208,4576,7784
TARVITA,atencion odontologica,consulta nueva,2015-11-01,68,45,12,14,36,30,26,75,6,13,0,24,0,32,148,233,381
TEOPONTE,atencion odontologica,consulta nueva,2015-11-01,34,13,12,4,7,18,21,42,10,5,0,9,0,13,84,104,188
TIAWANACU,atencion odontologica,consulta nueva,2015-11-01,15,20,10,16,15,36,17,75,9,17,0,15,0,4,66,183,249
TINGUIPAYA,atencion odontologica,consulta nueva,2015-11-01,23,38,1,9,10,11,13,56,30,25,0,11,0,55,77,205,282
TIPUANI,atencion odontologica,consulta nueva,2015-11-01,20,22,2,6,2,7,27,26,8,4,0,9,0,5,59,79,138
TIQUIPAYA,atencion odontologica,consulta nueva,2015-11-01,605,552,264,272,17,168,35,443,78,51,0,176,0,189,999,1851,2850
TIRAQUE (CBBA),atencion odontologica,consulta nueva,2015-11-01,46,55,26,22,14,44,13,49,2,12,0,3,0,39,101,224,325
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta nueva,2015-11-01,1,2,3,3,1,4,8,18,1,1,0,5,0,0,14,33,47
TOCO,atencion odontologica,consulta nueva,2015-11-01,40,39,10,13,1,37,13,46,11,39,0,79,0,31,75,284,359
TOLATA,atencion odontologica,consulta nueva,2015-11-01,59,67,21,19,2,12,15,40,35,11,0,16,0,48,132,213,345
TOLEDO,atencion odontologica,consulta nueva,2015-11-01,5,3,51,55,5,9,2,36,8,5,0,3,0,2,71,113,184
TOMAVE,atencion odontologica,consulta nueva,2015-11-01,23,41,13,19,5,10,6,53,7,15,0,7,0,10,54,155,209
TOMINA,atencion odontologica,consulta nueva,2015-11-01,20,37,13,19,6,18,21,55,2,2,0,11,0,5,62,147,209
TORO TORO,atencion odontologica,consulta nueva,2015-11-01,12,4,4,24,9,14,20,51,3,9,0,16,0,32,48,150,198
TOTORA(CBBA),atencion odontologica,consulta nueva,2015-11-01,23,34,96,99,12,20,9,56,16,7,0,5,0,25,156,246,402
TOTORA(ORR),atencion odontologica,consulta nueva,2015-11-01,22,22,6,8,10,14,21,33,15,13,0,0,0,0,74,90,164
TRIGAL,atencion odontologica,consulta nueva,2015-11-01,14,17,44,46,6,3,4,57,20,8,0,10,0,35,88,176,264
TRINIDAD,atencion odontologica,consulta nueva,2015-11-01,145,148,233,262,118,146,179,539,53,59,0,108,0,20,728,1282,2010
TUPIZA,atencion odontologica,consulta nueva,2015-11-01,52,59,158,155,30,75,151,171,35,45,0,24,0,46,426,575,1001
TURCO,atencion odontologica,consulta nueva,2015-11-01,9,2,44,38,1,5,6,25,16,15,0,4,0,7,76,96,172
UMALA,atencion odontologica,consulta nueva,2015-11-01,42,27,26,36,7,4,7,39,6,14,0,8,0,23,88,151,239
