,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES,TOTALES,TOTALES
PORONGO,atencion odontologica,medidas preventivas,2015-11-01,13,16,2,2,0,1,0,4,4,4,0,0,0,0,19,27,46
PORTACHUELO,atencion odontologica,medidas preventivas,2015-11-01,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,4
PORVENIR,atencion odontologica,medidas preventivas,2015-11-01,8,8,0,0,0,1,0,6,0,0,0,0,0,0,8,15,23
POSTRER VALLE,atencion odontologica,medidas preventivas,2015-11-01,20,15,0,0,0,0,0,0,0,0,0,0,0,0,20,15,35
POTOSI,atencion odontologica,medidas preventivas,2015-11-01,203,182,24,22,13,28,55,68,6,3,0,0,0,0,301,303,604
PRESTO,atencion odontologica,medidas preventivas,2015-11-01,26,30,5,11,0,2,0,11,0,0,0,0,0,0,31,54,85
PUCARA,atencion odontologica,medidas preventivas,2015-11-01,10,8,17,18,1,0,0,0,0,0,0,0,0,0,28,26,54
PUCARANI,atencion odontologica,medidas preventivas,2015-11-01,38,16,0,0,2,2,3,23,2,2,0,0,0,0,45,43,88
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2015-11-01,2,5,0,1,0,0,0,1,0,0,0,0,0,0,2,7,9
PUERTO CARABUCO,atencion odontologica,medidas preventivas,2015-11-01,13,9,1,0,0,2,3,2,5,0,0,0,0,0,22,13,35
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2015-11-01,11,18,43,56,9,18,3,2,0,0,0,0,0,0,66,94,160
PUERTO PEREZ,atencion odontologica,medidas preventivas,2015-11-01,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2015-11-01,66,35,2,0,0,0,0,0,0,0,0,0,0,0,68,35,103
PUERTO RICO,atencion odontologica,medidas preventivas,2015-11-01,13,0,0,2,0,0,1,0,0,0,0,0,0,0,14,2,16
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2015-11-01,2,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,4
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2015-11-01,88,63,1,6,0,19,1,8,13,13,0,0,0,0,103,109,212
PUNA,atencion odontologica,medidas preventivas,2015-11-01,23,6,1,0,0,0,0,2,0,2,0,0,0,0,24,10,34
PUNATA,atencion odontologica,medidas preventivas,2015-11-01,37,63,96,114,7,47,47,149,8,14,0,0,0,0,195,387,582
QUIABAYA,atencion odontologica,medidas preventivas,2015-11-01,7,4,0,1,0,0,0,0,0,0,0,0,0,0,7,5,12
QUILLACOLLO,atencion odontologica,medidas preventivas,2015-11-01,473,344,234,242,84,155,192,382,16,8,0,0,0,0,999,1131,2130
QUIME,atencion odontologica,medidas preventivas,2015-11-01,50,68,4,6,1,5,1,8,1,3,0,0,0,0,57,90,147
QUIRUSILLAS,atencion odontologica,medidas preventivas,2015-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RAVELO,atencion odontologica,medidas preventivas,2015-11-01,25,15,0,0,0,0,0,1,3,4,0,0,0,0,28,20,48
REYES,atencion odontologica,medidas preventivas,2015-11-01,2,1,7,9,10,6,5,2,1,2,0,0,0,0,25,20,45
RIBERALTA,atencion odontologica,medidas preventivas,2015-11-01,146,187,48,34,17,29,19,98,1,2,0,0,0,0,231,350,581
ROBORE,atencion odontologica,medidas preventivas,2015-11-01,24,23,0,0,0,0,0,0,0,0,0,0,0,0,24,23,47
RURRENABAQUE,atencion odontologica,medidas preventivas,2015-11-01,13,13,15,28,17,20,48,40,6,5,0,0,0,0,99,106,205
SABAYA,atencion odontologica,medidas preventivas,2015-11-01,4,3,99,86,65,87,0,4,0,0,0,0,0,0,168,180,348
SACABA,atencion odontologica,medidas preventivas,2015-11-01,195,248,707,674,239,349,300,430,42,70,0,0,0,0,1483,1771,3254
SACABAMBA,atencion odontologica,medidas preventivas,2015-11-01,1,3,8,0,0,1,0,1,0,0,0,0,0,0,9,5,14
SACACA,atencion odontologica,medidas preventivas,2015-11-01,15,7,0,0,0,1,0,4,1,0,0,0,0,0,16,12,28
SAIPINA,atencion odontologica,medidas preventivas,2015-11-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SALINAS DE GARCI MENDOZA,atencion odontologica,medidas preventivas,2015-11-01,43,37,34,64,4,1,0,7,2,1,0,0,0,0,83,110,193
SAMAIPATA,atencion odontologica,medidas preventivas,2015-11-01,2,0,0,0,0,0,2,2,0,0,0,0,0,0,4,2,6
SAN AGUSTIN,atencion odontologica,medidas preventivas,2015-11-01,5,5,0,0,0,0,1,0,0,0,0,0,0,0,6,5,11
SAN ANDRES,atencion odontologica,medidas preventivas,2015-11-01,8,8,5,6,2,5,1,8,1,0,0,0,0,0,17,27,44
SAN ANDRES DE MACHACA,atencion odontologica,medidas preventivas,2015-11-01,4,0,26,10,2,3,1,1,0,0,0,0,0,0,33,14,47
SAN ANTONIO DE LOMERIO,atencion odontologica,medidas preventivas,2015-11-01,2,2,0,0,0,0,0,5,0,0,0,0,0,0,2,7,9
SAN BENITO,atencion odontologica,medidas preventivas,2015-11-01,27,51,4,22,0,5,4,26,8,3,0,0,0,0,43,107,150
SAN BORJA,atencion odontologica,medidas preventivas,2015-11-01,40,56,2,12,1,3,3,15,19,16,0,0,0,0,65,102,167
SAN BUENA VENTURA,atencion odontologica,medidas preventivas,2015-11-01,9,12,3,13,1,3,6,7,0,0,0,0,0,0,19,35,54
SAN CARLOS,atencion odontologica,medidas preventivas,2015-11-01,17,29,6,8,0,0,1,5,3,2,0,0,0,0,27,44,71
SAN IGNACIO,atencion odontologica,medidas preventivas,2015-11-01,8,17,72,75,8,14,9,32,0,1,0,0,0,0,97,139,236
SAN IGNACIO DE VELASCO,atencion odontologica,medidas preventivas,2015-11-01,80,123,1,1,0,5,2,7,0,0,0,0,0,0,83,136,219
SAN JAVIER(BNI),atencion odontologica,medidas preventivas,2015-11-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN JAVIER(STC),atencion odontologica,medidas preventivas,2015-11-01,5,4,1,0,0,0,0,0,0,0,0,0,0,0,6,4,10
SAN JOSE DE CHIQUITOS,atencion odontologica,medidas preventivas,2015-11-01,8,19,3,2,0,1,0,0,0,0,0,0,0,0,11,22,33
SAN JUAN DE YAPACANI,atencion odontologica,medidas preventivas,2015-11-01,8,7,0,0,0,1,0,3,0,0,0,0,0,0,8,11,19
SAN JULIAN,atencion odontologica,medidas preventivas,2015-11-01,30,26,0,2,4,1,11,12,3,0,0,0,0,0,48,41,89
SAN LORENZO(TJA),atencion odontologica,medidas preventivas,2015-11-01,9,9,44,63,17,9,0,17,0,2,0,0,0,0,70,100,170
SAN LUCAS,atencion odontologica,medidas preventivas,2015-11-01,10,15,22,26,0,20,1,62,0,0,0,0,0,0,33,123,156
SAN MATIAS,atencion odontologica,medidas preventivas,2015-11-01,2,4,1,1,2,0,1,3,0,0,0,0,0,0,6,8,14
SAN MIGUEL DE VELASCO,atencion odontologica,medidas preventivas,2015-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN PEDRO,atencion odontologica,medidas preventivas,2015-11-01,1,6,5,9,5,8,0,2,1,1,0,0,0,0,12,26,38
SAN PEDRO DE BUENA VISTA,atencion odontologica,medidas preventivas,2015-11-01,2,0,79,106,25,22,0,0,0,0,0,0,0,0,106,128,234
SAN PEDRO DE CURAHUARA,atencion odontologica,medidas preventivas,2015-11-01,14,6,0,0,0,4,1,2,3,1,0,0,0,0,18,13,31
SAN PEDRO DE TIQUINA,atencion odontologica,medidas preventivas,2015-11-01,1,9,0,0,0,2,2,2,0,1,0,0,0,0,3,14,17
SAN RAFAEL,atencion odontologica,medidas preventivas,2015-11-01,23,12,2,1,1,7,3,18,2,0,0,0,0,0,31,38,69
SAN RAMON SCZ,atencion odontologica,medidas preventivas,2015-11-01,36,60,83,110,13,9,4,7,0,0,0,0,0,0,136,186,322
SANTA ANA,atencion odontologica,medidas preventivas,2015-11-01,26,17,17,17,0,19,22,44,6,6,0,0,0,0,71,103,174
SANTA CRUZ DE LA SIERRA,atencion odontologica,medidas preventivas,2015-11-01,1914,1686,96,120,41,152,166,697,102,75,0,0,0,0,2319,2730,5049
SANTA ROSA,atencion odontologica,medidas preventivas,2015-11-01,11,2,19,27,0,0,0,0,0,0,0,0,0,0,30,29,59
SANTA ROSA DEL SARA,atencion odontologica,medidas preventivas,2015-11-01,16,25,6,14,2,7,0,5,0,0,0,0,0,0,24,51,75
SANTIAGO DE CALLAPA,atencion odontologica,medidas preventivas,2015-11-01,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,4,6
SANTIAGO DE HUARI,atencion odontologica,medidas preventivas,2015-11-01,17,23,86,52,18,9,27,35,12,16,0,0,0,0,160,135,295
SANTIAGO DE HUATA,atencion odontologica,medidas preventivas,2015-11-01,2,11,0,0,0,0,0,1,0,0,0,0,0,0,2,12,14
SANTIAGO DE MACHACA,atencion odontologica,medidas preventivas,2015-11-01,7,3,1,0,0,0,0,0,0,0,0,0,0,0,8,3,11
SANTIVAÑES,atencion odontologica,medidas preventivas,2015-11-01,1,0,2,0,0,10,0,5,0,0,0,0,0,0,3,15,18
SANTUARIO DE QUILLACAS,atencion odontologica,medidas preventivas,2015-11-01,7,18,0,0,0,0,0,0,0,0,0,0,0,0,7,18,25
SAPAHAQUI,atencion odontologica,medidas preventivas,2015-11-01,9,34,9,11,5,4,13,19,1,7,0,0,0,0,37,75,112
SENA,atencion odontologica,medidas preventivas,2015-11-01,3,10,0,0,0,7,0,6,0,0,0,0,0,0,3,23,26
SHINAOTA,atencion odontologica,medidas preventivas,2015-11-01,31,60,0,1,0,1,0,1,2,1,0,0,0,0,33,64,97
SICA SICA (VILLA AROMA),atencion odontologica,medidas preventivas,2015-11-01,15,8,1,1,0,1,0,2,0,0,0,0,0,0,16,12,28
SICAYA,atencion odontologica,medidas preventivas,2015-11-01,2,5,1,1,0,0,0,2,0,0,0,0,0,0,3,8,11
SIPE SIPE,atencion odontologica,medidas preventivas,2015-11-01,44,24,22,22,4,8,0,24,1,8,0,0,0,0,71,86,157
SOPACHUY,atencion odontologica,medidas preventivas,2015-11-01,3,0,3,3,10,0,0,0,0,0,0,0,0,0,16,3,19
SORACACHI,atencion odontologica,medidas preventivas,2015-11-01,8,15,221,165,51,37,0,2,0,0,0,0,0,0,280,219,499
SORATA,atencion odontologica,medidas preventivas,2015-11-01,45,31,1,0,0,1,0,9,0,0,0,0,0,0,46,41,87
SUCRE,atencion odontologica,medidas preventivas,2015-11-01,877,801,571,318,113,305,328,590,160,13,0,0,0,0,2049,2027,4076
TACACHI,atencion odontologica,medidas preventivas,2015-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TACACOMA,atencion odontologica,medidas preventivas,2015-11-01,1,0,0,0,0,1,3,0,0,0,0,0,0,0,4,1,5
TACOBAMBA,atencion odontologica,medidas preventivas,2015-11-01,5,8,0,0,0,0,0,1,0,0,0,0,0,0,5,9,14
TACOPAYA,atencion odontologica,medidas preventivas,2015-11-01,11,14,0,1,1,6,3,7,0,0,0,0,0,0,15,28,43
TAPACARI,atencion odontologica,medidas preventivas,2015-11-01,31,36,3,4,1,3,0,28,12,7,0,0,0,0,47,78,125
TARABUCO,atencion odontologica,medidas preventivas,2015-11-01,70,69,0,0,0,1,0,5,0,0,0,0,0,0,70,75,145
TARACO,atencion odontologica,medidas preventivas,2015-11-01,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14
TARATA,atencion odontologica,medidas preventivas,2015-11-01,6,7,3,4,4,4,12,11,1,5,0,0,0,0,26,31,57
TARIJA,atencion odontologica,medidas preventivas,2015-11-01,147,148,523,489,170,258,309,439,143,86,0,0,0,0,1292,1420,2712
TARVITA,atencion odontologica,medidas preventivas,2015-11-01,40,24,0,0,0,1,0,4,0,0,0,0,0,0,40,29,69
TEOPONTE,atencion odontologica,medidas preventivas,2015-11-01,19,10,2,1,1,0,1,8,0,0,0,0,0,0,23,19,42
TIAWANACU,atencion odontologica,medidas preventivas,2015-11-01,3,7,0,0,0,2,0,2,0,0,0,0,0,0,3,11,14
TINGUIPAYA,atencion odontologica,medidas preventivas,2015-11-01,10,25,0,0,0,0,0,3,0,0,0,0,0,0,10,28,38
TIPUANI,atencion odontologica,medidas preventivas,2015-11-01,8,17,0,1,0,0,0,0,0,0,0,0,0,0,8,18,26
TIQUIPAYA,atencion odontologica,medidas preventivas,2015-11-01,302,284,178,165,11,55,11,80,12,8,0,0,0,0,514,592,1106
TIRAQUE (CBBA),atencion odontologica,medidas preventivas,2015-11-01,9,10,10,0,0,0,0,0,0,0,0,0,0,0,19,10,29
TOCO,atencion odontologica,medidas preventivas,2015-11-01,26,21,2,4,0,11,5,12,2,7,0,0,0,0,35,55,90
TOLATA,atencion odontologica,medidas preventivas,2015-11-01,21,28,4,15,0,5,5,19,16,3,0,0,0,0,46,70,116
TOLEDO,atencion odontologica,medidas preventivas,2015-11-01,1,0,32,22,0,1,0,1,0,0,0,0,0,0,33,24,57
TOMAVE,atencion odontologica,medidas preventivas,2015-11-01,8,11,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
TOMINA,atencion odontologica,medidas preventivas,2015-11-01,2,5,0,4,0,0,0,0,0,0,0,0,0,0,2,9,11
TORO TORO,atencion odontologica,medidas preventivas,2015-11-01,11,2,2,12,5,1,0,6,0,0,0,0,0,0,18,21,39
TOTORA(CBBA),atencion odontologica,medidas preventivas,2015-11-01,8,0,34,32,0,0,0,4,1,0,0,0,0,0,43,36,79
TOTORA(ORR),atencion odontologica,medidas preventivas,2015-11-01,4,9,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
TRIGAL,atencion odontologica,medidas preventivas,2015-11-01,6,10,27,29,0,0,0,2,0,0,0,0,0,0,33,41,74
TRINIDAD,atencion odontologica,medidas preventivas,2015-11-01,63,64,87,90,7,28,50,141,7,6,0,0,0,0,214,329,543
TUPIZA,atencion odontologica,medidas preventivas,2015-11-01,29,28,78,80,15,24,42,25,12,12,0,0,0,0,176,169,345
TURCO,atencion odontologica,medidas preventivas,2015-11-01,4,2,42,30,0,0,1,0,1,0,0,0,0,0,48,32,80
UMALA,atencion odontologica,medidas preventivas,2015-11-01,11,4,20,30,0,0,0,0,0,0,0,0,0,0,31,34,65
UNCIA,atencion odontologica,medidas preventivas,2015-11-01,12,22,0,0,0,0,0,2,0,0,0,0,0,0,12,24,36
URIONDO (A. CONCEPCION),atencion odontologica,medidas preventivas,2015-11-01,18,12,29,35,22,19,6,10,0,4,0,0,0,0,75,80,155
URUBICHA,atencion odontologica,medidas preventivas,2015-11-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3
UYUNI,atencion odontologica,medidas preventivas,2015-11-01,31,31,3,5,2,6,6,2,4,3,0,0,0,0,46,47,93
VACAS,atencion odontologica,medidas preventivas,2015-11-01,9,10,2,0,0,4,4,12,0,0,0,0,0,0,15,26,41
VALLEGRANDE,atencion odontologica,medidas preventivas,2015-11-01,74,79,45,47,30,59,83,132,28,9,0,0,0,0,260,326,586
VIACHA,atencion odontologica,medidas preventivas,2015-11-01,95,90,119,132,32,50,7,24,6,2,0,0,0,0,259,298,557
VILA VILA,atencion odontologica,medidas preventivas,2015-11-01,22,50,0,0,0,0,1,1,0,0,0,0,0,0,23,51,74
VILLA CHARCAS,atencion odontologica,medidas preventivas,2015-11-01,3,2,0,0,0,4,0,0,0,0,0,0,0,0,3,6,9
VILLA MONTES,atencion odontologica,medidas preventivas,2015-11-01,30,47,95,94,14,20,9,33,0,0,0,0,0,0,148,194,342
VILLA NUEVA (LOMA ALTA),atencion odontologica,medidas preventivas,2015-11-01,15,14,14,27,0,0,0,0,0,0,0,0,0,0,29,41,70
VILLA RIVERO,atencion odontologica,medidas preventivas,2015-11-01,16,37,10,5,0,16,4,24,2,2,0,0,0,0,32,84,116
VILLA SERRANO,atencion odontologica,medidas preventivas,2015-11-01,36,38,0,0,0,0,0,1,0,0,0,0,0,0,36,39,75
VILLA TUNARI,atencion odontologica,medidas preventivas,2015-11-01,150,148,333,289,2,32,72,173,11,7,0,0,0,0,568,649,1217
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,medidas preventivas,2015-11-01,4,1,0,1,1,2,1,3,1,0,0,0,0,0,7,7,14
VILLAZON,atencion odontologica,medidas preventivas,2015-11-01,64,75,3,8,5,1,7,21,1,11,0,0,0,0,80,116,196
VINTO,atencion odontologica,medidas preventivas,2015-11-01,154,119,3,6,1,21,3,16,3,6,0,0,0,0,164,168,332
VITICHI,atencion odontologica,medidas preventivas,2015-11-01,0,0,9,19,0,0,0,4,0,0,0,0,0,0,9,23,32
WARNES,atencion odontologica,medidas preventivas,2015-11-01,38,54,12,19,2,5,6,20,5,1,0,0,0,0,63,99,162
YACUIBA,atencion odontologica,medidas preventivas,2015-11-01,81,38,131,87,11,70,68,149,14,3,0,0,0,0,305,347,652
YAMPARAEZ,atencion odontologica,medidas preventivas,2015-11-01,110,79,0,0,0,0,0,2,0,0,0,0,0,0,110,81,191
YANACACHI,atencion odontologica,medidas preventivas,2015-11-01,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,15,15
YAPACANI,atencion odontologica,medidas preventivas,2015-11-01,135,131,2,1,1,2,0,11,6,1,0,0,0,0,144,146,290
YOCALLA,atencion odontologica,medidas preventivas,2015-11-01,4,7,1,0,0,1,0,1,0,0,0,0,0,0,5,9,14
YOTALA,atencion odontologica,medidas preventivas,2015-11-01,24,27,0,0,0,11,0,18,0,4,0,0,0,0,24,60,84
YUNCHARA,atencion odontologica,medidas preventivas,2015-11-01,26,28,40,23,5,6,3,5,0,0,0,0,0,0,74,62,136
ZUDAÑEZ,atencion odontologica,medidas preventivas,2015-11-01,6,9,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
ACACIO,atencion odontologica,medidas preventivas,2015-12-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ACHACACHI,atencion odontologica,medidas preventivas,2015-12-01,56,52,4,9,0,4,0,10,2,4,0,0,0,0,62,79,141
ACHOCALLA,atencion odontologica,medidas preventivas,2015-12-01,23,21,2,2,0,0,0,8,0,0,0,0,0,0,25,31,56
AIQUILE,atencion odontologica,medidas preventivas,2015-12-01,78,104,64,48,22,33,8,28,14,13,0,0,0,0,186,226,412
ALALAY,atencion odontologica,medidas preventivas,2015-12-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3
ALCALA,atencion odontologica,medidas preventivas,2015-12-01,49,37,0,0,0,2,0,3,0,0,0,0,0,0,49,42,91
ALTO BENI,atencion odontologica,medidas preventivas,2015-12-01,22,10,4,7,1,3,3,7,0,0,0,0,0,0,30,27,57
ANCORAIMES,atencion odontologica,medidas preventivas,2015-12-01,9,13,1,1,0,0,0,1,0,0,0,0,0,0,10,15,25
ANDAMARCA,atencion odontologica,medidas preventivas,2015-12-01,3,6,6,17,0,4,2,0,3,2,0,0,0,0,14,29,43
ANTEQUERA,atencion odontologica,medidas preventivas,2015-12-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
ANZALDO,atencion odontologica,medidas preventivas,2015-12-01,0,1,0,1,0,16,0,0,0,0,0,0,0,0,0,18,18
APOLO,atencion odontologica,medidas preventivas,2015-12-01,5,2,4,1,0,0,0,0,0,0,0,0,0,0,9,3,12
ARAMPAMPA,atencion odontologica,medidas preventivas,2015-12-01,17,24,0,0,0,1,0,0,0,0,0,0,0,0,17,25,42
ARANI,atencion odontologica,medidas preventivas,2015-12-01,29,19,13,13,2,8,7,18,1,2,0,0,0,0,52,60,112
ARBIETO,atencion odontologica,medidas preventivas,2015-12-01,35,42,7,7,1,3,0,13,0,4,0,0,0,0,43,69,112
ARQUE,atencion odontologica,medidas preventivas,2015-12-01,14,2,0,1,1,8,2,6,5,4,0,0,0,0,22,21,43
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2015-12-01,88,51,0,0,5,0,3,2,1,3,0,0,0,0,97,56,153
ATOCHA,atencion odontologica,medidas preventivas,2015-12-01,7,2,11,26,0,3,8,16,0,0,0,0,0,0,26,47,73
AUCAPATA,atencion odontologica,medidas preventivas,2015-12-01,3,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,5
AYATA,atencion odontologica,medidas preventivas,2015-12-01,11,12,8,1,0,4,1,3,0,1,0,0,0,0,20,21,41
AYO AYO,atencion odontologica,medidas preventivas,2015-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2015-12-01,37,26,65,61,12,33,56,64,4,9,0,0,0,0,174,193,367
AZURDUY,atencion odontologica,medidas preventivas,2015-12-01,7,21,5,8,0,0,0,4,0,0,0,0,0,0,12,33,45
BATALLAS,atencion odontologica,medidas preventivas,2015-12-01,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,4
BAURES,atencion odontologica,medidas preventivas,2015-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2015-12-01,17,11,0,0,0,0,0,2,3,1,0,0,0,0,20,14,34
BELLA FLOR,atencion odontologica,medidas preventivas,2015-12-01,0,0,62,27,1,1,0,0,2,0,0,0,0,0,65,28,93
BERMEJO,atencion odontologica,medidas preventivas,2015-12-01,16,27,58,84,40,26,18,38,0,0,0,0,0,0,132,175,307
BETANZOS,atencion odontologica,medidas preventivas,2015-12-01,24,10,0,0,0,2,0,3,0,0,0,0,0,0,24,15,39
BOLIVAR,atencion odontologica,medidas preventivas,2015-12-01,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,4,6
BUENA VISTA,atencion odontologica,medidas preventivas,2015-12-01,29,24,3,2,0,4,0,16,0,0,0,0,0,0,32,46,78
CABEZAS,atencion odontologica,medidas preventivas,2015-12-01,51,71,7,14,0,0,0,2,0,0,0,0,0,0,58,87,145
CAIROMA,atencion odontologica,medidas preventivas,2015-12-01,7,2,6,17,0,0,6,8,1,0,0,0,0,0,20,27,47
"CAIZA ""D""",atencion odontologica,medidas preventivas,2015-12-01,5,4,0,0,0,0,0,1,0,0,0,0,0,0,5,5,10
CAJUATA,atencion odontologica,medidas preventivas,2015-12-01,13,7,34,22,0,1,1,2,0,0,0,0,0,0,48,32,80
CALACOTO,atencion odontologica,medidas preventivas,2015-12-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CALAMARCA,atencion odontologica,medidas preventivas,2015-12-01,15,6,0,0,0,1,0,4,1,0,0,0,0,0,16,11,27
CAMARGO,atencion odontologica,medidas preventivas,2015-12-01,28,24,2,1,0,0,0,2,0,0,0,0,0,0,30,27,57
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2015-12-01,0,12,0,0,0,0,1,0,0,0,0,0,0,0,1,12,13
CAMIRI,atencion odontologica,medidas preventivas,2015-12-01,40,51,0,22,1,4,5,6,0,2,0,0,0,0,46,85,131
CAPINOTA,atencion odontologica,medidas preventivas,2015-12-01,96,35,10,19,6,17,5,31,4,5,0,0,0,0,121,107,228
CAQUIAVIRI,atencion odontologica,medidas preventivas,2015-12-01,28,30,9,3,0,4,0,1,2,1,0,0,0,0,39,39,78
CARACOLLO,atencion odontologica,medidas preventivas,2015-12-01,20,40,20,24,3,5,1,5,0,3,0,0,0,0,44,77,121
CARANAVI,atencion odontologica,medidas preventivas,2015-12-01,34,44,14,20,8,12,4,6,4,0,0,0,0,0,64,82,146
CARANGAS,atencion odontologica,medidas preventivas,2015-12-01,0,0,2,6,0,0,0,0,0,0,0,0,0,0,2,6,8
CARAPARI,atencion odontologica,medidas preventivas,2015-12-01,2,3,11,37,2,11,1,7,0,0,0,0,0,0,16,58,74
CARIPUYO,atencion odontologica,medidas preventivas,2015-12-01,11,5,0,0,0,0,3,0,3,8,0,0,0,0,17,13,30
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2015-12-01,29,39,5,5,0,0,7,6,0,0,0,0,0,0,41,50,91
CATACORA,atencion odontologica,medidas preventivas,2015-12-01,0,0,6,0,0,1,0,0,0,0,0,0,0,0,6,1,7
CHALLAPATA,atencion odontologica,medidas preventivas,2015-12-01,124,82,59,90,1,8,8,25,5,0,0,0,0,0,197,205,402
CHAQUI,atencion odontologica,medidas preventivas,2015-12-01,19,6,4,2,1,5,4,16,1,4,0,0,0,0,29,33,62
CHARAGUA,atencion odontologica,medidas preventivas,2015-12-01,19,13,2,0,1,3,0,8,0,0,0,0,0,0,22,24,46
CHARAÑA,atencion odontologica,medidas preventivas,2015-12-01,7,3,0,0,0,0,0,1,0,0,0,0,0,0,7,4,11
CHAYANTA,atencion odontologica,medidas preventivas,2015-12-01,5,11,1,1,0,0,1,3,0,1,0,0,0,0,7,16,23
CHIMORE,atencion odontologica,medidas preventivas,2015-12-01,41,39,13,29,1,6,2,4,1,2,0,0,0,0,58,80,138
CHOQUE COTA,atencion odontologica,medidas preventivas,2015-12-01,0,0,6,7,0,0,0,0,0,0,0,0,0,0,6,7,13
CHUA COCANI,atencion odontologica,medidas preventivas,2015-12-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2015-12-01,14,6,0,1,0,4,0,1,0,0,0,0,0,0,14,12,26
CHUMA,atencion odontologica,medidas preventivas,2015-12-01,20,16,13,8,0,13,6,16,10,6,0,0,0,0,49,59,108
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2015-12-01,7,6,0,0,0,1,0,4,0,2,0,0,0,0,7,13,20
CKOCHAS,atencion odontologica,medidas preventivas,2015-12-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
CLIZA,atencion odontologica,medidas preventivas,2015-12-01,13,14,4,27,0,4,0,27,1,1,0,0,0,0,18,73,91
COBIJA,atencion odontologica,medidas preventivas,2015-12-01,87,107,9,16,6,21,7,37,0,1,0,0,0,0,109,182,291
COCAPATA,atencion odontologica,medidas preventivas,2015-12-01,42,45,0,0,0,30,0,12,3,2,0,0,0,0,45,89,134
COCHABAMBA,atencion odontologica,medidas preventivas,2015-12-01,1267,1316,1788,1693,621,1444,1333,1665,440,257,0,0,0,0,5449,6375,11824
COIPASA,atencion odontologica,medidas preventivas,2015-12-01,1,5,17,5,0,0,0,0,0,0,0,0,0,0,18,10,28
COLCAPIRHUA,atencion odontologica,medidas preventivas,2015-12-01,100,63,4,12,2,11,2,38,3,3,0,0,0,0,111,127,238
"COLCHA ""K""",atencion odontologica,medidas preventivas,2015-12-01,9,9,1,1,0,1,0,0,2,1,0,0,0,0,12,12,24
COLLANA,atencion odontologica,medidas preventivas,2015-12-01,2,2,1,1,0,2,1,4,1,0,0,0,0,0,5,9,14
