,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2015-12-01,6,4,6,5,3,12,9,14,1,1,0,0,0,0,25,36,61
AZURDUY,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,2,3,2,5,6,41,0,23,0,0,0,0,11,72,83
BATALLAS,atencion odontologica,cirugia bucal menor,2015-12-01,2,2,5,9,3,8,4,24,12,12,0,0,0,0,26,55,81
BAURES,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,3
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,2,0,0,0,0,1,1,0,0,0,0,0,3,1,4
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2015-12-01,1,2,1,0,0,1,3,2,4,0,0,0,0,0,9,5,14
BELLA FLOR,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,1,1,0,0,0,1,0,3,0,0,0,0,1,5,6
BERMEJO,atencion odontologica,cirugia bucal menor,2015-12-01,2,3,51,68,14,39,44,119,12,4,0,0,0,0,123,233,356
BETANZOS,atencion odontologica,cirugia bucal menor,2015-12-01,3,4,11,13,0,10,14,28,9,6,0,0,0,0,37,61,98
BOLIVAR,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
BUENA VISTA,atencion odontologica,cirugia bucal menor,2015-12-01,7,7,3,2,14,14,5,7,3,2,0,0,0,0,32,32,64
CABEZAS,atencion odontologica,cirugia bucal menor,2015-12-01,1,1,5,3,2,3,7,16,5,7,0,0,0,0,20,30,50
CAIROMA,atencion odontologica,cirugia bucal menor,2015-12-01,4,1,3,7,5,7,16,22,3,4,0,0,0,0,31,41,72
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2015-12-01,5,6,6,4,1,2,8,20,2,3,0,0,0,0,22,35,57
CAJUATA,atencion odontologica,cirugia bucal menor,2015-12-01,4,0,7,13,8,4,10,29,7,3,0,0,0,0,36,49,85
CALACOTO,atencion odontologica,cirugia bucal menor,2015-12-01,0,1,2,0,1,1,0,0,2,3,0,0,0,0,5,5,10
CALAMARCA,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,14,14,5,26,12,36,4,3,0,0,0,0,36,79,115
CAMARGO,atencion odontologica,cirugia bucal menor,2015-12-01,2,3,2,5,1,3,1,12,3,8,0,0,0,0,9,31,40
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2015-12-01,0,0,1,0,0,0,0,3,1,2,0,0,0,0,2,5,7
CAMIRI,atencion odontologica,cirugia bucal menor,2015-12-01,8,3,2,0,3,3,11,15,6,2,0,0,0,0,30,23,53
CAPINOTA,atencion odontologica,cirugia bucal menor,2015-12-01,3,4,1,2,2,4,1,9,1,5,0,0,0,0,8,24,32
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,1,5,1,3,3,13,16,9,0,0,0,0,22,30,52
CARACOLLO,atencion odontologica,cirugia bucal menor,2015-12-01,3,9,15,21,1,14,5,31,8,11,0,0,0,0,32,86,118
CARANAVI,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,2,2,2,2,4,1,1,1,0,0,0,0,9,6,15
CARANGAS,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,6
CARAPARI,atencion odontologica,cirugia bucal menor,2015-12-01,1,1,14,6,16,6,18,34,1,0,0,0,0,0,50,47,97
CARIPUYO,atencion odontologica,cirugia bucal menor,2015-12-01,2,0,1,4,1,1,3,9,3,4,0,0,0,0,10,18,28
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2015-12-01,0,4,9,10,0,0,0,10,2,4,0,0,0,0,11,28,39
CATACORA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,3,0,3,6,1,0,0,0,0,0,0,6,7,13
CHALLAPATA,atencion odontologica,cirugia bucal menor,2015-12-01,10,10,19,18,0,2,8,27,9,7,0,0,0,0,46,64,110
CHAQUI,atencion odontologica,cirugia bucal menor,2015-12-01,2,6,5,2,0,3,4,6,4,7,0,0,0,0,15,24,39
CHARAGUA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,2,8,1,1,7,5,1,0,0,0,0,0,11,14,25
CHARAÑA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,1,0,0,0,1,2,3,0,0,0,0,2,5,7
CHAYANTA,atencion odontologica,cirugia bucal menor,2015-12-01,9,8,7,8,1,0,3,6,3,0,0,0,0,0,23,22,45
CHIMORE,atencion odontologica,cirugia bucal menor,2015-12-01,1,1,0,2,0,0,1,0,0,0,0,0,0,0,2,3,5
CHIPAYA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,0,1,6,1,5,0,1,0,0,0,0,2,12,14
CHUA COCANI,atencion odontologica,cirugia bucal menor,2015-12-01,0,2,5,5,3,3,9,4,1,7,0,0,0,0,18,21,39
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2015-12-01,2,0,0,3,1,0,0,5,0,0,0,0,0,0,3,8,11
CHUMA,atencion odontologica,cirugia bucal menor,2015-12-01,1,5,15,8,7,18,27,54,29,22,0,0,0,0,79,107,186
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2015-12-01,8,6,1,1,0,0,1,0,1,0,0,0,0,0,11,7,18
CKOCHAS,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,0,1,1,3,1,6,0,4,0,0,0,0,3,14,17
CLIZA,atencion odontologica,cirugia bucal menor,2015-12-01,1,1,11,13,1,9,2,7,8,12,0,0,0,0,23,42,65
COBIJA,atencion odontologica,cirugia bucal menor,2015-12-01,2,7,6,12,4,5,21,18,3,1,0,0,0,0,36,43,79
COCAPATA,atencion odontologica,cirugia bucal menor,2015-12-01,12,12,0,0,0,11,0,8,1,2,0,0,0,0,13,33,46
COCHABAMBA,atencion odontologica,cirugia bucal menor,2015-12-01,92,97,114,150,37,87,117,207,56,38,0,0,0,0,416,579,995
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2015-12-01,14,11,2,2,0,5,2,6,0,0,0,0,0,0,18,24,42
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2015-12-01,3,4,10,10,3,10,8,29,2,4,0,0,0,0,26,57,83
COLLANA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,1,0,1,8,7,4,3,0,0,0,0,12,12,24
COLOMI,atencion odontologica,cirugia bucal menor,2015-12-01,14,6,5,5,0,3,1,9,0,0,0,0,0,0,20,23,43
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUECHACA,atencion odontologica,cirugia bucal menor,2015-12-01,9,11,4,6,4,5,3,24,11,10,0,0,0,0,31,56,87
COLQUENCHA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,9,6,2,2,3,5,1,4,0,0,0,0,15,17,32
COLQUIRI,atencion odontologica,cirugia bucal menor,2015-12-01,18,8,14,13,27,17,19,36,11,20,0,0,0,0,89,94,183
COMANCHE,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,0,1,2,2,0,3,2,2,0,0,0,0,5,8,13
COMARAPA,atencion odontologica,cirugia bucal menor,2015-12-01,2,1,0,4,2,7,3,4,4,10,0,0,0,0,11,26,37
COMBAYA,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,1,0,0,1,0,0,7,3,0,0,0,0,9,4,13
CONCEPCION,atencion odontologica,cirugia bucal menor,2015-12-01,1,2,5,7,1,0,11,0,7,3,0,0,0,0,25,12,37
COPACABANA,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,4,6,2,4,5,14,3,4,0,0,0,0,15,28,43
CORIPATA,atencion odontologica,cirugia bucal menor,2015-12-01,12,4,15,19,3,6,15,25,10,3,0,0,0,0,55,57,112
CORO CORO,atencion odontologica,cirugia bucal menor,2015-12-01,5,1,17,20,2,3,5,20,21,5,0,0,0,0,50,49,99
COROICO,atencion odontologica,cirugia bucal menor,2015-12-01,2,2,9,5,13,7,12,19,2,38,0,0,0,0,38,71,109
CORQUE,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,1,0,0,1,4,3,0,2,0,0,0,0,6,6,12
COTAGAITA,atencion odontologica,cirugia bucal menor,2015-12-01,2,0,5,6,2,3,8,16,11,6,0,0,0,0,28,31,59
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2015-12-01,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,4,5
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2015-12-01,2,0,0,0,0,0,1,7,1,7,0,0,0,0,4,14,18
CUEVO,atencion odontologica,cirugia bucal menor,2015-12-01,1,1,3,1,3,1,8,4,1,0,0,0,0,0,16,7,23
CULPINA,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,3,7,2,0,5,17,7,12,0,0,0,0,18,36,54
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2015-12-01,1,6,1,0,0,0,0,2,0,0,0,0,0,0,2,8,10
CURVA,atencion odontologica,cirugia bucal menor,2015-12-01,1,1,1,3,0,6,6,5,3,3,0,0,0,0,11,18,29
DESAGUADERO,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
EL ALTO,atencion odontologica,cirugia bucal menor,2015-12-01,221,124,509,529,108,191,111,194,80,52,0,0,0,0,1029,1090,2119
EL CHORO,atencion odontologica,cirugia bucal menor,2015-12-01,0,1,3,9,0,1,2,5,3,7,0,0,0,0,8,23,31
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2015-12-01,1,0,8,2,0,0,1,3,0,3,0,0,0,0,10,8,18
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2015-12-01,1,4,31,37,16,28,32,92,6,15,0,0,0,0,86,176,262
EL TORNO,atencion odontologica,cirugia bucal menor,2015-12-01,3,2,13,12,3,16,20,35,8,15,0,0,0,0,47,80,127
EL VILLAR,atencion odontologica,cirugia bucal menor,2015-12-01,2,0,3,1,0,2,1,2,1,1,0,0,0,0,7,6,13
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2015-12-01,2,2,22,21,11,14,26,43,0,3,0,0,0,0,61,83,144
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2015-12-01,4,6,4,5,1,3,2,8,4,0,0,0,0,0,15,22,37
ESCOMA,atencion odontologica,cirugia bucal menor,2015-12-01,1,2,1,2,0,1,5,0,4,0,0,0,0,0,11,5,16
ESMERALDA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,2,0,1,0,1,1,26,7,0,0,0,0,30,8,38
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2015-12-01,0,4,6,4,2,9,4,9,3,1,0,0,0,0,15,27,42
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2015-12-01,0,1,3,3,0,0,4,2,4,10,0,0,0,0,11,16,27
FILADELFIA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,4,4,0,3,4,26,4,1,0,0,0,0,13,34,47
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2015-12-01,3,1,1,4,0,2,5,6,5,6,0,0,0,0,14,19,33
GUANAY,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,1,0,1,0,2,1,1,0,0,0,0,0,6,1,7
GUAQUI,atencion odontologica,cirugia bucal menor,2015-12-01,2,0,0,0,0,2,0,3,1,2,0,0,0,0,3,7,10
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2015-12-01,2,0,2,9,3,3,3,13,2,2,0,0,0,0,12,27,39
GUTIERREZ,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,2,5,0,5,7,12,4,1,0,0,0,0,14,23,37
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,2,0,2,2,6,0,0,0,0,0,0,2,10,12
HUACHACALLA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,2,0,0,0,2,1,0,0,0,0,0,1,4,5
HUANUNI,atencion odontologica,cirugia bucal menor,2015-12-01,6,2,10,15,2,2,12,8,3,1,0,0,0,0,33,28,61
HUARINA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,1,6,1,5,4,5,16,19,0,0,0,0,22,35,57
HUATAJATA,atencion odontologica,cirugia bucal menor,2015-12-01,3,1,2,2,0,4,1,3,6,7,0,0,0,0,12,17,29
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,8,7,2,3,3,1,3,3,0,0,0,0,16,14,30
ICHOCA,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,3,3,0,0,2,5,16,10,0,0,0,0,22,18,40
ICLA,atencion odontologica,cirugia bucal menor,2015-12-01,2,1,6,6,2,4,8,4,3,3,0,0,0,0,21,18,39
INCAHUASI,atencion odontologica,cirugia bucal menor,2015-12-01,2,0,7,3,0,0,3,13,0,0,0,0,0,0,12,16,28
INQUISIVI,atencion odontologica,cirugia bucal menor,2015-12-01,1,2,7,5,2,1,2,8,4,12,0,0,0,0,16,28,44
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2015-12-01,10,15,8,8,2,7,12,22,17,10,0,0,0,0,49,62,111
IXIAMAS,atencion odontologica,cirugia bucal menor,2015-12-01,2,0,0,1,0,0,2,3,0,0,0,0,0,0,4,4,8
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,6,4,7,7,7,25,5,8,0,0,0,0,25,44,69
LA ASUNTA,atencion odontologica,cirugia bucal menor,2015-12-01,13,13,22,29,9,21,25,65,10,4,0,0,0,0,79,132,211
LA GUARDIA,atencion odontologica,cirugia bucal menor,2015-12-01,6,5,2,1,0,2,0,5,1,3,0,0,0,0,9,16,25
LA PAZ,atencion odontologica,cirugia bucal menor,2015-12-01,119,98,153,182,88,105,168,271,108,92,0,0,0,0,636,748,1384
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,4,1,3,6,7,2,0,0,0,0,0,9,14,23
LAJA,atencion odontologica,cirugia bucal menor,2015-12-01,9,9,0,3,1,6,2,8,3,2,0,0,0,0,15,28,43
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,2,1,0,1,2,6,9,2,0,0,0,0,13,10,23
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,0,1,1,1,4,1,4,0,0,0,0,3,9,12
LLALLAGUA,atencion odontologica,cirugia bucal menor,2015-12-01,30,15,12,15,4,9,16,20,3,9,0,0,0,0,65,68,133
LLICA,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,4,10,0,1,10,14,2,1,0,0,0,0,17,26,43
LURIBAY,atencion odontologica,cirugia bucal menor,2015-12-01,2,1,17,7,3,5,6,13,7,5,0,0,0,0,35,31,66
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,3,3,0,3,6,7,18,3,0,0,0,0,27,16,43
MACHARETI,atencion odontologica,cirugia bucal menor,2015-12-01,1,1,3,2,2,6,15,13,3,0,0,0,0,0,24,22,46
MAGDALENA,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,2,0,0,0,1,1,0,0,0,0,0,0,4,1,5
MAIRANA,atencion odontologica,cirugia bucal menor,2015-12-01,3,2,1,1,0,2,0,0,0,0,0,0,0,0,4,5,9
MAPIRI,atencion odontologica,cirugia bucal menor,2015-12-01,3,5,7,14,2,8,7,15,8,1,0,0,0,0,27,43,70
MECAPACA,atencion odontologica,cirugia bucal menor,2015-12-01,4,4,8,11,3,6,9,24,1,2,0,0,0,0,25,47,72
MIZQUE,atencion odontologica,cirugia bucal menor,2015-12-01,7,3,6,19,2,4,4,7,7,13,0,0,0,0,26,46,72
MOCOMOCO,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,0,0,0,2,3,1,0,0,0,0,0,3,3,6
MOJOCOYA,atencion odontologica,cirugia bucal menor,2015-12-01,4,2,16,13,2,6,10,20,4,6,0,0,0,0,36,47,83
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2015-12-01,2,5,13,15,2,9,12,18,6,8,0,0,0,0,35,55,90
MONTERO,atencion odontologica,cirugia bucal menor,2015-12-01,6,13,107,108,31,49,30,154,22,7,0,0,0,0,196,331,527
MORO MORO,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,2,1,2,0,3,4,0,1,0,0,0,0,8,6,14
MOROCHATA,atencion odontologica,cirugia bucal menor,2015-12-01,1,2,3,4,1,0,1,17,5,6,0,0,0,0,11,29,40
OCURI,atencion odontologica,cirugia bucal menor,2015-12-01,4,3,2,2,1,0,5,9,5,3,0,0,0,0,17,17,34
OMEREQUE,atencion odontologica,cirugia bucal menor,2015-12-01,0,1,3,6,3,4,7,12,2,4,0,0,0,0,15,27,42
ORURO,atencion odontologica,cirugia bucal menor,2015-12-01,100,104,145,173,32,49,160,217,111,75,0,0,0,0,548,618,1166
PADCAYA,atencion odontologica,cirugia bucal menor,2015-12-01,0,1,12,18,8,20,22,25,10,1,0,0,0,0,52,65,117
PADILLA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,2,1,3,9,19,1,10,0,0,0,0,11,34,45
PAILON,atencion odontologica,cirugia bucal menor,2015-12-01,4,7,1,4,0,2,1,2,1,1,0,0,0,0,7,16,23
PALCA,atencion odontologica,cirugia bucal menor,2015-12-01,1,2,8,12,2,5,13,17,8,5,0,0,0,0,32,41,73
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2015-12-01,3,3,8,4,2,4,5,8,3,0,0,0,0,0,21,19,40
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,3,6,1,0,0,1,0,0,0,0,0,0,4,7,11
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,0,0,0,0,1,3,3,0,0,0,0,3,4,7
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2015-12-01,0,1,1,4,1,2,4,10,5,5,0,0,0,0,11,22,33
PASORAPA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,3,2,5,4,3,12,22,7,0,0,0,0,33,25,58
PATACAMAYA,atencion odontologica,cirugia bucal menor,2015-12-01,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4
PAZÑA,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,3,2,1,1,0,5,1,0,0,0,0,0,6,8,14
PELECHUCO,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,1,0,3,4,4,3,2,3,0,0,0,0,10,10,20
POCOATA,atencion odontologica,cirugia bucal menor,2015-12-01,3,3,2,3,0,1,4,12,8,21,0,0,0,0,17,40,57
POCONA,atencion odontologica,cirugia bucal menor,2015-12-01,1,5,1,7,0,1,0,6,0,0,0,0,0,0,2,19,21
POJO (CBBA),atencion odontologica,cirugia bucal menor,2015-12-01,2,1,19,8,2,2,14,24,2,2,0,0,0,0,39,37,76
POOPO,atencion odontologica,cirugia bucal menor,2015-12-01,3,6,9,6,3,3,4,5,4,8,0,0,0,0,23,28,51
PORCO,atencion odontologica,cirugia bucal menor,2015-12-01,1,5,3,3,0,0,0,2,0,0,0,0,0,0,4,10,14
POROMA,atencion odontologica,cirugia bucal menor,2015-12-01,2,1,2,3,1,7,0,13,1,4,0,0,0,0,6,28,34
PORONGO,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3,1,4
PORTACHUELO,atencion odontologica,cirugia bucal menor,2015-12-01,1,4,6,4,4,8,5,0,4,2,0,0,0,0,20,18,38
PORVENIR,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,3,4
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,1,1,0,0,1,2,2,0,0,0,0,3,4,7
POTOSI,atencion odontologica,cirugia bucal menor,2015-12-01,52,53,49,53,68,68,90,160,17,18,0,0,0,0,276,352,628
PRESTO,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,4,11,0,0,6,22,2,1,0,0,0,0,12,34,46
PUCARA,atencion odontologica,cirugia bucal menor,2015-12-01,1,1,2,2,0,0,3,16,6,0,0,0,0,0,12,19,31
PUCARANI,atencion odontologica,cirugia bucal menor,2015-12-01,3,1,15,4,4,11,8,27,40,22,0,0,0,0,70,65,135
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2015-12-01,1,1,0,1,1,0,1,1,2,3,0,0,0,0,5,6,11
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,1,2,0,1,0,3,1,1,0,0,0,0,2,7,9
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2015-12-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,0,1,0,0,0,1,2,1,0,0,0,0,3,3,6
PUERTO RICO,atencion odontologica,cirugia bucal menor,2015-12-01,1,0,10,8,16,7,10,24,2,0,0,0,0,0,39,39,78
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2015-12-01,0,2,0,1,0,2,0,11,0,1,0,0,0,0,0,17,17
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2015-12-01,16,15,2,4,5,8,2,5,4,0,0,0,0,0,29,32,61
PUNA,atencion odontologica,cirugia bucal menor,2015-12-01,4,2,8,5,3,1,6,12,1,1,0,0,0,0,22,21,43
PUNATA,atencion odontologica,cirugia bucal menor,2015-12-01,4,7,8,10,2,4,1,11,4,16,0,0,0,0,19,48,67
QUIABAYA,atencion odontologica,cirugia bucal menor,2015-12-01,4,0,2,3,3,3,14,16,2,4,0,0,0,0,25,26,51
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2015-12-01,45,50,19,9,1,7,6,27,6,10,0,0,0,0,77,103,180
QUIME,atencion odontologica,cirugia bucal menor,2015-12-01,6,5,21,14,5,9,4,13,24,13,0,0,0,0,60,54,114
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2015-12-01,0,1,1,0,0,0,1,0,1,0,0,0,0,0,3,1,4
RAVELO,atencion odontologica,cirugia bucal menor,2015-12-01,2,0,2,0,0,1,6,11,2,3,0,0,0,0,12,15,27
RIBERALTA,atencion odontologica,cirugia bucal menor,2015-12-01,6,6,14,8,1,5,11,33,6,1,0,0,0,0,38,53,91
ROBORE,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2015-12-01,2,2,7,4,5,4,6,9,3,2,0,0,0,0,23,21,44
SABAYA,atencion odontologica,cirugia bucal menor,2015-12-01,0,1,4,2,1,1,1,6,1,1,0,0,0,0,7,11,18
SACABA,atencion odontologica,cirugia bucal menor,2015-12-01,27,13,78,117,4,18,13,9,18,6,0,0,0,0,140,163,303
SACABAMBA,atencion odontologica,cirugia bucal menor,2015-12-01,0,1,3,3,0,4,3,4,1,1,0,0,0,0,7,13,20
SACACA,atencion odontologica,cirugia bucal menor,2015-12-01,1,4,9,8,3,6,13,18,1,2,0,0,0,0,27,38,65
SAIPINA,atencion odontologica,cirugia bucal menor,2015-12-01,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,4
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2015-12-01,5,7,16,10,2,2,3,18,10,4,0,0,0,0,36,41,77
SAMAIPATA,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,2,3,1,8,1,6,3,3,0,0,0,0,7,20,27
SAN ANDRES,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,10,0,0,3,10,0,0,0,0,0,0,3,20,23
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2015-12-01,1,1,6,2,0,0,6,7,9,8,0,0,0,0,22,18,40
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,6,6
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,1,1,1,0,3,10,4,0,0,0,0,0,9,11,20
SAN BENITO,atencion odontologica,cirugia bucal menor,2015-12-01,3,5,2,0,0,0,0,2,1,5,0,0,0,0,6,12,18
SAN BORJA,atencion odontologica,cirugia bucal menor,2015-12-01,2,3,1,9,0,7,0,16,3,1,0,0,0,0,6,36,42
SAN CARLOS,atencion odontologica,cirugia bucal menor,2015-12-01,3,2,1,3,1,4,0,2,1,0,0,0,0,0,6,11,17
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2015-12-01,0,3,15,6,6,5,11,30,3,2,0,0,0,0,35,46,81
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,2,7,4,4,1,5,0,0,0,0,0,0,7,16,23
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2015-12-01,1,1,0,1,1,1,0,2,0,0,0,0,0,0,2,5,7
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2015-12-01,0,3,1,0,0,0,0,1,2,0,0,0,0,0,3,4,7
SAN JULIAN,atencion odontologica,cirugia bucal menor,2015-12-01,10,9,2,0,0,4,0,6,2,2,0,0,0,0,14,21,35
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2015-12-01,3,2,33,43,5,26,21,56,3,1,0,0,0,0,65,128,193
SAN LUCAS,atencion odontologica,cirugia bucal menor,2015-12-01,0,1,15,12,0,14,12,34,3,17,0,0,0,0,30,78,108
SAN MATIAS,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2015-12-01,2,0,2,0,2,3,6,31,4,8,0,0,0,0,16,42,58
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2015-12-01,0,0,4,1,0,0,5,3,0,0,0,0,0,0,9,4,13
SAN PEDRO,atencion odontologica,cirugia bucal menor,2015-12-01,1,1,15,17,8,6,14,24,10,9,0,0,0,0,48,57,105
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2015-12-01,4,3,7,4,0,0,10,10,9,5,0,0,0,0,30,22,52
