,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES,TOTALES,TOTALES
BOYUIBE,atencion odontologica,primera consulta,2015-11-01,0,0,1,0,0,0,2,4,1,6,0,0,0,0,4,10,14
BUENA VISTA,atencion odontologica,primera consulta,2015-11-01,36,28,11,11,7,10,6,25,12,4,0,15,0,7,72,100,172
CABEZAS,atencion odontologica,primera consulta,2015-11-01,46,41,13,14,8,18,17,61,17,14,0,36,0,21,101,205,306
CAIROMA,atencion odontologica,primera consulta,2015-11-01,6,6,3,10,6,6,19,17,3,1,0,7,0,2,37,49,86
"CAIZA ""D""",atencion odontologica,primera consulta,2015-11-01,13,10,11,4,7,15,11,21,2,7,0,9,0,5,44,71,115
CAJUATA,atencion odontologica,primera consulta,2015-11-01,15,11,8,4,3,9,12,28,4,3,0,7,0,7,42,69,111
CALACOTO,atencion odontologica,primera consulta,2015-11-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,3
CALAMARCA,atencion odontologica,primera consulta,2015-11-01,9,8,10,6,5,8,14,25,4,2,0,6,0,3,42,58,100
CAMARGO,atencion odontologica,primera consulta,2015-11-01,124,23,3,8,4,11,3,38,1,3,0,54,0,7,135,144,279
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2015-11-01,2,5,3,1,1,0,5,6,0,0,0,2,0,1,11,15,26
CAMIRI,atencion odontologica,primera consulta,2015-11-01,28,33,33,45,13,42,46,101,7,5,0,43,0,20,127,289,416
CAPINOTA,atencion odontologica,primera consulta,2015-11-01,26,38,9,21,2,8,6,37,5,9,0,8,0,11,48,132,180
CAQUIAVIRI,atencion odontologica,primera consulta,2015-11-01,3,6,5,2,5,1,12,6,4,8,0,1,0,2,29,26,55
CARACOLLO,atencion odontologica,primera consulta,2015-11-01,18,16,11,17,7,18,13,49,7,11,0,43,0,1,56,155,211
CARANAVI,atencion odontologica,primera consulta,2015-11-01,70,74,41,40,21,39,34,70,8,5,0,19,0,28,174,275,449
CARANGAS,atencion odontologica,primera consulta,2015-11-01,0,1,6,6,1,0,1,2,1,1,0,0,0,0,9,10,19
CARAPARI,atencion odontologica,primera consulta,2015-11-01,1,0,36,50,27,19,29,53,2,12,0,1,0,2,95,137,232
CARIPUYO,atencion odontologica,primera consulta,2015-11-01,5,9,5,6,4,9,8,14,2,6,0,7,0,5,24,56,80
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2015-11-01,6,6,7,7,0,0,1,9,1,1,0,7,0,2,15,32,47
CATACORA,atencion odontologica,primera consulta,2015-11-01,2,1,0,0,2,1,2,1,0,0,0,0,0,0,6,3,9
CHALLAPATA,atencion odontologica,primera consulta,2015-11-01,45,41,123,128,11,19,25,65,37,36,0,16,0,21,241,326,567
CHAQUI,atencion odontologica,primera consulta,2015-11-01,12,9,41,39,14,18,18,35,11,14,0,17,0,4,96,136,232
CHARAGUA,atencion odontologica,primera consulta,2015-11-01,16,22,13,22,27,24,26,60,1,6,0,12,0,7,83,153,236
CHARAÑA,atencion odontologica,primera consulta,2015-11-01,0,0,0,0,0,1,4,4,1,0,0,0,0,0,5,5,10
CHAYANTA,atencion odontologica,primera consulta,2015-11-01,14,7,9,10,10,18,17,33,6,9,0,12,0,4,56,93,149
CHIMORE,atencion odontologica,primera consulta,2015-11-01,9,17,19,21,22,13,15,29,6,6,0,14,0,11,71,111,182
CHIPAYA,atencion odontologica,primera consulta,2015-11-01,0,0,0,0,71,57,1,6,2,1,0,0,0,1,74,65,139
CHOQUE COTA,atencion odontologica,primera consulta,2015-11-01,0,0,8,4,20,23,3,7,1,0,0,0,0,1,32,35,67
CHUA COCANI,atencion odontologica,primera consulta,2015-11-01,8,7,0,1,0,0,0,3,0,1,0,0,0,0,8,12,20
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2015-11-01,10,12,3,4,0,0,5,12,0,0,0,2,0,3,18,33,51
CHUMA,atencion odontologica,primera consulta,2015-11-01,7,11,38,32,8,12,23,29,12,12,0,2,0,0,88,98,186
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2015-11-01,6,3,2,1,0,8,8,14,0,3,0,6,0,11,16,46,62
CKOCHAS,atencion odontologica,primera consulta,2015-11-01,2,1,3,2,1,3,3,7,1,1,0,5,0,0,10,19,29
CLIZA,atencion odontologica,primera consulta,2015-11-01,14,4,5,5,3,5,8,26,5,9,0,9,0,0,35,58,93
COBIJA,atencion odontologica,primera consulta,2015-11-01,208,204,41,36,31,53,81,141,10,10,0,92,0,20,371,556,927
COCAPATA,atencion odontologica,primera consulta,2015-11-01,13,15,0,0,0,10,0,12,17,18,0,7,0,11,30,73,103
COCHABAMBA,atencion odontologica,primera consulta,2015-11-01,414,441,192,210,96,187,366,666,76,79,0,361,0,101,1144,2045,3189
COIPASA,atencion odontologica,primera consulta,2015-11-01,2,1,1,1,0,1,2,2,0,0,0,0,0,0,5,5,10
COLCAPIRHUA,atencion odontologica,primera consulta,2015-11-01,32,30,5,3,0,8,11,23,5,8,0,26,0,9,53,107,160
"COLCHA ""K""",atencion odontologica,primera consulta,2015-11-01,17,8,9,8,4,9,18,26,2,2,0,6,0,3,50,62,112
COLLANA,atencion odontologica,primera consulta,2015-11-01,1,0,0,1,0,1,1,1,0,0,0,0,0,0,2,3,5
COLOMI,atencion odontologica,primera consulta,2015-11-01,19,9,8,2,0,8,2,19,1,6,0,20,0,21,30,85,115
COLPA BELGICA,atencion odontologica,primera consulta,2015-11-01,37,44,0,0,0,0,0,2,3,1,0,2,0,0,40,49,89
COLQUECHACA,atencion odontologica,primera consulta,2015-11-01,27,31,13,26,8,27,40,83,11,19,0,17,0,31,99,234,333
COLQUENCHA,atencion odontologica,primera consulta,2015-11-01,1,2,11,10,9,15,5,18,2,2,0,2,0,4,28,53,81
COLQUIRI,atencion odontologica,primera consulta,2015-11-01,33,29,15,29,24,23,30,29,13,13,0,9,0,6,115,138,253
COMANCHE,atencion odontologica,primera consulta,2015-11-01,1,0,0,0,0,2,0,3,3,0,0,0,0,2,4,7,11
COMARAPA,atencion odontologica,primera consulta,2015-11-01,10,10,6,13,4,9,33,34,5,6,0,2,0,5,58,79,137
COMBAYA,atencion odontologica,primera consulta,2015-11-01,2,0,0,1,0,3,3,8,5,11,0,1,0,0,10,24,34
CONCEPCION,atencion odontologica,primera consulta,2015-11-01,19,9,12,5,5,9,8,15,5,3,0,14,0,0,49,55,104
COPACABANA,atencion odontologica,primera consulta,2015-11-01,18,22,10,2,2,3,19,26,4,5,0,5,0,5,53,68,121
CORIPATA,atencion odontologica,primera consulta,2015-11-01,25,22,20,20,5,14,15,36,4,1,0,0,0,1,69,94,163
CORO CORO,atencion odontologica,primera consulta,2015-11-01,8,3,3,5,2,0,4,7,1,4,0,1,0,2,18,22,40
COROICO,atencion odontologica,primera consulta,2015-11-01,12,1,3,3,3,5,7,4,4,1,0,0,0,2,29,16,45
CORQUE,atencion odontologica,primera consulta,2015-11-01,15,6,4,6,2,2,7,8,6,4,0,4,0,1,34,31,65
COTAGAITA,atencion odontologica,primera consulta,2015-11-01,16,9,7,10,2,6,12,29,12,11,0,7,0,1,49,73,122
COTOCA,atencion odontologica,primera consulta,2015-11-01,206,159,12,22,3,1,2,79,3,9,0,58,0,2,226,330,556
CUATRO CAÑADAS,atencion odontologica,primera consulta,2015-11-01,21,27,15,9,4,10,7,26,9,9,0,9,0,12,56,102,158
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2015-11-01,1,0,0,0,0,0,0,0,3,4,0,0,0,0,4,4,8
CUEVO,atencion odontologica,primera consulta,2015-11-01,1,1,5,4,5,7,9,22,3,3,0,9,0,2,23,48,71
CULPINA,atencion odontologica,primera consulta,2015-11-01,17,19,19,18,6,14,16,40,8,10,0,18,0,5,66,124,190
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2015-11-01,3,2,43,27,25,18,5,9,1,3,0,1,0,5,77,65,142
CURVA,atencion odontologica,primera consulta,2015-11-01,1,2,1,1,0,2,4,4,1,2,0,1,0,1,7,13,20
DESAGUADERO,atencion odontologica,primera consulta,2015-11-01,5,6,4,1,0,2,2,11,3,0,0,0,0,4,14,24,38
EL ALTO,atencion odontologica,primera consulta,2015-11-01,637,607,1446,1506,422,557,289,669,82,85,0,258,0,154,2876,3836,6712
EL CHORO,atencion odontologica,primera consulta,2015-11-01,7,8,4,4,1,4,2,7,0,5,0,3,0,2,14,33,47
EL PUENTE(STC),atencion odontologica,primera consulta,2015-11-01,15,9,5,7,6,7,12,26,4,3,0,11,0,0,42,63,105
EL PUENTE(TJA),atencion odontologica,primera consulta,2015-11-01,10,8,26,20,9,19,23,82,4,4,0,3,0,1,72,137,209
EL TORNO,atencion odontologica,primera consulta,2015-11-01,200,198,43,52,33,84,32,147,29,28,0,55,0,20,337,584,921
EL VILLAR,atencion odontologica,primera consulta,2015-11-01,4,5,1,5,2,2,9,5,1,1,0,1,0,2,17,21,38
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2015-11-01,15,32,124,130,56,48,34,81,2,4,0,7,0,0,231,302,533
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2015-11-01,17,20,5,5,0,10,4,29,2,3,0,12,0,11,28,90,118
ESCOMA,atencion odontologica,primera consulta,2015-11-01,1,6,14,31,10,6,8,15,9,3,0,0,0,2,42,63,105
ESMERALDA,atencion odontologica,primera consulta,2015-11-01,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,5
EUCALIPTUS,atencion odontologica,primera consulta,2015-11-01,7,11,14,8,2,4,10,13,2,0,0,3,0,0,35,39,74
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2015-11-01,6,4,7,6,1,5,1,9,0,3,0,2,0,1,15,30,45
FILADELFIA,atencion odontologica,primera consulta,2015-11-01,1,3,2,1,3,2,0,1,0,0,0,4,0,0,6,11,17
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2015-11-01,5,7,1,0,3,3,3,9,0,0,0,5,0,9,12,33,45
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2015-11-01,3,2,1,2,5,3,5,14,3,6,0,0,0,0,17,27,44
GUANAY,atencion odontologica,primera consulta,2015-11-01,39,30,25,30,3,9,9,13,4,4,0,3,0,0,80,89,169
GUAQUI,atencion odontologica,primera consulta,2015-11-01,5,2,6,4,11,10,14,24,6,9,0,3,0,5,42,57,99
GUAYARAMERIN,atencion odontologica,primera consulta,2015-11-01,37,47,58,66,14,77,50,137,7,8,0,66,0,16,166,417,583
GUTIERREZ,atencion odontologica,primera consulta,2015-11-01,20,45,50,65,9,14,7,39,7,13,0,19,0,18,93,213,306
HUACARETA,atencion odontologica,primera consulta,2015-11-01,3,2,3,2,3,7,5,15,1,1,0,12,0,0,15,39,54
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2015-11-01,8,6,2,4,1,1,4,11,0,0,0,4,0,0,15,26,41
HUACHACALLA,atencion odontologica,primera consulta,2015-11-01,0,0,0,0,0,3,5,7,0,1,0,1,0,1,5,13,18
HUANUNI,atencion odontologica,primera consulta,2015-11-01,35,22,34,42,16,19,82,76,33,30,0,20,0,8,200,217,417
HUARINA,atencion odontologica,primera consulta,2015-11-01,6,7,4,2,4,1,7,17,15,5,0,0,0,4,36,36,72
HUATAJATA,atencion odontologica,primera consulta,2015-11-01,2,3,2,5,2,2,6,6,3,4,0,1,0,0,15,21,36
HUAYLLAMARCA,atencion odontologica,primera consulta,2015-11-01,8,6,5,5,0,2,8,9,4,4,0,3,0,0,25,29,54
HUMANATA,atencion odontologica,primera consulta,2015-11-01,9,8,0,1,1,1,0,2,30,29,0,3,0,4,40,48,88
ICLA,atencion odontologica,primera consulta,2015-11-01,3,5,8,12,4,8,5,16,2,0,0,11,0,2,22,54,76
INCAHUASI,atencion odontologica,primera consulta,2015-11-01,24,18,6,7,4,7,6,29,1,0,0,17,0,4,41,82,123
INQUISIVI,atencion odontologica,primera consulta,2015-11-01,6,11,5,6,2,5,7,10,6,3,0,10,0,0,26,45,71
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2015-11-01,21,23,15,12,4,8,7,14,4,3,0,6,0,3,51,69,120
IXIAMAS,atencion odontologica,primera consulta,2015-11-01,8,5,13,10,2,2,12,21,2,0,0,1,0,5,37,44,81
JESUS DE MACHACA,atencion odontologica,primera consulta,2015-11-01,8,14,14,11,9,12,20,23,7,12,0,6,0,4,58,82,140
LA ASUNTA,atencion odontologica,primera consulta,2015-11-01,15,19,16,32,9,14,44,54,2,6,0,4,0,14,86,143,229
LA GUARDIA,atencion odontologica,primera consulta,2015-11-01,29,26,1,8,1,13,7,41,8,15,0,21,0,22,46,146,192
LA PAZ,atencion odontologica,primera consulta,2015-11-01,1036,1341,490,586,297,338,375,950,232,213,0,399,0,157,2430,3984,6414
LAGUNILLAS,atencion odontologica,primera consulta,2015-11-01,1,1,16,15,8,17,9,32,0,1,0,4,0,1,34,71,105
LAJA,atencion odontologica,primera consulta,2015-11-01,15,10,1,8,6,14,9,41,13,9,0,26,0,13,44,121,165
LAS CARRERAS,atencion odontologica,primera consulta,2015-11-01,1,1,1,3,1,5,6,15,3,0,0,8,0,2,12,34,46
LICOMA PAMPA,atencion odontologica,primera consulta,2015-11-01,13,3,0,2,1,2,0,5,0,1,0,0,0,1,14,14,28
LLALLAGUA,atencion odontologica,primera consulta,2015-11-01,47,60,26,28,6,14,14,67,5,10,0,15,0,28,98,222,320
LLICA,atencion odontologica,primera consulta,2015-11-01,3,2,6,4,2,2,6,7,2,0,0,0,0,0,19,15,34
LURIBAY,atencion odontologica,primera consulta,2015-11-01,10,8,9,1,3,6,7,18,1,4,0,1,0,0,30,38,68
MACHACAMARCA,atencion odontologica,primera consulta,2015-11-01,4,3,2,3,2,2,2,10,12,6,0,5,0,1,22,30,52
MACHARETI,atencion odontologica,primera consulta,2015-11-01,12,9,4,8,5,11,13,29,2,2,0,16,0,2,36,77,113
MAGDALENA,atencion odontologica,primera consulta,2015-11-01,4,4,14,6,2,2,3,7,0,0,0,2,0,1,23,22,45
MAIRANA,atencion odontologica,primera consulta,2015-11-01,15,18,6,7,3,4,8,19,6,4,0,7,0,1,38,60,98
MALLA,atencion odontologica,primera consulta,2015-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MAPIRI,atencion odontologica,primera consulta,2015-11-01,9,8,20,20,4,4,13,35,4,2,0,7,0,4,50,80,130
MECAPACA,atencion odontologica,primera consulta,2015-11-01,15,9,4,10,1,5,4,9,4,4,0,10,0,9,28,56,84
MINEROS,atencion odontologica,primera consulta,2015-11-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2
MIZQUE,atencion odontologica,primera consulta,2015-11-01,7,10,9,16,3,6,6,31,7,8,0,7,0,14,32,92,124
MOCOMOCO,atencion odontologica,primera consulta,2015-11-01,5,5,5,7,2,12,15,18,9,3,0,0,0,1,36,46,82
MOJOCOYA,atencion odontologica,primera consulta,2015-11-01,16,12,12,14,3,9,15,13,0,0,0,5,0,1,46,54,100
MONTEAGUDO,atencion odontologica,primera consulta,2015-11-01,15,19,12,12,12,10,20,65,5,6,0,34,0,4,64,150,214
MONTERO,atencion odontologica,primera consulta,2015-11-01,68,62,123,126,21,55,86,197,14,9,0,44,0,12,312,505,817
MORO MORO,atencion odontologica,primera consulta,2015-11-01,2,1,4,2,3,2,4,6,2,1,0,1,0,2,15,15,30
MOROCHATA,atencion odontologica,primera consulta,2015-11-01,9,12,3,0,2,3,1,14,10,11,0,7,0,5,25,52,77
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,primera consulta,2015-11-01,0,0,1,0,0,0,2,1,1,0,0,0,0,0,4,1,5
OCURI,atencion odontologica,primera consulta,2015-11-01,6,10,4,4,7,6,15,30,7,4,0,4,0,8,39,66,105
OKINAWA,atencion odontologica,primera consulta,2015-11-01,4,1,1,3,1,2,2,5,1,0,0,1,0,1,9,13,22
OMEREQUE,atencion odontologica,primera consulta,2015-11-01,5,2,2,5,0,3,7,10,0,1,0,1,0,0,14,22,36
ORURO,atencion odontologica,primera consulta,2015-11-01,267,230,159,186,103,130,443,653,108,81,0,153,0,38,1080,1471,2551
PADCAYA,atencion odontologica,primera consulta,2015-11-01,1,7,22,23,25,24,29,66,5,5,0,4,0,1,82,130,212
PADILLA,atencion odontologica,primera consulta,2015-11-01,14,7,6,7,2,6,14,25,1,1,0,17,0,2,37,65,102
PAILON,atencion odontologica,primera consulta,2015-11-01,15,12,8,6,12,14,22,18,3,3,0,18,0,16,60,87,147
PALCA,atencion odontologica,primera consulta,2015-11-01,16,13,30,37,3,4,12,25,5,4,0,5,0,3,66,91,157
PALOS BLANCOS,atencion odontologica,primera consulta,2015-11-01,29,31,14,16,5,10,12,35,8,4,0,10,0,11,68,117,185
PAMPA AULLAGAS,atencion odontologica,primera consulta,2015-11-01,2,2,3,0,0,4,3,6,0,2,0,4,0,1,8,19,27
PAMPA GRANDE,atencion odontologica,primera consulta,2015-11-01,2,4,0,1,0,2,0,9,1,1,0,7,0,1,3,25,28
PAPEL PAMPA,atencion odontologica,primera consulta,2015-11-01,5,0,2,3,1,1,3,18,8,5,0,2,0,1,19,30,49
PASORAPA,atencion odontologica,primera consulta,2015-11-01,1,3,5,2,3,2,5,17,5,4,0,0,0,0,19,28,47
PATACAMAYA,atencion odontologica,primera consulta,2015-11-01,14,24,5,6,2,4,6,27,5,8,0,2,0,7,32,78,110
PAZÑA,atencion odontologica,primera consulta,2015-11-01,1,5,135,138,4,9,6,18,3,3,0,6,0,2,149,181,330
PELECHUCO,atencion odontologica,primera consulta,2015-11-01,12,3,1,1,1,2,2,3,0,1,0,0,0,1,16,11,27
POCOATA,atencion odontologica,primera consulta,2015-11-01,15,15,13,14,3,3,13,31,16,19,0,18,0,18,60,118,178
POCONA,atencion odontologica,primera consulta,2015-11-01,9,8,11,7,4,17,14,23,1,3,0,5,0,7,39,70,109
POJO (CBBA),atencion odontologica,primera consulta,2015-11-01,4,5,59,64,6,10,11,22,3,2,0,3,0,5,83,111,194
POOPO,atencion odontologica,primera consulta,2015-11-01,8,11,16,22,1,4,5,17,3,5,0,10,0,4,33,73,106
PORCO,atencion odontologica,primera consulta,2015-11-01,11,9,2,10,3,9,11,23,1,2,0,6,0,13,28,72,100
POROMA,atencion odontologica,primera consulta,2015-11-01,30,47,30,29,16,16,14,56,7,8,0,27,0,3,97,186,283
PORONGO,atencion odontologica,primera consulta,2015-11-01,6,7,25,27,0,2,3,5,2,0,0,0,0,0,36,41,77
PORTACHUELO,atencion odontologica,primera consulta,2015-11-01,0,1,3,3,2,0,7,5,1,1,0,1,0,0,13,11,24
PORVENIR,atencion odontologica,primera consulta,2015-11-01,34,38,8,10,6,9,18,20,17,9,0,9,0,6,83,101,184
POSTRER VALLE,atencion odontologica,primera consulta,2015-11-01,3,3,3,6,1,2,8,13,1,5,0,1,0,0,16,30,46
POTOSI,atencion odontologica,primera consulta,2015-11-01,156,162,246,262,98,113,135,254,44,30,0,108,0,83,679,1012,1691
PRESTO,atencion odontologica,primera consulta,2015-11-01,6,6,8,6,6,4,5,21,0,0,0,10,0,1,25,48,73
PUCARA,atencion odontologica,primera consulta,2015-11-01,2,5,17,17,2,2,2,6,2,0,0,0,0,0,25,30,55
PUCARANI,atencion odontologica,primera consulta,2015-11-01,25,25,13,22,12,23,28,73,20,11,0,9,0,10,98,173,271
PUERTO ACOSTA,atencion odontologica,primera consulta,2015-11-01,7,8,11,4,6,11,16,23,14,10,0,2,0,3,54,61,115
PUERTO CARABUCO,atencion odontologica,primera consulta,2015-11-01,30,22,8,8,10,24,35,67,21,12,0,1,0,2,104,136,240
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2015-11-01,7,4,14,12,6,2,3,7,4,9,0,1,0,0,34,35,69
PUERTO PEREZ,atencion odontologica,primera consulta,2015-11-01,9,7,3,3,0,5,7,11,8,8,0,3,0,0,27,37,64
PUERTO QUIJARRO,atencion odontologica,primera consulta,2015-11-01,13,20,3,6,150,174,4,13,2,1,0,7,0,2,172,223,395
PUERTO RICO,atencion odontologica,primera consulta,2015-11-01,58,42,31,34,20,7,14,14,2,3,0,14,0,2,125,116,241
PUERTO SUAREZ,atencion odontologica,primera consulta,2015-11-01,5,2,462,468,3,0,1,8,1,2,0,6,0,0,472,486,958
PUERTO VILLARROEL,atencion odontologica,primera consulta,2015-11-01,44,35,11,9,4,19,13,47,18,17,0,14,0,16,90,157,247
PUNA,atencion odontologica,primera consulta,2015-11-01,21,9,8,15,4,6,13,40,2,7,0,3,0,9,48,89,137
PUNATA,atencion odontologica,primera consulta,2015-11-01,20,21,12,19,2,16,12,45,7,11,0,12,0,5,53,129,182
QUIABAYA,atencion odontologica,primera consulta,2015-11-01,3,1,5,3,0,2,8,11,2,0,0,4,0,0,18,21,39
QUILLACOLLO,atencion odontologica,primera consulta,2015-11-01,148,103,23,21,4,20,19,86,16,15,0,40,0,37,210,322,532
QUIME,atencion odontologica,primera consulta,2015-11-01,13,23,9,5,4,16,24,33,14,17,0,32,0,16,64,142,206
QUIRUSILLAS,atencion odontologica,primera consulta,2015-11-01,4,2,0,0,0,0,1,0,0,0,0,0,0,0,5,2,7
RAVELO,atencion odontologica,primera consulta,2015-11-01,58,43,45,38,4,13,21,41,56,67,0,14,0,17,184,233,417
REYES,atencion odontologica,primera consulta,2015-11-01,1,0,1,1,0,1,1,6,1,0,0,0,0,0,4,8,12
RIBERALTA,atencion odontologica,primera consulta,2015-11-01,126,134,91,63,39,59,54,148,39,12,0,161,0,53,349,630,979
ROBORE,atencion odontologica,primera consulta,2015-11-01,27,25,12,12,7,5,7,44,3,3,0,17,0,3,56,109,165
RURRENABAQUE,atencion odontologica,primera consulta,2015-11-01,10,11,12,12,16,22,12,23,6,6,0,12,0,3,56,89,145
SABAYA,atencion odontologica,primera consulta,2015-11-01,4,1,0,4,0,1,2,9,4,4,0,6,0,0,10,25,35
SACABA,atencion odontologica,primera consulta,2015-11-01,61,58,153,152,54,80,34,63,11,11,0,32,0,40,313,436,749
SACABAMBA,atencion odontologica,primera consulta,2015-11-01,1,0,3,0,0,1,1,4,2,1,0,2,0,0,7,8,15
SACACA,atencion odontologica,primera consulta,2015-11-01,17,21,3,13,6,9,16,35,3,2,0,9,0,3,45,92,137
SAIPINA,atencion odontologica,primera consulta,2015-11-01,33,21,3,3,0,7,4,16,3,2,0,1,0,4,43,54,97
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2015-11-01,18,23,17,11,6,7,10,14,5,9,0,4,0,4,56,72,128
SAMAIPATA,atencion odontologica,primera consulta,2015-11-01,6,1,1,4,1,2,2,14,0,3,0,1,0,1,10,26,36
SAN AGUSTIN,atencion odontologica,primera consulta,2015-11-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
SAN ANDRES,atencion odontologica,primera consulta,2015-11-01,8,12,22,30,2,9,4,13,1,1,0,0,0,0,37,65,102
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2015-11-01,5,1,8,7,0,3,1,11,19,14,0,4,0,5,33,45,78
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2015-11-01,1,1,1,2,0,0,1,3,3,1,0,5,0,4,6,16,22
SAN BENITO,atencion odontologica,primera consulta,2015-11-01,10,12,10,3,0,3,3,9,5,1,0,6,0,11,28,45,73
SAN BORJA,atencion odontologica,primera consulta,2015-11-01,17,35,12,24,5,24,20,39,32,30,0,22,0,19,86,193,279
SAN BUENA VENTURA,atencion odontologica,primera consulta,2015-11-01,15,19,10,17,5,3,9,21,1,1,0,5,0,8,40,74,114
SAN CARLOS,atencion odontologica,primera consulta,2015-11-01,35,39,13,12,2,9,8,22,6,8,0,3,0,2,64,95,159
SAN IGNACIO,atencion odontologica,primera consulta,2015-11-01,15,22,44,42,7,28,29,48,3,2,0,13,0,12,98,167,265
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2015-11-01,95,76,9,14,0,0,29,102,22,28,0,4,0,5,155,229,384
SAN JAVIER(BNI),atencion odontologica,primera consulta,2015-11-01,1,1,1,0,1,1,0,4,0,0,0,1,0,0,3,7,10
SAN JAVIER(STC),atencion odontologica,primera consulta,2015-11-01,2,4,8,6,0,2,0,7,3,2,0,4,0,6,13,31,44
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2015-11-01,18,26,7,8,11,17,19,43,9,7,0,6,0,4,64,111,175
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2015-11-01,6,2,4,2,1,1,0,13,1,1,0,4,0,3,12,26,38
SAN JULIAN,atencion odontologica,primera consulta,2015-11-01,21,18,1,3,4,3,12,20,6,6,0,48,0,55,44,153,197
SAN LORENZO(PND),atencion odontologica,primera consulta,2015-11-01,7,6,1,0,0,8,0,8,1,0,0,14,0,1,9,37,46
SAN LORENZO(TJA),atencion odontologica,primera consulta,2015-11-01,17,12,48,48,11,24,26,81,8,9,0,0,0,0,110,174,284
SAN LUCAS,atencion odontologica,primera consulta,2015-11-01,9,16,17,23,4,34,21,103,8,4,0,87,0,6,59,273,332
SAN MATIAS,atencion odontologica,primera consulta,2015-11-01,7,16,4,6,10,7,15,18,9,3,0,7,0,1,45,58,103
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2015-11-01,6,10,6,2,2,2,8,17,4,6,0,0,0,3,26,40,66
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2015-11-01,0,1,8,1,28,28,4,4,0,1,0,1,0,0,40,36,76
SAN PEDRO,atencion odontologica,primera consulta,2015-11-01,6,10,20,18,15,22,11,29,10,4,0,10,0,3,62,96,158
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2015-11-01,7,5,62,76,24,10,15,30,4,4,0,3,0,7,112,135,247
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2015-11-01,3,5,3,3,2,3,3,7,2,7,0,7,0,3,13,35,48
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2015-11-01,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,3
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2015-11-01,7,8,4,6,4,10,6,9,3,6,0,2,0,1,24,42,66
SAN RAFAEL,atencion odontologica,primera consulta,2015-11-01,7,7,2,1,1,5,4,10,1,0,0,5,0,0,15,28,43
SAN RAMON BENI,atencion odontologica,primera consulta,2015-11-01,1,2,4,4,1,3,8,9,2,0,0,0,0,0,16,18,34
SAN RAMON SCZ,atencion odontologica,primera consulta,2015-11-01,55,94,86,115,20,18,6,13,7,7,0,9,0,2,174,258,432
SANTA ANA,atencion odontologica,primera consulta,2015-11-01,10,12,25,18,2,6,10,28,5,2,0,2,0,0,52,68,120
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2015-11-01,1539,1442,6084,6408,307,512,1066,1652,422,453,0,943,0,221,9418,11631,21049
SANTA ROSA,atencion odontologica,primera consulta,2015-11-01,5,3,2,7,2,5,7,9,2,0,0,0,0,0,18,24,42
