,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES,TOTALES,TOTALES
CORQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,8,0,0,3,8,11
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,8,23,0,0,8,23,31
COTOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,87,11,0,0,87,11,98
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,20,60,0,0,20,60,80
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,4,0,0,3,4,7
CUEVO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,6,0,0,0,6,0,6
CULPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,18,12,0,0,18,12,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,3,0,0,4,3,7
CURVA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,9,0,0,0,9,9
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,8,0,0,3,8,11
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1481,656,0,0,1481,656,2137
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,0,0,0,1,0,1
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,16,1,0,0,16,1,17
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,8,7,0,0,8,7,15
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,99,7,0,0,99,7,106
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,1,0,0,4,1,5
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,50,12,0,0,50,12,62
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,23,31,0,0,23,31,54
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,6,2,0,0,6,2,8
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,6,0,0,4,6,10
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,27,4,0,0,27,4,31
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,18,0,0,2,18,20
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,30,4,0,0,30,4,34
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,6,15,0,0,6,15,21
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,12,8,0,0,12,8,20
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,8,0,0,3,8,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,69,4,0,0,69,4,73
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,12,15,0,0,12,15,27
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,11,6,0,0,11,6,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,3,0,0,1,3,4
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,29,12,0,0,29,12,41
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,6,0,0,2,6,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,6,0,0,2,6,8
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,12,0,0,0,12,12
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,8,0,0,4,8,12
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,21,42,0,0,21,42,63
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,9,27,0,0,9,27,36
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,18,14,0,0,18,14,32
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,24,2,0,0,24,2,26
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,14,4,0,0,14,4,18
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,56,13,0,0,56,13,69
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,102,3,0,0,102,3,105
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1334,203,0,0,1334,203,1537
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,6,4,0,0,6,4,10
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,14,9,0,0,14,9,23
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,1,0,0,5,1,6
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,52,47,0,0,52,47,99
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,2,0,0,1,2,3
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,9,5,0,0,9,5,14
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,7,12,0,0,7,12,19
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,6,3,0,0,6,3,9
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,9,2,0,0,9,2,11
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,18,10,0,0,18,10,28
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,11,0,0,0,11,0,11
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,2,0,0,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,14,10,0,0,14,10,24
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,10,0,0,3,10,13
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,43,7,0,0,43,7,50
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,18,38,0,0,18,38,56
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,15,0,0,4,15,19
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,1,0,0,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,5,0,0,3,5,8
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,32,7,0,0,32,7,39
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,163,33,0,0,163,33,196
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,1,0,0,2,1,3
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,31,67,0,0,31,67,98
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,1,0,0,2,1,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,12,41,0,0,12,41,53
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,14,5,0,0,14,5,19
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,10,0,0,3,10,13
ORURO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,472,6,0,0,472,6,478
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,23,9,0,0,23,9,32
PADILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,8,12,0,0,8,12,20
PAILON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,36,27,0,0,36,27,63
PALCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,6,19,0,0,6,19,25
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,31,6,0,0,31,6,37
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,2,0,0,4,2,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,15,3,0,0,15,3,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,8,0,0,0,8,8
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,9,0,0,0,9,0,9
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,20,23,0,0,20,23,43
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,8,1,0,0,8,1,9
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,5,0,0,3,5,8
POCOATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,12,54,0,0,12,54,66
POCONA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,8,0,0,5,8,13
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,21,9,0,0,21,9,30
POOPO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,1,0,0,4,1,5
PORCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,2,0,0,4,2,6
POROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,19,18,0,0,19,18,37
PORONGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,9,8,0,0,9,8,17
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,26,3,0,0,26,3,29
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,3,0,0,4,3,7
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,6,1,0,0,6,1,7
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,394,22,0,0,394,22,416
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,17,0,0,1,17,18
PUCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,1,0,0,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,28,29,0,0,28,29,57
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,8,39,0,0,8,39,47
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,23,0,0,4,23,27
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,4,0,0,3,4,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,10,0,0,0,10,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,15,11,0,0,15,11,26
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,10,0,0,0,10,0,10
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,3,0,0,2,3,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,26,3,0,0,26,3,29
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,100,13,0,0,100,13,113
PUNA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,21,47,0,0,21,47,68
PUNATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,42,4,0,0,42,4,46
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,10,0,0,1,10,11
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,202,24,0,0,202,24,226
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,6,8,0,0,6,8,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,1,0,0,5,1,6
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,9,38,0,0,9,38,47
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,18,14,0,0,18,14,32
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,193,39,0,0,193,39,232
ROBORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,35,6,0,0,35,6,41
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,14,24,0,0,14,24,38
SABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,1,0,0,3,1,4
SACABA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,186,72,0,0,186,72,258
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,6,0,0,1,6,7
SACACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,18,44,0,0,18,44,62
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,11,3,0,0,11,3,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,7,6,0,0,7,6,13
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,7,1,0,0,7,1,8
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,0,0,0,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,12,0,0,4,12,16
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,6,0,0,2,6,8
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,9,4,0,0,9,4,13
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,6,4,0,0,6,4,10
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,18,8,0,0,18,8,26
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,72,34,0,0,72,34,106
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,12,14,0,0,12,14,26
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,34,10,0,0,34,10,44
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,35,36,0,0,35,36,71
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,98,25,0,0,98,25,123
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,31,2,0,0,31,2,33
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,2,0,0,2,2,4
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,31,43,0,0,31,43,74
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,13,2,0,0,13,2,15
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,48,68,0,0,48,68,116
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,2,0,0,2,2,4
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,10,16,0,0,10,16,26
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,26,43,0,0,26,43,69
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,25,9,0,0,25,9,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,26,5,0,0,26,5,31
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,1,0,0,0,1,1
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,32,0,0,0,32,0,32
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,15,74,0,0,15,74,89
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,10,0,0,5,10,15
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,0,0,0,3,0,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,3,0,0,0,3,3
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,2,0,0,5,2,7
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,17,2,0,0,17,2,19
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,6,4,0,0,6,4,10
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,30,31,0,0,30,31,61
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2195,404,0,0,2195,404,2599
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,12,16,0,0,12,16,28
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,26,7,0,0,26,7,33
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,11,0,0,0,11,11
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,7,0,0,5,7,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,6,0,0,0,6,6
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,2,0,0,2,2,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,2,0,0,3,2,5
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,10,0,0,1,10,11
SENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,8,3,0,0,8,3,11
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,19,40,0,0,19,40,59
SICAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,0,0,0,2,0,2
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,30,17,0,0,30,17,47
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,6,10,0,0,6,10,16
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,8,12,0,0,8,12,20
SORATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,12,46,0,0,12,46,58
SUCRE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,446,32,0,0,446,32,478
TACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,4,0,0,4,4,8
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,16,0,0,5,16,21
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,9,13,0,0,9,13,22
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,39,24,0,0,39,24,63
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,21,15,0,0,21,15,36
TARACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,7,3,0,0,7,3,10
TARATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,11,4,0,0,11,4,15
TARIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,305,39,0,0,305,39,344
TARVITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,9,23,0,0,9,23,32
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,12,0,0,4,12,16
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,7,13,0,0,7,13,20
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,13,45,0,0,13,45,58
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,17,6,0,0,17,6,23
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,80,11,0,0,80,11,91
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,81,17,0,0,81,17,98
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,0,0,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,6,5,0,0,6,5,11
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,0,0,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,8,1,0,0,8,1,9
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,2,0,0,4,2,6
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,11,0,0,4,11,15
TOMINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,8,10,0,0,8,10,18
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,7,24,0,0,7,24,31
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,20,9,0,0,20,9,29
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,2,2,0,0,2,2,4
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,197,16,0,0,197,16,213
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,55,19,0,0,55,19,74
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,5,3,0,0,5,3,8
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,13,0,0,0,13,13
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,16,34,0,0,16,34,50
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,11,3,0,0,11,3,14
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,8,0,0,1,8,9
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,31,16,0,0,31,16,47
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,8,10,0,0,8,10,18
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,20,3,0,0,20,3,23
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,62,52,0,0,62,52,114
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,6,0,0,0,6,6
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,58,15,0,0,58,15,73
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,0,2,0,0,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,3,3,0,0,3,3,6
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,16,10,0,0,16,10,26
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,146,22,0,0,146,22,168
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,7,12,0,0,7,12,19
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,58,7,0,0,58,7,65
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,63,10,0,0,63,10,73
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,7,7,0,0,7,7,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,3,0,0,4,3,7
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,110,22,0,0,110,22,132
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,12,0,0,4,12,16
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,115,50,0,0,115,50,165
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,11,5,0,0,11,5,16
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,4,2,0,0,4,2,6
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,58,29,0,0,58,29,87
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-11-01,1,17,0,0,1,17,18
