,group,variable,month,O.P.V. 2DA DOSIS,O.P.V. 2DA DOSIS,O.P.V. 2DA DOSIS,O.P.V. 2DA DOSIS,TOTALES,TOTALES,TOTALES
PUERTO SILES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,1,5,0,0,1,5,6
PUERTO SUAREZ,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,19,5,0,0,19,5,24
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,111,21,0,0,111,21,132
PUNA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,27,63,0,0,27,63,90
PUNATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,48,6,0,0,48,6,54
QUIABAYA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,1,7,0,0,1,7,8
QUILLACOLLO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,151,29,0,0,151,29,180
QUIME,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,11,10,0,0,11,10,21
QUIRUSILLAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,4,0,0,0,4,0,4
RAVELO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,17,40,0,0,17,40,57
REYES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,9,13,0,0,9,13,22
RIBERALTA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,196,41,0,0,196,41,237
ROBORE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,23,10,0,0,23,10,33
RURRENABAQUE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,12,29,0,0,12,29,41
SABAYA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,3,3,0,0,3,3,6
SACABA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,162,81,0,0,162,81,243
SACABAMBA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,3,3,0,0,3,3,6
SACACA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,14,47,0,0,14,47,61
SAIPINA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,2,6,0,0,2,6,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,6,4,0,0,6,4,10
SAMAIPATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,6,1,0,0,6,1,7
SAN AGUSTIN,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,3,0,0,0,3,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,16,22,0,0,16,22,38
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,3,5,0,0,3,5,8
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,6,2,0,0,6,2,8
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,4,8,0,0,4,8,12
SAN BENITO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,17,7,0,0,17,7,24
SAN BORJA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,61,32,0,0,61,32,93
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,10,8,0,0,10,8,18
SAN CARLOS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,35,6,0,0,35,6,41
SAN IGNACIO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,32,34,0,0,32,34,66
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,96,29,0,0,96,29,125
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,2,3,0,0,2,3,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,30,2,0,0,30,2,32
SAN JOAQUIN,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,5,7,0,0,5,7,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,28,19,0,0,28,19,47
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,9,3,0,0,9,3,12
SAN JULIAN,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,46,60,0,0,46,60,106
SAN LORENZO(PND),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,2,2,0,0,2,2,4
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,3,15,0,0,3,15,18
SAN LUCAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,31,27,0,0,31,27,58
SAN MATIAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,25,25,0,0,25,25,50
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,26,4,0,0,26,4,30
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,3,2,0,0,3,2,5
SAN PEDRO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,25,0,0,0,25,0,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,14,83,0,0,14,83,97
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,5,7,0,0,5,7,12
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,2,0,0,0,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,3,0,0,0,3,0,3
SAN RAFAEL,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,8,2,0,0,8,2,10
SAN RAMON,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,20,2,0,0,20,2,22
SAN RAMON,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,5,2,0,0,5,2,7
SANTA ANA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,21,25,0,0,21,25,46
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,2000,420,0,0,2000,420,2420
SANTA ROSA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,12,19,0,0,12,19,31
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,30,14,0,0,30,14,44
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,0,16,0,0,0,16,16
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,1,8,0,0,1,8,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,0,5,0,0,0,5,5
SANTIVAÑES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,6,0,0,0,6,0,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,4,2,0,0,4,2,6
SAPAHAQUI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,6,13,0,0,6,13,19
SENA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,7,1,0,0,7,1,8
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,9,27,0,0,9,27,36
SIPE SIPE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,44,23,0,0,44,23,67
SOPACHUY,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,3,5,0,0,3,5,8
SORACACHI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,3,8,0,0,3,8,11
SORATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,9,48,0,0,9,48,57
SUCRE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,395,37,0,0,395,37,432
TACACHI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,10,12,0,0,10,12,22
TACOBAMBA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,11,23,0,0,11,23,34
TACOPAYA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,7,19,0,0,7,19,26
TAPACARI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,30,35,0,0,30,35,65
TARABUCO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,20,38,0,0,20,38,58
TARACO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,0,1,0,0,0,1,1
TARATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,8,0,0,0,8,0,8
TARIJA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,263,41,0,0,263,41,304
TARVITA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,18,24,0,0,18,24,42
TEOPONTE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,6,13,0,0,6,13,19
TIAWANACU,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,5,16,0,0,5,16,21
TINGUIPAYA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,18,67,0,0,18,67,85
TIPUANI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,13,9,0,0,13,9,22
TIQUIPAYA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,74,8,0,0,74,8,82
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,59,24,0,0,59,24,83
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,1,0,0,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,4,3,0,0,4,3,7
TOLATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,2,3,0,0,2,3,5
TOLEDO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,4,5,0,0,4,5,9
TOMAVE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,10,22,0,0,10,22,32
TOMINA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,7,7,0,0,7,7,14
TORO TORO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,9,33,0,0,9,33,42
TOTORA(CBBA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,17,6,0,0,17,6,23
TOTORA(ORR),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,1,4,0,0,1,4,5
TRIGAL,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,2,1,0,0,2,1,3
TRINIDAD,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,172,4,0,0,172,4,176
TUPIZA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,45,24,0,0,45,24,69
TURCO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,4,5,0,0,4,5,9
UMALA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,0,17,0,0,0,17,17
UNCIA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,21,38,0,0,21,38,59
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,8,5,0,0,8,5,13
URUBICHA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,0,10,0,0,0,10,10
UYUNI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,29,19,0,0,29,19,48
VACAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,4,22,0,0,4,22,26
VALLEGRANDE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,18,3,0,0,18,3,21
VIACHA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,55,49,0,0,55,49,104
VILA VILA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,1,4,0,0,1,4,5
VILLA MONTES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,41,23,0,0,41,23,64
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,1,1,0,0,1,1,2
VILLA RIVERO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,7,2,0,0,7,2,9
VILLA SERRANO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,11,7,0,0,11,7,18
VILLA TUNARI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,126,32,0,0,126,32,158
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,10,6,0,0,10,6,16
VILLAZON,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,49,5,0,0,49,5,54
VINTO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,61,8,0,0,61,8,69
VITICHI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,9,15,0,0,9,15,24
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,0,1,0,0,0,1,1
WARNES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,111,16,0,0,111,16,127
YACO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,1,11,0,0,1,11,12
YACUIBA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,98,36,0,0,98,36,134
YAMPARAEZ,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,9,6,0,0,9,6,15
YANACACHI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,4,2,0,0,4,2,6
YAPACANI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,49,28,0,0,49,28,77
YOCALLA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,4,15,0,0,4,15,19
YOTALA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,13,14,0,0,13,14,27
YUNCHARA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,1,12,0,0,1,12,13
ZUDAÑEZ,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-11-01,6,2,0,0,6,2,8
ACACIO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,3,12,0,0,3,12,15
ACHACACHI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,26,85,0,0,26,85,111
ACHOCALLA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,5,5,0,0,5,5,10
AIQUILE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,23,19,0,0,23,19,42
ALALAY,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,2,6,0,0,2,6,8
ALCALA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,6,2,0,0,6,2,8
ANCORAIMES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,4,27,0,0,4,27,31
ANDAMARCA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,1,2,0,0,1,2,3
ANTEQUERA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,5,1,0,0,5,1,6
ANZALDO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,5,28,0,0,5,28,33
APOLO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,5,16,0,0,5,16,21
ARAMPAMPA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,0,7,0,0,0,7,7
ARANI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,5,12,0,0,5,12,17
ARBIETO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,5,16,0,0,5,16,21
ARQUE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,15,7,0,0,15,7,22
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,65,17,0,0,65,17,82
ATOCHA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,15,4,0,0,15,4,19
AUCAPATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,2,3,0,0,2,3,5
AYATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,2,19,0,0,2,19,21
AYO AYO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,3,4,0,0,3,4,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,14,30,0,0,14,30,44
AZURDUY,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,6,9,0,0,6,9,15
BATALLAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,12,8,0,0,12,8,20
BAURES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,7,8,0,0,7,8,15
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,2,0,0,0,2,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,0,1,0,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,0,8,0,0,0,8,8
BERMEJO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,48,7,0,0,48,7,55
BETANZOS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,27,24,0,0,27,24,51
BOLIVAR,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,6,4,0,0,6,4,10
BOLPEBRA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,0,2,0,0,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,5,9,0,0,5,9,14
BUENA VISTA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,12,16,0,0,12,16,28
CABEZAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,31,12,0,0,31,12,43
CAIROMA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,5,17,0,0,5,17,22
"CAIZA ""D""",vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,10,11,0,0,10,11,21
CAJUATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,2,7,0,0,2,7,9
CALACOTO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,0,7,0,0,0,7,7
CALAMARCA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,4,6,0,0,4,6,10
CAMARGO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,15,5,0,0,15,5,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,3,1,0,0,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,43,9,0,0,43,9,52
CAPINOTA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,21,9,0,0,21,9,30
CAQUIAVIRI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,1,15,0,0,1,15,16
CARACOLLO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,20,31,0,0,20,31,51
CARANAVI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,52,42,0,0,52,42,94
CARAPARI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,7,6,0,0,7,6,13
CARIPUYO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,5,20,0,0,5,20,25
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,1,14,0,0,1,14,15
CHACARILLA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,0,3,0,0,0,3,3
CHALLAPATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,21,42,0,0,21,42,63
CHAQUI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,8,11,0,0,8,11,19
CHARAGUA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,17,30,0,0,17,30,47
CHARAÑA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,0,4,0,0,0,4,4
CHAYANTA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,16,14,0,0,16,14,30
CHIMORE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,22,10,0,0,22,10,32
CHIPAYA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,15,11,0,0,15,11,26
CHUMA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,4,7,0,0,4,7,11
CLIZA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,8,26,0,0,8,26,34
COBIJA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,89,4,0,0,89,4,93
COCHABAMBA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,1088,42,0,0,1088,42,1130
COIPASA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,72,0,0,0,72,0,72
"COLCHA ""K""",vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,9,7,0,0,9,7,16
COLLANA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,20,9,0,0,20,9,29
COLPA BELGICA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,3,2,0,0,3,2,5
COLQUECHACA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,22,73,0,0,22,73,95
COLQUENCHA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,6,14,0,0,6,14,20
COLQUIRI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,1,8,0,0,1,8,9
COMANCHE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,2,0,0,0,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,32,12,0,0,32,12,44
COMBAYA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,0,7,0,0,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,24,9,0,0,24,9,33
COPACABANA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,1,5,0,0,1,5,6
CORIPATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,12,1,0,0,12,1,13
CORO CORO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,2,9,0,0,2,9,11
COROICO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,10,4,0,0,10,4,14
CORQUE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,5,1,0,0,5,1,6
COTAGAITA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,10,17,0,0,10,17,27
COTOCA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,70,42,0,0,70,42,112
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,19,5,0,0,19,5,24
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,2,0,0,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,1,0,0,0,1,0,1
CULPINA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,16,24,0,0,16,24,40
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,2,8,0,0,2,8,10
CURVA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,0,6,0,0,0,6,6
DESAGUADERO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,7,4,0,0,7,4,11
EL ALTO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,1228,211,0,0,1228,211,1439
EL CHORO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,1,3,0,0,1,3,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,13,12,0,0,13,12,25
EL PUENTE(TJA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,4,5,0,0,4,5,9
EL TORNO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,85,22,0,0,85,22,107
EL VILLAR,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,3,0,0,0,3,0,3
ENTRE RIOS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,49,11,0,0,49,11,60
ENTRE RIOS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,27,13,0,0,27,13,40
EUCALIPTUS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,10,1,0,0,10,1,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,1,0,0,0,1,0,1
EXALTACION,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,2,1,0,0,2,1,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,19,7,0,0,19,7,26
FILADELFIA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,5,6,0,0,5,6,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,18,4,0,0,18,4,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,5,16,0,0,5,16,21
GUANAY,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,7,11,0,0,7,11,18
GUAQUI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,3,2,0,0,3,2,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-12-01,52,37,0,0,52,37,89
