,group,variable,month,BCG,BCG,BCG,BCG,TOTALES,TOTALES,TOTALES
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2008-10-01,27,10,0,0,27,10,37
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2008-10-01,0,10,0,0,0,10,10
TRIGAL,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,1,0,0,1,1,2
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2008-10-01,259,7,0,0,259,7,266
TUPIZA,vacunaciones en menores de 1 ano,bcg,2008-10-01,71,22,0,0,71,22,93
TURCO,vacunaciones en menores de 1 ano,bcg,2008-10-01,3,5,0,0,3,5,8
UMALA,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,14,0,0,0,14,14
UNCIA,vacunaciones en menores de 1 ano,bcg,2008-10-01,32,37,0,0,32,37,69
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2008-10-01,8,7,0,0,8,7,15
URUBICHA,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,13,0,0,0,13,13
UYUNI,vacunaciones en menores de 1 ano,bcg,2008-10-01,49,2,0,0,49,2,51
VACAS,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,15,0,0,4,15,19
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2008-10-01,37,1,0,0,37,1,38
VIACHA,vacunaciones en menores de 1 ano,bcg,2008-10-01,53,24,0,0,53,24,77
VILA VILA,vacunaciones en menores de 1 ano,bcg,2008-10-01,6,15,0,0,6,15,21
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2008-10-01,78,3,0,0,78,3,81
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2008-10-01,0,2,0,0,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2008-10-01,6,1,0,0,6,1,7
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2008-10-01,15,8,0,0,15,8,23
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2008-10-01,133,40,0,0,133,40,173
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2008-10-01,6,8,0,0,6,8,14
VILLAZON,vacunaciones en menores de 1 ano,bcg,2008-10-01,67,2,0,0,67,2,69
VINTO,vacunaciones en menores de 1 ano,bcg,2008-10-01,74,0,0,0,74,0,74
VITICHI,vacunaciones en menores de 1 ano,bcg,2008-10-01,4,15,0,0,4,15,19
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,1,0,0,0,1,1
WARNES,vacunaciones en menores de 1 ano,bcg,2008-10-01,100,6,0,0,100,6,106
YACO,vacunaciones en menores de 1 ano,bcg,2008-10-01,1,9,0,0,1,9,10
YACUIBA,vacunaciones en menores de 1 ano,bcg,2008-10-01,113,8,0,0,113,8,121
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2008-10-01,9,1,0,0,9,1,10
YANACACHI,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,1,0,0,5,1,6
YAPACANI,vacunaciones en menores de 1 ano,bcg,2008-10-01,70,7,0,0,70,7,77
YOCALLA,vacunaciones en menores de 1 ano,bcg,2008-10-01,0,13,0,0,0,13,13
YOTALA,vacunaciones en menores de 1 ano,bcg,2008-10-01,12,2,0,0,12,2,14
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2008-10-01,5,9,0,0,5,9,14
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2008-10-01,12,12,0,0,12,12,24
ACACIO,vacunaciones en menores de 1 ano,bcg,2008-11-01,3,16,0,0,3,16,19
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2008-11-01,27,95,0,0,27,95,122
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2008-11-01,9,16,0,0,9,16,25
AIQUILE,vacunaciones en menores de 1 ano,bcg,2008-11-01,40,9,0,0,40,9,49
ALALAY,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,5,0,0,2,5,7
ALCALA,vacunaciones en menores de 1 ano,bcg,2008-11-01,3,0,0,0,3,0,3
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,30,0,0,2,30,32
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,3,0,0,2,3,5
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2008-11-01,3,1,0,0,3,1,4
ANZALDO,vacunaciones en menores de 1 ano,bcg,2008-11-01,6,10,0,0,6,10,16
APOLO,vacunaciones en menores de 1 ano,bcg,2008-11-01,7,40,0,0,7,40,47
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2008-11-01,1,9,0,0,1,9,10
ARANI,vacunaciones en menores de 1 ano,bcg,2008-11-01,15,5,0,0,15,5,20
ARBIETO,vacunaciones en menores de 1 ano,bcg,2008-11-01,5,17,0,0,5,17,22
ARQUE,vacunaciones en menores de 1 ano,bcg,2008-11-01,14,16,0,0,14,16,30
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2008-11-01,44,5,0,0,44,5,49
ATOCHA,vacunaciones en menores de 1 ano,bcg,2008-11-01,16,3,0,0,16,3,19
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2008-11-01,3,4,0,0,3,4,7
AYATA,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,7,0,0,0,7,7
AYO AYO,vacunaciones en menores de 1 ano,bcg,2008-11-01,4,14,0,0,4,14,18
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2008-11-01,17,37,0,0,17,37,54
AZURDUY,vacunaciones en menores de 1 ano,bcg,2008-11-01,23,12,0,0,23,12,35
BATALLAS,vacunaciones en menores de 1 ano,bcg,2008-11-01,21,16,0,0,21,16,37
BAURES,vacunaciones en menores de 1 ano,bcg,2008-11-01,10,0,0,0,10,0,10
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2008-11-01,1,0,0,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,2,0,0,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,bcg,2008-11-01,48,6,0,0,48,6,54
BETANZOS,vacunaciones en menores de 1 ano,bcg,2008-11-01,48,39,0,0,48,39,87
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2008-11-01,14,4,0,0,14,4,18
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,3,0,0,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2008-11-01,5,1,0,0,5,1,6
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2008-11-01,9,2,0,0,9,2,11
CABEZAS,vacunaciones en menores de 1 ano,bcg,2008-11-01,21,26,0,0,21,26,47
CAIROMA,vacunaciones en menores de 1 ano,bcg,2008-11-01,5,6,0,0,5,6,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2008-11-01,0,18,0,0,0,18,18
CAJUATA,vacunaciones en menores de 1 ano,bcg,2008-11-01,19,7,0,0,19,7,26
CALACOTO,vacunaciones en menores de 1 ano,bcg,2008-11-01,1,11,0,0,1,11,12
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2008-11-01,8,6,0,0,8,6,14
CAMARGO,vacunaciones en menores de 1 ano,bcg,2008-11-01,18,3,0,0,18,3,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2008-11-01,0,1,0,0,0,1,1
CAMIRI,vacunaciones en menores de 1 ano,bcg,2008-11-01,58,6,0,0,58,6,64
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2008-11-01,34,10,0,0,34,10,44
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2008-11-01,3,10,0,0,3,10,13
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2008-11-01,23,15,0,0,23,15,38
CARANAVI,vacunaciones en menores de 1 ano,bcg,2008-11-01,134,62,0,0,134,62,196
CARAPARI,vacunaciones en menores de 1 ano,bcg,2008-11-01,16,5,0,0,16,5,21
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2008-11-01,3,34,0,0,3,34,37
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2008-11-01,6,3,0,0,6,3,9
CATACORA,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,2,0,0,0,2,2
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,3,0,0,2,3,5
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2008-11-01,43,20,0,0,43,20,63
CHAQUI,vacunaciones en menores de 1 ano,bcg,2008-11-01,4,9,0,0,4,9,13
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2008-11-01,23,28,0,0,23,28,51
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,3,0,0,0,3,3
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2008-11-01,13,20,0,0,13,20,33
CHIMORE,vacunaciones en menores de 1 ano,bcg,2008-11-01,10,5,0,0,10,5,15
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2008-11-01,34,3,0,0,34,3,37
CHUMA,vacunaciones en menores de 1 ano,bcg,2008-11-01,4,17,0,0,4,17,21
CLIZA,vacunaciones en menores de 1 ano,bcg,2008-11-01,16,13,0,0,16,13,29
COBIJA,vacunaciones en menores de 1 ano,bcg,2008-11-01,127,3,0,0,127,3,130
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2008-11-01,1182,200,0,0,1182,200,1382
COIPASA,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,0,0,0,2,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2008-11-01,69,0,0,0,69,0,69
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2008-11-01,10,17,0,0,10,17,27
COLLANA,vacunaciones en menores de 1 ano,bcg,2008-11-01,3,1,0,0,3,1,4
COLOMI,vacunaciones en menores de 1 ano,bcg,2008-11-01,34,15,0,0,34,15,49
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2008-11-01,7,2,0,0,7,2,9
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2008-11-01,26,71,0,0,26,71,97
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,7,0,0,2,7,9
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,33,0,0,0,33,33
COMANCHE,vacunaciones en menores de 1 ano,bcg,2008-11-01,4,7,0,0,4,7,11
COMARAPA,vacunaciones en menores de 1 ano,bcg,2008-11-01,24,6,0,0,24,6,30
COMBAYA,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,4,0,0,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2008-11-01,42,9,0,0,42,9,51
COPACABANA,vacunaciones en menores de 1 ano,bcg,2008-11-01,9,20,0,0,9,20,29
CORIPATA,vacunaciones en menores de 1 ano,bcg,2008-11-01,12,11,0,0,12,11,23
CORO CORO,vacunaciones en menores de 1 ano,bcg,2008-11-01,1,1,0,0,1,1,2
COROICO,vacunaciones en menores de 1 ano,bcg,2008-11-01,27,3,0,0,27,3,30
CORQUE,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,11,0,0,0,11,11
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2008-11-01,8,23,0,0,8,23,31
COTOCA,vacunaciones en menores de 1 ano,bcg,2008-11-01,86,3,0,0,86,3,89
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2008-11-01,18,46,0,0,18,46,64
CUEVO,vacunaciones en menores de 1 ano,bcg,2008-11-01,4,0,0,0,4,0,4
CULPINA,vacunaciones en menores de 1 ano,bcg,2008-11-01,12,12,0,0,12,12,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2008-11-01,9,0,0,0,9,0,9
CURVA,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,12,0,0,0,12,12
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2008-11-01,3,7,0,0,3,7,10
EL ALTO,vacunaciones en menores de 1 ano,bcg,2008-11-01,1531,13,0,0,1531,13,1544
EL CHORO,vacunaciones en menores de 1 ano,bcg,2008-11-01,4,0,0,0,4,0,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2008-11-01,6,1,0,0,6,1,7
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2008-11-01,6,11,0,0,6,11,17
EL TORNO,vacunaciones en menores de 1 ano,bcg,2008-11-01,62,4,0,0,62,4,66
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2008-11-01,5,0,0,0,5,0,5
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2008-11-01,36,7,0,0,36,7,43
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2008-11-01,11,12,0,0,11,12,23
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2008-11-01,9,2,0,0,9,2,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2008-11-01,0,1,0,0,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,bcg,2008-11-01,5,1,0,0,5,1,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2008-11-01,10,15,0,0,10,15,25
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,6,0,0,0,6,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2008-11-01,17,7,0,0,17,7,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2008-11-01,9,14,0,0,9,14,23
GUANAY,vacunaciones en menores de 1 ano,bcg,2008-11-01,9,6,0,0,9,6,15
GUAQUI,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,5,0,0,2,5,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2008-11-01,88,6,0,0,88,6,94
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2008-11-01,15,16,0,0,15,16,31
HUACARETA,vacunaciones en menores de 1 ano,bcg,2008-11-01,8,5,0,0,8,5,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2008-11-01,2,5,0,0,2,5,7
HUANUNI,vacunaciones en menores de 1 ano,bcg,2008-11-01,26,4,0,0,26,4,30
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,5,0,0,0,5,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,1,0,0,2,1,3
ICHOCA,vacunaciones en menores de 1 ano,bcg,2008-11-01,1,12,0,0,1,12,13
ICLA,vacunaciones en menores de 1 ano,bcg,2008-11-01,5,14,0,0,5,14,19
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2008-11-01,34,24,0,0,34,24,58
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2008-11-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2008-11-01,9,27,0,0,9,27,36
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2008-11-01,4,20,0,0,4,20,24
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2008-11-01,19,2,0,0,19,2,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-11-01,7,18,0,0,7,18,25
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2008-11-01,84,11,0,0,84,11,95
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2008-11-01,79,0,0,0,79,0,79
LA PAZ,vacunaciones en menores de 1 ano,bcg,2008-11-01,1094,43,0,0,1094,43,1137
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2008-11-01,1,4,0,0,1,4,5
LAJA,vacunaciones en menores de 1 ano,bcg,2008-11-01,3,20,0,0,3,20,23
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2008-11-01,4,1,0,0,4,1,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,1,0,0,0,1,1
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2008-11-01,25,27,0,0,25,27,52
LLICA,vacunaciones en menores de 1 ano,bcg,2008-11-01,3,2,0,0,3,2,5
LORETO,vacunaciones en menores de 1 ano,bcg,2008-11-01,15,19,0,0,15,19,34
LURIBAY,vacunaciones en menores de 1 ano,bcg,2008-11-01,6,6,0,0,6,6,12
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,6,0,0,0,6,6
MACHARETI,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,1,0,0,0,1,1
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2008-11-01,19,12,0,0,19,12,31
MAIRANA,vacunaciones en menores de 1 ano,bcg,2008-11-01,9,0,0,0,9,0,9
MALLA,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,4,0,0,0,4,4
MAPIRI,vacunaciones en menores de 1 ano,bcg,2008-11-01,10,10,0,0,10,10,20
MECAPACA,vacunaciones en menores de 1 ano,bcg,2008-11-01,10,16,0,0,10,16,26
MINEROS,vacunaciones en menores de 1 ano,bcg,2008-11-01,30,2,0,0,30,2,32
MIZQUE,vacunaciones en menores de 1 ano,bcg,2008-11-01,31,25,0,0,31,25,56
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,20,0,0,2,20,22
MOJINETE,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,1,0,0,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,19,0,0,2,19,21
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2008-11-01,26,11,0,0,26,11,37
MONTERO,vacunaciones en menores de 1 ano,bcg,2008-11-01,221,0,0,0,221,0,221
MORO MORO,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,1,0,0,0,1,1
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2008-11-01,14,87,0,0,14,87,101
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2008-11-01,2,1,0,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2008-11-01,1,1,0,0,1,1,2
OCURI,vacunaciones en menores de 1 ano,bcg,2008-11-01,12,47,0,0,12,47,59
OKINAWA,vacunaciones en menores de 1 ano,bcg,2008-11-01,21,0,0,0,21,0,21
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,7,0,0,0,7,7
ORURO,vacunaciones en menores de 1 ano,bcg,2008-11-01,491,10,0,0,491,10,501
PADCAYA,vacunaciones en menores de 1 ano,bcg,2008-11-01,7,4,0,0,7,4,11
PADILLA,vacunaciones en menores de 1 ano,bcg,2008-11-01,25,2,0,0,25,2,27
PAILON,vacunaciones en menores de 1 ano,bcg,2008-11-01,19,31,0,0,19,31,50
PALCA,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,33,0,0,2,33,35
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2008-11-01,31,4,0,0,31,4,35
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,4,0,0,2,4,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2008-11-01,11,2,0,0,11,2,13
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,5,0,0,0,5,5
PASORAPA,vacunaciones en menores de 1 ano,bcg,2008-11-01,1,0,0,0,1,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2008-11-01,30,14,0,0,30,14,44
PAZÑA,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,4,0,0,2,4,6
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,6,0,0,2,6,8
POCOATA,vacunaciones en menores de 1 ano,bcg,2008-11-01,3,55,0,0,3,55,58
POCONA,vacunaciones en menores de 1 ano,bcg,2008-11-01,7,14,0,0,7,14,21
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2008-11-01,18,8,0,0,18,8,26
POOPO,vacunaciones en menores de 1 ano,bcg,2008-11-01,10,1,0,0,10,1,11
PORCO,vacunaciones en menores de 1 ano,bcg,2008-11-01,3,1,0,0,3,1,4
POROMA,vacunaciones en menores de 1 ano,bcg,2008-11-01,12,23,0,0,12,23,35
PORONGO,vacunaciones en menores de 1 ano,bcg,2008-11-01,4,13,0,0,4,13,17
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2008-11-01,36,17,0,0,36,17,53
PORVENIR,vacunaciones en menores de 1 ano,bcg,2008-11-01,3,1,0,0,3,1,4
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2008-11-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,bcg,2008-11-01,451,10,0,0,451,10,461
PRESTO,vacunaciones en menores de 1 ano,bcg,2008-11-01,6,15,0,0,6,15,21
PUCARANI,vacunaciones en menores de 1 ano,bcg,2008-11-01,18,43,0,0,18,43,61
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2008-11-01,7,33,0,0,7,33,40
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,30,0,0,0,30,30
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,2,0,0,2,2,4
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,8,0,0,0,8,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2008-11-01,16,2,0,0,16,2,18
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2008-11-01,5,0,0,0,5,0,5
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,1,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2008-11-01,38,0,0,0,38,0,38
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2008-11-01,91,10,0,0,91,10,101
PUNA,vacunaciones en menores de 1 ano,bcg,2008-11-01,23,34,0,0,23,34,57
PUNATA,vacunaciones en menores de 1 ano,bcg,2008-11-01,58,4,0,0,58,4,62
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,2,0,0,0,2,2
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2008-11-01,178,5,0,0,178,5,183
QUIME,vacunaciones en menores de 1 ano,bcg,2008-11-01,1,20,0,0,1,20,21
RAVELO,vacunaciones en menores de 1 ano,bcg,2008-11-01,13,41,0,0,13,41,54
REYES,vacunaciones en menores de 1 ano,bcg,2008-11-01,10,9,0,0,10,9,19
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2008-11-01,247,14,0,0,247,14,261
ROBORE,vacunaciones en menores de 1 ano,bcg,2008-11-01,30,3,0,0,30,3,33
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2008-11-01,28,20,0,0,28,20,48
SABAYA,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,1,0,0,2,1,3
SACABA,vacunaciones en menores de 1 ano,bcg,2008-11-01,196,16,0,0,196,16,212
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,2,0,0,2,2,4
SACACA,vacunaciones en menores de 1 ano,bcg,2008-11-01,19,34,0,0,19,34,53
SAIPINA,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,2,0,0,2,2,4
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2008-11-01,9,4,0,0,9,4,13
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2008-11-01,6,2,0,0,6,2,8
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,0,0,0,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2008-11-01,1,6,0,0,1,6,7
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,8,0,0,2,8,10
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2008-11-01,4,4,0,0,4,4,8
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2008-11-01,5,7,0,0,5,7,12
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2008-11-01,7,4,0,0,7,4,11
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2008-11-01,54,20,0,0,54,20,74
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2008-11-01,10,9,0,0,10,9,19
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2008-11-01,32,5,0,0,32,5,37
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2008-11-01,39,17,0,0,39,17,56
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2008-11-01,94,14,0,0,94,14,108
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2008-11-01,3,0,0,0,3,0,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2008-11-01,24,2,0,0,24,2,26
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2008-11-01,4,2,0,0,4,2,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2008-11-01,26,41,0,0,26,41,67
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2008-11-01,12,2,0,0,12,2,14
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2008-11-01,59,15,0,0,59,15,74
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2008-11-01,2,6,0,0,2,6,8
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2008-11-01,18,4,0,0,18,4,22
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2008-11-01,19,31,0,0,19,31,50
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2008-11-01,27,9,0,0,27,9,36
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2008-11-01,27,5,0,0,27,5,32
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,1,0,0,0,1,1
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2008-11-01,19,0,0,0,19,0,19
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2008-11-01,18,79,0,0,18,79,97
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2008-11-01,3,6,0,0,3,6,9
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2008-11-01,1,0,0,0,1,0,1
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2008-11-01,0,4,0,0,0,4,4
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2008-11-01,5,2,0,0,5,2,7
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2008-11-01,30,0,0,0,30,0,30
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2008-11-01,4,3,0,0,4,3,7
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2008-11-01,36,12,0,0,36,12,48
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2008-11-01,2420,123,0,0,2420,123,2543
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2008-11-01,21,5,0,0,21,5,26
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2008-11-01,13,8,0,0,13,8,21
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2008-11-01,2,18,0,0,2,18,20
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2008-11-01,4,6,0,0,4,6,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-11-01,0,7,0,0,0,7,7
