,group,variable,month,17.25 COVID DOSIS ANUAL (4TA DOSIS) DENTRO,17.25 COVID DOSIS ANUAL (4TA DOSIS) DENTRO,17.25 COVID DOSIS ANUAL (4TA DOSIS) FUERA,17.25 COVID DOSIS ANUAL (4TA DOSIS) FUERA,TOTALES,TOTALES,TOTALES
TOLATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,0,1,12,2,12,3,15
TOLEDO,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,4,1,0,0,4,1,5
TOMAVE,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,0,1,11,7,11,8,19
TOTORA(CBBA),otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,2,1,1,0,3,1,4
TOTORA(ORR),otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,12,12,0,0,12,12,24
TRINIDAD,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,3,8,4,2,7,10,17
TUPIZA,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,62,98,127,144,189,242,431
TURCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,1,6,0,0,1,6,7
URUBICHA,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,0,0,2,5,2,5,7
UYUNI,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,16,22,0,0,16,22,38
VACAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,0,1,1,0,1,1,2
VALLEGRANDE,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,18,44,21,50,39,94,133
VIACHA,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,31,28,1476,1497,1507,1525,3032
VILA VILA,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,1,0,0,0,1,0,1
VILLA CHARCAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,0,0,0,1,0,1,1
VILLA MONTES,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,100,26,26,23,126,49,175
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,0,0,3,3,3,3,6
VILLA TUNARI,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,91,24,2,2,93,26,119
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,9,2,1,1,10,3,13
VILLAZON,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,31,62,73,83,104,145,249
VINTO,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,12,23,10,8,22,31,53
VITICHI,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,1,1,0,1,1,2,3
WALDO BALLIVIAN,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,3,5,4,1,7,6,13
WARNES,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,50,37,4,2,54,39,93
YACO,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,2,4,1,3,3,7,10
YACUIBA,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,25,32,51,68,76,100,176
YAMPARAEZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,0,0,0,1,0,1,1
YANACACHI,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,8,8,1,7,9,15,24
YAPACANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,40,7,1,0,41,7,48
YOCALLA,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,5,8,0,4,5,12,17
YOTALA,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,0,3,1,0,1,3,4
YUNCHARA,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,1,5,1,2,2,7,9
ZUDAÑEZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-11-01,1,1,1,0,2,1,3
ACACIO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,3,1,1,1,4,5
ACHACACHI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,5,3,10,11,15,14,29
AIQUILE,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,5,11,1,1,6,12,18
ALALAY,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,0,0,0,1,0,1
ALCALA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,1,0,0,1,1,2
ALTO BENI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,1,1,0,4,1,5
ANCORAIMES,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,1,0,0,1,1,2
ANDAMARCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,5,9,0,0,5,9,14
ANTEQUERA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,0,0,0,1,0,1
ANZALDO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,5,7,3,2,8,9,17
APOLO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,0,0,1,0,1,1
ARANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,11,9,19,4,30,13,43
ARBIETO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,16,23,17,19,33,42,75
ARQUE,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,1,3,3,3,4,7
ASCENCION DE GUARAYOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,5,0,0,3,5,8
ATOCHA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,8,7,120,59,128,66,194
AYATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,0,6,12,8,12,20
AYO AYO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,4,43,53,45,57,102
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,12,10,24,26,36,36,72
AZURDUY,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,0,6,1,8,1,9
BATALLAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,2,2,3,4,5,9
BELEN DE ANDAMARCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,2,0,0,2,2,4
BELLA FLOR,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,1,8,10,8,11,19
BERMEJO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,1,4,3,5,4,9
BETANZOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,8,0,0,3,8,11
BOLIVAR,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,0,0,0,1,0,1
BOLPEBRA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,0,5,7,5,7,12
BOYUIBE,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,17,3,1,1,18,4,22
BUENA VISTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,22,13,2,2,24,15,39
CABEZAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,17,12,0,0,17,12,29
CAIROMA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,5,6,10,2,15,8,23
"CAIZA ""D""",otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,0,0,0,1,0,1
CAJUATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,1,5,5,5,6,11
CALACOTO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,0,5,6,6,6,12
CALAMARCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,2,68,76,70,78,148
CAMARGO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,30,31,3,0,33,31,64
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,4,4,4,4,8,12
CAMIRI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,48,21,1,1,49,22,71
CAPINOTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,15,19,1,0,16,19,35
CAQUIAVIRI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,2,0,0,2,2,4
CARACOLLO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,5,9,0,0,5,9,14
CARANAVI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,8,10,76,3,84,13,97
CARAPARI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,7,7,6,3,13,10,23
CHACARILLA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,0,0,3,1,3,4
CHALLAPATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,9,0,1,3,10,13
CHAQUI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,2,0,0,0,2,2
CHARAGUA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,4,7,0,0,4,7,11
CHARAÑA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,1,4,2,5,3,8
CHAYANTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,3,3,1,5,4,9
CHIMORE,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,8,62,7,64,15,79
CHOQUE COTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,1,0,0,0,1,1
CHUA COCANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,1,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,5,1,5,7,10,8,18
CHUMA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,5,2,5,5,10,15
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,1,1,5,1,6,7
CKOCHAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,6,0,2,3,8,3,11
CLIZA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,27,26,8,22,35,48,83
COBIJA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,75,98,157,126,232,224,456
COCAPATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,7,1,2,3,9,12
COCHABAMBA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2733,3232,1317,1194,4050,4426,8476
COLCAPIRHUA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,73,61,190,217,263,278,541
"COLCHA ""K""",otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,11,20,0,0,11,20,31
COLLANA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,3,93,105,95,108,203
COLOMI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,5,5,12,15,17,20,37
COLPA BELGICA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,11,8,0,0,11,8,19
COLQUECHACA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,2,0,2,3,4,7
COLQUENCHA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,2,109,99,109,101,210
COLQUIRI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,5,6,13,10,18,16,34
COMANCHE,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,6,6,0,0,6,6,12
COMBAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,3,2,1,3,4,7
COPACABANA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,0,8,6,8,6,14
CORIPATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,1,1,1,2,2,4
CORO CORO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,2,3,4,6,6,12
COROICO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,7,5,26,19,33,24,57
CORQUE,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,21,22,0,0,21,22,43
COTAGAITA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,22,23,14,21,36,44,80
COTOCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,72,81,6,9,78,90,168
CUATRO CAÑADAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,10,8,1,0,11,8,19
CUEVO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,1,6,5,7,6,13
CULPINA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,4,5,7,18,11,23,34
CURAHUARA DE CARANGAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,4,4,2,1,6,5,11
CURVA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,0,1,5,1,5,6
DESAGUADERO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,0,11,9,12,9,21
EL ALTO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,429,400,1073,452,1502,852,2354
EL CHORO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,6,5,0,0,6,5,11
EL PUENTE(STC),otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,5,5,2,1,7,6,13
EL PUENTE(TJA),otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,6,10,0,0,6,10,16
EL TORNO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,55,62,0,0,55,62,117
EL VILLAR,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,5,4,0,0,5,4,9
ENTRE RIOS TRJ,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,12,4,0,0,12,4,16
ENTRE RIOS CBBA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,15,12,21,15,36,27,63
ESCOMA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,0,1,3,3,3,6
ESMERALDA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,2,0,0,3,2,5
EUCALIPTUS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,6,5,21,11,27,16,43
FILADELFIA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,0,2,0,2,0,2
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,1,2,0,3,1,4
GENERAL SAAVEDRA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,4,0,0,3,4,7
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,0,1,1,1,1,2
GUANAY,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,2,12,13,14,15,29
GUAQUI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,4,10,0,10,4,14
GUAYARAMERIN,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,6,8,0,2,6,10,16
GUTIERREZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,0,0,6,0,6,6
HUACARETA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,2,4,0,7,2,9
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,0,0,2,0,2,2
HUANUNI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,6,6,0,0,6,6,12
HUARINA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,0,3,3,3,3,6
HUAYLLAMARCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,0,0,0,1,0,1
ICLA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,2,1,1,1,3,4
INCAHUASI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,2,1,3,2,5,7
INGAVI (HUMAITA),otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,2,2,1,5,3,8
INQUISIVI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,6,9,5,0,11,9,20
IXIAMAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,2,7,2,9,4,13
JESUS DE MACHACA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,6,3,5,5,11,16
LA ASUNTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,41,6,78,3,119,9,128
LA GUARDIA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,199,170,91,24,290,194,484
LA PAZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1900,2052,325,344,2225,2396,4621
LA RIVERA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,1,0,0,2,1,3
LAGUNILLAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,4,21,36,23,40,63
LAJA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,9,2,3,5,12,17
LAS CARRERAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,13,14,0,0,13,14,27
LLALLAGUA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,30,41,56,67,86,108,194
LLICA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,5,2,2,5,7,12
LORETO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,1,0,0,0,1,1
LURIBAY,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,0,0,0,1,0,1
MACHACAMARCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,6,0,0,0,6,6
MACHARETI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,15,2,0,0,15,2,17
MAGDALENA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,3,4,2,5,5,10
MAIRANA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,19,14,0,0,19,14,33
MAPIRI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,1,0,0,0,1,1
MECAPACA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,7,4,4,0,11,4,15
MINEROS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,21,32,0,0,21,32,53
MIZQUE,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,10,6,18,31,28,37,65
MOCOMOCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,1,3,2,3,3,6
MOJOCOYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,1,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,21,21,0,0,21,21,42
MONTERO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,160,201,211,32,371,233,604
MORO MORO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,4,2,7,4,11,15
MOROCHATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,6,10,3,3,9,13,22
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,2,0,3,1,5,6
NAZACARA DE PACAJES,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,1,3,2,3,3,6
OCURI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,22,30,0,0,22,30,52
ORURO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,581,719,18,6,599,725,1324
PADCAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,5,7,0,0,5,7,12
PADILLA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,8,20,44,62,52,82,134
PAILON,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,0,0,0,1,0,1
PALCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,13,22,8,7,21,29,50
PALOS BLANCOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,9,8,15,12,24,20,44
PAMPA AULLAGAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,0,0,1,2,1,3
PAMPA GRANDE,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,2,0,0,3,2,5
PAPEL PAMPA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,1,0,1,1,2,3
PATACAMAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,3,3,5,5,8,13
PAZÑA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,0,0,0,2,0,2
PELECHUCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,12,5,10,11,22,16,38
POCONA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,3,0,0,2,3,5
POJO (CBBA),otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,7,0,0,1,7,8
POOPO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,7,0,0,3,7,10
PORCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,0,0,0,3,0,3
POROMA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,1,1,1,1,2,3
PORONGO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,32,38,5,2,37,40,77
PORTACHUELO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,24,36,0,1,24,37,61
PORVENIR,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,15,2,3,5,18,23
POSTRER VALLE,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,8,14,0,0,8,14,22
POTOSI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,339,442,119,112,458,554,1012
PRESTO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,0,89,68,91,68,159
PUERTO ACOSTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,0,3,3,5,3,8
PUERTO CARABUCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,3,0,1,2,4,6
PUERTO GONZALO MORENO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,1,0,0,0,1,1
PUERTO PEREZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,0,0,0,1,0,1
PUERTO RICO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,4,0,0,2,4,6
PUERTO SUAREZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,13,9,0,0,13,9,22
PUERTO VILLARROEL,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,6,11,5,8,11,19,30
PUNA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,4,2,0,5,4,9
PUNATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,29,44,2,2,31,46,77
QUIABAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,2,2,2,2,4,6
QUILLACOLLO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,221,275,78,110,299,385,684
QUIME,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,2,3,1,3,3,6
QUIRUSILLAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,0,4,7,4,7,11
RAQAYPAMPA(ETA),otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,0,0,2,1,2,3
RAVELO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,5,8,8,11,13,19,32
RIBERALTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,69,64,0,0,69,64,133
ROBORE,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,12,30,27,45,39,75,114
RURRENABAQUE,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,11,14,0,0,11,14,25
SABAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,12,16,0,0,12,16,28
SACABA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,251,339,202,259,453,598,1051
SACABAMBA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,0,0,0,1,0,1
SACACA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,2,0,0,3,2,5
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,2,0,0,3,2,5
SAMAIPATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,13,11,13,10,26,21,47
SAN ANDRES,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,0,0,0,1,0,1
SAN ANDRES DE MACHACA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,4,3,2,1,6,4,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,2,0,0,0,2,2
SAN BENITO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,13,10,0,0,13,10,23
SAN BORJA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,7,7,0,0,7,7,14
SAN IGNACIO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,7,2,2,0,9,2,11
SAN IGNACIO DE VELASCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,48,49,0,0,48,49,97
SAN JOAQUIN,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,4,5,10,5,14,19
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,16,5,1,2,17,7,24
SAN JUAN DE YAPACANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,5,7,0,0,5,7,12
SAN LORENZO(PND),otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,3,2,3,3,6,9
SAN LORENZO(TJA),otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,12,0,3,2,15,17
SAN LUCAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,5,0,0,1,5,6
SAN MATIAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,10,25,0,0,10,25,35
SAN MIGUEL DE VELASCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,3,1,0,2,3,5
SAN PEDRO,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,12,9,0,0,12,9,21
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,5,6,5,10,10,16,26
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,1,0,2,1,3,4
SAN PEDRO DE MACHA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,3,5,2,1,5,6,11
SAN PEDRO DE TIQUINA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,4,29,1,31,5,36
SAN PEDRO(PND),otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,0,0,2,1,2,1,3
SAN RAFAEL,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,7,4,12,2,19,6,25
SAN RAMON BENI,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,8,13,0,0,8,13,21
SAN RAMON SCZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,9,12,0,0,9,12,21
SANTA ANA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,2,4,0,0,2,4,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,4992,4455,1000,922,5992,5377,11369
SANTA ROSA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,1,1,37,26,38,27,65
SANTA ROSA DEL SARA,otras vacunaciones,covid dosis anual (4ta dosis),2022-12-01,20,22,1,0,21,22,43
