,group,variable,month,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS FUERA,17.24 COVID 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
GENERAL SAAVEDRA,otras vacunaciones,covid 2da dosis,2022-10-01,4,7,0,0,4,7,11
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 2da dosis,2022-10-01,1,1,19,14,20,15,35
GUANAY,otras vacunaciones,covid 2da dosis,2022-10-01,2,3,6,9,8,12,20
GUAQUI,otras vacunaciones,covid 2da dosis,2022-10-01,0,3,3,1,3,4,7
GUAYARAMERIN,otras vacunaciones,covid 2da dosis,2022-10-01,6,5,5,1,11,6,17
GUTIERREZ,otras vacunaciones,covid 2da dosis,2022-10-01,8,3,4,6,12,9,21
HUACARETA,otras vacunaciones,covid 2da dosis,2022-10-01,2,4,1,0,3,4,7
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 2da dosis,2022-10-01,1,0,2,4,3,4,7
HUACHACALLA,otras vacunaciones,covid 2da dosis,2022-10-01,0,2,0,0,0,2,2
HUANUNI,otras vacunaciones,covid 2da dosis,2022-10-01,20,23,0,0,20,23,43
HUARINA,otras vacunaciones,covid 2da dosis,2022-10-01,4,5,3,0,7,5,12
HUATAJATA,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,10,15,10,15,25
HUAYLLAMARCA,otras vacunaciones,covid 2da dosis,2022-10-01,4,2,1,1,5,3,8
HUMANATA,otras vacunaciones,covid 2da dosis,2022-10-01,2,5,9,4,11,9,20
ICHOCA,otras vacunaciones,covid 2da dosis,2022-10-01,1,0,0,3,1,3,4
ICLA,otras vacunaciones,covid 2da dosis,2022-10-01,8,8,27,19,35,27,62
INCAHUASI,otras vacunaciones,covid 2da dosis,2022-10-01,3,1,2,2,5,3,8
INGAVI (HUMAITA),otras vacunaciones,covid 2da dosis,2022-10-01,0,0,4,3,4,3,7
INQUISIVI,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,13,11,13,11,24
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 2da dosis,2022-10-01,5,2,3,1,8,3,11
IXIAMAS,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,7,6,7,6,13
JESUS DE MACHACA,otras vacunaciones,covid 2da dosis,2022-10-01,0,3,4,5,4,8,12
LA ASUNTA,otras vacunaciones,covid 2da dosis,2022-10-01,27,25,15,13,42,38,80
LA GUARDIA,otras vacunaciones,covid 2da dosis,2022-10-01,38,57,0,0,38,57,95
LA PAZ,otras vacunaciones,covid 2da dosis,2022-10-01,191,230,683,744,874,974,1848
LA RIVERA,otras vacunaciones,covid 2da dosis,2022-10-01,0,1,0,0,0,1,1
LAGUNILLAS,otras vacunaciones,covid 2da dosis,2022-10-01,1,2,0,0,1,2,3
LAJA,otras vacunaciones,covid 2da dosis,2022-10-01,6,13,3,2,9,15,24
LAS CARRERAS,otras vacunaciones,covid 2da dosis,2022-10-01,4,2,0,0,4,2,6
LICOMA PAMPA,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,1,3,1,3,4
LLALLAGUA,otras vacunaciones,covid 2da dosis,2022-10-01,31,31,37,39,68,70,138
LLICA,otras vacunaciones,covid 2da dosis,2022-10-01,2,1,0,0,2,1,3
LURIBAY,otras vacunaciones,covid 2da dosis,2022-10-01,7,3,9,5,16,8,24
MACHACAMARCA,otras vacunaciones,covid 2da dosis,2022-10-01,2,1,1,2,3,3,6
MACHARETI,otras vacunaciones,covid 2da dosis,2022-10-01,0,2,2,1,2,3,5
MAIRANA,otras vacunaciones,covid 2da dosis,2022-10-01,3,9,32,22,35,31,66
MALLA,otras vacunaciones,covid 2da dosis,2022-10-01,0,1,0,10,0,11,11
MAPIRI,otras vacunaciones,covid 2da dosis,2022-10-01,4,3,3,5,7,8,15
MECAPACA,otras vacunaciones,covid 2da dosis,2022-10-01,26,28,9,9,35,37,72
MINEROS,otras vacunaciones,covid 2da dosis,2022-10-01,14,12,3,2,17,14,31
MIZQUE,otras vacunaciones,covid 2da dosis,2022-10-01,5,5,27,31,32,36,68
MOCOMOCO,otras vacunaciones,covid 2da dosis,2022-10-01,4,8,11,13,15,21,36
MOJOCOYA,otras vacunaciones,covid 2da dosis,2022-10-01,1,0,6,7,7,7,14
MONTEAGUDO,otras vacunaciones,covid 2da dosis,2022-10-01,6,3,2,3,8,6,14
MONTERO,otras vacunaciones,covid 2da dosis,2022-10-01,71,74,17,14,88,88,176
MORO MORO,otras vacunaciones,covid 2da dosis,2022-10-01,0,1,0,1,0,2,2
MOROCHATA,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,5,11,5,11,16
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 2da dosis,2022-10-01,0,2,16,12,16,14,30
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 2da dosis,2022-10-01,1,0,0,0,1,0,1
OKINAWA,otras vacunaciones,covid 2da dosis,2022-10-01,7,6,0,3,7,9,16
OMEREQUE,otras vacunaciones,covid 2da dosis,2022-10-01,1,0,8,9,9,9,18
ORURO,otras vacunaciones,covid 2da dosis,2022-10-01,475,413,266,203,741,616,1357
PADCAYA,otras vacunaciones,covid 2da dosis,2022-10-01,0,2,5,2,5,4,9
PADILLA,otras vacunaciones,covid 2da dosis,2022-10-01,5,0,8,6,13,6,19
PAILON,otras vacunaciones,covid 2da dosis,2022-10-01,15,12,0,0,15,12,27
PALCA,otras vacunaciones,covid 2da dosis,2022-10-01,54,56,32,29,86,85,171
PALOS BLANCOS,otras vacunaciones,covid 2da dosis,2022-10-01,5,11,59,51,64,62,126
PAMPA AULLAGAS,otras vacunaciones,covid 2da dosis,2022-10-01,0,1,1,0,1,1,2
PAMPA GRANDE,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,7,3,7,3,10
PAPEL PAMPA,otras vacunaciones,covid 2da dosis,2022-10-01,3,4,2,3,5,7,12
PATACAMAYA,otras vacunaciones,covid 2da dosis,2022-10-01,19,16,1,2,20,18,38
PAZÑA,otras vacunaciones,covid 2da dosis,2022-10-01,1,3,3,6,4,9,13
PELECHUCO,otras vacunaciones,covid 2da dosis,2022-10-01,2,3,7,7,9,10,19
POCOATA,otras vacunaciones,covid 2da dosis,2022-10-01,2,10,7,6,9,16,25
POCONA,otras vacunaciones,covid 2da dosis,2022-10-01,12,6,17,8,29,14,43
POJO (CBBA),otras vacunaciones,covid 2da dosis,2022-10-01,5,7,36,48,41,55,96
POOPO,otras vacunaciones,covid 2da dosis,2022-10-01,2,2,0,0,2,2,4
PORCO,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,2,2,2,2,4
POROMA,otras vacunaciones,covid 2da dosis,2022-10-01,8,5,12,8,20,13,33
PORONGO,otras vacunaciones,covid 2da dosis,2022-10-01,18,16,1,4,19,20,39
PORTACHUELO,otras vacunaciones,covid 2da dosis,2022-10-01,28,31,1,1,29,32,61
PORVENIR,otras vacunaciones,covid 2da dosis,2022-10-01,0,3,30,25,30,28,58
POTOSI,otras vacunaciones,covid 2da dosis,2022-10-01,75,79,61,58,136,137,273
PRESTO,otras vacunaciones,covid 2da dosis,2022-10-01,1,0,0,0,1,0,1
PUCARA,otras vacunaciones,covid 2da dosis,2022-10-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,covid 2da dosis,2022-10-01,12,14,2,0,14,14,28
PUERTO ACOSTA,otras vacunaciones,covid 2da dosis,2022-10-01,9,10,10,8,19,18,37
PUERTO CARABUCO,otras vacunaciones,covid 2da dosis,2022-10-01,3,3,15,18,18,21,39
PUERTO GONZALO MORENO,otras vacunaciones,covid 2da dosis,2022-10-01,1,0,3,1,4,1,5
PUERTO PEREZ,otras vacunaciones,covid 2da dosis,2022-10-01,0,3,1,0,1,3,4
PUERTO RICO,otras vacunaciones,covid 2da dosis,2022-10-01,4,2,2,2,6,4,10
PUERTO SILES,otras vacunaciones,covid 2da dosis,2022-10-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,covid 2da dosis,2022-10-01,2,0,5,3,7,3,10
PUERTO VILLARROEL,otras vacunaciones,covid 2da dosis,2022-10-01,2,3,0,0,2,3,5
PUNA,otras vacunaciones,covid 2da dosis,2022-10-01,1,4,10,5,11,9,20
PUNATA,otras vacunaciones,covid 2da dosis,2022-10-01,29,18,110,73,139,91,230
QUIABAYA,otras vacunaciones,covid 2da dosis,2022-10-01,2,5,5,10,7,15,22
QUILLACOLLO,otras vacunaciones,covid 2da dosis,2022-10-01,16,21,29,23,45,44,89
QUIME,otras vacunaciones,covid 2da dosis,2022-10-01,1,2,1,2,2,4,6
QUIRUSILLAS,otras vacunaciones,covid 2da dosis,2022-10-01,0,1,3,5,3,6,9
RAQAYPAMPA(ETA),otras vacunaciones,covid 2da dosis,2022-10-01,4,0,17,17,21,17,38
RAVELO,otras vacunaciones,covid 2da dosis,2022-10-01,1,2,8,8,9,10,19
REYES,otras vacunaciones,covid 2da dosis,2022-10-01,1,1,0,0,1,1,2
RIBERALTA,otras vacunaciones,covid 2da dosis,2022-10-01,23,17,0,1,23,18,41
ROBORE,otras vacunaciones,covid 2da dosis,2022-10-01,6,14,6,7,12,21,33
RURRENABAQUE,otras vacunaciones,covid 2da dosis,2022-10-01,2,1,1,0,3,1,4
SABAYA,otras vacunaciones,covid 2da dosis,2022-10-01,157,87,5,8,162,95,257
SACABA,otras vacunaciones,covid 2da dosis,2022-10-01,56,63,60,51,116,114,230
SACABAMBA,otras vacunaciones,covid 2da dosis,2022-10-01,0,3,23,21,23,24,47
SACACA,otras vacunaciones,covid 2da dosis,2022-10-01,1,8,12,14,13,22,35
SAIPINA,otras vacunaciones,covid 2da dosis,2022-10-01,1,1,2,4,3,5,8
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 2da dosis,2022-10-01,5,8,22,22,27,30,57
SAMAIPATA,otras vacunaciones,covid 2da dosis,2022-10-01,3,9,1,5,4,14,18
SAN AGUSTIN,otras vacunaciones,covid 2da dosis,2022-10-01,1,0,0,0,1,0,1
SAN ANDRES,otras vacunaciones,covid 2da dosis,2022-10-01,0,1,6,2,6,3,9
SAN ANDRES DE MACHACA,otras vacunaciones,covid 2da dosis,2022-10-01,1,0,6,4,7,4,11
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 2da dosis,2022-10-01,2,0,17,11,19,11,30
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 2da dosis,2022-10-01,0,2,0,0,0,2,2
SAN BENITO,otras vacunaciones,covid 2da dosis,2022-10-01,7,4,0,0,7,4,11
SAN BORJA,otras vacunaciones,covid 2da dosis,2022-10-01,3,5,0,1,3,6,9
SAN BUENA VENTURA,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,1,4,1,4,5
SAN CARLOS,otras vacunaciones,covid 2da dosis,2022-10-01,8,4,7,11,15,15,30
SAN IGNACIO,otras vacunaciones,covid 2da dosis,2022-10-01,2,1,7,4,9,5,14
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 2da dosis,2022-10-01,64,49,0,1,64,50,114
SAN JAVIER(STC),otras vacunaciones,covid 2da dosis,2022-10-01,1,9,0,0,1,9,10
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 2da dosis,2022-10-01,0,3,13,9,13,12,25
SAN JUAN DE YAPACANI,otras vacunaciones,covid 2da dosis,2022-10-01,2,0,0,0,2,0,2
SAN JULIAN,otras vacunaciones,covid 2da dosis,2022-10-01,16,21,0,4,16,25,41
SAN LORENZO(PND),otras vacunaciones,covid 2da dosis,2022-10-01,1,0,5,4,6,4,10
SAN LORENZO(TJA),otras vacunaciones,covid 2da dosis,2022-10-01,2,4,0,0,2,4,6
SAN LUCAS,otras vacunaciones,covid 2da dosis,2022-10-01,19,15,76,89,95,104,199
SAN MATIAS,otras vacunaciones,covid 2da dosis,2022-10-01,2,2,6,10,8,12,20
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 2da dosis,2022-10-01,0,4,5,6,5,10,15
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 2da dosis,2022-10-01,6,6,5,6,11,12,23
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid 2da dosis,2022-10-01,2,1,0,0,2,1,3
SAN PEDRO DE MACHA,otras vacunaciones,covid 2da dosis,2022-10-01,10,4,8,6,18,10,28
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 2da dosis,2022-10-01,4,4,0,0,4,4,8
SAN PEDRO(PND),otras vacunaciones,covid 2da dosis,2022-10-01,0,0,6,4,6,4,10
SAN RAFAEL,otras vacunaciones,covid 2da dosis,2022-10-01,6,6,0,0,6,6,12
SAN RAMON BENI,otras vacunaciones,covid 2da dosis,2022-10-01,9,14,0,0,9,14,23
SAN RAMON SCZ,otras vacunaciones,covid 2da dosis,2022-10-01,13,45,0,0,13,45,58
SANTA ANA,otras vacunaciones,covid 2da dosis,2022-10-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 2da dosis,2022-10-01,647,560,347,391,994,951,1945
SANTA ROSA,otras vacunaciones,covid 2da dosis,2022-10-01,2,0,0,0,2,0,2
SANTA ROSA DEL SARA,otras vacunaciones,covid 2da dosis,2022-10-01,7,3,2,3,9,6,15
SANTIAGO DE CALLAPA,otras vacunaciones,covid 2da dosis,2022-10-01,2,3,0,1,2,4,6
SANTIAGO DE HUARI,otras vacunaciones,covid 2da dosis,2022-10-01,0,1,5,8,5,9,14
SANTIAGO DE HUATA,otras vacunaciones,covid 2da dosis,2022-10-01,2,2,18,23,20,25,45
SANTIAGO DE MACHACA,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,2,6,2,6,8
SANTIVAÑES,otras vacunaciones,covid 2da dosis,2022-10-01,7,9,0,0,7,9,16
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 2da dosis,2022-10-01,3,1,2,1,5,2,7
SAPAHAQUI,otras vacunaciones,covid 2da dosis,2022-10-01,6,6,4,2,10,8,18
SENA,otras vacunaciones,covid 2da dosis,2022-10-01,4,4,11,11,15,15,30
SHINAOTA,otras vacunaciones,covid 2da dosis,2022-10-01,13,14,33,23,46,37,83
SICA SICA (VILLA AROMA),otras vacunaciones,covid 2da dosis,2022-10-01,8,5,19,30,27,35,62
SICAYA,otras vacunaciones,covid 2da dosis,2022-10-01,13,1,0,0,13,1,14
SIPE SIPE,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,12,14,12,14,26
SORACACHI,otras vacunaciones,covid 2da dosis,2022-10-01,17,24,0,0,17,24,41
SORATA,otras vacunaciones,covid 2da dosis,2022-10-01,6,8,15,15,21,23,44
SUCRE,otras vacunaciones,covid 2da dosis,2022-10-01,152,134,249,238,401,372,773
TACACHI,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,3,1,3,1,4
TACACOMA,otras vacunaciones,covid 2da dosis,2022-10-01,2,1,1,1,3,2,5
TACOBAMBA,otras vacunaciones,covid 2da dosis,2022-10-01,2,3,11,3,13,6,19
TACOPAYA,otras vacunaciones,covid 2da dosis,2022-10-01,1,0,10,16,11,16,27
TAPACARI,otras vacunaciones,covid 2da dosis,2022-10-01,20,18,9,10,29,28,57
TARABUCO,otras vacunaciones,covid 2da dosis,2022-10-01,5,4,74,87,79,91,170
TARACO,otras vacunaciones,covid 2da dosis,2022-10-01,2,2,6,7,8,9,17
TARATA,otras vacunaciones,covid 2da dosis,2022-10-01,1,7,3,2,4,9,13
TARIJA,otras vacunaciones,covid 2da dosis,2022-10-01,16,23,231,227,247,250,497
TARVITA,otras vacunaciones,covid 2da dosis,2022-10-01,0,1,12,10,12,11,23
TEOPONTE,otras vacunaciones,covid 2da dosis,2022-10-01,3,2,6,6,9,8,17
TIAHUANACU,otras vacunaciones,covid 2da dosis,2022-10-01,8,5,4,3,12,8,20
TINGUIPAYA,otras vacunaciones,covid 2da dosis,2022-10-01,0,5,8,6,8,11,19
TIPUANI,otras vacunaciones,covid 2da dosis,2022-10-01,3,4,1,1,4,5,9
TIQUIPAYA,otras vacunaciones,covid 2da dosis,2022-10-01,36,27,24,32,60,59,119
TIRAQUE (CBBA),otras vacunaciones,covid 2da dosis,2022-10-01,7,3,31,32,38,35,73
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 2da dosis,2022-10-01,2,0,0,0,2,0,2
TOCO,otras vacunaciones,covid 2da dosis,2022-10-01,10,13,0,3,10,16,26
TODOS SANTOS,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,5,2,5,2,7
TOLATA,otras vacunaciones,covid 2da dosis,2022-10-01,4,6,0,0,4,6,10
TOLEDO,otras vacunaciones,covid 2da dosis,2022-10-01,9,13,0,0,9,13,22
TOMAVE,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,6,3,6,3,9
TOMINA,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,4,1,4,1,5
TORO TORO,otras vacunaciones,covid 2da dosis,2022-10-01,10,1,0,0,10,1,11
TOTORA(CBBA),otras vacunaciones,covid 2da dosis,2022-10-01,14,12,2,3,16,15,31
TOTORA(ORR),otras vacunaciones,covid 2da dosis,2022-10-01,13,8,0,0,13,8,21
TRIGAL,otras vacunaciones,covid 2da dosis,2022-10-01,4,3,0,0,4,3,7
TRINIDAD,otras vacunaciones,covid 2da dosis,2022-10-01,93,92,62,55,155,147,302
TUPIZA,otras vacunaciones,covid 2da dosis,2022-10-01,17,28,34,31,51,59,110
TURCO,otras vacunaciones,covid 2da dosis,2022-10-01,10,5,0,0,10,5,15
UMALA,otras vacunaciones,covid 2da dosis,2022-10-01,0,1,0,2,0,3,3
UNCIA,otras vacunaciones,covid 2da dosis,2022-10-01,6,5,2,2,8,7,15
URIONDO (A. CONCEPCION),otras vacunaciones,covid 2da dosis,2022-10-01,0,1,0,0,0,1,1
URUBICHA,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,15,22,15,22,37
UYUNI,otras vacunaciones,covid 2da dosis,2022-10-01,13,7,16,15,29,22,51
VACAS,otras vacunaciones,covid 2da dosis,2022-10-01,7,3,1,5,8,8,16
VALLEGRANDE,otras vacunaciones,covid 2da dosis,2022-10-01,12,8,14,13,26,21,47
VIACHA,otras vacunaciones,covid 2da dosis,2022-10-01,60,45,548,534,608,579,1187
VILA VILA,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,4,5,4,5,9
VILLA CHARCAS,otras vacunaciones,covid 2da dosis,2022-10-01,0,1,5,10,5,11,16
VILLA MONTES,otras vacunaciones,covid 2da dosis,2022-10-01,20,3,32,15,52,18,70
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 2da dosis,2022-10-01,1,0,9,17,10,17,27
VILLA RIVERO,otras vacunaciones,covid 2da dosis,2022-10-01,3,6,15,9,18,15,33
VILLA SERRANO,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,2,1,2,1,3
VILLA TUNARI,otras vacunaciones,covid 2da dosis,2022-10-01,48,30,21,22,69,52,121
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 2da dosis,2022-10-01,1,2,20,24,21,26,47
VILLAZON,otras vacunaciones,covid 2da dosis,2022-10-01,23,22,46,47,69,69,138
VINTO,otras vacunaciones,covid 2da dosis,2022-10-01,42,57,20,23,62,80,142
VITICHI,otras vacunaciones,covid 2da dosis,2022-10-01,4,6,0,0,4,6,10
WALDO BALLIVIAN,otras vacunaciones,covid 2da dosis,2022-10-01,3,1,0,0,3,1,4
WARNES,otras vacunaciones,covid 2da dosis,2022-10-01,51,57,37,37,88,94,182
YACO,otras vacunaciones,covid 2da dosis,2022-10-01,4,0,0,0,4,0,4
YACUIBA,otras vacunaciones,covid 2da dosis,2022-10-01,17,24,33,51,50,75,125
YAMPARAEZ,otras vacunaciones,covid 2da dosis,2022-10-01,6,2,3,3,9,5,14
YANACACHI,otras vacunaciones,covid 2da dosis,2022-10-01,2,2,2,6,4,8,12
YAPACANI,otras vacunaciones,covid 2da dosis,2022-10-01,29,43,10,9,39,52,91
YOCALLA,otras vacunaciones,covid 2da dosis,2022-10-01,24,25,5,3,29,28,57
YOTALA,otras vacunaciones,covid 2da dosis,2022-10-01,6,3,10,7,16,10,26
YUNCHARA,otras vacunaciones,covid 2da dosis,2022-10-01,0,0,3,3,3,3,6
ZUDAÑEZ,otras vacunaciones,covid 2da dosis,2022-10-01,1,0,1,1,2,1,3
ACACIO,otras vacunaciones,covid 2da dosis,2022-11-01,3,4,3,5,6,9,15
ACHACACHI,otras vacunaciones,covid 2da dosis,2022-11-01,8,8,25,32,33,40,73
ACHOCALLA,otras vacunaciones,covid 2da dosis,2022-11-01,10,11,22,11,32,22,54
AIQUILE,otras vacunaciones,covid 2da dosis,2022-11-01,6,3,2,4,8,7,15
ALCALA,otras vacunaciones,covid 2da dosis,2022-11-01,3,1,0,0,3,1,4
ALTO BENI,otras vacunaciones,covid 2da dosis,2022-11-01,3,2,2,2,5,4,9
ANCORAIMES,otras vacunaciones,covid 2da dosis,2022-11-01,3,5,6,4,9,9,18
ANDAMARCA,otras vacunaciones,covid 2da dosis,2022-11-01,2,0,0,0,2,0,2
ANTEQUERA,otras vacunaciones,covid 2da dosis,2022-11-01,1,1,0,0,1,1,2
ANZALDO,otras vacunaciones,covid 2da dosis,2022-11-01,3,2,3,2,6,4,10
APOLO,otras vacunaciones,covid 2da dosis,2022-11-01,3,4,11,13,14,17,31
ARAMPAMPA,otras vacunaciones,covid 2da dosis,2022-11-01,0,0,2,3,2,3,5
ARANI,otras vacunaciones,covid 2da dosis,2022-11-01,2,8,0,0,2,8,10
ARBIETO,otras vacunaciones,covid 2da dosis,2022-11-01,3,2,4,8,7,10,17
ARQUE,otras vacunaciones,covid 2da dosis,2022-11-01,11,10,9,2,20,12,32
ASCENCION DE GUARAYOS,otras vacunaciones,covid 2da dosis,2022-11-01,1,0,6,6,7,6,13
ATOCHA,otras vacunaciones,covid 2da dosis,2022-11-01,0,1,1,0,1,1,2
AUCAPATA,otras vacunaciones,covid 2da dosis,2022-11-01,0,0,0,1,0,1,1
AYATA,otras vacunaciones,covid 2da dosis,2022-11-01,0,1,10,19,10,20,30
AYO AYO,otras vacunaciones,covid 2da dosis,2022-11-01,3,3,5,4,8,7,15
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 2da dosis,2022-11-01,17,8,23,24,40,32,72
AZURDUY,otras vacunaciones,covid 2da dosis,2022-11-01,3,1,3,3,6,4,10
BATALLAS,otras vacunaciones,covid 2da dosis,2022-11-01,4,10,1,9,5,19,24
BAURES,otras vacunaciones,covid 2da dosis,2022-11-01,5,5,0,0,5,5,10
BELEN DE ANDAMARCA,otras vacunaciones,covid 2da dosis,2022-11-01,1,1,0,0,1,1,2
BELEN DE URMIRI,otras vacunaciones,covid 2da dosis,2022-11-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,covid 2da dosis,2022-11-01,0,0,25,32,25,32,57
BERMEJO,otras vacunaciones,covid 2da dosis,2022-11-01,1,1,0,1,1,2,3
BETANZOS,otras vacunaciones,covid 2da dosis,2022-11-01,11,0,11,26,22,26,48
BOLIVAR,otras vacunaciones,covid 2da dosis,2022-11-01,1,0,2,7,3,7,10
BOLPEBRA,otras vacunaciones,covid 2da dosis,2022-11-01,0,0,14,5,14,5,19
BOYUIBE,otras vacunaciones,covid 2da dosis,2022-11-01,0,0,4,1,4,1,5
BUENA VISTA,otras vacunaciones,covid 2da dosis,2022-11-01,11,17,0,0,11,17,28
CABEZAS,otras vacunaciones,covid 2da dosis,2022-11-01,0,4,4,4,4,8,12
CAIROMA,otras vacunaciones,covid 2da dosis,2022-11-01,8,3,5,6,13,9,22
"CAIZA ""D""",otras vacunaciones,covid 2da dosis,2022-11-01,2,5,1,0,3,5,8
CAJUATA,otras vacunaciones,covid 2da dosis,2022-11-01,1,3,10,9,11,12,23
CALACOTO,otras vacunaciones,covid 2da dosis,2022-11-01,0,0,6,16,6,16,22
CALAMARCA,otras vacunaciones,covid 2da dosis,2022-11-01,7,6,13,22,20,28,48
CAMARGO,otras vacunaciones,covid 2da dosis,2022-11-01,2,2,3,3,5,5,10
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 2da dosis,2022-11-01,1,1,0,0,1,1,2
CAMIRI,otras vacunaciones,covid 2da dosis,2022-11-01,4,3,0,0,4,3,7
CAPINOTA,otras vacunaciones,covid 2da dosis,2022-11-01,8,10,0,0,8,10,18
CAQUIAVIRI,otras vacunaciones,covid 2da dosis,2022-11-01,3,0,1,8,4,8,12
CARACOLLO,otras vacunaciones,covid 2da dosis,2022-11-01,17,19,1,0,18,19,37
CARANAVI,otras vacunaciones,covid 2da dosis,2022-11-01,15,11,19,21,34,32,66
CARIPUYO,otras vacunaciones,covid 2da dosis,2022-11-01,0,1,0,0,0,1,1
CATACORA,otras vacunaciones,covid 2da dosis,2022-11-01,0,0,2,3,2,3,5
CHALLAPATA,otras vacunaciones,covid 2da dosis,2022-11-01,1,5,2,2,3,7,10
CHAQUI,otras vacunaciones,covid 2da dosis,2022-11-01,2,0,0,0,2,0,2
CHARAGUA,otras vacunaciones,covid 2da dosis,2022-11-01,10,6,6,7,16,13,29
CHARAÑA,otras vacunaciones,covid 2da dosis,2022-11-01,0,0,9,7,9,7,16
CHAYANTA,otras vacunaciones,covid 2da dosis,2022-11-01,0,3,0,0,0,3,3
CHIMORE,otras vacunaciones,covid 2da dosis,2022-11-01,5,4,0,1,5,5,10
CHIPAYA,otras vacunaciones,covid 2da dosis,2022-11-01,0,2,0,0,0,2,2
CHOQUE COTA,otras vacunaciones,covid 2da dosis,2022-11-01,0,2,0,0,0,2,2
CHUA COCANI,otras vacunaciones,covid 2da dosis,2022-11-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 2da dosis,2022-11-01,4,3,17,17,21,20,41
CHUMA,otras vacunaciones,covid 2da dosis,2022-11-01,2,2,11,16,13,18,31
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 2da dosis,2022-11-01,1,0,2,4,3,4,7
CKOCHAS,otras vacunaciones,covid 2da dosis,2022-11-01,4,1,13,20,17,21,38
CLIZA,otras vacunaciones,covid 2da dosis,2022-11-01,16,14,2,4,18,18,36
COBIJA,otras vacunaciones,covid 2da dosis,2022-11-01,7,17,118,107,125,124,249
COCAPATA,otras vacunaciones,covid 2da dosis,2022-11-01,3,2,0,0,3,2,5
COCHABAMBA,otras vacunaciones,covid 2da dosis,2022-11-01,318,306,121,100,439,406,845
COLCAPIRHUA,otras vacunaciones,covid 2da dosis,2022-11-01,9,9,53,46,62,55,117
"COLCHA ""K""",otras vacunaciones,covid 2da dosis,2022-11-01,26,3,5,1,31,4,35
COLLANA,otras vacunaciones,covid 2da dosis,2022-11-01,0,0,0,2,0,2,2
COLOMI,otras vacunaciones,covid 2da dosis,2022-11-01,3,1,4,2,7,3,10
COLPA BELGICA,otras vacunaciones,covid 2da dosis,2022-11-01,4,2,0,0,4,2,6
COLQUECHACA,otras vacunaciones,covid 2da dosis,2022-11-01,0,0,19,20,19,20,39
COLQUENCHA,otras vacunaciones,covid 2da dosis,2022-11-01,3,2,5,2,8,4,12
COLQUIRI,otras vacunaciones,covid 2da dosis,2022-11-01,3,1,13,26,16,27,43
COMANCHE,otras vacunaciones,covid 2da dosis,2022-11-01,0,2,0,1,0,3,3
COMARAPA,otras vacunaciones,covid 2da dosis,2022-11-01,1,1,1,4,2,5,7
COMBAYA,otras vacunaciones,covid 2da dosis,2022-11-01,1,0,0,0,1,0,1
CONCEPCION,otras vacunaciones,covid 2da dosis,2022-11-01,4,6,0,0,4,6,10
