,group,variable,month,17.26 COVID 3RA DOSIS DENTRO,17.26 COVID 3RA DOSIS DENTRO,17.26 COVID 3RA DOSIS FUERA,17.26 COVID 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN LUCAS,otras vacunaciones,covid 3ra dosis,2022-10-01,41,107,349,403,390,510,900
SAN MATIAS,otras vacunaciones,covid 3ra dosis,2022-10-01,0,1,8,13,8,14,22
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 3ra dosis,2022-10-01,9,9,28,31,37,40,77
SAN PABLO DE LIPEZ,otras vacunaciones,covid 3ra dosis,2022-10-01,4,2,0,0,4,2,6
SAN PEDRO,otras vacunaciones,covid 3ra dosis,2022-10-01,3,1,0,0,3,1,4
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,1,4,11,5,12,17
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,6,0,0,1,6,7
SAN PEDRO DE MACHA,otras vacunaciones,covid 3ra dosis,2022-10-01,7,9,15,15,22,24,46
SAN PEDRO DE QUEMES,otras vacunaciones,covid 3ra dosis,2022-10-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,5,0,0,1,5,6
SAN PEDRO(PND),otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,16,22,16,22,38
SAN RAFAEL,otras vacunaciones,covid 3ra dosis,2022-10-01,3,3,0,0,3,3,6
SAN RAMON BENI,otras vacunaciones,covid 3ra dosis,2022-10-01,5,26,0,0,5,26,31
SAN RAMON SCZ,otras vacunaciones,covid 3ra dosis,2022-10-01,50,64,0,0,50,64,114
SANTA ANA,otras vacunaciones,covid 3ra dosis,2022-10-01,2,2,0,0,2,2,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 3ra dosis,2022-10-01,1522,1651,1277,1440,2799,3091,5890
SANTA ROSA,otras vacunaciones,covid 3ra dosis,2022-10-01,3,0,0,0,3,0,3
SANTA ROSA DEL SARA,otras vacunaciones,covid 3ra dosis,2022-10-01,12,11,0,0,12,11,23
SANTIAGO DE CALLAPA,otras vacunaciones,covid 3ra dosis,2022-10-01,3,2,0,0,3,2,5
SANTIAGO DE HUARI,otras vacunaciones,covid 3ra dosis,2022-10-01,2,4,18,13,20,17,37
SANTIAGO DE HUATA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,2,7,9,7,11,18
SANTIAGO DE MACHACA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,6,3,6,3,9
SANTIVAÑES,otras vacunaciones,covid 3ra dosis,2022-10-01,1,3,1,2,2,5,7
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 3ra dosis,2022-10-01,5,5,5,3,10,8,18
SAPAHAQUI,otras vacunaciones,covid 3ra dosis,2022-10-01,5,2,3,3,8,5,13
SENA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,3,3,2,3,5,8
SHINAOTA,otras vacunaciones,covid 3ra dosis,2022-10-01,21,24,148,37,169,61,230
SICA SICA (VILLA AROMA),otras vacunaciones,covid 3ra dosis,2022-10-01,3,3,50,70,53,73,126
SICAYA,otras vacunaciones,covid 3ra dosis,2022-10-01,7,3,5,3,12,6,18
SIPE SIPE,otras vacunaciones,covid 3ra dosis,2022-10-01,2,4,34,26,36,30,66
SORACACHI,otras vacunaciones,covid 3ra dosis,2022-10-01,33,42,1,1,34,43,77
SORATA,otras vacunaciones,covid 3ra dosis,2022-10-01,20,31,14,15,34,46,80
SUCRE,otras vacunaciones,covid 3ra dosis,2022-10-01,343,414,638,820,981,1234,2215
TACACHI,otras vacunaciones,covid 3ra dosis,2022-10-01,0,2,2,3,2,5,7
TACACOMA,otras vacunaciones,covid 3ra dosis,2022-10-01,9,11,6,4,15,15,30
TACOBAMBA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,6,2,6,2,8
TACOPAYA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,7,14,7,14,21
TAHUA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,10,11,10,11,21
TAPACARI,otras vacunaciones,covid 3ra dosis,2022-10-01,19,30,4,2,23,32,55
TARABUCO,otras vacunaciones,covid 3ra dosis,2022-10-01,8,10,38,39,46,49,95
TARACO,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,2,0,2,0,2
TARATA,otras vacunaciones,covid 3ra dosis,2022-10-01,4,6,8,5,12,11,23
TARIJA,otras vacunaciones,covid 3ra dosis,2022-10-01,60,63,677,943,737,1006,1743
TARVITA,otras vacunaciones,covid 3ra dosis,2022-10-01,2,2,14,2,16,4,20
TEOPONTE,otras vacunaciones,covid 3ra dosis,2022-10-01,10,2,3,0,13,2,15
TIAHUANACU,otras vacunaciones,covid 3ra dosis,2022-10-01,7,6,8,9,15,15,30
TINGUIPAYA,otras vacunaciones,covid 3ra dosis,2022-10-01,5,5,6,12,11,17,28
TIPUANI,otras vacunaciones,covid 3ra dosis,2022-10-01,1,2,2,2,3,4,7
TIQUIPAYA,otras vacunaciones,covid 3ra dosis,2022-10-01,78,71,34,47,112,118,230
TIRAQUE (CBBA),otras vacunaciones,covid 3ra dosis,2022-10-01,8,1,31,41,39,42,81
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 3ra dosis,2022-10-01,1,1,0,0,1,1,2
TOCO,otras vacunaciones,covid 3ra dosis,2022-10-01,11,20,1,3,12,23,35
TODOS SANTOS,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,1,0,1,0,1
TOLATA,otras vacunaciones,covid 3ra dosis,2022-10-01,4,4,0,0,4,4,8
TOLEDO,otras vacunaciones,covid 3ra dosis,2022-10-01,23,32,0,0,23,32,55
TOMAVE,otras vacunaciones,covid 3ra dosis,2022-10-01,1,2,26,10,27,12,39
TOMINA,otras vacunaciones,covid 3ra dosis,2022-10-01,2,0,0,3,2,3,5
TORO TORO,otras vacunaciones,covid 3ra dosis,2022-10-01,2,2,3,2,5,4,9
TOTORA(CBBA),otras vacunaciones,covid 3ra dosis,2022-10-01,14,12,9,14,23,26,49
TOTORA(ORR),otras vacunaciones,covid 3ra dosis,2022-10-01,14,15,0,0,14,15,29
TRIGAL,otras vacunaciones,covid 3ra dosis,2022-10-01,1,1,0,3,1,4,5
TRINIDAD,otras vacunaciones,covid 3ra dosis,2022-10-01,32,59,123,91,155,150,305
TUPIZA,otras vacunaciones,covid 3ra dosis,2022-10-01,63,128,82,72,145,200,345
TURCO,otras vacunaciones,covid 3ra dosis,2022-10-01,6,2,0,0,6,2,8
UMALA,otras vacunaciones,covid 3ra dosis,2022-10-01,1,4,8,5,9,9,18
UNCIA,otras vacunaciones,covid 3ra dosis,2022-10-01,6,10,8,13,14,23,37
URIONDO (A. CONCEPCION),otras vacunaciones,covid 3ra dosis,2022-10-01,3,5,0,0,3,5,8
URUBICHA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,78,74,78,74,152
UYUNI,otras vacunaciones,covid 3ra dosis,2022-10-01,23,24,36,33,59,57,116
VACAS,otras vacunaciones,covid 3ra dosis,2022-10-01,8,7,4,0,12,7,19
VALLEGRANDE,otras vacunaciones,covid 3ra dosis,2022-10-01,31,29,54,75,85,104,189
VIACHA,otras vacunaciones,covid 3ra dosis,2022-10-01,77,114,1730,1822,1807,1936,3743
VILA VILA,otras vacunaciones,covid 3ra dosis,2022-10-01,2,5,5,6,7,11,18
VILLA CHARCAS,otras vacunaciones,covid 3ra dosis,2022-10-01,1,2,0,0,1,2,3
VILLA MONTES,otras vacunaciones,covid 3ra dosis,2022-10-01,59,29,60,37,119,66,185
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,7,10,7,10,17
VILLA RIVERO,otras vacunaciones,covid 3ra dosis,2022-10-01,9,10,7,5,16,15,31
VILLA SERRANO,otras vacunaciones,covid 3ra dosis,2022-10-01,1,0,24,13,25,13,38
VILLA TUNARI,otras vacunaciones,covid 3ra dosis,2022-10-01,37,41,41,48,78,89,167
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 3ra dosis,2022-10-01,4,5,86,136,90,141,231
VILLAZON,otras vacunaciones,covid 3ra dosis,2022-10-01,22,54,157,164,179,218,397
VINTO,otras vacunaciones,covid 3ra dosis,2022-10-01,67,148,16,25,83,173,256
VITICHI,otras vacunaciones,covid 3ra dosis,2022-10-01,0,1,0,0,0,1,1
WALDO BALLIVIAN,otras vacunaciones,covid 3ra dosis,2022-10-01,3,3,0,2,3,5,8
WARNES,otras vacunaciones,covid 3ra dosis,2022-10-01,77,111,61,78,138,189,327
YACO,otras vacunaciones,covid 3ra dosis,2022-10-01,3,1,3,4,6,5,11
YACUIBA,otras vacunaciones,covid 3ra dosis,2022-10-01,39,37,127,167,166,204,370
YAMPARAEZ,otras vacunaciones,covid 3ra dosis,2022-10-01,10,6,33,22,43,28,71
YANACACHI,otras vacunaciones,covid 3ra dosis,2022-10-01,4,7,16,33,20,40,60
YAPACANI,otras vacunaciones,covid 3ra dosis,2022-10-01,64,88,10,27,74,115,189
YOCALLA,otras vacunaciones,covid 3ra dosis,2022-10-01,12,9,2,1,14,10,24
YOTALA,otras vacunaciones,covid 3ra dosis,2022-10-01,7,12,24,32,31,44,75
YUNCHARA,otras vacunaciones,covid 3ra dosis,2022-10-01,0,0,3,7,3,7,10
ZUDAÑEZ,otras vacunaciones,covid 3ra dosis,2022-10-01,0,3,2,5,2,8,10
ACACIO,otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,7,13,7,13,20
ACHACACHI,otras vacunaciones,covid 3ra dosis,2022-11-01,5,6,13,14,18,20,38
ACHOCALLA,otras vacunaciones,covid 3ra dosis,2022-11-01,16,16,25,18,41,34,75
AIQUILE,otras vacunaciones,covid 3ra dosis,2022-11-01,11,9,17,26,28,35,63
ALALAY,otras vacunaciones,covid 3ra dosis,2022-11-01,4,1,0,0,4,1,5
ALCALA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,2,1,2,1,3
ALTO BENI,otras vacunaciones,covid 3ra dosis,2022-11-01,5,4,1,0,6,4,10
ANCORAIMES,otras vacunaciones,covid 3ra dosis,2022-11-01,0,1,3,1,3,2,5
ANDAMARCA,otras vacunaciones,covid 3ra dosis,2022-11-01,3,1,0,0,3,1,4
ANTEQUERA,otras vacunaciones,covid 3ra dosis,2022-11-01,1,1,2,0,3,1,4
ANZALDO,otras vacunaciones,covid 3ra dosis,2022-11-01,11,11,5,2,16,13,29
APOLO,otras vacunaciones,covid 3ra dosis,2022-11-01,1,2,11,20,12,22,34
ARANI,otras vacunaciones,covid 3ra dosis,2022-11-01,2,0,0,0,2,0,2
ARBIETO,otras vacunaciones,covid 3ra dosis,2022-11-01,14,6,7,11,21,17,38
ARQUE,otras vacunaciones,covid 3ra dosis,2022-11-01,1,2,1,0,2,2,4
ATOCHA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,3,5,3,5,8
AUCAPATA,otras vacunaciones,covid 3ra dosis,2022-11-01,1,2,1,1,2,3,5
AYATA,otras vacunaciones,covid 3ra dosis,2022-11-01,3,4,30,47,33,51,84
AYO AYO,otras vacunaciones,covid 3ra dosis,2022-11-01,2,6,13,15,15,21,36
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 3ra dosis,2022-11-01,16,19,37,46,53,65,118
AZURDUY,otras vacunaciones,covid 3ra dosis,2022-11-01,5,4,12,28,17,32,49
BATALLAS,otras vacunaciones,covid 3ra dosis,2022-11-01,12,13,2,4,14,17,31
BAURES,otras vacunaciones,covid 3ra dosis,2022-11-01,30,29,0,0,30,29,59
BELEN DE ANDAMARCA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,2,0,0,0,2,2
BELEN DE URMIRI,otras vacunaciones,covid 3ra dosis,2022-11-01,2,0,0,0,2,0,2
BELLA FLOR,otras vacunaciones,covid 3ra dosis,2022-11-01,1,1,19,24,20,25,45
BERMEJO,otras vacunaciones,covid 3ra dosis,2022-11-01,2,2,4,6,6,8,14
BETANZOS,otras vacunaciones,covid 3ra dosis,2022-11-01,9,14,39,34,48,48,96
BOLIVAR,otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,4,4,4,4,8
BOLPEBRA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,12,16,12,16,28
BOYUIBE,otras vacunaciones,covid 3ra dosis,2022-11-01,2,1,0,0,2,1,3
BUENA VISTA,otras vacunaciones,covid 3ra dosis,2022-11-01,3,2,22,20,25,22,47
CABEZAS,otras vacunaciones,covid 3ra dosis,2022-11-01,6,3,9,5,15,8,23
CAIROMA,otras vacunaciones,covid 3ra dosis,2022-11-01,6,0,5,2,11,2,13
"CAIZA ""D""",otras vacunaciones,covid 3ra dosis,2022-11-01,2,1,1,0,3,1,4
CAJUATA,otras vacunaciones,covid 3ra dosis,2022-11-01,5,9,8,12,13,21,34
CALACOTO,otras vacunaciones,covid 3ra dosis,2022-11-01,0,1,29,34,29,35,64
CALAMARCA,otras vacunaciones,covid 3ra dosis,2022-11-01,6,5,7,5,13,10,23
CAMARGO,otras vacunaciones,covid 3ra dosis,2022-11-01,4,3,17,18,21,21,42
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 3ra dosis,2022-11-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,covid 3ra dosis,2022-11-01,47,21,1,3,48,24,72
CAPINOTA,otras vacunaciones,covid 3ra dosis,2022-11-01,21,21,1,0,22,21,43
CAQUIAVIRI,otras vacunaciones,covid 3ra dosis,2022-11-01,3,2,6,11,9,13,22
CARACOLLO,otras vacunaciones,covid 3ra dosis,2022-11-01,6,12,2,1,8,13,21
CARANAVI,otras vacunaciones,covid 3ra dosis,2022-11-01,7,15,83,59,90,74,164
CARAPARI,otras vacunaciones,covid 3ra dosis,2022-11-01,1,1,119,20,120,21,141
CARMEN RIVERO TORREZ,otras vacunaciones,covid 3ra dosis,2022-11-01,2,1,0,0,2,1,3
CATACORA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,6,8,6,8,14
CHACARILLA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,covid 3ra dosis,2022-11-01,8,6,1,0,9,6,15
CHAQUI,otras vacunaciones,covid 3ra dosis,2022-11-01,1,2,0,1,1,3,4
CHARAGUA,otras vacunaciones,covid 3ra dosis,2022-11-01,4,2,27,20,31,22,53
CHARAÑA,otras vacunaciones,covid 3ra dosis,2022-11-01,1,0,23,18,24,18,42
CHAYANTA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,3,0,0,0,3,3
CHIMORE,otras vacunaciones,covid 3ra dosis,2022-11-01,3,7,39,22,42,29,71
CHIPAYA,otras vacunaciones,covid 3ra dosis,2022-11-01,1,3,0,0,1,3,4
CHUA COCANI,otras vacunaciones,covid 3ra dosis,2022-11-01,0,1,1,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 3ra dosis,2022-11-01,3,3,17,20,20,23,43
CHUMA,otras vacunaciones,covid 3ra dosis,2022-11-01,5,3,11,23,16,26,42
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 3ra dosis,2022-11-01,3,1,3,3,6,4,10
CKOCHAS,otras vacunaciones,covid 3ra dosis,2022-11-01,3,4,9,10,12,14,26
CLIZA,otras vacunaciones,covid 3ra dosis,2022-11-01,23,10,9,18,32,28,60
COBIJA,otras vacunaciones,covid 3ra dosis,2022-11-01,24,24,305,186,329,210,539
COCAPATA,otras vacunaciones,covid 3ra dosis,2022-11-01,10,6,0,0,10,6,16
COCHABAMBA,otras vacunaciones,covid 3ra dosis,2022-11-01,900,1070,360,302,1260,1372,2632
COLCAPIRHUA,otras vacunaciones,covid 3ra dosis,2022-11-01,13,18,111,133,124,151,275
"COLCHA ""K""",otras vacunaciones,covid 3ra dosis,2022-11-01,26,13,18,20,44,33,77
COLLANA,otras vacunaciones,covid 3ra dosis,2022-11-01,1,1,5,3,6,4,10
COLOMI,otras vacunaciones,covid 3ra dosis,2022-11-01,5,2,10,10,15,12,27
COLQUECHACA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,5,7,5,7,12
COLQUENCHA,otras vacunaciones,covid 3ra dosis,2022-11-01,4,3,12,15,16,18,34
COLQUIRI,otras vacunaciones,covid 3ra dosis,2022-11-01,7,8,44,42,51,50,101
COMANCHE,otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,3,5,3,5,8
COMARAPA,otras vacunaciones,covid 3ra dosis,2022-11-01,2,3,0,0,2,3,5
COMBAYA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,1,1,0,1,1,2
CONCEPCION,otras vacunaciones,covid 3ra dosis,2022-11-01,9,18,0,0,9,18,27
COPACABANA,otras vacunaciones,covid 3ra dosis,2022-11-01,4,3,14,30,18,33,51
CORIPATA,otras vacunaciones,covid 3ra dosis,2022-11-01,1,3,6,5,7,8,15
CORO CORO,otras vacunaciones,covid 3ra dosis,2022-11-01,2,2,8,9,10,11,21
COROICO,otras vacunaciones,covid 3ra dosis,2022-11-01,15,17,0,3,15,20,35
CORQUE,otras vacunaciones,covid 3ra dosis,2022-11-01,19,9,0,0,19,9,28
COTAGAITA,otras vacunaciones,covid 3ra dosis,2022-11-01,12,9,29,22,41,31,72
COTOCA,otras vacunaciones,covid 3ra dosis,2022-11-01,56,50,22,46,78,96,174
CUATRO CAÑADAS,otras vacunaciones,covid 3ra dosis,2022-11-01,1,1,1,2,2,3,5
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 3ra dosis,2022-11-01,3,1,0,1,3,2,5
CUEVO,otras vacunaciones,covid 3ra dosis,2022-11-01,7,5,32,36,39,41,80
CULPINA,otras vacunaciones,covid 3ra dosis,2022-11-01,19,14,6,7,25,21,46
CURAHUARA DE CARANGAS,otras vacunaciones,covid 3ra dosis,2022-11-01,9,11,0,1,9,12,21
CURVA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,3,7,3,7,10
DESAGUADERO,otras vacunaciones,covid 3ra dosis,2022-11-01,1,2,15,2,16,4,20
EL ALTO,otras vacunaciones,covid 3ra dosis,2022-11-01,455,562,427,440,882,1002,1884
EL CHORO,otras vacunaciones,covid 3ra dosis,2022-11-01,3,2,6,5,9,7,16
EL PUENTE(STC),otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,9,21,9,21,30
EL PUENTE(TJA),otras vacunaciones,covid 3ra dosis,2022-11-01,6,9,2,10,8,19,27
EL TORNO,otras vacunaciones,covid 3ra dosis,2022-11-01,30,57,0,0,30,57,87
EL VILLAR,otras vacunaciones,covid 3ra dosis,2022-11-01,1,0,1,0,2,0,2
ENTRE RIOS TRJ,otras vacunaciones,covid 3ra dosis,2022-11-01,4,4,11,12,15,16,31
ENTRE RIOS CBBA,otras vacunaciones,covid 3ra dosis,2022-11-01,17,9,16,22,33,31,64
ESCOMA,otras vacunaciones,covid 3ra dosis,2022-11-01,16,2,11,9,27,11,38
ESMERALDA,otras vacunaciones,covid 3ra dosis,2022-11-01,2,2,0,0,2,2,4
EUCALIPTUS,otras vacunaciones,covid 3ra dosis,2022-11-01,5,10,0,0,5,10,15
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,6,16,6,16,22
FERNANDEZ ALONSO,otras vacunaciones,covid 3ra dosis,2022-11-01,6,8,0,1,6,9,15
FILADELFIA,otras vacunaciones,covid 3ra dosis,2022-11-01,2,0,9,11,11,11,22
GENERAL SAAVEDRA,otras vacunaciones,covid 3ra dosis,2022-11-01,23,30,4,6,27,36,63
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 3ra dosis,2022-11-01,4,4,13,16,17,20,37
GUANAY,otras vacunaciones,covid 3ra dosis,2022-11-01,1,3,33,24,34,27,61
GUAQUI,otras vacunaciones,covid 3ra dosis,2022-11-01,11,6,13,6,24,12,36
GUAYARAMERIN,otras vacunaciones,covid 3ra dosis,2022-11-01,21,20,8,10,29,30,59
GUTIERREZ,otras vacunaciones,covid 3ra dosis,2022-11-01,8,10,6,8,14,18,32
HUACARETA,otras vacunaciones,covid 3ra dosis,2022-11-01,10,1,0,5,10,6,16
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 3ra dosis,2022-11-01,4,1,4,17,8,18,26
HUANUNI,otras vacunaciones,covid 3ra dosis,2022-11-01,80,135,0,0,80,135,215
HUARINA,otras vacunaciones,covid 3ra dosis,2022-11-01,8,8,10,7,18,15,33
HUATAJATA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,2,20,12,20,14,34
HUAYLLAMARCA,otras vacunaciones,covid 3ra dosis,2022-11-01,18,13,12,5,30,18,48
HUMANATA,otras vacunaciones,covid 3ra dosis,2022-11-01,2,2,0,0,2,2,4
ICHOCA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,1,6,17,6,18,24
ICLA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,2,2,2,2,4
INCAHUASI,otras vacunaciones,covid 3ra dosis,2022-11-01,0,1,0,0,0,1,1
INGAVI (HUMAITA),otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,4,2,4,2,6
INQUISIVI,otras vacunaciones,covid 3ra dosis,2022-11-01,2,0,37,44,39,44,83
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 3ra dosis,2022-11-01,6,4,22,24,28,28,56
IXIAMAS,otras vacunaciones,covid 3ra dosis,2022-11-01,4,1,5,0,9,1,10
JESUS DE MACHACA,otras vacunaciones,covid 3ra dosis,2022-11-01,9,5,12,16,21,21,42
LA ASUNTA,otras vacunaciones,covid 3ra dosis,2022-11-01,47,13,23,16,70,29,99
LA GUARDIA,otras vacunaciones,covid 3ra dosis,2022-11-01,69,74,1,6,70,80,150
LA PAZ,otras vacunaciones,covid 3ra dosis,2022-11-01,782,980,576,654,1358,1634,2992
LAGUNILLAS,otras vacunaciones,covid 3ra dosis,2022-11-01,2,0,18,15,20,15,35
LAJA,otras vacunaciones,covid 3ra dosis,2022-11-01,7,7,3,5,10,12,22
LAS CARRERAS,otras vacunaciones,covid 3ra dosis,2022-11-01,0,1,0,0,0,1,1
LICOMA PAMPA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,5,5,5,5,10
LLALLAGUA,otras vacunaciones,covid 3ra dosis,2022-11-01,19,27,200,207,219,234,453
LLICA,otras vacunaciones,covid 3ra dosis,2022-11-01,2,0,0,1,2,1,3
LURIBAY,otras vacunaciones,covid 3ra dosis,2022-11-01,1,1,0,0,1,1,2
MACHACAMARCA,otras vacunaciones,covid 3ra dosis,2022-11-01,1,3,6,2,7,5,12
MACHARETI,otras vacunaciones,covid 3ra dosis,2022-11-01,2,1,0,0,2,1,3
MAGDALENA,otras vacunaciones,covid 3ra dosis,2022-11-01,7,5,4,6,11,11,22
MAIRANA,otras vacunaciones,covid 3ra dosis,2022-11-01,4,2,2,1,6,3,9
MALLA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,1,4,5,4,6,10
MAPIRI,otras vacunaciones,covid 3ra dosis,2022-11-01,1,1,0,0,1,1,2
MECAPACA,otras vacunaciones,covid 3ra dosis,2022-11-01,14,15,5,5,19,20,39
MINEROS,otras vacunaciones,covid 3ra dosis,2022-11-01,14,15,13,10,27,25,52
MIZQUE,otras vacunaciones,covid 3ra dosis,2022-11-01,4,6,14,29,18,35,53
MOCOMOCO,otras vacunaciones,covid 3ra dosis,2022-11-01,3,4,24,22,27,26,53
MOJOCOYA,otras vacunaciones,covid 3ra dosis,2022-11-01,1,0,1,1,2,1,3
MONTEAGUDO,otras vacunaciones,covid 3ra dosis,2022-11-01,23,13,3,2,26,15,41
MONTERO,otras vacunaciones,covid 3ra dosis,2022-11-01,69,87,1,4,70,91,161
MOROCHATA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,5,6,5,6,11
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,5,10,5,10,15
OKINAWA,otras vacunaciones,covid 3ra dosis,2022-11-01,5,4,1,0,6,4,10
OMEREQUE,otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,41,39,41,39,80
ORURO,otras vacunaciones,covid 3ra dosis,2022-11-01,394,443,400,424,794,867,1661
PADCAYA,otras vacunaciones,covid 3ra dosis,2022-11-01,3,4,0,0,3,4,7
PADILLA,otras vacunaciones,covid 3ra dosis,2022-11-01,8,8,4,4,12,12,24
PAILON,otras vacunaciones,covid 3ra dosis,2022-11-01,6,7,0,0,6,7,13
PALCA,otras vacunaciones,covid 3ra dosis,2022-11-01,15,24,16,17,31,41,72
PALOS BLANCOS,otras vacunaciones,covid 3ra dosis,2022-11-01,18,26,69,56,87,82,169
PAMPA AULLAGAS,otras vacunaciones,covid 3ra dosis,2022-11-01,2,1,0,0,2,1,3
PAMPA GRANDE,otras vacunaciones,covid 3ra dosis,2022-11-01,2,0,0,0,2,0,2
PAPEL PAMPA,otras vacunaciones,covid 3ra dosis,2022-11-01,2,3,0,4,2,7,9
PATACAMAYA,otras vacunaciones,covid 3ra dosis,2022-11-01,234,99,29,41,263,140,403
PAZÑA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,2,2,3,2,5,7
PELECHUCO,otras vacunaciones,covid 3ra dosis,2022-11-01,1,2,7,10,8,12,20
POCOATA,otras vacunaciones,covid 3ra dosis,2022-11-01,1,1,3,3,4,4,8
POCONA,otras vacunaciones,covid 3ra dosis,2022-11-01,4,1,26,28,30,29,59
POJO (CBBA),otras vacunaciones,covid 3ra dosis,2022-11-01,1,1,18,11,19,12,31
POOPO,otras vacunaciones,covid 3ra dosis,2022-11-01,6,6,2,3,8,9,17
PORCO,otras vacunaciones,covid 3ra dosis,2022-11-01,1,6,0,0,1,6,7
POROMA,otras vacunaciones,covid 3ra dosis,2022-11-01,0,9,79,71,79,80,159
PORONGO,otras vacunaciones,covid 3ra dosis,2022-11-01,10,15,4,1,14,16,30
PORTACHUELO,otras vacunaciones,covid 3ra dosis,2022-11-01,3,13,2,5,5,18,23
PORVENIR,otras vacunaciones,covid 3ra dosis,2022-11-01,2,8,30,29,32,37,69
POSTRER VALLE,otras vacunaciones,covid 3ra dosis,2022-11-01,3,1,1,1,4,2,6
POTOSI,otras vacunaciones,covid 3ra dosis,2022-11-01,128,158,265,263,393,421,814
PRESTO,otras vacunaciones,covid 3ra dosis,2022-11-01,2,0,3,3,5,3,8
PUCARA,otras vacunaciones,covid 3ra dosis,2022-11-01,3,0,0,0,3,0,3
PUCARANI,otras vacunaciones,covid 3ra dosis,2022-11-01,21,9,5,9,26,18,44
PUERTO ACOSTA,otras vacunaciones,covid 3ra dosis,2022-11-01,1,2,9,11,10,13,23
PUERTO CARABUCO,otras vacunaciones,covid 3ra dosis,2022-11-01,3,3,17,15,20,18,38
PUERTO GONZALO MORENO,otras vacunaciones,covid 3ra dosis,2022-11-01,1,0,10,6,11,6,17
PUERTO PEREZ,otras vacunaciones,covid 3ra dosis,2022-11-01,2,2,4,3,6,5,11
PUERTO RICO,otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,8,1,8,1,9
PUERTO SILES,otras vacunaciones,covid 3ra dosis,2022-11-01,0,0,16,19,16,19,35
PUERTO SUAREZ,otras vacunaciones,covid 3ra dosis,2022-11-01,1,0,1,3,2,3,5
PUERTO VILLARROEL,otras vacunaciones,covid 3ra dosis,2022-11-01,10,8,1,4,11,12,23
PUNA,otras vacunaciones,covid 3ra dosis,2022-11-01,9,7,10,16,19,23,42
PUNATA,otras vacunaciones,covid 3ra dosis,2022-11-01,22,30,21,21,43,51,94
