,group,variable,month,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS FUERA,17.23 COVID 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
COTOCA,otras vacunaciones,covid 1ra dosis,2022-11-01,40,24,11,8,51,32,83
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,3,1,3,1,4
CUATRO CAÑADAS,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,2,0,3,0,3
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 1ra dosis,2022-11-01,0,2,0,0,0,2,2
CUEVO,otras vacunaciones,covid 1ra dosis,2022-11-01,1,1,1,1,2,2,4
CULPINA,otras vacunaciones,covid 1ra dosis,2022-11-01,4,8,0,4,4,12,16
CURAHUARA DE CARANGAS,otras vacunaciones,covid 1ra dosis,2022-11-01,11,4,0,0,11,4,15
CURVA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,2,2,2,2,4
DESAGUADERO,otras vacunaciones,covid 1ra dosis,2022-11-01,1,1,16,6,17,7,24
EL ALTO,otras vacunaciones,covid 1ra dosis,2022-11-01,295,297,212,189,507,486,993
EL CHORO,otras vacunaciones,covid 1ra dosis,2022-11-01,6,5,0,0,6,5,11
EL PUENTE(STC),otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,6,6,6,6,12
EL TORNO,otras vacunaciones,covid 1ra dosis,2022-11-01,21,19,0,0,21,19,40
ENTRE RIOS TRJ,otras vacunaciones,covid 1ra dosis,2022-11-01,4,3,0,1,4,4,8
ENTRE RIOS CBBA,otras vacunaciones,covid 1ra dosis,2022-11-01,17,13,5,7,22,20,42
ESCOMA,otras vacunaciones,covid 1ra dosis,2022-11-01,10,7,11,19,21,26,47
ESMERALDA,otras vacunaciones,covid 1ra dosis,2022-11-01,2,0,0,0,2,0,2
EUCALIPTUS,otras vacunaciones,covid 1ra dosis,2022-11-01,2,3,1,0,3,3,6
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,10,18,10,18,28
FERNANDEZ ALONSO,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,3,0,4,0,4
FILADELFIA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,6,9,6,9,15
GENERAL SAAVEDRA,otras vacunaciones,covid 1ra dosis,2022-11-01,2,11,1,1,3,12,15
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 1ra dosis,2022-11-01,18,8,12,9,30,17,47
GUANAY,otras vacunaciones,covid 1ra dosis,2022-11-01,2,2,10,4,12,6,18
GUAQUI,otras vacunaciones,covid 1ra dosis,2022-11-01,6,4,13,22,19,26,45
GUAYARAMERIN,otras vacunaciones,covid 1ra dosis,2022-11-01,10,14,17,10,27,24,51
GUTIERREZ,otras vacunaciones,covid 1ra dosis,2022-11-01,0,2,1,0,1,2,3
HUACARETA,otras vacunaciones,covid 1ra dosis,2022-11-01,2,3,2,0,4,3,7
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,2,0,3,0,3
HUANUNI,otras vacunaciones,covid 1ra dosis,2022-11-01,40,55,0,0,40,55,95
HUARINA,otras vacunaciones,covid 1ra dosis,2022-11-01,3,6,0,1,3,7,10
HUATAJATA,otras vacunaciones,covid 1ra dosis,2022-11-01,2,0,5,2,7,2,9
HUAYLLAMARCA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,1,8,6,9,7,16
HUMANATA,otras vacunaciones,covid 1ra dosis,2022-11-01,2,4,0,0,2,4,6
ICHOCA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,2,9,5,9,7,16
ICLA,otras vacunaciones,covid 1ra dosis,2022-11-01,2,1,0,1,2,2,4
INCAHUASI,otras vacunaciones,covid 1ra dosis,2022-11-01,0,2,0,0,0,2,2
INGAVI (HUMAITA),otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,1,2,1,2,3
INQUISIVI,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,7,15,8,15,23
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 1ra dosis,2022-11-01,2,2,23,27,25,29,54
IXIAMAS,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,1,0,2,0,2
JESUS DE MACHACA,otras vacunaciones,covid 1ra dosis,2022-11-01,7,3,9,7,16,10,26
LA ASUNTA,otras vacunaciones,covid 1ra dosis,2022-11-01,18,17,17,34,35,51,86
LA GUARDIA,otras vacunaciones,covid 1ra dosis,2022-11-01,37,33,1,2,38,35,73
LA PAZ,otras vacunaciones,covid 1ra dosis,2022-11-01,226,250,134,126,360,376,736
LAGUNILLAS,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,1,2,1,2,3
LAJA,otras vacunaciones,covid 1ra dosis,2022-11-01,5,9,1,0,6,9,15
LICOMA PAMPA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,2,1,1,1,3,4
LLALLAGUA,otras vacunaciones,covid 1ra dosis,2022-11-01,12,10,53,59,65,69,134
LLICA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,1,0,1,0,1
LURIBAY,otras vacunaciones,covid 1ra dosis,2022-11-01,2,4,1,2,3,6,9
MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2022-11-01,4,5,0,0,4,5,9
MACHARETI,otras vacunaciones,covid 1ra dosis,2022-11-01,4,0,0,0,4,0,4
MAGDALENA,otras vacunaciones,covid 1ra dosis,2022-11-01,2,2,0,1,2,3,5
MAIRANA,otras vacunaciones,covid 1ra dosis,2022-11-01,2,0,2,3,4,3,7
MALLA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,5,1,5,1,6
MAPIRI,otras vacunaciones,covid 1ra dosis,2022-11-01,0,1,0,0,0,1,1
MECAPACA,otras vacunaciones,covid 1ra dosis,2022-11-01,62,55,17,17,79,72,151
MINEROS,otras vacunaciones,covid 1ra dosis,2022-11-01,5,9,1,3,6,12,18
MIZQUE,otras vacunaciones,covid 1ra dosis,2022-11-01,3,3,0,3,3,6,9
MOCOMOCO,otras vacunaciones,covid 1ra dosis,2022-11-01,1,1,19,12,20,13,33
MONTEAGUDO,otras vacunaciones,covid 1ra dosis,2022-11-01,2,2,0,0,2,2,4
MONTERO,otras vacunaciones,covid 1ra dosis,2022-11-01,28,42,0,1,28,43,71
MOROCHATA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,4,2,4,2,6
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,2,1,2,1,3
NAZACARA DE PACAJES,otras vacunaciones,covid 1ra dosis,2022-11-01,1,3,0,0,1,3,4
OKINAWA,otras vacunaciones,covid 1ra dosis,2022-11-01,4,1,0,0,4,1,5
OMEREQUE,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,2,3,2,3,5
ORURO,otras vacunaciones,covid 1ra dosis,2022-11-01,173,92,194,183,367,275,642
PADCAYA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,1,1,2,1,3
PADILLA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,3,0,0,1,3,4
PAILON,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,0,0,1,0,1
PALCA,otras vacunaciones,covid 1ra dosis,2022-11-01,104,93,32,33,136,126,262
PALOS BLANCOS,otras vacunaciones,covid 1ra dosis,2022-11-01,8,10,19,24,27,34,61
PAMPA GRANDE,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,0,1,0,1,1
PAPEL PAMPA,otras vacunaciones,covid 1ra dosis,2022-11-01,14,8,3,0,17,8,25
PATACAMAYA,otras vacunaciones,covid 1ra dosis,2022-11-01,88,59,74,54,162,113,275
PAZÑA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,0,0,1,0,1
PELECHUCO,otras vacunaciones,covid 1ra dosis,2022-11-01,9,10,22,11,31,21,52
POCOATA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,1,5,6,6,7,13
POCONA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,4,2,4,2,6
POJO (CBBA),otras vacunaciones,covid 1ra dosis,2022-11-01,5,2,13,13,18,15,33
POOPO,otras vacunaciones,covid 1ra dosis,2022-11-01,2,2,1,0,3,2,5
PORCO,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,1,0,1,0,1
POROMA,otras vacunaciones,covid 1ra dosis,2022-11-01,6,1,50,29,56,30,86
PORONGO,otras vacunaciones,covid 1ra dosis,2022-11-01,5,13,0,1,5,14,19
PORTACHUELO,otras vacunaciones,covid 1ra dosis,2022-11-01,5,7,2,2,7,9,16
PORVENIR,otras vacunaciones,covid 1ra dosis,2022-11-01,1,4,7,16,8,20,28
POSTRER VALLE,otras vacunaciones,covid 1ra dosis,2022-11-01,2,1,0,0,2,1,3
POTOSI,otras vacunaciones,covid 1ra dosis,2022-11-01,60,64,66,45,126,109,235
PRESTO,otras vacunaciones,covid 1ra dosis,2022-11-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,covid 1ra dosis,2022-11-01,14,10,5,7,19,17,36
PUERTO ACOSTA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,1,12,14,12,15,27
PUERTO CARABUCO,otras vacunaciones,covid 1ra dosis,2022-11-01,0,1,16,18,16,19,35
PUERTO GONZALO MORENO,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,2,1,2,1,3
PUERTO PEREZ,otras vacunaciones,covid 1ra dosis,2022-11-01,2,4,9,5,11,9,20
PUERTO QUIJARRO,otras vacunaciones,covid 1ra dosis,2022-11-01,3,7,0,2,3,9,12
PUERTO RICO,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,7,0,8,0,8
PUERTO SILES,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,0,5,0,5,5
PUERTO SUAREZ,otras vacunaciones,covid 1ra dosis,2022-11-01,2,2,1,3,3,5,8
PUERTO VILLARROEL,otras vacunaciones,covid 1ra dosis,2022-11-01,13,17,6,2,19,19,38
PUNA,otras vacunaciones,covid 1ra dosis,2022-11-01,9,2,3,0,12,2,14
PUNATA,otras vacunaciones,covid 1ra dosis,2022-11-01,16,15,27,9,43,24,67
QUIABAYA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,1,4,1,4,2,6
QUILLACOLLO,otras vacunaciones,covid 1ra dosis,2022-11-01,56,48,64,52,120,100,220
QUIME,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,8,6,8,6,14
RAQAYPAMPA(ETA),otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,8,4,9,4,13
RAVELO,otras vacunaciones,covid 1ra dosis,2022-11-01,4,2,10,10,14,12,26
REYES,otras vacunaciones,covid 1ra dosis,2022-11-01,2,0,0,0,2,0,2
RIBERALTA,otras vacunaciones,covid 1ra dosis,2022-11-01,27,31,0,0,27,31,58
ROBORE,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,0,0,1,0,1
RURRENABAQUE,otras vacunaciones,covid 1ra dosis,2022-11-01,5,4,0,0,5,4,9
SABAYA,otras vacunaciones,covid 1ra dosis,2022-11-01,94,46,2,1,96,47,143
SACABA,otras vacunaciones,covid 1ra dosis,2022-11-01,74,48,64,81,138,129,267
SACABAMBA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,2,1,3,1,4
SACACA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,1,0,2,0,3,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 1ra dosis,2022-11-01,3,3,2,0,5,3,8
SAMAIPATA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,4,8,5,8,13
SAN ANDRES,otras vacunaciones,covid 1ra dosis,2022-11-01,3,10,1,0,4,10,14
SAN ANDRES DE MACHACA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,1,6,1,6,7
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,13,13,13,13,26
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 1ra dosis,2022-11-01,0,3,0,0,0,3,3
SAN BENITO,otras vacunaciones,covid 1ra dosis,2022-11-01,14,10,0,0,14,10,24
SAN BORJA,otras vacunaciones,covid 1ra dosis,2022-11-01,6,4,11,20,17,24,41
SAN BUENA VENTURA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,1,0,1,0,1
SAN CARLOS,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,0,0,1,0,1
SAN IGNACIO,otras vacunaciones,covid 1ra dosis,2022-11-01,1,4,5,8,6,12,18
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 1ra dosis,2022-11-01,6,4,0,0,6,4,10
SAN JAVIER(STC),otras vacunaciones,covid 1ra dosis,2022-11-01,1,3,0,0,1,3,4
SAN JOAQUIN,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,2,3,2,3,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 1ra dosis,2022-11-01,4,2,3,2,7,4,11
SAN JULIAN,otras vacunaciones,covid 1ra dosis,2022-11-01,6,11,17,24,23,35,58
SAN LORENZO(PND),otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,1,2,2,2,4
SAN LORENZO(TJA),otras vacunaciones,covid 1ra dosis,2022-11-01,7,3,0,0,7,3,10
SAN LUCAS,otras vacunaciones,covid 1ra dosis,2022-11-01,9,9,16,15,25,24,49
SAN MATIAS,otras vacunaciones,covid 1ra dosis,2022-11-01,7,6,0,0,7,6,13
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,0,2,0,2,2
SAN PABLO DE LIPEZ,otras vacunaciones,covid 1ra dosis,2022-11-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,2,1,2,1,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 1ra dosis,2022-11-01,5,13,7,9,12,22,34
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid 1ra dosis,2022-11-01,6,3,4,4,10,7,17
SAN PEDRO DE MACHA,otras vacunaciones,covid 1ra dosis,2022-11-01,9,9,15,17,24,26,50
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 1ra dosis,2022-11-01,4,0,0,0,4,0,4
SAN PEDRO(PND),otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,11,13,11,13,24
SAN RAMON BENI,otras vacunaciones,covid 1ra dosis,2022-11-01,8,15,10,11,18,26,44
SAN RAMON SCZ,otras vacunaciones,covid 1ra dosis,2022-11-01,14,10,0,0,14,10,24
SANTA ANA,otras vacunaciones,covid 1ra dosis,2022-11-01,2,2,1,1,3,3,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 1ra dosis,2022-11-01,329,323,9,8,338,331,669
SANTA ROSA,otras vacunaciones,covid 1ra dosis,2022-11-01,2,4,0,0,2,4,6
SANTA ROSA DEL SARA,otras vacunaciones,covid 1ra dosis,2022-11-01,2,1,1,0,3,1,4
SANTIAGO DE CALLAPA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,0,0,0,1,0,1
SANTIAGO DE HUARI,otras vacunaciones,covid 1ra dosis,2022-11-01,2,0,8,10,10,10,20
SANTIAGO DE HUATA,otras vacunaciones,covid 1ra dosis,2022-11-01,3,2,0,1,3,3,6
SANTIAGO DE MACHACA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,2,7,2,7,9
SANTIVAÑES,otras vacunaciones,covid 1ra dosis,2022-11-01,2,1,0,0,2,1,3
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 1ra dosis,2022-11-01,0,2,9,13,9,15,24
SAPAHAQUI,otras vacunaciones,covid 1ra dosis,2022-11-01,4,3,1,6,5,9,14
SENA,otras vacunaciones,covid 1ra dosis,2022-11-01,3,0,4,2,7,2,9
SHINAOTA,otras vacunaciones,covid 1ra dosis,2022-11-01,5,3,3,1,8,4,12
SICA SICA (VILLA AROMA),otras vacunaciones,covid 1ra dosis,2022-11-01,21,24,43,52,64,76,140
SIPE SIPE,otras vacunaciones,covid 1ra dosis,2022-11-01,4,7,33,29,37,36,73
SOPACHUY,otras vacunaciones,covid 1ra dosis,2022-11-01,1,1,0,1,1,2,3
SORACACHI,otras vacunaciones,covid 1ra dosis,2022-11-01,7,4,0,0,7,4,11
SORATA,otras vacunaciones,covid 1ra dosis,2022-11-01,3,3,7,12,10,15,25
SUCRE,otras vacunaciones,covid 1ra dosis,2022-11-01,117,78,7,8,124,86,210
TACOBAMBA,otras vacunaciones,covid 1ra dosis,2022-11-01,4,0,1,2,5,2,7
TACOPAYA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,12,11,12,11,23
TAPACARI,otras vacunaciones,covid 1ra dosis,2022-11-01,13,9,4,2,17,11,28
TARABUCO,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,4,2,4,2,6
TARACO,otras vacunaciones,covid 1ra dosis,2022-11-01,6,8,0,0,6,8,14
TARATA,otras vacunaciones,covid 1ra dosis,2022-11-01,2,6,0,2,2,8,10
TARIJA,otras vacunaciones,covid 1ra dosis,2022-11-01,21,24,46,41,67,65,132
TARVITA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,1,1,0,2,1,3
TEOPONTE,otras vacunaciones,covid 1ra dosis,2022-11-01,4,10,2,4,6,14,20
TIAHUANACU,otras vacunaciones,covid 1ra dosis,2022-11-01,2,4,0,2,2,6,8
TINGUIPAYA,otras vacunaciones,covid 1ra dosis,2022-11-01,2,11,4,9,6,20,26
TIPUANI,otras vacunaciones,covid 1ra dosis,2022-11-01,3,5,5,4,8,9,17
TIQUIPAYA,otras vacunaciones,covid 1ra dosis,2022-11-01,30,29,27,26,57,55,112
TIRAQUE (CBBA),otras vacunaciones,covid 1ra dosis,2022-11-01,15,16,34,44,49,60,109
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,0,2,0,2,2
TOCO,otras vacunaciones,covid 1ra dosis,2022-11-01,9,12,0,0,9,12,21
TOLATA,otras vacunaciones,covid 1ra dosis,2022-11-01,3,2,4,4,7,6,13
TOLEDO,otras vacunaciones,covid 1ra dosis,2022-11-01,3,0,0,0,3,0,3
TOMAVE,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,2,3,2,3,5
TOTORA(CBBA),otras vacunaciones,covid 1ra dosis,2022-11-01,3,5,1,2,4,7,11
TOTORA(ORR),otras vacunaciones,covid 1ra dosis,2022-11-01,10,5,0,0,10,5,15
TRIGAL,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,1,0,1,0,1
TRINIDAD,otras vacunaciones,covid 1ra dosis,2022-11-01,35,35,4,7,39,42,81
TUPIZA,otras vacunaciones,covid 1ra dosis,2022-11-01,8,16,11,14,19,30,49
TURCO,otras vacunaciones,covid 1ra dosis,2022-11-01,37,31,0,0,37,31,68
UMALA,otras vacunaciones,covid 1ra dosis,2022-11-01,3,4,3,3,6,7,13
UNCIA,otras vacunaciones,covid 1ra dosis,2022-11-01,8,6,8,6,16,12,28
URIONDO (A. CONCEPCION),otras vacunaciones,covid 1ra dosis,2022-11-01,1,1,0,0,1,1,2
URUBICHA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,4,11,4,11,15
UYUNI,otras vacunaciones,covid 1ra dosis,2022-11-01,9,8,0,0,9,8,17
VACAS,otras vacunaciones,covid 1ra dosis,2022-11-01,3,3,0,1,3,4,7
VALLEGRANDE,otras vacunaciones,covid 1ra dosis,2022-11-01,9,12,0,1,9,13,22
VIACHA,otras vacunaciones,covid 1ra dosis,2022-11-01,92,49,530,426,622,475,1097
VILLA CHARCAS,otras vacunaciones,covid 1ra dosis,2022-11-01,2,1,3,3,5,4,9
VILLA MONTES,otras vacunaciones,covid 1ra dosis,2022-11-01,21,7,11,6,32,13,45
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 1ra dosis,2022-11-01,2,1,22,16,24,17,41
VILLA RIVERO,otras vacunaciones,covid 1ra dosis,2022-11-01,9,11,0,0,9,11,20
VILLA SERRANO,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,0,1,0,1,1
VILLA TUNARI,otras vacunaciones,covid 1ra dosis,2022-11-01,55,55,27,41,82,96,178
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 1ra dosis,2022-11-01,2,2,4,0,6,2,8
VILLAZON,otras vacunaciones,covid 1ra dosis,2022-11-01,13,19,29,34,42,53,95
VINTO,otras vacunaciones,covid 1ra dosis,2022-11-01,17,18,15,23,32,41,73
VITICHI,otras vacunaciones,covid 1ra dosis,2022-11-01,6,3,5,1,11,4,15
WALDO BALLIVIAN,otras vacunaciones,covid 1ra dosis,2022-11-01,4,1,1,1,5,2,7
WARNES,otras vacunaciones,covid 1ra dosis,2022-11-01,36,43,7,7,43,50,93
YACO,otras vacunaciones,covid 1ra dosis,2022-11-01,2,0,2,1,4,1,5
YACUIBA,otras vacunaciones,covid 1ra dosis,2022-11-01,18,20,10,12,28,32,60
YAMPARAEZ,otras vacunaciones,covid 1ra dosis,2022-11-01,1,2,2,0,3,2,5
YANACACHI,otras vacunaciones,covid 1ra dosis,2022-11-01,0,1,3,5,3,6,9
YAPACANI,otras vacunaciones,covid 1ra dosis,2022-11-01,28,28,1,2,29,30,59
YOCALLA,otras vacunaciones,covid 1ra dosis,2022-11-01,7,7,0,0,7,7,14
YOTALA,otras vacunaciones,covid 1ra dosis,2022-11-01,1,1,3,1,4,2,6
YUNCHARA,otras vacunaciones,covid 1ra dosis,2022-11-01,0,0,1,2,1,2,3
ZUDAÑEZ,otras vacunaciones,covid 1ra dosis,2022-11-01,0,2,2,10,2,12,14
ACACIO,otras vacunaciones,covid 1ra dosis,2022-12-01,0,0,1,2,1,2,3
ACHACACHI,otras vacunaciones,covid 1ra dosis,2022-12-01,21,15,28,27,49,42,91
AIQUILE,otras vacunaciones,covid 1ra dosis,2022-12-01,5,1,1,2,6,3,9
ALALAY,otras vacunaciones,covid 1ra dosis,2022-12-01,1,3,0,0,1,3,4
ALTO BENI,otras vacunaciones,covid 1ra dosis,2022-12-01,15,2,1,0,16,2,18
ANCORAIMES,otras vacunaciones,covid 1ra dosis,2022-12-01,4,3,3,1,7,4,11
ANDAMARCA,otras vacunaciones,covid 1ra dosis,2022-12-01,3,0,2,2,5,2,7
ANTEQUERA,otras vacunaciones,covid 1ra dosis,2022-12-01,4,5,0,0,4,5,9
ANZALDO,otras vacunaciones,covid 1ra dosis,2022-12-01,2,1,2,2,4,3,7
APOLO,otras vacunaciones,covid 1ra dosis,2022-12-01,9,3,6,5,15,8,23
ARANI,otras vacunaciones,covid 1ra dosis,2022-12-01,4,3,12,0,16,3,19
ARBIETO,otras vacunaciones,covid 1ra dosis,2022-12-01,13,8,9,10,22,18,40
ARQUE,otras vacunaciones,covid 1ra dosis,2022-12-01,6,6,6,3,12,9,21
ASCENCION DE GUARAYOS,otras vacunaciones,covid 1ra dosis,2022-12-01,2,2,0,0,2,2,4
ATOCHA,otras vacunaciones,covid 1ra dosis,2022-12-01,0,4,10,6,10,10,20
AUCAPATA,otras vacunaciones,covid 1ra dosis,2022-12-01,0,1,1,2,1,3,4
AYATA,otras vacunaciones,covid 1ra dosis,2022-12-01,2,0,7,12,9,12,21
AYO AYO,otras vacunaciones,covid 1ra dosis,2022-12-01,10,3,29,27,39,30,69
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 1ra dosis,2022-12-01,4,4,9,14,13,18,31
AZURDUY,otras vacunaciones,covid 1ra dosis,2022-12-01,0,0,4,5,4,5,9
BATALLAS,otras vacunaciones,covid 1ra dosis,2022-12-01,14,10,2,2,16,12,28
BAURES,otras vacunaciones,covid 1ra dosis,2022-12-01,2,1,0,0,2,1,3
BELEN DE URMIRI,otras vacunaciones,covid 1ra dosis,2022-12-01,0,0,1,0,1,0,1
BELLA FLOR,otras vacunaciones,covid 1ra dosis,2022-12-01,0,0,1,3,1,3,4
BERMEJO,otras vacunaciones,covid 1ra dosis,2022-12-01,1,1,0,1,1,2,3
BETANZOS,otras vacunaciones,covid 1ra dosis,2022-12-01,18,11,5,5,23,16,39
BOLIVAR,otras vacunaciones,covid 1ra dosis,2022-12-01,0,1,0,0,0,1,1
BOLPEBRA,otras vacunaciones,covid 1ra dosis,2022-12-01,0,0,3,4,3,4,7
BUENA VISTA,otras vacunaciones,covid 1ra dosis,2022-12-01,15,10,0,0,15,10,25
CABEZAS,otras vacunaciones,covid 1ra dosis,2022-12-01,2,5,0,0,2,5,7
CAIROMA,otras vacunaciones,covid 1ra dosis,2022-12-01,3,2,17,11,20,13,33
"CAIZA ""D""",otras vacunaciones,covid 1ra dosis,2022-12-01,7,7,0,2,7,9,16
CAJUATA,otras vacunaciones,covid 1ra dosis,2022-12-01,0,0,4,2,4,2,6
CALACOTO,otras vacunaciones,covid 1ra dosis,2022-12-01,0,0,9,2,9,2,11
CALAMARCA,otras vacunaciones,covid 1ra dosis,2022-12-01,12,9,23,22,35,31,66
CAMARGO,otras vacunaciones,covid 1ra dosis,2022-12-01,6,5,0,1,6,6,12
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 1ra dosis,2022-12-01,5,1,0,0,5,1,6
CAMIRI,otras vacunaciones,covid 1ra dosis,2022-12-01,10,11,0,0,10,11,21
CAPINOTA,otras vacunaciones,covid 1ra dosis,2022-12-01,17,9,1,0,18,9,27
CAQUIAVIRI,otras vacunaciones,covid 1ra dosis,2022-12-01,4,2,1,3,5,5,10
CARACOLLO,otras vacunaciones,covid 1ra dosis,2022-12-01,11,14,3,1,14,15,29
CARANAVI,otras vacunaciones,covid 1ra dosis,2022-12-01,33,20,5,9,38,29,67
CARAPARI,otras vacunaciones,covid 1ra dosis,2022-12-01,6,3,1,1,7,4,11
CARIPUYO,otras vacunaciones,covid 1ra dosis,2022-12-01,2,0,1,0,3,0,3
CARMEN RIVERO TORREZ,otras vacunaciones,covid 1ra dosis,2022-12-01,1,0,0,0,1,0,1
CHACARILLA,otras vacunaciones,covid 1ra dosis,2022-12-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,covid 1ra dosis,2022-12-01,22,7,10,2,32,9,41
CHAQUI,otras vacunaciones,covid 1ra dosis,2022-12-01,5,4,0,2,5,6,11
CHARAGUA,otras vacunaciones,covid 1ra dosis,2022-12-01,3,2,7,11,10,13,23
CHARAÑA,otras vacunaciones,covid 1ra dosis,2022-12-01,0,1,0,0,0,1,1
CHAYANTA,otras vacunaciones,covid 1ra dosis,2022-12-01,12,2,0,1,12,3,15
CHIMORE,otras vacunaciones,covid 1ra dosis,2022-12-01,4,10,1,0,5,10,15
CHIPAYA,otras vacunaciones,covid 1ra dosis,2022-12-01,0,2,0,0,0,2,2
CHOQUE COTA,otras vacunaciones,covid 1ra dosis,2022-12-01,3,3,0,0,3,3,6
CHUA COCANI,otras vacunaciones,covid 1ra dosis,2022-12-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 1ra dosis,2022-12-01,4,7,15,14,19,21,40
CHUMA,otras vacunaciones,covid 1ra dosis,2022-12-01,1,4,1,3,2,7,9
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 1ra dosis,2022-12-01,0,0,0,1,0,1,1
CKOCHAS,otras vacunaciones,covid 1ra dosis,2022-12-01,6,6,4,1,10,7,17
CLIZA,otras vacunaciones,covid 1ra dosis,2022-12-01,13,14,10,5,23,19,42
COBIJA,otras vacunaciones,covid 1ra dosis,2022-12-01,67,95,100,83,167,178,345
