,group,variable,month,TOTAL 19.8 ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTAL 19.8 ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTALES
TOMINA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,2,27,29
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,4,9,13
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,2,1,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,45,46,91
TUPIZA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,33,18,51
TURCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,2,0,2
UMALA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,3,19,22
UNCIA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,0,7,7
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,3,2,5
URUBICHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,2,0,2
UYUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,2,0,2
VACAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,3,10,13
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,1,1,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,30,1,31
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,5,3,8
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,3,7,10
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,2,27,29
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,4,22,26
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,78,11,89
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,13,7,20
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,12,25,37
VINTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,27,1,28
VITICHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,5,4,9
WARNES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,43,3,46
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,30,14,44
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,4,12,16
YANACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,2,7,9
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,0,4,4
YOTALA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,1,11,12
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,0,2,2
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-11-01,6,2,8
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,10,7,17
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,7,8,15
AIQUILE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,86,60,146
ALALAY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,2,2
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,6,9
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,2,3
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,3,3
ANZALDO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,15,16
APOLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,2,4
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,13,14
ARANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,2,2
ARBIETO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,3,5
ARQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,1,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,9,0,9
ATOCHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,8,31,39
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,1,1
AYATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,8,18,26
AZURDUY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,11,17,28
BATALLAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,5,28,33
BAURES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,4,1,5
BERMEJO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,3,6
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,16,10,26
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,1,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,9,0,9
CABEZAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,19,21
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,1,3
CAJUATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,0,2
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,5,1,6
CAMARGO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,11,10,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,6,2,8
CAMIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,21,4,25
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,8,4,12
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,7,6,13
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,16,6,22
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,22,0,22
CARAPARI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,6,42,48
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,1,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,31,17,48
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,17,17
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,14,14
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,16,3,19
CHUA COCANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,4,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,9,1,10
CHUMA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,5,14,19
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,7,28,35
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,5,3,8
CLIZA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,3,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,3,6
COCAPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,3,6
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,183,35,218
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,17,4,21
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,8,1,9
COLLANA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,2,4
COLOMI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,6,4,10
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,11,25,36
COLQUENCHA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,14,3,17
COMARAPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,0,3
COMBAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,1,2
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,5,8
COPACABANA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,3,4
CORIPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,0,3
COROICO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,5,1,6
CORQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,13,7,20
COTOCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,25,6,31
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,10,5,15
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,4,4
CULPINA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,49,51,100
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,175,152,327
EL CHORO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,0,2
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,8,34,42
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,2,5
EL TORNO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,17,1,18
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,3,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,4,0,4
ESCOMA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,3,3
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,4,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,2,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,7,7
GUANAY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,14,34,48
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,3,4
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,9,8,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,1,1
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,5,45,50
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,1,2
HUARINA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
HUATAJATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,0,2
ICHOCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,6,23,29
ICLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,5,6
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,8,7,15
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,2,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,5,1,6
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,3,4
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,15,10,25
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,20,1,21
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,213,24,237
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,5,10,15
LAJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,7,1,8
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,4,15,19
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,1,4
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,5,79,84
LORETO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
LURIBAY,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,2,2
MACHARETI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,3,5
MAIRANA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,5,0,5
MALLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,8,9
MAPIRI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,4,0,4
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,4,5,9
MINEROS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,2,5
MIZQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,6,3,9
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,8,5,13
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,2,3
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,0,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,17,14,31
MORO MORO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,1,3
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,2,4
NAZACARA DE PACAJES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,3,4
OKINAWA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,1,4
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,5,8
ORURO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,58,44,102
PADCAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,0,3
PADILLA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,8,12,20
PAILON,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,5,0,5
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,8,1,9
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,2,4
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,22,2,24
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,14,3,17
PAZÑA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,3,6
POCOATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,6,77,83
POCONA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,4,8,12
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,3,4
POOPO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,6,1,7
PORCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,16,16
POROMA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,7,31,38
PORONGO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,2,4
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,15,0,15
PORVENIR,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,8,9
POTOSI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,58,9,67
PRESTO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,9,30,39
PUCARANI,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,9,18,27
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,16,18
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,0,2
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,1,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,14,1,15
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,22,1,23
PUNA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,4,5
PUNATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,22,0,22
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,31,17,48
QUIME,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,0,3
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
RAVELO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,0,3,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,4,0,4
ROBORE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,8,4,12
SACABA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,36,20,56
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,0,2
SACACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,25,19,44
SAIPINA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,5,7
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,2,4
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,10,1,11
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,3,1,4
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,2,2,4
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,5,1,6
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,5,21,26
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,4,3,7
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,8,0,8
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,16,1,17
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,23,1,24
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      antipoliomielitica 4ta dosis,2014-12-01,32,0,32
