municipality,group,variable,month,Partos atendidos por personal de salud,TOTAL
TIAWANACU,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,33,33
TIPUANI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
TOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
TOLATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
TOLEDO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
TOMINA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,15,15
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,18,18
TURCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,14,14
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
VACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,5,5
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
VILA VILA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
VILLA MONTES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,6,6
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,8,8
VILLAZON,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
VINTO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
VITICHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
WARNES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,6,6
YACUIBA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,2,2
YAMPARAEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,3,3
YAPACANI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
YOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,6,6
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-11-01,4,4
ACACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
ACHACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,23,23
ACHOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
AIQUILE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
ANCORAIMES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,7,7
ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
ANZALDO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,5,5
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,10,10
ARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,10,10
ARBIETO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,3,3
ARQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,10,10
ATOCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
AUCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,6,6
AYATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,3,3
AYO AYO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,7,7
AZURDUY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,9,9
BATALLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,6,6
BELEN DE ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
BELEN DE URMIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,3,3
BELLA FLOR,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,20,20
BOLIVAR,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,6,6
BOYUIBE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
CAJUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
CALACOTO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,10,10
CAMARGO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,5,5
CAMIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,3,3
CAPINOTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,3,3
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
CARACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,11,11
CARANAVI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,10,10
CARAPARI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
CARIPUYO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,5,5
CHALLAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,7,7
CHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,3,3
CHARAÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,15,15
CHIMORE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,5,5
COCHABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,3,3
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,10,10
COLLANA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,3,3
COLOMI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,18,18
COLQUENCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,15,15
COMANCHE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,3,3
COMBAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
CORIPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,19,19
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,12,12
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
DESAGUADERO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,5,5
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
EL VILLAR,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
ENTRE RIOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
ENTRE RIOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,5,5
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
FILADELFIA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,9,9
HUACARETA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,3,3
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
HUANUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,6,6
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,15,15
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,3,3
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,7,7
LAS CARRERAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,3,3
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
LLICA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,3,3
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,6,6
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
MINEROS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,5,5
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
MOJINETE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,6,6
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
MORO MORO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,35,35
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,10,10
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
PADILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,3,3
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-12-01,4,4
