municipality,group,variable,month,Total 13.9 Días camas disponibles maternidad,TOTAL
SAN PEDRO DE BUENA VISTA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
SAN PEDRO DE TIQUINA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
SAN RAFAEL,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
SAN RAMON BENI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
SAN RAMON SCZ,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,186,186
SANTA ANA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,248,248
SANTA CRUZ DE LA SIERRA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,17093,17093
SANTA ROSA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
SANTA ROSA DEL SARA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,372,372
SANTIAGO DE CALLAPA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
SANTIAGO DE HUATA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,56,56
SANTIAGO DE MACHACA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
SANTIVAÑES,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,155,155
SAPAHAQUI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
SHINAOTA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,224,224
SICA SICA (VILLA AROMA),internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,185,185
SIPE SIPE,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,802,802
SOPACHUY,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,364,364
SORATA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,102,102
SUCRE,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,4030,4030
TACOPAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,74,74
TAPACARI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,403,403
TARABUCO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,496,496
TARACO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
TARATA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,155,155
TARIJA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,864,864
TARVITA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,775,775
TEOPONTE,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,186,186
TIAWANACU,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
TIPUANI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,155,155
TIQUIPAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,558,558
TIRAQUE (CBBA),internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,558,558
TOCO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
TOLATA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
TOMINA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,496,496
TORO TORO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,93,93
TOTORA(CBBA),internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,372,372
TRINIDAD,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,1777,1777
UNCIA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,155,155
UYUNI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,683,683
VIACHA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
VILA VILA,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,124,124
VILLA CHARCAS,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,400,400
VILLA MONTES,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,372,372
VILLA RIVERO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,155,155
VILLA SERRANO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,434,434
VILLA TUNARI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,244,244
VILLAZON,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,422,422
VINTO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,222,222
YACO,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,62,62
YAMPARAEZ,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,444,444
YANACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,31,31
YAPACANI,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,382,382
ZUDAÑEZ,internaciones dias camas,      dias camas disponibles maternidad,2014-10-01,279,279
ACHACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,361,361
AIQUILE,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,420,420
ALALAY,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,120,120
ALCALA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,120,120
ALTO BENI,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,154,154
ANTEQUERA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,30,30
ANZALDO,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,60,60
APOLO,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,90,90
ARAMPAMPA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,30,30
ARBIETO,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,270,270
ARQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,178,178
ATOCHA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,517,517
AUCAPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,30,30
AYO AYO,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,90,90
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,1110,1110
AZURDUY,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,429,429
BAURES,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,60,60
BERMEJO,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,166,166
BETANZOS,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,180,180
BOLIVAR,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,28,28
BOYUIBE,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,120,120
BUENA VISTA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,59,59
CABEZAS,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,120,120
CAIROMA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,180,180
"CAIZA ""D""",internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,120,120
CAJUATA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,120,120
CALACOTO,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,30,30
CALAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,149,149
CAMARGO,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,408,408
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,93,93
CAMIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,330,330
CAPINOTA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,274,274
CAQUIAVIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,30,30
CARACOLLO,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,120,120
CARANAVI,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,300,300
CATACORA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,30,30
CHALLAPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,241,241
CHAQUI,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,60,60
CHARAÑA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,30,30
CHAYANTA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,60,60
CHIMORE,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,271,271
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,301,301
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,50,50
CKOCHAS,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,30,30
CLIZA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,330,330
COBIJA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,1320,1320
COCAPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,292,292
COCHABAMBA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,11200,11200
COLCAPIRHUA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,403,403
COLOMI,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,360,360
COLPA BELGICA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,60,60
COLQUECHACA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,120,120
COLQUENCHA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,60,60
COLQUIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,90,90
CONCEPCION,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,30,30
CORIPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,120,120
COROICO,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,270,270
COTAGAITA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,90,90
COTOCA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,690,690
CUATRO CAÑADAS,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,180,180
CUEVO,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,62,62
CULPINA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,360,360
DESAGUADERO,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,20,20
EL ALTO,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,6269,6269
EL TORNO,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,660,660
EL VILLAR,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,210,210
ENTRE RIOS CBBA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,360,360
ESCOMA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,180,180
FERNANDEZ ALONSO,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,90,90
FILADELFIA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,28,28
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,90,90
GUANAY,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,90,90
GUAQUI,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,30,30
GUAYARAMERIN,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,752,752
HUACARETA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,509,509
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,55,55
HUANUNI,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,983,983
HUARACAJE,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,60,60
HUARINA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,28,28
HUAYLLAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,120,120
HUMANATA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,60,60
ICLA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,341,341
INCAHUASI,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,270,270
INQUISIVI,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,60,60
IRUPANA (VILLA DE LANZA),internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,180,180
IXIAMAS,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,120,120
JESUS DE MACHACA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,90,90
LA ASUNTA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,540,540
LA PAZ,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,11880,11880
LAGUNILLAS,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,60,60
LAJA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,85,85
LLALLAGUA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,360,360
LLICA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,60,60
MACHACAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,60,60
MACHARETI,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,180,180
MAGDALENA,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,120,120
MAPIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,150,150
MINEROS,internaciones dias camas,      dias camas disponibles maternidad,2014-11-01,150,150
