municipality,group,variable,month,Total 13.7 Días camas ocupadas maternidad,TOTAL
BOLIVAR,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
BOYUIBE,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,5,5
BUENA VISTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,17,17
CABEZAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,18,18
CAIROMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,9,9
"CAIZA ""D""",internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,14,14
CAJUATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,12,12
CALAMARCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,5,5
CAMARGO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,146,146
CAMIRI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,273,273
CAPINOTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,25,25
CAQUIAVIRI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
CARACOLLO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,22,22
CARANAVI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,127,127
CHACARILLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,123,123
CHALLAPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,162,162
CHAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,8,8
CHARAÑA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1,1
CHAYANTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,23,23
CHIMORE,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,14,14
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,158,158
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,16,16
CKOCHAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,8,8
CLIZA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,184,184
COBIJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,565,565
COCAPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,6,6
COCHABAMBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,4639,4639
COIPASA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,4,4
COLCAPIRHUA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,76,76
"COLCHA ""K""",internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
COLLANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1,1
COLOMI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,31,31
COLPA BELGICA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
COLQUECHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,14,14
COLQUENCHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,4,4
COLQUIRI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,8,8
COMANCHE,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1,1
CONCEPCION,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,24,24
COPACABANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,5,5
CORIPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,9,9
CORO CORO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1,1
COROICO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,90,90
CORQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,4,4
COTAGAITA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,15,15
COTOCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,183,183
CUATRO CAÑADAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,82,82
CULPINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,59,59
CURAHUARA DE CARANGAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,4,4
DESAGUADERO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
EL ALTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2380,2380
EL TORNO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,242,242
EL VILLAR,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,13,13
ENTRE RIOS TRJ,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,52,52
ENTRE RIOS CBBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,37,37
ESCOMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,22,22
EUCALIPTUS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,12,12
FERNANDEZ ALONSO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,57,57
FILADELFIA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,8,8
GUANAY,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,12,12
GUAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1,1
GUAYARAMERIN,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,354,354
GUTIERREZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,37,37
HUACARETA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,58,58
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,25,25
HUARACAJE,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,25,25
HUARINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
HUAYLLAMARCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
HUMANATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1,1
ICLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,14,14
INCAHUASI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,21,21
INQUISIVI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
IRUPANA (VILLA DE LANZA),internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,20,20
IXIAMAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,36,36
JESUS DE MACHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,51,51
LA ASUNTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,49,49
LA PAZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,5700,5700
LAGUNILLAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,3,3
LAJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,5,5
LICOMA PAMPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
LLALLAGUA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,267,267
LLICA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
LURIBAY,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1,1
MACHACAMARCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,8,8
MACHARETI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,6,6
MAGDALENA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,70,70
MALLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1,1
MAPIRI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,22,22
MECAPACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1,1
MINEROS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,42,42
MIZQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,139,139
MOCOMOCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,3,3
MOJOCOYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,18,18
MONTEAGUDO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,184,184
MONTERO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,799,799
MOROCHATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,17,17
OCURI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,12,12
OMEREQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,7,7
ORURO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,4208,4208
PADILLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,100,100
PAILON,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,78,78
PALCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
PALOS BLANCOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,25,25
PAMPA AULLAGAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
PAPEL PAMPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,15,15
PATACAMAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,57,57
PAZÑA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,3,3
PELECHUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1,1
POCOATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,16,16
POCONA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,8,8
POJO (CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,23,23
POOPO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,3,3
POROMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,15,15
PORTACHUELO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,131,131
PORVENIR,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,8,8
POTOSI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1234,1234
PRESTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,8,8
PUCARANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,23,23
PUERTO PEREZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1,1
PUERTO RICO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,22,22
PUERTO VILLARROEL,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,164,164
PUNATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,241,241
QUIABAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
QUILLACOLLO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,717,717
QUIME,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,15,15
RAVELO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,3,3
REYES,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,38,38
RIBERALTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,869,869
ROBORE,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,36,36
RURRENABAQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,211,211
SABAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,3,3
SACABA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,396,396
SACABAMBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,4,4
SACACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,48,48
SALINAS DE GARCI MENDOZA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,14,14
SAN ANDRES,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,10,10
SAN ANTONIO DE LOMERIO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,4,4
SAN BENITO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,5,5
SAN BORJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,176,176
SAN BUENA VENTURA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,11,11
SAN CARLOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,14,14
SAN IGNACIO DE VELASCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,369,369
SAN JAVIER(STC),internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,72,72
SAN JOAQUIN,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,23,23
SAN JOSE DE CHIQUITOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,145,145
SAN JULIAN,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,156,156
SAN LUCAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,71,71
SAN MATIAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,48,48
SAN MIGUEL DE VELASCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,18,18
SAN PABLO DE LIPEZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1,1
SAN PEDRO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,12,12
SAN PEDRO DE BUENA VISTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,11,11
SAN RAFAEL,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,8,8
SAN RAMON BENI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,14,14
SAN RAMON SCZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,35,35
SANTA ANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,153,153
SANTA CRUZ DE LA SIERRA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,8867,8867
SANTA ROSA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,21,21
SANTA ROSA DEL SARA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,17,17
SANTIAGO DE HUARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,3,3
SANTIAGO DE HUATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,8,8
SANTIAGO DE MACHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,6,6
SANTIVAÑES,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,7,7
SANTUARIO DE QUILLACAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
SAPAHAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,4,4
SICA SICA (VILLA AROMA),internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,41,41
SIPE SIPE,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,38,38
SOPACHUY,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,50,50
SORACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
SORATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,14,14
SUCRE,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1933,1933
TACACOMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,10,10
TACOPAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,3,3
TAPACARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
TARABUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,124,124
TARACO,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,2,2
TARATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,10,10
TARIJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,1528,1528
TARVITA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,35,35
TEOPONTE,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,6,6
TIAWANACU,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,13,13
TIPUANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,20,20
TIQUIPAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,510,510
TIRAQUE (CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-12-01,22,22
