,group,variable,month,TOTAL 4.1 NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTAL 4.1 NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
SAN ANTONIO DE LOMERIO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,7,11
SAN BENITO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,15,1,16
SAN BORJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,99,9,108
SAN BUENA VENTURA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,26,0,26
SAN CARLOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,50,0,50
SAN IGNACIO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,50,13,63
SAN IGNACIO DE VELASCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,105,7,112
SAN JAVIER(BNI),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,1,5
SAN JAVIER(STC),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,30,0,30
SAN JOAQUIN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,9,0,9
SAN JOSE DE CHIQUITOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,104,0,104
SAN JUAN DE YAPACANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,15,0,15
SAN JULIAN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,109,2,111
SAN LORENZO(PND),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,17,3,20
SAN LORENZO(TJA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,30,2,32
SAN LUCAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,29,11,40
SAN MATIAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,45,0,45
SAN MIGUEL DE VELASCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,20,0,20
SAN PABLO DE LIPEZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,0,4
SAN PEDRO DE BUENA VISTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,25,3,28
SAN PEDRO DE CURAHUARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,8,1,9
SAN PEDRO DE QUEMES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
SAN PEDRO(PND),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,0,1,1
SAN RAFAEL,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,8,1,9
SAN RAMON BENI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,11,0,11
SAN RAMON SCZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,22,0,22
SANTA ANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,37,1,38
SANTA CRUZ DE LA SIERRA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,3446,2,3448
SANTA ROSA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
SANTA ROSA DEL SARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,34,1,35
SANTIAGO DE CALLAPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
SANTIAGO DE HUARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,15,2,17
SANTIAGO DE HUATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,0,4
SANTIAGO DE MACHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,5,0,5
SANTIVAÑES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,11,0,11
SANTUARIO DE QUILLACAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,1,5
SAPAHAQUI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,5,2,7
SENA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,15,1,16
SHINAOTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,64,1,65
SICA SICA (VILLA AROMA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,22,0,22
SICAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,6,1,7
SIPE SIPE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,99,12,111
SOPACHUY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,10,0,10
SORACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,18,1,19
SORATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,19,6,25
SUCRE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,645,1,646
TACACOMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
TACOBAMBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,1,5
TACOPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,6,0,6
TAPACARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,19,2,21
TARABUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,13,3,16
TARACO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,0,4
TARATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,15,0,15
TARIJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,591,12,603
TARVITA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,19,1,20
TEOPONTE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,24,0,24
TIAWANACU,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,5,1,6
TINGUIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,16,8,24
TIPUANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,20,0,20
TIQUIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,163,1,164
TIRAQUE (CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,17,0,17
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,2,0,2
TOCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,19,1,20
TOLATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,5,0,5
TOLEDO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,6,0,6
TOMAVE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,3,7
TOMINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,10,0,10
TORO TORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,11,2,13
TOTORA(CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,24,2,26
TOTORA(ORR),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,2,3
TRINIDAD,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,305,4,309
TUPIZA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,73,2,75
TURCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
UMALA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,1,5
UNCIA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,42,19,61
URIONDO (A. CONCEPCION),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,23,2,25
UYUNI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,49,1,50
VACAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,0,4
VIACHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,88,0,88
VILA VILA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,3,1,4
VILLA CHARCAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,17,5,22
VILLA MONTES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,89,2,91
VILLA NUEVA (LOMA ALTA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,0,4
VILLA RIVERO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,11,0,11
VILLA SERRANO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,12,0,12
VILLA TUNARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,167,2,169
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,12,1,13
VILLAZON,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,82,1,83
VINTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,103,4,107
VITICHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,10,0,10
WALDO BALLIVIAN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,1,0,1
YACO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,6,1,7
YACUIBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,214,2,216
YAMPARAEZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,6,1,7
YANACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,4,0,4
YAPACANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,82,9,91
YOCALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,8,3,11
YOTALA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,9,1,10
YUNCHARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,3,0,3
ZUDAÑEZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-10-01,9,0,9
ACACIO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,4,0,4
ACHACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,58,3,61
ACHOCALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,13,6,19
AIQUILE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,42,1,43
ALALAY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,2,0,2
ALCALA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,1,0,1
ALTO BENI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,12,3,15
ANCORAIMES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,8,0,8
ANDAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,2,0,2
ANTEQUERA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,3,0,3
ANZALDO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,5,1,6
APOLO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,19,3,22
ARAMPAMPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,3,1,4
ARANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,33,3,36
ARBIETO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,13,6,19
ARQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,13,0,13
ATOCHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,18,0,18
AUCAPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,5,1,6
AYATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,5,0,5
AYO AYO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,6,0,6
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,26,2,28
AZURDUY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,7,2,9
BATALLAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,15,2,17
BAURES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,11,0,11
BELEN DE ANDAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,1,0,1
BELEN DE URMIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,0,2,2
BELLA FLOR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,4,1,5
BERMEJO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,52,0,52
BETANZOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,26,2,28
BOLIVAR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,5,1,6
BOYUIBE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,7,0,7
BUENA VISTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,3,0,3
CABEZAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,41,2,43
CAIROMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,10,4,14
"CAIZA ""D""",consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,6,1,7
CAJUATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,27,0,27
CALACOTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,2,0,2
CALAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,17,1,18
CAMARGO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,20,4,24
CAMATAQUI (C. VILLA ABECIA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,2,1,3
CAMIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,50,0,50
CAPINOTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,31,0,31
CAQUIAVIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,12,0,12
CARACOLLO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,23,0,23
CARANAVI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,106,3,109
CARAPARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,30,1,31
CARIPUYO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,12,4,16
CATACORA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,1,0,1
CHALLAPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,65,5,70
CHAQUI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,5,0,5
CHARAÑA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,2,0,2
CHAYANTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,19,1,20
CHIMORE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,24,4,28
CHIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,3,0,3
CHOQUE COTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,38,0,38
CHUMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,3,2,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,10,0,10
CKOCHAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,12,0,12
CLIZA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,45,0,45
COBIJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,86,3,89
COCAPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,12,7,19
COCHABAMBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,1540,12,1552
COIPASA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,2,0,2
COLCAPIRHUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,124,2,126
"COLCHA ""K""",consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,15,1,16
COLLANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,3,0,3
COLOMI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,31,0,31
COLPA BELGICA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,8,0,8
COLQUECHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,36,3,39
COLQUENCHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,13,0,13
COLQUIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,19,2,21
COMANCHE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,0,1,1
COMBAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,4,1,5
CONCEPCION,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,1,0,1
COPACABANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,13,1,14
CORIPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,24,0,24
CORO CORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,7,1,8
COROICO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,13,0,13
CORQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,4,0,4
COTAGAITA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,23,1,24
COTOCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,99,1,100
CUATRO CAÑADAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,21,5,26
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,1,0,1
CUEVO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,3,0,3
CULPINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,18,4,22
CURAHUARA DE CARANGAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,7,0,7
DESAGUADERO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,7,0,7
EL ALTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,1684,160,1844
EL CHORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,5,3,8
EL PUENTE(TJA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,19,1,20
EL TORNO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,53,0,53
EL VILLAR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,3,0,3
ENTRE RIOS TRJ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,17,5,22
ENTRE RIOS CBBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,53,1,54
ESCOMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,5,0,5
ESMERALDA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,2,0,2
EUCALIPTUS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,2,0,2
EXALTACION,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,4,1,5
FERNANDEZ ALONSO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,6,0,6
FILADELFIA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,6,0,6
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,13,0,13
GUANAY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,19,3,22
GUAQUI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,5,2,7
GUAYARAMERIN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,76,0,76
GUTIERREZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,10,2,12
HUACARETA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,9,0,9
HUACAYA (VILLA DE HUACAYA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,4,1,5
HUACHACALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,2,0,2
HUANUNI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,52,0,52
HUARACAJE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,3,0,3
HUARINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,6,2,8
HUATAJATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,3,0,3
HUAYLLAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,4,2,6
HUMANATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,2,1,3
ICHOCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,2,2,4
ICLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,4,1,5
INCAHUASI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,12,7,19
INGAVI (HUMAITA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-11-01,3,0,3
