,group,variable,month,TOTAL 4.2 NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTAL 4.2 NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
PUNATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,22,1,23
QUIABAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
QUILLACOLLO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,108,9,117
QUIME,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
RAVELO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,2,6
REYES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,8,2,10
RIBERALTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,100,3,103
ROBORE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,17,0,17
RURRENABAQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,12,0,12
SABAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,1,3
SACABA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,113,0,113
SACABAMBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
SACACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,14,2,16
SALINAS DE GARCI MENDOZA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,6,2,8
SAN AGUSTIN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
SAN ANDRES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
SAN ANTONIO DE ESMORUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,2,3
SAN BENITO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,1,6
SAN BORJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,17,0,17
SAN BUENA VENTURA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
SAN CARLOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,6,0,6
SAN IGNACIO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,21,5,26
SAN IGNACIO DE VELASCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,12,0,12
SAN JAVIER(BNI),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,2,3
SAN JAVIER(STC),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,8,0,8
SAN JOAQUIN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
SAN JOSE DE CHIQUITOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,25,0,25
SAN JUAN DE YAPACANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
SAN JULIAN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,10,0,10
SAN LORENZO(PND),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
SAN LORENZO(TJA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,7,0,7
SAN LUCAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,11,2,13
SAN MATIAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,16,0,16
SAN MIGUEL DE VELASCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,0,1,1
SAN PEDRO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
SAN PEDRO DE BUENA VISTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,15,7,22
SAN PEDRO DE CURAHUARA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
SAN PEDRO(PND),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,2,4
SAN RAFAEL,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
SAN RAMON BENI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
SAN RAMON SCZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,6,0,6
SANTA ANA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,25,2,27
SANTA CRUZ DE LA SIERRA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1962,11,1973
SANTA ROSA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
SANTA ROSA DEL SARA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,0,5
SANTIAGO DE CALLAPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
SANTIAGO DE HUARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,8,1,9
SANTIAGO DE HUATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,1,5
SANTUARIO DE QUILLACAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
SAPAHAQUI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,1,4
SENA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,0,7,7
SHINAOTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,9,0,9
SICA SICA (VILLA AROMA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,14,0,14
SIPE SIPE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,38,0,38
SORACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,8,2,10
SORATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,14,2,16
SUCRE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,80,0,80
TACOBAMBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
TACOPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,1,6
TAHUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
TAPACARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,3,8
TARABUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,0,1,1
TARATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
TARIJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,151,42,193
TARVITA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
TEOPONTE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,0,5
TIAWANACU,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,11,0,11
TINGUIPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,7,12
TIPUANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
TIQUIPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,67,3,70
TIRAQUE (CBBA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,11,3,14
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
TOCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
TOLATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,0,3
TOMAVE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,4,9
TORO TORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,7,1,8
TOTORA(CBBA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,8,1,9
TOTORA(ORR),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,0,1,1
TRINIDAD,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,187,0,187
TUPIZA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,11,2,13
TURCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,0,5
UMALA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,5,8
UNCIA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,11,4,15
URIONDO (A. CONCEPCION),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,1,4
UYUNI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,22,1,23
VACAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,5,0,5
VIACHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,46,2,48
VILA VILA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,0,4
VILLA CHARCAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
VILLA MONTES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,20,1,21
VILLA NUEVA (LOMA ALTA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,2,4
VILLA RIVERO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,4,0,4
VILLA SERRANO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
VILLA TUNARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,90,0,90
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,0,1,1
VILLAZON,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,19,3,22
VINTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,44,2,46
VITICHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
WALDO BALLIVIAN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,2,0,2
YACO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,3,1,4
YACUIBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,107,4,111
YANACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
YAPACANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,26,0,26
YOCALLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,8,1,9
YOTALA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
YUNCHARA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,0,1,1
ZUDAÑEZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-11-01,1,0,1
ACACIO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,2,0,2
ACHACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,10,0,10
ACHOCALLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,4,2,6
AIQUILE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,19,0,19
ALALAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,2,0,2
ALCALA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,0,1
ALTO BENI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,3,0,3
ANCORAIMES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,4,0,4
ANDAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,0,1,1
ANTEQUERA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,2,1,3
APOLO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,7,1,8
ARAMPAMPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,2,0,2
ARANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,3,0,3
ARBIETO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,7,1,8
ARQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,9,0,9
ATOCHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,23,0,23
AYATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,7,1,8
AYO AYO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,6,0,6
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,14,0,14
AZURDUY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,0,1
BATALLAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,6,3,9
BAURES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,2,1,3
BERMEJO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,7,0,7
BETANZOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,17,5,22
BOLIVAR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,1,2
BOYUIBE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,4,0,4
BUENA VISTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,8,1,9
CABEZAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,19,3,22
CAIROMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,3,0,3
"CAIZA ""D""",consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,3,1,4
CAJUATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,0,1
CALACOTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,2,2,4
CALAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,6,1,7
CAMARGO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,4,0,4
CAMATAQUI (C. VILLA ABECIA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,0,1
CAMIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,14,1,15
CAPINOTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,13,1,14
CAQUIAVIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,3,0,3
CARACOLLO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,12,0,12
CARANAVI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,13,2,15
CARAPARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,3,1,4
CARIPUYO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,2,3,5
CHACARILLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,0,1
CHALLAPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,23,6,29
CHAQUI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,3,1,4
CHAYANTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,5,2,7
CHIMORE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,9,5,14
CHIPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,0,1
CHUA COCANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,3,0,3
CHUMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,7,1,8
CKOCHAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,12,0,12
CLIZA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,7,4,11
COBIJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,36,2,38
COCAPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,8,3,11
COCHABAMBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1549,7,1556
COLCAPIRHUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,71,2,73
"COLCHA ""K""",consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,2,1,3
COLLANA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,0,1
COLOMI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,16,0,16
COLPA BELGICA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,5,0,5
COLQUECHACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,14,4,18
COLQUENCHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,6,0,6
COLQUIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,2,0,2
COMANCHE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,0,1,1
CONCEPCION,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,12,1,13
COPACABANA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,3,0,3
CORIPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,14,0,14
CORO CORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,3,1,4
COROICO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,20,1,21
CORQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,0,1
COTAGAITA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,5,2,7
COTOCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,22,2,24
CUATRO CAÑADAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,6,1,7
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,1,2
CULPINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,3,2,5
CURAHUARA DE CARANGAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,0,1
CURVA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,0,1
DESAGUADERO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,3,0,3
EL ALTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,625,66,691
EL CHORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,0,2,2
EL PUENTE(TJA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,9,0,9
EL TORNO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,41,0,41
EL VILLAR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,0,1
ENTRE RIOS TRJ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,6,0,6
ENTRE RIOS CBBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,31,2,33
ESCOMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,3,0,3
ESMERALDA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,0,2,2
EUCALIPTUS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,5,0,5
EXALTACION,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,2,0,2
FERNANDEZ ALONSO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,1,2
FILADELFIA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,2,0,2
GENERAL SAAVEDRA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,22,0,22
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,4,0,4
GUANAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,5,2,7
GUAQUI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,0,1
GUAYARAMERIN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,51,1,52
GUTIERREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,5,1,6
HUACAYA (VILLA DE HUACAYA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,1,1,2
HUANUNI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,35,1,36
HUARACAJE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,2,0,2
HUARINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-12-01,4,3,7
