,group,variable,month,MENORES DE 5 AÑOS NUEVA,MENORES DE 5 AÑOS NUEVA,MENORES DE 5 AÑOS REPETIDAS,MENORES DE 5 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
SAN BUENA VENTURA,consulta externa,menores de 5 anos,2008-11-01,261,225,20,14,281,239,520
SAN CARLOS,consulta externa,menores de 5 anos,2008-11-01,407,396,14,5,421,401,822
SAN IGNACIO,consulta externa,menores de 5 anos,2008-11-01,704,645,16,11,720,656,1376
SAN IGNACIO DE VELASCO,consulta externa,menores de 5 anos,2008-11-01,1070,1002,63,50,1133,1052,2185
SAN JAVIER(BNI),consulta externa,menores de 5 anos,2008-11-01,58,71,4,3,62,74,136
SAN JAVIER(STC),consulta externa,menores de 5 anos,2008-11-01,170,133,19,9,189,142,331
SAN JOAQUIN,consulta externa,menores de 5 anos,2008-11-01,139,126,52,51,191,177,368
SAN JOSE DE CHIQUITOS,consulta externa,menores de 5 anos,2008-11-01,343,363,93,89,436,452,888
SAN JUAN DE YAPACANI,consulta externa,menores de 5 anos,2008-11-01,378,368,54,58,432,426,858
SAN JULIAN,consulta externa,menores de 5 anos,2008-11-01,1155,1063,85,67,1240,1130,2370
SAN LORENZO(PND),consulta externa,menores de 5 anos,2008-11-01,94,119,6,3,100,122,222
SAN LORENZO(TJA),consulta externa,menores de 5 anos,2008-11-01,403,386,24,18,427,404,831
SAN LUCAS,consulta externa,menores de 5 anos,2008-11-01,1033,931,20,14,1053,945,1998
SAN MATIAS,consulta externa,menores de 5 anos,2008-11-01,294,206,11,13,305,219,524
SAN MIGUEL DE VELASCO,consulta externa,menores de 5 anos,2008-11-01,220,195,44,27,264,222,486
SAN PABLO DE LIPEZ,consulta externa,menores de 5 anos,2008-11-01,82,93,6,13,88,106,194
SAN PEDRO,consulta externa,menores de 5 anos,2008-11-01,629,605,42,37,671,642,1313
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 5 anos,2008-11-01,749,732,3,3,752,735,1487
SAN PEDRO DE CURAHUARA,consulta externa,menores de 5 anos,2008-11-01,114,104,1,0,115,104,219
SAN PEDRO DE QUEMES,consulta externa,menores de 5 anos,2008-11-01,11,27,0,0,11,27,38
SAN PEDRO DE TIQUINA,consulta externa,menores de 5 anos,2008-11-01,34,21,2,0,36,21,57
SAN PEDRO(PND),consulta externa,menores de 5 anos,2008-11-01,44,39,0,2,44,41,85
SAN RAFAEL,consulta externa,menores de 5 anos,2008-11-01,197,169,9,14,206,183,389
SAN RAMON,consulta externa,menores de 5 anos,2008-11-01,239,217,20,11,259,228,487
SAN RAMON,consulta externa,menores de 5 anos,2008-11-01,80,99,8,12,88,111,199
SANTA ANA,consulta externa,menores de 5 anos,2008-11-01,263,201,16,13,279,214,493
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 5 anos,2008-11-01,22113,18257,3067,2986,25180,21243,46423
SANTA ROSA,consulta externa,menores de 5 anos,2008-11-01,238,221,6,1,244,222,466
SANTA ROSA DEL SARA,consulta externa,menores de 5 anos,2008-11-01,521,567,16,12,537,579,1116
SANTIAGO DE CALLAPA,consulta externa,menores de 5 anos,2008-11-01,90,107,1,1,91,108,199
SANTIAGO DE HUARI,consulta externa,menores de 5 anos,2008-11-01,201,203,12,12,213,215,428
SANTIAGO DE MACHACA,consulta externa,menores de 5 anos,2008-11-01,30,34,0,0,30,34,64
SANTIVAÑES,consulta externa,menores de 5 anos,2008-11-01,46,64,1,3,47,67,114
SANTUARIO DE QUILLACAS,consulta externa,menores de 5 anos,2008-11-01,66,62,3,1,69,63,132
SAPAHAQUI,consulta externa,menores de 5 anos,2008-11-01,110,104,2,2,112,106,218
SENA,consulta externa,menores de 5 anos,2008-11-01,77,74,0,3,77,77,154
SICA SICA (VILLA AROMA),consulta externa,menores de 5 anos,2008-11-01,190,234,0,2,190,236,426
SICAYA,consulta externa,menores de 5 anos,2008-11-01,25,21,1,0,26,21,47
SIPE SIPE,consulta externa,menores de 5 anos,2008-11-01,387,386,171,141,558,527,1085
SOPACHUY,consulta externa,menores de 5 anos,2008-11-01,202,196,2,6,204,202,406
SORACACHI,consulta externa,menores de 5 anos,2008-11-01,148,161,3,4,151,165,316
SORATA,consulta externa,menores de 5 anos,2008-11-01,247,222,8,16,255,238,493
SUCRE,consulta externa,menores de 5 anos,2008-11-01,6261,5944,1029,960,7290,6904,14194
TACACHI,consulta externa,menores de 5 anos,2008-11-01,8,8,4,5,12,13,25
TACACOMA,consulta externa,menores de 5 anos,2008-11-01,109,121,0,0,109,121,230
TACOBAMBA,consulta externa,menores de 5 anos,2008-11-01,224,211,3,6,227,217,444
TACOPAYA,consulta externa,menores de 5 anos,2008-11-01,170,163,2,1,172,164,336
TAHUA,consulta externa,menores de 5 anos,2008-11-01,32,25,1,0,33,25,58
TAPACARI,consulta externa,menores de 5 anos,2008-11-01,648,578,31,21,679,599,1278
TARABUCO,consulta externa,menores de 5 anos,2008-11-01,719,757,13,8,732,765,1497
TARACO,consulta externa,menores de 5 anos,2008-11-01,26,31,0,1,26,32,58
TARATA,consulta externa,menores de 5 anos,2008-11-01,81,85,10,6,91,91,182
TARIJA,consulta externa,menores de 5 anos,2008-11-01,4504,4833,590,397,5094,5230,10324
TARVITA,consulta externa,menores de 5 anos,2008-11-01,692,694,32,35,724,729,1453
TEOPONTE,consulta externa,menores de 5 anos,2008-11-01,214,203,23,13,237,216,453
TIAWANACU,consulta externa,menores de 5 anos,2008-11-01,105,104,0,1,105,105,210
TINGUIPAYA,consulta externa,menores de 5 anos,2008-11-01,436,338,6,3,442,341,783
TIPUANI,consulta externa,menores de 5 anos,2008-11-01,182,169,2,3,184,172,356
TIQUIPAYA,consulta externa,menores de 5 anos,2008-11-01,745,722,191,103,936,825,1761
TIRAQUE (CBBA),consulta externa,menores de 5 anos,2008-11-01,1019,861,73,57,1092,918,2010
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 5 anos,2008-11-01,15,13,1,1,16,14,30
TOCO,consulta externa,menores de 5 anos,2008-11-01,87,91,3,1,90,92,182
TODOS SANTOS,consulta externa,menores de 5 anos,2008-11-01,9,6,0,0,9,6,15
TOLATA,consulta externa,menores de 5 anos,2008-11-01,73,60,52,31,125,91,216
TOLEDO,consulta externa,menores de 5 anos,2008-11-01,142,103,5,6,147,109,256
TOMAVE,consulta externa,menores de 5 anos,2008-11-01,179,198,5,2,184,200,384
TOMINA,consulta externa,menores de 5 anos,2008-11-01,391,363,1,1,392,364,756
TORO TORO,consulta externa,menores de 5 anos,2008-11-01,285,273,11,6,296,279,575
TOTORA(CBBA),consulta externa,menores de 5 anos,2008-11-01,207,197,5,7,212,204,416
TOTORA(ORR),consulta externa,menores de 5 anos,2008-11-01,88,105,0,2,88,107,195
TRIGAL,consulta externa,menores de 5 anos,2008-11-01,28,37,0,1,28,38,66
TRINIDAD,consulta externa,menores de 5 anos,2008-11-01,2048,1928,305,324,2353,2252,4605
TUPIZA,consulta externa,menores de 5 anos,2008-11-01,1013,936,61,63,1074,999,2073
TURCO,consulta externa,menores de 5 anos,2008-11-01,112,86,3,3,115,89,204
UMALA,consulta externa,menores de 5 anos,2008-11-01,101,84,0,0,101,84,185
UNCIA,consulta externa,menores de 5 anos,2008-11-01,619,562,0,2,619,564,1183
URIONDO (A. CONCEPCION),consulta externa,menores de 5 anos,2008-11-01,486,457,23,25,509,482,991
URUBICHA,consulta externa,menores de 5 anos,2008-11-01,220,208,16,12,236,220,456
UYUNI,consulta externa,menores de 5 anos,2008-11-01,355,362,31,14,386,376,762
VACAS,consulta externa,menores de 5 anos,2008-11-01,159,131,3,6,162,137,299
VALLEGRANDE,consulta externa,menores de 5 anos,2008-11-01,159,208,50,35,209,243,452
VIACHA,consulta externa,menores de 5 anos,2008-11-01,694,596,87,77,781,673,1454
VILA VILA,consulta externa,menores de 5 anos,2008-11-01,87,67,3,0,90,67,157
VILLA MONTES,consulta externa,menores de 5 anos,2008-11-01,568,474,24,25,592,499,1091
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 5 anos,2008-11-01,32,28,9,1,41,29,70
VILLA RIVERO,consulta externa,menores de 5 anos,2008-11-01,83,85,7,9,90,94,184
VILLA SERRANO,consulta externa,menores de 5 anos,2008-11-01,381,396,3,3,384,399,783
VILLA TUNARI,consulta externa,menores de 5 anos,2008-11-01,2142,1779,200,181,2342,1960,4302
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 5 anos,2008-11-01,240,249,8,13,248,262,510
VILLAZON,consulta externa,menores de 5 anos,2008-11-01,967,877,77,35,1044,912,1956
VINTO,consulta externa,menores de 5 anos,2008-11-01,345,280,313,306,658,586,1244
VITICHI,consulta externa,menores de 5 anos,2008-11-01,140,111,6,3,146,114,260
WALDO BALLIVIAN,consulta externa,menores de 5 anos,2008-11-01,17,29,0,1,17,30,47
WARNES,consulta externa,menores de 5 anos,2008-11-01,1493,1411,43,24,1536,1435,2971
YACO,consulta externa,menores de 5 anos,2008-11-01,107,122,3,0,110,122,232
YACUIBA,consulta externa,menores de 5 anos,2008-11-01,1803,1681,127,117,1930,1798,3728
YAMPARAEZ,consulta externa,menores de 5 anos,2008-11-01,149,154,10,16,159,170,329
YANACACHI,consulta externa,menores de 5 anos,2008-11-01,105,97,0,0,105,97,202
YAPACANI,consulta externa,menores de 5 anos,2008-11-01,916,537,29,19,945,556,1501
YOCALLA,consulta externa,menores de 5 anos,2008-11-01,75,88,79,41,154,129,283
YOTALA,consulta externa,menores de 5 anos,2008-11-01,198,206,18,28,216,234,450
YUNCHARA,consulta externa,menores de 5 anos,2008-11-01,170,156,1,4,171,160,331
ZUDAÑEZ,consulta externa,menores de 5 anos,2008-11-01,306,287,2,4,308,291,599
ACACIO,consulta externa,menores de 5 anos,2008-12-01,112,87,4,0,116,87,203
ACHACACHI,consulta externa,menores de 5 anos,2008-12-01,257,225,2,4,259,229,488
ACHOCALLA,consulta externa,menores de 5 anos,2008-12-01,57,41,0,1,57,42,99
AIQUILE,consulta externa,menores de 5 anos,2008-12-01,461,366,19,16,480,382,862
ALALAY,consulta externa,menores de 5 anos,2008-12-01,42,29,0,0,42,29,71
ALCALA,consulta externa,menores de 5 anos,2008-12-01,162,160,1,0,163,160,323
ANCORAIMES,consulta externa,menores de 5 anos,2008-12-01,135,217,0,3,135,220,355
ANDAMARCA,consulta externa,menores de 5 anos,2008-12-01,43,45,1,1,44,46,90
ANTEQUERA,consulta externa,menores de 5 anos,2008-12-01,44,30,0,0,44,30,74
ANZALDO,consulta externa,menores de 5 anos,2008-12-01,82,99,5,10,87,109,196
APOLO,consulta externa,menores de 5 anos,2008-12-01,223,253,2,5,225,258,483
ARAMPAMPA,consulta externa,menores de 5 anos,2008-12-01,138,117,1,0,139,117,256
ARANI,consulta externa,menores de 5 anos,2008-12-01,190,102,1,1,191,103,294
ARBIETO,consulta externa,menores de 5 anos,2008-12-01,181,157,3,1,184,158,342
ARQUE,consulta externa,menores de 5 anos,2008-12-01,242,219,25,18,267,237,504
ASCENCION DE GUARAYOS,consulta externa,menores de 5 anos,2008-12-01,444,380,60,55,504,435,939
ATOCHA,consulta externa,menores de 5 anos,2008-12-01,309,345,52,48,361,393,754
AUCAPATA,consulta externa,menores de 5 anos,2008-12-01,31,24,0,0,31,24,55
AYATA,consulta externa,menores de 5 anos,2008-12-01,179,138,2,2,181,140,321
AYO AYO,consulta externa,menores de 5 anos,2008-12-01,61,48,2,0,63,48,111
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 5 anos,2008-12-01,590,503,14,7,604,510,1114
AZURDUY,consulta externa,menores de 5 anos,2008-12-01,374,313,1,3,375,316,691
BATALLAS,consulta externa,menores de 5 anos,2008-12-01,100,59,0,2,100,61,161
BAURES,consulta externa,menores de 5 anos,2008-12-01,112,93,8,4,120,97,217
BELEN DE ANDAMARCA,consulta externa,menores de 5 anos,2008-12-01,6,11,0,1,6,12,18
BELEN DE URMIRI,consulta externa,menores de 5 anos,2008-12-01,29,33,2,0,31,33,64
BELLA FLOR,consulta externa,menores de 5 anos,2008-12-01,38,31,2,0,40,31,71
BERMEJO,consulta externa,menores de 5 anos,2008-12-01,770,787,65,46,835,833,1668
BETANZOS,consulta externa,menores de 5 anos,2008-12-01,610,559,13,12,623,571,1194
BOLIVAR,consulta externa,menores de 5 anos,2008-12-01,153,113,1,0,154,113,267
BOLPEBRA,consulta externa,menores de 5 anos,2008-12-01,19,18,6,1,25,19,44
BOYUIBE,consulta externa,menores de 5 anos,2008-12-01,97,80,5,1,102,81,183
BUENA VISTA,consulta externa,menores de 5 anos,2008-12-01,266,271,23,31,289,302,591
CABEZAS,consulta externa,menores de 5 anos,2008-12-01,465,406,52,39,517,445,962
CAIROMA,consulta externa,menores de 5 anos,2008-12-01,132,139,0,1,132,140,272
"CAIZA ""D""",consulta externa,menores de 5 anos,2008-12-01,193,129,11,13,204,142,346
CAJUATA,consulta externa,menores de 5 anos,2008-12-01,120,106,35,32,155,138,293
CALACOTO,consulta externa,menores de 5 anos,2008-12-01,58,40,0,0,58,40,98
CALAMARCA,consulta externa,menores de 5 anos,2008-12-01,122,145,9,4,131,149,280
CAMARGO,consulta externa,menores de 5 anos,2008-12-01,310,317,3,1,313,318,631
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 5 anos,2008-12-01,55,59,0,2,55,61,116
CAMIRI,consulta externa,menores de 5 anos,2008-12-01,707,642,34,42,741,684,1425
CAPINOTA,consulta externa,menores de 5 anos,2008-12-01,294,337,20,23,314,360,674
CAQUIAVIRI,consulta externa,menores de 5 anos,2008-12-01,104,105,0,0,104,105,209
CARACOLLO,consulta externa,menores de 5 anos,2008-12-01,208,210,1,7,209,217,426
CARANAVI,consulta externa,menores de 5 anos,2008-12-01,902,843,24,19,926,862,1788
CARANGAS,consulta externa,menores de 5 anos,2008-12-01,3,5,0,0,3,5,8
CARAPARI,consulta externa,menores de 5 anos,2008-12-01,401,290,17,5,418,295,713
CARIPUYO,consulta externa,menores de 5 anos,2008-12-01,182,155,1,0,183,155,338
CARMEN RIVERO TORREZ,consulta externa,menores de 5 anos,2008-12-01,30,34,1,5,31,39,70
CATACORA,consulta externa,menores de 5 anos,2008-12-01,41,22,1,4,42,26,68
CHACARILLA,consulta externa,menores de 5 anos,2008-12-01,9,8,0,1,9,9,18
CHALLAPATA,consulta externa,menores de 5 anos,2008-12-01,152,131,3,1,155,132,287
CHAQUI,consulta externa,menores de 5 anos,2008-12-01,118,98,1,0,119,98,217
CHARAGUA,consulta externa,menores de 5 anos,2008-12-01,834,786,19,21,853,807,1660
CHARAÑA,consulta externa,menores de 5 anos,2008-12-01,32,23,6,1,38,24,62
CHAYANTA,consulta externa,menores de 5 anos,2008-12-01,403,386,2,1,405,387,792
CHIMORE,consulta externa,menores de 5 anos,2008-12-01,621,578,36,47,657,625,1282
CHIPAYA,consulta externa,menores de 5 anos,2008-12-01,14,16,0,0,14,16,30
CHOQUE COTA,consulta externa,menores de 5 anos,2008-12-01,20,14,0,1,20,15,35
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 5 anos,2008-12-01,257,190,16,11,273,201,474
CHUMA,consulta externa,menores de 5 anos,2008-12-01,135,113,0,0,135,113,248
CLIZA,consulta externa,menores de 5 anos,2008-12-01,273,218,100,78,373,296,669
COBIJA,consulta externa,menores de 5 anos,2008-12-01,895,864,164,130,1059,994,2053
COCHABAMBA,consulta externa,menores de 5 anos,2008-12-01,9084,8429,3711,3525,12795,11954,24749
COIPASA,consulta externa,menores de 5 anos,2008-12-01,10,7,0,0,10,7,17
COLCAPIRHUA,consulta externa,menores de 5 anos,2008-12-01,307,211,479,382,786,593,1379
"COLCHA ""K""",consulta externa,menores de 5 anos,2008-12-01,180,158,5,5,185,163,348
COLLANA,consulta externa,menores de 5 anos,2008-12-01,21,20,0,0,21,20,41
COLOMI,consulta externa,menores de 5 anos,2008-12-01,204,169,52,35,256,204,460
COLPA BELGICA,consulta externa,menores de 5 anos,2008-12-01,103,101,27,18,130,119,249
COLQUECHACA,consulta externa,menores de 5 anos,2008-12-01,687,666,6,4,693,670,1363
COLQUENCHA,consulta externa,menores de 5 anos,2008-12-01,97,98,4,5,101,103,204
COLQUIRI,consulta externa,menores de 5 anos,2008-12-01,317,251,34,22,351,273,624
COMANCHE,consulta externa,menores de 5 anos,2008-12-01,22,22,0,1,22,23,45
COMARAPA,consulta externa,menores de 5 anos,2008-12-01,311,344,48,33,359,377,736
COMBAYA,consulta externa,menores de 5 anos,2008-12-01,43,30,1,1,44,31,75
CONCEPCION,consulta externa,menores de 5 anos,2008-12-01,127,140,2,5,129,145,274
COPACABANA,consulta externa,menores de 5 anos,2008-12-01,93,66,0,3,93,69,162
CORIPATA,consulta externa,menores de 5 anos,2008-12-01,202,201,14,13,216,214,430
CORO CORO,consulta externa,menores de 5 anos,2008-12-01,111,95,0,0,111,95,206
COROICO,consulta externa,menores de 5 anos,2008-12-01,149,114,37,55,186,169,355
CORQUE,consulta externa,menores de 5 anos,2008-12-01,74,70,11,12,85,82,167
COTAGAITA,consulta externa,menores de 5 anos,2008-12-01,326,374,7,6,333,380,713
COTOCA,consulta externa,menores de 5 anos,2008-12-01,716,728,42,46,758,774,1532
CUATRO CAÑADAS,consulta externa,menores de 5 anos,2008-12-01,374,400,15,9,389,409,798
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 5 anos,2008-12-01,21,24,1,1,22,25,47
CUEVO,consulta externa,menores de 5 anos,2008-12-01,75,86,3,3,78,89,167
CULPINA,consulta externa,menores de 5 anos,2008-12-01,403,439,7,7,410,446,856
CURAHUARA DE CARANGAS,consulta externa,menores de 5 anos,2008-12-01,95,68,0,0,95,68,163
CURVA,consulta externa,menores de 5 anos,2008-12-01,63,38,4,1,67,39,106
DESAGUADERO,consulta externa,menores de 5 anos,2008-12-01,41,33,0,0,41,33,74
EL ALTO,consulta externa,menores de 5 anos,2008-12-01,10417,8731,1954,1853,12371,10584,22955
EL CHORO,consulta externa,menores de 5 anos,2008-12-01,99,72,2,2,101,74,175
EL PUENTE(STC),consulta externa,menores de 5 anos,2008-12-01,331,315,7,8,338,323,661
EL PUENTE(TJA),consulta externa,menores de 5 anos,2008-12-01,211,187,28,45,239,232,471
EL TORNO,consulta externa,menores de 5 anos,2008-12-01,840,794,75,87,915,881,1796
EL VILLAR,consulta externa,menores de 5 anos,2008-12-01,97,99,1,0,98,99,197
ENTRE RIOS,consulta externa,menores de 5 anos,2008-12-01,436,450,46,58,482,508,990
ENTRE RIOS,consulta externa,menores de 5 anos,2008-12-01,412,383,10,5,422,388,810
ESMERALDA,consulta externa,menores de 5 anos,2008-12-01,4,2,1,0,5,2,7
EUCALIPTUS,consulta externa,menores de 5 anos,2008-12-01,141,106,5,0,146,106,252
EUREKA (SANTOS MERCADO),consulta externa,menores de 5 anos,2008-12-01,4,2,16,9,20,11,31
EXALTACION,consulta externa,menores de 5 anos,2008-12-01,41,38,10,6,51,44,95
FERNANDEZ ALONSO,consulta externa,menores de 5 anos,2008-12-01,496,364,3,5,499,369,868
FILADELFIA,consulta externa,menores de 5 anos,2008-12-01,56,51,2,4,58,55,113
GENERAL SAAVEDRA,consulta externa,menores de 5 anos,2008-12-01,435,434,3,4,438,438,876
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 5 anos,2008-12-01,154,169,7,4,161,173,334
GUANAY,consulta externa,menores de 5 anos,2008-12-01,117,129,6,3,123,132,255
GUAQUI,consulta externa,menores de 5 anos,2008-12-01,46,60,0,6,46,66,112
GUAYARAMERIN,consulta externa,menores de 5 anos,2008-12-01,1010,983,78,59,1088,1042,2130
GUTIERREZ,consulta externa,menores de 5 anos,2008-12-01,443,461,9,16,452,477,929
HUACARETA,consulta externa,menores de 5 anos,2008-12-01,148,153,24,34,172,187,359
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 5 anos,2008-12-01,84,75,0,1,84,76,160
HUACHACALLA,consulta externa,menores de 5 anos,2008-12-01,21,15,1,2,22,17,39
HUANUNI,consulta externa,menores de 5 anos,2008-12-01,269,298,125,110,394,408,802
HUARACAJE,consulta externa,menores de 5 anos,2008-12-01,70,68,4,3,74,71,145
HUAYLLAMARCA,consulta externa,menores de 5 anos,2008-12-01,42,34,3,1,45,35,80
ICHOCA,consulta externa,menores de 5 anos,2008-12-01,53,51,0,3,53,54,107
ICLA,consulta externa,menores de 5 anos,2008-12-01,294,262,7,12,301,274,575
INCAHUASI,consulta externa,menores de 5 anos,2008-12-01,591,619,3,1,594,620,1214
INGAVI (HUMAITA),consulta externa,menores de 5 anos,2008-12-01,27,19,6,5,33,24,57
INQUISIVI,consulta externa,menores de 5 anos,2008-12-01,175,141,0,1,175,142,317
IRUPANA (VILLA DE LANZA),consulta externa,menores de 5 anos,2008-12-01,239,257,2,3,241,260,501
IXIAMAS,consulta externa,menores de 5 anos,2008-12-01,208,168,15,6,223,174,397
JESUS DE MACHACA,consulta externa,menores de 5 anos,2008-12-01,141,149,0,9,141,158,299
LA ASUNTA,consulta externa,menores de 5 anos,2008-12-01,566,549,61,56,627,605,1232
LA GUARDIA,consulta externa,menores de 5 anos,2008-12-01,1560,1375,79,64,1639,1439,3078
LA PAZ,consulta externa,menores de 5 anos,2008-12-01,12258,11617,3152,3048,15410,14665,30075
LA RIVERA,consulta externa,menores de 5 anos,2008-12-01,8,3,0,1,8,4,12
LAGUNILLAS,consulta externa,menores de 5 anos,2008-12-01,210,125,6,3,216,128,344
LAJA,consulta externa,menores de 5 anos,2008-12-01,90,87,2,9,92,96,188
LAS CARRERAS,consulta externa,menores de 5 anos,2008-12-01,107,74,1,2,108,76,184
LICOMA PAMPA,consulta externa,menores de 5 anos,2008-12-01,32,35,7,2,39,37,76
LLALLAGUA,consulta externa,menores de 5 anos,2008-12-01,571,492,10,10,581,502,1083
LLICA,consulta externa,menores de 5 anos,2008-12-01,73,52,1,1,74,53,127
LORETO,consulta externa,menores de 5 anos,2008-12-01,45,62,0,1,45,63,108
LURIBAY,consulta externa,menores de 5 anos,2008-12-01,92,90,14,5,106,95,201
MACHACAMARCA,consulta externa,menores de 5 anos,2008-12-01,78,70,4,1,82,71,153
MACHARETI,consulta externa,menores de 5 anos,2008-12-01,265,241,11,13,276,254,530
MAGDALENA,consulta externa,menores de 5 anos,2008-12-01,146,134,4,13,150,147,297
MAIRANA,consulta externa,menores de 5 anos,2008-12-01,162,139,1,1,163,140,303
MALLA,consulta externa,menores de 5 anos,2008-12-01,26,29,0,0,26,29,55
MAPIRI,consulta externa,menores de 5 anos,2008-12-01,299,218,6,0,305,218,523
MECAPACA,consulta externa,menores de 5 anos,2008-12-01,118,97,4,4,122,101,223
MINEROS,consulta externa,menores de 5 anos,2008-12-01,422,317,8,2,430,319,749
MIZQUE,consulta externa,menores de 5 anos,2008-12-01,330,357,22,21,352,378,730
MOCOMOCO,consulta externa,menores de 5 anos,2008-12-01,101,85,1,2,102,87,189
