,group,variable,month,PERSONAS DE 21 A 59 AÑOS NUEVA,PERSONAS DE 21 A 59 AÑOS NUEVA,PERSONAS DE 21 A 59 AÑOS REPETIDAS,PERSONAS DE 21 A 59 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
SAN CARLOS,consulta externa,personas de 21 a 59 anos,2008-10-01,292,576,25,150,317,726,1043
SAN IGNACIO,consulta externa,personas de 21 a 59 anos,2008-10-01,369,777,23,84,392,861,1253
SAN IGNACIO DE VELASCO,consulta externa,personas de 21 a 59 anos,2008-10-01,639,1234,56,176,695,1410,2105
SAN JAVIER(BNI),consulta externa,personas de 21 a 59 anos,2008-10-01,70,102,4,3,74,105,179
SAN JAVIER(STC),consulta externa,personas de 21 a 59 anos,2008-10-01,97,228,8,17,105,245,350
SAN JOAQUIN,consulta externa,personas de 21 a 59 anos,2008-10-01,101,192,150,688,251,880,1131
SAN JOSE DE CHIQUITOS,consulta externa,personas de 21 a 59 anos,2008-10-01,261,449,23,86,284,535,819
SAN JUAN DE YAPACANI,consulta externa,personas de 21 a 59 anos,2008-10-01,273,270,99,101,372,371,743
SAN JULIAN,consulta externa,personas de 21 a 59 anos,2008-10-01,554,829,61,187,615,1016,1631
SAN LORENZO(PND),consulta externa,personas de 21 a 59 anos,2008-10-01,16,20,0,3,16,23,39
SAN LORENZO(TJA),consulta externa,personas de 21 a 59 anos,2008-10-01,334,715,19,78,353,793,1146
SAN LUCAS,consulta externa,personas de 21 a 59 anos,2008-10-01,482,1268,15,38,497,1306,1803
SAN MATIAS,consulta externa,personas de 21 a 59 anos,2008-10-01,104,163,1,11,105,174,279
SAN MIGUEL DE VELASCO,consulta externa,personas de 21 a 59 anos,2008-10-01,72,186,11,45,83,231,314
SAN PABLO DE LIPEZ,consulta externa,personas de 21 a 59 anos,2008-10-01,67,166,12,25,79,191,270
SAN PEDRO,consulta externa,personas de 21 a 59 anos,2008-10-01,366,543,14,28,380,571,951
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 21 a 59 anos,2008-10-01,189,554,1,4,190,558,748
SAN PEDRO DE CURAHUARA,consulta externa,personas de 21 a 59 anos,2008-10-01,43,68,1,2,44,70,114
SAN PEDRO DE QUEMES,consulta externa,personas de 21 a 59 anos,2008-10-01,6,18,3,1,9,19,28
SAN PEDRO DE TIQUINA,consulta externa,personas de 21 a 59 anos,2008-10-01,56,65,6,2,62,67,129
SAN PEDRO(PND),consulta externa,personas de 21 a 59 anos,2008-10-01,6,6,1,0,7,6,13
SAN RAFAEL,consulta externa,personas de 21 a 59 anos,2008-10-01,95,145,5,7,100,152,252
SAN RAMON,consulta externa,personas de 21 a 59 anos,2008-10-01,14,221,12,142,26,363,389
SAN RAMON,consulta externa,personas de 21 a 59 anos,2008-10-01,97,219,29,22,126,241,367
SANTA ANA,consulta externa,personas de 21 a 59 anos,2008-10-01,171,363,103,126,274,489,763
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 21 a 59 anos,2008-10-01,16054,32295,5837,15230,21891,47525,69416
SANTA ROSA,consulta externa,personas de 21 a 59 anos,2008-10-01,108,258,13,10,121,268,389
SANTA ROSA DEL SARA,consulta externa,personas de 21 a 59 anos,2008-10-01,250,310,3,10,253,320,573
SANTIAGO DE CALLAPA,consulta externa,personas de 21 a 59 anos,2008-10-01,30,64,0,2,30,66,96
SANTIAGO DE HUARI,consulta externa,personas de 21 a 59 anos,2008-10-01,124,219,15,18,139,237,376
SANTIAGO DE MACHACA,consulta externa,personas de 21 a 59 anos,2008-10-01,26,41,0,1,26,42,68
SANTIVAÑES,consulta externa,personas de 21 a 59 anos,2008-10-01,29,75,0,4,29,79,108
SANTUARIO DE QUILLACAS,consulta externa,personas de 21 a 59 anos,2008-10-01,22,26,1,0,23,26,49
SAPAHAQUI,consulta externa,personas de 21 a 59 anos,2008-10-01,100,134,5,1,105,135,240
SENA,consulta externa,personas de 21 a 59 anos,2008-10-01,39,71,7,10,46,81,127
SICA SICA (VILLA AROMA),consulta externa,personas de 21 a 59 anos,2008-10-01,250,293,2,5,252,298,550
SICAYA,consulta externa,personas de 21 a 59 anos,2008-10-01,8,30,0,1,8,31,39
SIPE SIPE,consulta externa,personas de 21 a 59 anos,2008-10-01,87,301,24,254,111,555,666
SOPACHUY,consulta externa,personas de 21 a 59 anos,2008-10-01,125,322,0,1,125,323,448
SORACACHI,consulta externa,personas de 21 a 59 anos,2008-10-01,52,75,3,1,55,76,131
SORATA,consulta externa,personas de 21 a 59 anos,2008-10-01,184,298,8,9,192,307,499
SUCRE,consulta externa,personas de 21 a 59 anos,2008-10-01,8679,17664,2874,6161,11553,23825,35378
TACACHI,consulta externa,personas de 21 a 59 anos,2008-10-01,12,30,0,3,12,33,45
TACACOMA,consulta externa,personas de 21 a 59 anos,2008-10-01,60,98,5,3,65,101,166
TACOBAMBA,consulta externa,personas de 21 a 59 anos,2008-10-01,106,155,3,1,109,156,265
TACOPAYA,consulta externa,personas de 21 a 59 anos,2008-10-01,45,150,1,3,46,153,199
TAHUA,consulta externa,personas de 21 a 59 anos,2008-10-01,20,39,2,1,22,40,62
TAPACARI,consulta externa,personas de 21 a 59 anos,2008-10-01,144,375,4,19,148,394,542
TARABUCO,consulta externa,personas de 21 a 59 anos,2008-10-01,243,458,15,15,258,473,731
TARACO,consulta externa,personas de 21 a 59 anos,2008-10-01,76,95,1,0,77,95,172
TARATA,consulta externa,personas de 21 a 59 anos,2008-10-01,63,88,3,10,66,98,164
TARIJA,consulta externa,personas de 21 a 59 anos,2008-10-01,5217,12452,2557,4390,7774,16842,24616
TARVITA,consulta externa,personas de 21 a 59 anos,2008-10-01,282,727,12,26,294,753,1047
TEOPONTE,consulta externa,personas de 21 a 59 anos,2008-10-01,88,139,9,16,97,155,252
TIAWANACU,consulta externa,personas de 21 a 59 anos,2008-10-01,50,139,8,9,58,148,206
TINGUIPAYA,consulta externa,personas de 21 a 59 anos,2008-10-01,190,432,8,12,198,444,642
TIPUANI,consulta externa,personas de 21 a 59 anos,2008-10-01,74,126,3,1,77,127,204
TIQUIPAYA,consulta externa,personas de 21 a 59 anos,2008-10-01,183,818,28,385,211,1203,1414
TIRAQUE (CBBA),consulta externa,personas de 21 a 59 anos,2008-10-01,248,489,21,90,269,579,848
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 21 a 59 anos,2008-10-01,19,44,0,3,19,47,66
TOCO,consulta externa,personas de 21 a 59 anos,2008-10-01,20,65,1,2,21,67,88
TODOS SANTOS,consulta externa,personas de 21 a 59 anos,2008-10-01,11,12,1,2,12,14,26
TOLATA,consulta externa,personas de 21 a 59 anos,2008-10-01,24,79,0,1,24,80,104
TOLEDO,consulta externa,personas de 21 a 59 anos,2008-10-01,66,154,2,20,68,174,242
TOMAVE,consulta externa,personas de 21 a 59 anos,2008-10-01,156,245,18,32,174,277,451
TOMINA,consulta externa,personas de 21 a 59 anos,2008-10-01,231,552,8,16,239,568,807
TORO TORO,consulta externa,personas de 21 a 59 anos,2008-10-01,161,289,1,2,162,291,453
TOTORA(CBBA),consulta externa,personas de 21 a 59 anos,2008-10-01,77,90,1,4,78,94,172
TOTORA(ORR),consulta externa,personas de 21 a 59 anos,2008-10-01,82,163,1,0,83,163,246
TRIGAL,consulta externa,personas de 21 a 59 anos,2008-10-01,31,40,1,2,32,42,74
TRINIDAD,consulta externa,personas de 21 a 59 anos,2008-10-01,918,2593,2354,729,3272,3322,6594
TUPIZA,consulta externa,personas de 21 a 59 anos,2008-10-01,1090,1749,89,145,1179,1894,3073
TURCO,consulta externa,personas de 21 a 59 anos,2008-10-01,69,104,0,1,69,105,174
UMALA,consulta externa,personas de 21 a 59 anos,2008-10-01,17,34,0,0,17,34,51
UNCIA,consulta externa,personas de 21 a 59 anos,2008-10-01,148,434,1,0,149,434,583
URIONDO (A. CONCEPCION),consulta externa,personas de 21 a 59 anos,2008-10-01,369,976,11,28,380,1004,1384
URUBICHA,consulta externa,personas de 21 a 59 anos,2008-10-01,65,95,0,3,65,98,163
UYUNI,consulta externa,personas de 21 a 59 anos,2008-10-01,533,995,30,92,563,1087,1650
VACAS,consulta externa,personas de 21 a 59 anos,2008-10-01,76,194,6,25,82,219,301
VALLEGRANDE,consulta externa,personas de 21 a 59 anos,2008-10-01,230,354,244,330,474,684,1158
VIACHA,consulta externa,personas de 21 a 59 anos,2008-10-01,398,859,123,332,521,1191,1712
VILA VILA,consulta externa,personas de 21 a 59 anos,2008-10-01,19,73,0,5,19,78,97
VILLA MONTES,consulta externa,personas de 21 a 59 anos,2008-10-01,790,1135,213,202,1003,1337,2340
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 21 a 59 anos,2008-10-01,22,30,1,0,23,30,53
VILLA RIVERO,consulta externa,personas de 21 a 59 anos,2008-10-01,51,82,11,14,62,96,158
VILLA SERRANO,consulta externa,personas de 21 a 59 anos,2008-10-01,206,356,2,6,208,362,570
VILLA TUNARI,consulta externa,personas de 21 a 59 anos,2008-10-01,750,1752,26,74,776,1826,2602
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 21 a 59 anos,2008-10-01,251,429,8,21,259,450,709
VILLAZON,consulta externa,personas de 21 a 59 anos,2008-10-01,546,1544,153,239,699,1783,2482
VINTO,consulta externa,personas de 21 a 59 anos,2008-10-01,147,297,60,212,207,509,716
VITICHI,consulta externa,personas de 21 a 59 anos,2008-10-01,113,270,2,2,115,272,387
WALDO BALLIVIAN,consulta externa,personas de 21 a 59 anos,2008-10-01,21,40,6,0,27,40,67
WARNES,consulta externa,personas de 21 a 59 anos,2008-10-01,508,925,4,168,512,1093,1605
YACO,consulta externa,personas de 21 a 59 anos,2008-10-01,60,118,5,6,65,124,189
YACUIBA,consulta externa,personas de 21 a 59 anos,2008-10-01,2101,4278,572,1150,2673,5428,8101
YAMPARAEZ,consulta externa,personas de 21 a 59 anos,2008-10-01,145,250,17,18,162,268,430
YANACACHI,consulta externa,personas de 21 a 59 anos,2008-10-01,117,140,14,8,131,148,279
YAPACANI,consulta externa,personas de 21 a 59 anos,2008-10-01,485,812,19,83,504,895,1399
YOCALLA,consulta externa,personas de 21 a 59 anos,2008-10-01,70,151,3,3,73,154,227
YOTALA,consulta externa,personas de 21 a 59 anos,2008-10-01,77,135,6,30,83,165,248
YUNCHARA,consulta externa,personas de 21 a 59 anos,2008-10-01,127,318,3,5,130,323,453
ZUDAÑEZ,consulta externa,personas de 21 a 59 anos,2008-10-01,107,278,12,17,119,295,414
ACACIO,consulta externa,personas de 21 a 59 anos,2008-11-01,61,151,6,1,67,152,219
ACHACACHI,consulta externa,personas de 21 a 59 anos,2008-11-01,306,536,83,71,389,607,996
ACHOCALLA,consulta externa,personas de 21 a 59 anos,2008-11-01,40,62,5,3,45,65,110
AIQUILE,consulta externa,personas de 21 a 59 anos,2008-11-01,247,448,30,71,277,519,796
ALALAY,consulta externa,personas de 21 a 59 anos,2008-11-01,24,31,0,0,24,31,55
ALCALA,consulta externa,personas de 21 a 59 anos,2008-11-01,55,213,1,4,56,217,273
ANCORAIMES,consulta externa,personas de 21 a 59 anos,2008-11-01,96,196,13,30,109,226,335
ANDAMARCA,consulta externa,personas de 21 a 59 anos,2008-11-01,82,69,1,5,83,74,157
ANTEQUERA,consulta externa,personas de 21 a 59 anos,2008-11-01,34,59,1,2,35,61,96
ANZALDO,consulta externa,personas de 21 a 59 anos,2008-11-01,35,65,1,1,36,66,102
APOLO,consulta externa,personas de 21 a 59 anos,2008-11-01,148,222,7,9,155,231,386
ARAMPAMPA,consulta externa,personas de 21 a 59 anos,2008-11-01,66,104,4,1,70,105,175
ARANI,consulta externa,personas de 21 a 59 anos,2008-11-01,36,100,3,5,39,105,144
ARBIETO,consulta externa,personas de 21 a 59 anos,2008-11-01,44,118,3,10,47,128,175
ARQUE,consulta externa,personas de 21 a 59 anos,2008-11-01,52,168,0,6,52,174,226
ASCENCION DE GUARAYOS,consulta externa,personas de 21 a 59 anos,2008-11-01,171,226,3,3,174,229,403
ATOCHA,consulta externa,personas de 21 a 59 anos,2008-11-01,663,682,354,221,1017,903,1920
AUCAPATA,consulta externa,personas de 21 a 59 anos,2008-11-01,56,63,2,2,58,65,123
AYATA,consulta externa,personas de 21 a 59 anos,2008-11-01,105,185,2,3,107,188,295
AYO AYO,consulta externa,personas de 21 a 59 anos,2008-11-01,53,90,2,3,55,93,148
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 21 a 59 anos,2008-11-01,235,423,14,14,249,437,686
AZURDUY,consulta externa,personas de 21 a 59 anos,2008-11-01,190,549,0,8,190,557,747
BATALLAS,consulta externa,personas de 21 a 59 anos,2008-11-01,71,129,4,4,75,133,208
BAURES,consulta externa,personas de 21 a 59 anos,2008-11-01,58,90,25,28,83,118,201
BELEN DE ANDAMARCA,consulta externa,personas de 21 a 59 anos,2008-11-01,8,16,0,0,8,16,24
BELEN DE URMIRI,consulta externa,personas de 21 a 59 anos,2008-11-01,31,62,4,3,35,65,100
BELLA FLOR,consulta externa,personas de 21 a 59 anos,2008-11-01,25,36,0,0,25,36,61
BERMEJO,consulta externa,personas de 21 a 59 anos,2008-11-01,1293,2262,101,191,1394,2453,3847
BETANZOS,consulta externa,personas de 21 a 59 anos,2008-11-01,479,1006,30,48,509,1054,1563
BOLIVAR,consulta externa,personas de 21 a 59 anos,2008-11-01,38,90,0,0,38,90,128
BOLPEBRA,consulta externa,personas de 21 a 59 anos,2008-11-01,20,27,0,0,20,27,47
BOYUIBE,consulta externa,personas de 21 a 59 anos,2008-11-01,42,83,12,10,54,93,147
BUENA VISTA,consulta externa,personas de 21 a 59 anos,2008-11-01,208,294,3,30,211,324,535
CABEZAS,consulta externa,personas de 21 a 59 anos,2008-11-01,240,299,13,37,253,336,589
CAIROMA,consulta externa,personas de 21 a 59 anos,2008-11-01,217,215,21,19,238,234,472
"CAIZA ""D""",consulta externa,personas de 21 a 59 anos,2008-11-01,190,291,9,36,199,327,526
CAJUATA,consulta externa,personas de 21 a 59 anos,2008-11-01,126,189,2,16,128,205,333
CALACOTO,consulta externa,personas de 21 a 59 anos,2008-11-01,64,91,2,2,66,93,159
CALAMARCA,consulta externa,personas de 21 a 59 anos,2008-11-01,60,155,7,16,67,171,238
CAMARGO,consulta externa,personas de 21 a 59 anos,2008-11-01,282,638,2,5,284,643,927
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 21 a 59 anos,2008-11-01,66,127,4,0,70,127,197
CAMIRI,consulta externa,personas de 21 a 59 anos,2008-11-01,808,1549,47,346,855,1895,2750
CAPINOTA,consulta externa,personas de 21 a 59 anos,2008-11-01,143,268,78,118,221,386,607
CAQUIAVIRI,consulta externa,personas de 21 a 59 anos,2008-11-01,66,124,3,3,69,127,196
CARACOLLO,consulta externa,personas de 21 a 59 anos,2008-11-01,104,170,19,31,123,201,324
CARANAVI,consulta externa,personas de 21 a 59 anos,2008-11-01,375,683,10,33,385,716,1101
CARANGAS,consulta externa,personas de 21 a 59 anos,2008-11-01,3,4,0,0,3,4,7
CARAPARI,consulta externa,personas de 21 a 59 anos,2008-11-01,489,828,4,108,493,936,1429
CARIPUYO,consulta externa,personas de 21 a 59 anos,2008-11-01,82,168,0,0,82,168,250
CARMEN RIVERO TORREZ,consulta externa,personas de 21 a 59 anos,2008-11-01,105,88,3,4,108,92,200
CATACORA,consulta externa,personas de 21 a 59 anos,2008-11-01,26,29,7,11,33,40,73
CHACARILLA,consulta externa,personas de 21 a 59 anos,2008-11-01,3,9,0,0,3,9,12
CHALLAPATA,consulta externa,personas de 21 a 59 anos,2008-11-01,389,757,20,25,409,782,1191
CHAQUI,consulta externa,personas de 21 a 59 anos,2008-11-01,98,163,0,0,98,163,261
CHARAGUA,consulta externa,personas de 21 a 59 anos,2008-11-01,154,419,7,30,161,449,610
CHARAÑA,consulta externa,personas de 21 a 59 anos,2008-11-01,49,53,3,2,52,55,107
CHAYANTA,consulta externa,personas de 21 a 59 anos,2008-11-01,118,341,0,2,118,343,461
CHIMORE,consulta externa,personas de 21 a 59 anos,2008-11-01,109,158,3,8,112,166,278
CHIPAYA,consulta externa,personas de 21 a 59 anos,2008-11-01,13,24,0,0,13,24,37
CHOQUE COTA,consulta externa,personas de 21 a 59 anos,2008-11-01,23,54,1,2,24,56,80
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 21 a 59 anos,2008-11-01,171,245,53,60,224,305,529
CHUMA,consulta externa,personas de 21 a 59 anos,2008-11-01,125,137,1,4,126,141,267
CLIZA,consulta externa,personas de 21 a 59 anos,2008-11-01,50,131,11,12,61,143,204
COBIJA,consulta externa,personas de 21 a 59 anos,2008-11-01,909,1402,221,519,1130,1921,3051
COCHABAMBA,consulta externa,personas de 21 a 59 anos,2008-11-01,10511,19518,9021,15193,19532,34711,54243
COIPASA,consulta externa,personas de 21 a 59 anos,2008-11-01,23,17,1,1,24,18,42
COLCAPIRHUA,consulta externa,personas de 21 a 59 anos,2008-11-01,294,604,310,297,604,901,1505
"COLCHA ""K""",consulta externa,personas de 21 a 59 anos,2008-11-01,173,366,3,9,176,375,551
COLLANA,consulta externa,personas de 21 a 59 anos,2008-11-01,42,49,13,5,55,54,109
COLOMI,consulta externa,personas de 21 a 59 anos,2008-11-01,62,159,3,8,65,167,232
COLPA BELGICA,consulta externa,personas de 21 a 59 anos,2008-11-01,420,217,281,87,701,304,1005
COLQUECHACA,consulta externa,personas de 21 a 59 anos,2008-11-01,213,527,0,1,213,528,741
COLQUENCHA,consulta externa,personas de 21 a 59 anos,2008-11-01,101,204,7,12,108,216,324
COLQUIRI,consulta externa,personas de 21 a 59 anos,2008-11-01,146,311,4,15,150,326,476
COMANCHE,consulta externa,personas de 21 a 59 anos,2008-11-01,50,76,0,3,50,79,129
COMARAPA,consulta externa,personas de 21 a 59 anos,2008-11-01,209,424,24,41,233,465,698
COMBAYA,consulta externa,personas de 21 a 59 anos,2008-11-01,21,23,5,4,26,27,53
CONCEPCION,consulta externa,personas de 21 a 59 anos,2008-11-01,85,135,8,62,93,197,290
COPACABANA,consulta externa,personas de 21 a 59 anos,2008-11-01,82,159,0,1,82,160,242
CORIPATA,consulta externa,personas de 21 a 59 anos,2008-11-01,106,207,14,13,120,220,340
CORO CORO,consulta externa,personas de 21 a 59 anos,2008-11-01,88,136,4,3,92,139,231
COROICO,consulta externa,personas de 21 a 59 anos,2008-11-01,145,272,58,115,203,387,590
CORQUE,consulta externa,personas de 21 a 59 anos,2008-11-01,91,170,5,11,96,181,277
COTAGAITA,consulta externa,personas de 21 a 59 anos,2008-11-01,481,929,17,49,498,978,1476
COTOCA,consulta externa,personas de 21 a 59 anos,2008-11-01,193,641,9,19,202,660,862
CUATRO CAÑADAS,consulta externa,personas de 21 a 59 anos,2008-11-01,174,346,10,17,184,363,547
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 21 a 59 anos,2008-11-01,21,40,0,0,21,40,61
CUEVO,consulta externa,personas de 21 a 59 anos,2008-11-01,54,82,0,1,54,83,137
CULPINA,consulta externa,personas de 21 a 59 anos,2008-11-01,179,394,3,3,182,397,579
CURAHUARA DE CARANGAS,consulta externa,personas de 21 a 59 anos,2008-11-01,48,125,0,0,48,125,173
CURVA,consulta externa,personas de 21 a 59 anos,2008-11-01,14,26,0,0,14,26,40
DESAGUADERO,consulta externa,personas de 21 a 59 anos,2008-11-01,37,99,1,2,38,101,139
EL ALTO,consulta externa,personas de 21 a 59 anos,2008-11-01,6288,14780,3614,8239,9902,23019,32921
EL CHORO,consulta externa,personas de 21 a 59 anos,2008-11-01,57,136,3,2,60,138,198
EL PUENTE(STC),consulta externa,personas de 21 a 59 anos,2008-11-01,101,203,4,2,105,205,310
EL PUENTE(TJA),consulta externa,personas de 21 a 59 anos,2008-11-01,296,708,0,56,296,764,1060
EL TORNO,consulta externa,personas de 21 a 59 anos,2008-11-01,778,1359,40,85,818,1444,2262
EL VILLAR,consulta externa,personas de 21 a 59 anos,2008-11-01,134,249,2,2,136,251,387
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2008-11-01,202,253,17,17,219,270,489
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2008-11-01,656,1167,33,37,689,1204,1893
ESCARA,consulta externa,personas de 21 a 59 anos,2008-11-01,2,3,0,0,2,3,5
ESMERALDA,consulta externa,personas de 21 a 59 anos,2008-11-01,0,1,0,0,0,1,1
EUCALIPTUS,consulta externa,personas de 21 a 59 anos,2008-11-01,38,92,3,9,41,101,142
EUREKA (SANTOS MERCADO),consulta externa,personas de 21 a 59 anos,2008-11-01,8,11,0,0,8,11,19
EXALTACION,consulta externa,personas de 21 a 59 anos,2008-11-01,28,77,0,5,28,82,110
FERNANDEZ ALONSO,consulta externa,personas de 21 a 59 anos,2008-11-01,118,258,9,13,127,271,398
FILADELFIA,consulta externa,personas de 21 a 59 anos,2008-11-01,78,118,6,8,84,126,210
GENERAL SAAVEDRA,consulta externa,personas de 21 a 59 anos,2008-11-01,154,265,1,1,155,266,421
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 21 a 59 anos,2008-11-01,116,102,3,4,119,106,225
GUANAY,consulta externa,personas de 21 a 59 anos,2008-11-01,43,105,1,4,44,109,153
GUAQUI,consulta externa,personas de 21 a 59 anos,2008-11-01,53,78,1,5,54,83,137
GUAYARAMERIN,consulta externa,personas de 21 a 59 anos,2008-11-01,760,1597,103,246,863,1843,2706
GUTIERREZ,consulta externa,personas de 21 a 59 anos,2008-11-01,146,265,5,5,151,270,421
HUACARETA,consulta externa,personas de 21 a 59 anos,2008-11-01,148,267,8,58,156,325,481
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 21 a 59 anos,2008-11-01,51,118,0,8,51,126,177
HUACHACALLA,consulta externa,personas de 21 a 59 anos,2008-11-01,103,119,8,22,111,141,252
HUANUNI,consulta externa,personas de 21 a 59 anos,2008-11-01,358,444,194,353,552,797,1349
HUARACAJE,consulta externa,personas de 21 a 59 anos,2008-11-01,46,119,8,6,54,125,179
HUAYLLAMARCA,consulta externa,personas de 21 a 59 anos,2008-11-01,23,37,1,0,24,37,61
ICHOCA,consulta externa,personas de 21 a 59 anos,2008-11-01,25,79,0,2,25,81,106
ICLA,consulta externa,personas de 21 a 59 anos,2008-11-01,124,382,3,17,127,399,526
INCAHUASI,consulta externa,personas de 21 a 59 anos,2008-11-01,200,634,2,3,202,637,839
INGAVI (HUMAITA),consulta externa,personas de 21 a 59 anos,2008-11-01,5,16,1,0,6,16,22
INQUISIVI,consulta externa,personas de 21 a 59 anos,2008-11-01,74,176,0,1,74,177,251
IRUPANA (VILLA DE LANZA),consulta externa,personas de 21 a 59 anos,2008-11-01,215,400,10,23,225,423,648
IXIAMAS,consulta externa,personas de 21 a 59 anos,2008-11-01,98,121,10,1,108,122,230
JESUS DE MACHACA,consulta externa,personas de 21 a 59 anos,2008-11-01,109,307,4,29,113,336,449
LA ASUNTA,consulta externa,personas de 21 a 59 anos,2008-11-01,219,375,26,21,245,396,641
LA GUARDIA,consulta externa,personas de 21 a 59 anos,2008-11-01,304,710,19,74,323,784,1107
