,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVA,PERSONAS DE 60 AÑOS Y MÁS NUEVA,PERSONAS DE 60 AÑOS Y MÁS REPETIDAS,PERSONAS DE 60 AÑOS Y MÁS REPETIDAS,TOTALES,TOTALES,TOTALES
TARIJA,consulta externa,personas de 60 anos y mas,2008-10-01,2856,3002,1705,1483,4561,4485,9046
TARVITA,consulta externa,personas de 60 anos y mas,2008-10-01,107,212,5,11,112,223,335
TEOPONTE,consulta externa,personas de 60 anos y mas,2008-10-01,63,29,38,30,101,59,160
TIAWANACU,consulta externa,personas de 60 anos y mas,2008-10-01,37,32,11,0,48,32,80
TINGUIPAYA,consulta externa,personas de 60 anos y mas,2008-10-01,62,112,9,13,71,125,196
TIPUANI,consulta externa,personas de 60 anos y mas,2008-10-01,53,36,0,0,53,36,89
TIQUIPAYA,consulta externa,personas de 60 anos y mas,2008-10-01,59,100,26,31,85,131,216
TIRAQUE (CBBA),consulta externa,personas de 60 anos y mas,2008-10-01,84,81,7,8,91,89,180
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 60 anos y mas,2008-10-01,20,22,3,5,23,27,50
TOCO,consulta externa,personas de 60 anos y mas,2008-10-01,11,19,1,4,12,23,35
TODOS SANTOS,consulta externa,personas de 60 anos y mas,2008-10-01,5,4,1,1,6,5,11
TOLATA,consulta externa,personas de 60 anos y mas,2008-10-01,15,38,2,4,17,42,59
TOLEDO,consulta externa,personas de 60 anos y mas,2008-10-01,44,54,5,4,49,58,107
TOMAVE,consulta externa,personas de 60 anos y mas,2008-10-01,53,82,10,9,63,91,154
TOMINA,consulta externa,personas de 60 anos y mas,2008-10-01,79,146,8,1,87,147,234
TORO TORO,consulta externa,personas de 60 anos y mas,2008-10-01,29,66,0,6,29,72,101
TOTORA(CBBA),consulta externa,personas de 60 anos y mas,2008-10-01,9,28,2,1,11,29,40
TOTORA(ORR),consulta externa,personas de 60 anos y mas,2008-10-01,47,50,0,0,47,50,97
TRIGAL,consulta externa,personas de 60 anos y mas,2008-10-01,13,38,0,1,13,39,52
TRINIDAD,consulta externa,personas de 60 anos y mas,2008-10-01,311,340,234,266,545,606,1151
TUPIZA,consulta externa,personas de 60 anos y mas,2008-10-01,253,455,34,55,287,510,797
TURCO,consulta externa,personas de 60 anos y mas,2008-10-01,31,45,0,0,31,45,76
UMALA,consulta externa,personas de 60 anos y mas,2008-10-01,13,17,0,0,13,17,30
UNCIA,consulta externa,personas de 60 anos y mas,2008-10-01,20,43,0,0,20,43,63
URIONDO (A. CONCEPCION),consulta externa,personas de 60 anos y mas,2008-10-01,47,80,0,1,47,81,128
URUBICHA,consulta externa,personas de 60 anos y mas,2008-10-01,20,22,0,3,20,25,45
UYUNI,consulta externa,personas de 60 anos y mas,2008-10-01,329,392,37,27,366,419,785
VACAS,consulta externa,personas de 60 anos y mas,2008-10-01,119,84,16,14,135,98,233
VALLEGRANDE,consulta externa,personas de 60 anos y mas,2008-10-01,99,108,242,328,341,436,777
VIACHA,consulta externa,personas de 60 anos y mas,2008-10-01,301,3313,194,220,495,3533,4028
VILA VILA,consulta externa,personas de 60 anos y mas,2008-10-01,5,7,0,0,5,7,12
VILLA MONTES,consulta externa,personas de 60 anos y mas,2008-10-01,222,200,51,63,273,263,536
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 60 anos y mas,2008-10-01,2,5,0,0,2,5,7
VILLA RIVERO,consulta externa,personas de 60 anos y mas,2008-10-01,20,43,6,11,26,54,80
VILLA SERRANO,consulta externa,personas de 60 anos y mas,2008-10-01,154,210,0,4,154,214,368
VILLA TUNARI,consulta externa,personas de 60 anos y mas,2008-10-01,139,119,7,7,146,126,272
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 60 anos y mas,2008-10-01,102,115,4,2,106,117,223
VILLAZON,consulta externa,personas de 60 anos y mas,2008-10-01,237,285,64,48,301,333,634
VINTO,consulta externa,personas de 60 anos y mas,2008-10-01,56,77,24,80,80,157,237
VITICHI,consulta externa,personas de 60 anos y mas,2008-10-01,64,92,5,8,69,100,169
WALDO BALLIVIAN,consulta externa,personas de 60 anos y mas,2008-10-01,8,12,2,1,10,13,23
WARNES,consulta externa,personas de 60 anos y mas,2008-10-01,278,266,56,67,334,333,667
YACO,consulta externa,personas de 60 anos y mas,2008-10-01,43,32,4,0,47,32,79
YACUIBA,consulta externa,personas de 60 anos y mas,2008-10-01,684,830,320,418,1004,1248,2252
YAMPARAEZ,consulta externa,personas de 60 anos y mas,2008-10-01,51,81,7,2,58,83,141
YANACACHI,consulta externa,personas de 60 anos y mas,2008-10-01,37,34,5,5,42,39,81
YAPACANI,consulta externa,personas de 60 anos y mas,2008-10-01,113,91,19,11,132,102,234
YOCALLA,consulta externa,personas de 60 anos y mas,2008-10-01,45,70,2,1,47,71,118
YOTALA,consulta externa,personas de 60 anos y mas,2008-10-01,23,52,1,5,24,57,81
YUNCHARA,consulta externa,personas de 60 anos y mas,2008-10-01,6,14,0,1,6,15,21
ZUDAÑEZ,consulta externa,personas de 60 anos y mas,2008-10-01,35,21,2,3,37,24,61
ACACIO,consulta externa,personas de 60 anos y mas,2008-11-01,22,51,3,1,25,52,77
ACHACACHI,consulta externa,personas de 60 anos y mas,2008-11-01,338,368,53,52,391,420,811
ACHOCALLA,consulta externa,personas de 60 anos y mas,2008-11-01,69,64,0,0,69,64,133
AIQUILE,consulta externa,personas de 60 anos y mas,2008-11-01,165,173,39,38,204,211,415
ALALAY,consulta externa,personas de 60 anos y mas,2008-11-01,5,7,0,0,5,7,12
ALCALA,consulta externa,personas de 60 anos y mas,2008-11-01,27,42,1,0,28,42,70
ANCORAIMES,consulta externa,personas de 60 anos y mas,2008-11-01,99,124,9,23,108,147,255
ANDAMARCA,consulta externa,personas de 60 anos y mas,2008-11-01,45,39,1,2,46,41,87
ANTEQUERA,consulta externa,personas de 60 anos y mas,2008-11-01,12,28,0,1,12,29,41
ANZALDO,consulta externa,personas de 60 anos y mas,2008-11-01,20,29,2,1,22,30,52
APOLO,consulta externa,personas de 60 anos y mas,2008-11-01,51,70,3,4,54,74,128
ARAMPAMPA,consulta externa,personas de 60 anos y mas,2008-11-01,13,26,5,0,18,26,44
ARANI,consulta externa,personas de 60 anos y mas,2008-11-01,25,37,3,3,28,40,68
ARBIETO,consulta externa,personas de 60 anos y mas,2008-11-01,39,70,6,7,45,77,122
ARQUE,consulta externa,personas de 60 anos y mas,2008-11-01,11,27,0,1,11,28,39
ASCENCION DE GUARAYOS,consulta externa,personas de 60 anos y mas,2008-11-01,44,45,3,5,47,50,97
ATOCHA,consulta externa,personas de 60 anos y mas,2008-11-01,74,60,44,34,118,94,212
AUCAPATA,consulta externa,personas de 60 anos y mas,2008-11-01,16,13,2,0,18,13,31
AYATA,consulta externa,personas de 60 anos y mas,2008-11-01,28,47,0,0,28,47,75
AYO AYO,consulta externa,personas de 60 anos y mas,2008-11-01,49,31,4,1,53,32,85
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2008-11-01,71,91,5,10,76,101,177
AZURDUY,consulta externa,personas de 60 anos y mas,2008-11-01,75,141,2,5,77,146,223
BATALLAS,consulta externa,personas de 60 anos y mas,2008-11-01,81,66,8,12,89,78,167
BAURES,consulta externa,personas de 60 anos y mas,2008-11-01,9,19,12,15,21,34,55
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2008-11-01,4,13,0,0,4,13,17
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2008-11-01,14,15,0,0,14,15,29
BELLA FLOR,consulta externa,personas de 60 anos y mas,2008-11-01,2,5,0,0,2,5,7
BERMEJO,consulta externa,personas de 60 anos y mas,2008-11-01,320,382,33,52,353,434,787
BETANZOS,consulta externa,personas de 60 anos y mas,2008-11-01,265,374,74,77,339,451,790
BOLIVAR,consulta externa,personas de 60 anos y mas,2008-11-01,18,24,0,0,18,24,42
BOLPEBRA,consulta externa,personas de 60 anos y mas,2008-11-01,6,3,1,0,7,3,10
BOYUIBE,consulta externa,personas de 60 anos y mas,2008-11-01,11,27,3,7,14,34,48
BUENA VISTA,consulta externa,personas de 60 anos y mas,2008-11-01,87,71,26,17,113,88,201
CABEZAS,consulta externa,personas de 60 anos y mas,2008-11-01,45,38,12,6,57,44,101
CAIROMA,consulta externa,personas de 60 anos y mas,2008-11-01,49,45,10,2,59,47,106
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2008-11-01,83,164,6,8,89,172,261
CAJUATA,consulta externa,personas de 60 anos y mas,2008-11-01,48,51,0,4,48,55,103
CALACOTO,consulta externa,personas de 60 anos y mas,2008-11-01,49,50,1,4,50,54,104
CALAMARCA,consulta externa,personas de 60 anos y mas,2008-11-01,32,35,10,5,42,40,82
CAMARGO,consulta externa,personas de 60 anos y mas,2008-11-01,248,325,13,16,261,341,602
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2008-11-01,30,62,2,4,32,66,98
CAMIRI,consulta externa,personas de 60 anos y mas,2008-11-01,640,920,85,87,725,1007,1732
CAPINOTA,consulta externa,personas de 60 anos y mas,2008-11-01,43,52,29,28,72,80,152
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2008-11-01,40,51,4,2,44,53,97
CARACOLLO,consulta externa,personas de 60 anos y mas,2008-11-01,62,50,25,15,87,65,152
CARANAVI,consulta externa,personas de 60 anos y mas,2008-11-01,295,193,30,11,325,204,529
CARANGAS,consulta externa,personas de 60 anos y mas,2008-11-01,7,8,0,1,7,9,16
CARAPARI,consulta externa,personas de 60 anos y mas,2008-11-01,41,37,0,2,41,39,80
CARIPUYO,consulta externa,personas de 60 anos y mas,2008-11-01,25,31,0,3,25,34,59
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2008-11-01,9,20,6,0,15,20,35
CATACORA,consulta externa,personas de 60 anos y mas,2008-11-01,9,13,3,12,12,25,37
CHACARILLA,consulta externa,personas de 60 anos y mas,2008-11-01,4,5,2,0,6,5,11
CHALLAPATA,consulta externa,personas de 60 anos y mas,2008-11-01,196,185,34,43,230,228,458
CHAQUI,consulta externa,personas de 60 anos y mas,2008-11-01,51,86,2,3,53,89,142
CHARAGUA,consulta externa,personas de 60 anos y mas,2008-11-01,117,118,13,4,130,122,252
CHARAÑA,consulta externa,personas de 60 anos y mas,2008-11-01,8,1,0,0,8,1,9
CHAYANTA,consulta externa,personas de 60 anos y mas,2008-11-01,37,55,0,0,37,55,92
CHIMORE,consulta externa,personas de 60 anos y mas,2008-11-01,71,40,1,0,72,40,112
CHIPAYA,consulta externa,personas de 60 anos y mas,2008-11-01,1,6,0,0,1,6,7
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2008-11-01,26,34,4,4,30,38,68
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2008-11-01,76,82,51,37,127,119,246
CHUMA,consulta externa,personas de 60 anos y mas,2008-11-01,53,84,4,5,57,89,146
CLIZA,consulta externa,personas de 60 anos y mas,2008-11-01,48,89,13,21,61,110,171
COBIJA,consulta externa,personas de 60 anos y mas,2008-11-01,204,200,36,51,240,251,491
COCHABAMBA,consulta externa,personas de 60 anos y mas,2008-11-01,6007,6680,6509,8183,12516,14863,27379
COIPASA,consulta externa,personas de 60 anos y mas,2008-11-01,1,1,1,0,2,1,3
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2008-11-01,124,64,140,70,264,134,398
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2008-11-01,96,97,5,12,101,109,210
COLLANA,consulta externa,personas de 60 anos y mas,2008-11-01,20,18,12,2,32,20,52
COLOMI,consulta externa,personas de 60 anos y mas,2008-11-01,13,16,1,0,14,16,30
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2008-11-01,53,35,32,22,85,57,142
COLQUECHACA,consulta externa,personas de 60 anos y mas,2008-11-01,71,102,1,3,72,105,177
COLQUENCHA,consulta externa,personas de 60 anos y mas,2008-11-01,35,81,6,8,41,89,130
COLQUIRI,consulta externa,personas de 60 anos y mas,2008-11-01,65,59,4,2,69,61,130
COMANCHE,consulta externa,personas de 60 anos y mas,2008-11-01,51,31,2,2,53,33,86
COMARAPA,consulta externa,personas de 60 anos y mas,2008-11-01,101,149,10,32,111,181,292
COMBAYA,consulta externa,personas de 60 anos y mas,2008-11-01,18,16,17,9,35,25,60
CONCEPCION,consulta externa,personas de 60 anos y mas,2008-11-01,87,51,12,11,99,62,161
COPACABANA,consulta externa,personas de 60 anos y mas,2008-11-01,46,51,0,2,46,53,99
CORIPATA,consulta externa,personas de 60 anos y mas,2008-11-01,66,50,15,8,81,58,139
CORO CORO,consulta externa,personas de 60 anos y mas,2008-11-01,44,48,2,3,46,51,97
COROICO,consulta externa,personas de 60 anos y mas,2008-11-01,99,97,92,107,191,204,395
CORQUE,consulta externa,personas de 60 anos y mas,2008-11-01,66,60,6,5,72,65,137
COTAGAITA,consulta externa,personas de 60 anos y mas,2008-11-01,268,434,7,20,275,454,729
COTOCA,consulta externa,personas de 60 anos y mas,2008-11-01,140,149,19,30,159,179,338
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2008-11-01,27,44,8,3,35,47,82
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2008-11-01,9,17,0,0,9,17,26
CUEVO,consulta externa,personas de 60 anos y mas,2008-11-01,34,61,3,5,37,66,103
CULPINA,consulta externa,personas de 60 anos y mas,2008-11-01,63,121,0,1,63,122,185
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2008-11-01,25,39,0,0,25,39,64
CURVA,consulta externa,personas de 60 anos y mas,2008-11-01,3,3,0,1,3,4,7
DESAGUADERO,consulta externa,personas de 60 anos y mas,2008-11-01,27,33,1,1,28,34,62
EL ALTO,consulta externa,personas de 60 anos y mas,2008-11-01,1567,1932,1006,981,2573,2913,5486
EL CHORO,consulta externa,personas de 60 anos y mas,2008-11-01,44,61,0,3,44,64,108
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2008-11-01,25,30,0,0,25,30,55
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2008-11-01,39,68,0,1,39,69,108
EL TORNO,consulta externa,personas de 60 anos y mas,2008-11-01,252,256,155,156,407,412,819
EL VILLAR,consulta externa,personas de 60 anos y mas,2008-11-01,31,58,0,0,31,58,89
ENTRE RIOS,consulta externa,personas de 60 anos y mas,2008-11-01,33,18,3,2,36,20,56
ENTRE RIOS,consulta externa,personas de 60 anos y mas,2008-11-01,74,118,4,15,78,133,211
ESCARA,consulta externa,personas de 60 anos y mas,2008-11-01,3,4,1,1,4,5,9
ESMERALDA,consulta externa,personas de 60 anos y mas,2008-11-01,5,4,2,1,7,5,12
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2008-11-01,43,36,3,6,46,42,88
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2008-11-01,2,1,0,0,2,1,3
EXALTACION,consulta externa,personas de 60 anos y mas,2008-11-01,15,14,1,0,16,14,30
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2008-11-01,36,34,2,1,38,35,73
FILADELFIA,consulta externa,personas de 60 anos y mas,2008-11-01,14,8,0,0,14,8,22
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2008-11-01,45,23,0,1,45,24,69
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2008-11-01,34,61,7,0,41,61,102
GUANAY,consulta externa,personas de 60 anos y mas,2008-11-01,51,37,14,13,65,50,115
GUAQUI,consulta externa,personas de 60 anos y mas,2008-11-01,50,29,5,4,55,33,88
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2008-11-01,181,99,4,5,185,104,289
GUTIERREZ,consulta externa,personas de 60 anos y mas,2008-11-01,143,63,1,4,144,67,211
HUACARETA,consulta externa,personas de 60 anos y mas,2008-11-01,31,71,6,9,37,80,117
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2008-11-01,29,53,1,2,30,55,85
HUACHACALLA,consulta externa,personas de 60 anos y mas,2008-11-01,51,44,19,21,70,65,135
HUANUNI,consulta externa,personas de 60 anos y mas,2008-11-01,221,205,255,140,476,345,821
HUARACAJE,consulta externa,personas de 60 anos y mas,2008-11-01,14,6,2,0,16,6,22
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2008-11-01,20,36,1,6,21,42,63
ICHOCA,consulta externa,personas de 60 anos y mas,2008-11-01,10,12,0,0,10,12,22
ICLA,consulta externa,personas de 60 anos y mas,2008-11-01,41,79,1,5,42,84,126
INCAHUASI,consulta externa,personas de 60 anos y mas,2008-11-01,84,169,2,2,86,171,257
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2008-11-01,1,0,0,0,1,0,1
INQUISIVI,consulta externa,personas de 60 anos y mas,2008-11-01,28,20,0,1,28,21,49
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2008-11-01,129,90,18,19,147,109,256
IXIAMAS,consulta externa,personas de 60 anos y mas,2008-11-01,12,4,0,0,12,4,16
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2008-11-01,186,225,70,66,256,291,547
LA ASUNTA,consulta externa,personas de 60 anos y mas,2008-11-01,54,19,15,5,69,24,93
LA GUARDIA,consulta externa,personas de 60 anos y mas,2008-11-01,100,100,11,11,111,111,222
LA PAZ,consulta externa,personas de 60 anos y mas,2008-11-01,9374,11116,10626,13932,20000,25048,45048
LA RIVERA,consulta externa,personas de 60 anos y mas,2008-11-01,2,1,0,0,2,1,3
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2008-11-01,29,39,0,0,29,39,68
LAJA,consulta externa,personas de 60 anos y mas,2008-11-01,44,53,10,8,54,61,115
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2008-11-01,23,46,8,2,31,48,79
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2008-11-01,15,26,4,2,19,28,47
LLALLAGUA,consulta externa,personas de 60 anos y mas,2008-11-01,39,59,9,8,48,67,115
LLICA,consulta externa,personas de 60 anos y mas,2008-11-01,67,49,4,1,71,50,121
LORETO,consulta externa,personas de 60 anos y mas,2008-11-01,18,16,0,0,18,16,34
LURIBAY,consulta externa,personas de 60 anos y mas,2008-11-01,78,94,13,15,91,109,200
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2008-11-01,37,55,28,20,65,75,140
MACHARETI,consulta externa,personas de 60 anos y mas,2008-11-01,58,73,3,4,61,77,138
MAGDALENA,consulta externa,personas de 60 anos y mas,2008-11-01,14,10,89,91,103,101,204
MAIRANA,consulta externa,personas de 60 anos y mas,2008-11-01,68,85,2,1,70,86,156
MALLA,consulta externa,personas de 60 anos y mas,2008-11-01,17,9,0,0,17,9,26
MAPIRI,consulta externa,personas de 60 anos y mas,2008-11-01,52,35,4,1,56,36,92
MECAPACA,consulta externa,personas de 60 anos y mas,2008-11-01,35,30,7,3,42,33,75
MINEROS,consulta externa,personas de 60 anos y mas,2008-11-01,18,17,1,0,19,17,36
MIZQUE,consulta externa,personas de 60 anos y mas,2008-11-01,42,79,13,19,55,98,153
MOCOMOCO,consulta externa,personas de 60 anos y mas,2008-11-01,62,79,2,10,64,89,153
MOJINETE,consulta externa,personas de 60 anos y mas,2008-11-01,5,13,0,0,5,13,18
MOJOCOYA,consulta externa,personas de 60 anos y mas,2008-11-01,33,69,11,12,44,81,125
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2008-11-01,285,446,64,91,349,537,886
MONTERO,consulta externa,personas de 60 anos y mas,2008-11-01,155,229,70,121,225,350,575
MORO MORO,consulta externa,personas de 60 anos y mas,2008-11-01,14,32,0,1,14,33,47
MOROCHATA,consulta externa,personas de 60 anos y mas,2008-11-01,42,53,1,7,43,60,103
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2008-11-01,24,7,0,0,24,7,31
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2008-11-01,0,1,0,0,0,1,1
OCURI,consulta externa,personas de 60 anos y mas,2008-11-01,37,64,2,0,39,64,103
OKINAWA,consulta externa,personas de 60 anos y mas,2008-11-01,88,112,8,11,96,123,219
OMEREQUE,consulta externa,personas de 60 anos y mas,2008-11-01,15,26,2,1,17,27,44
ORURO,consulta externa,personas de 60 anos y mas,2008-11-01,3280,3429,1463,1910,4743,5339,10082
PADCAYA,consulta externa,personas de 60 anos y mas,2008-11-01,48,81,6,8,54,89,143
PADILLA,consulta externa,personas de 60 anos y mas,2008-11-01,199,295,10,6,209,301,510
PAILON,consulta externa,personas de 60 anos y mas,2008-11-01,22,15,2,1,24,16,40
PALCA,consulta externa,personas de 60 anos y mas,2008-11-01,50,60,5,1,55,61,116
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2008-11-01,136,75,45,44,181,119,300
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2008-11-01,16,19,0,1,16,20,36
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2008-11-01,23,29,1,2,24,31,55
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2008-11-01,97,127,1,4,98,131,229
PASORAPA,consulta externa,personas de 60 anos y mas,2008-11-01,16,15,0,0,16,15,31
PATACAMAYA,consulta externa,personas de 60 anos y mas,2008-11-01,75,72,0,1,75,73,148
PAZÑA,consulta externa,personas de 60 anos y mas,2008-11-01,9,11,56,57,65,68,133
PELECHUCO,consulta externa,personas de 60 anos y mas,2008-11-01,23,12,0,0,23,12,35
POCOATA,consulta externa,personas de 60 anos y mas,2008-11-01,94,103,7,0,101,103,204
POCONA,consulta externa,personas de 60 anos y mas,2008-11-01,29,56,3,2,32,58,90
POJO (CBBA),consulta externa,personas de 60 anos y mas,2008-11-01,18,16,1,2,19,18,37
POOPO,consulta externa,personas de 60 anos y mas,2008-11-01,50,50,8,14,58,64,122
PORCO,consulta externa,personas de 60 anos y mas,2008-11-01,15,19,1,0,16,19,35
POROMA,consulta externa,personas de 60 anos y mas,2008-11-01,65,88,9,11,74,99,173
PORONGO,consulta externa,personas de 60 anos y mas,2008-11-01,33,22,10,1,43,23,66
PORTACHUELO,consulta externa,personas de 60 anos y mas,2008-11-01,190,178,68,79,258,257,515
PORVENIR,consulta externa,personas de 60 anos y mas,2008-11-01,15,8,2,1,17,9,26
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2008-11-01,35,37,0,3,35,40,75
POTOSI,consulta externa,personas de 60 anos y mas,2008-11-01,1949,2426,917,1161,2866,3587,6453
PRESTO,consulta externa,personas de 60 anos y mas,2008-11-01,63,98,4,1,67,99,166
PUCARA,consulta externa,personas de 60 anos y mas,2008-11-01,29,51,1,1,30,52,82
PUCARANI,consulta externa,personas de 60 anos y mas,2008-11-01,52,50,9,8,61,58,119
