,group,variable,month,TOTAL 20.2 ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,TOTAL 20.2 ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,TOTALES
PUCARA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,0,1,1
PUCARANI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,8,20,28
PUERTO ACOSTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,0,3,3
PUERTO CARABUCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,5,1,6
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,2,9,11
PUERTO PEREZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,5,10,15
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,18,0,18
PUERTO SUAREZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,8,0,8
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,39,2,41
PUNA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,7,13,20
PUNATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,28,3,31
QUIABAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,2,3
QUILLACOLLO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,23,85,108
QUIME,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,0,1,1
QUIRUSILLAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,2,0,2
RAVELO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,24,38,62
REYES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,3,0,3
RIBERALTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,34,3,37
ROBORE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,9,3,12
SACABA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,60,90,150
SACABAMBA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,0,3,3
SACACA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,8,35,43
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,5,11,16
SAMAIPATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,7,0,7
SAN ANDRES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,6,1,7
SAN ANTONIO DE ESMORUCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,3,0,3
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,0,3,3
SAN BENITO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,8,27,35
SAN BORJA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,19,18,37
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,7,2,9
SAN CARLOS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,20,9,29
SAN IGNACIO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,15,20,35
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,4,5,9
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,0,5,5
SAN JOAQUIN,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,2,0,2
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,7,26,33
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,12,12,24
SAN JULIAN,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,13,9,22
SAN LORENZO(PND),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,2,3
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,16,5,21
SAN LUCAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,32,64,96
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,25,11,36
SAN PEDRO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,16,2,18
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,15,45,60
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,7,7,14
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,4,5
SAN PEDRO(PND),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,0,8,8
SAN RAFAEL,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,4,1,5
SAN RAMON BENI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,3,4
SAN RAMON SCZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,3,0,3
SANTA ANA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,2,1,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,507,417,924
SANTA ROSA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,2,0,2
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,8,6,14
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,4,5
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,1,2
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,3,4
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,2,7,9
SANTIVAÑES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,3,0,3
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,2,0,2
SAPAHAQUI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,1,2
SENA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,5,6,11
SHINAOTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,15,7,22
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,20,110,130
SIPE SIPE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,17,5,22
SOPACHUY,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,5,11,16
SORACACHI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,4,7,11
SORATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,5,25,30
SUCRE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,203,90,293
TACACHI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,0,3,3
TACACOMA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,0,2,2
TACOBAMBA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,5,23,28
TACOPAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,4,10,14
TAPACARI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,8,22,30
TARABUCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,8,11,19
TARACO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,0,1,1
TARATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,4,1,5
TARIJA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,128,46,174
TARVITA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,7,13,20
TEOPONTE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,5,0,5
TIAWANACU,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,3,4
TINGUIPAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,5,7,12
TIPUANI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,2,0,2
TIQUIPAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,39,31,70
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,8,30,38
TOCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,3,2,5
TODOS SANTOS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,0,2,2
TOLATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,4,5
TOLEDO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,0,1
TOMINA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,12,5,17
TORO TORO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,3,7,10
TOTORA(CBBA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,5,2,7
TOTORA(ORR),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,4,6,10
TRIGAL,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,0,1
TRINIDAD,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,32,39,71
TUPIZA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,55,29,84
TURCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,5,6,11
UMALA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,0,6,6
UNCIA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,27,28
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,14,9,23
URUBICHA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,0,1
UYUNI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,2,0,2
VACAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,7,8
VALLEGRANDE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,12,5,17
VIACHA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,43,17,60
VILLA CHARCAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,14,4,18
VILLA MONTES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,28,19,47
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,14,15
VILLA RIVERO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,3,13,16
VILLA SERRANO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,16,10,26
VILLA TUNARI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,54,9,63
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,14,13,27
VILLAZON,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,51,22,73
VINTO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,21,3,24
VITICHI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,7,3,10
WARNES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,45,6,51
YACUIBA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,72,22,94
YAMPARAEZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,10,10,20
YOTALA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,2,18,20
YUNCHARA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,1,6,7
ZUDAÑEZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-11-01,14,8,22
ACACIO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,1,1
ACHACACHI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,5,6,11
ACHOCALLA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,3,5
AIQUILE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,34,35,69
ALCALA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,1,3,4
ALTO BENI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,8,1,9
ANCORAIMES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,1,4,5
ANDAMARCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,1,0,1
ANTEQUERA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,3,4,7
ANZALDO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,10,10
APOLO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,0,2
ARAMPAMPA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,7,7
ARANI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,0,2
ARBIETO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,4,8,12
ARQUE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,5,6,11
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,9,0,9
ATOCHA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,4,18,22
AUCAPATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,1,1,2
AYATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,4,20,24
AZURDUY,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,28,29,57
BATALLAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,9,16,25
BAURES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,1,0,1
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,1,0,1
BELEN DE URMIRI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,3,3
BELLA FLOR,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,3,5
BERMEJO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,14,2,16
BETANZOS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,15,11,26
BOLIVAR,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,2,4
BOLPEBRA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,1,1
BOYUIBE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,3,0,3
BUENA VISTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,5,0,5
CABEZAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,9,16,25
CAIROMA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,4,6
"CAIZA ""D""",vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,2,4
CAJUATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,1,0,1
CALACOTO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,1,1,2
CAMARGO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,14,32,46
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,1,3
CAMIRI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,18,3,21
CAPINOTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,4,6,10
CAQUIAVIRI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,3,6,9
CARACOLLO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,12,4,16
CARANAVI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,30,4,34
CARAPARI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,13,5,18
CARIPUYO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,15,17
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,3,4,7
CATACORA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,1,1
CHALLAPATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,26,18,44
CHAQUI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,1,0,1
CHARAGUA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,2,2
CHARAÑA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,1,1,2
CHAYANTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,1,1
CHIMORE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,7,1,8
CHOQUE COTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,0,2
CHUA COCANI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,8,9,17
CHUMA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,18,21,39
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,12,12
CKOCHAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,2,4
CLIZA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,7,3,10
COBIJA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,20,6,26
COCAPATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,7,18,25
COCHABAMBA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,170,64,234
COLCAPIRHUA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,14,10,24
"COLCHA ""K""",vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,0,2
COLLANA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,1,0,1
COLOMI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,6,4,10
COLQUECHACA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,5,38,43
COLQUIRI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,9,7,16
COMANCHE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,2,2
COMARAPA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,6,0,6
COMBAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,3,3
CONCEPCION,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,5,5,10
COPACABANA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,1,5,6
CORIPATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,1,1,2
CORO CORO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,1,0,1
COROICO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,5,0,5
CORQUE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,3,0,3
COTAGAITA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,16,16,32
COTOCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,7,7,14
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,14,9,23
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,2,2
CULPINA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,25,26,51
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,0,2
CURVA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,4,0,4
DESAGUADERO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,1,1
EL ALTO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,196,161,357
EL PUENTE(STC),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,1,41,42
EL PUENTE(TJA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,8,1,9
EL TORNO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,44,23,67
EL VILLAR,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,5,3,8
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,9,8,17
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,3,2,5
ESMERALDA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,1,1
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,2,4
EXALTACION,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,3,3
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,11,3,14
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,3,5
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,2,0,2
GUANAY,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,5,2,7
GUAQUI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-12-01,0,2,2
