,group,variable,month,VACUNACIONES SRP,VACUNACIONES SRP,VACUNACIONES SRP,VACUNACIONES SRP,TOTALES,TOTALES,TOTALES
SUCRE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,388,251,0,0,388,251,639
TACACOMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,8,7,0,0,8,7,15
TACOBAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,12,0,0,2,12,14
TACOPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,7,22,0,0,7,22,29
TAHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,1,0,0,1,1,2
TAPACARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,19,32,0,0,19,32,51
TARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,15,19,0,0,15,19,34
TARACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,6,0,0,2,6,8
TARATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,5,0,0,4,5,9
TARIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,320,26,0,0,320,26,346
TARVITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,17,19,0,0,17,19,36
TEOPONTE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,5,14,0,0,5,14,19
TIAWANACU,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,7,21,0,0,7,21,28
TINGUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,11,31,0,0,11,31,42
TIPUANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,18,5,0,0,18,5,23
TIQUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,115,28,0,0,115,28,143
TIRAQUE (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,60,36,0,0,60,36,96
TITO YUPANQUI (PARQUIPUJIO),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,1,0,0,0,1,1
TOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,5,3,0,0,5,3,8
TODOS SANTOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,1,0,0,1,1,2
TOLATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,4,6,0,0,4,6,10
TOLEDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,10,0,0,3,10,13
TOMAVE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,12,0,0,3,12,15
TOMINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,16,8,0,0,16,8,24
TORO TORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,7,20,0,0,7,20,27
TOTORA(CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,18,28,0,0,18,28,46
TOTORA(ORR),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,5,5,0,0,5,5,10
TRIGAL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,196,6,0,0,196,6,202
TUPIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,45,33,0,0,45,33,78
TURCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,1,0,0,3,1,4
UMALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,18,0,0,0,18,18
UNCIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,20,27,0,0,20,27,47
URIONDO (A. CONCEPCION),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,18,13,0,0,18,13,31
URUBICHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,4,0,0,2,4,6
UYUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,7,13,0,0,7,13,20
VACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,13,0,0,3,13,16
VALLEGRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,21,4,0,0,21,4,25
VIACHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,59,64,0,0,59,64,123
VILA VILA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,5,6,0,0,5,6,11
VILLA MONTES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,44,45,0,0,44,45,89
VILLA NUEVA (LOMA ALTA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,0,3,0,0,0,3,3
VILLA RIVERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,6,0,0,3,6,9
VILLA SERRANO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,17,11,0,0,17,11,28
VILLA TUNARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,83,60,0,0,83,60,143
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,6,8,0,0,6,8,14
VILLAZON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,70,24,0,0,70,24,94
VINTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,56,69,0,0,56,69,125
VITICHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,6,3,0,0,6,3,9
WALDO BALLIVIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,4,0,0,1,4,5
WARNES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,92,20,0,0,92,20,112
YACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,13,0,0,2,13,15
YACUIBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,102,44,0,0,102,44,146
YAMPARAEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,8,5,0,0,8,5,13
YANACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,3,5,0,0,3,5,8
YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,52,29,0,0,52,29,81
YOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,2,10,0,0,2,10,12
YOTALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,7,7,0,0,7,7,14
YUNCHARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,1,12,0,0,1,12,13
ZUDAÑEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-10-01,7,11,0,0,7,11,18
ACACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,7,9,0,0,7,9,16
ACHACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,28,143,0,0,28,143,171
ACHOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,11,51,0,0,11,51,62
AIQUILE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,141,15,0,0,141,15,156
ALALAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,0,6,0,0,0,6,6
ALCALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,1,0,0,3,1,4
ANCORAIMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,4,35,0,0,4,35,39
ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,1,0,0,3,1,4
ANTEQUERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,0,0,0,3,0,3
ANZALDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,7,10,0,0,7,10,17
APOLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,23,28,0,0,23,28,51
ARAMPAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,0,10,0,0,0,10,10
ARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,9,13,0,0,9,13,22
ARBIETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,6,19,0,0,6,19,25
ARQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,15,12,0,0,15,12,27
ASCENCION DE GUARAYOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,22,12,0,0,22,12,34
ATOCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,11,11,0,0,11,11,22
AYATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,1,15,0,0,1,15,16
AYO AYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,10,13,0,0,10,13,23
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,16,28,0,0,16,28,44
AZURDUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,20,17,0,0,20,17,37
BATALLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,10,33,0,0,10,33,43
BAURES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,9,0,0,0,9,0,9
BELEN DE ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,0,1,0,0,0,1,1
BELEN DE URMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,2,1,0,0,2,1,3
BERMEJO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,37,41,0,0,37,41,78
BETANZOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,33,51,0,0,33,51,84
BOLIVAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,6,18,0,0,6,18,24
BOLPEBRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,1,7,0,0,1,7,8
BOYUIBE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,0,3,0,0,0,3,3
BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,15,9,0,0,15,9,24
CABEZAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,30,32,0,0,30,32,62
CAIROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,5,29,0,0,5,29,34
"CAIZA ""D""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,5,23,0,0,5,23,28
CAJUATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,9,3,0,0,9,3,12
CALACOTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,2,10,0,0,2,10,12
CALAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,4,11,0,0,4,11,15
CAMARGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,16,2,0,0,16,2,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,4,3,0,0,4,3,7
CAMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,30,45,0,0,30,45,75
CAPINOTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,7,15,0,0,7,15,22
CAQUIAVIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,13,0,0,3,13,16
CARACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,19,20,0,0,19,20,39
CARANAVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,62,57,0,0,62,57,119
CARAPARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,5,27,0,0,5,27,32
CARIPUYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,7,25,0,0,7,25,32
CARMEN RIVERO TORREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,5,0,0,0,5,0,5
CATACORA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,1,3,0,0,1,3,4
CHACARILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,0,3,0,0,0,3,3
CHALLAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,24,39,0,0,24,39,63
CHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,8,14,0,0,8,14,22
CHARAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,20,41,0,0,20,41,61
CHARAÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,1,5,0,0,1,5,6
CHAYANTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,12,17,0,0,12,17,29
CHIMORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,22,20,0,0,22,20,42
CHIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,9,0,0,0,9,0,9
CHULUMANI (V. DE LA LIBERTAD),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,9,12,0,0,9,12,21
CHUMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,21,0,0,3,21,24
CLIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,11,29,0,0,11,29,40
COBIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,73,31,0,0,73,31,104
COCHABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,923,444,0,0,923,444,1367
COLCAPIRHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,83,12,0,0,83,12,95
"COLCHA ""K""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,13,8,0,0,13,8,21
COLLANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,0,0,0,3,0,3
COLOMI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,7,13,0,0,7,13,20
COLPA BELGICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,7,7,0,0,7,7,14
COLQUECHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,20,85,0,0,20,85,105
COLQUENCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,4,11,0,0,4,11,15
COLQUIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,10,26,0,0,10,26,36
COMANCHE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,2,0,0,0,2,0,2
COMARAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,17,34,0,0,17,34,51
COMBAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,0,9,0,0,0,9,9
CONCEPCION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,10,43,0,0,10,43,53
COPACABANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,14,16,0,0,14,16,30
CORIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,6,15,0,0,6,15,21
CORO CORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,1,12,0,0,1,12,13
COROICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,12,30,0,0,12,30,42
CORQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,0,5,0,0,0,5,5
COTAGAITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,11,33,0,0,11,33,44
COTOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,62,17,0,0,62,17,79
CUATRO CAÑADAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,16,74,0,0,16,74,90
CUCHUMUELA (V. G. VILLARROEL),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,5,0,0,3,5,8
CUEVO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,1,3,0,0,1,3,4
CULPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,16,20,0,0,16,20,36
CURAHUARA DE CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,1,0,0,3,1,4
CURVA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,0,5,0,0,0,5,5
DESAGUADERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,8,13,0,0,8,13,21
EL ALTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,1128,1588,0,0,1128,1588,2716
EL CHORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,1,9,0,0,1,9,10
EL PUENTE(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,14,5,0,0,14,5,19
EL PUENTE(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,4,16,0,0,4,16,20
EL TORNO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,53,11,0,0,53,11,64
EL VILLAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,8,4,0,0,8,4,12
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,38,22,0,0,38,22,60
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,9,43,0,0,9,43,52
ESCARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,5,2,0,0,5,2,7
EUREKA (SANTOS MERCADO),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,0,1,0,0,0,1,1
EXALTACION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,3,0,0,3,3,6
FERNANDEZ ALONSO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,14,12,0,0,14,12,26
FILADELFIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,2,27,0,0,2,27,29
GENERAL SAAVEDRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,27,16,0,0,27,16,43
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,2,21,0,0,2,21,23
GUANAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,12,23,0,0,12,23,35
GUAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,3,0,0,3,3,6
GUAYARAMERIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,53,12,0,0,53,12,65
GUTIERREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,15,19,0,0,15,19,34
HUACARETA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,4,0,0,3,4,7
HUACAYA (VILLA DE HUACAYA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,2,2,0,0,2,2,4
HUACHACALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,35,14,0,0,35,14,49
HUARACAJE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,2,0,0,0,2,0,2
HUAYLLAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,5,2,0,0,5,2,7
ICHOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,0,10,0,0,0,10,10
ICLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,10,0,0,3,10,13
INCAHUASI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,16,43,0,0,16,43,59
INQUISIVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,7,36,0,0,7,36,43
IRUPANA (VILLA DE LANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,1,8,0,0,1,8,9
IXIAMAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,4,0,0,0,4,0,4
JESUS DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,13,11,0,0,13,11,24
LA ASUNTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,52,56,0,0,52,56,108
LA GUARDIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,83,15,0,0,83,15,98
LA PAZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,1235,1035,0,0,1235,1035,2270
LAGUNILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,7,7,0,0,7,7,14
LAJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,19,27,0,0,19,27,46
LAS CARRERAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,5,3,0,0,5,3,8
LICOMA PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,0,5,0,0,0,5,5
LLALLAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,29,41,0,0,29,41,70
LLICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,1,0,0,3,1,4
LORETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,9,36,0,0,9,36,45
LURIBAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,8,11,0,0,8,11,19
MACHACAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,6,1,0,0,6,1,7
MACHARETI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,7,3,0,0,7,3,10
MAGDALENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,4,12,0,0,4,12,16
MAIRANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,13,12,0,0,13,12,25
MALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,0,23,0,0,0,23,23
MAPIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,7,14,0,0,7,14,21
MECAPACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,7,23,0,0,7,23,30
MINEROS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,33,15,0,0,33,15,48
MIZQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,22,46,0,0,22,46,68
MOCOMOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,10,31,0,0,10,31,41
MOJINETE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,2,2,0,0,2,2,4
MOJOCOYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,2,4,0,0,2,4,6
MONTEAGUDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,33,13,0,0,33,13,46
MONTERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,96,104,0,0,96,104,200
MORO MORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,2,2,0,0,2,2,4
MOROCHATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,14,75,0,0,14,75,89
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,2,0,0,3,2,5
OCURI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,17,51,0,0,17,51,68
OKINAWA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,12,4,0,0,12,4,16
OMEREQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,9,0,0,3,9,12
ORURO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,318,43,0,0,318,43,361
PADCAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,16,16,0,0,16,16,32
PADILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,15,7,0,0,15,7,22
PAILON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,20,41,0,0,20,41,61
PALCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,5,20,0,0,5,20,25
PALOS BLANCOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,20,16,0,0,20,16,36
PAMPA AULLAGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,2,1,0,0,2,1,3
PAMPA GRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,6,9,0,0,6,9,15
PAPEL PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,1,21,0,0,1,21,22
PASORAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,2,6,0,0,2,6,8
PATACAMAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,7,54,0,0,7,54,61
PAZÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,8,3,0,0,8,3,11
PELECHUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,3,8,0,0,3,8,11
POCOATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,5,69,0,0,5,69,74
POCONA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,5,4,0,0,5,4,9
POJO (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,15,7,0,0,15,7,22
POOPO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,6,15,0,0,6,15,21
PORCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,23,8,0,0,23,8,31
POROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,30,25,0,0,30,25,55
PORONGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,7,13,0,0,7,13,20
PORTACHUELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,24,17,0,0,24,17,41
POSTRER VALLE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-11-01,2,2,0,0,2,2,4
