,group,variable,month,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,TOTALES,TOTALES,TOTALES
PUERTO CARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,20,0,0,0,20,20
PUERTO GONZALO MORENO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,5,0,0,1,5,6
PUERTO PEREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,5,0,0,0,5,5
PUERTO QUIJARRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,10,30,0,0,10,30,40
PUERTO SUAREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,10,34,0,0,10,34,44
PUERTO VILLARROEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,41,30,0,0,41,30,71
PUNA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,24,68,0,0,24,68,92
PUNATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,11,4,0,0,11,4,15
QUIABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,6,0,0,3,6,9
QUILLACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,22,1,0,0,22,1,23
QUIME,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,15,0,0,0,15,15
RAVELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,13,82,0,0,13,82,95
REYES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,9,4,0,0,9,4,13
RIBERALTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,69,40,0,0,69,40,109
ROBORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,20,12,0,0,20,12,32
RURRENABAQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,2,0,0,0,2,2
SABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,7,0,0,3,7,10
SACABA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,87,34,0,0,87,34,121
SACACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,15,26,0,0,15,26,41
SAIPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,8,0,0,4,8,12
SALINAS DE GARCI MENDOZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,10,9,0,0,10,9,19
SAMAIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,8,16,0,0,8,16,24
SAN AGUSTIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,0,0,0,5,0,5
SAN ANDRES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,10,22,0,0,10,22,32
SAN ANTONIO DE ESMORUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,3,0,0,3,3,6
SAN ANTONIO DE LOMERIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,11,17,0,0,11,17,28
SAN BENITO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,6,7,0,0,6,7,13
SAN BORJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,8,6,0,0,8,6,14
SAN BUENA VENTURA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,4,0,0,1,4,5
SAN CARLOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,44,12,0,0,44,12,56
SAN IGNACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,41,19,0,0,41,19,60
SAN IGNACIO DE VELASCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,73,22,0,0,73,22,95
SAN JAVIER(BNI),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,7,0,0,3,7,10
SAN JAVIER(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,33,8,0,0,33,8,41
SAN JOAQUIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,5,0,0,5,5,10
SAN JOSE DE CHIQUITOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,27,7,0,0,27,7,34
SAN JUAN DE YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,14,6,0,0,14,6,20
SAN JULIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,47,59,0,0,47,59,106
SAN LORENZO(PND),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,2,0,0,2,2,4
SAN LORENZO(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,12,16,0,0,12,16,28
SAN LUCAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,33,58,0,0,33,58,91
SAN MATIAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,26,18,0,0,26,18,44
SAN MIGUEL DE VELASCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,26,8,0,0,26,8,34
SAN PEDRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,21,8,0,0,21,8,29
SAN PEDRO DE BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,14,48,0,0,14,48,62
SAN PEDRO DE QUEMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,2,0,0,0,2,2
SAN RAFAEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,9,5,0,0,9,5,14
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,17,0,0,0,17,0,17
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,3,0,0,0,3,3
SANTA ANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,9,118,0,0,9,118,127
SANTA CRUZ DE LA SIERRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2313,300,0,0,2313,300,2613
SANTA ROSA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,7,0,0,0,7,0,7
SANTA ROSA DEL SARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,8,12,0,0,8,12,20
SANTIAGO DE CALLAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,3,0,0,0,3,3
SANTIAGO DE HUARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,44,0,0,0,44,44
SANTIAGO DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,5,0,0,0,5,5
SANTIVAÑES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,14,0,0,5,14,19
SANTUARIO DE QUILLACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,1,0,0,4,1,5
SAPAHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,15,0,0,5,15,20
SICAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,16,0,0,1,16,17
SIPE SIPE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,8,0,0,3,8,11
SOPACHUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,16,0,0,4,16,20
SORACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,10,20,0,0,10,20,30
SORATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,8,51,0,0,8,51,59
SUCRE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,379,286,0,0,379,286,665
TACACOMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,6,10,0,0,6,10,16
TACOBAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,6,0,0,0,6,6
TACOPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,17,0,0,5,17,22
TAHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,5,0,0,1,5,6
TAPACARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,14,27,0,0,14,27,41
TARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,11,11,0,0,11,11,22
TARATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,5,0,0,3,5,8
TARIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,121,14,0,0,121,14,135
TARVITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,17,17,0,0,17,17,34
TEOPONTE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,14,0,0,5,14,19
TIAWANACU,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,5,0,0,0,5,5
TINGUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,7,22,0,0,7,22,29
TIPUANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,17,6,0,0,17,6,23
TIQUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,41,0,0,0,41,0,41
TIRAQUE (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,64,36,0,0,64,36,100
TITO YUPANQUI (PARQUIPUJIO),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,1,0,0,0,1,1
TOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,3,0,0,4,3,7
TODOS SANTOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,1,0,0,1,1,2
TOLATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,4,7,0,0,4,7,11
TOLEDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,7,0,0,3,7,10
TOMAVE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,19,0,0,2,19,21
TOMINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,7,4,0,0,7,4,11
TORO TORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,7,20,0,0,7,20,27
TOTORA(CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,8,34,0,0,8,34,42
TOTORA(ORR),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,6,0,0,1,6,7
TRIGAL,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,183,5,0,0,183,5,188
TUPIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,40,40,0,0,40,40,80
TURCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,3,3,0,0,3,3,6
UMALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,19,0,0,0,19,19
UNCIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,21,16,0,0,21,16,37
URIONDO (A. CONCEPCION),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,6,0,0,5,6,11
URUBICHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,2,4,0,0,2,4,6
UYUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,6,13,0,0,6,13,19
VACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,8,0,0,0,8,8
VALLEGRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,21,4,0,0,21,4,25
VIACHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,56,36,0,0,56,36,92
VILA VILA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,5,6,0,0,5,6,11
VILLA MONTES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,41,29,0,0,41,29,70
VILLA RIVERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,6,0,0,1,6,7
VILLA SERRANO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,15,15,0,0,15,15,30
VILLA TUNARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,76,59,0,0,76,59,135
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,6,8,0,0,6,8,14
VILLAZON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,45,16,0,0,45,16,61
VINTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,8,31,0,0,8,31,39
VITICHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,8,3,0,0,8,3,11
WALDO BALLIVIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,4,0,0,1,4,5
WARNES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,65,12,0,0,65,12,77
YACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,1,12,0,0,1,12,13
YACUIBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,83,26,0,0,83,26,109
YAMPARAEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,9,5,0,0,9,5,14
YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,54,34,0,0,54,34,88
YOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,9,0,0,0,9,9
YOTALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,7,7,0,0,7,7,14
YUNCHARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,0,10,0,0,0,10,10
ZUDAÑEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-10-01,7,11,0,0,7,11,18
ACACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,8,9,0,0,8,9,17
ACHACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,28,134,0,0,28,134,162
ACHOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,12,0,0,0,12,12
AIQUILE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,16,8,0,0,16,8,24
ALALAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,4,0,0,0,4,4
ALCALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,3,1,0,0,3,1,4
ANCORAIMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,3,26,0,0,3,26,29
ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,3,1,0,0,3,1,4
ANTEQUERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,2,0,0,0,2,0,2
ANZALDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,3,3,0,0,3,3,6
APOLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,1,8,0,0,1,8,9
ARAMPAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,10,0,0,0,10,10
ARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,5,13,0,0,5,13,18
ARBIETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,4,18,0,0,4,18,22
ARQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,12,10,0,0,12,10,22
ASCENCION DE GUARAYOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,10,6,0,0,10,6,16
ATOCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,7,10,0,0,7,10,17
AYATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,1,13,0,0,1,13,14
AYO AYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,5,3,0,0,5,3,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,17,31,0,0,17,31,48
AZURDUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,20,18,0,0,20,18,38
BATALLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,11,27,0,0,11,27,38
BAURES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,9,0,0,0,9,0,9
BELEN DE ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,1,0,0,0,1,1
BELEN DE URMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,2,1,0,0,2,1,3
BERMEJO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,30,22,0,0,30,22,52
BETANZOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,28,42,0,0,28,42,70
BOLIVAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,3,11,0,0,3,11,14
BOLPEBRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,14,0,0,0,14,14
BOYUIBE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,3,0,0,0,3,3
BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,11,8,0,0,11,8,19
CABEZAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,25,34,0,0,25,34,59
CAIROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,5,29,0,0,5,29,34
"CAIZA ""D""",vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,2,17,0,0,2,17,19
CAJUATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,5,2,0,0,5,2,7
CALACOTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,9,0,0,0,9,9
CALAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,7,0,0,0,7,7
CAMARGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,4,0,0,0,4,0,4
CAMATAQUI (C. VILLA ABECIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,1,6,0,0,1,6,7
CAMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,27,67,0,0,27,67,94
CAPINOTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,1,10,0,0,1,10,11
CAQUIAVIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,9,15,0,0,9,15,24
CARACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,13,24,0,0,13,24,37
CARANAVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,46,56,0,0,46,56,102
CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,1,0,0,0,1,1
CARAPARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,7,29,0,0,7,29,36
CARIPUYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,9,21,0,0,9,21,30
CARMEN RIVERO TORREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,5,0,0,0,5,0,5
CHALLAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,21,46,0,0,21,46,67
CHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,6,16,0,0,6,16,22
CHARAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,20,42,0,0,20,42,62
CHARAÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,9,0,0,0,9,9
CHAYANTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,5,8,0,0,5,8,13
CHIMORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,13,8,0,0,13,8,21
CHIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,9,0,0,0,9,0,9
CHULUMANI (V. DE LA LIBERTAD),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,6,11,0,0,6,11,17
CHUMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,19,0,0,0,19,19
CLIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,8,24,0,0,8,24,32
COBIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,12,62,0,0,12,62,74
COCHABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,530,216,0,0,530,216,746
"COLCHA ""K""",vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,14,9,0,0,14,9,23
COLLANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,1,0,0,0,1,0,1
COLOMI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,7,14,0,0,7,14,21
COLPA BELGICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,7,7,0,0,7,7,14
COLQUECHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,15,63,0,0,15,63,78
COLQUENCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,3,4,0,0,3,4,7
COLQUIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,16,24,0,0,16,24,40
COMARAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,12,23,0,0,12,23,35
COMBAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,9,0,0,0,9,9
CONCEPCION,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,13,45,0,0,13,45,58
COPACABANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,6,3,0,0,6,3,9
CORIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,6,17,0,0,6,17,23
CORO CORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,12,0,0,0,12,12
COROICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,8,31,0,0,8,31,39
CORQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,5,0,0,0,5,5
COTAGAITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,11,33,0,0,11,33,44
COTOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,31,17,0,0,31,17,48
CUATRO CAÑADAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,16,87,0,0,16,87,103
CUCHUMUELA (V. G. VILLARROEL),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,3,5,0,0,3,5,8
CUEVO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,1,2,0,0,1,2,3
CULPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,9,8,0,0,9,8,17
CURAHUARA DE CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,22,2,0,0,22,2,24
CURVA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,11,0,0,0,11,11
DESAGUADERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,2,7,0,0,2,7,9
EL ALTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,519,191,0,0,519,191,710
EL CHORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,0,6,0,0,0,6,6
EL PUENTE(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,1,1,0,0,1,1,2
EL PUENTE(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-11-01,4,18,0,0,4,18,22
