,group,variable,month,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL POST,RAYOS X DENTAL POST,TOTALES
COLQUENCHA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
COLQUIRI,atencion odontologica,rayos x dental,2024-11-01,0,0,0,1,4,7,6,10,0,2,0,0,0,0,30
COTAGAITA,atencion odontologica,rayos x dental,2024-11-01,0,0,1,2,1,4,3,13,1,5,0,0,0,0,30
COTOCA,atencion odontologica,rayos x dental,2024-11-01,0,0,6,7,0,2,3,10,0,0,0,0,0,0,28
CRUZ DE MACHACAMARCA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,4,3,1,0,2,0,0,0,0,10
CUATRO CAÑADAS,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CUEVO,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CULPINA,atencion odontologica,rayos x dental,2024-11-01,0,0,3,5,6,4,7,18,2,2,0,0,0,0,47
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2024-11-01,0,0,1,2,2,1,2,4,0,1,0,0,0,0,13
EL ALTO,atencion odontologica,rayos x dental,2024-11-01,0,1,5,5,5,7,15,19,5,1,0,0,0,0,63
EL CHORO,atencion odontologica,rayos x dental,2024-11-01,0,1,2,1,0,0,3,6,0,1,0,0,0,0,14
EL PUENTE(TJA),atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,1,1,5,0,0,0,0,0,0,7
EL TORNO,atencion odontologica,rayos x dental,2024-11-01,0,0,1,0,3,2,4,6,1,1,0,0,0,0,18
EL VILLAR,atencion odontologica,rayos x dental,2024-11-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
ENTRE RIOS CBBA,atencion odontologica,rayos x dental,2024-11-01,1,0,3,6,1,0,0,5,0,0,0,0,0,0,16
EUCALIPTUS,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
GAIOC JATUN AYLLU YURA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,1,7,0,1,0,0,0,0,9
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2024-11-01,0,0,1,1,0,0,3,2,1,1,0,0,0,0,9
GUANAY,atencion odontologica,rayos x dental,2024-11-01,0,0,4,0,1,1,1,3,1,0,0,0,0,0,11
GUAYARAMERIN,atencion odontologica,rayos x dental,2024-11-01,0,0,0,3,1,2,5,2,1,1,0,0,0,0,15
GUTIERREZ,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,1,2,4,0,0,0,0,0,0,7
HUACAYA (VILLA DE HUACAYA),atencion odontologica,rayos x dental,2024-11-01,0,0,0,1,0,1,0,3,0,0,0,0,0,0,5
HUANUNI,atencion odontologica,rayos x dental,2024-11-01,1,2,2,7,2,1,13,13,3,0,0,0,0,0,44
HUATAJATA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,3,0,3,1,0,0,0,0,0,7
HUMANATA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ICHOCA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
INCAHUASI,atencion odontologica,rayos x dental,2024-11-01,1,2,1,1,1,2,7,15,0,2,0,0,0,0,32
IRUPANA (VILLA DE LANZA),atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3
IXIAMAS,atencion odontologica,rayos x dental,2024-11-01,0,0,1,2,0,4,10,18,5,0,0,0,0,0,40
LA ASUNTA,atencion odontologica,rayos x dental,2024-11-01,0,0,6,3,2,6,11,17,0,0,0,0,0,0,45
LA PAZ,atencion odontologica,rayos x dental,2024-11-01,15,20,83,96,63,91,320,581,112,118,0,0,0,0,1499
LAGUNILLAS,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
LAS CARRERAS,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,2,3,2,4,0,0,0,0,0,0,11
LLALLAGUA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,2,4,1,1,0,0,0,0,0,8
MACHACAMARCA,atencion odontologica,rayos x dental,2024-11-01,0,0,3,5,0,2,1,8,0,1,0,0,0,0,20
MAGDALENA,atencion odontologica,rayos x dental,2024-11-01,0,0,1,0,1,0,3,5,2,0,0,0,0,0,12
MAPIRI,atencion odontologica,rayos x dental,2024-11-01,0,2,0,2,0,0,0,3,0,0,0,0,0,0,7
MECAPACA,atencion odontologica,rayos x dental,2024-11-01,0,0,3,19,3,12,15,6,0,0,0,0,0,0,58
MOJINETE,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,2,2,0,1,8,0,2,0,0,0,0,15
MONTEAGUDO,atencion odontologica,rayos x dental,2024-11-01,0,0,1,4,0,0,2,4,1,2,0,0,0,0,14
MONTERO,atencion odontologica,rayos x dental,2024-11-01,0,0,1,3,0,1,3,4,0,0,0,0,0,0,12
NAZACARA DE PACAJES,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
ORURO,atencion odontologica,rayos x dental,2024-11-01,31,26,87,86,58,77,244,427,56,42,0,0,0,0,1134
PADILLA,atencion odontologica,rayos x dental,2024-11-01,0,0,2,0,0,0,1,13,0,0,0,0,0,0,16
PALCA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PAMPA AULLAGAS,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,1,3,1,1,0,0,0,0,6
PAMPA GRANDE,atencion odontologica,rayos x dental,2024-11-01,0,1,0,1,0,0,4,5,0,0,0,0,0,0,11
PATACAMAYA,atencion odontologica,rayos x dental,2024-11-01,0,0,2,5,2,3,2,0,0,0,0,0,0,0,14
PAZÑA,atencion odontologica,rayos x dental,2024-11-01,0,2,1,3,7,0,1,11,0,0,0,0,0,0,25
POCOATA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4
POOPO,atencion odontologica,rayos x dental,2024-11-01,0,1,2,2,6,6,14,22,0,4,0,0,0,0,57
PORCO,atencion odontologica,rayos x dental,2024-11-01,1,0,0,2,0,3,1,9,0,1,0,0,0,0,17
POROMA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PORONGO,atencion odontologica,rayos x dental,2024-11-01,0,0,7,9,1,8,5,14,0,1,0,0,0,0,45
POSTRER VALLE,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
POTOSI,atencion odontologica,rayos x dental,2024-11-01,2,1,5,6,10,10,30,67,3,5,0,0,0,0,139
PUCARANI,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4
PUERTO SUAREZ,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,1,2,6,0,0,0,0,0,0,9
PUNA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,1,0,3,1,1,0,0,0,0,6
PUNATA,atencion odontologica,rayos x dental,2024-11-01,0,1,3,2,0,0,0,1,0,1,0,0,0,0,8
QUIABAYA,atencion odontologica,rayos x dental,2024-11-01,0,0,2,0,1,2,1,8,0,0,0,0,0,0,14
QUILLACOLLO,atencion odontologica,rayos x dental,2024-11-01,0,0,10,6,8,10,34,47,22,14,0,0,0,0,151
RAVELO,atencion odontologica,rayos x dental,2024-11-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
RIBERALTA,atencion odontologica,rayos x dental,2024-11-01,0,0,4,0,1,2,4,14,1,2,0,0,0,0,28
RURRENABAQUE,atencion odontologica,rayos x dental,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SABAYA,atencion odontologica,rayos x dental,2024-11-01,0,0,1,0,0,1,2,1,1,0,0,0,0,0,6
SACABA,atencion odontologica,rayos x dental,2024-11-01,0,2,13,5,2,8,23,60,5,12,0,0,0,0,130
SALINAS DE GARCI MENDOZA,atencion odontologica,rayos x dental,2024-11-01,0,0,5,3,2,3,3,11,2,0,0,0,0,0,29
SAMAIPATA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,3,3,0,2,0,0,0,0,8
SAN ANTONIO DE LOMERIO,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,rayos x dental,2024-11-01,0,0,0,1,0,1,1,2,0,0,0,0,0,0,5
SAN BORJA,atencion odontologica,rayos x dental,2024-11-01,0,0,4,0,9,10,0,43,0,0,0,0,0,0,66
SAN CARLOS,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
SAN IGNACIO,atencion odontologica,rayos x dental,2024-11-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
SAN JULIAN,atencion odontologica,rayos x dental,2024-11-01,8,5,9,8,6,5,10,9,8,7,0,0,0,0,75
SAN LUCAS,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,1,2,2,6,0,0,0,0,0,0,11
SAN MIGUEL DE VELASCO,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
SAN PEDRO,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5
SAN PEDRO DE BUENA VISTA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,12,7,17,1,5,0,0,0,0,42
SAN PEDRO DE MACHA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,1,2,3,5,0,0,0,0,0,0,11
SAN PEDRO DE QUEMES,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN RAMON SCZ,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,2,2,2,2,0,0,0,0,0,0,8
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2024-11-01,22,11,119,108,74,61,494,726,140,145,0,0,0,0,1900
SANTA ROSA DEL SARA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SANTIAGO DE HUARI,atencion odontologica,rayos x dental,2024-11-01,0,0,4,7,4,3,8,9,2,2,0,0,0,0,39
SANTIAGO DE HUATA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,1,0,0,4,0,0,0,0,0,0,0,5
SANTIVAÑES,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
SANTUARIO DE QUILLACAS,atencion odontologica,rayos x dental,2024-11-01,0,0,0,1,0,0,2,9,1,1,0,0,0,0,14
SAPAHAQUI,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SICA SICA (VILLA AROMA),atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SOPACHUY,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,1,2,5,0,1,0,0,0,0,9
SORACACHI,atencion odontologica,rayos x dental,2024-11-01,0,0,5,4,2,5,3,10,1,4,0,0,0,0,34
SORATA,atencion odontologica,rayos x dental,2024-11-01,0,0,1,2,0,2,2,2,0,0,0,0,0,0,9
SUCRE,atencion odontologica,rayos x dental,2024-11-01,1,3,20,16,25,14,52,118,38,13,0,0,0,0,300
TARABUCO,atencion odontologica,rayos x dental,2024-11-01,0,0,0,1,1,0,1,6,0,0,0,0,0,0,9
TARATA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,2,0,0,0,1,0,2,0,0,0,0,5
TARIJA,atencion odontologica,rayos x dental,2024-11-01,0,0,68,59,4,17,421,436,15,13,0,0,0,0,1033
TARVITA,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TIAHUANACU,atencion odontologica,rayos x dental,2024-11-01,0,1,4,1,3,4,5,3,0,3,0,0,0,0,24
TOLEDO,atencion odontologica,rayos x dental,2024-11-01,0,0,1,1,0,0,1,5,0,1,0,0,0,0,9
TOMAVE,atencion odontologica,rayos x dental,2024-11-01,0,0,1,2,2,1,1,0,1,1,0,0,0,0,9
TORO TORO,atencion odontologica,rayos x dental,2024-11-01,0,0,0,1,1,1,1,1,0,0,0,0,0,0,5
TRINIDAD,atencion odontologica,rayos x dental,2024-11-01,1,1,5,14,2,4,13,20,5,3,0,0,0,0,68
TUPIZA,atencion odontologica,rayos x dental,2024-11-01,1,0,6,6,3,4,36,19,15,12,0,0,0,0,102
TURCO,atencion odontologica,rayos x dental,2024-11-01,0,0,3,0,0,0,4,10,3,3,0,0,0,0,23
UMALA,atencion odontologica,rayos x dental,2024-11-01,0,2,0,1,0,0,2,4,1,0,0,0,0,0,10
UNCIA,atencion odontologica,rayos x dental,2024-11-01,0,2,0,1,0,1,0,12,0,1,0,0,0,0,17
URIONDO (A. CONCEPCION),atencion odontologica,rayos x dental,2024-11-01,0,0,0,2,0,4,3,8,0,1,0,0,0,0,18
UYUNI,atencion odontologica,rayos x dental,2024-11-01,0,0,4,3,6,7,22,22,3,0,0,0,0,0,67
VALLEGRANDE,atencion odontologica,rayos x dental,2024-11-01,0,0,1,2,0,4,3,17,1,1,0,0,0,0,29
VIACHA,atencion odontologica,rayos x dental,2024-11-01,3,4,9,7,10,13,9,34,2,2,0,0,0,0,93
VILA VILA,atencion odontologica,rayos x dental,2024-11-01,0,0,4,3,10,2,3,10,0,0,0,0,0,0,32
VILLA CHARCAS,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,3,2,8,0,0,0,0,0,0,13
VILLA MONTES,atencion odontologica,rayos x dental,2024-11-01,0,0,4,1,1,0,3,7,0,0,0,0,0,0,16
VILLA TUNARI,atencion odontologica,rayos x dental,2024-11-01,0,1,3,1,3,2,4,22,0,0,0,0,0,0,36
VILLAZON,atencion odontologica,rayos x dental,2024-11-01,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4
WARNES,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,2,0,1,4,0,0,0,0,0,0,7
YACUIBA,atencion odontologica,rayos x dental,2024-11-01,0,0,4,3,2,4,11,17,4,3,0,0,0,0,48
YANACACHI,atencion odontologica,rayos x dental,2024-11-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3
YOCALLA,atencion odontologica,rayos x dental,2024-11-01,0,0,2,2,1,3,2,9,0,0,0,0,0,0,19
YUNCHARA,atencion odontologica,rayos x dental,2024-11-01,0,0,2,2,2,0,2,8,0,0,0,0,0,0,16
ACACIO,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
ACHACACHI,atencion odontologica,rayos x dental,2024-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ACHOCALLA,atencion odontologica,rayos x dental,2024-12-01,2,0,0,0,0,2,0,1,0,0,0,0,0,0,5
AIQUILE,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,1,0,4,1,0,0,0,0,0,6
ANCORAIMES,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ANTEQUERA,atencion odontologica,rayos x dental,2024-12-01,0,0,2,2,0,3,2,6,0,2,0,0,0,0,17
ANZALDO,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
ARANI,atencion odontologica,rayos x dental,2024-12-01,0,0,0,1,0,3,3,3,0,3,0,0,0,0,13
ATOCHA,atencion odontologica,rayos x dental,2024-12-01,0,0,1,5,3,8,15,12,4,1,0,0,0,0,49
AUCAPATA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AYATA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,1,3,1,2,0,0,0,0,0,0,7
AYO AYO,atencion odontologica,rayos x dental,2024-12-01,0,0,0,2,1,1,0,5,0,0,0,0,0,0,9
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,rayos x dental,2024-12-01,0,0,1,0,3,1,5,3,3,0,0,0,0,0,16
BATALLAS,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
BELEN DE URMIRI,atencion odontologica,rayos x dental,2024-12-01,0,0,1,0,0,4,4,10,1,0,0,0,0,0,20
BERMEJO,atencion odontologica,rayos x dental,2024-12-01,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4
BETANZOS,atencion odontologica,rayos x dental,2024-12-01,0,0,0,3,0,1,0,1,1,0,0,0,0,0,6
"CAIZA ""D""",atencion odontologica,rayos x dental,2024-12-01,0,0,0,1,0,1,0,6,0,2,0,0,0,0,10
CAMARGO,atencion odontologica,rayos x dental,2024-12-01,1,0,9,12,2,4,3,20,0,0,0,0,0,0,51
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4
CAPINOTA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,1,2,2,5,1,0,0,0,0,0,0,11
CARACOLLO,atencion odontologica,rayos x dental,2024-12-01,0,0,2,0,1,1,3,7,2,2,0,0,0,0,18
CARANAVI,atencion odontologica,rayos x dental,2024-12-01,2,0,1,5,3,6,1,14,0,0,0,0,0,0,32
CARIPUYO,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CHALLAPATA,atencion odontologica,rayos x dental,2024-12-01,0,0,1,1,6,0,1,10,1,1,0,0,0,0,21
CHAQUI,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
CHAYANTA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,3,0,2,0,0,0,0,0,0,5
CHIMORE,atencion odontologica,rayos x dental,2024-12-01,1,0,3,5,3,3,5,16,2,1,0,0,0,0,39
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5
COBIJA,atencion odontologica,rayos x dental,2024-12-01,0,0,3,3,2,7,9,26,0,4,0,0,0,0,54
COCHABAMBA,atencion odontologica,rayos x dental,2024-12-01,7,9,61,76,53,72,246,364,136,144,0,0,0,0,1168
COIPASA,atencion odontologica,rayos x dental,2024-12-01,0,1,0,1,0,0,0,3,0,1,0,0,0,0,6
COLCAPIRHUA,atencion odontologica,rayos x dental,2024-12-01,1,0,5,9,7,8,19,27,2,3,0,0,0,0,81
"COLCHA ""K""",atencion odontologica,rayos x dental,2024-12-01,0,0,2,0,4,8,9,14,1,0,0,0,0,0,38
COLLANA,atencion odontologica,rayos x dental,2024-12-01,0,0,1,1,2,1,2,6,0,0,0,0,0,0,13
COLQUECHACA,atencion odontologica,rayos x dental,2024-12-01,0,0,1,2,2,2,2,14,0,0,0,0,0,0,23
COLQUENCHA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
COLQUIRI,atencion odontologica,rayos x dental,2024-12-01,0,0,2,4,3,4,7,8,0,0,0,0,0,0,28
COPACABANA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
CORQUE,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COTAGAITA,atencion odontologica,rayos x dental,2024-12-01,0,0,6,2,2,3,6,13,0,2,0,0,0,0,34
COTOCA,atencion odontologica,rayos x dental,2024-12-01,0,0,7,15,5,6,9,16,0,1,0,0,0,0,59
CUATRO CAÑADAS,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CUEVO,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CULPINA,atencion odontologica,rayos x dental,2024-12-01,0,0,1,5,2,3,4,15,1,2,0,0,0,0,33
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2024-12-01,0,0,0,3,2,4,0,4,1,0,0,0,0,0,14
EL ALTO,atencion odontologica,rayos x dental,2024-12-01,0,2,7,5,7,3,15,10,3,0,0,0,0,0,52
EL CHORO,atencion odontologica,rayos x dental,2024-12-01,0,1,0,2,0,2,7,11,0,0,0,0,0,0,23
EL PUENTE(STC),atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EL PUENTE(TJA),atencion odontologica,rayos x dental,2024-12-01,1,0,0,0,1,2,4,3,0,1,0,0,0,0,12
EL TORNO,atencion odontologica,rayos x dental,2024-12-01,0,0,1,1,1,0,2,2,0,0,0,0,0,0,7
EL VILLAR,atencion odontologica,rayos x dental,2024-12-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3
ENTRE RIOS CBBA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,1,1,2,2,0,0,0,0,0,0,0,6
EUCALIPTUS,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
GAIOC JATUN AYLLU YURA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,5,1,7,0,0,0,0,0,0,13
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2024-12-01,0,0,1,1,1,2,1,1,0,0,0,0,0,0,7
GUANAY,atencion odontologica,rayos x dental,2024-12-01,0,0,1,2,0,0,0,2,0,0,0,0,0,0,5
GUAYARAMERIN,atencion odontologica,rayos x dental,2024-12-01,0,0,1,0,0,1,0,0,0,2,0,0,0,0,4
HUANUNI,atencion odontologica,rayos x dental,2024-12-01,0,0,6,5,3,8,7,17,1,0,0,0,0,0,47
HUATAJATA,atencion odontologica,rayos x dental,2024-12-01,0,0,2,0,1,0,3,3,0,1,0,0,0,0,10
INCAHUASI,atencion odontologica,rayos x dental,2024-12-01,0,0,0,1,1,1,0,2,0,0,0,0,0,0,5
IRUPANA (VILLA DE LANZA),atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,0,3,2,0,0,0,0,0,5
IXIAMAS,atencion odontologica,rayos x dental,2024-12-01,0,0,1,2,0,4,3,11,1,1,0,0,0,0,23
LA ASUNTA,atencion odontologica,rayos x dental,2024-12-01,0,0,2,3,1,6,6,9,0,0,0,0,0,0,27
LA PAZ,atencion odontologica,rayos x dental,2024-12-01,13,7,108,88,84,120,290,540,116,95,0,0,0,0,1461
LAS CARRERAS,atencion odontologica,rayos x dental,2024-12-01,0,0,1,1,0,1,4,4,0,0,0,0,0,0,11
LLALLAGUA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
MACHACAMARCA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,1,2,2,6,10,0,1,0,0,0,0,22
MAGDALENA,atencion odontologica,rayos x dental,2024-12-01,0,0,1,1,0,1,3,4,1,0,0,0,0,0,11
MAPIRI,atencion odontologica,rayos x dental,2024-12-01,0,0,1,0,0,1,1,2,2,0,0,0,0,0,7
MOJINETE,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
MOJOCOYA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,1,0,0,5,0,0,0,0,0,0,6
MONTEAGUDO,atencion odontologica,rayos x dental,2024-12-01,0,1,2,3,1,0,1,7,0,2,0,0,0,0,17
MONTERO,atencion odontologica,rayos x dental,2024-12-01,0,1,2,1,0,0,0,3,0,0,0,0,0,0,7
OCURI,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,2,4,2,0,0,0,0,0,0,8
ORURO,atencion odontologica,rayos x dental,2024-12-01,14,12,96,86,67,74,165,365,37,25,0,0,0,0,941
PADILLA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,2,0,1,9,2,0,0,0,0,0,0,14
PALCA,atencion odontologica,rayos x dental,2024-12-01,0,0,1,1,0,0,4,1,0,0,0,0,0,0,7
PAMPA AULLAGAS,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,1,0,2,0,1,0,0,0,0,4
PAMPA GRANDE,atencion odontologica,rayos x dental,2024-12-01,1,0,0,4,0,2,1,4,0,0,0,0,0,0,12
PATACAMAYA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,8,5,3,3,1,0,0,0,0,0,0,20
PAZÑA,atencion odontologica,rayos x dental,2024-12-01,0,0,2,1,1,3,4,13,1,1,0,0,0,0,26
POCOATA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
POOPO,atencion odontologica,rayos x dental,2024-12-01,0,0,1,4,5,5,8,15,0,3,0,0,0,0,41
PORCO,atencion odontologica,rayos x dental,2024-12-01,0,0,0,2,1,2,0,4,0,0,0,0,0,0,9
POROMA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PORONGO,atencion odontologica,rayos x dental,2024-12-01,0,1,4,6,0,4,2,9,4,1,0,0,0,0,31
POSTRER VALLE,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
POTOSI,atencion odontologica,rayos x dental,2024-12-01,1,1,8,13,7,12,27,43,2,1,0,0,0,0,115
PUCARANI,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
PUERTO ACOSTA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
PUERTO GONZALO MORENO,atencion odontologica,rayos x dental,2024-12-01,0,2,0,3,0,0,7,27,0,0,0,0,0,0,39
PUERTO SUAREZ,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
PUNA,atencion odontologica,rayos x dental,2024-12-01,0,0,1,0,0,0,1,1,1,0,0,0,0,0,4
PUNATA,atencion odontologica,rayos x dental,2024-12-01,0,0,1,5,2,0,0,0,3,0,0,0,0,0,11
QUIABAYA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,1,1,2,4,1,0,0,0,0,0,0,9
QUILLACOLLO,atencion odontologica,rayos x dental,2024-12-01,1,1,11,9,6,7,19,46,10,22,0,0,0,0,132
RIBERALTA,atencion odontologica,rayos x dental,2024-12-01,0,1,3,1,1,1,7,12,1,1,0,0,0,0,28
SABAYA,atencion odontologica,rayos x dental,2024-12-01,0,0,2,0,10,1,1,2,0,0,0,0,0,0,16
SACABA,atencion odontologica,rayos x dental,2024-12-01,1,1,18,10,7,12,25,42,8,11,0,0,0,0,135
SALINAS DE GARCI MENDOZA,atencion odontologica,rayos x dental,2024-12-01,0,1,0,4,0,3,3,5,1,0,0,0,0,0,17
SAN BORJA,atencion odontologica,rayos x dental,2024-12-01,0,0,0,0,0,16,3,35,0,0,0,0,0,0,54
