,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) POST,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) POST,TOTALES
TACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
TACACOMA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3
TACOPAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TAHUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TAPACARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,5,6,13,0,4,3,8,1,0,0,0,0,0,42
TARABUCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,3,2,0,2,0,3,8,0,0,0,0,0,0,20
TARATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,0,0,0,0,2,2,0,0,0,0,0,0,5
TARIJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,0,9,13,3,9,5,15,2,4,0,0,0,0,62
TARVITA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,8,14,0,3,1,3,0,0,0,0,0,0,30
TEOPONTE,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,1,0,0,0,1,1,0,0,0,0,0,4
TINGUIPAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,2,1,0,0,0,1,0,0,0,0,0,0,5
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,3,3,1,3,0,1,3,1,0,0,0,0,0,0,15
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,0,1,2,3,0,1,0,0,0,0,8
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TOCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,3,0,0,0,2,0,1,0,0,0,0,7
TODOS SANTOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TOLATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,1,1,0,0,0,3,0,0,0,0,0,0,6
TOLEDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4
TOMAVE,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,0,0,0,1,0,0,1,0,1,0,0,0,0,5
TOMINA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,2,1,2,3,2,4,6,0,0,0,0,0,0,22
TOTORA(CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,6,5,0,0,0,2,0,0,0,0,0,0,14
TRIGAL,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,2,2,0,0,0,1,0,1,0,0,0,0,7
TRINIDAD,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,4,3,4,8,2,2,2,2,0,0,0,0,0,0,27
TUPIZA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TURCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
UMALA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
UNCIA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3
UYUNI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
VACAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,3,1,2,4,0,1,0,0,0,0,11
VALLEGRANDE,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
VIACHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
VILLA CHARCAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,10,9,0,0,1,0,0,1,0,0,0,0,0,0,21
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,0,0,2,1,1,1,1,3,1,0,0,0,0,11
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,4,2,2,4,5,4,4,6,0,0,0,0,0,0,31
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,4,6,3,0,3,2,11,1,0,0,0,0,0,31
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,5,4,8,9,3,1,1,6,1,1,0,0,0,0,39
VILLAZON,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,1,3,4,0,0,0,2,1,0,0,0,0,0,11
VINTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,1,2,1,1,2,2,2,4,0,0,0,0,0,0,15
VITICHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,2,0,0,1,2,1,0,0,0,0,0,6
WARNES,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
YACUIBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,4,3,1,2,0,0,2,5,2,2,0,0,0,0,21
YOCALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4
YOTALA,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,0,2,3,2,1,7,4,5,0,0,0,0,0,0,24
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-10-01,2,6,1,1,0,1,0,4,0,0,0,0,0,0,15
ACACIO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ACHOCALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,4,1,0,2,0,0,3,0,0,0,0,0,0,11
AIQUILE,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,2,4,2,1,0,0,0,0,0,0,0,0,0,9
ALALAY,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ALCALA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,2,0,0,2,0,1,0,2,0,0,0,0,0,0,7
ALTO BENI,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ANDAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,1,2,3,0,2,1,1,0,0,0,0,0,0,10
ANZALDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,8,0,1,3,0,1,1,1,0,0,0,0,15
APOLO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3
ARAMPAMPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,0,0,1,1,0,0,2,0,0,0,0,0,0,5
ARANI,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
ARBIETO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,2,0,0,1,0,1,0,0,0,0,0,0,4
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,3,2,2,2,2,1,0,3,1,0,0,0,0,0,16
ATOCHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,0,1,0,4,5,1,0,0,0,0,0,12
AUCAPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
AYO AYO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,2,0,0,1,5,0,0,0,0,0,0,8
AZURDUY,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,0,2,3,0,0,0,6,0,0,0,0,0,0,12
BELEN DE URMIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,1,0,0,0,0,2,1,0,0,0,0,4
BERMEJO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4
BETANZOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,1,0,2,0,1,0,2,0,0,0,0,0,0,7
CABEZAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,3,4,1,7,5,17,0,2,0,0,0,0,39
"CAIZA ""D""",atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,2,0,0,0,0,0,1,0,0,0,0,0,0,4
CAJUATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
CALAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
CAMARGO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,5,1,7,5,0,4,2,9,4,7,0,0,0,0,44
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
CAMIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,17,14,16,34,10,7,16,51,0,0,0,0,0,0,165
CAPINOTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,2,0,0,4,0,1,0,4,1,0,0,0,0,0,12
CAQUIAVIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,2,2,1,0,0,0,0,1,0,0,0,0,0,6
CARACOLLO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,1,7,3,2,2,0,1,0,0,0,0,0,0,17
CARANAVI,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,8,4,0,0,0,0,1,1,0,0,0,0,14
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,4,4,0,1,1,3,0,3,0,0,0,0,0,0,16
CHARAGUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,3,3,1,5,1,5,3,15,0,5,0,0,0,0,41
CHAYANTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,1,0,1,0,2,0,1,0,0,0,0,0,0,5
CHIMORE,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,7,4,1,2,0,3,0,1,0,0,0,0,0,0,18
CHOQUE COTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3
CHUMA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CKOCHAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,1,9,8,0,0,1,0,0,0,0,0,0,0,19
CLIZA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,5,2,3,7,1,1,3,5,0,0,0,0,0,0,27
COBIJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,8,3,3,1,0,3,2,5,0,0,0,0,0,0,25
COCAPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,32,31,50,55,18,18,48,112,36,39,0,0,0,0,439
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,3,0,2,2,9,0,0,0,0,0,0,17
"COLCHA ""K""",atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,1,1,4,2,2,0,1,0,0,0,0,0,0,11
COLLANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
COLOMI,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COLPA BELGICA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,24,4,6,6,14,57,0,3,0,0,0,0,114
COLQUECHACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4
COLQUIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,3,1,0,1,1,0,0,0,0,0,0,0,6
COMARAPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4
COPACABANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,3,2,9,6,2,0,0,0,0,0,0,0,0,0,22
CORIPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3
COTAGAITA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,7,5,0,1,0,2,1,0,0,0,0,0,16
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,4,5,1,1,1,4,0,0,0,0,0,0,16
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CULPINA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,6,3,4,5,2,4,5,6,0,0,0,0,0,0,35
CURAHUARA DE CARANGAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,3,0,0,1,1,0,0,0,0,0,0,5
EL ALTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,12,12,21,23,9,15,23,46,8,3,0,0,0,0,172
EL PUENTE(TJA),atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
EL TORNO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,3,2,1,0,3,6,6,8,1,2,0,0,0,0,32
EL VILLAR,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,0,2,6,2,1,0,0,0,0,0,0,12
ENTRE RIOS TRJ,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,1,0,1,2,1,0,0,0,0,0,0,6
ESMERALDA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
EUCALIPTUS,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FILADELFIA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,3,1,0,1,0,0,1,2,0,0,0,0,0,0,8
GAIOC JATUN AYLLU YURA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
GENERAL SAAVEDRA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GUANAY,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,0,0,0,0,1,1,0,2,0,0,0,0,0,5
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,4,4,0,3,1,1,0,0,0,0,0,0,13
HUACARETA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,2,0,1,3,0,2,5,3,1,2,0,0,0,0,19
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
HUACHACALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,2,2,2,0,1,2,5,0,0,0,0,0,0,14
HUARINA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
HUATAJATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,3,0,3,2,5,0,0,0,0,0,0,14
HUAYLLAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
HUMANATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ICLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,2,1,2,0,3,1,2,0,0,0,0,0,0,11
INCAHUASI,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,0,1,5,0,3,0,3,0,0,0,0,0,0,13
INQUISIVI,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,0,0,1,0,1,0,1,0,0,0,0,0,0,4
IXIAMAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LA ASUNTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
LA GUARDIA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,6,3,1,1,0,0,0,3,2,1,0,0,0,0,17
LA PAZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,66,63,86,86,17,18,21,62,8,8,0,0,0,0,435
LAJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,3,0,2,0,0,0,0,1,0,0,0,0,0,0,6
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,4,1,0,0,0,0,2,2,4,0,0,0,0,14
LURIBAY,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3
MACHARETI,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,4,2,0,3,1,1,0,4,1,0,0,0,0,0,16
MAGDALENA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,0,0,1,2,2,0,0,0,0,0,5
MECAPACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
MIZQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
MOCOMOCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,0,2,3,1,0,1,1,0,0,0,0,0,0,9
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,3,7,4,13,1,3,2,7,3,2,0,0,0,0,45
MOROCHATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3
OCURI,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,5,1,1,3,1,1,0,0,1,1,0,0,0,0,14
ORURO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,27,21,37,42,25,25,78,119,28,24,0,0,0,0,426
PADILLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,7,4,5,6,0,0,1,9,1,4,0,0,0,0,37
PALCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,2,1,1,1,0,0,1,0,0,0,0,0,0,0,6
PALOS BLANCOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,4,4,0,3,0,1,2,2,2,0,0,0,0,0,18
PASORAPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,2,1,2,0,2,0,0,0,0,0,0,8
PATACAMAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,2,1,2,0,0,0,0,0,0,0,0,0,0,5
PAZÑA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,3,4,1,1,1,0,1,0,0,0,0,0,0,12
PELECHUCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
POCOATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,5
POCONA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
POJO (CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,1,1,0,2,2,1,1,9,1,2,0,0,0,0,20
POOPO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,2,2,0,0,0,3,0,0,0,0,0,0,7
PORCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
POROMA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,5,4,5,7,1,1,1,3,0,0,0,0,0,0,27
PORONGO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
POTOSI,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,4,1,4,7,3,0,3,8,0,0,0,0,0,0,30
PRESTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,3,9,2,1,0,1,1,0,0,1,0,0,0,0,18
PUERTO ACOSTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3
PUERTO CARABUCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,4,0,2,2,1,0,0,3,0,0,0,0,0,0,12
PUNA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4
PUNATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,2,2,4,1,1,0,0,4,0,2,0,0,0,0,16
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,4,5,10,15,3,1,10,29,0,2,0,0,0,0,79
QUIME,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,2,2,0,0,0,0,0,3,0,1,0,0,0,0,8
RAVELO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
RIBERALTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,3,7,13,10,1,4,3,7,0,0,0,0,0,0,48
RURRENABAQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SABAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
SACABA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,9,6,23,20,6,12,6,28,4,1,0,0,0,0,115
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAMAIPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SAN ANDRES,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
SAN ANTONIO DE ESMORUCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
