,group,variable,month,TOTAL 16.6 HIPERTENSIÓN ARTERIAL SISTÉMICA EN MAYORES DE 5 AÑOS CANTIDAD,TOTAL 16.6 HIPERTENSIÓN ARTERIAL SISTÉMICA EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,16,18,34
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,0,0
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,9,2,11
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,6,4,10
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,5,9,14
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,19,26,45
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,332,359,691
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,14,20,34
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,4,6,10
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,1,1,2
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,1,1,2
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,10,32,42
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,0,0
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,17,9,26
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,1,4,5
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,3,5,8
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,5,10,15
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,4,0,4
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,6,11,17
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,0,0
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,8,44,52
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,14,8,22
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,2,2,4
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,2,7,9
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,2,2
CURVA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,3,3,6
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,144,213,357
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,1,1
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,8,4,12
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,13,15,28
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,62,77,139
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,1,12,13
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,20,28,48
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,3,3,6
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,2,2,4
ESMERALDA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,1,0,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,3,3,6
FILADELFIA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,0,0
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,3,5,8
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,27,38,65
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,9,17,26
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,4,14,18
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,23,34,57
HUARACAJE,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,3,1,4
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,5,5,10
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,5,5,10
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,0,0
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,1,2,3
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,2,2,4
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,0,0
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,5,7,12
IXIAMAS,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,1,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,2,2,4
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,6,6,12
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,29,52,81
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,405,561,966
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,1,1,2
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,4,4,8
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,4,2,6
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,5,6,11
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,1,0,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,0,0
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,6,15,21
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,4,37,41
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,9,5,14
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,1,0,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,0,0
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,1,5,6
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,31,48,79
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,17,16,33
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,1,1
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,3,4,7
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,1,1,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,69,99,168
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,15,17,32
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,3,7,10
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,8,8,16
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,2,22,24
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,0,0
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,5,3,8
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,2,1,3
PELECHUCO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,6,6,12
POCOATA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,3,0,3
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,0,0
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,4,2,6
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,1,0,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,6,11,17
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,6,8,14
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,5,11,16
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,81,84,165
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,1,1
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,2,1,3
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,0,2,2
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,11,4,15
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,3,2,5
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,1,0,1
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,4,3,7
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,1,3,4
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,9,10,19
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,2,2,4
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,2,4,6
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       hipertension arterial sistemica en mayores de 5 anos,2014-11-01,5,3,8
