,group,variable,month,TOTAL 16.2 REUMÁTICAS CANTIDAD,TOTAL 16.2 REUMÁTICAS CANTIDAD,TOTALES
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,2,5,7
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,0,3,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,2,3,5
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,2,0,2
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,3,2,5
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,21,19,40
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,0,2,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,1,1,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,6,5,11
SAN PABLO DE LIPEZ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,1,2,3
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,1,2,3
SAN PEDRO DE TIQUINA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,3,2,5
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,2,1,3
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,9,67,76
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,1,2,3
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,0,1,1
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,2,0,2
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,19,23,42
SENA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,0,1,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,2,0,2
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,24,36,60
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,14,32,46
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,1,1,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,103,209,312
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,1,1,2
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,0,2,2
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,3,1,4
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,28,69,97
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,18,23,41
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,1,2,3
TINGUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,2,5,7
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,4,6,10
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,3,4,7
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,0,1,1
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,3,12,15
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,3,4,7
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,1,2,3
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,1,1,2
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,9,28,37
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,2,2,4
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,1,1,2
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,0,0,0
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,2,1,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,2,0,2
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,5,3,8
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,6,3,9
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,2,2,4
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,12,16,28
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,2,1,3
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,0,3,3
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,1,10,11
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,0,0,0
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,0,1,1
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,0,2,2
YACO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,4,3,7
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,27,25,52
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,0,0,0
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,3,3,6
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,0,1,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-11-01,15,28,43
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,1,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,21,30,51
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,6,7,13
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,1,2
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,1,2
ANZALDO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,19,19
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,2,1,3
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,5,5,10
ARQUE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,4,4,8
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,8,13,21
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,11,1,12
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,22,38,60
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,16,14,30
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,3,2,5
BELLA FLOR,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,1,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,15,28,43
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,10,13,23
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,3,4,7
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,1,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,4,3,7
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,2,0,2
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,3,12,15
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,17,22,39
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,2,3,5
CAMATAQUI (C. VILLA ABECIA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,7,8
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,1,1
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,7,9,16
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,2,2,4
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,3,4
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,2,12,14
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,3,13,16
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,3,3
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,6,7,13
CHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,4,4
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,1,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,0,0
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,2,1,3
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,3,4,7
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,12,8,20
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,7,5,12
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,70,138,208
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,4,4,8
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,1,2
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,2,2
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,3,0,3
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,1,2
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,2,6,8
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,0,0
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,5,5,10
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,3,1,4
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,10,7,17
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,1,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,3,4,7
CRUZ DE MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,2,3
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,0,1
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,5,10,15
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,4,5
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,97,148,245
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,1,1
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,5,5
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,2,4,6
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,20,41,61
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,7,8
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,12,23,35
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,2,5,7
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,5,8,13
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,37,25,62
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,2,2
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,2,3,5
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,3,1,4
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,36,21,57
HUARACAJE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,3,2,5
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,4,4
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,0,0
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,3,5,8
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,5,5
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,2,1,3
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,4,9,13
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,6,14,20
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,152,319,471
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,0,1
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,5,6,11
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,22,20,42
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,2,2,4
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,1,2
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,0,0
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,2,1,3
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,5,6,11
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,0,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,2,6,8
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,11,11,22
MOCOMOCO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,7,6,13
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,14,11,25
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,15,28,43
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,1,12,13
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,0,0
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,4,3,7
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,0,2,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,22,66,88
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,11,24,35
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-12-01,12,3,15
