,group,variable,month,TOTAL 16.1 CARDIOVASCULARES CANTIDAD,TOTAL 16.1 CARDIOVASCULARES CANTIDAD,TOTALES
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,3,5
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,6,9,15
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,0,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,10,1,11
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,4,1,5
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,3,4
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,6,2,8
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,2,3
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,5,6
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,0,2
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,0,1
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,4,6,10
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,1,2
SAN PEDRO DE TIQUINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,0,2,2
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,0,0,0
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,4,7,11
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,36,73,109
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,1,2
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,3,4
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,8,13,21
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,61,70,131
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,4,0,4
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,2,4
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,1,3
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,0,1
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,0,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,1,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,5,2,7
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,0,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,2,3
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,0,0,0
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,6,4,10
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,15,14,29
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,2,4
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,3,6,9
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,12,7,19
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,2,0,2
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-11-01,3,2,5
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,2,4
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,4,1,5
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,0,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,0,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,3,4,7
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,0,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,6,10,16
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,1,3
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,1,2
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,1,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,0,0
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,0,0
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,0,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,1,3
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,2,2
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,2,4
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,3,5
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,1,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,4,2,6
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,24,22,46
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,6,5,11
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,5,7,12
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,0,1
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,0,0
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,1,3
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,1,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,2,4
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,0,0
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,1,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,10,11,21
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,0,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,48,44,92
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,6,8
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,9,4,13
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,1,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,0,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,8,10,18
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,9,4,13
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,3,4,7
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,7,9
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,0,1
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,0,0
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,12,12,24
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,56,53,109
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,6,7
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,1,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,3,0,3
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,1,2
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,3,3,6
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,2,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,3,4
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,14,10,24
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,2,3
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,1,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,32,55,87
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,3,3,6
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,9,0,9
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,1,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,1,1
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,2,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,3,3,6
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,3,4
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,1,3
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,0,1
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,0,0
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,7,4,11
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,3,2,5
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,0,0
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,1,1
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,0,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,8,0,8
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,0,0
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,5,2,7
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,0,0
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,0,0
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,0,0
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,4,8,12
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,1,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,4,1,5
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,2,4
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,1,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,2,3
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,0,0
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,0,0
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,1,3
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,76,76,152
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,10,11,21
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,55,77,132
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,12,3,15
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,13,8,21
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,6,1,7
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,0,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,4,5
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,5,7
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,2,4
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,1,2
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,4,8,12
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,12,16,28
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,2,7,9
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,2,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,4,2,6
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,23,16,39
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-12-01,1,3,4
