,group,variable,month,L 17.1 BCG,L 17.1 BCG,TOTALES
POOPO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,4,6
PORCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,21,0,21
POROMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,18,25
PORONGO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,5,9
PORTACHUELO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,47,1,48
PORVENIR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,3,3,6
POSTRER VALLE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,0,1
POTOSI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,501,8,509
PRESTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,5,12,17
PUCARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,0,4
PUCARANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,21,23,44
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,17,21
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,23,24
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,5,6,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,6,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,16,3,19
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,14,2,16
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,43,4,47
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,117,3,120
PUNA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,11,22,33
PUNATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,64,1,65
QUIABAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,6,6
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,230,0,230
QUIME,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,15,16
RAVELO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,9,23,32
REYES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,22,11,33
RIBERALTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,280,4,284
ROBORE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,17,2,19
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,50,5,55
SABAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,1,1
SACABA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,262,1,263
SACABAMBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,3,10
SACACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,26,28,54
SAIPINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,8,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,8,4,12
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,13,6,19
SAN AGUSTIN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,1,3
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,9,8,17
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,2,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,2,9
SAN BENITO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,5,8,13
SAN BORJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,60,29,89
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,12,11,23
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,41,5,46
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,32,12,44
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,113,19,132
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,30,0,30
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,2,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,28,14,42
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,10,2,12
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,72,23,95
SAN LORENZO(PND),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,30,31
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,12,2,14
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,30,32,62
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,17,5,22
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,17,0,17
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,6,0,6
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,9,0,9
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,48,40,88
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,6,1,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,5,6
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,6,4,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,13,2,15
SANTA ANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,30,2,32
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2204,176,2380
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,11,3,14
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,18,4,22
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,1,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,6,5,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,7,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,2,3
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,6,1,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,2,3
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,11,12
SENA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,9,5,14
SHINAOTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,70,0,70
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,18,21,39
SICAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,7,9
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,73,1,74
SOPACHUY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,10,5,15
SORACACHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,8,15
SORATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,18,9,27
SUCRE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,540,15,555
TACACHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,3,10
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,9,13,22
TACOPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,9,16
TAHUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,3,1,4
TAPACARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,19,19,38
TARABUCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,26,7,33
TARACO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,4,8
TARATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,0,7
TARIJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,448,6,454
TARVITA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,12,5,17
TEOPONTE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,9,3,12
TIAWANACU,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,17,5,22
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,23,17,40
TIPUANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,8,5,13
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,98,19,117
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,15,15,30
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,0,2
TOCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,6,4,10
TOLATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,6,0,6
TOLEDO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,2,3
TOMAVE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,16,18
TOMINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,4,11
TORO TORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,8,23,31
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,30,8,38
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,3,3,6
TRIGAL,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,239,7,246
TUPIZA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,85,17,102
TURCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,4,8
UMALA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,7,11
UNCIA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,40,7,47
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,10,0,10
URUBICHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,15,0,15
UYUNI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,58,4,62
VACAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,1,21,22
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,25,1,26
VIACHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,57,14,71
VILA VILA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,2,5,7
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,15,15,30
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,87,1,88
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,4,3,7
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,6,5,11
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,134,8,142
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,12,2,14
VILLAZON,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,64,3,67
VINTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,104,1,105
VITICHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,6,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,3,3
WARNES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,152,0,152
YACO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,5,13,18
YACUIBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,143,14,157
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,6,0,6
YANACACHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,3,3,6
YAPACANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,81,8,89
YOCALLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,3,3,6
YOTALA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,7,4,11
YUNCHARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,0,12,12
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-11-01,5,7,12
ACACIO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1,4,5
ACHACACHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,32,14,46
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,5,3,8
AIQUILE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,48,2,50
ALALAY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1,1,2
ALCALA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,2,1,3
ALTO BENI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,5,0,5
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,4,6,10
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1,2,3
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,3,1,4
ANZALDO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,9,1,10
APOLO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,14,3,17
ARAMPAMPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,3,9,12
ARANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,15,1,16
ARBIETO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,6,2,8
ARQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,12,12,24
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,41,1,42
ATOCHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,6,4,10
AUCAPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,2,2,4
AYATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,5,6,11
AYO AYO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,11,0,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,25,16,41
AZURDUY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,2,3,5
BATALLAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,8,8,16
BAURES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,5,5,10
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,0,3,3
BERMEJO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,61,1,62
BETANZOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,38,21,59
BOLIVAR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,0,13,13
BOLPEBRA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,2,0,2
BOYUIBE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1,1,2
BUENA VISTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,2,0,2
CABEZAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,25,39,64
CAIROMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,2,1,3
"CAIZA ""D""",vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,6,7,13
CAJUATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,17,5,22
CALACOTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,0,3,3
CALAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,6,3,9
CAMARGO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,41,2,43
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,3,0,3
CAMIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,75,10,85
CAPINOTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,28,0,28
CAQUIAVIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,5,4,9
CARACOLLO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,16,6,22
CARANAVI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,66,17,83
CARAPARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,7,11,18
CARIPUYO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,0,22,22
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,49,20,69
CHAQUI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,2,5,7
CHARAGUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,4,32,36
CHARAÑA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1,2,3
CHAYANTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,5,22,27
CHIMORE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,21,6,27
CHIPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,34,3,37
CHUMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,0,3,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,2,13,15
CKOCHAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,28,19,47
CLIZA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,28,8,36
COBIJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,155,2,157
COCAPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1,29,30
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1602,8,1610
COIPASA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,83,1,84
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,11,2,13
COLOMI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,12,12,24
COLPA BELGICA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,3,0,3
COLQUECHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,31,57,88
COLQUENCHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,2,16,18
COLQUIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1,22,23
COMANCHE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1,0,1
COMARAPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,25,4,29
COMBAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,0,6,6
CONCEPCION,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,23,3,26
COPACABANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,12,3,15
CORIPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,13,0,13
CORO CORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,0,10,10
COROICO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,15,4,19
CORQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,2,9,11
COTAGAITA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,7,19,26
COTOCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,86,6,92
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,18,24,42
CULPINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,22,8,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,7,2,9
CURVA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,0,2,2
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,2,1,3
EL ALTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1604,76,1680
EL CHORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,3,5,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,12,2,14
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,5,8,13
EL TORNO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,85,2,87
EL VILLAR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,4,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,11,10,21
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,37,0,37
ESCOMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,4,0,4
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,6,1,7
EXALTACION,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,0,4,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,13,4,17
FILADELFIA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,3,4,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,19,5,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,2,10,12
GUANAY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,22,4,26
GUAQUI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,6,11,17
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,113,2,115
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,14,17,31
HUACARETA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,7,1,8
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,3,2,5
HUANUNI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,42,0,42
HUARACAJE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,0,4,4
HUARINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,3,6,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,3,2,5
ICHOCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1,4,5
ICLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,6,3,9
INCAHUASI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,10,5,15
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1,0,1
INQUISIVI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,6,6,12
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,5,8,13
IXIAMAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,10,0,10
JESUS DE MACHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,5,11,16
LA ASUNTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,48,8,56
LA GUARDIA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,86,2,88
LA PAZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,1628,2,1630
LAGUNILLAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,2,3,5
LAJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,12,13,25
LAS CARRERAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-12-01,0,4,4
