,group,variable,month,L 17.3 PENTAVALENTE 2DA. DOSIS,L 17.3 PENTAVALENTE 2DA. DOSIS,TOTALES
COMANCHE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,4,0,4
COMARAPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,34,6,40
COMBAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,34,7,41
COPACABANA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,13,7,20
CORIPATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,19,5,24
CORO CORO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,4,7,11
COROICO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,12,4,16
CORQUE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,4,2,6
COTAGAITA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,23,27,50
COTOCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,111,8,119
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,30,6,36
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,3,0,3
CUEVO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,10,2,12
CULPINA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,17,15,32
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,5,5,10
CURVA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1,5,6
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,10,1,11
EL ALTO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1462,162,1624
EL CHORO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,7,2,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,24,1,25
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,10,7,17
EL TORNO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,90,4,94
EL VILLAR,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,7,1,8
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,24,27,51
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,55,9,64
ESCOMA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,3,2,5
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,13,3,16
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2,1,3
EXALTACION,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,5,0,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,12,5,17
FILADELFIA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2,2,4
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,28,5,33
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,8,14,22
GUANAY,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,7,24,31
GUAQUI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2,3,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,65,16,81
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,15,7,22
HUACARETA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,5,7,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,4,6,10
HUACHACALLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,36,0,36
HUARACAJE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,4,0,4
HUARINA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,10,9,19
HUAYLLAMARCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,3,3,6
HUMANATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2,1,3
ICHOCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1,4,5
ICLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,4,5,9
INCAHUASI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,8,14,22
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,0,10,10
INQUISIVI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,10,14,24
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,11,11,22
IXIAMAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,12,0,12
JESUS DE MACHACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,8,4,12
LA ASUNTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,71,11,82
LA GUARDIA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,132,4,136
LA PAZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1173,41,1214
LAGUNILLAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,7,7,14
LAJA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,24,6,30
LAS CARRERAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,4,1,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,7,1,8
LLALLAGUA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,35,26,61
LLICA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,8,1,9
LORETO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2,1,3
LURIBAY,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,4,1,5
MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,8,0,8
MACHARETI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,5,4,9
MAGDALENA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,22,5,27
MAIRANA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,17,0,17
MALLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,19,11,30
MECAPACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,9,8,17
MINEROS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,44,20,64
MIZQUE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,34,29,63
MOCOMOCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,11,16,27
MOJINETE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2,1,3
MOJOCOYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,3,1,4
MONTEAGUDO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,39,5,44
MONTERO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,200,4,204
MORO MORO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,3,0,3
MOROCHATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,8,11,19
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,0,2,2
OCURI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,11,32,43
OKINAWA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,21,0,21
OMEREQUE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2,4,6
ORURO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,547,8,555
PADCAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,12,14,26
PADILLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,10,3,13
PAILON,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,44,43,87
PALCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,14,17,31
PALOS BLANCOS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,28,21,49
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,6,5,11
PAMPA GRANDE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,9,0,9
PAPEL PAMPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,4,5,9
PASORAPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,32,7,39
PAZÑA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2,0,2
PELECHUCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,8,9,17
POCOATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,17,43,60
POCONA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,10,5,15
POJO (CBBA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,21,11,32
POOPO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,8,0,8
PORCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,18,7,25
POROMA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,10,26,36
PORONGO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,10,7,17
PORTACHUELO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,51,5,56
PORVENIR,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,8,3,11
POSTRER VALLE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,3,1,4
POTOSI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,429,14,443
PRESTO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,6,6,12
PUCARA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2,2,4
PUCARANI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,28,17,45
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,5,26,31
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2,12,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1,8,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1,4,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,31,47,78
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,22,4,26
PUERTO SILES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1,3,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,30,10,40
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,109,19,128
PUNA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,12,13,25
PUNATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,45,1,46
QUIABAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,5,1,6
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,205,8,213
QUIME,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,6,8,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2,0,2
RAVELO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,13,16,29
REYES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,18,10,28
RIBERALTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,251,48,299
ROBORE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,28,13,41
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,33,0,33
SABAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2,1,3
SACABA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,253,31,284
SACABAMBA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,5,1,6
SACACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,36,37,73
SAIPINA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,4,5,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,13,7,20
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,13,1,14
SAN AGUSTIN,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,0,2,2
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,24,8,32
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,6,3,9
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,3,6,9
SAN BENITO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,12,2,14
SAN BORJA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,74,45,119
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,14,2,16
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,45,6,51
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,41,14,55
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,85,15,100
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,4,1,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,34,0,34
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,12,6,18
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,31,21,52
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,18,0,18
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,70,42,112
SAN LORENZO(PND),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,6,20,26
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,32,11,43
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,21,28,49
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,19,10,29
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,16,3,19
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,5,1,6
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,19,0,19
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,44,43,87
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1,1,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,7,3,10
SAN PEDRO(PND),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1,9,10
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,7,1,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,6,6,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,19,0,19
SANTA ANA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,38,12,50
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2478,114,2592
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,20,13,33
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,29,5,34
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1,4,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,4,3,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1,5,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2,1,3
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2,0,2
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,4,3,7
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,3,7,10
SENA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,8,1,9
SHINAOTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,51,10,61
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,14,14,28
SICAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,4,1,5
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,75,3,78
SOPACHUY,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1,7,8
SORACACHI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,4,17,21
SORATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,20,25,45
SUCRE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,484,40,524
TACACOMA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,6,9,15
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,18,10,28
TACOPAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,2,3,5
TAHUA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,25,17,42
TARABUCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,13,18,31
TARACO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,5,1,6
TARATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,11,0,11
TARIJA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,318,25,343
TARVITA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,11,10,21
TEOPONTE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,10,5,15
TIAWANACU,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,24,3,27
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,35,24,59
TIPUANI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,18,8,26
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-11-01,89,27,116
