,group,variable,month,L 17.4 PENTAVALENTE 3RA. DOSIS,L 17.4 PENTAVALENTE 3RA. DOSIS,TOTALES
PUCARANI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,34,18,52
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,11,15,26
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,10,17,27
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,8,6,14
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,4,3,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,33,11,44
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,20,2,22
PUERTO SILES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,1,1,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,33,13,46
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,130,4,134
PUNA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,26,18,44
PUNATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,53,3,56
QUIABAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,1,0,1
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,257,17,274
QUIME,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,5,13,18
QUIRUSILLAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,13,26,39
REYES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,35,14,49
RIBERALTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,308,85,393
ROBORE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,27,1,28
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,38,3,41
SABAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,1,4,5
SACABA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,233,57,290
SACABAMBA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,7,3,10
SACACA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,22,19,41
SAIPINA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,7,9,16
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,3,12,15
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,14,1,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,2,1,3
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,15,8,23
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,2,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,6,1,7
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,8,7,15
SAN BENITO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,16,4,20
SAN BORJA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,77,24,101
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,9,10,19
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,50,1,51
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,64,7,71
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,85,19,104
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,9,2,11
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,38,4,42
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,15,7,22
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,38,2,40
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,24,1,25
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,106,29,135
SAN LORENZO(PND),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,1,2,3
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,26,9,35
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,30,34,64
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,37,4,41
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,26,6,32
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,2,1,3
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,34,0,34
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,35,38,73
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,2,2,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,3,1,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,21,3,24
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,6,9,15
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,14,0,14
SANTA ANA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,53,16,69
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,3119,153,3272
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,31,3,34
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,33,5,38
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,0,13,13
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,8,6,14
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,2,10,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,3,2,5
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,8,1,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,3,5,8
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,13,9,22
SENA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,8,2,10
SHINAOTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,59,8,67
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,14,21,35
SICAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,9,4,13
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,104,4,108
SOPACHUY,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,6,13,19
SORACACHI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,9,11,20
SORATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,11,29,40
SUCRE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,595,19,614
TACACHI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,10,5,15
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,5,12,17
TACOPAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,10,6,16
TAHUA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,28,24,52
TARABUCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,18,18,36
TARACO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,6,1,7
TARATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,16,5,21
TARIJA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,385,52,437
TARVITA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,15,14,29
TEOPONTE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,9,20,29
TIAWANACU,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,23,4,27
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,27,21,48
TIPUANI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,17,3,20
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,119,31,150
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,27,25,52
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,1,0,1
TOCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,2,3,5
TOLATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,8,0,8
TOLEDO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,4,1,5
TOMAVE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,12,17,29
TOMINA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,9,9,18
TORO TORO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,5,17,22
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,29,14,43
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,8,1,9
TRIGAL,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,3,1,4
TRINIDAD,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,235,20,255
TUPIZA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,69,17,86
TURCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,7,1,8
UMALA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,8,7,15
UNCIA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,49,8,57
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,13,2,15
URUBICHA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,21,8,29
UYUNI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,46,5,51
VACAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,7,15,22
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,29,2,31
VIACHA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,108,19,127
VILA VILA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,2,3,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,24,6,30
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,69,14,83
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,1,7,8
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,10,5,15
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,8,9,17
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,160,22,182
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,16,8,24
VILLAZON,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,63,10,73
VINTO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,103,4,107
VITICHI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,11,7,18
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,2,0,2
WARNES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,258,17,275
YACO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,5,6,11
YACUIBA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,133,21,154
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,9,4,13
YAPACANI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,110,12,122
YOCALLA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,12,10,22
YOTALA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,7,7,14
YUNCHARA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,3,10,13
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-10-01,4,6,10
ACACIO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,2,9,11
ACHACACHI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,37,42,79
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,9,14,23
AIQUILE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,27,11,38
ALALAY,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,1,2,3
ALCALA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,2,1,3
ALTO BENI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,16,2,18
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,10,13,23
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,2,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,5,1,6
ANZALDO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,5,10,15
APOLO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,21,21,42
ARAMPAMPA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,1,10,11
ARANI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,9,0,9
ARBIETO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,13,9,22
ARQUE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,18,3,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,69,5,74
ATOCHA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,27,3,30
AUCAPATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,0,5,5
AYATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,6,12,18
AYO AYO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,7,6,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,21,28,49
AZURDUY,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,16,9,25
BATALLAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,21,9,30
BAURES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,13,0,13
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,0,3,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,0,6,6
BERMEJO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,38,22,60
BETANZOS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,37,17,54
BOLIVAR,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,7,5,12
BOLPEBRA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,1,0,1
BOYUIBE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,6,4,10
BUENA VISTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,19,6,25
CABEZAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,27,70,97
CAIROMA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,11,4,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,12,6,18
CAJUATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,19,6,25
CALACOTO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,3,7,10
CALAMARCA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,10,7,17
CAMARGO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,17,8,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,4,0,4
CAMIRI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,62,5,67
CAPINOTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,26,1,27
CAQUIAVIRI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,4,5,9
CARACOLLO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,19,12,31
CARANAVI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,65,28,93
CARANGAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,0,2,2
CARAPARI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,13,14,27
CARIPUYO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,4,14,18
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,10,2,12
CATACORA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,2,1,3
CHALLAPATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,36,18,54
CHAQUI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,12,2,14
CHARAGUA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,38,70,108
CHARAÑA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,20,25,45
CHIMORE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,41,11,52
CHIPAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,4,1,5
CHOQUE COTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,31,21,52
CHUMA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,4,8,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,11,9,20
CKOCHAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,16,9,25
CLIZA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,33,13,46
COBIJA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,110,34,144
COCAPATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,5,27,32
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,1189,7,1196
COIPASA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,112,5,117
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,25,0,25
COLLANA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-11-01,2,0,2
