,group,variable,month,L 17.9 ANTIROTAVIRICA 2RA. DOSIS,L 17.9 ANTIROTAVIRICA 2RA. DOSIS,TOTALES
TOLEDO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,4,0,4
TOMAVE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,15,10,25
TOMINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,10,13
TORO TORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,6,22,28
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,18,5,23
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,0,2,2
TRIGAL,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,206,16,222
TUPIZA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,33,4,37
TURCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,1,4
UMALA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,5,6
UNCIA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,33,1,34
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,13,3,16
URUBICHA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,8,4,12
UYUNI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,41,5,46
VACAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,7,11,18
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,25,3,28
VIACHA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,92,7,99
VILA VILA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,1,2
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,15,13,28
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,67,18,85
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,1,2
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,14,5,19
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,14,7,21
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,130,27,157
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,17,6,23
VILLAZON,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,59,7,66
VINTO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,74,4,78
VITICHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,6,7,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,1,2
WARNES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,202,20,222
YACO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,3,3,6
YACUIBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,162,18,180
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,8,3,11
YAPACANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,34,1,35
YOCALLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,7,5,12
YOTALA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,2,1,3
YUNCHARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,0,6,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-10-01,1,5,6
ACACIO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,3,15,18
ACHACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,32,19,51
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,17,7,24
AIQUILE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,32,5,37
ALALAY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,4,5
ALCALA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,3,2,5
ALTO BENI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,12,2,14
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,13,10,23
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,4,2,6
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,7,0,7
ANZALDO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,6,7
APOLO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,14,13,27
ARAMPAMPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,5,3,8
ARANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,20,3,23
ARBIETO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,10,14,24
ARQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,15,6,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,45,5,50
ATOCHA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,18,7,25
AUCAPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,5,6
AYATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,6,14,20
AYO AYO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,11,3,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,16,20,36
AZURDUY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,10,9,19
BATALLAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,16,4,20
BAURES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,9,2,11
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,2,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,4,5
BELLA FLOR,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,39,14,53
BETANZOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,47,31,78
BOLIVAR,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,5,6
BOLPEBRA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,2,3
BUENA VISTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,13,9,22
CABEZAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,35,27,62
CAIROMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,8,2,10
"CAIZA ""D""",vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,6,5,11
CAJUATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,13,1,14
CALACOTO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,5,6,11
CALAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,15,5,20
CAMARGO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,22,1,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,4,1,5
CAMIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,66,3,69
CAPINOTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,37,4,41
CAQUIAVIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,3,9,12
CARACOLLO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,21,10,31
CARANAVI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,69,32,101
CARAPARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,15,21,36
CARIPUYO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,8,18,26
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,8,7,15
CATACORA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,40,19,59
CHAQUI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,8,2,10
CHARAGUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,28,49,77
CHARAÑA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,8,23,31
CHIMORE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,42,8,50
CHIPAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,5,2,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,25,16,41
CHUMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,5,6,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,10,10,20
CKOCHAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,22,12,34
CLIZA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,24,7,31
COBIJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,103,22,125
COCAPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,13,27,40
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1182,2,1184
COIPASA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,99,2,101
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,15,2,17
COLLANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,0,1
COLOMI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,24,6,30
COLPA BELGICA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,14,6,20
COLQUECHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,17,45,62
COLQUENCHA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,9,0,9
COLQUIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,17,11,28
COMANCHE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,4,0,4
COMARAPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,32,7,39
COMBAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,5,7,12
COPACABANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,12,6,18
CORIPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,17,3,20
CORO CORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,4,7,11
COROICO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,12,4,16
CORQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,4,1,5
COTAGAITA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,22,26,48
COTOCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,96,4,100
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,30,13,43
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,3,0,3
CUEVO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,10,2,12
CULPINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,17,14,31
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,5,5,10
CURVA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,4,5
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,9,0,9
EL ALTO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1324,103,1427
EL CHORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,5,4,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,29,1,30
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,10,7,17
EL TORNO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,89,4,93
EL VILLAR,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,6,1,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,22,27,49
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,52,9,61
ESCOMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,4,2,6
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,13,3,16
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,2,1,3
EXALTACION,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,5,0,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,14,6,20
FILADELFIA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,2,2,4
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,18,12,30
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,8,14,22
GUANAY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,17,24,41
GUAQUI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,2,3,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,49,25,74
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,15,7,22
HUACARETA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,6,7,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,4,6,10
HUANUNI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,34,0,34
HUARACAJE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,0,1
HUARINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,9,7,16
HUAYLLAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,3,3,6
HUMANATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,2,1,3
ICHOCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,4,5
ICLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,4,5,9
INCAHUASI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,9,14,23
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,0,4,4
INQUISIVI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,10,13,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,12,11,23
IXIAMAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,12,0,12
JESUS DE MACHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,7,3,10
LA ASUNTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,57,5,62
LA GUARDIA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,132,3,135
LA PAZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1097,37,1134
LAGUNILLAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,6,6,12
LAJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,24,6,30
LAS CARRERAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,4,1,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,7,1,8
LLALLAGUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,35,22,57
LLICA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,8,1,9
LORETO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,5,1,6
LURIBAY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,3,0,3
MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,8,0,8
MACHARETI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,4,4,8
MAGDALENA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,18,2,20
MAIRANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,16,0,16
MALLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,19,10,29
MECAPACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,8,8,16
MINEROS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,12,16,28
MIZQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,28,27,55
MOCOMOCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,11,15,26
MOJINETE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,3,1,4
MONTEAGUDO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,38,5,43
MONTERO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,203,2,205
MORO MORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,3,0,3
MOROCHATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,5,7,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,0,2,2
OCURI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,12,30,42
OKINAWA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,18,0,18
OMEREQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,2,4,6
ORURO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,508,8,516
PADCAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,13,16,29
PADILLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,10,2,12
PAILON,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,39,24,63
PALCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,12,8,20
PALOS BLANCOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,29,20,49
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,6,5,11
PAMPA GRANDE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-11-01,9,0,9
