,group,variable,month,L 17.8 ANTIROTAVIRICA 1RA. DOSIS,L 17.8 ANTIROTAVIRICA 1RA. DOSIS,TOTALES
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,23,0,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,3,7
GUANAY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,18,6,24
GUAQUI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,6,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,73,14,87
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,23,15,38
HUACARETA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,13,2,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,0,4
HUACHACALLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,34,1,35
HUARACAJE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,0,4
HUARINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,4,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,3,5
HUMANATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,6,10
ICHOCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,2,3
ICLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,9,13
INCAHUASI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,15,3,18
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,0,2,2
INQUISIVI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,6,10,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,7,8,15
IXIAMAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,13,0,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,9,2,11
LA ASUNTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,66,3,69
LA GUARDIA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,148,2,150
LA PAZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1040,16,1056
LAGUNILLAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,6,4,10
LAJA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,11,9,20
LAS CARRERAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,0,2,2
LLALLAGUA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,32,8,40
LLICA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,6,1,7
LORETO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,0,6,6
LURIBAY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,7,12,19
MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,2,7
MACHARETI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,9,1,10
MAGDALENA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,6,14,20
MAIRANA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,12,0,12
MALLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,4,5
MAPIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,31,2,33
MECAPACA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,10,10,20
MINEROS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,26,0,26
MIZQUE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,26,10,36
MOCOMOCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,7,6,13
MOJINETE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,4,7
MONTEAGUDO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,38,2,40
MONTERO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,237,0,237
MORO MORO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,8,2,10
MOROCHATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,7,10
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,0,5,5
OCURI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,13,16,29
OKINAWA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,20,1,21
OMEREQUE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,3,8
ORURO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,494,7,501
PADCAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,16,9,25
PADILLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,16,4,20
PAILON,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,44,32,76
PALCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,19,5,24
PALOS BLANCOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,30,5,35
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,10,0,10
PAPEL PAMPA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,7,11
PASORAPA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,2,4
PATACAMAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,33,2,35
PAZÑA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,1,6
PELECHUCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,3,7
POCOATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,16,28,44
POCONA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,6,9,15
POJO (CBBA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,15,9,24
POOPO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,13,1,14
PORCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,18,3,21
POROMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,10,18,28
PORONGO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,10,7,17
PORTACHUELO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,40,1,41
PORVENIR,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,6,0,6
POSTRER VALLE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,0,4
POTOSI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,340,12,352
PRESTO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,8,9
PUCARA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,1,3
PUCARANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,32,18,50
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,10,12
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,7,17,24
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,0,3
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,4,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,30,5,35
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,10,3,13
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,24,3,27
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,74,10,84
PUNA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,21,9,30
PUNATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,53,0,53
QUIABAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,1,4
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,178,5,183
QUIME,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,3,8
QUIRUSILLAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,10,20,30
REYES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,28,31,59
RIBERALTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,124,30,154
ROBORE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,13,5,18
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,22,5,27
SABAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,0,1
SACABA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,226,29,255
SACABAMBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,10,15
SACACA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,21,15,36
SAIPINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,7,2,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,10,3,13
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,15,8,23
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,13,13,26
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,1,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,10,13
SAN BENITO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,20,3,23
SAN BORJA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,60,33,93
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,8,3,11
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,26,4,30
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,23,6,29
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,87,7,94
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,8,9
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,28,0,28
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,1,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,15,59,74
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,13,1,14
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,59,9,68
SAN LORENZO(PND),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,3,7
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,20,7,27
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,31,30,61
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,20,3,23
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,20,3,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,26,0,26
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,34,29,63
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,3,4
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,2,5
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,9,0,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,7,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,23,2,25
SANTA ANA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,30,8,38
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2171,83,2254
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,8,7,15
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,21,6,27
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,4,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,7,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,8,13
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,10,1,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,3,4
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,6,3,9
SENA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,0,4
SHINAOTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,55,2,57
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,11,13,24
SICAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,2,4
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,84,2,86
SOPACHUY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,3,6
SORACACHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,6,11
SORATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,15,13,28
SUCRE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,414,13,427
TACACOMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,0,1
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,11,13
TACOPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,11,3,14
TAHUA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,25,16,41
TARABUCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,6,13,19
TARACO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,0,5
TARATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,8,2,10
TARIJA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,349,10,359
TARVITA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,13,7,20
TEOPONTE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,1,4
TIAWANACU,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,15,5,20
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,23,19,42
TIPUANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,16,2,18
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,101,7,108
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,25,15,40
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,0,3
TOCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,5,8
TOLATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,7,0,7
TOLEDO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,2,5
TOMAVE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,12,11,23
TOMINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,6,9,15
TORO TORO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,5,10
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,15,6,21
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,3,0,3
TRINIDAD,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,145,12,157
TUPIZA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,66,21,87
TURCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,0,4
UMALA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,3,8
UNCIA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,29,8,37
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,24,5,29
URUBICHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,6,6,12
UYUNI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,39,3,42
VACAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,9,6,15
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,21,1,22
VIACHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,55,7,62
VILA VILA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,4,4,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,14,9,23
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,65,2,67
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,2,5,7
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,13,0,13
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,11,9,20
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,94,7,101
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,15,6,21
VILLAZON,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,50,2,52
VINTO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,64,3,67
VITICHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,7,3,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,5,2,7
WARNES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,160,6,166
YACO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,1,5,6
YACUIBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,110,29,139
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-12-01,7,3,10
