,group,variable,month,L 23.1 N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,L 23.1 N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
ICLA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,5,2,7
INCAHUASI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,11,10,21
INQUISIVI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,3,3,6
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,10,4,14
IXIAMAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,2,6
LA ASUNTA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,23,20,43
LA GUARDIA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,26,25,51
LA PAZ,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,424,243,667
LAGUNILLAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,1,2
LAJA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,3,0,3
LAS CARRERAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,3,6,9
LICOMA PAMPA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,0,1
LLALLAGUA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,24,9,33
LURIBAY,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,1,2
MACHACAMARCA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,1,5
MACHARETI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,5,2,7
MAGDALENA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,3,1,4
MAIRANA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,6,2,8
MAPIRI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,3,4
MECAPACA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,3,3,6
MINEROS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,52,5,57
MIZQUE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,9,11
MOCOMOCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,3,5
MOJOCOYA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,5,1,6
MONTEAGUDO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,22,24,46
MONTERO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,74,55,129
MOROCHATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,1,3
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,6,6,12
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,2,4
OCURI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,7,7,14
OKINAWA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,8,12
OMEREQUE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,1,1
ORURO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,108,93,201
PADCAYA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,7,4,11
PADILLA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,4,8
PAILON,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,7,14,21
PALCA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,3,2,5
PALOS BLANCOS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,26,7,33
PAMPA AULLAGAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,2,2
PASORAPA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,1,1
PATACAMAYA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,0,4
PAZÑA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,0,1
PELECHUCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,0,1
POCOATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,16,17,33
POCONA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,3,7
POJO (CBBA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,1,1
POOPO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,2,2
PORCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,1,1
POROMA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,5,13,18
PORONGO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,2,4
PORTACHUELO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,11,5,16
PORVENIR,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,0,1
POSTRER VALLE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,0,1
POTOSI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,51,30,81
PRESTO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,5,5,10
PUCARA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,1,1
PUCARANI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,7,1,8
PUERTO CARABUCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,0,2
PUERTO GONZALO MORENO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,1,2
PUERTO PEREZ,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,5,2,7
PUERTO RICO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,0,2
PUERTO SUAREZ,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,5,9
PUERTO VILLARROEL,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,27,18,45
PUNA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,9,8,17
PUNATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,12,24,36
QUIABAYA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,47,54,101
QUIME,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,0,2
RAVELO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,6,10
REYES,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,0,1
RIBERALTA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,30,45,75
ROBORE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,5,2,7
RURRENABAQUE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,6,9,15
SACABA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,39,34,73
SACABAMBA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,1,2
SACACA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,5,3,8
SAIPINA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,5,6,11
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,1,3
SAMAIPATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,2,6
SAN AGUSTIN,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,2,2
SAN ANDRES DE MACHACA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,5,5
SAN ANTONIO DE ESMORUCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,1,2
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,7,3,10
SAN BENITO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,4,6
SAN BORJA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,42,22,64
SAN BUENA VENTURA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,2,4
SAN CARLOS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,5,3,8
SAN IGNACIO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,5,1,6
SAN IGNACIO DE VELASCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,12,9,21
SAN JAVIER(BNI),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,1,1
SAN JAVIER(STC),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,8,7,15
SAN JOAQUIN,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,2,4
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,6,3,9
SAN JUAN DE YAPACANI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,4,5
SAN JULIAN,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,50,41,91
SAN LORENZO(TJA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,9,13
SAN LUCAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,16,22,38
SAN MATIAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,3,0,3
SAN MIGUEL DE VELASCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,1,2
SAN PEDRO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,8,3,11
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,10,18,28
SAN RAFAEL,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,3,5
SAN RAMON BENI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,5,9
SANTA ANA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,418,377,795
SANTA ROSA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,9,5,14
SANTIAGO DE HUARI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,0,1
SANTIAGO DE HUATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,0,2
SANTIAGO DE MACHACA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,3,3
SANTIVAÑES,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,1,2
SANTUARIO DE QUILLACAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,3,1,4
SAPAHAQUI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,3,3,6
SENA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,1,1
SHINAOTA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,11,9,20
SICA SICA (VILLA AROMA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,3,1,4
SICAYA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,0,1
SIPE SIPE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,6,11,17
SOPACHUY,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,3,3,6
SORACACHI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,3,6,9
SORATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,22,26
SUCRE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,127,202,329
TACACOMA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,1,3
TACOBAMBA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,0,4
TACOPAYA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,5,4,9
TAPACARI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,9,3,12
TARABUCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,15,15,30
TARACO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,2,2
TARATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,2,4
TARIJA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,67,59,126
TARVITA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,12,17,29
TEOPONTE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,8,3,11
TIAWANACU,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,1,5
TINGUIPAYA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,5,3,8
TIPUANI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,25,10,35
TIQUIPAYA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,20,27,47
TIRAQUE (CBBA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,3,3,6
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,0,1
TOCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,1,1
TOLATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,3,5
TOLEDO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,0,6,6
TOMAVE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,1,5
TOMINA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,7,5,12
TORO TORO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,6,8
TOTORA(CBBA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,4,4,8
TRIGAL,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,0,1
TRINIDAD,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,79,17,96
TUPIZA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,30,19,49
UNCIA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,3,2,5
URIONDO (A. CONCEPCION),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,2,3
URUBICHA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,0,2
UYUNI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,7,7,14
VACAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,3,4
VALLEGRANDE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,6,5,11
VIACHA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,15,9,24
VILA VILA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,1,2
VILLA CHARCAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,5,9,14
VILLA MONTES,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,35,27,62
VILLA RIVERO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,3,2,5
VILLA SERRANO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,13,7,20
VILLA TUNARI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,52,40,92
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,5,0,5
VILLAZON,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,6,13,19
VINTO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,12,13,25
VITICHI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,2,3
WALDO BALLIVIAN,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,1,0,1
WARNES,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,26,30,56
YACUIBA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,135,87,222
YANACACHI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,7,4,11
YAPACANI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,54,60,114
YOCALLA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,3,5
YOTALA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,2,1,3
YUNCHARA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,6,4,10
ZUDAÑEZ,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-11-01,9,6,15
ACACIO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,2,2,4
ACHACACHI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,15,5,20
ACHOCALLA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,3,5,8
AIQUILE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,3,4,7
ALCALA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,0,3,3
ALTO BENI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,5,1,6
ANCORAIMES,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,5,4,9
ANTEQUERA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,0,2,2
APOLO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,2,2,4
ARAMPAMPA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,1,2,3
ARANI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,2,0,2
ARBIETO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,3,3,6
ARQUE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,9,6,15
ATOCHA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,2,0,2
AUCAPATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,4,4,8
AYO AYO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,8,1,9
AZURDUY,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,0,4,4
BATALLAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,9,2,11
BELEN DE ANDAMARCA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,0,1,1
BELEN DE URMIRI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,0,1,1
BERMEJO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,25,22,47
BETANZOS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,5,7,12
BOLIVAR,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,1,2,3
BOYUIBE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,1,0,1
BUENA VISTA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,7,5,12
CABEZAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,8,3,11
"CAIZA ""D""",tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,0,3,3
CAJUATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,1,5,6
CALACOTO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,0,1,1
CALAMARCA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,7,0,7
CAMARGO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,4,2,6
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-12-01,3,1,4
