municipality,group,variable,month,Actividades Odontológicas en la Comunidad,TOTAL
PUERTO VILLARROEL,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
PUNA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,13,13
PUNATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,11,11
QUIABAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,6,6
QUILLACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,117,117
QUIME,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,20,20
QUIRUSILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
RIBERALTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,133,133
ROBORE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,18,18
RURRENABAQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
SABAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,15,15
SACABA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,33,33
SACACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
SALINAS DE GARCI MENDOZA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,5,5
SAN AGUSTIN,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
SAN ANDRES DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,15,15
SAN ANTONIO DE LOMERIO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,5,5
SAN BORJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,150,150
SAN BUENA VENTURA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
SAN CARLOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,7,7
SAN IGNACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,167,167
SAN JAVIER(BNI),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
SAN LORENZO(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,44,44
SAN LUCAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,23,23
SAN MATIAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,11,11
SAN MIGUEL DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,9,9
SAN PEDRO DE CURAHUARA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,4,4
SAN PEDRO DE TIQUINA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,29,29
SAN RAMON,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
SANTA ANA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,7,7
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,941,941
SANTA ROSA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,10,10
SANTA ROSA DEL SARA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,15,15
SANTIAGO DE CALLAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,4,4
SANTIAGO DE HUARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,41,41
SANTIAGO DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
SANTUARIO DE QUILLACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,8,8
SAPAHAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,25,25
SENA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
SICA SICA (VILLA AROMA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,18,18
SICAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,10,10
SIPE SIPE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,54,54
SOPACHUY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1032,1032
SORACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,6,6
SORATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,5,5
SUCRE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,269,269
TACACOMA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
TACOBAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
TACOPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,4,4
TAPACARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,17,17
TARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,39,39
TARATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1,1
TARIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,149,149
TARVITA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,25,25
TEOPONTE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,24,24
TIAWANACU,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
TINGUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,21,21
TIPUANI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,5,5
TIQUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,17,17
TIRAQUE (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,28,28
TOLEDO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,25,25
TOMAVE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,14,14
TOMINA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
TORO TORO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,8,8
TOTORA(CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,6,6
TOTORA(ORR),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,12,12
TRIGAL,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,2,2
TRINIDAD,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,86,86
TUPIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,11,11
TURCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,78,78
UNCIA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,17,17
URIONDO (A. CONCEPCION),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,41,41
VALLEGRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,21,21
VIACHA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,40,40
VILLA MONTES,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,10,10
VILLA RIVERO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,7,7
VILLA SERRANO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,620,620
VILLA TUNARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,140,140
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,12,12
VILLAZON,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,436,436
VINTO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,5,5
VITICHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,5,5
WARNES,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,11,11
YACO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,3,3
YACUIBA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,36,36
YAMPARAEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,1004,1004
YANACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,8,8
YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,23,23
YOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,56,56
YOTALA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,9,9
YUNCHARA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,21,21
ZUDAÑEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-11-01,9,9
ACHACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,20,20
ALCALA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,15,15
ANCORAIMES,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,5,5
ANDAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,61,61
ANTEQUERA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
APOLO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,3,3
ARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,201,201
AYATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,4,4
AYO AYO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,6,6
AZURDUY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,8,8
BATALLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
BERMEJO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
BETANZOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,7,7
BOLPEBRA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,4,4
"CAIZA ""D""",atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
CAMARGO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,15,15
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,4,4
CAMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,12,12
CAPINOTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,1,1
CAQUIAVIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,3,3
CARACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
CARANAVI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,26,26
CARAPARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,23,23
CARMEN RIVERO TORREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,1,1
CATACORA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
CHACARILLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,9,9
CHALLAPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,25,25
CHARAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,3,3
CHAYANTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,12,12
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,1,1
COBIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
COCHABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,1088,1088
COLCAPIRHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,230,230
"COLCHA ""K""",atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
COLOMI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,6,6
COLQUECHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,1,1
CONCEPCION,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
COPACABANA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
CORIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
CORO CORO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
CORQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,5,5
COTAGAITA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,1,1
COTOCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,180,180
CUATRO CAÑADAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,36,36
CULPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,4,4
CURAHUARA DE CARANGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,1,1
DESAGUADERO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
EL ALTO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,640,640
EL CHORO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,3,3
EL PUENTE(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,19,19
EL VILLAR,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,4,4
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,10,10
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
FILADELFIA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,6,6
GUANAY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,6,6
GUAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
GUAYARAMERIN,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,3,3
GUTIERREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,168,168
HUACARETA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,3,3
HUAYLLAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,3,3
ICLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,5,5
INCAHUASI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,9,9
INQUISIVI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,5,5
IRUPANA (VILLA DE LANZA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,123,123
IXIAMAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,6,6
LA ASUNTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,5,5
LA GUARDIA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
LA PAZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,167,167
LAJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,8,8
LLALLAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,948,948
LLICA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,76,76
MACHACAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-12-01,2,2
