municipality,group,variable,month,Exodoncias,TOTAL
SUCRE,atenciones odontologicas,exodoncias,2008-11-01,1257,1257
TACACOMA,atenciones odontologicas,exodoncias,2008-11-01,68,68
TACOBAMBA,atenciones odontologicas,exodoncias,2008-11-01,13,13
TACOPAYA,atenciones odontologicas,exodoncias,2008-11-01,21,21
TAHUA,atenciones odontologicas,exodoncias,2008-11-01,14,14
TAPACARI,atenciones odontologicas,exodoncias,2008-11-01,72,72
TARABUCO,atenciones odontologicas,exodoncias,2008-11-01,68,68
TARACO,atenciones odontologicas,exodoncias,2008-11-01,31,31
TARATA,atenciones odontologicas,exodoncias,2008-11-01,5,5
TARIJA,atenciones odontologicas,exodoncias,2008-11-01,749,749
TARVITA,atenciones odontologicas,exodoncias,2008-11-01,87,87
TEOPONTE,atenciones odontologicas,exodoncias,2008-11-01,211,211
TIAWANACU,atenciones odontologicas,exodoncias,2008-11-01,92,92
TINGUIPAYA,atenciones odontologicas,exodoncias,2008-11-01,74,74
TIPUANI,atenciones odontologicas,exodoncias,2008-11-01,11,11
TIQUIPAYA,atenciones odontologicas,exodoncias,2008-11-01,69,69
TIRAQUE (CBBA),atenciones odontologicas,exodoncias,2008-11-01,79,79
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,exodoncias,2008-11-01,7,7
TOCO,atenciones odontologicas,exodoncias,2008-11-01,21,21
TOLATA,atenciones odontologicas,exodoncias,2008-11-01,6,6
TOLEDO,atenciones odontologicas,exodoncias,2008-11-01,25,25
TOMAVE,atenciones odontologicas,exodoncias,2008-11-01,34,34
TOMINA,atenciones odontologicas,exodoncias,2008-11-01,57,57
TORO TORO,atenciones odontologicas,exodoncias,2008-11-01,22,22
TOTORA(CBBA),atenciones odontologicas,exodoncias,2008-11-01,24,24
TOTORA(ORR),atenciones odontologicas,exodoncias,2008-11-01,4,4
TRIGAL,atenciones odontologicas,exodoncias,2008-11-01,24,24
TRINIDAD,atenciones odontologicas,exodoncias,2008-11-01,408,408
TUPIZA,atenciones odontologicas,exodoncias,2008-11-01,146,146
TURCO,atenciones odontologicas,exodoncias,2008-11-01,55,55
UNCIA,atenciones odontologicas,exodoncias,2008-11-01,51,51
URIONDO (A. CONCEPCION),atenciones odontologicas,exodoncias,2008-11-01,204,204
URUBICHA,atenciones odontologicas,exodoncias,2008-11-01,40,40
UYUNI,atenciones odontologicas,exodoncias,2008-11-01,73,73
VACAS,atenciones odontologicas,exodoncias,2008-11-01,6,6
VALLEGRANDE,atenciones odontologicas,exodoncias,2008-11-01,108,108
VIACHA,atenciones odontologicas,exodoncias,2008-11-01,147,147
VILA VILA,atenciones odontologicas,exodoncias,2008-11-01,3,3
VILLA MONTES,atenciones odontologicas,exodoncias,2008-11-01,234,234
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,exodoncias,2008-11-01,49,49
VILLA RIVERO,atenciones odontologicas,exodoncias,2008-11-01,9,9
VILLA SERRANO,atenciones odontologicas,exodoncias,2008-11-01,128,128
VILLA TUNARI,atenciones odontologicas,exodoncias,2008-11-01,165,165
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,exodoncias,2008-11-01,90,90
VILLAZON,atenciones odontologicas,exodoncias,2008-11-01,178,178
VINTO,atenciones odontologicas,exodoncias,2008-11-01,21,21
VITICHI,atenciones odontologicas,exodoncias,2008-11-01,67,67
WARNES,atenciones odontologicas,exodoncias,2008-11-01,161,161
YACO,atenciones odontologicas,exodoncias,2008-11-01,4,4
YACUIBA,atenciones odontologicas,exodoncias,2008-11-01,392,392
YAMPARAEZ,atenciones odontologicas,exodoncias,2008-11-01,37,37
YANACACHI,atenciones odontologicas,exodoncias,2008-11-01,9,9
YAPACANI,atenciones odontologicas,exodoncias,2008-11-01,52,52
YOCALLA,atenciones odontologicas,exodoncias,2008-11-01,9,9
YOTALA,atenciones odontologicas,exodoncias,2008-11-01,47,47
YUNCHARA,atenciones odontologicas,exodoncias,2008-11-01,25,25
ZUDAÑEZ,atenciones odontologicas,exodoncias,2008-11-01,65,65
ACHACACHI,atenciones odontologicas,exodoncias,2008-12-01,165,165
ACHOCALLA,atenciones odontologicas,exodoncias,2008-12-01,58,58
AIQUILE,atenciones odontologicas,exodoncias,2008-12-01,24,24
ALCALA,atenciones odontologicas,exodoncias,2008-12-01,23,23
ANCORAIMES,atenciones odontologicas,exodoncias,2008-12-01,53,53
ANDAMARCA,atenciones odontologicas,exodoncias,2008-12-01,17,17
ANTEQUERA,atenciones odontologicas,exodoncias,2008-12-01,21,21
ANZALDO,atenciones odontologicas,exodoncias,2008-12-01,15,15
APOLO,atenciones odontologicas,exodoncias,2008-12-01,50,50
ARAMPAMPA,atenciones odontologicas,exodoncias,2008-12-01,13,13
ARANI,atenciones odontologicas,exodoncias,2008-12-01,37,37
ARBIETO,atenciones odontologicas,exodoncias,2008-12-01,5,5
ARQUE,atenciones odontologicas,exodoncias,2008-12-01,11,11
ASCENCION DE GUARAYOS,atenciones odontologicas,exodoncias,2008-12-01,52,52
ATOCHA,atenciones odontologicas,exodoncias,2008-12-01,150,150
AYATA,atenciones odontologicas,exodoncias,2008-12-01,51,51
AYO AYO,atenciones odontologicas,exodoncias,2008-12-01,19,19
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,exodoncias,2008-12-01,95,95
AZURDUY,atenciones odontologicas,exodoncias,2008-12-01,23,23
BATALLAS,atenciones odontologicas,exodoncias,2008-12-01,38,38
BAURES,atenciones odontologicas,exodoncias,2008-12-01,62,62
BELEN DE URMIRI,atenciones odontologicas,exodoncias,2008-12-01,21,21
BERMEJO,atenciones odontologicas,exodoncias,2008-12-01,159,159
BETANZOS,atenciones odontologicas,exodoncias,2008-12-01,74,74
BOLIVAR,atenciones odontologicas,exodoncias,2008-12-01,44,44
BOLPEBRA,atenciones odontologicas,exodoncias,2008-12-01,24,24
BOYUIBE,atenciones odontologicas,exodoncias,2008-12-01,35,35
BUENA VISTA,atenciones odontologicas,exodoncias,2008-12-01,17,17
CABEZAS,atenciones odontologicas,exodoncias,2008-12-01,35,35
CAIROMA,atenciones odontologicas,exodoncias,2008-12-01,27,27
"CAIZA ""D""",atenciones odontologicas,exodoncias,2008-12-01,9,9
CALACOTO,atenciones odontologicas,exodoncias,2008-12-01,8,8
CALAMARCA,atenciones odontologicas,exodoncias,2008-12-01,81,81
CAMARGO,atenciones odontologicas,exodoncias,2008-12-01,135,135
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,exodoncias,2008-12-01,6,6
CAMIRI,atenciones odontologicas,exodoncias,2008-12-01,162,162
CAPINOTA,atenciones odontologicas,exodoncias,2008-12-01,50,50
CAQUIAVIRI,atenciones odontologicas,exodoncias,2008-12-01,39,39
CARACOLLO,atenciones odontologicas,exodoncias,2008-12-01,89,89
CARANAVI,atenciones odontologicas,exodoncias,2008-12-01,157,157
CARAPARI,atenciones odontologicas,exodoncias,2008-12-01,153,153
CARIPUYO,atenciones odontologicas,exodoncias,2008-12-01,10,10
CARMEN RIVERO TORREZ,atenciones odontologicas,exodoncias,2008-12-01,13,13
CATACORA,atenciones odontologicas,exodoncias,2008-12-01,31,31
CHACARILLA,atenciones odontologicas,exodoncias,2008-12-01,4,4
CHALLAPATA,atenciones odontologicas,exodoncias,2008-12-01,153,153
CHAQUI,atenciones odontologicas,exodoncias,2008-12-01,3,3
CHARAGUA,atenciones odontologicas,exodoncias,2008-12-01,126,126
CHAYANTA,atenciones odontologicas,exodoncias,2008-12-01,88,88
CHIMORE,atenciones odontologicas,exodoncias,2008-12-01,40,40
CHOQUE COTA,atenciones odontologicas,exodoncias,2008-12-01,5,5
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2008-12-01,64,64
CHUMA,atenciones odontologicas,exodoncias,2008-12-01,16,16
CLIZA,atenciones odontologicas,exodoncias,2008-12-01,32,32
COBIJA,atenciones odontologicas,exodoncias,2008-12-01,91,91
COCHABAMBA,atenciones odontologicas,exodoncias,2008-12-01,2744,2744
COLCAPIRHUA,atenciones odontologicas,exodoncias,2008-12-01,55,55
"COLCHA ""K""",atenciones odontologicas,exodoncias,2008-12-01,26,26
COLOMI,atenciones odontologicas,exodoncias,2008-12-01,24,24
COLPA BELGICA,atenciones odontologicas,exodoncias,2008-12-01,28,28
COLQUECHACA,atenciones odontologicas,exodoncias,2008-12-01,37,37
COLQUIRI,atenciones odontologicas,exodoncias,2008-12-01,58,58
COMANCHE,atenciones odontologicas,exodoncias,2008-12-01,14,14
COMARAPA,atenciones odontologicas,exodoncias,2008-12-01,74,74
CONCEPCION,atenciones odontologicas,exodoncias,2008-12-01,12,12
COPACABANA,atenciones odontologicas,exodoncias,2008-12-01,44,44
CORIPATA,atenciones odontologicas,exodoncias,2008-12-01,26,26
CORO CORO,atenciones odontologicas,exodoncias,2008-12-01,54,54
COROICO,atenciones odontologicas,exodoncias,2008-12-01,125,125
CORQUE,atenciones odontologicas,exodoncias,2008-12-01,22,22
COTAGAITA,atenciones odontologicas,exodoncias,2008-12-01,41,41
COTOCA,atenciones odontologicas,exodoncias,2008-12-01,91,91
CUATRO CAÑADAS,atenciones odontologicas,exodoncias,2008-12-01,27,27
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,exodoncias,2008-12-01,1,1
CUEVO,atenciones odontologicas,exodoncias,2008-12-01,3,3
CULPINA,atenciones odontologicas,exodoncias,2008-12-01,26,26
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2008-12-01,39,39
CURVA,atenciones odontologicas,exodoncias,2008-12-01,11,11
DESAGUADERO,atenciones odontologicas,exodoncias,2008-12-01,63,63
EL ALTO,atenciones odontologicas,exodoncias,2008-12-01,2515,2515
EL CHORO,atenciones odontologicas,exodoncias,2008-12-01,8,8
EL PUENTE(STC),atenciones odontologicas,exodoncias,2008-12-01,82,82
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2008-12-01,117,117
EL TORNO,atenciones odontologicas,exodoncias,2008-12-01,63,63
EL VILLAR,atenciones odontologicas,exodoncias,2008-12-01,4,4
ENTRE RIOS,atenciones odontologicas,exodoncias,2008-12-01,25,25
ENTRE RIOS,atenciones odontologicas,exodoncias,2008-12-01,199,199
EUCALIPTUS,atenciones odontologicas,exodoncias,2008-12-01,6,6
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2008-12-01,26,26
FILADELFIA,atenciones odontologicas,exodoncias,2008-12-01,14,14
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2008-12-01,36,36
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2008-12-01,63,63
GUANAY,atenciones odontologicas,exodoncias,2008-12-01,42,42
GUAQUI,atenciones odontologicas,exodoncias,2008-12-01,50,50
GUAYARAMERIN,atenciones odontologicas,exodoncias,2008-12-01,224,224
GUTIERREZ,atenciones odontologicas,exodoncias,2008-12-01,82,82
HUACARETA,atenciones odontologicas,exodoncias,2008-12-01,49,49
HUACHACALLA,atenciones odontologicas,exodoncias,2008-12-01,13,13
HUANUNI,atenciones odontologicas,exodoncias,2008-12-01,90,90
HUARACAJE,atenciones odontologicas,exodoncias,2008-12-01,15,15
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2008-12-01,25,25
ICLA,atenciones odontologicas,exodoncias,2008-12-01,51,51
INCAHUASI,atenciones odontologicas,exodoncias,2008-12-01,53,53
INQUISIVI,atenciones odontologicas,exodoncias,2008-12-01,56,56
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2008-12-01,50,50
IXIAMAS,atenciones odontologicas,exodoncias,2008-12-01,72,72
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2008-12-01,4,4
LA ASUNTA,atenciones odontologicas,exodoncias,2008-12-01,68,68
LA GUARDIA,atenciones odontologicas,exodoncias,2008-12-01,114,114
LA PAZ,atenciones odontologicas,exodoncias,2008-12-01,2384,2384
LAGUNILLAS,atenciones odontologicas,exodoncias,2008-12-01,20,20
LAJA,atenciones odontologicas,exodoncias,2008-12-01,48,48
LICOMA PAMPA,atenciones odontologicas,exodoncias,2008-12-01,37,37
LLALLAGUA,atenciones odontologicas,exodoncias,2008-12-01,35,35
LLICA,atenciones odontologicas,exodoncias,2008-12-01,18,18
LORETO,atenciones odontologicas,exodoncias,2008-12-01,4,4
LURIBAY,atenciones odontologicas,exodoncias,2008-12-01,18,18
MACHACAMARCA,atenciones odontologicas,exodoncias,2008-12-01,42,42
MACHARETI,atenciones odontologicas,exodoncias,2008-12-01,11,11
MAGDALENA,atenciones odontologicas,exodoncias,2008-12-01,19,19
MAIRANA,atenciones odontologicas,exodoncias,2008-12-01,30,30
MALLA,atenciones odontologicas,exodoncias,2008-12-01,6,6
MAPIRI,atenciones odontologicas,exodoncias,2008-12-01,29,29
MECAPACA,atenciones odontologicas,exodoncias,2008-12-01,6,6
MINEROS,atenciones odontologicas,exodoncias,2008-12-01,23,23
MIZQUE,atenciones odontologicas,exodoncias,2008-12-01,27,27
MOCOMOCO,atenciones odontologicas,exodoncias,2008-12-01,80,80
MOJOCOYA,atenciones odontologicas,exodoncias,2008-12-01,21,21
MONTEAGUDO,atenciones odontologicas,exodoncias,2008-12-01,52,52
MONTERO,atenciones odontologicas,exodoncias,2008-12-01,136,136
MORO MORO,atenciones odontologicas,exodoncias,2008-12-01,11,11
MOROCHATA,atenciones odontologicas,exodoncias,2008-12-01,77,77
OCURI,atenciones odontologicas,exodoncias,2008-12-01,68,68
OKINAWA,atenciones odontologicas,exodoncias,2008-12-01,17,17
OMEREQUE,atenciones odontologicas,exodoncias,2008-12-01,41,41
ORURO,atenciones odontologicas,exodoncias,2008-12-01,1190,1190
PADCAYA,atenciones odontologicas,exodoncias,2008-12-01,67,67
PADILLA,atenciones odontologicas,exodoncias,2008-12-01,37,37
PAILON,atenciones odontologicas,exodoncias,2008-12-01,35,35
PALCA,atenciones odontologicas,exodoncias,2008-12-01,27,27
PALOS BLANCOS,atenciones odontologicas,exodoncias,2008-12-01,82,82
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2008-12-01,14,14
PAMPA GRANDE,atenciones odontologicas,exodoncias,2008-12-01,5,5
PAPEL PAMPA,atenciones odontologicas,exodoncias,2008-12-01,11,11
PASORAPA,atenciones odontologicas,exodoncias,2008-12-01,46,46
PATACAMAYA,atenciones odontologicas,exodoncias,2008-12-01,8,8
PAZÑA,atenciones odontologicas,exodoncias,2008-12-01,31,31
PELECHUCO,atenciones odontologicas,exodoncias,2008-12-01,6,6
POCOATA,atenciones odontologicas,exodoncias,2008-12-01,28,28
POCONA,atenciones odontologicas,exodoncias,2008-12-01,26,26
POJO (CBBA),atenciones odontologicas,exodoncias,2008-12-01,40,40
POOPO,atenciones odontologicas,exodoncias,2008-12-01,34,34
PORCO,atenciones odontologicas,exodoncias,2008-12-01,24,24
POROMA,atenciones odontologicas,exodoncias,2008-12-01,24,24
PORONGO,atenciones odontologicas,exodoncias,2008-12-01,40,40
PORTACHUELO,atenciones odontologicas,exodoncias,2008-12-01,72,72
PORVENIR,atenciones odontologicas,exodoncias,2008-12-01,50,50
POSTRER VALLE,atenciones odontologicas,exodoncias,2008-12-01,19,19
POTOSI,atenciones odontologicas,exodoncias,2008-12-01,274,274
PRESTO,atenciones odontologicas,exodoncias,2008-12-01,9,9
PUCARA,atenciones odontologicas,exodoncias,2008-12-01,8,8
PUCARANI,atenciones odontologicas,exodoncias,2008-12-01,81,81
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2008-12-01,172,172
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2008-12-01,59,59
PUERTO GONZALO MORENO,atenciones odontologicas,exodoncias,2008-12-01,7,7
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2008-12-01,12,12
PUERTO RICO,atenciones odontologicas,exodoncias,2008-12-01,20,20
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2008-12-01,56,56
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2008-12-01,39,39
PUNA,atenciones odontologicas,exodoncias,2008-12-01,108,108
PUNATA,atenciones odontologicas,exodoncias,2008-12-01,110,110
QUIABAYA,atenciones odontologicas,exodoncias,2008-12-01,12,12
QUILLACOLLO,atenciones odontologicas,exodoncias,2008-12-01,75,75
QUIME,atenciones odontologicas,exodoncias,2008-12-01,118,118
QUIRUSILLAS,atenciones odontologicas,exodoncias,2008-12-01,4,4
RAVELO,atenciones odontologicas,exodoncias,2008-12-01,46,46
REYES,atenciones odontologicas,exodoncias,2008-12-01,67,67
RIBERALTA,atenciones odontologicas,exodoncias,2008-12-01,433,433
ROBORE,atenciones odontologicas,exodoncias,2008-12-01,12,12
RURRENABAQUE,atenciones odontologicas,exodoncias,2008-12-01,28,28
SABAYA,atenciones odontologicas,exodoncias,2008-12-01,10,10
SACABA,atenciones odontologicas,exodoncias,2008-12-01,491,491
SACABAMBA,atenciones odontologicas,exodoncias,2008-12-01,2,2
SACACA,atenciones odontologicas,exodoncias,2008-12-01,18,18
SAIPINA,atenciones odontologicas,exodoncias,2008-12-01,14,14
SALINAS DE GARCI MENDOZA,atenciones odontologicas,exodoncias,2008-12-01,7,7
SAMAIPATA,atenciones odontologicas,exodoncias,2008-12-01,48,48
SAN AGUSTIN,atenciones odontologicas,exodoncias,2008-12-01,27,27
SAN ANDRES,atenciones odontologicas,exodoncias,2008-12-01,72,72
SAN ANDRES DE MACHACA,atenciones odontologicas,exodoncias,2008-12-01,52,52
SAN ANTONIO DE LOMERIO,atenciones odontologicas,exodoncias,2008-12-01,19,19
SAN BENITO,atenciones odontologicas,exodoncias,2008-12-01,13,13
SAN BORJA,atenciones odontologicas,exodoncias,2008-12-01,153,153
SAN BUENA VENTURA,atenciones odontologicas,exodoncias,2008-12-01,14,14
SAN CARLOS,atenciones odontologicas,exodoncias,2008-12-01,34,34
SAN IGNACIO,atenciones odontologicas,exodoncias,2008-12-01,83,83
SAN IGNACIO DE VELASCO,atenciones odontologicas,exodoncias,2008-12-01,75,75
SAN JAVIER(BNI),atenciones odontologicas,exodoncias,2008-12-01,18,18
SAN JAVIER(STC),atenciones odontologicas,exodoncias,2008-12-01,24,24
SAN JOAQUIN,atenciones odontologicas,exodoncias,2008-12-01,25,25
SAN JOSE DE CHIQUITOS,atenciones odontologicas,exodoncias,2008-12-01,25,25
SAN JUAN DE YAPACANI,atenciones odontologicas,exodoncias,2008-12-01,12,12
SAN JULIAN,atenciones odontologicas,exodoncias,2008-12-01,17,17
SAN LORENZO(TJA),atenciones odontologicas,exodoncias,2008-12-01,152,152
SAN LUCAS,atenciones odontologicas,exodoncias,2008-12-01,67,67
SAN MATIAS,atenciones odontologicas,exodoncias,2008-12-01,51,51
SAN MIGUEL DE VELASCO,atenciones odontologicas,exodoncias,2008-12-01,30,30
SAN PEDRO,atenciones odontologicas,exodoncias,2008-12-01,34,34
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,exodoncias,2008-12-01,63,63
SAN PEDRO DE CURAHUARA,atenciones odontologicas,exodoncias,2008-12-01,17,17
SAN PEDRO DE TIQUINA,atenciones odontologicas,exodoncias,2008-12-01,34,34
SAN RAFAEL,atenciones odontologicas,exodoncias,2008-12-01,38,38
SAN RAMON,atenciones odontologicas,exodoncias,2008-12-01,8,8
SAN RAMON,atenciones odontologicas,exodoncias,2008-12-01,23,23
SANTA ANA,atenciones odontologicas,exodoncias,2008-12-01,69,69
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,exodoncias,2008-12-01,1917,1917
SANTA ROSA,atenciones odontologicas,exodoncias,2008-12-01,52,52
SANTA ROSA DEL SARA,atenciones odontologicas,exodoncias,2008-12-01,107,107
SANTIAGO DE CALLAPA,atenciones odontologicas,exodoncias,2008-12-01,17,17
SANTIAGO DE HUARI,atenciones odontologicas,exodoncias,2008-12-01,55,55
SANTIVAÑES,atenciones odontologicas,exodoncias,2008-12-01,20,20
SANTUARIO DE QUILLACAS,atenciones odontologicas,exodoncias,2008-12-01,10,10
SAPAHAQUI,atenciones odontologicas,exodoncias,2008-12-01,19,19
SENA,atenciones odontologicas,exodoncias,2008-12-01,29,29
SICA SICA (VILLA AROMA),atenciones odontologicas,exodoncias,2008-12-01,43,43
SICAYA,atenciones odontologicas,exodoncias,2008-12-01,11,11
SIPE SIPE,atenciones odontologicas,exodoncias,2008-12-01,58,58
SOPACHUY,atenciones odontologicas,exodoncias,2008-12-01,41,41
SORACACHI,atenciones odontologicas,exodoncias,2008-12-01,14,14
SORATA,atenciones odontologicas,exodoncias,2008-12-01,18,18
SUCRE,atenciones odontologicas,exodoncias,2008-12-01,877,877
TACACOMA,atenciones odontologicas,exodoncias,2008-12-01,129,129
TACOBAMBA,atenciones odontologicas,exodoncias,2008-12-01,1,1
TAHUA,atenciones odontologicas,exodoncias,2008-12-01,13,13
TAPACARI,atenciones odontologicas,exodoncias,2008-12-01,39,39
TARABUCO,atenciones odontologicas,exodoncias,2008-12-01,49,49
TARACO,atenciones odontologicas,exodoncias,2008-12-01,38,38
TARATA,atenciones odontologicas,exodoncias,2008-12-01,12,12
TARIJA,atenciones odontologicas,exodoncias,2008-12-01,796,796
TARVITA,atenciones odontologicas,exodoncias,2008-12-01,86,86
TEOPONTE,atenciones odontologicas,exodoncias,2008-12-01,13,13
TIAWANACU,atenciones odontologicas,exodoncias,2008-12-01,126,126
TINGUIPAYA,atenciones odontologicas,exodoncias,2008-12-01,19,19
TIQUIPAYA,atenciones odontologicas,exodoncias,2008-12-01,117,117
TIRAQUE (CBBA),atenciones odontologicas,exodoncias,2008-12-01,88,88
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,exodoncias,2008-12-01,9,9
TOCO,atenciones odontologicas,exodoncias,2008-12-01,26,26
TOLATA,atenciones odontologicas,exodoncias,2008-12-01,11,11
TOLEDO,atenciones odontologicas,exodoncias,2008-12-01,39,39
TOMAVE,atenciones odontologicas,exodoncias,2008-12-01,21,21
TOMINA,atenciones odontologicas,exodoncias,2008-12-01,59,59
TORO TORO,atenciones odontologicas,exodoncias,2008-12-01,44,44
TOTORA(CBBA),atenciones odontologicas,exodoncias,2008-12-01,43,43
TRIGAL,atenciones odontologicas,exodoncias,2008-12-01,11,11
TRINIDAD,atenciones odontologicas,exodoncias,2008-12-01,527,527
TUPIZA,atenciones odontologicas,exodoncias,2008-12-01,170,170
TURCO,atenciones odontologicas,exodoncias,2008-12-01,61,61
