municipality,group,variable,month,Niños (as) 6 a 23 meses que reciben Alimento compl,TOTAL
AIQUILE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,319,319
ALCALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,77,77
ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,77,77
ANTEQUERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,32,32
ANZALDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,174,174
ARANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,56,56
ARBIETO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,34,34
ARQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,154,154
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,5,5
AYO AYO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,77,77
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,296,296
AZURDUY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,202,202
BAURES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,52,52
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,2,2
BELEN DE URMIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,14,14
BELLA FLOR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,1,1
BERMEJO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,354,354
BETANZOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,673,673
BOLIVAR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,361,361
BOYUIBE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,45,45
"CAIZA ""D""",nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,167,167
CALACOTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,39,39
CALAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,83,83
CAMARGO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,238,238
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,64,64
CAMIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,10,10
CAPINOTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,161,161
CARACOLLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,309,309
CARAPARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,263,263
CATACORA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,28,28
CHALLAPATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,436,436
CHAQUI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,92,92
CHAYANTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,73,73
CHIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,19,19
CHOQUE COTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,24,24
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,1,1
CHUMA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,98,98
CLIZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,107,107
COBIJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,406,406
COCHABAMBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,6,6
COIPASA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,9,9
COLCAPIRHUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,111,111
"COLCHA ""K""",nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,113,113
COLLANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,4,4
COLOMI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,27,27
COLQUECHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,857,857
COLQUENCHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,105,105
COLQUIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,197,197
COMANCHE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,17,17
CORIPATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,1,1
CORO CORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,127,127
COROICO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,2,2
CORQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,96,96
COTAGAITA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,209,209
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,10,10
CUEVO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,103,103
CULPINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,158,158
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,112,112
CURVA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,28,28
EL ALTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,2108,2108
EL CHORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,120,120
EL PUENTE(STC),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,16,16
EL PUENTE(TJA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,230,230
EL VILLAR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,75,75
ENTRE RIOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,518,518
ESCARA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,5,5
ESMERALDA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,8,8
EUCALIPTUS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,110,110
EXALTACION,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,12,12
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,135,135
GUAYARAMERIN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,414,414
GUTIERREZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,2,2
HUACHACALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,11,11
HUANUNI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,178,178
HUARACAJE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,28,28
HUAYLLAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,64,64
ICLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,95,95
INCAHUASI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,132,132
LA PAZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,96,96
LA RIVERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,1,1
LAS CARRERAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,63,63
LLALLAGUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,78,78
LLICA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,66,66
LORETO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,22,22
LURIBAY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,34,34
MACHACAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,32,32
MACHARETI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,185,185
MAIRANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,27,27
MOJOCOYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,131,131
MONTEAGUDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,605,605
MONTERO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,7,7
MORO MORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,40,40
MOROCHATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,412,412
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,17,17
OCURI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,532,532
ORURO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,2091,2091
PADCAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,430,430
PADILLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,314,314
PAILON,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,5,5
PALOS BLANCOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,13,13
PAMPA AULLAGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,40,40
PAPEL PAMPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,48,48
PAZÑA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,97,97
POCOATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,390,390
POCONA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,9,9
POJO (CBBA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,130,130
POOPO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,78,78
PORCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,95,95
POROMA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,121,121
PORVENIR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,102,102
POSTRER VALLE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,23,23
PRESTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,187,187
PUCARA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,22,22
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,42,42
PUERTO RICO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,153,153
PUNA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,648,648
PUNATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,337,337
QUIABAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,13,13
RAVELO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,551,551
REYES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,137,137
RIBERALTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,1433,1433
ROBORE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,200,200
RURRENABAQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,153,153
SABAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,34,34
SACABA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,978,978
SACABAMBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,56,56
SACACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,365,365
SAIPINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,6,6
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,177,177
SAN AGUSTIN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,18,18
SAN ANDRES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,13,13
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,17,17
SAN BENITO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,78,78
SAN BORJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,442,442
SAN IGNACIO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,272,272
SAN JAVIER(BNI),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,23,23
SAN JOAQUIN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,69,69
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,17,17
SAN LORENZO(PND),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,14,14
SAN LORENZO(TJA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,285,285
SAN LUCAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,774,774
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,55,55
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,242,242
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,28,28
SAN RAFAEL,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,75,75
SAN RAMON,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,30,30
SANTA ANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,135,135
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,2895,2895
SANTA ROSA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,66,66
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,48,48
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,111,111
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,37,37
SAPAHAQUI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,82,82
SENA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,88,88
SICAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,5,5
SIPE SIPE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,324,324
SOPACHUY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,189,189
SORACACHI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,219,219
SUCRE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,184,184
TACOBAMBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,104,104
TACOPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,198,198
TAPACARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,406,406
TARABUCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,416,416
TARATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,73,73
TARIJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,2248,2248
TARVITA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,394,394
TIQUIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,236,236
TIRAQUE (CBBA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,4,4
TOCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,58,58
TODOS SANTOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,5,5
TOLATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,47,47
TOLEDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,76,76
TOMAVE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-12-01,5,5
