municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vi,TOTAL
OMEREQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,9,9
ORURO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,165,165
PADCAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,13,13
PADILLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,20,20
PAILON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,27,27
PALCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,8,8
PALOS BLANCOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,33,33
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
PAMPA GRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,12,12
PAPEL PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,4,4
PATACAMAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,40,40
PAZÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,7,7
PELECHUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,5,5
POCOATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,30,30
POCONA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,16,16
POJO (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,23,23
POOPO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,13,13
PORCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,16,16
POROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,35,35
PORONGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,8,8
PORTACHUELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,34,34
PORVENIR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,5,5
POSTRER VALLE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,2,2
POTOSI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,92,92
PRESTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,17,17
PUCARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,1,1
PUCARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,20,20
PUERTO ACOSTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,36,36
PUERTO CARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,13,13
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,11,11
PUERTO PEREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,10,10
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,13,13
PUERTO RICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
PUERTO SUAREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,22,22
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,105,105
PUNA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,40,40
PUNATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,51,51
QUIABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
QUILLACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,140,140
QUIME,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,10,10
RAVELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,36,36
REYES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,18,18
RIBERALTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,399,399
ROBORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,28,28
RURRENABAQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,43,43
SABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,4,4
SACABA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,162,162
SACABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,3,3
SACACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,47,47
SAIPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,3,3
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,9,9
SAMAIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,5,5
SAN AGUSTIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,3,3
SAN ANDRES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,9,9
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,3,3
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,3,3
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,10,10
SAN BENITO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,10,10
SAN BORJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,52,52
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,24,24
SAN CARLOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,42,42
SAN IGNACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,40,40
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,101,101
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,1,1
SAN JAVIER(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,21,21
SAN JOAQUIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,28,28
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,4,4
SAN JULIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,83,83
SAN LORENZO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,2,2
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,12,12
SAN LUCAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,80,80
SAN MATIAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,31,31
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,14,14
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,7,7
SAN PEDRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,15,15
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,45,45
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
SAN PEDRO DE QUEMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,1,1
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,10,10
SAN PEDRO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,2,2
SAN RAFAEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,5,5
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,18,18
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,8,8
SANTA ANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,21,21
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,494,494
SANTA ROSA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,26,26
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,18,18
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,10,10
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,4,4
SANTIVAÑES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,7,7
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
SAPAHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,4,4
SENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,7,7
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,16,16
SICAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,5,5
SIPE SIPE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,24,24
SOPACHUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,5,5
SORACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,9,9
SORATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,18,18
SUCRE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,486,486
TACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,2,2
TACACOMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,4,4
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,9,9
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,24,24
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,44,44
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,28,28
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,4,4
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,12,12
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,121,121
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,26,26
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,7,7
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,18,18
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,43,43
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,16,16
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,67,67
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,62,62
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,1,1
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,7,7
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,18,18
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,19,19
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,18,18
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,25,25
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
TRIGAL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,2,2
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,44,44
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,70,70
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,8,8
UMALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,5,5
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,40,40
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,12,12
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,11,11
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,44,44
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,17,17
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,36,36
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,39,39
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,15,15
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,77,77
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,2,2
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,7,7
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,21,21
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,112,112
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,11,11
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,67,67
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,47,47
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,10,10
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,2,2
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,85,85
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,9,9
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,86,86
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,11,11
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,1,1
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,64,64
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,6,6
YOTALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,12,12
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,11,11
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-10-01,25,25
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-11-01,15,15
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-11-01,61,61
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-11-01,7,7
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-11-01,37,37
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-11-01,3,3
