,group,variable,month,TALLA BAJA < DE 1 AÑO,TALLA BAJA < DE 1 AÑO,TALLA BAJA 1 A MENOR DE 2 AÑOS,TALLA BAJA 1 A MENOR DE 2 AÑOS,TALLA BAJA 2 A MENOR DE 5 AÑOS,TALLA BAJA 2 A MENOR DE 5 AÑOS,TOTALES,TOTALES,TOTALES
CORO CORO,estado nutricional,talla baja,2010-11-01,9,8,8,4,8,8,25,20,45
COROICO,estado nutricional,talla baja,2010-11-01,9,4,14,11,23,24,46,39,85
CORQUE,estado nutricional,talla baja,2010-11-01,10,1,14,15,14,9,38,25,63
COTAGAITA,estado nutricional,talla baja,2010-11-01,21,10,69,42,77,79,167,131,298
COTOCA,estado nutricional,talla baja,2010-11-01,1,1,4,3,8,7,13,11,24
CRUZ DE MACHACAMARCA,estado nutricional,talla baja,2010-11-01,0,0,0,0,3,0,3,0,3
CUATRO CAÑADAS,estado nutricional,talla baja,2010-11-01,1,0,8,3,13,9,22,12,34
CUCHUMUELA (V. G. VILLARROEL),estado nutricional,talla baja,2010-11-01,0,0,1,2,2,0,3,2,5
CUEVO,estado nutricional,talla baja,2010-11-01,3,2,2,2,5,6,10,10,20
CULPINA,estado nutricional,talla baja,2010-11-01,23,20,35,25,69,78,127,123,250
CURAHUARA DE CARANGAS,estado nutricional,talla baja,2010-11-01,8,1,12,6,13,6,33,13,46
CURVA,estado nutricional,talla baja,2010-11-01,6,3,4,5,8,3,18,11,29
DESAGUADERO,estado nutricional,talla baja,2010-11-01,2,0,1,3,3,3,6,6,12
EL ALTO,estado nutricional,talla baja,2010-11-01,414,265,596,338,315,265,1325,868,2193
EL CHORO,estado nutricional,talla baja,2010-11-01,1,1,4,3,2,4,7,8,15
EL PUENTE(STC),estado nutricional,talla baja,2010-11-01,3,9,14,7,9,7,26,23,49
EL PUENTE(TJA),estado nutricional,talla baja,2010-11-01,9,6,13,12,13,13,35,31,66
EL TORNO,estado nutricional,talla baja,2010-11-01,2,1,9,6,13,9,24,16,40
EL VILLAR,estado nutricional,talla baja,2010-11-01,2,0,9,6,30,28,41,34,75
ENTRE RIOS TRJ,estado nutricional,talla baja,2010-11-01,9,3,19,14,26,24,54,41,95
ENTRE RIOS CBBA,estado nutricional,talla baja,2010-11-01,7,12,23,28,21,34,51,74,125
ESCARA,estado nutricional,talla baja,2010-11-01,0,0,1,0,0,0,1,0,1
ESCOMA,estado nutricional,talla baja,2010-11-01,0,0,4,0,1,0,5,0,5
ESMERALDA,estado nutricional,talla baja,2010-11-01,0,0,0,0,0,1,0,1,1
EUCALIPTUS,estado nutricional,talla baja,2010-11-01,13,1,9,9,7,17,29,27,56
EUREKA (SANTOS MERCADO),estado nutricional,talla baja,2010-11-01,0,0,1,1,3,4,4,5,9
EXALTACION,estado nutricional,talla baja,2010-11-01,2,0,1,0,1,3,4,3,7
FERNANDEZ ALONSO,estado nutricional,talla baja,2010-11-01,1,2,4,4,3,5,8,11,19
FILADELFIA,estado nutricional,talla baja,2010-11-01,2,0,4,2,3,1,9,3,12
GENERAL SAAVEDRA,estado nutricional,talla baja,2010-11-01,5,4,10,3,7,9,22,16,38
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,talla baja,2010-11-01,2,1,16,11,10,15,28,27,55
GUANAY,estado nutricional,talla baja,2010-11-01,3,1,5,9,13,16,21,26,47
GUAQUI,estado nutricional,talla baja,2010-11-01,1,3,12,8,11,2,24,13,37
GUAYARAMERIN,estado nutricional,talla baja,2010-11-01,27,14,21,14,13,13,61,41,102
GUTIERREZ,estado nutricional,talla baja,2010-11-01,14,16,33,19,48,48,95,83,178
HUACARETA,estado nutricional,talla baja,2010-11-01,2,4,7,2,12,13,21,19,40
HUACAYA (VILLA DE HUACAYA),estado nutricional,talla baja,2010-11-01,2,0,5,1,15,8,22,9,31
HUACHACALLA,estado nutricional,talla baja,2010-11-01,1,0,3,2,9,6,13,8,21
HUANUNI,estado nutricional,talla baja,2010-11-01,43,16,43,33,24,22,110,71,181
HUARACAJE,estado nutricional,talla baja,2010-11-01,1,0,0,1,2,3,3,4,7
HUARINA,estado nutricional,talla baja,2010-11-01,1,2,1,6,5,11,7,19,26
HUAYLLAMARCA,estado nutricional,talla baja,2010-11-01,3,1,3,5,5,4,11,10,21
HUMANATA,estado nutricional,talla baja,2010-11-01,5,3,10,9,7,4,22,16,38
ICHOCA,estado nutricional,talla baja,2010-11-01,10,13,10,7,33,28,53,48,101
ICLA,estado nutricional,talla baja,2010-11-01,13,6,36,19,142,138,191,163,354
INCAHUASI,estado nutricional,talla baja,2010-11-01,28,22,40,25,60,72,128,119,247
INGAVI (HUMAITA),estado nutricional,talla baja,2010-11-01,0,1,2,0,0,0,2,1,3
INQUISIVI,estado nutricional,talla baja,2010-11-01,13,3,12,9,17,16,42,28,70
IRUPANA (VILLA DE LANZA),estado nutricional,talla baja,2010-11-01,1,1,2,1,3,6,6,8,14
IXIAMAS,estado nutricional,talla baja,2010-11-01,5,4,6,4,19,6,30,14,44
JESUS DE MACHACA,estado nutricional,talla baja,2010-11-01,8,8,13,2,9,7,30,17,47
LA ASUNTA,estado nutricional,talla baja,2010-11-01,20,16,33,31,31,24,84,71,155
LA GUARDIA,estado nutricional,talla baja,2010-11-01,10,17,6,12,13,18,29,47,76
LA PAZ,estado nutricional,talla baja,2010-11-01,344,205,417,247,311,271,1072,723,1795
LAGUNILLAS,estado nutricional,talla baja,2010-11-01,0,1,5,3,4,6,9,10,19
LAJA,estado nutricional,talla baja,2010-11-01,5,6,8,8,4,7,17,21,38
LAS CARRERAS,estado nutricional,talla baja,2010-11-01,0,1,2,1,7,3,9,5,14
LICOMA PAMPA,estado nutricional,talla baja,2010-11-01,0,0,0,2,1,1,1,3,4
LLALLAGUA,estado nutricional,talla baja,2010-11-01,32,19,58,43,40,23,130,85,215
LLICA,estado nutricional,talla baja,2010-11-01,5,5,3,1,4,5,12,11,23
LORETO,estado nutricional,talla baja,2010-11-01,1,1,7,5,12,6,20,12,32
LURIBAY,estado nutricional,talla baja,2010-11-01,1,6,17,7,16,12,34,25,59
MACHACAMARCA,estado nutricional,talla baja,2010-11-01,4,0,10,4,6,4,20,8,28
MACHARETI,estado nutricional,talla baja,2010-11-01,5,2,7,5,10,8,22,15,37
MAGDALENA,estado nutricional,talla baja,2010-11-01,2,2,2,4,5,3,9,9,18
MAIRANA,estado nutricional,talla baja,2010-11-01,5,6,9,3,5,9,19,18,37
MALLA,estado nutricional,talla baja,2010-11-01,5,2,8,9,18,14,31,25,56
MAPIRI,estado nutricional,talla baja,2010-11-01,1,0,0,0,0,3,1,3,4
MECAPACA,estado nutricional,talla baja,2010-11-01,3,3,15,3,7,10,25,16,41
MINEROS,estado nutricional,talla baja,2010-11-01,7,2,11,14,10,11,28,27,55
MIZQUE,estado nutricional,talla baja,2010-11-01,13,15,22,34,37,33,72,82,154
MOCOMOCO,estado nutricional,talla baja,2010-11-01,6,11,16,18,18,20,40,49,89
MOJINETE,estado nutricional,talla baja,2010-11-01,1,0,0,0,0,0,1,0,1
MOJOCOYA,estado nutricional,talla baja,2010-11-01,3,1,7,10,14,9,24,20,44
MONTEAGUDO,estado nutricional,talla baja,2010-11-01,3,7,13,8,30,29,46,44,90
MONTERO,estado nutricional,talla baja,2010-11-01,19,15,34,30,26,31,79,76,155
MORO MORO,estado nutricional,talla baja,2010-11-01,3,2,2,1,1,0,6,3,9
MOROCHATA,estado nutricional,talla baja,2010-11-01,19,7,32,24,22,11,73,42,115
NACEBE (SANTA ROSA DEL ABUNA),estado nutricional,talla baja,2010-11-01,1,1,2,0,3,2,6,3,9
NAZACARA DE PACAJES,estado nutricional,talla baja,2010-11-01,1,1,1,1,0,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,talla baja,2010-11-01,0,0,3,3,2,2,5,5,10
OCURI,estado nutricional,talla baja,2010-11-01,43,25,81,47,70,79,194,151,345
OKINAWA,estado nutricional,talla baja,2010-11-01,2,0,1,2,2,1,5,3,8
OMEREQUE,estado nutricional,talla baja,2010-11-01,1,0,1,2,4,2,6,4,10
ORURO,estado nutricional,talla baja,2010-11-01,234,119,326,232,167,168,727,519,1246
PADCAYA,estado nutricional,talla baja,2010-11-01,7,8,18,10,11,12,36,30,66
PADILLA,estado nutricional,talla baja,2010-11-01,13,7,16,5,54,55,83,67,150
PAILON,estado nutricional,talla baja,2010-11-01,1,1,2,3,6,1,9,5,14
PALCA,estado nutricional,talla baja,2010-11-01,2,4,17,6,13,18,32,28,60
PALOS BLANCOS,estado nutricional,talla baja,2010-11-01,9,3,24,14,26,24,59,41,100
PAMPA AULLAGAS,estado nutricional,talla baja,2010-11-01,7,6,15,7,2,7,24,20,44
PAMPA GRANDE,estado nutricional,talla baja,2010-11-01,0,1,3,7,10,4,13,12,25
PAPEL PAMPA,estado nutricional,talla baja,2010-11-01,1,1,7,0,4,5,12,6,18
PASORAPA,estado nutricional,talla baja,2010-11-01,2,1,3,2,8,3,13,6,19
PATACAMAYA,estado nutricional,talla baja,2010-11-01,20,14,19,18,16,15,55,47,102
PAZÑA,estado nutricional,talla baja,2010-11-01,5,5,17,7,9,14,31,26,57
PELECHUCO,estado nutricional,talla baja,2010-11-01,4,3,10,3,9,4,23,10,33
POCOATA,estado nutricional,talla baja,2010-11-01,23,21,86,66,96,78,205,165,370
POCONA,estado nutricional,talla baja,2010-11-01,18,8,32,33,29,33,79,74,153
POJO (CBBA),estado nutricional,talla baja,2010-11-01,4,4,4,4,16,16,24,24,48
POOPO,estado nutricional,talla baja,2010-11-01,1,1,2,3,3,0,6,4,10
PORCO,estado nutricional,talla baja,2010-11-01,32,13,33,11,20,19,85,43,128
POROMA,estado nutricional,talla baja,2010-11-01,32,22,56,40,116,126,204,188,392
PORONGO,estado nutricional,talla baja,2010-11-01,2,1,6,2,4,7,12,10,22
PORTACHUELO,estado nutricional,talla baja,2010-11-01,1,0,4,1,3,0,8,1,9
PORVENIR,estado nutricional,talla baja,2010-11-01,4,3,2,6,6,3,12,12,24
POSTRER VALLE,estado nutricional,talla baja,2010-11-01,0,1,0,1,4,6,4,8,12
POTOSI,estado nutricional,talla baja,2010-11-01,174,100,275,171,155,133,604,404,1008
PRESTO,estado nutricional,talla baja,2010-11-01,7,3,28,12,46,36,81,51,132
PUCARA,estado nutricional,talla baja,2010-11-01,1,0,2,3,3,3,6,6,12
PUCARANI,estado nutricional,talla baja,2010-11-01,28,12,32,20,16,12,76,44,120
PUERTO ACOSTA,estado nutricional,talla baja,2010-11-01,1,0,9,10,1,1,11,11,22
PUERTO CARABUCO,estado nutricional,talla baja,2010-11-01,8,11,11,8,26,13,45,32,77
PUERTO GONZALO MORENO,estado nutricional,talla baja,2010-11-01,3,9,23,18,28,27,54,54,108
PUERTO PEREZ,estado nutricional,talla baja,2010-11-01,6,0,2,2,5,6,13,8,21
PUERTO QUIJARRO,estado nutricional,talla baja,2010-11-01,0,1,0,1,0,0,0,2,2
PUERTO RICO,estado nutricional,talla baja,2010-11-01,1,3,8,6,3,6,12,15,27
PUERTO SILES,estado nutricional,talla baja,2010-11-01,0,0,1,1,4,0,5,1,6
PUERTO SUAREZ,estado nutricional,talla baja,2010-11-01,0,1,1,0,1,1,2,2,4
PUERTO VILLARROEL,estado nutricional,talla baja,2010-11-01,30,44,62,70,73,86,165,200,365
PUNA,estado nutricional,talla baja,2010-11-01,25,23,30,30,47,62,102,115,217
PUNATA,estado nutricional,talla baja,2010-11-01,5,4,16,11,3,2,24,17,41
QUIABAYA,estado nutricional,talla baja,2010-11-01,1,0,3,1,5,0,9,1,10
QUILLACOLLO,estado nutricional,talla baja,2010-11-01,28,17,42,37,35,32,105,86,191
QUIME,estado nutricional,talla baja,2010-11-01,6,1,17,4,16,18,39,23,62
QUIRUSILLAS,estado nutricional,talla baja,2010-11-01,0,0,0,0,0,1,0,1,1
RAVELO,estado nutricional,talla baja,2010-11-01,49,41,88,133,180,179,317,353,670
REYES,estado nutricional,talla baja,2010-11-01,2,1,2,7,2,3,6,11,17
RIBERALTA,estado nutricional,talla baja,2010-11-01,14,22,39,45,27,23,80,90,170
ROBORE,estado nutricional,talla baja,2010-11-01,7,5,5,9,4,2,16,16,32
RURRENABAQUE,estado nutricional,talla baja,2010-11-01,6,4,8,6,17,9,31,19,50
SABAYA,estado nutricional,talla baja,2010-11-01,2,0,0,3,3,2,5,5,10
SACABA,estado nutricional,talla baja,2010-11-01,47,37,67,83,91,115,205,235,440
SACABAMBA,estado nutricional,talla baja,2010-11-01,2,1,1,2,10,7,13,10,23
SACACA,estado nutricional,talla baja,2010-11-01,64,43,113,90,126,154,303,287,590
SAIPINA,estado nutricional,talla baja,2010-11-01,1,0,1,3,6,2,8,5,13
SALINAS DE GARCI MENDOZA,estado nutricional,talla baja,2010-11-01,11,5,17,7,24,15,52,27,79
SAMAIPATA,estado nutricional,talla baja,2010-11-01,4,1,3,2,2,1,9,4,13
SAN AGUSTIN,estado nutricional,talla baja,2010-11-01,0,0,1,0,1,3,2,3,5
SAN ANDRES,estado nutricional,talla baja,2010-11-01,4,1,3,0,2,4,9,5,14
SAN ANDRES DE MACHACA,estado nutricional,talla baja,2010-11-01,0,0,2,3,4,5,6,8,14
SAN ANTONIO DE ESMORUCO,estado nutricional,talla baja,2010-11-01,1,4,5,0,4,7,10,11,21
SAN ANTONIO DE LOMERIO,estado nutricional,talla baja,2010-11-01,4,6,8,3,16,12,28,21,49
SAN BENITO,estado nutricional,talla baja,2010-11-01,7,6,15,7,15,14,37,27,64
SAN BORJA,estado nutricional,talla baja,2010-11-01,22,8,39,25,54,34,115,67,182
SAN BUENA VENTURA,estado nutricional,talla baja,2010-11-01,1,1,11,5,7,9,19,15,34
SAN CARLOS,estado nutricional,talla baja,2010-11-01,3,2,6,4,5,4,14,10,24
SAN IGNACIO,estado nutricional,talla baja,2010-11-01,21,5,20,15,38,26,79,46,125
SAN IGNACIO DE VELASCO,estado nutricional,talla baja,2010-11-01,41,24,34,23,54,40,129,87,216
SAN JAVIER(BNI),estado nutricional,talla baja,2010-11-01,2,0,1,2,0,1,3,3,6
SAN JAVIER(STC),estado nutricional,talla baja,2010-11-01,1,4,4,13,5,7,10,24,34
SAN JOAQUIN,estado nutricional,talla baja,2010-11-01,8,3,3,4,3,1,14,8,22
SAN JOSE DE CHIQUITOS,estado nutricional,talla baja,2010-11-01,8,3,6,1,7,2,21,6,27
SAN JUAN DE YAPACANI,estado nutricional,talla baja,2010-11-01,0,0,0,0,1,1,1,1,2
SAN JULIAN,estado nutricional,talla baja,2010-11-01,7,6,17,15,10,20,34,41,75
SAN LORENZO(PND),estado nutricional,talla baja,2010-11-01,3,1,7,4,6,6,16,11,27
SAN LORENZO(TJA),estado nutricional,talla baja,2010-11-01,13,4,18,12,16,15,47,31,78
SAN LUCAS,estado nutricional,talla baja,2010-11-01,61,53,152,116,344,336,557,505,1062
SAN MATIAS,estado nutricional,talla baja,2010-11-01,1,0,1,0,0,0,2,0,2
SAN MIGUEL DE VELASCO,estado nutricional,talla baja,2010-11-01,5,4,12,5,10,10,27,19,46
SAN PABLO DE LIPEZ,estado nutricional,talla baja,2010-11-01,2,4,4,5,5,7,11,16,27
SAN PEDRO,estado nutricional,talla baja,2010-11-01,4,1,3,5,10,3,17,9,26
SAN PEDRO DE BUENA VISTA,estado nutricional,talla baja,2010-11-01,67,60,93,87,129,122,289,269,558
SAN PEDRO DE CURAHUARA,estado nutricional,talla baja,2010-11-01,2,1,2,5,12,13,16,19,35
SAN PEDRO DE QUEMES,estado nutricional,talla baja,2010-11-01,0,0,0,0,2,1,2,1,3
SAN PEDRO DE TIQUINA,estado nutricional,talla baja,2010-11-01,4,7,3,4,0,1,7,12,19
SAN PEDRO(PND),estado nutricional,talla baja,2010-11-01,3,1,1,1,1,0,5,2,7
SAN RAFAEL,estado nutricional,talla baja,2010-11-01,2,0,7,5,5,3,14,8,22
SAN RAMON BENI,estado nutricional,talla baja,2010-11-01,1,2,1,1,0,2,2,5,7
SAN RAMON SCZ,estado nutricional,talla baja,2010-11-01,4,2,3,2,4,8,11,12,23
SANTA ANA,estado nutricional,talla baja,2010-11-01,1,2,9,5,1,2,11,9,20
SANTA CRUZ DE LA SIERRA,estado nutricional,talla baja,2010-11-01,155,95,102,93,148,123,405,311,716
SANTA ROSA,estado nutricional,talla baja,2010-11-01,2,1,3,5,4,2,9,8,17
SANTA ROSA DEL SARA,estado nutricional,talla baja,2010-11-01,3,2,1,1,5,5,9,8,17
SANTIAGO DE CALLAPA,estado nutricional,talla baja,2010-11-01,1,1,4,3,1,0,6,4,10
SANTIAGO DE HUARI,estado nutricional,talla baja,2010-11-01,12,3,9,10,29,16,50,29,79
SANTIAGO DE HUATA,estado nutricional,talla baja,2010-11-01,0,2,1,0,7,2,8,4,12
SANTIAGO DE MACHACA,estado nutricional,talla baja,2010-11-01,4,2,11,9,6,5,21,16,37
SANTIVAÑES,estado nutricional,talla baja,2010-11-01,1,1,2,0,5,9,8,10,18
SANTUARIO DE QUILLACAS,estado nutricional,talla baja,2010-11-01,4,4,2,7,18,27,24,38,62
SAPAHAQUI,estado nutricional,talla baja,2010-11-01,8,3,7,7,11,15,26,25,51
SENA,estado nutricional,talla baja,2010-11-01,1,1,5,8,6,2,12,11,23
SHINAOTA,estado nutricional,talla baja,2010-11-01,5,5,17,17,16,21,38,43,81
SICA SICA (VILLA AROMA),estado nutricional,talla baja,2010-11-01,15,9,18,9,12,18,45,36,81
SICAYA,estado nutricional,talla baja,2010-11-01,2,2,15,8,7,11,24,21,45
SIPE SIPE,estado nutricional,talla baja,2010-11-01,8,14,33,27,28,31,69,72,141
SOPACHUY,estado nutricional,talla baja,2010-11-01,9,6,19,14,86,75,114,95,209
SORACACHI,estado nutricional,talla baja,2010-11-01,14,4,17,12,19,17,50,33,83
SORATA,estado nutricional,talla baja,2010-11-01,4,7,20,16,14,10,38,33,71
SUCRE,estado nutricional,talla baja,2010-11-01,97,120,225,191,229,246,551,557,1108
TACACOMA,estado nutricional,talla baja,2010-11-01,1,0,2,0,2,7,5,7,12
TACOBAMBA,estado nutricional,talla baja,2010-11-01,9,10,33,25,16,16,58,51,109
TACOPAYA,estado nutricional,talla baja,2010-11-01,11,11,26,16,37,35,74,62,136
TAHUA,estado nutricional,talla baja,2010-11-01,0,0,2,0,0,0,2,0,2
TAPACARI,estado nutricional,talla baja,2010-11-01,58,41,88,55,101,85,247,181,428
TARABUCO,estado nutricional,talla baja,2010-11-01,26,20,62,53,214,211,302,284,586
TARACO,estado nutricional,talla baja,2010-11-01,1,3,3,3,3,1,7,7,14
TARATA,estado nutricional,talla baja,2010-11-01,9,4,13,2,8,3,30,9,39
TARIJA,estado nutricional,talla baja,2010-11-01,21,20,51,30,286,44,358,94,452
TARVITA,estado nutricional,talla baja,2010-11-01,32,17,62,36,184,190,278,243,521
TEOPONTE,estado nutricional,talla baja,2010-11-01,1,3,1,1,2,2,4,6,10
TIAWANACU,estado nutricional,talla baja,2010-11-01,10,9,9,8,5,6,24,23,47
TINGUIPAYA,estado nutricional,talla baja,2010-11-01,24,22,43,29,33,29,100,80,180
TIPUANI,estado nutricional,talla baja,2010-11-01,1,1,5,1,4,6,10,8,18
TIQUIPAYA,estado nutricional,talla baja,2010-11-01,19,11,39,44,38,52,96,107,203
TIRAQUE (CBBA),estado nutricional,talla baja,2010-11-01,22,23,52,49,21,34,95,106,201
TITO YUPANQUI (PARQUIPUJIO),estado nutricional,talla baja,2010-11-01,3,0,1,0,2,1,6,1,7
TOCO,estado nutricional,talla baja,2010-11-01,1,1,3,3,5,1,9,5,14
TODOS SANTOS,estado nutricional,talla baja,2010-11-01,2,0,1,1,1,3,4,4,8
TOLATA,estado nutricional,talla baja,2010-11-01,6,2,6,4,0,7,12,13,25
TOLEDO,estado nutricional,talla baja,2010-11-01,8,6,11,6,5,0,24,12,36
TOMAVE,estado nutricional,talla baja,2010-11-01,13,12,36,19,30,32,79,63,142
TOMINA,estado nutricional,talla baja,2010-11-01,5,5,28,19,98,119,131,143,274
TORO TORO,estado nutricional,talla baja,2010-11-01,7,10,24,32,62,56,93,98,191
TOTORA(CBBA),estado nutricional,talla baja,2010-11-01,18,6,33,17,20,19,71,42,113
TOTORA(ORR),estado nutricional,talla baja,2010-11-01,1,0,7,4,8,7,16,11,27
TRINIDAD,estado nutricional,talla baja,2010-11-01,12,11,10,9,21,15,43,35,78
TUPIZA,estado nutricional,talla baja,2010-11-01,25,19,42,30,63,36,130,85,215
TURCO,estado nutricional,talla baja,2010-11-01,2,2,9,12,4,4,15,18,33
UMALA,estado nutricional,talla baja,2010-11-01,0,0,11,5,9,4,20,9,29
UNCIA,estado nutricional,talla baja,2010-11-01,26,16,53,30,56,44,135,90,225
URIONDO (A. CONCEPCION),estado nutricional,talla baja,2010-11-01,3,2,8,5,10,9,21,16,37
UYUNI,estado nutricional,talla baja,2010-11-01,34,18,58,39,31,41,123,98,221
VACAS,estado nutricional,talla baja,2010-11-01,8,9,23,13,11,9,42,31,73
VALLEGRANDE,estado nutricional,talla baja,2010-11-01,2,1,4,4,5,2,11,7,18
VIACHA,estado nutricional,talla baja,2010-11-01,33,30,50,39,21,23,104,92,196
VILA VILA,estado nutricional,talla baja,2010-11-01,4,6,13,11,31,45,48,62,110
VILLA CHARCAS,estado nutricional,talla baja,2010-11-01,23,26,66,32,87,94,176,152,328
VILLA MONTES,estado nutricional,talla baja,2010-11-01,6,8,11,6,16,14,33,28,61
VILLA NUEVA (LOMA ALTA),estado nutricional,talla baja,2010-11-01,2,1,3,5,7,9,12,15,27
VILLA RIVERO,estado nutricional,talla baja,2010-11-01,2,2,6,9,12,7,20,18,38
VILLA SERRANO,estado nutricional,talla baja,2010-11-01,14,8,22,18,79,56,115,82,197
VILLA TUNARI,estado nutricional,talla baja,2010-11-01,40,31,67,70,106,113,213,214,427
VILLA VACA GUZMAN (MUYUPAMPA),estado nutricional,talla baja,2010-11-01,2,5,1,3,7,9,10,17,27
VILLAZON,estado nutricional,talla baja,2010-11-01,28,21,61,43,37,44,126,108,234
VINTO,estado nutricional,talla baja,2010-11-01,28,13,30,25,17,13,75,51,126
VITICHI,estado nutricional,talla baja,2010-11-01,10,5,26,25,43,49,79,79,158
WALDO BALLIVIAN,estado nutricional,talla baja,2010-11-01,1,2,1,2,2,6,4,10,14
WARNES,estado nutricional,talla baja,2010-11-01,3,4,3,7,4,3,10,14,24
YACO,estado nutricional,talla baja,2010-11-01,5,8,33,17,42,25,80,50,130
YACUIBA,estado nutricional,talla baja,2010-11-01,10,42,13,17,16,30,39,89,128
YAMPARAEZ,estado nutricional,talla baja,2010-11-01,3,3,18,19,87,77,108,99,207
YANACACHI,estado nutricional,talla baja,2010-11-01,5,0,5,6,1,1,11,7,18
YAPACANI,estado nutricional,talla baja,2010-11-01,4,5,13,20,15,20,32,45,77
YOCALLA,estado nutricional,talla baja,2010-11-01,7,7,10,9,14,12,31,28,59
YOTALA,estado nutricional,talla baja,2010-11-01,4,1,9,5,34,24,47,30,77
YUNCHARA,estado nutricional,talla baja,2010-11-01,6,4,19,8,50,27,75,39,114
ZUDAÑEZ,estado nutricional,talla baja,2010-11-01,6,2,20,10,69,75,95,87,182
ACACIO,estado nutricional,talla baja,2010-12-01,17,6,23,17,43,43,83,66,149
ACHACACHI,estado nutricional,talla baja,2010-12-01,25,15,37,20,13,16,75,51,126
ACHOCALLA,estado nutricional,talla baja,2010-12-01,1,0,3,5,5,1,9,6,15
AIQUILE,estado nutricional,talla baja,2010-12-01,31,19,46,48,66,72,143,139,282
ALALAY,estado nutricional,talla baja,2010-12-01,5,5,12,8,9,4,26,17,43
ALCALA,estado nutricional,talla baja,2010-12-01,3,3,7,3,21,21,31,27,58
ALTO BENI,estado nutricional,talla baja,2010-12-01,2,5,3,1,2,6,7,12,19
ANCORAIMES,estado nutricional,talla baja,2010-12-01,11,12,11,7,8,8,30,27,57
ANDAMARCA,estado nutricional,talla baja,2010-12-01,1,2,8,8,17,20,26,30,56
ANTEQUERA,estado nutricional,talla baja,2010-12-01,1,0,2,0,1,1,4,1,5
ANZALDO,estado nutricional,talla baja,2010-12-01,5,5,13,27,8,13,26,45,71
APOLO,estado nutricional,talla baja,2010-12-01,7,1,16,16,14,22,37,39,76
ARAMPAMPA,estado nutricional,talla baja,2010-12-01,7,12,23,20,31,32,61,64,125
ARANI,estado nutricional,talla baja,2010-12-01,2,4,5,8,10,7,17,19,36
ARBIETO,estado nutricional,talla baja,2010-12-01,2,3,9,10,4,7,15,20,35
ARQUE,estado nutricional,talla baja,2010-12-01,20,8,46,42,43,50,109,100,209
ASCENCION DE GUARAYOS,estado nutricional,talla baja,2010-12-01,1,5,9,16,22,28,32,49,81
ATOCHA,estado nutricional,talla baja,2010-12-01,15,5,7,5,8,12,30,22,52
AUCAPATA,estado nutricional,talla baja,2010-12-01,2,3,8,3,6,9,16,15,31
AYATA,estado nutricional,talla baja,2010-12-01,2,7,10,11,10,8,22,26,48
AYO AYO,estado nutricional,talla baja,2010-12-01,4,2,18,7,2,4,24,13,37
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,talla baja,2010-12-01,33,18,45,40,43,28,121,86,207
AZURDUY,estado nutricional,talla baja,2010-12-01,18,15,22,33,93,88,133,136,269
BATALLAS,estado nutricional,talla baja,2010-12-01,10,10,15,21,9,8,34,39,73
BAURES,estado nutricional,talla baja,2010-12-01,3,0,3,0,2,0,8,0,8
BELEN DE ANDAMARCA,estado nutricional,talla baja,2010-12-01,3,1,2,0,3,3,8,4,12
BELEN DE URMIRI,estado nutricional,talla baja,2010-12-01,1,1,2,2,3,6,6,9,15
BELLA FLOR,estado nutricional,talla baja,2010-12-01,1,2,1,0,3,2,5,4,9
BERMEJO,estado nutricional,talla baja,2010-12-01,1,3,8,7,10,7,19,17,36
BETANZOS,estado nutricional,talla baja,2010-12-01,58,35,107,86,122,104,287,225,512
BOLIVAR,estado nutricional,talla baja,2010-12-01,18,10,45,37,105,93,168,140,308
BOLPEBRA,estado nutricional,talla baja,2010-12-01,2,2,1,6,6,6,9,14,23
BOYUIBE,estado nutricional,talla baja,2010-12-01,1,0,1,3,2,4,4,7,11
BUENA VISTA,estado nutricional,talla baja,2010-12-01,3,0,3,5,3,6,9,11,20
CABEZAS,estado nutricional,talla baja,2010-12-01,1,2,2,3,3,5,6,10,16
CAIROMA,estado nutricional,talla baja,2010-12-01,5,10,7,10,16,20,28,40,68
"CAIZA ""D""",estado nutricional,talla baja,2010-12-01,9,8,17,10,26,27,52,45,97
CAJUATA,estado nutricional,talla baja,2010-12-01,1,0,2,3,3,3,6,6,12
CALACOTO,estado nutricional,talla baja,2010-12-01,4,2,5,4,9,8,18,14,32
CALAMARCA,estado nutricional,talla baja,2010-12-01,21,16,39,22,21,20,81,58,139
CAMARGO,estado nutricional,talla baja,2010-12-01,19,12,34,27,54,54,107,93,200
CAMATAQUI (C. VILLA ABECIA),estado nutricional,talla baja,2010-12-01,0,0,2,2,4,5,6,7,13
CAMIRI,estado nutricional,talla baja,2010-12-01,6,10,16,7,12,14,34,31,65
CAPINOTA,estado nutricional,talla baja,2010-12-01,8,4,15,24,15,17,38,45,83
CAQUIAVIRI,estado nutricional,talla baja,2010-12-01,4,2,29,13,19,20,52,35,87
