,group,variable,month,TALLA NORMAL < DE 1 AÑO,TALLA NORMAL < DE 1 AÑO,TALLA NORMAL 1 A MENOR DE 2 AÑOS,TALLA NORMAL 1 A MENOR DE 2 AÑOS,TALLA NORMAL 2 A MENOR DE 5 AÑOS,TALLA NORMAL 2 A MENOR DE 5 AÑOS,TOTALES,TOTALES,TOTALES
DESAGUADERO,estado nutricional,talla normal,2010-11-01,43,34,36,30,20,29,99,93,192
EL ALTO,estado nutricional,talla normal,2010-11-01,5485,5199,3471,3300,2427,2300,11383,10799,22182
EL CHORO,estado nutricional,talla normal,2010-11-01,27,38,34,30,30,36,91,104,195
EL PUENTE(STC),estado nutricional,talla normal,2010-11-01,96,98,85,85,140,135,321,318,639
EL PUENTE(TJA),estado nutricional,talla normal,2010-11-01,91,65,58,53,91,62,240,180,420
EL TORNO,estado nutricional,talla normal,2010-11-01,314,325,209,147,188,158,711,630,1341
EL VILLAR,estado nutricional,talla normal,2010-11-01,26,28,28,30,65,62,119,120,239
ENTRE RIOS TRJ,estado nutricional,talla normal,2010-11-01,148,163,165,138,153,130,466,431,897
ENTRE RIOS CBBA,estado nutricional,talla normal,2010-11-01,313,231,181,154,198,178,692,563,1255
ESCARA,estado nutricional,talla normal,2010-11-01,2,0,2,3,1,3,5,6,11
ESCOMA,estado nutricional,talla normal,2010-11-01,31,20,25,21,11,18,67,59,126
ESMERALDA,estado nutricional,talla normal,2010-11-01,0,3,1,1,2,0,3,4,7
EUCALIPTUS,estado nutricional,talla normal,2010-11-01,65,64,58,48,58,54,181,166,347
EUREKA (SANTOS MERCADO),estado nutricional,talla normal,2010-11-01,16,17,17,8,12,18,45,43,88
EXALTACION,estado nutricional,talla normal,2010-11-01,13,21,25,19,23,19,61,59,120
FERNANDEZ ALONSO,estado nutricional,talla normal,2010-11-01,58,62,56,36,66,44,180,142,322
FILADELFIA,estado nutricional,talla normal,2010-11-01,31,22,32,21,67,44,130,87,217
GENERAL SAAVEDRA,estado nutricional,talla normal,2010-11-01,122,121,116,98,164,135,402,354,756
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,talla normal,2010-11-01,72,70,52,45,38,43,162,158,320
GUANAY,estado nutricional,talla normal,2010-11-01,131,121,87,71,82,91,300,283,583
GUAQUI,estado nutricional,talla normal,2010-11-01,44,40,24,33,41,33,109,106,215
GUAYARAMERIN,estado nutricional,talla normal,2010-11-01,262,249,116,141,128,137,506,527,1033
GUTIERREZ,estado nutricional,talla normal,2010-11-01,93,105,104,99,163,157,360,361,721
HUACARETA,estado nutricional,talla normal,2010-11-01,59,57,62,61,95,90,216,208,424
HUACAYA (VILLA DE HUACAYA),estado nutricional,talla normal,2010-11-01,29,22,10,13,49,47,88,82,170
HUACHACALLA,estado nutricional,talla normal,2010-11-01,7,8,8,7,17,9,32,24,56
HUANUNI,estado nutricional,talla normal,2010-11-01,177,169,110,114,61,89,348,372,720
HUARACAJE,estado nutricional,talla normal,2010-11-01,26,29,8,12,8,18,42,59,101
HUARINA,estado nutricional,talla normal,2010-11-01,30,30,23,19,25,19,78,68,146
HUAYLLAMARCA,estado nutricional,talla normal,2010-11-01,34,38,34,37,32,40,100,115,215
HUMANATA,estado nutricional,talla normal,2010-11-01,28,24,23,16,12,6,63,46,109
ICHOCA,estado nutricional,talla normal,2010-11-01,20,26,24,21,19,34,63,81,144
ICLA,estado nutricional,talla normal,2010-11-01,81,79,46,53,142,155,269,287,556
INCAHUASI,estado nutricional,talla normal,2010-11-01,108,101,65,74,107,129,280,304,584
INGAVI (HUMAITA),estado nutricional,talla normal,2010-11-01,6,18,18,21,17,23,41,62,103
INQUISIVI,estado nutricional,talla normal,2010-11-01,77,68,41,52,76,70,194,190,384
IRUPANA (VILLA DE LANZA),estado nutricional,talla normal,2010-11-01,88,110,111,78,164,158,363,346,709
IXIAMAS,estado nutricional,talla normal,2010-11-01,80,82,55,55,62,74,197,211,408
JESUS DE MACHACA,estado nutricional,talla normal,2010-11-01,70,67,49,55,40,46,159,168,327
LA ASUNTA,estado nutricional,talla normal,2010-11-01,313,236,152,145,129,117,594,498,1092
LA GUARDIA,estado nutricional,talla normal,2010-11-01,721,668,327,301,417,401,1465,1370,2835
LA PAZ,estado nutricional,talla normal,2010-11-01,4041,4001,2580,2367,2505,2337,9126,8705,17831
LA RIVERA,estado nutricional,talla normal,2010-11-01,1,2,1,1,0,1,2,4,6
LAGUNILLAS,estado nutricional,talla normal,2010-11-01,59,60,49,58,183,112,291,230,521
LAJA,estado nutricional,talla normal,2010-11-01,130,99,86,96,66,72,282,267,549
LAS CARRERAS,estado nutricional,talla normal,2010-11-01,34,47,27,20,47,49,108,116,224
LICOMA PAMPA,estado nutricional,talla normal,2010-11-01,13,21,11,13,10,18,34,52,86
LLALLAGUA,estado nutricional,talla normal,2010-11-01,279,264,223,214,120,115,622,593,1215
LLICA,estado nutricional,talla normal,2010-11-01,26,24,25,32,26,34,77,90,167
LORETO,estado nutricional,talla normal,2010-11-01,29,30,13,19,34,43,76,92,168
LURIBAY,estado nutricional,talla normal,2010-11-01,73,61,57,47,61,87,191,195,386
MACHACAMARCA,estado nutricional,talla normal,2010-11-01,33,44,36,33,34,28,103,105,208
MACHARETI,estado nutricional,talla normal,2010-11-01,55,60,50,55,128,116,233,231,464
MAGDALENA,estado nutricional,talla normal,2010-11-01,82,70,50,44,94,100,226,214,440
MAIRANA,estado nutricional,talla normal,2010-11-01,87,93,45,44,55,46,187,183,370
MALLA,estado nutricional,talla normal,2010-11-01,13,9,11,8,18,17,42,34,76
MAPIRI,estado nutricional,talla normal,2010-11-01,63,66,39,30,52,49,154,145,299
MECAPACA,estado nutricional,talla normal,2010-11-01,83,76,58,58,62,58,203,192,395
MINEROS,estado nutricional,talla normal,2010-11-01,160,166,115,134,123,104,398,404,802
MIZQUE,estado nutricional,talla normal,2010-11-01,248,234,184,170,126,140,558,544,1102
MOCOMOCO,estado nutricional,talla normal,2010-11-01,74,85,46,51,50,57,170,193,363
MOJINETE,estado nutricional,talla normal,2010-11-01,2,4,0,1,1,2,3,7,10
MOJOCOYA,estado nutricional,talla normal,2010-11-01,68,60,46,52,81,85,195,197,392
MONTEAGUDO,estado nutricional,talla normal,2010-11-01,237,218,173,175,303,335,713,728,1441
MONTERO,estado nutricional,talla normal,2010-11-01,1062,1060,637,684,700,642,2399,2386,4785
MORO MORO,estado nutricional,talla normal,2010-11-01,14,13,10,20,10,11,34,44,78
MOROCHATA,estado nutricional,talla normal,2010-11-01,229,93,65,55,50,64,344,212,556
NACEBE (SANTA ROSA DEL ABUNA),estado nutricional,talla normal,2010-11-01,25,16,7,9,7,6,39,31,70
NAZACARA DE PACAJES,estado nutricional,talla normal,2010-11-01,3,1,2,6,0,0,5,7,12
NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,talla normal,2010-11-01,23,17,17,18,24,32,64,67,131
OCURI,estado nutricional,talla normal,2010-11-01,151,131,91,84,78,82,320,297,617
OKINAWA,estado nutricional,talla normal,2010-11-01,122,128,84,70,96,111,302,309,611
OMEREQUE,estado nutricional,talla normal,2010-11-01,73,51,31,33,42,35,146,119,265
ORURO,estado nutricional,talla normal,2010-11-01,1671,1713,1179,1278,990,949,3840,3940,7780
PADCAYA,estado nutricional,talla normal,2010-11-01,177,133,131,123,157,160,465,416,881
PADILLA,estado nutricional,talla normal,2010-11-01,75,89,64,65,152,181,291,335,626
PAILON,estado nutricional,talla normal,2010-11-01,218,181,173,100,203,168,594,449,1043
PALCA,estado nutricional,talla normal,2010-11-01,79,87,67,60,77,69,223,216,439
PALOS BLANCOS,estado nutricional,talla normal,2010-11-01,257,234,191,187,194,190,642,611,1253
PAMPA AULLAGAS,estado nutricional,talla normal,2010-11-01,17,14,14,15,9,4,40,33,73
PAMPA GRANDE,estado nutricional,talla normal,2010-11-01,75,57,37,27,32,38,144,122,266
PAPEL PAMPA,estado nutricional,talla normal,2010-11-01,29,25,39,29,23,25,91,79,170
PASORAPA,estado nutricional,talla normal,2010-11-01,24,23,27,11,73,50,124,84,208
PATACAMAYA,estado nutricional,talla normal,2010-11-01,183,166,133,115,43,43,359,324,683
PAZÑA,estado nutricional,talla normal,2010-11-01,50,53,30,47,72,83,152,183,335
PELECHUCO,estado nutricional,talla normal,2010-11-01,48,43,25,31,28,25,101,99,200
POCOATA,estado nutricional,talla normal,2010-11-01,165,154,123,174,98,107,386,435,821
POCONA,estado nutricional,talla normal,2010-11-01,109,86,87,104,95,81,291,271,562
POJO (CBBA),estado nutricional,talla normal,2010-11-01,98,123,92,73,95,76,285,272,557
POOPO,estado nutricional,talla normal,2010-11-01,4,2,9,5,8,7,21,14,35
PORCO,estado nutricional,talla normal,2010-11-01,69,70,21,25,28,35,118,130,248
POROMA,estado nutricional,talla normal,2010-11-01,163,140,94,99,176,176,433,415,848
PORONGO,estado nutricional,talla normal,2010-11-01,61,42,49,38,74,70,184,150,334
PORTACHUELO,estado nutricional,talla normal,2010-11-01,99,85,44,65,89,95,232,245,477
PORVENIR,estado nutricional,talla normal,2010-11-01,50,71,47,47,63,58,160,176,336
POSTRER VALLE,estado nutricional,talla normal,2010-11-01,11,16,13,11,17,8,41,35,76
POTOSI,estado nutricional,talla normal,2010-11-01,1061,1076,583,687,409,454,2053,2217,4270
PRESTO,estado nutricional,talla normal,2010-11-01,85,58,64,69,93,102,242,229,471
PUCARA,estado nutricional,talla normal,2010-11-01,11,17,10,18,15,17,36,52,88
PUCARANI,estado nutricional,talla normal,2010-11-01,247,214,163,179,129,111,539,504,1043
PUERTO ACOSTA,estado nutricional,talla normal,2010-11-01,81,76,37,49,22,28,140,153,293
PUERTO CARABUCO,estado nutricional,talla normal,2010-11-01,105,97,73,65,69,67,247,229,476
PUERTO GONZALO MORENO,estado nutricional,talla normal,2010-11-01,70,67,63,39,70,79,203,185,388
PUERTO PEREZ,estado nutricional,talla normal,2010-11-01,37,50,26,33,16,22,79,105,184
PUERTO QUIJARRO,estado nutricional,talla normal,2010-11-01,112,111,68,64,42,29,222,204,426
PUERTO RICO,estado nutricional,talla normal,2010-11-01,72,55,35,36,39,46,146,137,283
PUERTO SILES,estado nutricional,talla normal,2010-11-01,14,7,1,16,7,7,22,30,52
PUERTO SUAREZ,estado nutricional,talla normal,2010-11-01,121,112,80,59,33,41,234,212,446
PUERTO VILLARROEL,estado nutricional,talla normal,2010-11-01,628,556,371,334,398,357,1397,1247,2644
PUNA,estado nutricional,talla normal,2010-11-01,152,184,120,152,189,157,461,493,954
PUNATA,estado nutricional,talla normal,2010-11-01,170,167,100,110,78,59,348,336,684
QUIABAYA,estado nutricional,talla normal,2010-11-01,22,12,12,8,16,7,50,27,77
QUILLACOLLO,estado nutricional,talla normal,2010-11-01,646,545,425,376,251,211,1322,1132,2454
QUIME,estado nutricional,talla normal,2010-11-01,86,58,75,47,88,75,249,180,429
QUIRUSILLAS,estado nutricional,talla normal,2010-11-01,8,5,12,9,10,20,30,34,64
RAVELO,estado nutricional,talla normal,2010-11-01,116,137,85,97,134,110,335,344,679
REYES,estado nutricional,talla normal,2010-11-01,90,82,49,66,58,69,197,217,414
RIBERALTA,estado nutricional,talla normal,2010-11-01,1240,1160,823,737,616,561,2679,2458,5137
ROBORE,estado nutricional,talla normal,2010-11-01,100,111,87,93,107,104,294,308,602
RURRENABAQUE,estado nutricional,talla normal,2010-11-01,138,123,74,87,94,91,306,301,607
SABAYA,estado nutricional,talla normal,2010-11-01,23,24,15,13,13,10,51,47,98
SACABA,estado nutricional,talla normal,2010-11-01,1230,1182,894,756,623,568,2747,2506,5253
SACABAMBA,estado nutricional,talla normal,2010-11-01,36,30,17,27,25,29,78,86,164
SACACA,estado nutricional,talla normal,2010-11-01,132,140,59,100,100,133,291,373,664
SAIPINA,estado nutricional,talla normal,2010-11-01,52,53,44,43,29,32,125,128,253
SALINAS DE GARCI MENDOZA,estado nutricional,talla normal,2010-11-01,81,98,62,69,106,122,249,289,538
SAMAIPATA,estado nutricional,talla normal,2010-11-01,63,50,32,36,42,23,137,109,246
SAN AGUSTIN,estado nutricional,talla normal,2010-11-01,6,12,10,14,13,22,29,48,77
SAN ANDRES,estado nutricional,talla normal,2010-11-01,93,87,47,78,98,113,238,278,516
SAN ANDRES DE MACHACA,estado nutricional,talla normal,2010-11-01,21,19,12,13,8,21,41,53,94
SAN ANTONIO DE ESMORUCO,estado nutricional,talla normal,2010-11-01,11,10,5,6,17,21,33,37,70
SAN ANTONIO DE LOMERIO,estado nutricional,talla normal,2010-11-01,49,48,27,42,89,110,165,200,365
SAN BENITO,estado nutricional,talla normal,2010-11-01,135,148,117,108,106,89,358,345,703
SAN BORJA,estado nutricional,talla normal,2010-11-01,348,331,230,249,282,281,860,861,1721
SAN BUENA VENTURA,estado nutricional,talla normal,2010-11-01,114,98,64,46,79,85,257,229,486
SAN CARLOS,estado nutricional,talla normal,2010-11-01,139,133,98,105,120,59,357,297,654
SAN IGNACIO,estado nutricional,talla normal,2010-11-01,216,191,158,176,253,229,627,596,1223
SAN IGNACIO DE VELASCO,estado nutricional,talla normal,2010-11-01,652,605,381,331,495,522,1528,1458,2986
SAN JAVIER(BNI),estado nutricional,talla normal,2010-11-01,16,14,9,8,23,23,48,45,93
SAN JAVIER(STC),estado nutricional,talla normal,2010-11-01,89,91,54,49,56,45,199,185,384
SAN JOAQUIN,estado nutricional,talla normal,2010-11-01,23,31,19,15,20,24,62,70,132
SAN JOSE DE CHIQUITOS,estado nutricional,talla normal,2010-11-01,127,117,61,70,64,89,252,276,528
SAN JUAN DE YAPACANI,estado nutricional,talla normal,2010-11-01,58,49,39,40,33,43,130,132,262
SAN JULIAN,estado nutricional,talla normal,2010-11-01,410,353,345,309,325,280,1080,942,2022
SAN LORENZO(PND),estado nutricional,talla normal,2010-11-01,50,54,28,33,31,45,109,132,241
SAN LORENZO(TJA),estado nutricional,talla normal,2010-11-01,190,172,162,121,129,125,481,418,899
SAN LUCAS,estado nutricional,talla normal,2010-11-01,307,312,212,308,466,382,985,1002,1987
SAN MATIAS,estado nutricional,talla normal,2010-11-01,63,229,34,22,37,35,134,286,420
SAN MIGUEL DE VELASCO,estado nutricional,talla normal,2010-11-01,121,99,67,69,110,99,298,267,565
SAN PABLO DE LIPEZ,estado nutricional,talla normal,2010-11-01,15,14,10,7,21,15,46,36,82
SAN PEDRO,estado nutricional,talla normal,2010-11-01,130,112,102,92,123,143,355,347,702
SAN PEDRO DE BUENA VISTA,estado nutricional,talla normal,2010-11-01,198,197,126,134,146,114,470,445,915
SAN PEDRO DE CURAHUARA,estado nutricional,talla normal,2010-11-01,42,37,36,23,50,66,128,126,254
SAN PEDRO DE QUEMES,estado nutricional,talla normal,2010-11-01,0,2,2,4,1,5,3,11,14
SAN PEDRO DE TIQUINA,estado nutricional,talla normal,2010-11-01,13,13,15,15,13,7,41,35,76
SAN PEDRO(PND),estado nutricional,talla normal,2010-11-01,13,10,7,12,16,21,36,43,79
SAN RAFAEL,estado nutricional,talla normal,2010-11-01,53,63,43,40,62,46,158,149,307
SAN RAMON BENI,estado nutricional,talla normal,2010-11-01,36,35,24,32,29,39,89,106,195
SAN RAMON SCZ,estado nutricional,talla normal,2010-11-01,57,42,34,36,68,51,159,129,288
SANTA ANA,estado nutricional,talla normal,2010-11-01,194,160,118,97,77,79,389,336,725
SANTA CRUZ DE LA SIERRA,estado nutricional,talla normal,2010-11-01,6364,5733,3218,2826,2918,3090,12500,11649,24149
SANTA ROSA,estado nutricional,talla normal,2010-11-01,72,84,46,50,67,61,185,195,380
SANTA ROSA DEL SARA,estado nutricional,talla normal,2010-11-01,100,109,96,82,83,104,279,295,574
SANTIAGO DE CALLAPA,estado nutricional,talla normal,2010-11-01,21,27,11,24,5,13,37,64,101
SANTIAGO DE HUARI,estado nutricional,talla normal,2010-11-01,59,56,49,47,50,74,158,177,335
SANTIAGO DE HUATA,estado nutricional,talla normal,2010-11-01,59,48,22,29,24,28,105,105,210
SANTIAGO DE MACHACA,estado nutricional,talla normal,2010-11-01,34,27,32,26,19,34,85,87,172
SANTIVAÑES,estado nutricional,talla normal,2010-11-01,29,34,24,32,27,20,80,86,166
SANTUARIO DE QUILLACAS,estado nutricional,talla normal,2010-11-01,30,29,21,20,26,35,77,84,161
SAPAHAQUI,estado nutricional,talla normal,2010-11-01,39,46,42,30,42,32,123,108,231
SENA,estado nutricional,talla normal,2010-11-01,58,44,40,39,52,46,150,129,279
SHINAOTA,estado nutricional,talla normal,2010-11-01,323,296,217,180,134,115,674,591,1265
SICA SICA (VILLA AROMA),estado nutricional,talla normal,2010-11-01,179,180,103,140,118,118,400,438,838
SICAYA,estado nutricional,talla normal,2010-11-01,38,28,27,26,8,10,73,64,137
SIPE SIPE,estado nutricional,talla normal,2010-11-01,363,329,225,222,172,155,760,706,1466
SOPACHUY,estado nutricional,talla normal,2010-11-01,60,81,36,48,69,76,165,205,370
SORACACHI,estado nutricional,talla normal,2010-11-01,80,92,83,104,97,109,260,305,565
SORATA,estado nutricional,talla normal,2010-11-01,124,107,84,59,95,98,303,264,567
SUCRE,estado nutricional,talla normal,2010-11-01,2703,2346,1866,1622,2042,1806,6611,5774,12385
TACACHI,estado nutricional,talla normal,2010-11-01,3,5,5,13,6,5,14,23,37
TACACOMA,estado nutricional,talla normal,2010-11-01,31,21,23,12,23,27,77,60,137
TACOBAMBA,estado nutricional,talla normal,2010-11-01,76,61,67,59,50,40,193,160,353
TACOPAYA,estado nutricional,talla normal,2010-11-01,57,59,59,53,62,72,178,184,362
TAHUA,estado nutricional,talla normal,2010-11-01,5,5,2,2,7,4,14,11,25
TAPACARI,estado nutricional,talla normal,2010-11-01,209,189,143,128,118,123,470,440,910
TARABUCO,estado nutricional,talla normal,2010-11-01,173,158,103,102,244,222,520,482,1002
TARACO,estado nutricional,talla normal,2010-11-01,33,29,34,23,20,15,87,67,154
TARATA,estado nutricional,talla normal,2010-11-01,102,66,53,53,35,32,190,151,341
TARIJA,estado nutricional,talla normal,2010-11-01,1288,1163,962,908,697,485,2947,2556,5503
TARVITA,estado nutricional,talla normal,2010-11-01,131,111,69,79,170,181,370,371,741
TEOPONTE,estado nutricional,talla normal,2010-11-01,60,47,35,43,51,41,146,131,277
TIAWANACU,estado nutricional,talla normal,2010-11-01,105,76,55,76,47,45,207,197,404
TINGUIPAYA,estado nutricional,talla normal,2010-11-01,92,96,79,72,63,63,234,231,465
TIPUANI,estado nutricional,talla normal,2010-11-01,72,89,64,61,89,78,225,228,453
TIQUIPAYA,estado nutricional,talla normal,2010-11-01,590,445,348,378,447,388,1385,1211,2596
TIRAQUE (CBBA),estado nutricional,talla normal,2010-11-01,181,218,158,118,72,67,411,403,814
TITO YUPANQUI (PARQUIPUJIO),estado nutricional,talla normal,2010-11-01,5,3,5,3,11,11,21,17,38
TOCO,estado nutricional,talla normal,2010-11-01,33,54,32,35,34,18,99,107,206
TODOS SANTOS,estado nutricional,talla normal,2010-11-01,2,0,4,0,4,3,10,3,13
TOLATA,estado nutricional,talla normal,2010-11-01,49,46,56,42,29,32,134,120,254
TOLEDO,estado nutricional,talla normal,2010-11-01,37,32,37,28,24,29,98,89,187
TOMAVE,estado nutricional,talla normal,2010-11-01,74,85,64,72,50,73,188,230,418
TOMINA,estado nutricional,talla normal,2010-11-01,69,69,63,52,147,149,279,270,549
TORO TORO,estado nutricional,talla normal,2010-11-01,89,78,66,67,50,74,205,219,424
TOTORA(CBBA),estado nutricional,talla normal,2010-11-01,152,130,101,91,62,65,315,286,601
TOTORA(ORR),estado nutricional,talla normal,2010-11-01,42,36,20,37,37,38,99,111,210
TRIGAL,estado nutricional,talla normal,2010-11-01,9,7,9,12,17,17,35,36,71
TRINIDAD,estado nutricional,talla normal,2010-11-01,657,592,320,312,313,391,1290,1295,2585
TUPIZA,estado nutricional,talla normal,2010-11-01,267,279,234,226,212,281,713,786,1499
TURCO,estado nutricional,talla normal,2010-11-01,29,20,34,28,49,35,112,83,195
UMALA,estado nutricional,talla normal,2010-11-01,130,73,62,55,61,52,253,180,433
UNCIA,estado nutricional,talla normal,2010-11-01,153,109,89,101,68,59,310,269,579
URIONDO (A. CONCEPCION),estado nutricional,talla normal,2010-11-01,167,144,129,113,139,126,435,383,818
UYUNI,estado nutricional,talla normal,2010-11-01,206,239,162,150,128,119,496,508,1004
VACAS,estado nutricional,talla normal,2010-11-01,78,60,55,52,43,78,176,190,366
VALLEGRANDE,estado nutricional,talla normal,2010-11-01,97,90,96,74,76,55,269,219,488
VIACHA,estado nutricional,talla normal,2010-11-01,379,397,232,248,209,226,820,871,1691
VILA VILA,estado nutricional,talla normal,2010-11-01,34,37,14,21,39,47,87,105,192
VILLA CHARCAS,estado nutricional,talla normal,2010-11-01,170,134,130,110,160,144,460,388,848
VILLA MONTES,estado nutricional,talla normal,2010-11-01,360,352,232,230,179,194,771,776,1547
VILLA NUEVA (LOMA ALTA),estado nutricional,talla normal,2010-11-01,30,36,24,32,75,43,129,111,240
VILLA RIVERO,estado nutricional,talla normal,2010-11-01,65,85,39,27,54,41,158,153,311
VILLA SERRANO,estado nutricional,talla normal,2010-11-01,105,75,65,44,91,106,261,225,486
VILLA TUNARI,estado nutricional,talla normal,2010-11-01,831,721,490,497,661,605,1982,1823,3805
VILLA VACA GUZMAN (MUYUPAMPA),estado nutricional,talla normal,2010-11-01,82,64,61,50,109,98,252,212,464
VILLAZON,estado nutricional,talla normal,2010-11-01,315,316,236,229,215,205,766,750,1516
VINTO,estado nutricional,talla normal,2010-11-01,319,265,209,309,103,84,631,658,1289
VITICHI,estado nutricional,talla normal,2010-11-01,78,57,52,66,82,79,212,202,414
WALDO BALLIVIAN,estado nutricional,talla normal,2010-11-01,16,8,9,12,6,10,31,30,61
