,group,variable,month,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTALES
VILLA TUNARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-10-01,35,37,21,21,114
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-10-01,4,6,1,0,11
VILLAZON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-10-01,28,31,3,2,64
VINTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-10-01,21,14,35,34,104
VITICHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-10-01,3,2,1,1,7
WALDO BALLIVIAN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-10-01,3,2,0,0,5
WARNES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-10-01,54,59,6,3,122
YACUIBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-10-01,39,31,29,23,122
YAMPARAEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-10-01,4,1,3,2,10
YANACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-10-01,4,5,0,1,10
YAPACANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-10-01,27,18,7,5,57
YOCALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-10-01,0,1,1,0,2
YOTALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-10-01,6,2,6,7,21
YUNCHARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-10-01,1,1,2,4,8
ZUDAÑEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-10-01,1,0,1,2,4
ACACIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,0,1,2
ACHACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,5,5,5,4,19
ACHOCALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,3,3,4,13
AIQUILE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,5,6,6,9,26
ALALAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,0,0,1,1
ALCALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,2,2,0,5
ALTO BENI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,4,0,0,6
ANCORAIMES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,1,6,6,14
ANDAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,0,2,1,3
ANTEQUERA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,4,2,1,2,9
ANZALDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,2,3,4,12
APOLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,6,7,12,9,34
ARAMPAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,0,4,0,4
ARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,6,6,9,8,29
ARBIETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,8,5,11,12,36
ARQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,1,6,7,17
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,17,11,0,0,28
ATOCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,8,4,6,6,24
AUCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,2,6,4,13
AYATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,6,3,3,1,13
AYO AYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,0,1,2,4
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,3,26,18,49
AZURDUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,4,4,3,12
BATALLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,4,5,3,1,13
BAURES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,4,2,7,9,22
BELEN DE URMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,0,0,2,3
BELLA FLOR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,2,1,1,4
BERMEJO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,13,13,12,6,44
BETANZOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,4,5,6,4,19
BOLIVAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,0,5,1,6
BOLPEBRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,0,1,3,7
BOYUIBE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,2,1,0,5
BUENA VISTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,6,5,2,0,13
CABEZAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,11,6,22,33,72
CAIROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,1,4,0,8
"CAIZA ""D""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,4,3,0,9
CAJUATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,9,7,0,4,20
CALAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,6,5,1,0,12
CAMARGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,8,3,3,6,20
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,1,0,2
CAMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,14,9,2,0,25
CAPINOTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,8,5,6,9,28
CAQUIAVIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,5,1,3,12
CARACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,4,1,4,12
CARANAVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,26,21,15,13,75
CARAPARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,11,2,3,17
CARIPUYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,2,1,0,3
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,0,2,2,7
CHACARILLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,6,5,10,8,29
CHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,1,1,0,5
CHARAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,4,8,10,12,34
CHARAÑA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,0,0,1,2
CHAYANTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,3,3,1,8
CHIMORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,9,14,19,13,55
CHIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,0,1,1,4
CHUA COCANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,2,1,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,8,5,0,4,17
CHUMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,4,4,6,16
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,0,2,3
CKOCHAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,8,2,9,21
CLIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,6,9,8,12,35
COBIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,25,26,45,37,133
COCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,4,4,7,9,24
COCHABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,155,176,58,38,427
COLCAPIRHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,26,16,8,8,58
"COLCHA ""K""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,3,2,0,8
COLLANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,0,0,0,1
COLOMI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,4,6,3,1,14
COLPA BELGICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,5,6,0,0,11
COLQUECHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,5,6,5,6,22
COLQUENCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,2,0,0,3
COLQUIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,0,27,19,48
COMARAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,5,5,0,0,10
COMBAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,3,2,6
CONCEPCION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,12,14,10,16,52
COPACABANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,2,1,3,9
CORIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,6,6,1,0,13
CORO CORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,1,0,2
COROICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,8,9,6,8,31
CORQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,2,0,3
COTAGAITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,5,8,9,4,26
COTOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,19,21,2,4,46
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,7,6,6,2,21
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,0,0,1,1
CUEVO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,0,1,2,3
CULPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,1,3,1,6
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,1,1,1,5
CURVA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,0,6,7
DESAGUADERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,0,0,1,1
EL ALTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,179,169,163,169,680
EL CHORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,1,0,0,2
EL PUENTE(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,4,6,4,5,19
EL PUENTE(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,3,1,2,7
EL TORNO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,16,29,6,7,58
EL VILLAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,2,0,0,4
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,7,7,8,25
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,8,17,0,4,29
ESCOMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,0,1,2,4
ESMERALDA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,0,0,0,1
EUCALIPTUS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,1,3,1,6
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,0,1,2
EXALTACION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,4,3,0,0,7
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,7,8,4,5,24
FILADELFIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,0,5,6,12
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,10,7,2,0,19
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,4,1,0,2,7
GUANAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,2,5,8,17
GUAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,2,1,0,5
GUAYARAMERIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,19,16,25,21,81
GUTIERREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,1,0,0,3
HUACARETA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,0,1,0,1
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,3,0,4,10
HUACHACALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,2,0,0,2
HUANUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,5,8,13,8,34
HUARACAJE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,5,3,0,0,8
HUARINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,1,3,4,9
HUATAJATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,1,4,1,7
HUAYLLAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,1,0,2,6
ICHOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,0,2,1,3
ICLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,5,2,2,11
INCAHUASI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,5,3,4,13
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,2,0,0,3
INQUISIVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,2,3,3,9
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,6,3,2,13
IXIAMAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,8,2,0,0,10
JESUS DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,0,5,3,10
LA ASUNTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,20,11,4,6,41
LA GUARDIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,49,38,25,24,136
LA PAZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,200,251,43,36,530
LAGUNILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,0,0,0,1
LAJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,5,2,0,4,11
LAS CARRERAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,1,0,2
LICOMA PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,0,2,2,7
LLALLAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,5,5,15,12,37
LLICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,1,3,5
LORETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,0,1,3,4
LURIBAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,4,4,2,3,13
MACHACAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,2,0,0,2
MACHARETI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,3,1,5,11
MAGDALENA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,4,6,9,21
MAIRANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,5,2,1,1,9
MALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,0,0,3,3
MAPIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,4,2,2,11
MECAPACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,3,0,2,6
MINEROS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,16,11,4,3,34
MIZQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,20,11,22,15,68
MOCOMOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,3,1,5
MOJOCOYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,4,0,4,2,10
MONTEAGUDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,16,20,4,5,45
MONTERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,65,58,15,16,154
MORO MORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,4,3,0,3,10
MOROCHATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,1,5,5,12
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,5,3,1,2,11
OCURI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,0,0,1,3
OKINAWA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,6,7,2,3,18
OMEREQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,2,4,0,9
ORURO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,102,108,19,20,249
PADCAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,9,9,1,1,20
PADILLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,8,7,1,1,17
PAILON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,7,5,15,16,43
PALCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,6,1,2,2,11
PALOS BLANCOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,7,8,2,2,19
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,0,0,0,1
PAMPA GRANDE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,9,7,11,28
PAPEL PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,0,0,1,3
PASORAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,1,0,2
PATACAMAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,6,1,4,14
PAZÑA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,4,3,4,13
PELECHUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,1,3,2,8
POCOATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,0,4,3,8
POCONA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,2,3,4,9
POJO (CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,4,5,0,11
POOPO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,2,1,1,6
PORCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,1,3,0,7
POROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,3,4,1,9
PORONGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,4,0,3,1,8
PORTACHUELO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,6,18,0,0,24
PORVENIR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,2,2,5
POSTRER VALLE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,1,1,0,5
POTOSI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,58,50,18,18,144
PRESTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,1,2,6,10
PUCARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,2,0,0,2
PUCARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,13,5,4,2,24
PUERTO ACOSTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,0,2,4,9
PUERTO CARABUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,1,0,1,5,7
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,0,9,3,14
PUERTO PEREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,0,3,4
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,9,6,0,0,15
PUERTO RICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,2,2,3,3,10
PUERTO SUAREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,6,11,5,6,28
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,27,25,13,8,73
PUNA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,4,13,9,29
PUNATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,15,10,4,3,32
QUIABAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,0,1,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,39,31,60,56,186
QUIME,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-11-01,3,2,1,0,6
