,group,variable,month,L 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,L 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
PADCAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,167,0,167,167
PAILON,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,38,699,38,699,737
PAMPA AULLAGAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,4,0,4,4
PAPEL PAMPA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,6,0,6,6
PAZÑA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,5,0,5,5
POJO (CBBA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,6,0,6,6
POROMA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,1,59,1,59,60
PORONGO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,37,0,37,37
PORTACHUELO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,12,0,12,0,12
POSTRER VALLE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,37,91,37,91,128
POTOSI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,12,0,12,0,12
PUERTO CARABUCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,53,0,53,53
PUERTO PEREZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,26,0,26,26
PUERTO SUAREZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,8,0,8,8
PUERTO VILLARROEL,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,42,102,42,102,144
PUNATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,10,20,10,20,30
QUILLACOLLO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,209,896,209,896,1105
QUIME,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,10,0,10,10
RAVELO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,33,0,33,33
ROBORE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,9,0,9,9
RURRENABAQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,80,0,80,80
SACABA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,183,32,183,32,215
SAN AGUSTIN,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,156,0,156,156
SAN BENITO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,2,47,2,47,49
SAN BORJA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,169,0,169,169
SAN CARLOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,2,1085,2,1085,1087
SAN IGNACIO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,10,57,10,57,67
SAN IGNACIO DE VELASCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,121,57,121,57,178
SAN JULIAN,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,55,0,55,55
SAN LORENZO(TJA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,125,0,125,125
SAN LUCAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,45,113,45,113,158
SAN MATIAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,222,0,222,222
SAN MIGUEL DE VELASCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,9,0,9,9
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,98,0,98,98
SAN PEDRO DE TIQUINA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,19,0,19,19
SAN RAFAEL,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,2893,8103,2893,8103,10996
SANTA ROSA DEL SARA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,5,2,5,2,7
SAPAHAQUI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,82,0,82,82
SHINAOTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,111,0,111,111
SICA SICA (VILLA AROMA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,11,0,11,11
SIPE SIPE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,10,222,10,222,232
SOPACHUY,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,30,0,30,30
SORACACHI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,33,0,33,33
SUCRE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,185,133,185,133,318
TAPACARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,9,191,9,191,200
TARATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,16,3,16,3,19
TARIJA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,23,1114,23,1114,1137
TIQUIPAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,57,1646,57,1646,1703
TIRAQUE (CBBA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,10,0,10,0,10
TOLATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,8,65,8,65,73
TOMAVE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,28,10,28,10,38
TOTORA(CBBA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,1,104,1,104,105
TUPIZA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,4,0,4,0,4
URIONDO (A. CONCEPCION),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,90,0,90,90
URUBICHA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,300,0,300,300
UYUNI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,10,0,10,0,10
VACAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,48,131,48,131,179
VALLEGRANDE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,44,0,44,44
VILA VILA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,6,0,6,6
VILLA MONTES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,30,0,30,30
VILLA RIVERO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,482,0,482,482
VILLA TUNARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,95,382,95,382,477
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,4,0,4,0,4
VILLAZON,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,192,0,192,192
VINTO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,193,233,193,233,426
WARNES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,33,911,33,911,944
YACUIBA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,395,0,395,395
YAPACANI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,0,56,0,56,56
YOTALA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-11-01,1,0,1,0,1
ACACIO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,45,0,45,45
AIQUILE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,34,0,34,34
ANDAMARCA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,10,0,10,10
ANZALDO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,15,0,15,15
ARBIETO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,50,0,50,50
ASCENCION DE GUARAYOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,7,0,7,7
AYATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,5,0,5,5
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,598,0,598,598
BERMEJO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,199,0,199,199
BETANZOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,340,0,340,340
BUENA VISTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,13,45,13,45,58
CAIROMA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,58,0,58,58
CALACOTO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,110,0,110,110
CAMARGO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,1,0,1,0,1
CARACOLLO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,40,0,40,40
CARANAVI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,2,56,2,56,58
CARAPARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,99,0,99,99
CARIPUYO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,103,0,103,103
CHALLAPATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,8,0,8,8
CHIMORE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,7,0,7,7
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,23,32,23,32,55
CHUMA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,35,0,35,35
CLIZA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,13,398,13,398,411
COCAPATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,92,0,92,92
COCHABAMBA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,324,153,324,153,477
COLCAPIRHUA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,1130,0,1130,1130
"COLCHA ""K""",otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,1,8,1,8,9
COLOMI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,30,0,30,30
CONCEPCION,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,1,0,1,1
COPACABANA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,278,0,278,278
COROICO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,1,0,1,1
CORQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,37,0,37,37
COTAGAITA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,58,0,58,58
COTOCA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,23,51,23,51,74
CUATRO CAÑADAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,265,0,265,265
CURVA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,30,0,30,30
EL ALTO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,1181,1867,1181,1867,3048
EL CHORO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,20,0,20,20
EL PUENTE(STC),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,90,0,90,90
EL PUENTE(TJA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,70,0,70,70
EL TORNO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,1,14,1,14,15
ENTRE RIOS TRJ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,5,0,5,5
ENTRE RIOS CBBA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,37,0,37,37
EUCALIPTUS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,2,0,2,0,2
FERNANDEZ ALONSO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,163,585,163,585,748
GENERAL SAAVEDRA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,68,2636,68,2636,2704
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,7,0,7,7
GUANAY,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,19,0,19,19
HUACARETA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,30,0,30,30
HUAYLLAMARCA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,2,31,2,31,33
IRUPANA (VILLA DE LANZA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,10,0,10,10
IXIAMAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,2,0,2,2
JESUS DE MACHACA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,20,0,20,20
LA ASUNTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,44,0,44,44
LA PAZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,52,136,52,136,188
LAGUNILLAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,60,50,60,50,110
MINEROS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,4404,0,4404,4404
MIZQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,57,0,57,57
MONTERO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,140,5907,140,5907,6047
MOROCHATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,35,197,35,197,232
OCURI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,33,0,33,33
OMEREQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,27,0,27,27
ORURO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,5,133,5,133,138
PADCAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,67,0,67,67
PAILON,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,18,945,18,945,963
PALOS BLANCOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,31,0,31,31
PATACAMAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,558,0,558,558
POJO (CBBA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,24,0,24,24
POROMA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,10,0,10,0,10
POTOSI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,51,0,51,0,51
PUERTO CARABUCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,65,0,65,65
PUERTO SUAREZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,8,0,8,8
PUERTO VILLARROEL,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,49,335,49,335,384
PUNATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,15,108,15,108,123
QUILLACOLLO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,158,655,158,655,813
QUIME,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,20,0,20,20
RAVELO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,38,0,38,38
ROBORE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,19,0,19,19
SABAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,8,0,8,8
SACABA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,143,499,143,499,642
SAN AGUSTIN,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,76,0,76,0,76
SAN BENITO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,5,12,5,12,17
SAN BORJA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,20,0,20,20
SAN CARLOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,13,0,13,0,13
SAN IGNACIO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,23,0,23,23
SAN IGNACIO DE VELASCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,110,120,110,120,230
SAN JULIAN,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,198,0,198,198
SAN LUCAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,20,30,20,30,50
SAN MATIAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,20,0,20,20
SAN MIGUEL DE VELASCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,2,0,2,2
SAN PEDRO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,1159,2614,1159,2614,3773
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,20,0,20,20
SAN PEDRO DE QUEMES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,10,0,10,10
SAN RAMON SCZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,2183,5635,2183,5635,7818
SANTA ROSA DEL SARA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,1,0,1,0,1
SANTIAGO DE HUARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,5,0,5,5
SANTIVAÑES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,32,5,32,5,37
SANTUARIO DE QUILLACAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,7,0,7,0,7
SAPAHAQUI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,3,88,3,88,91
SHINAOTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,10,0,10,10
SICA SICA (VILLA AROMA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,5,0,5,5
SICAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,40,0,40,40
SIPE SIPE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,555,0,555,555
SOPACHUY,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,110,0,110,110
SORACACHI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,2,50,2,50,52
SUCRE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,1,0,1,0,1
TAPACARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,5,113,5,113,118
TARATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,25,0,25,0,25
TARIJA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,15,20,15,20,35
TIQUIPAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,56,3754,56,3754,3810
TOCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,115,0,115,115
TOLATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,78,36,78,36,114
TOLEDO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,16,0,16,0,16
TORO TORO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,16,0,16,16
TOTORA(CBBA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,1,14,1,14,15
TRIGAL,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,40,0,40,40
TRINIDAD,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,26,213,26,213,239
TUPIZA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,1,14,1,14,15
UMALA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,10,0,10,0,10
VACAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,125,0,125,125
VALLEGRANDE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,0,24,0,24,24
VIACHA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,240,0,240,0,240
VILLA MONTES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-12-01,22,0,22,0,22
