,group,variable,month,L 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,L 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
OCURI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,9,25,9,25,34
OKINAWA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,24,18,24,18,42
OMEREQUE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,7,76,7,76,83
ORURO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,267,308,267,308,575
PADCAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,11,40,11,40,51
PADILLA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,10,2,10,12
PAILON,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,15,0,15,15
PALCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,5,80,5,80,85
PALOS BLANCOS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,13,54,13,54,67
PAMPA GRANDE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,6,2,6,2,8
PASORAPA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,2,2,2,4
PATACAMAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,26,0,26,0,26
PAZÑA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,7,3,7,10
PELECHUCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,96,4,96,100
POCOATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,68,1,68,69
POCONA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,18,53,18,53,71
POJO (CBBA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,10,5,10,5,15
POOPO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,2,0,2,2
PORCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,32,3,32,3,35
POROMA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,37,8,37,45
PORONGO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,46,3,46,49
PORTACHUELO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,60,478,60,478,538
PORVENIR,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,32,37,32,37,69
POSTRER VALLE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,0,1,0,1
POTOSI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,379,584,379,584,963
PRESTO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,6,0,6,6
PUCARA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,0,1,0,1
PUCARANI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,12,29,12,29,41
PUERTO ACOSTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,44,8,44,52
PUERTO CARABUCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,11,3,11,14
PUERTO GONZALO MORENO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,4,4,4,8
PUERTO PEREZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,21,0,21,21
PUERTO QUIJARRO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,35,58,35,58,93
PUERTO RICO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,19,0,19,0,19
PUERTO SILES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,20,0,20,0,20
PUERTO VILLARROEL,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,85,168,85,168,253
PUNA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,11,23,11,23,34
PUNATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,69,49,69,49,118
QUILLACOLLO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,96,460,96,460,556
QUIME,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,9,3,9,12
RAVELO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,6,85,6,85,91
REYES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,31,54,31,54,85
RIBERALTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,130,628,130,628,758
ROBORE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,15,183,15,183,198
RURRENABAQUE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,6,0,6,0,6
SABAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,2,4,2,6
SACABA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,178,713,178,713,891
SACABAMBA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,4,4,4,8
SACACA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,8,4,8,12
SAIPINA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,6,8,6,14
SALINAS DE GARCI MENDOZA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,5,2,5,2,7
SAMAIPATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,7,6,7,6,13
SAN AGUSTIN,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,3,0,3,3
SAN ANDRES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,12,3,12,3,15
SAN ANDRES DE MACHACA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,34,0,34,34
SAN ANTONIO DE ESMORUCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,5,2,5,2,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,36,1,36,37
SAN BENITO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,10,123,10,123,133
SAN BORJA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,61,39,61,39,100
SAN BUENA VENTURA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,19,8,19,27
SAN CARLOS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,25,9,25,9,34
SAN IGNACIO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,83,33,83,33,116
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,40,42,40,42,82
SAN JAVIER(BNI),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,7,2,7,9
SAN JAVIER(STC),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,12,65,12,65,77
SAN JOAQUIN,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,20,88,20,88,108
SAN JOSE DE CHIQUITOS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,16,405,16,405,421
SAN JUAN DE YAPACANI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,19,2,19,21
SAN JULIAN,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,49,135,49,135,184
SAN LORENZO(TJA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,58,15,58,15,73
SAN LUCAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,10,3,10,3,13
SAN MATIAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,13,45,13,45,58
SAN MIGUEL DE VELASCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,2,3,2,5
SAN PEDRO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,13,1,13,14
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,31,89,31,89,120
SAN PEDRO DE CURAHUARA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,0,2,0,2
SAN PEDRO DE QUEMES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,46,0,46,46
SAN PEDRO DE TIQUINA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,9,3,9,12
SAN RAFAEL,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,5,2,5,2,7
SAN RAMON BENI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,6,46,6,46,52
SAN RAMON SCZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,7,0,7,0,7
SANTA ANA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,12,18,12,18,30
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2921,2932,2921,2932,5853
SANTA ROSA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,27,6,27,6,33
SANTA ROSA DEL SARA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,30,27,30,27,57
SANTIAGO DE CALLAPA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,17,2,17,19
SANTIAGO DE HUARI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,26,4,26,30
SANTIAGO DE HUATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,42,2,42,44
SANTIAGO DE MACHACA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,3,2,3,5
SANTIVAÑES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,21,2,21,23
SAPAHAQUI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,5,4,5,9
SENA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,10,4,10,4,14
SHINAOTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,19,8,19,27
SICA SICA (VILLA AROMA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,24,136,24,136,160
SICAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,6,0,6,6
SIPE SIPE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,26,39,26,39,65
SOPACHUY,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,13,10,13,10,23
SORACACHI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,7,42,7,42,49
SORATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,23,135,23,135,158
SUCRE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,331,625,331,625,956
TACACHI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,2,0,2,2
TACACOMA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,10,4,10,14
TACOBAMBA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,9,24,9,24,33
TACOPAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,40,1,40,41
TAHUA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,14,0,14,0,14
TAPACARI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,123,279,123,279,402
TARABUCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,15,0,15,15
TARACO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,4,2,4,6
TARATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,12,3,12,15
TARIJA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,372,556,372,556,928
TARVITA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,0,4,0,4
TEOPONTE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,20,103,20,103,123
TIAWANACU,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,54,165,54,165,219
TINGUIPAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,12,89,12,89,101
TIQUIPAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,24,304,24,304,328
TIRAQUE (CBBA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,43,46,43,46,89
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,7,2,7,9
TOCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,13,19,13,19,32
TOLATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,5,0,5,0,5
TOLEDO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,5,0,5,5
TOMAVE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,6,8,6,14
TOMINA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,50,81,50,81,131
TORO TORO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,2,3,2,5
TOTORA(CBBA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,31,67,31,67,98
TOTORA(ORR),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,10,0,10,0,10
TRINIDAD,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,235,386,235,386,621
TUPIZA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,77,120,77,120,197
TURCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,6,3,6,9
UMALA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,9,3,9,12
UNCIA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,5,0,5,0,5
URIONDO (A. CONCEPCION),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,15,4,15,19
URUBICHA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,2,8,2,10
UYUNI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,33,77,33,77,110
VACAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,32,66,32,66,98
VALLEGRANDE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,25,0,25,0,25
VIACHA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,67,48,67,48,115
VILA VILA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,1,2,1,3
VILLA CHARCAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,10,61,10,61,71
VILLA MONTES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,57,17,57,17,74
VILLA NUEVA (LOMA ALTA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,1,0,1,1
VILLA RIVERO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,10,65,10,65,75
VILLA SERRANO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,74,1,74,75
VILLA TUNARI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,65,175,65,175,240
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,8,4,8,12
VILLAZON,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,46,51,46,51,97
VINTO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,94,0,94,0,94
VITICHI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,10,0,10,0,10
WALDO BALLIVIAN,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,0,2,0,2
WARNES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,185,113,185,113,298
YACO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,23,0,23,23
YACUIBA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,89,258,89,258,347
YAMPARAEZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,10,6,10,6,16
YAPACANI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,558,2,558,560
YOCALLA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,12,4,12,16
YUNCHARA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,0,2,0,2
ZUDAÑEZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,14,0,14,14
ACACIO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,1,2,1,2,3
ACHACACHI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,13,223,13,223,236
ACHOCALLA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,19,147,19,147,166
AIQUILE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,0,21,0,21,21
ALALAY,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,5,6,5,6,11
ALCALA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,2,0,2,0,2
ALTO BENI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,3,5,3,5,8
ANCORAIMES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,31,143,31,143,174
ANDAMARCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,2,6,2,6,8
ANTEQUERA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,3,16,3,16,19
ANZALDO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,3,45,3,45,48
APOLO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,19,343,19,343,362
ARAMPAMPA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,20,2,20,2,22
ARANI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,31,4,31,4,35
ARBIETO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,2,22,2,22,24
ARQUE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,9,39,9,39,48
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,58,3,58,3,61
ATOCHA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,4,119,4,119,123
AUCAPATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,3,21,3,21,24
AYATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,21,24,21,24,45
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,8,55,8,55,63
AZURDUY,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,2,45,2,45,47
BATALLAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,9,37,9,37,46
BAURES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,7,3,7,3,10
BELEN DE ANDAMARCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,0,1,0,1,1
BELEN DE URMIRI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,0,6,0,6,6
BELLA FLOR,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,0,17,0,17,17
BERMEJO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,55,65,55,65,120
BETANZOS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,10,26,10,26,36
BOLIVAR,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,4,33,4,33,37
BOYUIBE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,0,2,0,2,2
BUENA VISTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,20,180,20,180,200
CABEZAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,83,303,83,303,386
CAIROMA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,3,97,3,97,100
"CAIZA ""D""",otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,11,19,11,19,30
CAJUATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,3,27,3,27,30
CALACOTO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,3,68,3,68,71
CALAMARCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,0,8,0,8,8
CAMARGO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,3,3,3,3,6
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,4,4,4,4,8
CAMIRI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,23,19,23,19,42
CAPINOTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,13,180,13,180,193
CAQUIAVIRI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,3,29,3,29,32
CARACOLLO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,7,22,7,22,29
CARANAVI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,79,113,79,113,192
CARAPARI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,15,7,15,7,22
CARIPUYO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,1,14,1,14,15
CARMEN RIVERO TORREZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,6,61,6,61,67
CATACORA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-11-01,21,2,21,2,23
