,group,variable,month,L 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,L 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
CARMEN RIVERO TORREZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,13,1,13,14
CATACORA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,2,0,2,2
CHALLAPATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,21,1,21,22
CHARAGUA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,8,31,8,31,39
CHIMORE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,1,0,1,1
CLIZA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,4,4,4,4,8
COBIJA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,16,9,16,9,25
COCHABAMBA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,130,78,130,78,208
COIPASA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,2,0,2,2
COLCAPIRHUA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,9,6,9,6,15
COLOMI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,12,4,12,4,16
COLPA BELGICA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,6,2,6,8
COLQUECHACA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,0,1,0,1
COLQUIRI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,35,1,35,36
COMARAPA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,7,8,7,8,15
CONCEPCION,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,14,4,14,4,18
COPACABANA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,3,2,3,5
CORO CORO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,11,0,11,11
CORQUE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,1,0,1,1
COTAGAITA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,6,33,6,33,39
COTOCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,9,58,9,58,67
CUATRO CAÑADAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,2,0,2,2
CUEVO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,3,4,3,4,7
CULPINA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,6,5,6,5,11
CURVA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,4,0,4,4
DESAGUADERO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,3,4,3,4,7
EL ALTO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,399,531,399,531,930
EL PUENTE(STC),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,2,1,2,3
EL PUENTE(TJA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,2,1,2,3
EL TORNO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,52,74,52,74,126
ENTRE RIOS TRJ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,11,0,11,11
ENTRE RIOS CBBA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,6,8,6,8,14
ESCOMA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,1,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,8,17,8,17,25
FILADELFIA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,3,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,4,41,4,41,45
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,12,0,12,12
GUAQUI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,77,0,77,77
GUAYARAMERIN,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,9,17,9,17,26
GUTIERREZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,14,2,14,16
HUACARETA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,6,29,6,29,35
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,1,2,1,3
HUANUNI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,3,7,3,7,10
HUARINA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,1,1,1,2
HUAYLLAMARCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,1,0,1,1
HUMANATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,4,0,4,4
ICHOCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,4,0,4,4
ICLA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,26,143,26,143,169
INCAHUASI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,1,0,1,1
INGAVI (HUMAITA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,7,0,7,7
INQUISIVI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,3,0,3,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,2,0,2,2
IXIAMAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,6,1,6,1,7
JESUS DE MACHACA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,70,0,70,70
LA ASUNTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,1,0,1,1
LA GUARDIA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,23,11,23,11,34
LA PAZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,224,213,224,213,437
LAGUNILLAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,5,1,5,6
LAJA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,3,16,3,16,19
LAS CARRERAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,5,0,5,0,5
LLALLAGUA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,11,0,11,11
LORETO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,13,1,13,14
LURIBAY,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,0,1,0,1
MACHARETI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,10,6,10,6,16
MAGDALENA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,8,0,8,0,8
MAIRANA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,7,37,7,37,44
MAPIRI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,5,1,5,1,6
MECAPACA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,0,1,0,1
MINEROS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,6,12,6,12,18
MIZQUE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,10,10,10,10,20
MOCOMOCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,4,1,4,1,5
MOJOCOYA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,21,2,21,2,23
MONTEAGUDO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,20,111,20,111,131
MONTERO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,40,27,40,27,67
MORO MORO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,2,0,2,2
MOROCHATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,2,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,0,1,0,1
OCURI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,3,0,3,3
OKINAWA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,8,0,8,8
OMEREQUE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,17,2,17,19
ORURO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,38,4,38,4,42
PADCAYA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,13,26,13,26,39
PADILLA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,8,2,8,10
PAILON,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,44,0,44,44
PALCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,1,0,1,1
PALOS BLANCOS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,4,1,4,5
PAMPA AULLAGAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,34,0,34,34
PAMPA GRANDE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,6,119,6,119,125
PASORAPA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,4,61,4,61,65
PAZÑA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,2,1,2,3
POCOATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,6,2,6,8
POCONA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,0,2,0,2
POJO (CBBA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,9,2,9,2,11
POROMA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,6,11,6,11,17
PORONGO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,6,8,6,8,14
PORTACHUELO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,7,42,7,42,49
PORVENIR,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,1,1,1,2
POTOSI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,20,12,20,12,32
PRESTO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,4,6,4,6,10
PUERTO GONZALO MORENO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,9,1,9,10
PUERTO PEREZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,39,0,39,39
PUERTO QUIJARRO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,29,36,29,36,65
PUERTO SUAREZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,4,0,4,0,4
PUERTO VILLARROEL,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,10,9,10,9,19
PUNATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,6,2,6,2,8
QUILLACOLLO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,11,23,11,23,34
QUIME,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,3,39,3,39,42
RAVELO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,3,0,3,0,3
RIBERALTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,11,0,11,0,11
ROBORE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,26,0,26,26
RURRENABAQUE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,0,2,0,2
SACABA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,31,183,31,183,214
SACABAMBA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,2,1,2,3
SACACA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,7,0,7,0,7
SAIPINA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,2,0,2,2
SAMAIPATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,3,1,3,1,4
SAN ANDRES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,2,1,2,3
SAN ANTONIO DE ESMORUCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,2,0,2,2
SAN BENITO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,11,1,11,12
SAN BORJA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,7,83,7,83,90
SAN BUENA VENTURA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,5,14,5,14,19
SAN CARLOS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,8,6,8,6,14
SAN IGNACIO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,8,25,8,25,33
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,15,2,15,2,17
SAN JAVIER(BNI),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,0,1,0,1
SAN JAVIER(STC),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,5,0,5,0,5
SAN JOAQUIN,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,52,1,52,53
SAN JUAN DE YAPACANI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,104,0,104,104
SAN JULIAN,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,7,16,7,16,23
SAN LORENZO(PND),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,5,0,5,5
SAN LORENZO(TJA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,15,1,15,16
SAN LUCAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,23,284,23,284,307
SAN MATIAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,12,20,12,20,32
SAN MIGUEL DE VELASCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,12,54,12,54,66
SAN PEDRO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,10,107,10,107,117
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,7,2,7,9
SAN RAFAEL,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,10,12,10,12,22
SAN RAMON BENI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,0,2,0,2
SAN RAMON SCZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,4,2,4,6
SANTA ANA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,10,0,10,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,349,231,349,231,580
SANTA ROSA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,2,0,2,2
SANTA ROSA DEL SARA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,4,4,4,4,8
SANTIAGO DE HUARI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,0,1,0,1
SANTIAGO DE MACHACA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,2,0,2,2
SANTIVAÑES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,1,0,1,1
SHINAOTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,3,1,3,4
SICAYA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,2,0,2,2
SIPE SIPE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,2,2,2,4
SOPACHUY,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,1,0,1,1
SORACACHI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,3,0,3,0,3
SORATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,3,9,3,9,12
SUCRE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,45,538,45,538,583
TACACOMA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,1,1,1,2
TACOBAMBA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,0,1,0,1
TAPACARI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,1,2,1,3
TARABUCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,33,15,33,15,48
TARATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,30,2,30,32
TARIJA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,55,67,55,67,122
TARVITA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,7,32,7,32,39
TEOPONTE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,2,2,2,4
TIAWANACU,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,1,1,1,2
TINGUIPAYA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,9,59,9,59,68
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,3,0,3,0,3
TOLEDO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,1,2,1,3
TOMAVE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,8,0,8,8
TOMINA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,5,1,5,1,6
TOTORA(CBBA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,18,1,18,19
TOTORA(ORR),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,3,0,3,0,3
TRIGAL,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,10,1,10,1,11
TRINIDAD,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,19,140,19,140,159
TUPIZA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,11,16,11,16,27
TURCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,0,1,0,1
URIONDO (A. CONCEPCION),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,4,1,4,1,5
URUBICHA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,14,1,14,15
VACAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,2,2,2,4
VALLEGRANDE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,4,1,4,1,5
VIACHA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,11,4,11,4,15
VILLA CHARCAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,8,10,8,10,18
VILLA MONTES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,11,1,11,12
VILLA TUNARI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,13,58,13,58,71
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,1,16,1,16,17
VILLAZON,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,4,0,4,0,4
VINTO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,18,1,18,1,19
WARNES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,60,24,60,24,84
YACO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,1,0,1,1
YACUIBA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,5,118,5,118,123
YAMPARAEZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,17,0,17,17
YANACACHI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,2,0,2,2
YAPACANI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,3,118,3,118,121
YOTALA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,4,15,4,15,19
YUNCHARA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,0,6,0,6,6
ZUDAÑEZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-11-01,2,20,2,20,22
ACACIO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-12-01,0,2,0,2,2
ACHACACHI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-12-01,21,8,21,8,29
AIQUILE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-12-01,0,5,0,5,5
ALTO BENI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-12-01,9,0,9,0,9
ANCORAIMES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-12-01,3,1,3,1,4
ANDAMARCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-12-01,0,1,0,1,1
ANTEQUERA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-12-01,0,9,0,9,9
ANZALDO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-12-01,0,4,0,4,4
APOLO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-12-01,1,0,1,0,1
ARAMPAMPA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-12-01,0,9,0,9,9
ARANI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-12-01,1,0,1,0,1
ARBIETO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-12-01,3,10,3,10,13
