municipality,group,variable,month,Número de condones entregados,Número de condones entregados1,Número de condones entregados2,Número de condones entregados3,Número de condones entregados4,TOTAL
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,24,156,72,12,264
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,48,12,0,60
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,108,24,0,132
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,24,12,0,36
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,156,96,0,264
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,12,12,0,24
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,48,12,0,60
COMANCHE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,0,0,0,12
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,72,36,0,120
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,12,12,0,24
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,36,0,0,36
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,144,48,0,204
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,12,0,0,12
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,24,0,0,0,24
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,24,12,0,36
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,36,108,72,0,216
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,180,432,108,0,720
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,6,48,24,0,78
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,36,0,0,48
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,12,0,0,12
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,84,96,0,180
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,0,12,0,12
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,12,0,0,24
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,12,0,0,12
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,15,750,9639,5148,820,16372
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,24,72,24,0,120
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,72,24,0,108
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,61,180,0,241
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,72,204,504,192,0,972
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,36,0,0,48
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,156,48,0,204
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,36,576,48,0,660
ESCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,72,0,0,72
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,24,0,0,24
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,0,24,0,24
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,12,12,0,36
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,24,60,24,0,108
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,72,48,0,132
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,24,0,0,24
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,0,24,0,36
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,72,363,48,12,495
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,0,0,0,12
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,72,48,0,120
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,12,12,0,24
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,0,0,0,12
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,0,24,0,24
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,60,0,0,72
HUATAJATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,12,12,0,24
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,24,12,0,36
HUMANATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,0,24,0,24
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,0,12,0,12
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,72,12,0,96
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,48,36,0,84
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,12,0,0,12
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,24,72,36,0,132
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,36,60,24,0,120
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,36,24,0,72
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,48,36,24,0,108
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,24,324,96,0,444
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,132,252,84,0,468
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,2229,11885,7177,753,22044
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,6,0,0,18
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,144,24,0,168
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,72,48,0,132
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,12,0,0,24
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,114,24,0,150
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,0,12,0,24
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,96,0,0,96
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,36,24,0,72
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,48,96,61,0,205
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,24,0,0,24
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,60,12,0,72
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,24,12,0,36
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,48,288,48,0,384
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,36,72,0,0,108
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,6,24,18,0,48
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,60,144,120,60,384
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,180,732,132,0,1044
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,36,12,0,48
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,12,12,0,36
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,9,12,0,33
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,60,36,0,96
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,36,204,60,0,300
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,36,36,48,0,120
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,24,84,0,0,108
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,333,10390,1131,270,12124
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,50,276,120,12,458
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,25,60,0,85
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,48,84,24,0,156
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,24,132,0,0,156
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,84,84,36,0,204
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,36,0,0,48
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,12,0,0,24
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,12,12,0,36
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,12,48,0,60
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,36,24,0,60
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,96,36,0,132
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,48,132,48,0,228
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,132,84,0,228
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,12,120,156,48,0,336
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,36,12,0,48
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,0,12,0,12
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,24,24,24,0,72
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,96,0,0,96
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,12,84,12,0,108
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,36,12,0,48
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,60,0,0,60
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,12,372,2412,672,240,3708
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,48,60,0,0,108
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,36,12,0,0,48
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,60,24,0,84
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,48,0,0,48
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,24,60,0,0,84
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,12,12,24,84,0,132
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,36,36,0,0,72
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,84,84,21,0,189
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,0,0,12,0,12
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,27,22,0,0,49
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,36,228,108,0,372
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,24,144,36,0,204
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2016-10-01,0,36,180,36,0,252
