,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES PRIMERA,MENORES DE 6 MESES PRIMERA,TOTALES,TOTALES,TOTALES
CHUA COCANI,consulta externa,menores de 6 meses,2024-11-01,2,0,8,5,0,0,2,13,15
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2024-11-01,25,24,10,8,2,2,49,18,67
CHUMA,consulta externa,menores de 6 meses,2024-11-01,11,21,0,0,4,7,32,0,32
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2024-11-01,9,3,0,0,1,0,12,0,12
CKOCHAS,consulta externa,menores de 6 meses,2024-11-01,20,14,0,0,2,1,34,0,34
CLIZA,consulta externa,menores de 6 meses,2024-11-01,71,70,34,21,0,0,141,55,196
COBIJA,consulta externa,menores de 6 meses,2024-11-01,131,134,71,53,4,5,265,124,389
COCAPATA,consulta externa,menores de 6 meses,2024-11-01,62,68,2,3,0,0,130,5,135
COCHABAMBA,consulta externa,menores de 6 meses,2024-11-01,1804,1719,909,939,59,69,3523,1848,5371
COIPASA,consulta externa,menores de 6 meses,2024-11-01,1,0,0,0,0,0,1,0,1
COLCAPIRHUA,consulta externa,menores de 6 meses,2024-11-01,103,89,66,53,0,0,192,119,311
"COLCHA ""K""",consulta externa,menores de 6 meses,2024-11-01,22,29,2,3,0,3,51,5,56
COLLANA,consulta externa,menores de 6 meses,2024-11-01,13,11,3,1,0,0,24,4,28
COLOMI,consulta externa,menores de 6 meses,2024-11-01,37,37,7,11,14,16,74,18,92
COLPA BELGICA,consulta externa,menores de 6 meses,2024-11-01,11,14,2,0,4,7,25,2,27
COLQUECHACA,consulta externa,menores de 6 meses,2024-11-01,24,24,0,0,0,0,48,0,48
COLQUENCHA,consulta externa,menores de 6 meses,2024-11-01,12,21,3,6,0,0,33,9,42
COLQUIRI,consulta externa,menores de 6 meses,2024-11-01,17,13,0,0,1,1,30,0,30
COMANCHE,consulta externa,menores de 6 meses,2024-11-01,3,2,0,0,0,0,5,0,5
COMARAPA,consulta externa,menores de 6 meses,2024-11-01,43,34,9,13,0,0,77,22,99
COMBAYA,consulta externa,menores de 6 meses,2024-11-01,2,2,0,0,0,0,4,0,4
CONCEPCION,consulta externa,menores de 6 meses,2024-11-01,46,40,8,1,2,1,86,9,95
COPACABANA,consulta externa,menores de 6 meses,2024-11-01,13,22,1,2,0,0,35,3,38
CORIPATA,consulta externa,menores de 6 meses,2024-11-01,42,28,2,2,7,6,70,4,74
CORO CORO,consulta externa,menores de 6 meses,2024-11-01,11,6,1,2,0,0,17,3,20
COROICO,consulta externa,menores de 6 meses,2024-11-01,45,39,24,22,16,12,84,46,130
CORQUE,consulta externa,menores de 6 meses,2024-11-01,13,10,0,1,0,1,23,1,24
COTAGAITA,consulta externa,menores de 6 meses,2024-11-01,27,38,4,3,2,2,65,7,72
COTOCA,consulta externa,menores de 6 meses,2024-11-01,150,83,13,6,31,31,233,19,252
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2024-11-01,61,31,6,3,25,14,92,9,101
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2024-11-01,6,5,2,0,0,0,11,2,13
CUEVO,consulta externa,menores de 6 meses,2024-11-01,7,3,4,3,0,0,10,7,17
CULPINA,consulta externa,menores de 6 meses,2024-11-01,32,15,3,2,0,0,47,5,52
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2024-11-01,3,1,0,0,3,1,4,0,4
CURVA,consulta externa,menores de 6 meses,2024-11-01,2,6,0,0,0,2,8,0,8
DESAGUADERO,consulta externa,menores de 6 meses,2024-11-01,1,8,7,7,0,0,9,14,23
EL ALTO,consulta externa,menores de 6 meses,2024-11-01,2662,2469,1077,1069,366,326,5131,2146,7277
EL CHORO,consulta externa,menores de 6 meses,2024-11-01,1,3,0,0,1,0,4,0,4
EL PUENTE(STC),consulta externa,menores de 6 meses,2024-11-01,17,20,1,0,0,1,37,1,38
EL PUENTE(TJA),consulta externa,menores de 6 meses,2024-11-01,31,22,0,0,2,1,53,0,53
EL TORNO,consulta externa,menores de 6 meses,2024-11-01,155,144,153,168,0,0,299,321,620
EL VILLAR,consulta externa,menores de 6 meses,2024-11-01,6,13,0,0,0,0,19,0,19
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2024-11-01,51,40,2,1,0,0,91,3,94
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2024-11-01,97,116,4,3,0,1,213,7,220
ESCOMA,consulta externa,menores de 6 meses,2024-11-01,14,11,0,0,0,0,25,0,25
ESMERALDA,consulta externa,menores de 6 meses,2024-11-01,0,1,0,0,0,0,1,0,1
EUCALIPTUS,consulta externa,menores de 6 meses,2024-11-01,5,5,0,2,3,1,10,2,12
EXALTACION,consulta externa,menores de 6 meses,2024-11-01,3,7,0,0,1,2,10,0,10
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2024-11-01,30,33,1,4,3,2,63,5,68
FILADELFIA,consulta externa,menores de 6 meses,2024-11-01,6,6,0,0,0,0,12,0,12
GAIOC JATUN AYLLU YURA,consulta externa,menores de 6 meses,2024-11-01,9,9,1,0,0,0,18,1,19
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2024-11-01,44,43,9,11,0,0,87,20,107
GIA-TIM,consulta externa,menores de 6 meses,2024-11-01,5,5,0,0,0,0,10,0,10
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2024-11-01,18,13,7,4,2,0,31,11,42
GUANAY,consulta externa,menores de 6 meses,2024-11-01,45,33,29,28,0,0,78,57,135
GUAQUI,consulta externa,menores de 6 meses,2024-11-01,3,2,2,4,0,1,5,6,11
GUAYARAMERIN,consulta externa,menores de 6 meses,2024-11-01,97,115,15,14,7,15,212,29,241
GUTIERREZ,consulta externa,menores de 6 meses,2024-11-01,25,26,2,0,0,0,51,2,53
HUACARAJE,consulta externa,menores de 6 meses,2024-11-01,2,3,3,3,0,1,5,6,11
HUACARETA,consulta externa,menores de 6 meses,2024-11-01,8,9,1,7,2,4,17,8,25
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2024-11-01,0,6,0,1,0,0,6,1,7
HUACHACALLA,consulta externa,menores de 6 meses,2024-11-01,1,0,2,1,1,0,1,3,4
HUANUNI,consulta externa,menores de 6 meses,2024-11-01,42,38,21,10,12,10,80,31,111
HUARINA,consulta externa,menores de 6 meses,2024-11-01,9,8,6,3,0,0,17,9,26
HUATAJATA,consulta externa,menores de 6 meses,2024-11-01,3,5,5,5,0,0,8,10,18
HUAYLLAMARCA,consulta externa,menores de 6 meses,2024-11-01,5,6,1,2,0,0,11,3,14
HUMANATA,consulta externa,menores de 6 meses,2024-11-01,1,1,2,2,0,0,2,4,6
ICHOCA,consulta externa,menores de 6 meses,2024-11-01,12,4,0,5,0,0,16,5,21
ICLA,consulta externa,menores de 6 meses,2024-11-01,12,11,5,3,0,0,23,8,31
INCAHUASI,consulta externa,menores de 6 meses,2024-11-01,28,37,0,0,7,7,65,0,65
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2024-11-01,6,6,0,0,0,0,12,0,12
INQUISIVI,consulta externa,menores de 6 meses,2024-11-01,17,25,1,3,6,3,42,4,46
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2024-11-01,26,29,12,13,1,0,55,25,80
IXIAMAS,consulta externa,menores de 6 meses,2024-11-01,41,37,6,4,0,0,78,10,88
JESUS DE MACHACA,consulta externa,menores de 6 meses,2024-11-01,22,12,3,4,2,3,34,7,41
LA ASUNTA,consulta externa,menores de 6 meses,2024-11-01,96,100,17,16,29,25,196,33,229
LA GUARDIA,consulta externa,menores de 6 meses,2024-11-01,280,234,105,124,26,17,514,229,743
LA PAZ,consulta externa,menores de 6 meses,2024-11-01,2236,2390,812,898,98,108,4626,1710,6336
LAGUNILLAS,consulta externa,menores de 6 meses,2024-11-01,19,23,7,2,0,0,42,9,51
LAJA,consulta externa,menores de 6 meses,2024-11-01,24,14,16,9,0,0,38,25,63
LAS CARRERAS,consulta externa,menores de 6 meses,2024-11-01,8,3,0,0,0,0,11,0,11
LICOMA PAMPA,consulta externa,menores de 6 meses,2024-11-01,2,3,0,0,0,0,5,0,5
LLALLAGUA,consulta externa,menores de 6 meses,2024-11-01,122,114,0,0,1,1,236,0,236
LLICA,consulta externa,menores de 6 meses,2024-11-01,2,4,1,0,0,0,6,1,7
LORETO,consulta externa,menores de 6 meses,2024-11-01,7,6,4,4,2,1,13,8,21
LURIBAY,consulta externa,menores de 6 meses,2024-11-01,9,11,3,5,0,0,20,8,28
MACHACAMARCA,consulta externa,menores de 6 meses,2024-11-01,5,9,3,0,0,1,14,3,17
MACHARETI,consulta externa,menores de 6 meses,2024-11-01,15,12,1,3,3,0,27,4,31
MAGDALENA,consulta externa,menores de 6 meses,2024-11-01,15,15,7,4,0,2,30,11,41
MAIRANA,consulta externa,menores de 6 meses,2024-11-01,25,18,6,9,0,0,43,15,58
MALLA,consulta externa,menores de 6 meses,2024-11-01,7,2,0,0,0,0,9,0,9
MAPIRI,consulta externa,menores de 6 meses,2024-11-01,35,31,5,4,0,0,66,9,75
MECAPACA,consulta externa,menores de 6 meses,2024-11-01,9,10,10,12,1,3,19,22,41
MINEROS,consulta externa,menores de 6 meses,2024-11-01,25,29,5,3,0,0,54,8,62
MIZQUE,consulta externa,menores de 6 meses,2024-11-01,65,50,43,22,17,17,115,65,180
MOCOMOCO,consulta externa,menores de 6 meses,2024-11-01,21,13,7,4,0,0,34,11,45
MOJINETE,consulta externa,menores de 6 meses,2024-11-01,2,3,0,2,0,0,5,2,7
MOJOCOYA,consulta externa,menores de 6 meses,2024-11-01,6,4,0,2,0,0,10,2,12
MONTEAGUDO,consulta externa,menores de 6 meses,2024-11-01,75,55,6,9,0,5,130,15,145
MONTERO,consulta externa,menores de 6 meses,2024-11-01,587,527,105,100,4,3,1114,205,1319
MORO MORO,consulta externa,menores de 6 meses,2024-11-01,3,3,0,1,0,0,6,1,7
MOROCHATA,consulta externa,menores de 6 meses,2024-11-01,12,12,0,0,0,1,24,0,24
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2024-11-01,7,9,1,1,0,0,16,2,18
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2024-11-01,0,1,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2024-11-01,4,5,0,0,0,0,9,0,9
OCURI,consulta externa,menores de 6 meses,2024-11-01,21,23,1,0,4,2,44,1,45
OKINAWA,consulta externa,menores de 6 meses,2024-11-01,19,16,2,1,0,0,35,3,38
OMEREQUE,consulta externa,menores de 6 meses,2024-11-01,22,12,5,7,2,0,34,12,46
ORURO,consulta externa,menores de 6 meses,2024-11-01,1047,1044,441,449,205,175,2091,890,2981
PADCAYA,consulta externa,menores de 6 meses,2024-11-01,49,42,5,1,7,7,91,6,97
PADILLA,consulta externa,menores de 6 meses,2024-11-01,23,13,4,4,0,0,36,8,44
PAILON,consulta externa,menores de 6 meses,2024-11-01,74,61,61,40,0,0,135,101,236
PALCA,consulta externa,menores de 6 meses,2024-11-01,45,41,0,0,10,6,86,0,86
PALOS BLANCOS,consulta externa,menores de 6 meses,2024-11-01,93,83,8,17,0,0,176,25,201
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2024-11-01,0,2,1,0,0,0,2,1,3
PAMPA GRANDE,consulta externa,menores de 6 meses,2024-11-01,8,12,1,1,0,0,20,2,22
PAPEL PAMPA,consulta externa,menores de 6 meses,2024-11-01,3,7,1,0,0,0,10,1,11
PASORAPA,consulta externa,menores de 6 meses,2024-11-01,0,2,0,2,2,0,2,2,4
PATACAMAYA,consulta externa,menores de 6 meses,2024-11-01,55,53,3,2,9,5,108,5,113
PAZÑA,consulta externa,menores de 6 meses,2024-11-01,7,6,0,0,0,0,13,0,13
PELECHUCO,consulta externa,menores de 6 meses,2024-11-01,12,11,3,0,5,2,23,3,26
POCOATA,consulta externa,menores de 6 meses,2024-11-01,16,10,0,0,1,0,26,0,26
POCONA,consulta externa,menores de 6 meses,2024-11-01,16,13,2,12,2,4,29,14,43
POJO (CBBA),consulta externa,menores de 6 meses,2024-11-01,14,15,5,4,1,0,29,9,38
POOPO,consulta externa,menores de 6 meses,2024-11-01,7,8,7,0,0,0,15,7,22
PORCO,consulta externa,menores de 6 meses,2024-11-01,29,28,1,0,0,0,57,1,58
POROMA,consulta externa,menores de 6 meses,2024-11-01,31,25,6,6,8,2,56,12,68
PORONGO,consulta externa,menores de 6 meses,2024-11-01,13,22,10,5,1,1,35,15,50
PORTACHUELO,consulta externa,menores de 6 meses,2024-11-01,7,18,10,15,0,3,25,25,50
PORVENIR,consulta externa,menores de 6 meses,2024-11-01,9,11,0,0,0,0,20,0,20
POSTRER VALLE,consulta externa,menores de 6 meses,2024-11-01,0,1,0,0,0,0,1,0,1
POTOSI,consulta externa,menores de 6 meses,2024-11-01,954,905,184,158,150,178,1859,342,2201
PRESTO,consulta externa,menores de 6 meses,2024-11-01,14,20,0,0,0,0,34,0,34
PUCARA,consulta externa,menores de 6 meses,2024-11-01,0,1,0,1,0,0,1,1,2
PUCARANI,consulta externa,menores de 6 meses,2024-11-01,66,83,7,1,0,0,149,8,157
PUERTO ACOSTA,consulta externa,menores de 6 meses,2024-11-01,8,4,1,2,0,0,12,3,15
PUERTO CARABUCO,consulta externa,menores de 6 meses,2024-11-01,17,12,0,0,0,0,29,0,29
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2024-11-01,15,8,9,9,4,2,23,18,41
PUERTO PEREZ,consulta externa,menores de 6 meses,2024-11-01,5,4,8,6,0,0,9,14,23
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2024-11-01,41,48,1,3,5,4,89,4,93
PUERTO RICO,consulta externa,menores de 6 meses,2024-11-01,7,6,0,1,0,0,13,1,14
PUERTO SILES,consulta externa,menores de 6 meses,2024-11-01,3,1,1,0,0,1,4,1,5
PUERTO SUAREZ,consulta externa,menores de 6 meses,2024-11-01,15,23,0,1,1,2,38,1,39
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2024-11-01,348,339,34,27,13,3,687,61,748
PUNA,consulta externa,menores de 6 meses,2024-11-01,16,14,0,1,5,6,30,1,31
PUNATA,consulta externa,menores de 6 meses,2024-11-01,125,88,125,101,0,0,213,226,439
QUIABAYA,consulta externa,menores de 6 meses,2024-11-01,11,4,0,0,0,0,15,0,15
QUILLACOLLO,consulta externa,menores de 6 meses,2024-11-01,504,499,282,273,5,3,1003,555,1558
QUIME,consulta externa,menores de 6 meses,2024-11-01,13,8,4,1,0,2,21,5,26
QUIRUSILLAS,consulta externa,menores de 6 meses,2024-11-01,1,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),consulta externa,menores de 6 meses,2024-11-01,9,15,10,5,6,9,24,15,39
RAVELO,consulta externa,menores de 6 meses,2024-11-01,16,12,0,0,1,0,28,0,28
REYES,consulta externa,menores de 6 meses,2024-11-01,23,21,2,1,1,0,44,3,47
RIBERALTA,consulta externa,menores de 6 meses,2024-11-01,356,283,125,101,40,26,639,226,865
ROBORE,consulta externa,menores de 6 meses,2024-11-01,20,13,0,0,11,7,33,0,33
RURRENABAQUE,consulta externa,menores de 6 meses,2024-11-01,40,39,3,3,1,1,79,6,85
SABAYA,consulta externa,menores de 6 meses,2024-11-01,2,4,1,1,3,2,6,2,8
SACABA,consulta externa,menores de 6 meses,2024-11-01,693,633,108,108,221,194,1326,216,1542
SACABAMBA,consulta externa,menores de 6 meses,2024-11-01,3,9,1,1,0,0,12,2,14
SACACA,consulta externa,menores de 6 meses,2024-11-01,32,19,1,0,0,0,51,1,52
SAIPINA,consulta externa,menores de 6 meses,2024-11-01,9,13,2,2,0,0,22,4,26
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2024-11-01,8,3,1,0,4,3,11,1,12
SAMAIPATA,consulta externa,menores de 6 meses,2024-11-01,28,12,4,2,0,0,40,6,46
SAN AGUSTIN,consulta externa,menores de 6 meses,2024-11-01,2,0,0,0,0,0,2,0,2
SAN ANDRES,consulta externa,menores de 6 meses,2024-11-01,24,24,7,3,0,2,48,10,58
SAN ANDRES DE MACHACA,consulta externa,menores de 6 meses,2024-11-01,2,2,6,1,0,0,4,7,11
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 6 meses,2024-11-01,2,0,0,0,0,0,2,0,2
SAN ANTONIO DE LOMERIO,consulta externa,menores de 6 meses,2024-11-01,8,1,1,0,0,0,9,1,10
SAN BENITO,consulta externa,menores de 6 meses,2024-11-01,22,16,10,6,0,0,38,16,54
SAN BORJA,consulta externa,menores de 6 meses,2024-11-01,77,58,14,14,18,32,135,28,163
SAN BUENA VENTURA,consulta externa,menores de 6 meses,2024-11-01,17,30,1,0,0,0,47,1,48
SAN CARLOS,consulta externa,menores de 6 meses,2024-11-01,28,24,1,3,0,0,52,4,56
SAN IGNACIO,consulta externa,menores de 6 meses,2024-11-01,33,32,0,1,7,6,65,1,66
SAN IGNACIO DE VELASCO,consulta externa,menores de 6 meses,2024-11-01,91,71,17,16,3,4,162,33,195
SAN JAVIER(BNI),consulta externa,menores de 6 meses,2024-11-01,0,4,1,1,0,0,4,2,6
SAN JAVIER(STC),consulta externa,menores de 6 meses,2024-11-01,11,10,0,0,0,0,21,0,21
SAN JOAQUIN,consulta externa,menores de 6 meses,2024-11-01,17,18,2,1,0,0,35,3,38
SAN JOSE DE CHIQUITOS,consulta externa,menores de 6 meses,2024-11-01,12,13,0,3,0,1,25,3,28
SAN JUAN DE YAPACANI,consulta externa,menores de 6 meses,2024-11-01,9,9,1,0,0,0,18,1,19
SAN JULIAN,consulta externa,menores de 6 meses,2024-11-01,124,114,27,23,4,3,238,50,288
SAN LORENZO(PND),consulta externa,menores de 6 meses,2024-11-01,14,12,2,1,4,3,26,3,29
SAN LORENZO(TJA),consulta externa,menores de 6 meses,2024-11-01,66,74,5,5,0,0,140,10,150
SAN LUCAS,consulta externa,menores de 6 meses,2024-11-01,56,56,0,3,3,1,112,3,115
SAN MATIAS,consulta externa,menores de 6 meses,2024-11-01,18,11,2,3,1,0,29,5,34
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2024-11-01,13,15,3,2,0,0,28,5,33
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2024-11-01,6,2,0,0,0,1,8,0,8
SAN PEDRO,consulta externa,menores de 6 meses,2024-11-01,25,19,2,3,5,6,44,5,49
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2024-11-01,32,23,0,0,3,3,55,0,55
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2024-11-01,5,5,0,1,0,0,10,1,11
SAN PEDRO DE MACHA,consulta externa,menores de 6 meses,2024-11-01,14,10,0,0,0,0,24,0,24
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2024-11-01,5,2,4,7,0,0,7,11,18
SAN PEDRO(PND),consulta externa,menores de 6 meses,2024-11-01,4,3,0,0,0,0,7,0,7
SAN RAFAEL,consulta externa,menores de 6 meses,2024-11-01,6,15,9,10,0,0,21,19,40
SAN RAMON BENI,consulta externa,menores de 6 meses,2024-11-01,0,0,1,0,7,8,0,1,1
SAN RAMON SCZ,consulta externa,menores de 6 meses,2024-11-01,8,3,0,0,0,0,11,0,11
SANTA ANA,consulta externa,menores de 6 meses,2024-11-01,33,21,34,27,0,0,54,61,115
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2024-11-01,2766,2479,695,630,399,342,5245,1325,6570
SANTA ROSA,consulta externa,menores de 6 meses,2024-11-01,17,14,0,0,4,1,31,0,31
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2024-11-01,31,18,2,2,4,0,49,4,53
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2024-11-01,7,7,0,1,0,0,14,1,15
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2024-11-01,14,6,1,3,0,0,20,4,24
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2024-11-01,2,4,0,1,0,0,6,1,7
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2024-11-01,4,2,1,0,0,0,6,1,7
SANTIVAÑES,consulta externa,menores de 6 meses,2024-11-01,40,9,4,1,0,0,49,5,54
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2024-11-01,0,3,0,1,5,6,3,1,4
SAPAHAQUI,consulta externa,menores de 6 meses,2024-11-01,4,11,6,3,0,0,15,9,24
SENA,consulta externa,menores de 6 meses,2024-11-01,6,16,0,0,0,0,22,0,22
SHINAOTA,consulta externa,menores de 6 meses,2024-11-01,94,98,8,5,4,6,192,13,205
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2024-11-01,16,21,3,6,0,0,37,9,46
SICAYA,consulta externa,menores de 6 meses,2024-11-01,14,8,4,0,0,0,22,4,26
SIPE SIPE,consulta externa,menores de 6 meses,2024-11-01,146,171,54,42,0,0,317,96,413
SOPACHUY,consulta externa,menores de 6 meses,2024-11-01,29,18,2,5,0,0,47,7,54
SORACACHI,consulta externa,menores de 6 meses,2024-11-01,4,10,0,0,1,0,14,0,14
SORATA,consulta externa,menores de 6 meses,2024-11-01,45,25,8,6,1,3,70,14,84
SUCRE,consulta externa,menores de 6 meses,2024-11-01,1082,912,230,187,17,17,1994,417,2411
TACACHI,consulta externa,menores de 6 meses,2024-11-01,0,2,0,0,0,0,2,0,2
TACACOMA,consulta externa,menores de 6 meses,2024-11-01,18,14,6,4,0,0,32,10,42
TACOBAMBA,consulta externa,menores de 6 meses,2024-11-01,8,10,0,0,2,0,18,0,18
TACOPAYA,consulta externa,menores de 6 meses,2024-11-01,5,10,0,0,0,0,15,0,15
TAHUA,consulta externa,menores de 6 meses,2024-11-01,3,4,1,0,0,0,7,1,8
TAPACARI,consulta externa,menores de 6 meses,2024-11-01,48,31,3,2,0,0,79,5,84
TARABUCO,consulta externa,menores de 6 meses,2024-11-01,52,31,1,2,1,0,83,3,86
TARACO,consulta externa,menores de 6 meses,2024-11-01,8,9,1,0,0,0,17,1,18
TARATA,consulta externa,menores de 6 meses,2024-11-01,12,30,6,3,0,0,42,9,51
TARIJA,consulta externa,menores de 6 meses,2024-11-01,707,721,207,225,43,47,1428,432,1860
TARVITA,consulta externa,menores de 6 meses,2024-11-01,39,46,0,0,3,2,85,0,85
TEOPONTE,consulta externa,menores de 6 meses,2024-11-01,40,18,7,16,0,0,58,23,81
TIAHUANACU,consulta externa,menores de 6 meses,2024-11-01,15,3,7,7,0,0,18,14,32
TINGUIPAYA,consulta externa,menores de 6 meses,2024-11-01,9,16,0,0,7,7,25,0,25
TIPUANI,consulta externa,menores de 6 meses,2024-11-01,18,19,3,2,0,0,37,5,42
TIQUIPAYA,consulta externa,menores de 6 meses,2024-11-01,236,222,34,33,0,0,458,67,525
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2024-11-01,34,33,32,37,0,0,67,69,136
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 6 meses,2024-11-01,2,0,0,0,0,0,2,0,2
TOCO,consulta externa,menores de 6 meses,2024-11-01,6,14,2,6,0,0,20,8,28
TOLATA,consulta externa,menores de 6 meses,2024-11-01,18,19,10,13,0,0,37,23,60
TOLEDO,consulta externa,menores de 6 meses,2024-11-01,6,6,0,0,4,2,12,0,12
TOMAVE,consulta externa,menores de 6 meses,2024-11-01,13,11,3,0,0,0,24,3,27
TOMINA,consulta externa,menores de 6 meses,2024-11-01,14,19,0,0,0,0,33,0,33
TORO TORO,consulta externa,menores de 6 meses,2024-11-01,11,13,0,0,2,0,24,0,24
TOTORA(CBBA),consulta externa,menores de 6 meses,2024-11-01,60,37,5,4,8,5,97,9,106
TOTORA(ORR),consulta externa,menores de 6 meses,2024-11-01,5,1,1,0,3,0,6,1,7
TRIGAL,consulta externa,menores de 6 meses,2024-11-01,1,1,0,0,0,0,2,0,2
TRINIDAD,consulta externa,menores de 6 meses,2024-11-01,245,246,25,21,13,14,491,46,537
TUPIZA,consulta externa,menores de 6 meses,2024-11-01,111,97,77,39,14,5,208,116,324
TURCO,consulta externa,menores de 6 meses,2024-11-01,2,2,0,0,0,0,4,0,4
UMALA,consulta externa,menores de 6 meses,2024-11-01,3,3,4,7,0,0,6,11,17
UNCIA,consulta externa,menores de 6 meses,2024-11-01,51,60,1,3,4,3,111,4,115
URIONDO (A. CONCEPCION),consulta externa,menores de 6 meses,2024-11-01,64,64,9,14,23,25,128,23,151
URUBICHA,consulta externa,menores de 6 meses,2024-11-01,12,1,1,0,0,0,13,1,14
UYUNI,consulta externa,menores de 6 meses,2024-11-01,64,68,11,19,21,18,132,30,162
VACAS,consulta externa,menores de 6 meses,2024-11-01,17,17,1,0,0,0,34,1,35
VALLEGRANDE,consulta externa,menores de 6 meses,2024-11-01,20,26,17,20,2,1,46,37,83
VIACHA,consulta externa,menores de 6 meses,2024-11-01,265,268,50,41,23,21,533,91,624
VILA VILA,consulta externa,menores de 6 meses,2024-11-01,5,5,5,2,0,2,10,7,17
VILLA CHARCAS,consulta externa,menores de 6 meses,2024-11-01,30,27,0,1,4,6,57,1,58
VILLA MONTES,consulta externa,menores de 6 meses,2024-11-01,110,85,6,7,1,4,195,13,208
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 6 meses,2024-11-01,4,10,1,2,0,0,14,3,17
VILLA RIVERO,consulta externa,menores de 6 meses,2024-11-01,29,22,7,1,0,0,51,8,59
VILLA SERRANO,consulta externa,menores de 6 meses,2024-11-01,22,22,2,1,0,1,44,3,47
VILLA TUNARI,consulta externa,menores de 6 meses,2024-11-01,388,395,57,40,34,17,783,97,880
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 6 meses,2024-11-01,15,9,7,2,0,0,24,9,33
VILLAZON,consulta externa,menores de 6 meses,2024-11-01,45,56,30,17,42,44,101,47,148
VINTO,consulta externa,menores de 6 meses,2024-11-01,231,248,45,35,0,0,479,80,559
VITICHI,consulta externa,menores de 6 meses,2024-11-01,6,9,0,0,0,4,15,0,15
WALDO BALLIVIAN,consulta externa,menores de 6 meses,2024-11-01,1,3,3,3,0,0,4,6,10
WARNES,consulta externa,menores de 6 meses,2024-11-01,244,215,37,22,8,6,459,59,518
YACO,consulta externa,menores de 6 meses,2024-11-01,11,13,5,7,4,5,24,12,36
YACUIBA,consulta externa,menores de 6 meses,2024-11-01,233,230,43,42,69,53,463,85,548
YAMPARAEZ,consulta externa,menores de 6 meses,2024-11-01,11,12,0,1,0,0,23,1,24
YANACACHI,consulta externa,menores de 6 meses,2024-11-01,9,7,0,0,5,1,16,0,16
YAPACANI,consulta externa,menores de 6 meses,2024-11-01,134,629,12,12,5,3,763,24,787
YOCALLA,consulta externa,menores de 6 meses,2024-11-01,5,10,0,0,0,0,15,0,15
YOTALA,consulta externa,menores de 6 meses,2024-11-01,29,13,5,2,6,4,42,7,49
