,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS PRIMERA,PERSONAS DE 60 AÑOS Y MÁS PRIMERA,TOTALES,TOTALES,TOTALES
MIZQUE,consulta externa,personas de 60 anos y mas,2024-10-01,460,534,350,475,38,22,994,825,1819
MOCOMOCO,consulta externa,personas de 60 anos y mas,2024-10-01,467,455,94,115,0,0,922,209,1131
MOJINETE,consulta externa,personas de 60 anos y mas,2024-10-01,26,41,10,10,0,0,67,20,87
MOJOCOYA,consulta externa,personas de 60 anos y mas,2024-10-01,395,414,52,56,0,0,809,108,917
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2024-10-01,877,1106,366,493,27,40,1983,859,2842
MONTERO,consulta externa,personas de 60 anos y mas,2024-10-01,3496,4142,1534,1956,14,16,7638,3490,11128
MORO MORO,consulta externa,personas de 60 anos y mas,2024-10-01,24,28,62,77,0,0,52,139,191
MOROCHATA,consulta externa,personas de 60 anos y mas,2024-10-01,382,436,3,10,54,64,818,13,831
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2024-10-01,26,15,10,8,0,0,41,18,59
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2024-10-01,12,16,0,1,0,0,28,1,29
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2024-10-01,31,28,13,4,0,0,59,17,76
OCURI,consulta externa,personas de 60 anos y mas,2024-10-01,501,563,4,9,0,0,1064,13,1077
OKINAWA,consulta externa,personas de 60 anos y mas,2024-10-01,146,184,135,171,0,0,330,306,636
OMEREQUE,consulta externa,personas de 60 anos y mas,2024-10-01,137,153,99,104,0,0,290,203,493
ORURO,consulta externa,personas de 60 anos y mas,2024-10-01,8037,9923,5029,6433,363,575,17960,11462,29422
PADCAYA,consulta externa,personas de 60 anos y mas,2024-10-01,508,733,151,236,28,46,1241,387,1628
PADILLA,consulta externa,personas de 60 anos y mas,2024-10-01,311,353,137,223,0,1,664,360,1024
PAILON,consulta externa,personas de 60 anos y mas,2024-10-01,578,479,356,319,1,2,1057,675,1732
PALCA,consulta externa,personas de 60 anos y mas,2024-10-01,387,420,7,14,73,73,807,21,828
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2024-10-01,530,382,154,136,0,0,912,290,1202
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2024-10-01,61,97,9,10,17,15,158,19,177
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2024-10-01,103,180,133,176,0,0,283,309,592
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2024-10-01,138,175,40,47,51,48,313,87,400
PASORAPA,consulta externa,personas de 60 anos y mas,2024-10-01,164,162,69,84,3,3,326,153,479
PATACAMAYA,consulta externa,personas de 60 anos y mas,2024-10-01,361,306,178,184,0,0,667,362,1029
PAZÑA,consulta externa,personas de 60 anos y mas,2024-10-01,136,150,39,27,0,1,286,66,352
PELECHUCO,consulta externa,personas de 60 anos y mas,2024-10-01,129,116,13,19,0,0,245,32,277
POCOATA,consulta externa,personas de 60 anos y mas,2024-10-01,1041,1421,5,5,1,0,2462,10,2472
POCONA,consulta externa,personas de 60 anos y mas,2024-10-01,547,760,9,16,0,0,1307,25,1332
POJO (CBBA),consulta externa,personas de 60 anos y mas,2024-10-01,150,171,50,46,43,51,321,96,417
POOPO,consulta externa,personas de 60 anos y mas,2024-10-01,126,188,35,61,1,1,314,96,410
PORCO,consulta externa,personas de 60 anos y mas,2024-10-01,65,112,7,6,0,0,177,13,190
POROMA,consulta externa,personas de 60 anos y mas,2024-10-01,787,832,84,103,7,3,1619,187,1806
PORONGO,consulta externa,personas de 60 anos y mas,2024-10-01,264,247,128,85,1,0,511,213,724
PORTACHUELO,consulta externa,personas de 60 anos y mas,2024-10-01,171,186,205,229,25,17,357,434,791
PORVENIR,consulta externa,personas de 60 anos y mas,2024-10-01,121,111,53,47,0,0,232,100,332
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2024-10-01,29,27,11,20,0,0,56,31,87
POTOSI,consulta externa,personas de 60 anos y mas,2024-10-01,4505,5916,2033,2886,436,620,10421,4919,15340
PRESTO,consulta externa,personas de 60 anos y mas,2024-10-01,457,470,34,56,0,0,927,90,1017
PUCARA,consulta externa,personas de 60 anos y mas,2024-10-01,21,31,63,64,0,0,52,127,179
PUCARANI,consulta externa,personas de 60 anos y mas,2024-10-01,643,780,230,258,0,0,1423,488,1911
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2024-10-01,278,315,31,16,0,0,593,47,640
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2024-10-01,344,360,53,67,0,0,704,120,824
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2024-10-01,142,115,98,74,2,4,257,172,429
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2024-10-01,248,255,40,39,0,0,503,79,582
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2024-10-01,96,148,47,63,34,37,244,110,354
PUERTO RICO,consulta externa,personas de 60 anos y mas,2024-10-01,18,19,5,5,0,0,37,10,47
PUERTO SILES,consulta externa,personas de 60 anos y mas,2024-10-01,19,5,0,0,0,0,24,0,24
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2024-10-01,114,139,126,132,10,14,253,258,511
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2024-10-01,859,779,166,185,0,0,1638,351,1989
PUNA,consulta externa,personas de 60 anos y mas,2024-10-01,1136,1628,15,16,62,70,2764,31,2795
PUNATA,consulta externa,personas de 60 anos y mas,2024-10-01,694,1122,989,1445,0,0,1816,2434,4250
QUIABAYA,consulta externa,personas de 60 anos y mas,2024-10-01,88,82,20,22,0,0,170,42,212
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2024-10-01,2654,3748,2129,2857,32,60,6402,4986,11388
QUIME,consulta externa,personas de 60 anos y mas,2024-10-01,148,127,47,27,0,0,275,74,349
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2024-10-01,82,75,63,55,0,0,157,118,275
RAQAYPAMPA(ETA),consulta externa,personas de 60 anos y mas,2024-10-01,168,234,31,31,6,5,402,62,464
RAVELO,consulta externa,personas de 60 anos y mas,2024-10-01,1097,1196,17,20,0,0,2293,37,2330
REYES,consulta externa,personas de 60 anos y mas,2024-10-01,180,204,1,2,0,0,384,3,387
RIBERALTA,consulta externa,personas de 60 anos y mas,2024-10-01,1693,1749,1248,1328,170,169,3442,2576,6018
ROBORE,consulta externa,personas de 60 anos y mas,2024-10-01,321,314,324,336,89,96,635,660,1295
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2024-10-01,606,519,199,216,54,59,1125,415,1540
SABAYA,consulta externa,personas de 60 anos y mas,2024-10-01,115,126,64,68,5,5,241,132,373
SACABA,consulta externa,personas de 60 anos y mas,2024-10-01,2276,3333,1524,2226,294,343,5609,3750,9359
SACABAMBA,consulta externa,personas de 60 anos y mas,2024-10-01,153,244,57,67,0,0,397,124,521
SACACA,consulta externa,personas de 60 anos y mas,2024-10-01,457,739,1,0,32,62,1196,1,1197
SAIPINA,consulta externa,personas de 60 anos y mas,2024-10-01,130,173,60,77,0,0,303,137,440
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2024-10-01,389,430,56,67,12,12,819,123,942
SAMAIPATA,consulta externa,personas de 60 anos y mas,2024-10-01,253,228,144,150,0,0,481,294,775
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2024-10-01,39,69,1,0,26,42,108,1,109
SAN ANDRES,consulta externa,personas de 60 anos y mas,2024-10-01,164,120,47,46,8,3,284,93,377
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2024-10-01,233,251,54,53,0,0,484,107,591
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2024-10-01,37,44,0,0,0,0,81,0,81
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2024-10-01,77,73,9,27,0,0,150,36,186
SAN BENITO,consulta externa,personas de 60 anos y mas,2024-10-01,244,419,306,412,0,0,663,718,1381
SAN BORJA,consulta externa,personas de 60 anos y mas,2024-10-01,489,498,144,179,86,99,987,323,1310
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2024-10-01,173,151,40,40,0,0,324,80,404
SAN CARLOS,consulta externa,personas de 60 anos y mas,2024-10-01,366,280,66,63,0,0,646,129,775
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2024-10-01,290,312,46,86,20,31,602,132,734
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2024-10-01,653,697,215,268,1,1,1350,483,1833
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2024-10-01,40,24,6,3,0,0,64,9,73
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2024-10-01,207,189,3,4,0,0,396,7,403
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2024-10-01,76,120,23,38,0,0,196,61,257
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2024-10-01,199,143,32,27,36,39,342,59,401
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2024-10-01,145,129,17,27,0,0,274,44,318
SAN JULIAN,consulta externa,personas de 60 anos y mas,2024-10-01,1127,949,435,365,3,6,2076,800,2876
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2024-10-01,59,68,85,59,0,0,127,144,271
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2024-10-01,702,981,105,144,0,0,1683,249,1932
SAN LUCAS,consulta externa,personas de 60 anos y mas,2024-10-01,1112,1601,143,175,6,9,2713,318,3031
SAN MATIAS,consulta externa,personas de 60 anos y mas,2024-10-01,116,121,166,252,34,45,237,418,655
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2024-10-01,188,187,114,174,0,0,375,288,663
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2024-10-01,120,110,5,6,0,0,230,11,241
SAN PEDRO,consulta externa,personas de 60 anos y mas,2024-10-01,451,424,78,72,0,0,875,150,1025
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2024-10-01,941,1042,1,0,11,16,1983,1,1984
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2024-10-01,98,106,10,10,31,28,204,20,224
SAN PEDRO DE MACHA,consulta externa,personas de 60 anos y mas,2024-10-01,707,901,8,5,0,0,1608,13,1621
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2024-10-01,13,30,4,7,0,0,43,11,54
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2024-10-01,48,52,199,246,0,0,100,445,545
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2024-10-01,36,33,5,7,0,0,69,12,81
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2024-10-01,106,81,79,94,0,0,187,173,360
SAN RAMON BENI,consulta externa,personas de 60 anos y mas,2024-10-01,33,67,30,54,50,50,100,84,184
SAN RAMON SCZ,consulta externa,personas de 60 anos y mas,2024-10-01,111,130,22,20,0,0,241,42,283
SANTA ANA,consulta externa,personas de 60 anos y mas,2024-10-01,197,261,82,68,0,0,458,150,608
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2024-10-01,22061,29596,15244,34254,1405,1879,51657,49498,101155
SANTA ROSA,consulta externa,personas de 60 anos y mas,2024-10-01,166,162,35,31,0,1,328,66,394
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2024-10-01,439,404,34,29,25,26,843,63,906
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2024-10-01,221,256,15,17,0,0,477,32,509
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2024-10-01,405,432,40,30,0,0,837,70,907
SANTIAGO DE HUATA,consulta externa,personas de 60 anos y mas,2024-10-01,139,146,104,113,0,0,285,217,502
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2024-10-01,171,240,20,41,0,0,411,61,472
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2024-10-01,297,488,75,149,0,0,785,224,1009
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2024-10-01,131,178,53,57,132,178,309,110,419
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2024-10-01,278,217,99,82,11,13,495,181,676
SENA,consulta externa,personas de 60 anos y mas,2024-10-01,82,57,20,20,0,0,139,40,179
SHINAOTA,consulta externa,personas de 60 anos y mas,2024-10-01,362,343,82,87,5,5,705,169,874
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2024-10-01,540,613,131,167,35,39,1153,298,1451
SICAYA,consulta externa,personas de 60 anos y mas,2024-10-01,62,99,94,109,0,0,161,203,364
SIPE SIPE,consulta externa,personas de 60 anos y mas,2024-10-01,711,1144,345,486,0,0,1855,831,2686
SOPACHUY,consulta externa,personas de 60 anos y mas,2024-10-01,145,210,86,144,0,0,355,230,585
SORACACHI,consulta externa,personas de 60 anos y mas,2024-10-01,555,621,40,44,2,8,1176,84,1260
SORATA,consulta externa,personas de 60 anos y mas,2024-10-01,385,341,107,118,59,49,726,225,951
SUCRE,consulta externa,personas de 60 anos y mas,2024-10-01,8427,11735,4870,7592,393,505,20162,12462,32624
TACACHI,consulta externa,personas de 60 anos y mas,2024-10-01,37,74,2,13,0,0,111,15,126
TACACOMA,consulta externa,personas de 60 anos y mas,2024-10-01,115,71,50,45,0,0,186,95,281
TACOBAMBA,consulta externa,personas de 60 anos y mas,2024-10-01,353,469,0,0,0,0,822,0,822
TACOPAYA,consulta externa,personas de 60 anos y mas,2024-10-01,441,517,69,66,0,0,958,135,1093
TAHUA,consulta externa,personas de 60 anos y mas,2024-10-01,34,40,0,0,0,0,74,0,74
TAPACARI,consulta externa,personas de 60 anos y mas,2024-10-01,1005,1110,4,3,0,0,2115,7,2122
TARABUCO,consulta externa,personas de 60 anos y mas,2024-10-01,676,831,95,140,0,0,1507,235,1742
TARACO,consulta externa,personas de 60 anos y mas,2024-10-01,219,203,111,142,0,0,422,253,675
TARATA,consulta externa,personas de 60 anos y mas,2024-10-01,249,295,48,71,0,0,544,119,663
TARIJA,consulta externa,personas de 60 anos y mas,2024-10-01,6217,8030,4325,5634,257,362,14247,9959,24206
TARVITA,consulta externa,personas de 60 anos y mas,2024-10-01,337,466,59,80,1,5,803,139,942
TEOPONTE,consulta externa,personas de 60 anos y mas,2024-10-01,138,115,27,20,0,0,253,47,300
TIAHUANACU,consulta externa,personas de 60 anos y mas,2024-10-01,250,267,269,244,0,0,517,513,1030
TINGUIPAYA,consulta externa,personas de 60 anos y mas,2024-10-01,835,1031,2,4,2,2,1866,6,1872
TIPUANI,consulta externa,personas de 60 anos y mas,2024-10-01,164,94,38,32,0,0,258,70,328
TIQUIPAYA,consulta externa,personas de 60 anos y mas,2024-10-01,679,989,295,638,0,0,1668,933,2601
TIRAQUE (CBBA),consulta externa,personas de 60 anos y mas,2024-10-01,552,736,231,285,0,0,1288,516,1804
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 60 anos y mas,2024-10-01,67,108,15,24,0,0,175,39,214
TOCO,consulta externa,personas de 60 anos y mas,2024-10-01,90,115,106,133,0,1,205,239,444
TODOS SANTOS,consulta externa,personas de 60 anos y mas,2024-10-01,12,16,0,1,0,0,28,1,29
TOLATA,consulta externa,personas de 60 anos y mas,2024-10-01,66,100,94,140,0,0,166,234,400
TOLEDO,consulta externa,personas de 60 anos y mas,2024-10-01,250,353,16,30,0,0,603,46,649
TOMAVE,consulta externa,personas de 60 anos y mas,2024-10-01,305,428,18,26,0,0,733,44,777
TOMINA,consulta externa,personas de 60 anos y mas,2024-10-01,246,280,113,171,0,0,526,284,810
TORO TORO,consulta externa,personas de 60 anos y mas,2024-10-01,393,468,1,5,0,0,861,6,867
TOTORA(CBBA),consulta externa,personas de 60 anos y mas,2024-10-01,323,341,79,90,19,21,664,169,833
TOTORA(ORR),consulta externa,personas de 60 anos y mas,2024-10-01,258,296,5,10,5,1,554,15,569
TRIGAL,consulta externa,personas de 60 anos y mas,2024-10-01,18,25,44,65,0,0,43,109,152
TRINIDAD,consulta externa,personas de 60 anos y mas,2024-10-01,1936,2186,1172,1644,436,351,4122,2816,6938
TUPIZA,consulta externa,personas de 60 anos y mas,2024-10-01,591,885,223,334,18,25,1476,557,2033
TURCO,consulta externa,personas de 60 anos y mas,2024-10-01,239,229,26,25,0,0,468,51,519
UMALA,consulta externa,personas de 60 anos y mas,2024-10-01,176,189,103,111,0,0,365,214,579
UNCIA,consulta externa,personas de 60 anos y mas,2024-10-01,656,881,104,184,32,56,1537,288,1825
URIONDO (A. CONCEPCION),consulta externa,personas de 60 anos y mas,2024-10-01,457,688,153,231,104,187,1145,384,1529
URUBICHA,consulta externa,personas de 60 anos y mas,2024-10-01,30,44,0,0,34,48,74,0,74
UYUNI,consulta externa,personas de 60 anos y mas,2024-10-01,823,1015,314,333,31,42,1838,647,2485
VACAS,consulta externa,personas de 60 anos y mas,2024-10-01,312,436,23,42,27,35,748,65,813
VALLEGRANDE,consulta externa,personas de 60 anos y mas,2024-10-01,331,454,723,1026,15,21,785,1749,2534
VIACHA,consulta externa,personas de 60 anos y mas,2024-10-01,958,1363,689,957,261,382,2321,1646,3967
VILA VILA,consulta externa,personas de 60 anos y mas,2024-10-01,223,224,32,30,0,1,447,62,509
VILLA CHARCAS,consulta externa,personas de 60 anos y mas,2024-10-01,333,512,23,43,16,21,845,66,911
VILLA MONTES,consulta externa,personas de 60 anos y mas,2024-10-01,1039,1071,440,467,60,34,2110,907,3017
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 60 anos y mas,2024-10-01,30,20,16,11,5,2,50,27,77
VILLA RIVERO,consulta externa,personas de 60 anos y mas,2024-10-01,164,261,48,63,0,0,425,111,536
VILLA SERRANO,consulta externa,personas de 60 anos y mas,2024-10-01,267,353,133,242,0,0,620,375,995
VILLA TUNARI,consulta externa,personas de 60 anos y mas,2024-10-01,2213,1350,328,280,48,19,3563,608,4171
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 60 anos y mas,2024-10-01,175,197,88,140,10,6,372,228,600
VILLAZON,consulta externa,personas de 60 anos y mas,2024-10-01,601,746,579,789,90,106,1347,1368,2715
VINTO,consulta externa,personas de 60 anos y mas,2024-10-01,868,1302,259,409,0,0,2170,668,2838
VITICHI,consulta externa,personas de 60 anos y mas,2024-10-01,478,705,8,12,29,54,1183,20,1203
WALDO BALLIVIAN,consulta externa,personas de 60 anos y mas,2024-10-01,48,44,6,10,0,0,92,16,108
WARNES,consulta externa,personas de 60 anos y mas,2024-10-01,1959,2333,613,842,10,14,4292,1455,5747
YACO,consulta externa,personas de 60 anos y mas,2024-10-01,108,127,7,11,45,38,235,18,253
YACUIBA,consulta externa,personas de 60 anos y mas,2024-10-01,2571,3133,1505,1868,248,317,5704,3373,9077
YAMPARAEZ,consulta externa,personas de 60 anos y mas,2024-10-01,428,620,41,61,0,0,1048,102,1150
YANACACHI,consulta externa,personas de 60 anos y mas,2024-10-01,170,127,28,27,12,13,297,55,352
YAPACANI,consulta externa,personas de 60 anos y mas,2024-10-01,715,785,237,281,24,19,1500,518,2018
YOCALLA,consulta externa,personas de 60 anos y mas,2024-10-01,311,391,4,5,0,0,702,9,711
YOTALA,consulta externa,personas de 60 anos y mas,2024-10-01,208,348,295,423,21,18,556,718,1274
YUNCHARA,consulta externa,personas de 60 anos y mas,2024-10-01,128,181,39,83,0,0,309,122,431
YUNGUYO DE LITORAL,consulta externa,personas de 60 anos y mas,2024-10-01,25,31,0,0,0,0,56,0,56
ZUDAÑEZ,consulta externa,personas de 60 anos y mas,2024-10-01,205,219,409,408,0,0,424,817,1241
ACACIO,consulta externa,personas de 60 anos y mas,2024-11-01,298,379,2,2,0,0,677,4,681
ACHACACHI,consulta externa,personas de 60 anos y mas,2024-11-01,661,753,152,238,52,60,1414,390,1804
ACHOCALLA,consulta externa,personas de 60 anos y mas,2024-11-01,376,543,61,68,0,0,919,129,1048
AIQUILE,consulta externa,personas de 60 anos y mas,2024-11-01,311,441,541,566,53,80,752,1107,1859
ALALAY,consulta externa,personas de 60 anos y mas,2024-11-01,31,50,68,101,1,2,81,169,250
ALCALA,consulta externa,personas de 60 anos y mas,2024-11-01,154,181,45,79,6,3,335,124,459
ALTO BENI,consulta externa,personas de 60 anos y mas,2024-11-01,309,239,60,56,0,0,548,116,664
ANCORAIMES,consulta externa,personas de 60 anos y mas,2024-11-01,242,230,121,138,35,20,472,259,731
ANDAMARCA,consulta externa,personas de 60 anos y mas,2024-11-01,162,234,20,33,0,0,396,53,449
ANTEQUERA,consulta externa,personas de 60 anos y mas,2024-11-01,54,69,4,8,0,0,123,12,135
ANZALDO,consulta externa,personas de 60 anos y mas,2024-11-01,271,377,17,31,14,17,648,48,696
APOLO,consulta externa,personas de 60 anos y mas,2024-11-01,247,203,54,66,4,1,450,120,570
ARAMPAMPA,consulta externa,personas de 60 anos y mas,2024-11-01,62,73,4,2,0,0,135,6,141
ARANI,consulta externa,personas de 60 anos y mas,2024-11-01,148,274,50,134,0,0,422,184,606
ARBIETO,consulta externa,personas de 60 anos y mas,2024-11-01,507,766,113,146,0,0,1273,259,1532
ARQUE,consulta externa,personas de 60 anos y mas,2024-11-01,180,252,1,1,0,0,432,2,434
ASCENCION DE GUARAYOS,consulta externa,personas de 60 anos y mas,2024-11-01,164,170,37,42,16,14,334,79,413
ATOCHA,consulta externa,personas de 60 anos y mas,2024-11-01,180,249,114,108,9,14,429,222,651
AUCAPATA,consulta externa,personas de 60 anos y mas,2024-11-01,77,76,8,8,4,5,153,16,169
AYATA,consulta externa,personas de 60 anos y mas,2024-11-01,317,333,9,17,15,11,650,26,676
AYO AYO,consulta externa,personas de 60 anos y mas,2024-11-01,247,251,11,26,0,0,498,37,535
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2024-11-01,432,507,577,621,11,24,939,1198,2137
AZURDUY,consulta externa,personas de 60 anos y mas,2024-11-01,123,250,74,139,14,16,373,213,586
BATALLAS,consulta externa,personas de 60 anos y mas,2024-11-01,229,269,208,191,0,2,498,399,897
