,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO PRIMERA,NINOS DE 6 MESES A < 1 AÑO PRIMERA,TOTALES,TOTALES,TOTALES
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,2,4,0,0,0,0,6,0,6
RAQAYPAMPA(ETA),consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,14,8,8,8,0,0,22,16,38
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,18,26,0,0,0,0,44,0,44
REYES,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,27,23,1,4,0,0,50,5,55
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,263,231,44,61,17,20,494,105,599
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,31,23,6,3,0,3,54,9,63
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,59,30,3,1,5,0,89,4,93
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,13,8,2,4,2,1,21,6,27
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,616,566,137,125,78,88,1182,262,1444
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,7,8,0,2,0,0,15,2,17
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,32,22,3,0,1,0,54,3,57
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,5,10,3,0,0,0,15,3,18
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,13,15,0,1,1,0,28,1,29
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,19,24,2,3,0,0,43,5,48
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,1,2,0,0,0,0,3,0,3
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,37,19,13,11,5,3,56,24,80
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,3,2,2,6,0,0,5,8,13
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,2,8,0,2,0,0,10,2,12
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,17,18,1,1,0,0,35,2,37
SAN BENITO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,28,32,6,9,0,0,60,15,75
SAN BORJA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,104,105,25,34,21,29,209,59,268
SAN BUENA VENTURA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,22,20,10,6,0,0,42,16,58
SAN CARLOS,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,36,30,8,6,0,0,66,14,80
SAN IGNACIO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,51,49,2,1,17,11,100,3,103
SAN IGNACIO DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,105,96,13,14,0,0,201,27,228
SAN JAVIER(BNI),consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,1,2,1,0,0,0,3,1,4
SAN JAVIER(STC),consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,18,11,0,0,0,0,29,0,29
SAN JOAQUIN,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,16,10,0,1,0,0,26,1,27
SAN JOSE DE CHIQUITOS,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,36,24,4,3,8,3,60,7,67
SAN JUAN DE YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,16,13,1,1,0,0,29,2,31
SAN JULIAN,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,132,132,36,37,0,0,264,73,337
SAN LORENZO(PND),consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,18,34,0,1,0,0,52,1,53
SAN LORENZO(TJA),consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,79,60,6,3,0,0,139,9,148
SAN LUCAS,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,64,74,7,3,1,0,138,10,148
SAN MATIAS,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,16,20,2,3,12,4,36,5,41
SAN MIGUEL DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,22,26,1,2,0,0,48,3,51
SAN PABLO DE LIPEZ,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,4,6,0,1,0,0,10,1,11
SAN PEDRO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,99,51,10,11,0,0,150,21,171
SAN PEDRO DE BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,44,39,0,0,0,0,83,0,83
SAN PEDRO DE CURAHUARA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,8,9,1,2,2,0,17,3,20
SAN PEDRO DE MACHA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,31,34,0,0,0,0,65,0,65
SAN PEDRO DE QUEMES,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,0,3,0,0,0,0,3,0,3
SAN PEDRO DE TIQUINA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,7,3,5,1,0,0,10,6,16
SAN PEDRO(PND),consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,2,3,0,0,0,0,5,0,5
SAN RAFAEL,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,14,22,20,12,0,0,36,32,68
SAN RAMON BENI,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,2,3,0,2,5,9,5,2,7
SAN RAMON SCZ,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,12,8,1,0,0,0,20,1,21
SANTA ANA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,33,34,39,41,0,0,67,80,147
SANTA CRUZ DE LA SIERRA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,2825,2559,1214,1006,296,277,5384,2220,7604
SANTA ROSA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,23,14,0,0,0,0,37,0,37
SANTA ROSA DEL SARA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,40,30,1,0,1,0,70,1,71
SANTIAGO DE CALLAPA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,4,8,4,1,0,0,12,5,17
SANTIAGO DE HUARI,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,7,7,0,1,0,0,14,1,15
SANTIAGO DE HUATA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,1,5,0,0,0,0,6,0,6
SANTIAGO DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,2,1,0,1,0,0,3,1,4
SANTIVAÑES,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,20,19,0,1,0,0,39,1,40
SANTUARIO DE QUILLACAS,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,1,2,1,0,2,1,3,1,4
SAPAHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,20,22,1,3,3,4,42,4,46
SENA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,21,12,0,1,0,0,33,1,34
SHINAOTA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,143,132,15,13,1,5,275,28,303
SICA SICA (VILLA AROMA),consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,22,17,4,3,4,1,39,7,46
SICAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,5,7,2,7,0,0,12,9,21
SIPE SIPE,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,177,204,62,76,0,0,381,138,519
SOPACHUY,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,26,5,3,4,0,0,31,7,38
SORACACHI,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,13,7,0,0,0,1,20,0,20
SORATA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,41,25,5,4,10,8,66,9,75
SUCRE,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,863,898,179,199,37,24,1761,378,2139
TACACHI,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,3,3,0,0,0,0,6,0,6
TACACOMA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,16,22,6,4,0,0,38,10,48
TACOBAMBA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,16,16,0,0,0,0,32,0,32
TACOPAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,9,23,0,1,0,0,32,1,33
TAPACARI,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,50,45,5,6,0,0,95,11,106
TARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,33,26,0,2,0,0,59,2,61
TARACO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,4,4,2,2,0,0,8,4,12
TARATA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,28,23,1,1,0,0,51,2,53
TARIJA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,619,646,221,219,31,28,1265,440,1705
TARVITA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,49,31,2,2,2,0,80,4,84
TEOPONTE,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,30,25,10,7,0,0,55,17,72
TIAHUANACU,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,10,14,8,13,0,0,24,21,45
TINGUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,25,37,0,0,0,0,62,0,62
TIPUANI,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,18,27,26,6,0,0,45,32,77
TIQUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,266,183,45,59,0,0,449,104,553
TIRAQUE (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,26,33,23,36,0,0,59,59,118
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,1,0,0,0,0,0,1,0,1
TOCO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,18,7,0,4,0,1,25,4,29
TODOS SANTOS,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,1,1,0,0,0,0,2,0,2
TOLATA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,24,19,7,9,0,0,43,16,59
TOLEDO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,13,7,0,1,0,0,20,1,21
TOMAVE,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,12,14,0,0,0,0,26,0,26
TOMINA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,22,21,0,1,0,0,43,1,44
TORO TORO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,27,21,2,2,0,0,48,4,52
TOTORA(CBBA),consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,57,50,17,5,1,0,107,22,129
TOTORA(ORR),consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,5,3,0,0,1,1,8,0,8
TRIGAL,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,8,1,0,0,0,0,9,0,9
TRINIDAD,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,220,145,19,24,29,20,365,43,408
TUPIZA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,69,62,11,8,4,4,131,19,150
TURCO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,0,3,0,1,0,0,3,1,4
UMALA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,12,8,4,7,0,0,20,11,31
UNCIA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,46,39,1,2,3,2,85,3,88
URIONDO (A. CONCEPCION),consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,62,49,12,16,27,18,111,28,139
URUBICHA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,4,7,0,1,14,16,11,1,12
UYUNI,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,43,79,8,17,1,6,122,25,147
VACAS,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,13,11,0,0,3,1,24,0,24
VALLEGRANDE,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,21,22,30,27,1,1,43,57,100
VIACHA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,213,198,55,48,12,10,411,103,514
VILA VILA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,8,7,7,6,0,0,15,13,28
VILLA CHARCAS,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,31,16,2,1,3,2,47,3,50
VILLA MONTES,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,120,81,21,21,8,25,201,42,243
VILLA NUEVA (LOMA ALTA),consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,14,2,0,2,0,1,16,2,18
VILLA RIVERO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,21,26,2,4,0,0,47,6,53
VILLA SERRANO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,24,25,5,6,0,0,49,11,60
VILLA TUNARI,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,470,420,62,81,31,28,890,143,1033
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,20,27,6,5,2,0,47,11,58
VILLAZON,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,45,44,7,4,10,11,89,11,100
VINTO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,220,189,58,49,0,0,409,107,516
VITICHI,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,14,8,0,0,1,3,22,0,22
WALDO BALLIVIAN,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,2,0,1,7,0,0,2,8,10
WARNES,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,302,233,52,23,1,1,535,75,610
YACO,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,15,9,4,7,9,2,24,11,35
YACUIBA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,323,242,72,49,47,33,565,121,686
YAMPARAEZ,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,8,11,1,0,0,0,19,1,20
YANACACHI,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,5,6,0,0,0,0,11,0,11
YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,204,150,32,26,6,2,354,58,412
YOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,10,13,0,0,0,0,23,0,23
YOTALA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,19,14,2,10,1,2,33,12,45
YUNCHARA,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,10,20,1,0,0,0,30,1,31
ZUDAÑEZ,consulta externa,ninos de 6 meses a < 1 ano,2024-10-01,18,21,7,4,0,0,39,11,50
ACACIO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,4,4,0,0,0,0,8,0,8
ACHACACHI,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,36,36,18,7,1,2,72,25,97
ACHOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,36,35,27,30,0,0,71,57,128
AIQUILE,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,35,34,32,43,18,9,69,75,144
ALALAY,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,1,2,3,3,0,1,3,6,9
ALCALA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,9,6,4,1,1,1,15,5,20
ALTO BENI,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,28,35,1,0,0,0,63,1,64
ANCORAIMES,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,8,6,2,4,3,0,14,6,20
ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,4,9,0,0,0,0,13,0,13
ANTEQUERA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,4,3,1,0,0,0,7,1,8
ANZALDO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,7,9,0,1,0,0,16,1,17
APOLO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,55,57,19,24,0,1,112,43,155
ARAMPAMPA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,6,0,0,1,0,0,6,1,7
ARANI,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,9,12,1,4,0,0,21,5,26
ARBIETO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,90,78,19,16,0,0,168,35,203
ARQUE,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,40,42,0,0,0,0,82,0,82
ASCENCION DE GUARAYOS,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,63,50,4,2,56,57,113,6,119
ATOCHA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,31,39,1,2,1,1,70,3,73
AUCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,21,16,3,0,3,2,37,3,40
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,14,20,0,0,1,1,34,0,34
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,20,8,8,2,0,0,28,10,38
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,82,58,4,5,1,0,140,9,149
AZURDUY,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,27,19,8,5,4,1,46,13,59
BATALLAS,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,10,13,4,14,1,0,23,18,41
BAURES,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,7,10,0,0,0,0,17,0,17
BELEN DE ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,0,1,0,0,0,0,1,0,1
BELEN DE URMIRI,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,3,4,0,0,0,0,7,0,7
BELLA FLOR,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,15,10,4,0,0,0,25,4,29
BERMEJO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,221,132,30,25,13,11,353,55,408
BETANZOS,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,54,40,3,0,0,0,94,3,97
BOLIVAR,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,10,14,1,4,0,0,24,5,29
BOLPEBRA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,3,0,0,0,0,0,3,0,3
BOYUIBE,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,16,8,1,4,0,0,24,5,29
BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,29,24,5,1,0,0,53,6,59
CABEZAS,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,81,71,1,3,1,0,152,4,156
CAIROMA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,24,27,0,1,0,0,51,1,52
"CAIZA ""D""",consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,24,28,1,0,0,4,52,1,53
CAJUATA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,32,20,6,7,8,7,52,13,65
CALACOTO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,18,4,0,1,0,0,22,1,23
CALAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,32,15,0,0,0,0,47,0,47
CAMARGO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,27,28,5,10,0,0,55,15,70
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,6,5,0,0,0,0,11,0,11
CAMIRI,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,36,33,9,12,0,0,69,21,90
CAPINOTA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,54,58,4,2,0,0,112,6,118
CAQUIAVIRI,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,16,27,8,6,0,0,43,14,57
CARACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,68,65,5,4,4,3,133,9,142
CARANAVI,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,183,127,17,16,0,1,310,33,343
CARAPARI,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,56,38,4,3,0,0,94,7,101
CARIPUYO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,11,5,0,0,0,0,16,0,16
CARMEN RIVERO TORREZ,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,8,9,3,2,0,1,17,5,22
CATACORA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,5,5,0,2,0,0,10,2,12
CHACARILLA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,1,4,0,0,4,2,5,0,5
CHALLAPATA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,40,38,7,4,5,10,78,11,89
CHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,16,16,0,0,0,0,32,0,32
CHARAGUA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,63,74,15,19,11,8,137,34,171
CHARAÑA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,3,4,0,1,0,0,7,1,8
CHAYANTA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,31,29,4,8,0,0,60,12,72
CHIMORE,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,167,173,9,12,2,1,340,21,361
CHIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,5,2,0,0,2,1,7,0,7
CHOQUE COTA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,3,2,0,0,0,0,5,0,5
CHUA COCANI,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,2,0,17,4,0,0,2,21,23
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,20,19,12,8,1,1,39,20,59
CHUMA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,14,12,1,1,3,3,26,2,28
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,8,6,0,0,0,0,14,0,14
CKOCHAS,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,28,24,0,0,0,0,52,0,52
CLIZA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,73,40,37,28,0,0,113,65,178
COBIJA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,134,126,92,67,0,3,260,159,419
COCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,80,69,4,2,0,0,149,6,155
COCHABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,1655,1525,596,642,22,30,3180,1238,4418
COIPASA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,2,1,0,0,0,0,3,0,3
COLCAPIRHUA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,85,68,69,63,0,0,153,132,285
"COLCHA ""K""",consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,34,43,8,5,0,0,77,13,90
COLLANA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,7,5,2,0,0,0,12,2,14
COLOMI,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,37,23,11,15,1,0,60,26,86
COLPA BELGICA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,10,7,2,0,0,1,17,2,19
COLQUECHACA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,24,20,0,0,0,0,44,0,44
COLQUENCHA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,24,23,13,7,0,0,47,20,67
COLQUIRI,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,39,28,3,4,4,2,67,7,74
COMANCHE,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,2,1,0,0,0,0,3,0,3
COMARAPA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,49,44,6,3,0,0,93,9,102
COMBAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,2,4,0,0,0,0,6,0,6
CONCEPCION,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,58,43,5,7,0,0,101,12,113
COPACABANA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,13,8,1,0,0,0,21,1,22
CORIPATA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,37,36,4,2,2,0,73,6,79
CORO CORO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,14,12,5,0,0,0,26,5,31
COROICO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,43,40,15,22,3,3,83,37,120
CORQUE,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,9,15,1,3,0,0,24,4,28
COTAGAITA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,42,31,5,6,0,0,73,11,84
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,153,149,18,13,32,32,302,31,333
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,50,38,11,8,11,2,88,19,107
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,4,8,1,0,0,0,12,1,13
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,9,5,7,9,0,0,14,16,30
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,36,20,4,3,0,0,56,7,63
CURAHUARA DE CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,4,5,1,0,1,1,9,1,10
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,6,7,0,0,0,0,13,0,13
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,9,7,4,4,0,0,16,8,24
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,1967,1909,797,887,172,184,3876,1684,5560
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,5,1,0,0,2,0,6,0,6
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,26,19,1,0,0,0,45,1,46
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,17,19,0,2,1,0,36,2,38
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,184,153,194,208,0,0,337,402,739
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,10,6,0,0,0,0,16,0,16
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,42,20,1,1,0,0,62,2,64
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,113,124,5,17,0,0,237,22,259
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,5,11,0,0,0,0,16,0,16
ESMERALDA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,1,0,0,0,0,0,1,0,1
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,6,9,0,0,2,3,15,0,15
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,2,1,1,0,0,0,3,1,4
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,8,9,0,0,4,3,17,0,17
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,40,37,10,11,3,3,77,21,98
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,27,7,0,0,0,0,34,0,34
GAIOC JATUN AYLLU YURA,consulta externa,ninos de 6 meses a < 1 ano,2024-11-01,15,12,0,0,0,0,27,0,27
